"recordnum_license","license_no","business_name","address","city","state","postal_code","latitude","longitude","phone_number","license_status","recordnum_insp","insp_type","insp_subtype","action_date","action_sequence","action_status","code","violation_description","violation_comments","violation_key","last_table_update","neighborhood","community_council_neighborhood"
"H202100342","RFE-025039-C3S","""FILLO GREEK BAKE SHOP""","1505 RACE ST","CINCINNATI","OH","45202","39.11161942474456","-84.517502256326","513-628-7928","LICENSE","CFSI223487","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026016226","Not Abated","3717-1-04.4(A)(1)","""3717-1-04.4(A)(1) - Violation - Equipment-good repair and proper adjustment.

Equipment and/or components were not maintained in good working order.""","""Blown lights underneath the hood above the ovens.""","HF18541340","2022-08-26T00:00:00.000","OVER-THE-RHINE",
"H201700053","FSO-022287-C4S","""CHINA GOURMET""","3340 ERIE AV","CINCINNATI","OH","45208","39.141559317413744","-84.4230082471184","513-871-6612","LICENSE","CFSI221929","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011151","Abated On-Site","3717-1-07.0(B)","""3717-1-07.0(B) - Violation - Poisonous/toxic material-working containers

Working containers of poisonous/toxic materials are not labeled.""","""OBSERVATION:  Poisonous/toxic material-working containers

Working containers of poisonous/toxic materials are not labeled.
CORRECTIVE ACTION: ID label all chemical spray bottles""","HF18282680","2022-08-25T00:00:00.000","HYDE PARK",
"H200800753","FSO-006720-C3S","""LOSANTIVILLE COUNTRY CLUB""","3097 LOSANTIVILLE AV","CINCINNATI","OH","45213","39.184650154113406","-84.4314921058905","513-631-4133","LICENSE","CFSI220525","ROUTINE","STANDARD INSPECTION","2022-07-22T00:00:00.000","A025865868","Not Abated","3717-1-02.4(A)(2)","""3717-1-02.4(A)(2) - Violation - PIC-Level 2 Certification

No manager has level 2 certification in food protection.""","""PIC-Level 2 Certification

No manager has level 2 certification in food protection.""","HF18020112","2022-07-22T00:00:00.000","PLEASANT RIDGE",
"H200800753","FSO-006720-C3S","""LOSANTIVILLE COUNTRY CLUB""","3097 LOSANTIVILLE AV","CINCINNATI","OH","45213","39.184650154113406","-84.4314921058905","513-631-4133","LICENSE","CFSI220525","ROUTINE","STANDARD INSPECTION","2022-07-22T00:00:00.000","A025865869","Abated","3717-1-02.1(A)","""3717-1-02.1(A) - Violation - PIC Must Require Employee Reporting

License holder did not require employee(s) to report certain diseases, symptoms or high risk situations  as specified by law.""","""Violation has been abated""","HF18030005","2022-07-22T00:00:00.000","PLEASANT RIDGE",
"H201000050","FSO-017888-C4S","""CANCUN MEXICAN GRILLE""","5034 GLENCROSSING WY","CINCINNATI","OH","45238","39.13045343428925","-84.6106819037365","513-347-6800","RENEWAL","CFSI213258","ROUTINE","STANDARD INSPECTION","2022-02-24T00:00:00.000","A025244142","Not Abated","3717-1-04.4(S)(1)","""3717-1-04.4(S)(1) - Violation - Single-service/ use articles-use limitation.

Single-service or single-use articles were reused. ""","""Operator is reusing milk jugs for drinks.""","HF18521445","2022-02-28T00:00:00.000","WESTWOOD",
"H201000050","FSO-017888-C4S","""CANCUN MEXICAN GRILLE""","5034 GLENCROSSING WY","CINCINNATI","OH","45238","39.13045343428925","-84.6106819037365","513-347-6800","RENEWAL","CFSI213258","ROUTINE","STANDARD INSPECTION","2022-02-24T00:00:00.000","A025244777","Not Abated","3717-1-04.4(S)(1)","""3717-1-04.4(S)(1) - Violation - Single-service/ use articles-use limitation.

Single-service or single-use articles were reused. ""","""Operator is reusing milk jugs for drinks.""","HF18521445","2022-02-28T00:00:00.000","WESTWOOD",
"H201000050","FSO-017888-C4S","""CANCUN MEXICAN GRILLE""","5034 GLENCROSSING WY","CINCINNATI","OH","45238","39.13045343428925","-84.6106819037365","513-347-6800","RENEWAL","CFSI213258","ROUTINE","STANDARD INSPECTION","2022-02-24T00:00:00.000","A025245185","Not Abated","3717-1-04.4(S)(1)","""3717-1-04.4(S)(1) - Violation - Single-service/ use articles-use limitation.

Single-service or single-use articles were reused. ""","""Operator is reusing milk jugs for drinks.""","HF18521445","2022-02-28T00:00:00.000","WESTWOOD",
"H202200329","FSO-H202200329-C3S","""BENIN BAR-B-Q WESTWOOD""","3134 HARRISON AV","CINCINNATI","OH","45211","39.151642312909836","-84.60067990534391","513-514-0100","LICENSE","CFSI224131","ROUTINE","STANDARD INSPECTION","2022-08-04T00:00:00.000","A025921752","Not Abated","3717-1-04.2(A)","""3717-1-04.2(A) - Violation - Equipment-Cooling, Heating, and Holding Capacities

There is not adequate equipment for cooling, heating or holding food. ""","""Equipment-Cooling, Heating, and Holding Capacities

Observed the equipment for hot holding without enough capacity for holding food hot.""","HF18401250","2022-08-04T00:00:00.000","WESTWOOD",
"H202000020","FSO-024274-C3S","""SIMPLY ROLLED ICE CREAM OTR""","32 W 12TH ST","CINCINNATI","OH","45202","39.10823987445087","-84.5160129465292","513-287-7716","LICENSE","CFSI222186","ROUTINE","STANDARD INSPECTION","2022-07-28T00:00:00.000","A025892647","Abated On-Site","3717-1-02.4(C)(17)","""3717-1-02.4(C)(17) - Violation - PIC Duties -response plan for vomiting/diarrhea

No/inadequate written procedures for response to vomiting/diarrheal events.""","""PIC Duties -response plan for vomiting/diarrhea

No/inadequate written procedures for response to vomiting/diarrheal events.""","HF18010253","2022-07-28T00:00:00.000","OVER-THE-RHINE",
"H201700053","FSO-022287-C4S","""CHINA GOURMET""","3340 ERIE AV","CINCINNATI","OH","45208","39.141559317413744","-84.4230082471184","513-871-6612","LICENSE","CFSI221929","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011132","Not Abated","3717-1-06.4(K)","""3717-1-06.4(K) - Violation - Facilities: Pest control: 

The presence of insects, rodents, and other pests is not being adequately controlled or minimized.""","""OBSERVATION:  Facilities: Pest control: 

The presence of insects, rodents, and other pests is not being adequately controlled or minimized.
CORRECTIVE ACTION: Rid premises of flying insects""","HF18452645","2022-08-25T00:00:00.000","HYDE PARK",
"H202000020","FSO-024274-C3S","""SIMPLY ROLLED ICE CREAM OTR""","32 W 12TH ST","CINCINNATI","OH","45202","39.10823987445087","-84.5160129465292","513-287-7716","LICENSE","CFSI222186","ROUTINE","STANDARD INSPECTION","2022-07-28T00:00:00.000","A025892640","Not Abated","3717-1-02.4(A)(2)","""3717-1-02.4(A)(2) - Violation - PIC-Level 2 Certification

No manager has level 2 certification in food protection.""","""PIC-Level 2 Certification

No manager has level 2 certification in food protection.""","HF18020112","2022-07-28T00:00:00.000","OVER-THE-RHINE",
"H201700053","FSO-022287-C4S","""CHINA GOURMET""","3340 ERIE AV","CINCINNATI","OH","45208","39.141559317413744","-84.4230082471184","513-871-6612","LICENSE","CFSI221929","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011136","Not Abated","3717-1-03.2(Q)","""3717-1-03.2(Q) - Violation - Food Storage-preventing contamination form the premises

Food items are not protected from contamination during storage.""","""Food Storage-preventing contamination form the premises

Food items are not protected from contamination during storage.  discontinue storing containers of food directly on floor--in kitchen by serving line and in walk-ins""","HF18460600","2022-08-25T00:00:00.000","HYDE PARK",
"H202000020","FSO-024274-C3S","""SIMPLY ROLLED ICE CREAM OTR""","32 W 12TH ST","CINCINNATI","OH","45202","39.10823987445087","-84.5160129465292","513-287-7716","LICENSE","CFSI222186","ROUTINE","STANDARD INSPECTION","2022-07-28T00:00:00.000","A025892643","Not Abated","3717-1-04.5(A)(1)","""3717-1-04.5(A)(1)(2) - Violation - Equipment cleanliness-food contact

Food-contact surfaces were dirty.""","""OBSERVATION: Cotton candy debris observed on areas of machine on shelf. 
CORRECTIVE ACTION: Operator will clean and sanitize machine.""","HF18161460","2022-07-28T00:00:00.000","OVER-THE-RHINE",
"H201000050","FSO-017888-C4S","""CANCUN MEXICAN GRILLE""","5034 GLENCROSSING WY","CINCINNATI","OH","45238","39.13045343428925","-84.6106819037365","513-347-6800","RENEWAL","CFSI213258","ROUTINE","STANDARD INSPECTION","2022-02-24T00:00:00.000","A025242049","Not Abated","3717-1-04.0(I)","""3717-1-04.0(I)  - Violation - Nonfood contact surfaces

The non food contact surface is no longer corrosion -resistant, nonabsorbent and/or smooth.""","""Rusted bottom shelves of prep tables in kitchen.""","HF18541020","2022-02-28T00:00:00.000","WESTWOOD",
"H200801710","FSO-015553-C3S","""HOOK FISH & CHICKEN""","5000 READING RD","CINCINNATI","OH","45237","39.17721608100452","-84.4661413613325","513-242-5888","PAID","CFSI221215","ROUTINE","STANDARD INSPECTION","2022-05-06T00:00:00.000","A025532726","Abated On-Site","3717-1-03.2(M)(2)(a)","""3717-1-03.2(M)(2)(a)  - Violation - Wiping cloths-use limitation

Wet wiping cloth was not maintained in a sanitizer solution between uses.""","""Wiping cloths-use limitation

Wet wiping cloth was not maintained in a sanitizer solution between uses.""","HF18480550","2022-05-09T00:00:00.000","BOND HILL",
"H201700053","FSO-022287-C4S","""CHINA GOURMET""","3340 ERIE AV","CINCINNATI","OH","45208","39.141559317413744","-84.4230082471184","513-871-6612","LICENSE","CFSI221929","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011138","Not Abated","3717-1-04.8(F)","""3717-1-04.8(F) - Violation - Storage-prohibitions.

Cleaned and sanitized equipment, utensils, laundered linens, or single-service or single-use articles were stored in a prohibited area.""","""Storage-prohibitions.

Cleaned and sanitized equipment, utensils, laundered linens, or single-service or single-use articles were stored in a prohibited area.   Discontinue storing boxes of disposable cups, food containers etc directly on floor""","HF18521705","2022-08-25T00:00:00.000","HYDE PARK",
"H200801433","RFE-012445-C1S","""VALLEY BEER DRIVE THRU""","7117 VINE ST","CINCINNATI","OH","45216","39.19522282295141","-84.4795873644279","513-948-9392","RENEWAL","CFSI201255","ROUTINE","STANDARD INSPECTION","2021-02-10T00:00:00.000","A023764585","Abated","3717-1-06.4(K)","""3717-1-06.4(K) - Violation - Facilities: Pest control: 

The presence of insects, rodents, and other pests is not being adequately controlled or minimized.""","""Violation has been abated""","HF18452645","2021-02-10T00:00:00.000","CARTHAGE",
"H200800489","FSO-004566-C4S","""SAYLER PARK SCHOOL""","6700 HOME CITY AV","CINCINNATI","OH","45233","39.116104555872774","-84.6905414533391","513-363-5100","LICENSE","CFSI220419","ROUTINE","STANDARD INSPECTION","2022-05-09T00:00:00.000","A025531979","Not Abated","3717-1-04.4(A)(1)","""3717-1-04.4(A)(1) - Violation - Equipment-good repair and proper adjustment.

Equipment and/or components were not maintained in good working order.""","""The walk-in freezer had icicles forming on the ceiling.""","HF18541340","2022-05-09T00:00:00.000","SAYLER PARK",
"H200800489","FSO-004566-C4S","""SAYLER PARK SCHOOL""","6700 HOME CITY AV","CINCINNATI","OH","45233","39.116104555872774","-84.6905414533391","513-363-5100","LICENSE","CFSI220419","ROUTINE","STANDARD INSPECTION","2022-05-09T00:00:00.000","A025531980","Not Abated","3717-1-04.1(EE)","""3717-1-04.1(EE) - Violation - Warewashing Machines-Flow Pressure Device

Warewashing machine is not equipped with a properly placed flow pressure measuring device.""","""Warewashing machine flow pressure was not within range and needs adjusting.""","HF18551215","2022-05-09T00:00:00.000","SAYLER PARK",
"H201700053","FSO-022287-C4S","""CHINA GOURMET""","3340 ERIE AV","CINCINNATI","OH","45208","39.141559317413744","-84.4230082471184","513-871-6612","LICENSE","CFSI221929","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011135","Not Abated","3717-1-04.1(KK)","""3717-1-04.1(KK) - Violation - Food Equipment-Certification and Classification

Equipment is not approved by a recognized testing agency or authority.""","""Food Equipment-Certification and Classification

Equipment is not approved by a recognized testing agency or authority.   Non commercial chest freezer""","HF18541245","2022-08-25T00:00:00.000","HYDE PARK",
"H200800754","FSO-006721-C4S","""LOSANTIVILLE COUNTRY CLUB""","3097 LOSANTIVILLE AV","CINCINNATI","OH","45213","39.184650154113406","-84.4314921058905","513-631-4133","LICENSE","CFSI220527","ROUTINE","STANDARD INSPECTION","2022-07-22T00:00:00.000","A025865926","Not Abated","3717-1-03.4(F)(2)","""3717-1-03.4(F)(2) - Violation - TCS-cold holding-shell eggs

Raw shell eggs are not maintained at =45° F.""",""" Raw shell eggs stored in a cooling drawer in a temperature of 57 F

Raw shell eggs are not maintained at 45° F.
CORRECTIVE ACTION: The person in charge discarded the out of temperature shell eggs""","HF18220825","2022-07-22T00:00:00.000","PLEASANT RIDGE",
"H201300164","FSO-019877-C4S","""WAFFLE HOUSE #2008""","144 W MCMILLAN ST","CINCINNATI","OH","45219","39.12781404761187","-84.5172193750099","513 221-0035","LICENSE","CFSI165603","COMPLAINT","COMPLAINT","2016-12-15T00:00:00.000","A017536173","Abated","3717-1-06.4(A)","""3717-1-06.4(A) - Violation - Facilities: Maintenance: Good repair



The physical facilities were not maintained in good repair.""","""Violation has been abated""","HLE162580V","2016-12-15T00:00:00.000","CUF",
"H201700053","FSO-022287-C4S","""CHINA GOURMET""","3340 ERIE AV","CINCINNATI","OH","45208","39.141559317413744","-84.4230082471184","513-871-6612","LICENSE","CFSI221929","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011147","Not Abated","3717-1-04.5(D)","""3717-1-04.5(D) - Violation - Non-food contact surfaces-Cleaning Frequency

Nonfood-contact surfaces are not cleaned frequently enough.""","""Non-food contact surfaces-Cleaning Frequency

Nonfood-contact surfaces are not cleaned frequently enough.   Interior of ovens, exterior of fryers, grills and all equipment under hood, the covers under hoods, along with pipes and ansel system are heavily soiled--Clean and maintain clean.  The counters under Bar area are soiled--clean.  Floors inside walk-ins are also soiled--Clean""","HF18561535","2022-08-25T00:00:00.000","HYDE PARK",
"H201300011","FSO-019610-C4S","""TINY TOTS KIDDIE CARE""","3050 HARRISON AV","CINCINNATI","OH","45211","39.149819569722844","-84.5989641426435","513 662-8687","LICENSE","CFSI163815","ROUTINE","CRITICAL CONTROL POINT","2016-12-13T00:00:00.000",,"CLOS-NO  - No Violations Found",,,,,"2016-12-15T00:00:00.000","WESTWOOD",
"H200800489","FSO-004566-C4S","""SAYLER PARK SCHOOL""","6700 HOME CITY AV","CINCINNATI","OH","45233","39.116104555872774","-84.6905414533391","513-363-5100","LICENSE","CFSI220419","ROUTINE","STANDARD INSPECTION","2022-05-09T00:00:00.000","A025531977","Not Abated","3717-1-04.5(A)(2)(3)","""3717-1-04.5(A)(3) - Violation - Equipment cleanliness-Nonfood-contact

Non-food contact surfaces are dirty.""","""The hood was unclean with accumulation of grease condensation.""","HF18561465","2022-05-09T00:00:00.000","SAYLER PARK",
"H200802076","FSO-016573-C4S","""HYDE PARK HEALTH CENTER""","4001 ROSSLYN DR","CINCINNATI","OH","45209","39.152232871743806","-84.4091211882245","513-272-0600","LICENSE","CFSI223710","ROUTINE","STANDARD INSPECTION","2022-07-22T00:00:00.000","A025864704","Not Abated","3717-1-03.4(F)(1)(b)","""3717-1-03.4(F)(1)(b) - Violation - TCS-cold holding

TCS foods were being held at temperatures >41° F.""","""All  Foods in walk in cooler held at > 65 degrees F--Discarded.  Milk cooler holding milk at 55.  Maintain all cold TCS foods at 41 degrees F or below""","HF18220815","2022-07-22T00:00:00.000","OAKLEY",
"H200802076","FSO-016573-C4S","""HYDE PARK HEALTH CENTER""","4001 ROSSLYN DR","CINCINNATI","OH","45209","39.152232871743806","-84.4091211882245","513-272-0600","LICENSE","CFSI223710","ROUTINE","STANDARD INSPECTION","2022-07-22T00:00:00.000","A025864703","Abated","3717-1-02.4(A)(2)","""3717-1-02.4(A)(2) - Violation - PIC-Level 2 Certification

No manager has level 2 certification in food protection.""","""Violation has been abated""","HF18020112","2022-07-22T00:00:00.000","OAKLEY",
"H200802076","FSO-016573-C4S","""HYDE PARK HEALTH CENTER""","4001 ROSSLYN DR","CINCINNATI","OH","45209","39.152232871743806","-84.4091211882245","513-272-0600","LICENSE","CFSI223710","ROUTINE","STANDARD INSPECTION","2022-07-22T00:00:00.000","A025864702","Abated","3717-1-02.4(A)(1)","""3717-1-02.4(A)(1) - Violation - PIC-Assignment of Responsibility

No person in charge present in the food facility.""","""Violation has been abated""","HF18010110","2022-07-22T00:00:00.000","OAKLEY",
"H200801538","FSO-014009-C2S","""HIGHLAND HOUSE""","958 PAVILION ST","CINCINNATI","OH","45202","39.10778136056384","-84.4968133800856","513-721-7709","LICENSE","CFSI223112","ROUTINE","STANDARD INSPECTION","2022-07-20T00:00:00.000",,"CLOS-NO  - No Violations Found",,,,,"2022-07-22T00:00:00.000","MT. ADAMS",
"H200800957","RFE-008441-C3S","""UNITED DAIRY FARMERS #129""","5311 MADISON RD","CINCINNATI","OH","45227","39.161038112161734","-84.4032294552825","513-271-3306","LICENSE","CFSI220704","ROUTINE","STANDARD INSPECTION","2022-07-20T00:00:00.000","A025865919","Not Abated","3717-1-06.4(F)","""3717-1-06.4(F) - Violation - Facilities: Mops: Drying

After use, mops are not placed in a position that allows them to air-dry without soiling walls, equipment, or supplies.""","""After use, mops are not placed in a position that allows them to air-dry without soiling walls, equipment, or supplies.""","HF18622615","2022-07-22T00:00:00.000","MADISONVILLE",
"H200800489","FSO-004566-C4S","""SAYLER PARK SCHOOL""","6700 HOME CITY AV","CINCINNATI","OH","45233","39.116104555872774","-84.6905414533391","513-363-5100","LICENSE","CFSI220419","ROUTINE","STANDARD INSPECTION","2022-05-09T00:00:00.000","A025531978","Not Abated","3717-1-04.5(D)","""3717-1-04.5(D) - Violation - Non-food contact surfaces-Cleaning Frequency

Nonfood-contact surfaces are not cleaned frequently enough.""","""The ceiling of the walk-in cooler had dust accumulation and door sealer was unclean.""","HF18561535","2022-05-09T00:00:00.000","SAYLER PARK",
"H200801348","FSO-011393-C4S","""BACALLS CAFE""","6118 HAMILTON AV","CINCINNATI","OH","45224","39.20246615607971","-84.5474069848142","513-541-8804","LICENSE","CFSI220872","ROUTINE","STANDARD INSPECTION","2022-08-02T00:00:00.000","A025957553","Abated On-Site","3717-1-02.2(B)","""3717-1-02.2(B) - Violation - Hands and Arms-cleaning procedures, handwashing

Food employee(s) are not using proper procedures when washing hands.""","""OBSERVATION: Person in charge did not wash hands properly before put on gloves. 

Food employee(s) are not using proper procedures when washing hands.
CORRECTIVE ACTION: Must wash hands for 20 seconds rubbing hands vigorously for 10-15 seconds.""","HF18080040","2022-08-12T00:00:00.000","COLLEGE HILL",
"H200800686","FSO-006146-C4S","""GIMINETTI BAKING CO""","2900 GILBERT AV","CINCINNATI","OH","45206","39.13128557286144","-84.4879602628717","513 751-7655","LICENSE","CFSI171083","ROUTINE","STANDARD INSPECTION","2017-05-17T00:00:00.000","A018182939","Abated","3717-1-04.5(A)(3)","""3717-1-04.5(A)(3) - Violation - Equipment cleanliness-Nonfood-contact



Non-food contact surfaces are dirty.""","""Violation has been abated""","HLE161465V","2017-05-17T00:00:00.000","WALNUT HILLS",
"H200801763","FSO-015802-C3S","""CINCY STEAK AND LEMONADE""","2607 SHORT VINE ST","CINCINNATI","OH","45219","39.12945265072077","-84.5098440150122","513-221-0800","LICENSE","CFSI224144","ROUTINE","STANDARD INSPECTION","2022-08-12T00:00:00.000","A025958917","Not Abated","3717-1-04.5(A)(2)(3)","""3717-1-04.5(A)(3) - Violation - Equipment cleanliness-Nonfood-contact

Non-food contact surfaces are dirty.""","""Clean:
 
 - ledges, hinges and perimeter at the topside of the block cooler
 - gas lines underneath and behind the cooking equipment
 

Observed soil, food debris, and grease in these areas.""","HF18561465","2022-08-12T00:00:00.000","CORRYVILLE",
"H200801763","FSO-015802-C3S","""CINCY STEAK AND LEMONADE""","2607 SHORT VINE ST","CINCINNATI","OH","45219","39.12945265072077","-84.5098440150122","513-221-0800","LICENSE","CFSI224144","ROUTINE","STANDARD INSPECTION","2022-08-12T00:00:00.000","A025958908","Not Abated","3717-1-04.2(I)","""3717-1-04.2(I) - Violation - Sanitizing solutions-testing devices.

There is no test kit available for measuring the concentration of the sanitizer.""","""Observed expired sanitizing test strips in the facility. 

Obtain test stips that have not expired, corresponding to the sanitizer being used.""","HF18551310","2022-08-12T00:00:00.000","CORRYVILLE",
"H201700053","FSO-022287-C4S","""CHINA GOURMET""","3340 ERIE AV","CINCINNATI","OH","45208","39.141559317413744","-84.4230082471184","513-871-6612","LICENSE","CFSI221929","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011144","Not Abated","3717-1-06.0(A)(1)(a)","""3717-1-06.0(A)(1)(a) - Violation - Facilities-floors, walls, ceilings

Indoor floor, wall, or ceiling surfaces are not smooth, durable, and easily cleanable in areas where FSO or RFE activities are conducted.""","""Facilities-floors, walls, ceilings

Indoor floor, wall, or ceiling surfaces are not smooth, durable, and easily cleanable in areas where FSO or RFE activities are conducted.   Replace damaged stained ceiling tiles""","HF18622280","2022-08-25T00:00:00.000","HYDE PARK",
"H201300421","FSO-020377-C4S","""MR SUSHI""","138 W MCMILLAN ST","CINCINNATI","OH","45219","39.127804662315164","-84.5171274301617","513-475-9800","LICENSE","CFSI221530","ROUTINE","STANDARD INSPECTION","2022-05-09T00:00:00.000","A025533834","Not Abated","3717-1-04.5(D)","""3717-1-04.5(D) - Violation - Non-food contact surfaces-Cleaning Frequency

Nonfood-contact surfaces are not cleaned frequently enough.""","""Accumulation of debris inside of cupboards at the Sushi bar.""","HF18561535","2022-05-09T00:00:00.000","CUF",
"H200801763","FSO-015802-C3S","""CINCY STEAK AND LEMONADE""","2607 SHORT VINE ST","CINCINNATI","OH","45219","39.12945265072077","-84.5098440150122","513-221-0800","LICENSE","CFSI224144","ROUTINE","STANDARD INSPECTION","2022-08-12T00:00:00.000","A025958930","Abated On-Site","3717-1-04.4(B)","""3717-1-04.4(B) - Violation - Cutting surfaces.

Cutting surface(s) unable to be effectively cleaned and sanitized.""","""Observed damaged and pitted cutting board, which inhibits cleaning and sanitizing. 
 
Obtain a new cutting board that can be thoroughly cleaned.""","HF18541355","2022-08-12T00:00:00.000","CORRYVILLE",
"H200801763","FSO-015802-C3S","""CINCY STEAK AND LEMONADE""","2607 SHORT VINE ST","CINCINNATI","OH","45219","39.12945265072077","-84.5098440150122","513-221-0800","LICENSE","CFSI224144","ROUTINE","STANDARD INSPECTION","2022-08-12T00:00:00.000","A025958911","Not Abated","3717-1-04.4(B)","""3717-1-04.4(B) - Violation - Cutting surfaces.

Cutting surface(s) unable to be effectively cleaned and sanitized.""","""Observed damaged and pitted cutting board, which inhibits cleaning and sanitizing. 
 
Obtain a new cutting board that can be thoroughly cleaned.""","HF18541355","2022-08-12T00:00:00.000","CORRYVILLE",
"H202200100","FSO-025344-C4S","""HEYDAY""","1527 MADISON RD","CINCINNATI","OH","45206","39.12959226430065","-84.4776163397348","5132743238","PAID","CFSI223168","ROUTINE","STANDARD INSPECTION","2022-05-06T00:00:00.000","A025532171","Abated","3717-1-03.4(G)(2)","""3717-1-03.4(G)(2) - Violation - RTE TCS, date marking-prepared in processing plant

Ready-to-eat, TCS food that was prepared in a food processing plant and subsequently opened in a FSO or a RFE is not properly date marked.""","""Violation has been abated""","HF18230840","2022-05-09T00:00:00.000","WALNUT HILLS",
"H200801763","FSO-015802-C3S","""CINCY STEAK AND LEMONADE""","2607 SHORT VINE ST","CINCINNATI","OH","45219","39.12945265072077","-84.5098440150122","513-221-0800","LICENSE","CFSI224144","ROUTINE","STANDARD INSPECTION","2022-08-12T00:00:00.000","A025958907","Not Abated","3717-1-04.4(A)(2)","""3717-1-04.4(A)(2) - Violation - Equipment,good repair, doors, seals

Equipment components were not intact, tight or properly adjusted. ""","""Observed missing kick-plates for the front display cooler and rear reach in freezer. 

Replace the kick-plate for the coolers/freezer.""","HF18541345","2022-08-12T00:00:00.000","CORRYVILLE",
"H200801763","FSO-015802-C3S","""CINCY STEAK AND LEMONADE""","2607 SHORT VINE ST","CINCINNATI","OH","45219","39.12945265072077","-84.5098440150122","513-221-0800","LICENSE","CFSI224144","ROUTINE","STANDARD INSPECTION","2022-08-12T00:00:00.000","A025958932","Not Abated","3717-1-04.4(A)(1)","""3717-1-04.4(A)(1) - Violation - Equipment-good repair and proper adjustment.

Equipment and/or components were not maintained in good working order.""","""Recaulk the 3 compartment sink to the wall. 

Observed gaps at the top and sides of the sink.""","HF18541340","2022-08-12T00:00:00.000","CORRYVILLE",
"H201900381","FSO-024022-C4S","""KIKI LLC""","5932 HAMILTON AV","CINCINNATI","OH","45224","39.1999676350363","-84.5470588520096","(513) 541-0381","LICENSE","CFSI223421","ROUTINE","STANDARD INSPECTION","2022-08-17T00:00:00.000","A025977688","Not Abated","3717-1-02.3(C)","""3717-1-02.3(C)  - Violation - Hair restraints,  effectiveness

Food employee(s) did not have their hair effectively restrained.""","""Food employee(s) did not have their hair effectively restrained.""","HF18470100","2022-08-17T00:00:00.000","COLLEGE HILL",
"H202000120","FSO-024376-C4S","""SUGAR N' SPICE DINER""","1203 SYCAMORE ST","CINCINNATI","OH","45202","39.10953157639685","-84.510268860499","513-430-0868","LICENSE","CFSI222833","ROUTINE","STANDARD INSPECTION","2022-08-16T00:00:00.000","A025974796","Abated On-Site","3717-1-04.5(B)(3)","""3717-1-04.5(B)(3) - Violation - Cleaning frequency-TCS 

Surfaces and/or utensils used for TCS foods not cleaned every 4 hours.""","""OBSERVATION: Per facility, egg blender is rinsed with water every 45 minutes and cleaned nightly. 
CORRECTIVE ACTION: Egg blender was cleaned. Ensure that egg blender is cleaned and sanitized every 4 hours when in continuous use.""","HF18161490","2022-08-17T00:00:00.000","OVER-THE-RHINE",
"H200801346","FSO-011379-C4S","""THE GAS LIGHT CAFÉ""","6104 MONTGOMERY RD","CINCINNATI","OH","45213","39.18206268648251","-84.42689727446401","513 631-6977","LICENSE","CFSI161936","ROUTINE","STANDARD INSPECTION","2017-05-05T00:00:00.000","A018137306","Abated","3717-1-04.4(B)","""3717-1-04.4(B) - Violation - Cutting surfaces.

Cutting surface(s) unable to be effectively cleaned and sanitized.""","""Violation has been abated""","HLE161355V","2017-05-08T00:00:00.000","PLEASANT RIDGE",
"H201900381","FSO-024022-C4S","""KIKI LLC""","5932 HAMILTON AV","CINCINNATI","OH","45224","39.1999676350363","-84.5470588520096","(513) 541-0381","LICENSE","CFSI223421","ROUTINE","STANDARD INSPECTION","2022-08-17T00:00:00.000","A025977697","Abated On-Site","3717-1-02.3(C)","""3717-1-02.3(C)  - Violation - Hair restraints,  effectiveness

Food employee(s) did not have their hair effectively restrained.""","""Food employee(s) did not have their hair effectively restrained.""","HF18470100","2022-08-17T00:00:00.000","COLLEGE HILL",
"H201900381","FSO-024022-C4S","""KIKI LLC""","5932 HAMILTON AV","CINCINNATI","OH","45224","39.1999676350363","-84.5470588520096","(513) 541-0381","LICENSE","CFSI223421","ROUTINE","STANDARD INSPECTION","2022-08-17T00:00:00.000","A025977690","Not Abated","3717-1-04.5(A)(2)(3)","""3717-1-04.5(A)(3) - Violation - Equipment cleanliness-Nonfood-contact

Non-food contact surfaces are dirty.""","""Exhaust fan and its cover soiled with dirt and dust walk in. Clean it regularly to prevent contamination of food stored in cooler. 

Non-food contact surfaces are dirty.""","HF18561465","2022-08-17T00:00:00.000","COLLEGE HILL",
"H200800957","RFE-008441-C3S","""UNITED DAIRY FARMERS #129""","5311 MADISON RD","CINCINNATI","OH","45227","39.161038112161734","-84.4032294552825","513-271-3306","LICENSE","CFSI220704","ROUTINE","STANDARD INSPECTION","2022-07-20T00:00:00.000","A025865836","Not Abated","3717-1-04.4(D)","""3717-1-04.4(D) - Violation - Warewashing equipment-cleaning frequency.

Warewashing equipment and/or components were not cleaned throughout the day or before use.""","""Warewashing equipment-cleaning frequency.

Warewashing equipment and components were not cleaned throughout the day or before use.""","HF18551365","2022-07-22T00:00:00.000","MADISONVILLE",
