"account","description","fund","department","function","object","approved","actual","fiscal_year","account_id"
"1100-420-42200-6102-0000","POSTAGE","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","POSTAGE","1350.00","1225.18","2016","1100-420-42200-6102-0000_2016"
"1100-430-43000-6102-0000","POSTAGE","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","POSTAGE","300.00","87.35","2016","1100-430-43000-6102-0000_2016"
"1100-431-43100-6102-0000","POSTAGE","OPERATING FUND","TRANSPORTATION DEPARTMENT","ROADS & TRANSPORTATION","POSTAGE","75.00","50.41","2016","1100-431-43100-6102-0000_2016"
"1100-450-45100-6102-0000","POSTAGE","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","POSTAGE","3500.00","2041.39","2016","1100-450-45100-6102-0000_2016"
"1100-420-42100-6104-0000","CLEANING/SANIT SUPPL","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","CLEANING/SANIT SUPPL","6300.00","2430.51","2016","1100-420-42100-6104-0000_2016"
"1100-420-42200-6104-0000","CLEANING/SANIT SUPPL","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","CLEANING/SANIT SUPPL","13100.00","13008.31","2016","1100-420-42200-6104-0000_2016"
"1100-430-43000-6104-0000","CLEANING/SANIT SUPPL","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","CLEANING/SANIT SUPPL","77000.00","71090.77","2016","1100-430-43000-6104-0000_2016"
"1100-430-43000-6105-0000","FACILITY MAINT SUPP","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","FACILITY MAINT SUPPLY","62000.00","57272.97","2016","1100-430-43000-6105-0000_2016"
"1100-450-45100-6105-0000","FACILITY MAINT SUP","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","FACILITY MAINT SUPPLY","10000.00","8134.85","2016","1100-450-45100-6105-0000_2016"
"1100-410-41515-6106-0000","UNIFORMS & CLOTHING","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","UNIFORMS & CLOTHING","375.00","149.86","2016","1100-410-41515-6106-0000_2016"
"1100-412-41600-6106-0000","UNIFORMS & CLOTHING","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","UNIFORMS & CLOTHING","360.00","0.00","2016","1100-412-41600-6106-0000_2016"
"1100-418-41800-6106-0000","UNIFORMS & CLOTHING","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","UNIFORMS & CLOTHING","1400.00","1082.27","2016","1100-418-41800-6106-0000_2016"
"1100-420-42100-6106-0000","UNIFORMS & CLOTHING","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","UNIFORMS & CLOTHING","146232.00","137262.71","2016","1100-420-42100-6106-0000_2016"
"1100-420-42200-6106-0000","UNIFORMS & CLOTHING","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","UNIFORMS & CLOTHING","137100.00","110703.43","2016","1100-420-42200-6106-0000_2016"
"1100-430-43000-6106-0000","UNIFORMS & CLOTHING","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","UNIFORMS & CLOTHING","58000.00","51673.11","2016","1100-430-43000-6106-0000_2016"
"1100-431-43100-6106-0000","UNIFORMS & CLOTHING","OPERATING FUND","TRANSPORTATION DEPARTMENT","ROADS & TRANSPORTATION","UNIFORMS & CLOTHING","75.00","50.74","2016","1100-431-43100-6106-0000_2016"
"1100-450-45100-6106-0000","UNIFORMS & CLOTHING","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","UNIFORMS & CLOTHING","5000.00","3129.98","2016","1100-450-45100-6106-0000_2016"
"1100-420-42100-6107-0000","OTHER PROG MAT & SUP","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","OTH PROG MATERIALS","5000.00","4732.85","2016","1100-420-42100-6107-0000_2016"
"1100-450-45100-6107-0000","YOUTH/ADULT PROG","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","OTH PROG MATERIALS","27050.00","24820.56","2016","1100-450-45100-6107-0000_2016"
"1100-450-45100-6108-0000","SR PROGRAM PROG","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","SENIOR PROG MAT/SUPPL","35000.00","29063.23","2016","1100-450-45100-6108-0000_2016"
"1100-450-45100-6109-0000","TENNIS PROG MAT/SUP","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","TENNIS PROGRAM MAT & SUPP","24000.00","23742.53","2016","1100-450-45100-6109-0000_2016"
"1100-450-45100-6110-0000","POOL MAINT SUPPLIES","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","POOL MAINTENANCE SUPPLIES","22000.00","20741.62","2016","1100-450-45100-6110-0000_2016"
"1100-450-45100-6111-0000","TOURN PROG MAT/SUP","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","TOURNAMENT PROG MAT & SUP","15000.00","8712.33","2016","1100-450-45100-6111-0000_2016"
"1100-450-45100-6112-0000","CAMP PROG MAT/SUP","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","CAMP PROG MATERIALS","42000.00","39241.27","2016","1100-450-45100-6112-0000_2016"
"1100-450-45100-6114-0000","ATHLE PROG MAT/SUP","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","ATHLETIC PROG MATERIAL","183614.00","176841.85","2016","1100-450-45100-6114-0000_2016"
"1100-450-45100-6115-0000","AQUATIC  MAT/SUP","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","AQUATIC PROG MATERIAL","20000.00","19702.77","2016","1100-450-45100-6115-0000_2016"
"1100-410-41100-6118-0000","BUSINESS DEVELOPMENT","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","BIZ INC.","26900.00","24698.00","2016","1100-410-41100-6118-0000_2016"
"1100-410-41100-6119-0000","ECONOMIC DEVELOPMENT","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","BUSINESS DEVELOPMENT","21785.00","19800.49","2016","1100-410-41100-6119-0000_2016"
"1100-420-42200-6120-0000","FIRE PREV OFFICE SUP","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","FIRE PREVENTION SUP","3000.00","2315.10","2016","1100-420-42200-6120-0000_2016"
"1100-420-42200-6121-0000","MEDICAL SUPPLIES","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","MEDICAL SUPPLIES","18500.00","18970.52","2016","1100-420-42200-6121-0000_2016"
"1100-420-42200-6122-0000","HAZMAT SUPPL/MATE","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","HAZMAT SUPPLIES & MATLS","8175.00","7812.85","2016","1100-420-42200-6122-0000_2016"
"1100-420-42200-6123-0000","PARAMED TR SUP/MAT","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","PARAMEDIC TRNG SUPPLY","34300.00","33945.51","2016","1100-420-42200-6123-0000_2016"
"1100-410-41565-6124-0000","PRIDE COMMISSION","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","PRIDE COMMISSION","10000.00","9455.18","2016","1100-410-41565-6124-0000_2016"
"1100-410-41100-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","MINOR EQUIP < $5,000","23100.00","18791.96","2016","1100-410-41100-6125-0000_2016"
"1100-410-41510-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","MINOR EQUIP < $5,000","1750.00","295.47","2016","1100-410-41510-6125-0000_2016"
"1100-410-41512-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","MINOR EQUIP < $5,000","216910.00","54223.38","2016","1100-410-41512-6125-0000_2016"
"1100-410-41515-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","MINOR EQUIP < $5,000","1250.00","1016.14","2016","1100-410-41515-6125-0000_2016"
"1100-412-41700-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","MINOR EQUIP < $5,000","500.00","0.00","2016","1100-412-41700-6125-0000_2016"
"1100-418-41800-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","MINOR EQUIP < $5,000","4000.00","3511.80","2016","1100-418-41800-6125-0000_2016"
"1100-420-42100-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","MINOR EQUIP < $5,000","43357.00","35797.09","2016","1100-420-42100-6125-0000_2016"
"1100-420-42200-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","MINOR EQUIP < $5,000","74580.00","76080.56","2016","1100-420-42200-6125-0000_2016"
"1100-430-43000-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","MINOR EQUIP < $5,000","50750.00","41770.16","2016","1100-430-43000-6125-0000_2016"
"1100-431-43100-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","TRANSPORTATION DEPARTMENT","ROADS & TRANSPORTATION","MINOR EQUIP < $5,000","3084.62","2869.67","2016","1100-431-43100-6125-0000_2016"
"1100-450-45100-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","MINOR EQUIP < $5,000","64330.00","55327.91","2016","1100-450-45100-6125-0000_2016"
"1100-430-43000-6128-0000","ROLLOUT CARTS","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","ROLLOUT CARTS","97500.00","96815.93","2016","1100-430-43000-6128-0000_2016"
"1100-430-43000-6130-0000","TRAFIC SIGN/POST-NEW","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","TRAFFIC SIGNS & POSTS-NEW","14300.00","12634.60","2016","1100-430-43000-6130-0000_2016"
"1100-430-43000-6131-0000","TRAFIC SIGN/POST-REPL","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","TRAFFIC SIGNS & POSTS-REP","24600.00","22036.38","2016","1100-430-43000-6131-0000_2016"
"1100-430-43000-6132-0000","SMALL TOOL/ACCES SUP","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","SMALL TOOLS/ACCESSORY SUP","10000.00","7132.29","2016","1100-430-43000-6132-0000_2016"
"1100-430-43000-6133-0000","LANDSCAPE/MAIN SUP","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","LANDSCAPING","271000.00","197029.90","2016","1100-430-43000-6133-0000_2016"
"1100-410-41512-6150-0000","COMPUTER SUPPLIES","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","COMPUTER SUPPLIES","6500.00","2122.27","2016","1100-410-41512-6150-0000_2016"
"1100-410-41100-6210-0000","HEATING FUEL UTILITES","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","HEATING FUEL UTILITES","13700.00","1498.56","2016","1100-410-41100-6210-0000_2016"
"1100-420-42200-6210-0000","HEATING FUEL UTILITES","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","HEATING FUEL UTILITES","5642.00","2777.02","2016","1100-420-42200-6210-0000_2016"
"1100-450-45100-6210-0000","HEATING FUEL UTILITES","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","HEATING FUEL UTILITES","163058.00","74287.72","2016","1100-450-45100-6210-0000_2016"
"1100-410-41100-6220-0000","ELECTRICAL UTIL EXP","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","ELECTRICAL UTIL EXP","241650.00","173562.36","2016","1100-410-41100-6220-0000_2016"
"1100-420-42100-6220-0000","ELECTRICAL UTIL EXP","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","ELECTRICAL UTIL EXP","9000.00","3824.21","2016","1100-420-42100-6220-0000_2016"
"1100-420-42200-6220-0000","ELECTRICAL UTIL EXP","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","ELECTRICAL UTIL EXP","66973.00","57107.87","2016","1100-420-42200-6220-0000_2016"
"1100-430-43000-6220-0000","ELECTRICAL UTIL EXP","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","ELECTRICAL UTIL EXP","78702.00","56867.46","2016","1100-430-43000-6220-0000_2016"
"1100-450-45100-6220-0000","ELECTRICAL UTIL EXP","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","ELECTRICAL UTIL EXP","428826.00","410774.17","2016","1100-450-45100-6220-0000_2016"
"1100-410-41100-6260-0000","VEHICLE FUEL EXPENSE","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","VEHICLE FUEL EXPENSE","15000.00","6842.47","2016","1100-410-41100-6260-0000_2016"
"1100-418-41800-6260-0000","VEHICLE FUEL EXPENSE","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","VEHICLE FUEL EXPENSE","43026.00","14883.68","2016","1100-418-41800-6260-0000_2016"
"1100-420-42100-6260-0000","VEHICLE FUEL EXPENSE","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","VEHICLE FUEL EXPENSE","569989.00","307249.83","2016","1100-420-42100-6260-0000_2016"
"1100-420-42200-6260-0000","VEHICLE FUEL EXPENSE","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","VEHICLE FUEL EXPENSE","136807.00","85357.41","2016","1100-420-42200-6260-0000_2016"
"1100-430-43000-6260-0000","VEHICLE FUEL EXPENSE","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","VEHICLE FUEL EXPENSE","690794.00","309195.88","2016","1100-430-43000-6260-0000_2016"
"1100-431-43100-6260-0000","VEHICLE FUEL EXPENSE","OPERATING FUND","TRANSPORTATION DEPARTMENT","ROADS & TRANSPORTATION","VEHICLE FUEL EXPENSE","8910.00","8632.49","2016","1100-431-43100-6260-0000_2016"
"1100-450-45100-6260-0000","VEHICLE FUEL EXPENSE","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","VEHICLE FUEL EXPENSE","19034.00","7373.18","2016","1100-450-45100-6260-0000_2016"
"1100-410-41900-6270-0000","STREET LIGHTS EXP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","STREET LIGHTS EXPENSE","2184605.00","2149668.57","2016","1100-410-41900-6270-0000_2016"
"1100-410-41100-6400-0000","EDUC MATERIALS","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","EDUC MATERIALS","3150.00","2177.02","2016","1100-410-41100-6400-0000_2016"
"1100-410-41510-6400-0000","EDUC MATERIALS","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","EDUC MATERIALS","800.00","751.40","2016","1100-410-41510-6400-0000_2016"
"1100-410-41550-6400-0000","EDUC MATERIALS","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","EDUC MATERIALS","1471.00","466.18","2016","1100-410-41550-6400-0000_2016"
"1100-410-41565-6400-0000","EDU MATERIALS","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","EDUC MATERIALS","380.00","243.00","2016","1100-410-41565-6400-0000_2016"
"1100-412-41600-6400-0000","EDUC  MATERIALS","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","EDUC MATERIALS","850.00","576.06","2016","1100-412-41600-6400-0000_2016"
"1100-412-41700-6400-0000","EDUC MATERIALS","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","EDUC MATERIALS","15774.00","10190.92","2016","1100-412-41700-6400-0000_2016"
"1100-418-41800-6400-0000","EDUC MATERIALS","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","EDUC MATERIALS","6716.00","6687.47","2016","1100-418-41800-6400-0000_2016"
"1100-420-42100-6400-0000","EDUC MATERIALS","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","EDUC MATERIALS","4705.00","1492.17","2016","1100-420-42100-6400-0000_2016"
"1100-420-42200-6400-0000","FIRE EDUC MATERIALS","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","EDUC MATERIALS","7145.00","5020.54","2016","1100-420-42200-6400-0000_2016"
"1100-431-43100-6400-0000","EDUC MATERIALS","OPERATING FUND","TRANSPORTATION DEPARTMENT","ROADS & TRANSPORTATION","EDUC MATERIALS","1365.00","1351.41","2016","1100-431-43100-6400-0000_2016"
"1100-420-42200-6401-0000","MED EDUCATIONAL EXP","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","MED EDUCATIONAL","4300.00","4232.70","2016","1100-420-42200-6401-0000_2016"
"1100-450-45100-7300-0000","BUILDING IMPROV","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","BUILDING IMPROVEMENTS","234700.00","160627.94","2016","1100-450-45100-7300-0000_2016"
"1100-420-42100-7400-0000","CAPITAL EQUIP OUTLAY","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","MACHINERY & EQUIP","450.00","450.00","2016","1100-420-42100-7400-0000_2016"
"1100-420-42200-7400-0000","MACHINERY & EQUIP","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","MACHINERY & EQUIP","40600.00","38298.59","2016","1100-420-42200-7400-0000_2016"
"1100-410-41100-7410-0000","EQUIPMENT > $5,000","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","EQUIPMENT > $5,000","10800.00","10800.00","2016","1100-410-41100-7410-0000_2016"
"1100-410-41512-7410-0000","EQUIPMENT > $5,000","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","EQUIPMENT > $5,000","76000.00","31004.96","2016","1100-410-41512-7410-0000_2016"
"1100-430-43000-7410-0000","EQUIPMENT > $5,000","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","EQUIPMENT > $5,000","125500.00","115940.05","2016","1100-430-43000-7410-0000_2016"
"1100-450-45100-7410-0000","EQUIPMENT > $5,000","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","EQUIPMENT > $5,000","9000.00","7553.08","2016","1100-450-45100-7410-0000_2016"
"1100-410-41900-8110-0000","JUDGEMENTS AND LOSS","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","JUDGEMENTS AND LOSSES","303000.00","282214.53","2016","1100-410-41900-8110-0000_2016"
"1100-410-41900-8120-0000","STORMWATR UTIL FEE","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","STORMWATER UTILITY FEES","35000.00","33504.60","2016","1100-410-41900-8120-0000_2016"
"1100-410-41900-8127-0000","ENVIRONMENTAL FEES","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","ENVIRONMENTAL FEES","50000.00","0.00","2016","1100-410-41900-8127-0000_2016"
"1100-410-41100-8130-0000","PUBLIC RELATIONS","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","PUBLIC RELATIONS","10525.00","9912.80","2016","1100-410-41100-8130-0000_2016"
"1100-420-42100-8130-0000","PUBLIC RELATIONS","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","PUBLIC RELATIONS","7000.00","6753.04","2016","1100-420-42100-8130-0000_2016"
"1100-420-42200-8130-0000","PUBLIC RELATIONS","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","PUBLIC RELATIONS","2000.00","1826.40","2016","1100-420-42200-8130-0000_2016"
"1100-430-43000-8130-0000","PUBLIC RELATIONS","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","PUBLIC RELATIONS","500.00","293.63","2016","1100-430-43000-8130-0000_2016"
"1100-450-45100-8130-0000","PUBLIC RELATIONS","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","PUBLIC RELATIONS","30796.00","28815.56","2016","1100-450-45100-8130-0000_2016"
"1100-410-41100-8140-0000","CONTINGENCY FUND","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","CONTINGENCY FUND","20000.00","13214.93","2016","1100-410-41100-8140-0000_2016"
"1100-410-41900-8140-0000","CONTINGENCY FUND","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","CONTINGENCY FUND","272155.00","0.00","2016","1100-410-41900-8140-0000_2016"
"1100-410-41519-8150-0000","BANK FEES","OPERATING FUND","DEBT ADMINISTRATION","GENERAL GOVERNMENT","MISCELLANEOUS EXP","8000.00","3550.00","2016","1100-410-41519-8150-0000_2016"
"1100-410-41900-8150-0000","MISCELLANEOUS EXP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","MISCELLANEOUS EXP","45877.00","41475.74","2016","1100-410-41900-8150-0000_2016"
"1100-412-41700-8150-0000","MISCELLANEOUS EXP","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","MISCELLANEOUS EXP","350.00","25.00","2016","1100-412-41700-8150-0000_2016"
"1100-410-41900-8152-0000","E-COMMERCE EXP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","E-COMMERCE EXPENSES","147161.00","138367.73","2016","1100-410-41900-8152-0000_2016"
"1100-410-41565-8153-0000","FARMERS MARKET EXP","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","FARMERS MARKET EXPENSES","49225.00","42973.43","2016","1100-410-41565-8153-0000_2016"
"1100-410-41900-8154-0000","ARC-GASB 45","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","ARC-GASB 45","1000000.00","1000000.00","2016","1100-410-41900-8154-0000_2016"
"1100-410-41900-8156-0000","DONAT-OUTSID AGENC","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","DONATION TO OUTSIDE AGEN","158500.00","158500.00","2016","1100-410-41900-8156-0000_2016"
"1100-410-41900-8160-0000","EMERG CONTINGE FUND","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","EMERGENCY CONTINGENCY FUN","47000.00","6900.00","2016","1100-410-41900-8160-0000_2016"
"1100-410-41900-8170-0000","ANNEXATION FEES","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","ANNEXATION FEES","150000.00","86390.00","2016","1100-410-41900-8170-0000_2016"
"1100-410-41900-8180-0000","LI/AFORDAB HOUSIN FE","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","LI/AFFORDABLE HOUSING FEE","8400.00","0.00","2016","1100-410-41900-8180-0000_2016"
"1100-410-41519-8510-0000","BOND PRINCIPAL","OPERATING FUND","DEBT ADMINISTRATION","GENERAL GOVERNMENT","BOND PAYMENTS-PRINCIPAL","4305000.00","4305000.00","2016","1100-410-41519-8510-0000_2016"
"1100-410-41519-8520-0000","BOND INTEREST","OPERATING FUND","DEBT ADMINISTRATION","GENERAL GOVERNMENT","BOND PAYMENTS-INTEREST","1196857.00","1198734.95","2016","1100-410-41519-8520-0000_2016"
"1100-410-41519-8530-0000","LEASE PRINCIPAL","OPERATING FUND","DEBT ADMINISTRATION","GENERAL GOVERNMENT","LEASE PAYMENTS-PRINCIPAL","2095515.00","1941091.98","2016","1100-410-41519-8530-0000_2016"
"1100-410-41519-8540-0000","LEASE INTEREST","OPERATING FUND","DEBT ADMINISTRATION","GENERAL GOVERNMENT","LEASE PAYMENTS-INTEREST","117253.00","54419.70","2016","1100-410-41519-8540-0000_2016"
"1100-490-49100-8900-1301","OPER TRANSF TO INFRA MNGT FUND","OPERATING FUND","INTERFUND TRANSFERS","OPERATING TRANSFER OUT","OPER TRANSF OUT","5966078.00","5966078.00","2016","1100-490-49100-8900-1301_2016"
"1100-490-49115-8900-1231","PEND GRNT MATCH  FED","OPERATING FUND","GRANT MATCH","OPERATING TRANSFER OUT","OPER TRANSF OUT","142000.00","142000.00","2016","1100-490-49115-8900-1231_2016"
"1100-490-49115-8900-1234","PEND GRNT MAT-ST/LOC","OPERATING FUND","GRANT MATCH","OPERATING TRANSFER OUT","OPER TRANSF OUT","8000.00","8000.00","2016","1100-490-49115-8900-1234_2016"
"1100-410-41100-1100-0000","SALARIES","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","SALARIES","1181142","1057293.17","2016","1100-410-41100-1100-0000_2016"
"1100-410-41100-1100-0000","SALARIES","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","SALARIES","1174885.00","1191553.53","2017","1100-410-41100-1100-0000_2017"
"1100-410-41100-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","OVERTIME","3000.00","2530.75","2017","1100-410-41100-1300-0000_2017"
"1100-410-41100-2100-0000","GROUP HEALTH INS","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","GROUP HEALTH INS","225000.00","225000.00","2017","1100-410-41100-2100-0000_2017"
"1100-410-41100-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","SOCIAL SEC MATCH EXP","89879.00","84920.29","2017","1100-410-41100-2200-0000_2017"
"1100-410-41100-2300-0000","STATE RETIRE MATCH","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","STATE RETIRE MATCH","129942.00","132735.42","2017","1100-410-41100-2300-0000_2017"
"1100-410-41100-3220-0000","EMPLOYEE PHYSICALS","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","EMPLOYEE PHYSICALS","850.00","540.00","2017","1100-410-41100-3220-0000_2017"
"1100-410-41100-3300-0000","CONTRACT SERVICES","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","CONTRACT SERVICES","233220.00","192986.15","2017","1100-410-41100-3300-0000_2017"
"1100-410-41100-4110-0000","WATER UTILITIES EXP","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","WATER UTILITIES EXPENSE","12133.00","10182.28","2017","1100-410-41100-4110-0000_2017"
"1100-410-41100-4310-0000","MAINT/IMPROVE BLDG","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","MAINT/IMPROVE BLDG","315900.00","148834.53","2017","1100-410-41100-4310-0000_2017"
"1100-410-41100-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","TELEPHONE UTILITIES EXPEN","48350.00","48354.27","2017","1100-410-41100-5300-0000_2017"
"1100-410-41100-5400-0000","ADVERTISING","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","ADVERTISING","4200.00","2374.40","2017","1100-410-41100-5400-0000_2017"
"1100-410-41100-5410-0000","MARKETING","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","MARKETING","4000.00","2218.71","2017","1100-410-41100-5410-0000_2017"
"1100-410-41100-5500-0000","PRINTING","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","PRINTING","27400.00","25284.36","2017","1100-410-41100-5500-0000_2017"
"1100-410-41100-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","66633.00","66581.31","2017","1100-410-41100-5700-0000_2017"
"1100-410-41100-5800-0000","TRAVEL EXPENSE","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","TRAVEL EXPENSE","40750.00","25503.36","2017","1100-410-41100-5800-0000_2017"
