"fiscal_year","activity","object","department","unit","fund","adopted_amount","uniqueid"
"2021","Other Human Services","Other Grants And Aids","Office Of Housing & Community Development","Bus Pass Program For Empowerment Center","The General Fund","15000","2021001620621489005690)"
"2021","Comprehensive Planning","Other Contractual Services","Office Of Housing & Community Development","Rental Housing Implementation","The General Fund","0","2021001620621741205150)"
"2021","Comprehensive Planning","Other Contractual Services","Office Of Housing & Community Development","Landlord Mitigation","The General Fund","0","2021001620624641205150)"
"2021","Housing & Urban Development","Permanent Full Time","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","18759.16","2021001620627010115540)"
"2021","Housing & Urban Development","Social Security","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","1471.87","2021001620627020105540)"
"2021","Housing & Urban Development","Retirement","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","4621","2021001620627020205540)"
"2021","Housing & Urban Development","Health Insurance","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","2239.41","2021001620627020305540)"
"2021","Housing & Urban Development","Retirees Health Insurance Contributions","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","0","2021001620627020315540)"
"2021","Housing & Urban Development","Life Insurance","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","28.31","2021001620627020405540)"
"2021","Housing & Urban Development","Workers' Compensation","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","384.8","2021001620627020605540)"
"2021","Housing & Urban Development","Meal Allowance","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","0","2021001620627021505540)"
"2021","Housing & Urban Development","Materials And Supplies","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","0","2021001620627030105540)"
"2021","Housing & Urban Development","Office Supplies","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","80","2021001620627030205540)"
"2021","Housing & Urban Development","Telephone","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","0","2021001620627031105540)"
"2021","Housing & Urban Development","Gasoline, Oil, Grease","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","838.44","2021001620627031505540)"
"2021","Housing & Urban Development","Travel & Training","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","0","2021001620627032105540)"
"2021","Housing & Urban Development","Meals/food","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","120","2021001620627032655540)"
"2021","Housing & Urban Development","Insurance Premiums","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","130.18","2021001620627035105540)"
"2021","Housing & Urban Development","Other Contractual Services","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","0","2021001620627041205540)"
"2021","Housing & Urban Development","Fleet Service Cost-Variable","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","3779.42","2021001620627042105540)"
"2021","Housing & Urban Development","Fleet Service Cost-Fixed","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","4291.71","2021001620627042115540)"
"2021","Housing & Urban Development","Permanent Full Time","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","98232.02","2021001620628010115540)"
"2021","Housing & Urban Development","Social Security","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","7707.45","2021001620628020105540)"
"2021","Housing & Urban Development","Retirement","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","18961.34","2021001620628020205540)"
"2021","Housing & Urban Development","Health Insurance","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","16461.67","2021001620628020305540)"
"2021","Housing & Urban Development","Retirees Health Insurance Contributions","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","0","2021001620628020315540)"
"2021","Housing & Urban Development","Life Insurance","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","314.6","2021001620628020405540)"
"2021","Housing & Urban Development","Workers' Compensation","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","2015.02","2021001620628020605540)"
"2021","Housing & Urban Development","Office Supplies","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","4000","2021001620628030205540)"
"2021","Housing & Urban Development","Printing And Binding","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","1000","2021001620628030305540)"
"2021","Housing & Urban Development","Telephone","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","1000","2021001620628031105540)"
"2021","Housing & Urban Development","Postage","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","500","2021001620628031205540)"
"2021","Housing & Urban Development","Advertising","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","500","2021001620628031305540)"
"2021","Housing & Urban Development","Travel & Training","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","1000","2021001620628032105540)"
"2021","Housing & Urban Development","Meals/food","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","10","2021001620628032655540)"
"2021","Housing & Urban Development","Insurance Premiums","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","500","2021001620628035105540)"
"2021","Housing & Urban Development","Other Contractual Services","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","4000","2021001620628041205540)"
"2021","Executive","Workers' Compensation","City Manager","Admin-City Manager","The General Fund","23463.89","2021001730731020605120)"
"2021","Housing & Urban Development","Fleet Service Cost-Variable","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","0","2021001620628042105540)"
"2021","Housing & Urban Development","Fleet Service Cost-Fixed","Office Of Housing & Community Development","Affordable Housing Initiative","The General Fund","100","2021001620628042115540)"
"2021","Other Economic Environment","Permanent Full Time","Office Of Capital Asset Planning & Economic Resilience","Office Of Capital Asset Planning & Economic Resilience","The General Fund","274837.21","2021001640641010115590)"
"2021","Other Economic Environment","Social Security","Office Of Capital Asset Planning & Economic Resilience","Office Of Capital Asset Planning & Economic Resilience","The General Fund","21224.71","2021001640641020105590)"
"2021","Other Economic Environment","Retirement","Office Of Capital Asset Planning & Economic Resilience","Office Of Capital Asset Planning & Economic Resilience","The General Fund","52215.56","2021001640641020205590)"
"2021","Other Economic Environment","Health Insurance","Office Of Capital Asset Planning & Economic Resilience","Office Of Capital Asset Planning & Economic Resilience","The General Fund","19236.87","2021001640641020305590)"
"2021","Other Economic Environment","Retirees Health Insurance Contributions","Office Of Capital Asset Planning & Economic Resilience","Office Of Capital Asset Planning & Economic Resilience","The General Fund","911.14","2021001640641020315590)"
"2021","Other Economic Environment","Life Insurance","Office Of Capital Asset Planning & Economic Resilience","Office Of Capital Asset Planning & Economic Resilience","The General Fund","471.9","2021001640641020405590)"
"2021","Other Economic Environment","Workers' Compensation","Office Of Capital Asset Planning & Economic Resilience","Office Of Capital Asset Planning & Economic Resilience","The General Fund","5548.95","2021001640641020605590)"
"2021","Other Economic Environment","Materials And Supplies","Office Of Capital Asset Planning & Economic Resilience","Office Of Capital Asset Planning & Economic Resilience","The General Fund","7000","2021001640641030105590)"
"2021","Other Economic Environment","Printing And Binding","Office Of Capital Asset Planning & Economic Resilience","Office Of Capital Asset Planning & Economic Resilience","The General Fund","1500","2021001640641030305590)"
"2021","Other Economic Environment","Travel & Training","Office Of Capital Asset Planning & Economic Resilience","Office Of Capital Asset Planning & Economic Resilience","The General Fund","10000","2021001640641032105590)"
"2021","Other Economic Environment","Dues, Memberships, Publication","Office Of Capital Asset Planning & Economic Resilience","Office Of Capital Asset Planning & Economic Resilience","The General Fund","2000","2021001640641032505590)"
"2021","Other Economic Environment","Professional Services","Office Of Capital Asset Planning & Economic Resilience","Office Of Capital Asset Planning & Economic Resilience","The General Fund","5000","2021001640641041105590)"
"2021","Other Economic Environment","Aid To Private Organizations","Office Of Capital Asset Planning & Economic Resilience","Office Of Capital Asset Planning & Economic Resilience","The General Fund","1836","2021001640641082005590)"
"2021","Other Economic Environment","Permanent Full Time","Sustainable Development","Planning & Dev Admin","The General Fund","132785.22","2021001660661010115590)"
"2021","Other Economic Environment","Temporary Full Time","Sustainable Development","Planning & Dev Admin","The General Fund","0","2021001660661010135590)"
"2021","Other Economic Environment","Social Security","Sustainable Development","Planning & Dev Admin","The General Fund","10184.98","2021001660661020105590)"
"2021","Other Economic Environment","Retirement","Sustainable Development","Planning & Dev Admin","The General Fund","25535.95","2021001660661020205590)"
"2021","Other Economic Environment","Health Insurance","Sustainable Development","Planning & Dev Admin","The General Fund","14596.28","2021001660661020305590)"
"2021","Other Economic Environment","Retirees Health Insurance Contributions","Sustainable Development","Planning & Dev Admin","The General Fund","0","2021001660661020315590)"
"2021","Other Economic Environment","Life Insurance","Sustainable Development","Planning & Dev Admin","The General Fund","235.95","2021001660661020405590)"
"2021","Other Economic Environment","Workers' Compensation","Sustainable Development","Planning & Dev Admin","The General Fund","2713.7","2021001660661020605590)"
"2021","Other Economic Environment","Materials And Supplies","Sustainable Development","Planning & Dev Admin","The General Fund","1000","2021001660661030105590)"
"2021","Other Economic Environment","Office Supplies","Sustainable Development","Planning & Dev Admin","The General Fund","750","2021001660661030205590)"
"2021","Other Economic Environment","Printing And Binding","Sustainable Development","Planning & Dev Admin","The General Fund","300","2021001660661030305590)"
"2021","Other Economic Environment","Telephone","Sustainable Development","Planning & Dev Admin","The General Fund","900","2021001660661031105590)"
"2021","Other Economic Environment","Postage","Sustainable Development","Planning & Dev Admin","The General Fund","200","2021001660661031205590)"
"2021","Other Economic Environment","Advertising","Sustainable Development","Planning & Dev Admin","The General Fund","500","2021001660661031305590)"
"2021","Other Economic Environment","Travel & Training","Sustainable Development","Planning & Dev Admin","The General Fund","3374","2021001660661032105590)"
"2021","Other Economic Environment","Dues, Memberships, Publication","Sustainable Development","Planning & Dev Admin","The General Fund","700","2021001660661032505590)"
"2021","Other Economic Environment","Insurance Premiums","Sustainable Development","Planning & Dev Admin","The General Fund","16356.95","2021001660661035105590)"
"2021","Other Economic Environment","Other Contractual Services","Sustainable Development","Planning & Dev Admin","The General Fund","84","2021001660661041205590)"
"2021","Other Economic Environment","Fleet Service Cost-Variable","Sustainable Development","Planning & Dev Admin","The General Fund","0","2021001660661042105590)"
"2021","Protective Inspections","Permanent Full Time","Sustainable Development","Code Enforcement Admin","The General Fund","888932.13","2021001660661310115240)"
"2021","Protective Inspections","Temporary Part Time","Sustainable Development","Code Enforcement Admin","The General Fund","0","2021001660661310145240)"
"2021","Protective Inspections","Overtime-One And One-Half Rate","Sustainable Development","Code Enforcement Admin","The General Fund","1500","2021001660661310305240)"
"2021","Protective Inspections","Longevity","Sustainable Development","Code Enforcement Admin","The General Fund","3480.54","2021001660661311505240)"
"2021","Protective Inspections","Social Security","Sustainable Development","Code Enforcement Admin","The General Fund","69746.97","2021001660661320105240)"
"2021","Protective Inspections","Retirement","Sustainable Development","Code Enforcement Admin","The General Fund","171586.68","2021001660661320205240)"
"2021","Protective Inspections","Health Insurance","Sustainable Development","Code Enforcement Admin","The General Fund","129760.62","2021001660661320305240)"
"2021","Protective Inspections","Retirees Health Insurance Contributions","Sustainable Development","Code Enforcement Admin","The General Fund","0","2021001660661320315240)"
"2021","Protective Inspections","Life Insurance","Sustainable Development","Code Enforcement Admin","The General Fund","2831.4","2021001660661320405240)"
"2021","Protective Inspections","Workers' Compensation","Sustainable Development","Code Enforcement Admin","The General Fund","18234.5","2021001660661320605240)"
"2021","Protective Inspections","Non-Capital Equipment","Sustainable Development","Code Enforcement Admin","The General Fund","2150","2021001660661330095240)"
"2021","Protective Inspections","Materials And Supplies","Sustainable Development","Code Enforcement Admin","The General Fund","6392","2021001660661330105240)"
"2021","Protective Inspections","Office Supplies","Sustainable Development","Code Enforcement Admin","The General Fund","1036","2021001660661330205240)"
"2021","Protective Inspections","Printing And Binding","Sustainable Development","Code Enforcement Admin","The General Fund","3900","2021001660661330305240)"
"2021","Protective Inspections","Uniform Purchase Price","Sustainable Development","Code Enforcement Admin","The General Fund","3408","2021001660661330405240)"
"2021","Protective Inspections","Telephone","Sustainable Development","Code Enforcement Admin","The General Fund","15170","2021001660661331105240)"
"2021","Protective Inspections","Postage","Sustainable Development","Code Enforcement Admin","The General Fund","12000","2021001660661331205240)"
"2021","Protective Inspections","Advertising","Sustainable Development","Code Enforcement Admin","The General Fund","10900","2021001660661331305240)"
"2021","Protective Inspections","Gasoline, Oil, Grease","Sustainable Development","Code Enforcement Admin","The General Fund","12533.51","2021001660661331505240)"
"2021","Protective Inspections","Travel & Training","Sustainable Development","Code Enforcement Admin","The General Fund","10048","2021001660661332105240)"
"2021","Protective Inspections","Books & Films","Sustainable Development","Code Enforcement Admin","The General Fund","500","2021001660661332405240)"
"2021","Protective Inspections","Dues, Memberships, Publication","Sustainable Development","Code Enforcement Admin","The General Fund","1900","2021001660661332505240)"
"2021","Protective Inspections","Recording Fees-Civil Citation","Sustainable Development","Code Enforcement Admin","The General Fund","720","2021001660661332815240)"
"2021","Protective Inspections","Rental-Equipment","Sustainable Development","Code Enforcement Admin","The General Fund","4000","2021001660661334205240)"
"2021","Protective Inspections","Insurance Premiums","Sustainable Development","Code Enforcement Admin","The General Fund","12440.43","2021001660661335105240)"
"2021","Protective Inspections","Professional Services","Sustainable Development","Code Enforcement Admin","The General Fund","72500","2021001660661341105240)"
"2021","Protective Inspections","Other Contractual Services","Sustainable Development","Code Enforcement Admin","The General Fund","31450","2021001660661341205240)"
"2021","Protective Inspections","Fleet Service Cost-Variable","Sustainable Development","Code Enforcement Admin","The General Fund","22018","2021001660661342105240)"
"2021","Protective Inspections","Fleet Service Cost-Fixed","Sustainable Development","Code Enforcement Admin","The General Fund","38325.06","2021001660661342115240)"
"2021","Protective Inspections","Maintenance Office/other Equip","Sustainable Development","Code Enforcement Admin","The General Fund","5500","2021001660661342205240)"
"2021","Other Economic Environment","Permanent Full Time","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661510115590)"
"2021","Other Economic Environment","Social Security","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661520105590)"
"2021","Other Economic Environment","Retirement","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661520205590)"
"2021","Other Economic Environment","Health Insurance","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661520305590)"
"2021","Other Economic Environment","Retirees Health Insurance Contributions","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661520315590)"
"2021","Other Economic Environment","Life Insurance","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661520405590)"
"2021","Other Economic Environment","Workers' Compensation","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661520605590)"
"2021","Other Economic Environment","Materials And Supplies","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661530105590)"
"2021","Other Economic Environment","Printing And Binding","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661530305590)"
"2021","Other Economic Environment","Telephone","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661531105590)"
"2021","Other Economic Environment","Postage","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661531205590)"
"2021","Other Economic Environment","Advertising","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661531305590)"
"2021","Other Economic Environment","Travel & Training","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661532105590)"
"2021","Other Economic Environment","Dues, Memberships, Publication","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661532505590)"
"2021","Other General Government","Meals/food","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661532655190)"
"2021","Other Economic Environment","Professional Services","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661541105590)"
"2021","Other Economic Environment","Aid To Private Organizations","Sustainable Development","Economic Development Admin","The General Fund","0","2021001660661582005590)"
"2021","Other Economic Environment","Travel & Training","Sustainable Development","Economic Development Marketing Travel","The General Fund","0","2021001660661632105590)"
"2021","Protective Inspections","Professional Services","Sustainable Development","Yard Maintenance & Lot Clearing (Codes)","The General Fund","0","2021001660664841105240)"
"2021","Protective Inspections","Other Contractual Services","Sustainable Development","Yard Maintenance & Lot Clearing (Codes)","The General Fund","0","2021001660664841205240)"
"2021","Protective Inspections","Professional Services","Sustainable Development","Demolition/boards & Seals (Codes)","The General Fund","0","2021001660664941105240)"
"2021","Protective Inspections","Other Contractual Services","Sustainable Development","Demolition/boards & Seals (Codes)","The General Fund","0","2021001660664941205240)"
"2021","Comprehensive Planning","Permanent Full Time","Sustainable Development","Planning Division","The General Fund","885436.09","2021001660668010115150)"
"2021","Comprehensive Planning","Permanent Part Time","Sustainable Development","Planning Division","The General Fund","0","2021001660668010125150)"
"2021","Comprehensive Planning","Temporary Part Time","Sustainable Development","Planning Division","The General Fund","0","2021001660668010145150)"
"2021","Comprehensive Planning","Overtime-One And One-Half Rate","Sustainable Development","Planning Division","The General Fund","1540","2021001660668010305150)"
"2021","Comprehensive Planning","Longevity","Sustainable Development","Planning Division","The General Fund","16644.13","2021001660668011505150)"
"2021","Comprehensive Planning","Social Security","Sustainable Development","Planning Division","The General Fund","69118.22","2021001660668020105150)"
"2021","Comprehensive Planning","Retirement","Sustainable Development","Planning Division","The General Fund","170039.85","2021001660668020205150)"
"2021","Comprehensive Planning","Health Insurance","Sustainable Development","Planning Division","The General Fund","133633","2021001660668020305150)"
"2021","Comprehensive Planning","Retirees Health Insurance Contributions","Sustainable Development","Planning Division","The General Fund","0","2021001660668020315150)"
"2021","Comprehensive Planning","Life Insurance","Sustainable Development","Planning Division","The General Fund","2634.78","2021001660668020405150)"
"2021","Comprehensive Planning","Workers' Compensation","Sustainable Development","Planning Division","The General Fund","18070.12","2021001660668020605150)"
"2021","Comprehensive Planning","Materials And Supplies","Sustainable Development","Planning Division","The General Fund","3500","2021001660668030105150)"
"2021","Comprehensive Planning","Office Supplies","Sustainable Development","Planning Division","The General Fund","3200","2021001660668030205150)"
"2021","Comprehensive Planning","Printing And Binding","Sustainable Development","Planning Division","The General Fund","3000","2021001660668030305150)"
"2021","Comprehensive Planning","Uniform Purchase Price","Sustainable Development","Planning Division","The General Fund","500","2021001660668030405150)"
"2021","Comprehensive Planning","Telephone","Sustainable Development","Planning Division","The General Fund","1400","2021001660668031105150)"
"2021","Comprehensive Planning","Postage","Sustainable Development","Planning Division","The General Fund","4800","2021001660668031205150)"
"2021","Comprehensive Planning","Advertising","Sustainable Development","Planning Division","The General Fund","34500","2021001660668031305150)"
"2021","Comprehensive Planning","Travel & Training","Sustainable Development","Planning Division","The General Fund","12000","2021001660668032105150)"
"2021","Comprehensive Planning","Books & Films","Sustainable Development","Planning Division","The General Fund","200","2021001660668032405150)"
"2021","Comprehensive Planning","Dues, Memberships, Publication","Sustainable Development","Planning Division","The General Fund","42000","2021001660668032505150)"
"2021","Comprehensive Planning","Rental-Equipment","Sustainable Development","Planning Division","The General Fund","15500","2021001660668034205150)"
"2021","Comprehensive Planning","Rental-Building","Sustainable Development","Planning Division","The General Fund","0","2021001660668034305150)"
"2021","Comprehensive Planning","Professional Services","Sustainable Development","Planning Division","The General Fund","143673","2021001660668041105150)"
"2021","Comprehensive Planning","Other Contractual Services","Sustainable Development","Planning Division","The General Fund","32260","2021001660668041205150)"
"2021","Comprehensive Planning","Temp Services (Manpower/temp Help)","Sustainable Development","Planning Division","The General Fund","0","2021001660668041255150)"
"2021","Law Enforcement","Expert Witness","Police","Airport Security","The General Fund","0","2021001810814113405210)"
"2021","Comprehensive Planning","Permanent Full Time","Sustainable Development","Urban Forestry Division","The General Fund","50960","2021001660668510115150)"
"2021","Comprehensive Planning","Temporary Part Time","Sustainable Development","Urban Forestry Division","The General Fund","0","2021001660668510145150)"
"2021","Comprehensive Planning","Social Security","Sustainable Development","Urban Forestry Division","The General Fund","3978","2021001660668520105150)"
"2021","Comprehensive Planning","Retirement","Sustainable Development","Urban Forestry Division","The General Fund","9786.4","2021001660668520205150)"
"2021","Comprehensive Planning","Health Insurance","Sustainable Development","Urban Forestry Division","The General Fund","9517.88","2021001660668520305150)"
"2021","Comprehensive Planning","Retirees Health Insurance Contributions","Sustainable Development","Urban Forestry Division","The General Fund","0","2021001660668520315150)"
"2021","Comprehensive Planning","Life Insurance","Sustainable Development","Urban Forestry Division","The General Fund","157.3","2021001660668520405150)"
"2021","Comprehensive Planning","Workers' Compensation","Sustainable Development","Urban Forestry Division","The General Fund","1040","2021001660668520605150)"
"2021","Comprehensive Planning","Materials And Supplies","Sustainable Development","Urban Forestry Division","The General Fund","300","2021001660668530105150)"
"2021","Comprehensive Planning","Printing And Binding","Sustainable Development","Urban Forestry Division","The General Fund","100","2021001660668530305150)"
"2021","Comprehensive Planning","Telephone","Sustainable Development","Urban Forestry Division","The General Fund","800","2021001660668531105150)"
"2021","Comprehensive Planning","Postage","Sustainable Development","Urban Forestry Division","The General Fund","50","2021001660668531205150)"
"2021","Comprehensive Planning","Gasoline, Oil, Grease","Sustainable Development","Urban Forestry Division","The General Fund","398.21","2021001660668531505150)"
"2021","Comprehensive Planning","Travel & Training","Sustainable Development","Urban Forestry Division","The General Fund","1250","2021001660668532105150)"
"2021","Comprehensive Planning","Dues, Memberships, Publication","Sustainable Development","Urban Forestry Division","The General Fund","249","2021001660668532505150)"
"2021","Comprehensive Planning","Workshops/conferences","Sustainable Development","Urban Forestry Division","The General Fund","3000","2021001660668539205150)"
"2021","Comprehensive Planning","Professional Services","Sustainable Development","Urban Forestry Division","The General Fund","0","2021001660668541105150)"
"2021","Comprehensive Planning","Other Contractual Services","Sustainable Development","Urban Forestry Division","The General Fund","0","2021001660668541205150)"
"2021","Comprehensive Planning","Fleet Service Cost-Variable","Sustainable Development","Urban Forestry Division","The General Fund","2475.51","2021001660668542105150)"
"2021","Comprehensive Planning","Fleet Service Cost-Fixed","Sustainable Development","Urban Forestry Division","The General Fund","2304.64","2021001660668542115150)"
"2021","Legislative","Permanent Full Time","City Commission","Commission","The General Fund","257680.4","2021001710711010115110)"
"2021","Legislative","Social Security","City Commission","Commission","The General Fund","19712.55","2021001710711020105110)"
"2021","Legislative","Retirement","City Commission","Commission","The General Fund","114903.56","2021001710711020205110)"
"2021","Legislative","Health Insurance","City Commission","Commission","The General Fund","33978.46","2021001710711020305110)"
"2021","Legislative","Retirees Health Insurance Contributions","City Commission","Commission","The General Fund","0","2021001710711020315110)"
"2021","Legislative","Life Insurance","City Commission","Commission","The General Fund","1101.1","2021001710711020405110)"
"2021","Legislative","Workers' Compensation","City Commission","Commission","The General Fund","5153.61","2021001710711020605110)"
"2021","Legislative","Local Travel","City Commission","Commission","The General Fund","3000","2021001710711032005110)"
"2021","Legislative","Travel & Training","City Commission","Commission","The General Fund","0","2021001710711032105110)"
"2021","Legislative","Dues, Memberships, Publication","City Commission","Commission","The General Fund","0","2021001710711032505110)"
"2021","Legislative","Commissioner Travel","City Commission","Commission","The General Fund","0","2021001710711037005110)"
"2021","Legislative","Comissioner District I","City Commission","Commission","The General Fund","5000","2021001710711037015110)"
"2021","Legislative","Commissioner District Ii","City Commission","Commission","The General Fund","5000","2021001710711037025110)"
"2021","Legislative","Commissioner District Iii","City Commission","Commission","The General Fund","5000","2021001710711037035110)"
"2021","Legislative","Commissioner District Iv","City Commission","Commission","The General Fund","5000","2021001710711037045110)"
"2021","Legislative","Ccomissioner At Large","City Commission","Commission","The General Fund","5000","2021001710711037055110)"
"2021","Legislative","Ccomissioner At Large","City Commission","Commission","The General Fund","5000","2021001710711037065110)"
"2021","Legislative","Ccomissioner Mayor At Large","City Commission","Commission","The General Fund","5000","2021001710711037075110)"
"2021","Legislative","Permanent Full Time","Clerk Of The City Commission","Clerk Of Commission","The General Fund","608998.95","2021001720721010115110)"
"2021","Legislative","Permanent Part Time","Clerk Of The City Commission","Clerk Of Commission","The General Fund","0","2021001720721010125110)"
"2021","Legislative","Temporary Part Time","Clerk Of The City Commission","Clerk Of Commission","The General Fund","0","2021001720721010145110)"
"2021","Legislative","Interns","Clerk Of The City Commission","Clerk Of Commission","The General Fund","0","2021001720721010175110)"
"2021","Legislative","Overtime-One And One-Half Rate","Clerk Of The City Commission","Clerk Of Commission","The General Fund","5000","2021001720721010305110)"
"2021","Legislative","Special Assignment","Clerk Of The City Commission","Clerk Of Commission","The General Fund","0","2021001720721011305110)"
"2021","Legislative","Longevity","Clerk Of The City Commission","Clerk Of Commission","The General Fund","3831.75","2021001720721011505110)"
"2021","Legislative","Social Security","Clerk Of The City Commission","Clerk Of Commission","The General Fund","47539.2","2021001720721020105110)"
"2021","Legislative","Retirement","Clerk Of The City Commission","Clerk Of Commission","The General Fund","116952.66","2021001720721020205110)"
"2021","Legislative","Health Insurance","Clerk Of The City Commission","Clerk Of Commission","The General Fund","57710.63","2021001720721020305110)"
"2021","Legislative","Retirees Health Insurance Contributions","Clerk Of The City Commission","Clerk Of Commission","The General Fund","0","2021001720721020315110)"
"2021","Legislative","Life Insurance","Clerk Of The City Commission","Clerk Of Commission","The General Fund","2201.7","2021001720721020405110)"
"2021","Legislative","Workers' Compensation","Clerk Of The City Commission","Clerk Of Commission","The General Fund","12428.55","2021001720721020605110)"
"2021","Legislative","Car Allowance","Clerk Of The City Commission","Clerk Of Commission","The General Fund","5400","2021001720721020805110)"
"2021","Legislative","Non-Capital Equipment","Clerk Of The City Commission","Clerk Of Commission","The General Fund","0","2021001720721030095110)"
"2021","Legislative","Materials And Supplies","Clerk Of The City Commission","Clerk Of Commission","The General Fund","0","2021001720721030105110)"
"2021","Legislative","Office Supplies","Clerk Of The City Commission","Clerk Of Commission","The General Fund","15000","2021001720721030205110)"
"2021","Legislative","Telephone","Clerk Of The City Commission","Clerk Of Commission","The General Fund","3620","2021001720721031105110)"
"2021","Legislative","Postage","Clerk Of The City Commission","Clerk Of Commission","The General Fund","1800","2021001720721031205110)"
"2021","Legislative","Advertising","Clerk Of The City Commission","Clerk Of Commission","The General Fund","18000","2021001720721031305110)"
"2021","Legislative","Travel & Training","Clerk Of The City Commission","Clerk Of Commission","The General Fund","10000","2021001720721032105110)"
"2021","Legislative","Dues, Memberships, Publication","Clerk Of The City Commission","Clerk Of Commission","The General Fund","43750","2021001720721032505110)"
"2021","Legislative","Meals/food","Clerk Of The City Commission","Clerk Of Commission","The General Fund","0","2021001720721032655110)"
"2021","Legislative","Rental-Equipment","Clerk Of The City Commission","Clerk Of Commission","The General Fund","8500","2021001720721034205110)"
"2021","Legislative","Insurance Premiums","Clerk Of The City Commission","Clerk Of Commission","The General Fund","6342.7","2021001720721035105110)"
"2021","Legislative","City Commission Misc.","Clerk Of The City Commission","Clerk Of Commission","The General Fund","0","2021001720721039115110)"
"2021","Legislative","Swearing In Ceremonies","Clerk Of The City Commission","Clerk Of Commission","The General Fund","0","2021001720721039125110)"
"2021","Legislative","City Commission Meetings","Clerk Of The City Commission","Clerk Of Commission","The General Fund","6000","2021001720721039135110)"
"2021","Legislative","Professional Services","Clerk Of The City Commission","Clerk Of Commission","The General Fund","10000","2021001720721041105110)"
"2021","Legislative","Municipal Code","Clerk Of The City Commission","Clerk Of Commission","The General Fund","18500","2021001720721041125110)"
"2021","Legislative","Other Contractual Services","Clerk Of The City Commission","Clerk Of Commission","The General Fund","190733","2021001720721041205110)"
"2021","Legislative","Temp Services (Manpower/temp Help)","Clerk Of The City Commission","Clerk Of Commission","The General Fund","0","2021001720721041255110)"
"2021","Legislative","City Commission Misc.","Clerk Of The City Commission","Clerk Of Commission-Charter Review","The General Fund","0","2021001720722039115110)"
"2021","Legislative","Other Contractual Services","Clerk Of The City Commission","Clerk Elections","The General Fund","245101","2021001720728041205110)"
"2021","Legislative","Other Contractual Services","Clerk Of The City Commission","Teen Political Forum & Student Commission","The General Fund","0","2021001720728541205110)"
"2021","Executive","Permanent Full Time","City Manager","Admin-City Manager","The General Fund","1005086.58","2021001730731010115120)"
"2021","Executive","Permanent Part Time","City Manager","Admin-City Manager","The General Fund","0","2021001730731010125120)"
"2021","Executive","Temporary Full Time","City Manager","Admin-City Manager","The General Fund","0","2021001730731010135120)"
