"fiscal_year","revenue_source","revenue_type","department","unit","fund","fund_type","adopted_amount","uniqueid"
"2021","Fed Grant-Other Transportation","Intergovernmental Revenues","Regional Transit System","Fy2018/fy2019 Fdot Section 5310 Noga  (Fl-2018-120-00)","Regional Transit System Fund","Enterprise Funds","0","2021164033680ui94450e"
"2021","Fed Grant-Other Transportation","Intergovernmental Revenues","Regional Transit System","Fy19/20 Fdot Section 5310 Noga (1001-2019-1)","Regional Transit System Fund","Enterprise Funds","0","2021164033680ui96450e"
"2021","Fdot - Block Grant","Intergovernmental Revenues","Regional Transit System","Ptga Funds From Fdot For Project Connect","Regional Transit System Fund","Enterprise Funds","0","2021220433680uk33450e"
"2021","Gain/loss:disposition Of F/a","Miscellaneous Revenues","Public Works","Smu-Depreciation","Stormwater Management Utility","Enterprise Funds","0","20216610368008099413e"
"2021","Proceeds-Surplus Equip.","Miscellaneous Revenues","Public Works","Smu-Surplus","Stormwater Management Utility","Enterprise Funds","0","20216801368008070413e"
"2021","Trans From Misc Gifts & Grants (115)","Non-Revenues","Public Works","Pw Administrative Services","Stormwater Management Utility","Enterprise Funds","0","20217417388008010413e"
"2021","Trans From Misc Gifts & Grants (115)","Non-Revenues","Public Works","Depot Ave Stormwater Facility","Stormwater Management Utility","Enterprise Funds","0","2021741738800k207413e"
"2021","T/f Fy2019 Proposed Bond (360)","Non-Revenues","Public Works","Vegetative Management","Stormwater Management Utility","Enterprise Funds","0","20217440388008024413e"
"2021","T/f Fy2019 Proposed Bond (360)","Non-Revenues","Public Works","Watercourse Maintenance","Stormwater Management Utility","Enterprise Funds","0","20217440388008025413e"
"2021","T/f-Ffgfc Of 05 (230)","Non-Revenues","Public Works","Pw Administrative Services","Stormwater Management Utility","Enterprise Funds","0","20217471388008010413e"
"2021","Trans From New Smu Capital Project Fund (414)","Non-Revenues","Public Works","Pw Administrative Services","Stormwater Management Utility","Enterprise Funds","0","20217494388008010413e"
"2021","Capital Contributions","Non-Revenues","Public Works","Smu-Depreciation","Stormwater Management Utility","Enterprise Funds","0","20218700388008099413e"
"2021","Fed Grant-Fema","Intergovernmental Revenues","Public Works","Environmental Management","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds","0","20211651338008040414e"
"2021","St Grant-Disaster Relief","Intergovernmental Revenues","Public Works","Environmental Management","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds","0","20212231338008040414e"
"2021","St Grant-Physical Environment","Intergovernmental Revenues","Public Works","Npdes Project: Tumblin Creek Regional Wetland & Trash Trap","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds","0","2021223533800k506414e"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Public Works","Pw Administrative Services","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds","0","20216006368008010414e"
"2021","Litigation Settlement","Miscellaneous Revenues","Public Works","Sweetwater Wetlands Settlement Agreement","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds","0","2021727636800k616414e"
"2021","Trans From Misc Gifts & Grants (115)","Non-Revenues","Public Works","Duval Regional Stormwater Park","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds","0","2021741738800k213414e"
"2021","Trans Fr Stormwater Mgmt. (413)","Non-Revenues","Public Works","Pw Administrative Services","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds","0","20217437388008010414e"
"2021","Trans Fr Stormwater Mgmt. (413)","Non-Revenues","Public Works","Traffic Management System","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds","0","2021743738800c340414e"
"2021","Trans Fr Stormwater Mgmt. (413)","Non-Revenues","Public Works","Se 4th Street","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds","0","2021743738800m170414e"
"2021","T/f-Ffgfc Of 05 (230)","Non-Revenues","Public Works","Pw Administrative Services","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds","0","20217471388008010414e"
"2021","T/f State Revolving Loan (Srf) Fund (333)","Non-Revenues","Public Works","Environmental Management","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds","0","20217516388008040414e"
"2021","Penalties-Franchise Fees","Taxes","Public Works","Refuse Collection","Solid Waste Enterprise Fund","Enterprise Funds","0","20210409318008080420e"
"2021","Fed Grant-Fema","Intergovernmental Revenues","Public Works","Refuse Collection","Solid Waste Enterprise Fund","Enterprise Funds","0","20211651338008080420e"
"2021","St Grant-Disaster Relief","Intergovernmental Revenues","Public Works","Refuse Collection","Solid Waste Enterprise Fund","Enterprise Funds","0","20212231338008080420e"
"2021","Refuse Code Violations","Fines And Forfeits","Public Works","Refuse Collection","Solid Waste Enterprise Fund","Enterprise Funds","0","20215603358008080420e"
"2021","Interest On Investments","Miscellaneous Revenues","Public Works","Refuse Collection","Solid Waste Enterprise Fund","Enterprise Funds","0","20216001368008080420e"
"2021","Transfer From General Fund (001)","Non-Revenues","Police","Gpd It Replacement & Support (Server & Backup)","General Capital Projects Fund","Capital Projects Funds","3000","2021740838810m164302c"
"2021","Parking Fines","Fines And Forfeits","Police","Office Of The Chief Of Police","School Crossing Guard Trust","Expendable Trust","40000","20215801358108110617t"
"2021","Hazmat Gross Receipts Tax","Taxes","Fire Rescue","Special Operations","The General Fund","The General Fund","129330","20210300318208244001g"
"2021","Open Burn Permit","Permits, Fees & Special Assessments","Fire Rescue","Emergency Operations","The General Fund","The General Fund","121","20211205328208220001g"
"2021","Fire Assessment","Permits, Fees & Special Assessments","Fire Rescue","Fire Assessment Expenditures","The General Fund","The General Fund","8435982","20213252328208255001g"
"2021","Fire Inspection Fees","Charges For Services","Fire Rescue","Emergency Operations","The General Fund","The General Fund","67601","20213406348208220001g"
"2021","Gfr-Billable Overtime","Charges For Services","Fire Rescue","Emergency Operations","The General Fund","The General Fund","61262","20213419348208220001g"
"2021","Hazmat Costs","Charges For Services","Fire Rescue","Special Operations","The General Fund","The General Fund","1207","20213426348208244001g"
"2021","Automatic Aid Agreement","Charges For Services","Fire Rescue","Office Of The Fire Chief","The General Fund","The General Fund","500000","20213602348208210001g"
"2021","False Alarm Penalties","Fines And Forfeits","Fire Rescue","Emergency Operations","The General Fund","The General Fund","91801","20215802358208220001g"
"2021","Airport Fire Station","Charges For Services","Fire Rescue","Aircraft Rescue/fire Fighting","The General Fund","The General Fund","556094","20219903348208221001g"
"2021","Transfer From General Fund (001)","Non-Revenues","Fire Rescue","Fy2017 Fema Safer Grant","Misc. Grants Fund","Special Revenue Funds","545400","2021740838820x775115r"
"2021","Gen.govt./fleet Svc.fixed","Internal Services","Fleet Management","Fleet Administration","Fleet Replacement Fund","Internal Service Funds","4432985","20219910398408410501i"
"2021","Proceeds-Scrap Metal Recycling","Miscellaneous Revenues","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds","1824","20216805368408410502i"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds","4128","20217201368408410502i"
"2021","Transfer From General Fund (001)","Non-Revenues","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds","75843.85","20217408388408410502i"
"2021","Cost Recovery-Gru/fleet Svc.","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds","672","20219906398408410502i"
"2021","Cost Recovery-Gru/fuel","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds","1109072","20219908398408410502i"
"2021","Cost Recovery-Gen.govt./fuel","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds","697896","20219909398408410502i"
"2021","Ge.govt./fleet Svcs. Variable","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds","7317","20219911398408410502i"
"2021","Cost Recovery-Gru/labor","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds","965803","20219916398408410502i"
"2021","Cost Recovery-Gru/out. Labor","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds","100837","20219917398408410502i"
"2021","Cost Recovery-Gru/parts","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds","587096","20219918398408410502i"
"2021","Cost Recovery-G.g./labor","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds","1115129","20219919398408410502i"
"2021","Cost Recovery-G.g./out.labor","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds","209369","20219920398408410502i"
"2021","Cost Recovery-Gen.govt./parts","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds","1056104","20219921398408410502i"
"2021","Greens Fees","Charges For Services","Parks, Recreation & Cultural Affairs","Golf Course Operations","The General Fund","The General Fund","284657","20213471348508574001g"
"2021","Cart Rentals","Charges For Services","Parks, Recreation & Cultural Affairs","Golf Course Operations","The General Fund","The General Fund","141951","20213472348508574001g"
"2021","Pro Shop Sales","Charges For Services","Parks, Recreation & Cultural Affairs","Golf Course Pro Shop","The General Fund","The General Fund","67767","20213473348508571001g"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2015 Jpa Sdg Bus Stop Amenities (Contr #G0635)","Regional Transit System Fund","Enterprise Funds","0","2021224033680ug70450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Vanpool Commuter Assistance","Regional Transit System Fund","Enterprise Funds","0","2021224033680uh17450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fdot Section 5310 (Fain #1001-2016-16) Wheelchair Securement","Regional Transit System Fund","Enterprise Funds","0","2021224033680uh87450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Jpa For Autonomous Bus Route Service (G0q70)","Regional Transit System Fund","Enterprise Funds","0","2021224033680ui01450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fdot Section 5311 Jpa (Contr #G0wq4) - Route 23","Regional Transit System Fund","Enterprise Funds","0","2021224033680ui70450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2017 Fdot Sdg Jpa - Route 40 (Contr #0637) Year 3","Regional Transit System Fund","Enterprise Funds","0","2021224033680ui74450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2017 Fdot Sdg Jpa - Route 800 (Contr #G0r17) Year 1","Regional Transit System Fund","Enterprise Funds","0","2021224033680ui75450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fdot Section 5310 (Fain #1001-2017-15) Wheelchair Securement","Regional Transit System Fund","Enterprise Funds","0","2021224033680ui87450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2018/fy2019 Fdot Section 5310 Noga  (Fl-2018-120-00)","Regional Transit System Fund","Enterprise Funds","0","2021224033680ui94450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy19/20 Fdot Section 5310 Noga (1001-2019-1)","Regional Transit System Fund","Enterprise Funds","0","2021224033680ui96450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fdot Section 5310 (Fain #Fl-2018-120-00) Snr/disabled Asst.","Regional Transit System Fund","Enterprise Funds","0","2021224033680uj01450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fdot Section 5311 Jpa (Contr #G1712) - Rural Paratransit","Regional Transit System Fund","Enterprise Funds","0","2021224033680uj02450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Ptga Funds From Fdot For Route 800 (Contr#g1784","Regional Transit System Fund","Enterprise Funds","0","2021224033680uj03450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Ptga Funds From Fdot For Route 300 (Contr#g1787","Regional Transit System Fund","Enterprise Funds","0","2021224033680uj04450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Ptga Funds From Fdot For Route 33 (Contr#g1803","Regional Transit System Fund","Enterprise Funds","0","2021224033680uj05450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Ptga Funds From Fdot For Holiday Route Service (Contr#g1785)","Regional Transit System Fund","Enterprise Funds","0","2021224033680uj06450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Ptga Funds From Fdot For Route 601(contr#g1786)","Regional Transit System Fund","Enterprise Funds","0","2021224033680uj07450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Ptga Grant With Fdot For Ticket Vending And Wayside Signs","Regional Transit System Fund","Enterprise Funds","0","2021224033680uj08450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy20 5310 Grant #G1l19 Senior/disabled Assistance","Regional Transit System Fund","Enterprise Funds","0","2021224033680uk20450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy20 5311 Grant #G1l18 Senior/disabled Assistance","Regional Transit System Fund","Enterprise Funds","0","2021224033680uk21450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Ptga Funds From Fdot For Route 33-West Gville-Yr 3","Regional Transit System Fund","Enterprise Funds","0","2021224033680uk22450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Ptga Funds From Fdot For Route 800-Sfc-Yr 3","Regional Transit System Fund","Enterprise Funds","0","2021224033680uk23450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Ptga Funds From Fdot For Route 150-Pnr Sw To Uf","Regional Transit System Fund","Enterprise Funds","0","2021224033680uk24450e"
"2021","County Contribution","Intergovernmental Revenues","Regional Transit System","Fdot Section 5311 Jpa (Contr #G0wq4) - Route 23","Regional Transit System Fund","Enterprise Funds","0","2021280433680ui70450e"
"2021","Santa Fe College","Charges For Services","Regional Transit System","Fy2017 Fdot Sdg Jpa - Route 800 (Contr #G0r17) Year 1","Regional Transit System Fund","Enterprise Funds","0","2021403534680ui75450e"
"2021","Uf-Transportation Fees","Charges For Services","Regional Transit System","Fy2017 Fdot Sdg Jpa - Route 40 (Contr #0637) Year 3","Regional Transit System Fund","Enterprise Funds","0","2021403734680ui74450e"
"2021","Gha Hud Contract","Charges For Services","Police","Gha Hud Grant V","The General Fund","The General Fund","0","20213605348108154001g"
"2021","Law Enforcement Services","Charges For Services","Police","Office Of The Chief Of Police","The General Fund","The General Fund","0","20214212348108110001g"
"2021","Law Enforcement Services","Charges For Services","Police","North Florida Regional Medical Center Unit","The General Fund","The General Fund","0","20214212348108160001g"
"2021","Vending Machine Revenue","Charges For Services","Police","Office Of The Chief Of Police","The General Fund","The General Fund","0","20214623348108110001g"
"2021","Registration Fees","Charges For Services","Police","Office Of The Chief Of Police","The General Fund","The General Fund","0","20214670348108110001g"
"2021","Handicap Parking Fines","Fines And Forfeits","Police","Office Of The Chief Of Police","The General Fund","The General Fund","0","20215804358108110001g"
"2021","Proceeds-Surplus Equip.","Miscellaneous Revenues","Police","Training Unit","The General Fund","The General Fund","0","20216801368108153001g"
"2021","Other Contributions&donations","Miscellaneous Revenues","Police","Specialty Units","The General Fund","The General Fund","0","20217002368108150001g"
"2021","Other Contributions&donations","Miscellaneous Revenues","Police","Reichert House Programming","The General Fund","The General Fund","0","20217002368108158001g"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Police","Support Services Division","The General Fund","The General Fund","0","20217201368108161001g"
"2021","Police-Per&trng-Cost Recovery","Charges For Services","Police","Training Unit","The General Fund","The General Fund","0","20217206348108153001g"
"2021","Refund Of Prior Year Expenditures","Miscellaneous Revenues","Police","Personnel Division","The General Fund","The General Fund","0","20217277368108151001g"
"2021","Trans-From Misc. Special Rev (123)","Non-Revenues","Police","Specialty Units","The General Fund","The General Fund","0","20217401388108150001g"
"2021","Trans From Misc Gifts & Grants (115)","Non-Revenues","Police","Investigations Bureau","The General Fund","The General Fund","0","20217417388108114001g"
"2021","Trans From Misc Gifts & Grants (115)","Non-Revenues","Police","Special Investigations","The General Fund","The General Fund","0","20217417388108121001g"
"2021","Transfer From Equipment Replacement Fund (352)","Non-Revenues","Police","Special Investigations","The General Fund","The General Fund","0","20217431388108121001g"
"2021","T/f -Federal L.e.c.f. (109)","Non-Revenues","Police","Office Of The Chief Of Police","The General Fund","The General Fund","0","20217446388108110001g"
"2021","State-Confiscated Property","Fines And Forfeits","Police","Office Of The Chief Of Police","State-Law Enf. Cont. Forfeit.","Special Revenue Funds","0","20215002358108110108r"
"2021","Trans.-Wastewater","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund","0","20217606387707780001g"
"2021","State-Confiscated Property","Fines And Forfeits","Police","Special Investigations","State-Law Enf. Cont. Forfeit.","Special Revenue Funds","0","20215002358108121108r"
"2021","Interest On Investments","Miscellaneous Revenues","Police","Office Of The Chief Of Police","State-Law Enf. Cont. Forfeit.","Special Revenue Funds","0","20216001368108110108r"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Police","Office Of The Chief Of Police","State-Law Enf. Cont. Forfeit.","Special Revenue Funds","0","20216006368108110108r"
"2021","Unrealized Gain/loss","Miscellaneous Revenues","Police","Office Of The Chief Of Police","State-Law Enf. Cont. Forfeit.","Special Revenue Funds","0","20216008368108110108r"
"2021","Proceeds-Surplus Equip.","Miscellaneous Revenues","Police","Office Of The Chief Of Police","State-Law Enf. Cont. Forfeit.","Special Revenue Funds","0","20216801368108110108r"
"2021","Federal Justice Funds -Confiscated Property","Fines And Forfeits","Police","Office Of The Chief Of Police","Federal Law Enf. Cont.forfeit.","Special Revenue Funds","0","20215004358108110109r"
"2021","Interest On Investments","Miscellaneous Revenues","Police","Office Of The Chief Of Police","Federal Law Enf. Cont.forfeit.","Special Revenue Funds","0","20216001368108110109r"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Police","Office Of The Chief Of Police","Federal Law Enf. Cont.forfeit.","Special Revenue Funds","0","20216006368108110109r"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Police","Office Of The Chief Of Police","Federal Law Enf. Cont.forfeit.","Special Revenue Funds","0","20217201368108110109r"
"2021","T/f-Ffgfc Of 05 (230)","Non-Revenues","Police","Office Of The Chief Of Police","Federal Law Enf. Cont.forfeit.","Special Revenue Funds","0","20217471388108110109r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Nfhidta - Cadet Initiative '17","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x475115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2016 Ebm Jag (Pn 2016-Dj-Bx-1078) - Local Solicitation","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x585115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2019 Ebm Jag Speed Trailer/message Board","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x759115r"
"2021","Transfer From General Fund (001)","Non-Revenues","Police","Fy2019 Ebm Jag Speed Trailer/message Board","Misc. Grants Fund","Special Revenue Funds","0","2021740838810x759115r"
"2021","Driving Range Revenues","Charges For Services","Parks, Recreation & Cultural Affairs","Golf Course Operations","The General Fund","The General Fund","75580","20213474348508574001g"
"2021","Golf Course Concessions","Charges For Services","Parks, Recreation & Cultural Affairs","Golf Course Concessions","The General Fund","The General Fund","193012","20213475348508572001g"
"2021","Golf Lessons","Charges For Services","Parks, Recreation & Cultural Affairs","Golf Course Operations","The General Fund","The General Fund","11877","20213480348508574001g"
"2021","Handicap Service","Charges For Services","Parks, Recreation & Cultural Affairs","Golf Course Operations","The General Fund","The General Fund","874","20213481348508574001g"
"2021","Facility Rental-Ironwood","Charges For Services","Parks, Recreation & Cultural Affairs","Golf Course Concessions","The General Fund","The General Fund","20337","20213484348508572001g"
"2021","Cemetery Fees","Charges For Services","Parks, Recreation & Cultural Affairs","Cemetery Operations","The General Fund","The General Fund","37506","20213801348508562001g"
"2021","Spec Events Processing","Charges For Services","Parks, Recreation & Cultural Affairs","Cultural Operations","The General Fund","The General Fund","830","20214036348508590001g"
"2021","Swimming Pools","Charges For Services","Parks, Recreation & Cultural Affairs","Aquatics","The General Fund","The General Fund","268873","20214601348508520001g"
"2021","Recreation Centers","Charges For Services","Parks, Recreation & Cultural Affairs","Facilities","The General Fund","The General Fund","67616","20214610348508540001g"
"2021","Park Admission","Charges For Services","Parks, Recreation & Cultural Affairs","Environmental Programming","The General Fund","The General Fund","153175","20214615348508581001g"
"2021","Recreation Fees","Charges For Services","Parks, Recreation & Cultural Affairs","Sports","The General Fund","The General Fund","52390","20214620348508530001g"
"2021","Recreation-Adult Sports","Charges For Services","Parks, Recreation & Cultural Affairs","Parks, Recreation & Cultural Affairs Administration","The General Fund","The General Fund","3001","20214630348508510001g"
"2021","Recreation-Youth Sports","Charges For Services","Parks, Recreation & Cultural Affairs","Parks, Recreation & Cultural Affairs Administration","The General Fund","The General Fund","11687","20214640348508510001g"
"2021","Summer Playground Fees","Charges For Services","Parks, Recreation & Cultural Affairs","Summer Camp Prg/playgrounds","The General Fund","The General Fund","43992","20214641348508550001g"
"2021","Ticket Sales-Cultural Services","Charges For Services","Parks, Recreation & Cultural Affairs","Plaza Events Program","The General Fund","The General Fund","2331","20214650348508592001g"
"2021","Rental Income-Cultural Service","Charges For Services","Parks, Recreation & Cultural Affairs","Cultural Operations","The General Fund","The General Fund","115156","20214651348508590001g"
"2021","Rental Of City Property","Charges For Services","Parks, Recreation & Cultural Affairs","Facilities","The General Fund","The General Fund","2101.31","20216201348508540001g"
"2021","Rental Of City Property","Charges For Services","Parks, Recreation & Cultural Affairs","Depot Park Operations","The General Fund","The General Fund","7286.39","20216201348508542001g"
"2021","Plaza Cafe Rent","Charges For Services","Parks, Recreation & Cultural Affairs","Plaza Events Program","The General Fund","The General Fund","32376","20216203348508592001g"
"2021","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Environmental Programming","The General Fund","The General Fund","7879","20217002368508581001g"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Park Maintenance","The General Fund","The General Fund","5165.55","20217201368508588001g"
"2021","Trans-From Misc. Special Rev (123)","Non-Revenues","Parks, Recreation & Cultural Affairs","Parks, Recreation & Cultural Affairs Administration","The General Fund","The General Fund","327092.08","20217401388508510001g"
"2021","Trans-From Misc. Special Rev (123)","Non-Revenues","Parks, Recreation & Cultural Affairs","Nature Operations","The General Fund","The General Fund","122584","20217401388508580001g"
"2021","Entry Fees","Charges For Services","Parks, Recreation & Cultural Affairs","Juried Exhibition","Cultural Affairs Projects Fund","Special Revenue Funds","4000","20214100348501691107r"
"2021","Ticket Sales-Cultural Services","Charges For Services","Parks, Recreation & Cultural Affairs","Hoggetowne Medieval Faire","Cultural Affairs Projects Fund","Special Revenue Funds","305483","20214650348501650107r"
"2021","Registration Fee-Cultural Svcs","Charges For Services","Parks, Recreation & Cultural Affairs","Hoggetowne Medieval Faire","Cultural Affairs Projects Fund","Special Revenue Funds","46718","20214652348501650107r"
"2021","Registration Fee-Cultural Svcs","Charges For Services","Parks, Recreation & Cultural Affairs","Downtown Festival & Art Show","Cultural Affairs Projects Fund","Special Revenue Funds","73315","20214652348501685107r"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Hoggetowne Medieval Faire","Cultural Affairs Projects Fund","Special Revenue Funds","24376","20216006368501650107r"
"2021","Tench Building Rental","Charges For Services","Parks, Recreation & Cultural Affairs","Tench Building","Cultural Affairs Projects Fund","Special Revenue Funds","12000","20216205348501660107r"
"2021","City Match","Non-Revenues","Regional Transit System","Fdot Section 5310 (Fain #1001-2016-16) Wheelchair Securement","Regional Transit System Fund","Enterprise Funds","0","2021450338680uh87450e"
"2021","City Match","Non-Revenues","Regional Transit System","Fdot Section 5310 (Fain #1001-2017-15) Wheelchair Securement","Regional Transit System Fund","Enterprise Funds","0","2021450338680ui87450e"
"2021","City Match","Non-Revenues","Regional Transit System","Fy2018/fy2019 Fdot Section 5310 Noga  (Fl-2018-120-00)","Regional Transit System Fund","Enterprise Funds","0","2021450338680ui94450e"
"2021","City Match","Non-Revenues","Regional Transit System","Fy19/20 Fdot Section 5310 Noga (1001-2019-1)","Regional Transit System Fund","Enterprise Funds","0","2021450338680ui96450e"
"2021","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Route 800 (Contr#g1784","Regional Transit System Fund","Enterprise Funds","0","2021450338680uj03450e"
"2021","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Route 300 (Contr#g1787","Regional Transit System Fund","Enterprise Funds","0","2021450338680uj04450e"
"2021","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Route 33 (Contr#g1803","Regional Transit System Fund","Enterprise Funds","0","2021450338680uj05450e"
"2021","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Holiday Route Service (Contr#g1785)","Regional Transit System Fund","Enterprise Funds","0","2021450338680uj06450e"
"2021","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Route 601(contr#g1786)","Regional Transit System Fund","Enterprise Funds","0","2021450338680uj07450e"
"2021","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Route 33-West Gville-Yr 3","Regional Transit System Fund","Enterprise Funds","0","2021450338680uk22450e"
"2021","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Route 800-Sfc-Yr 3","Regional Transit System Fund","Enterprise Funds","0","2021450338680uk23450e"
"2021","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Route 150-Pnr Sw To Uf","Regional Transit System Fund","Enterprise Funds","0","2021450338680uk24450e"
"2021","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Project Connect","Regional Transit System Fund","Enterprise Funds","0","2021450338680uk33450e"
"2021","T/f-Logt Bonded Transportation Capital Projects Fund (342)","Non-Revenues","Public Works","Se 4th Street","Cirn 2016b-Add'l 5 Cent Gas Tax Capital","Capital Projects Funds","0","2021745938800m170356c"
"2021","St Grant-Physical Environment","Intergovernmental Revenues","Public Works","Npdes-Illicit Discharge Fy18-22","Stormwater Management Utility","Enterprise Funds","0","2021223533800k511413e"
"2021","St Grant-Physical Environment","Intergovernmental Revenues","Public Works","Npdes-Public Outreach Fy18-22","Stormwater Management Utility","Enterprise Funds","0","2021223533800k512413e"
"2021","County Contribution","Intergovernmental Revenues","Public Works","Npdes-Illicit Discharge Fy18-22","Stormwater Management Utility","Enterprise Funds","0","2021280433800k511413e"
"2021","County Contribution","Intergovernmental Revenues","Public Works","Npdes-Public Outreach Fy18-22","Stormwater Management Utility","Enterprise Funds","0","2021280433800k512413e"
"2021","County Contribution","Intergovernmental Revenues","Public Works","Npdes-Pp/good Housekeeping Fy18-22","Stormwater Management Utility","Enterprise Funds","0","2021280433800k513413e"
"2021","County Contribution","Intergovernmental Revenues","Public Works","Npdes-Stream Gages Fy18-22","Stormwater Management Utility","Enterprise Funds","0","2021280433800k514413e"
"2021","County Contribution","Intergovernmental Revenues","Public Works","Npdes-Enhanced Mapping Fy18-22","Stormwater Management Utility","Enterprise Funds","0","2021280433800k515413e"
"2021","Sjrwmd Contributions","Intergovernmental Revenues","Public Works","Paynes Prairie Treatment Wetland Project","Stormwater Management Utility","Enterprise Funds","0","2021281733800k223413e"
"2021","St Grant-Physical Environment","Intergovernmental Revenues","Public Works","Npdes Project: Orange Creek Bmap","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds","0","2021223533800k509414e"
"2021","Trans Fr Stormwater Mgmt. (413)","Non-Revenues","Public Works","Depot Ave Stormwater Facility","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds","0","2021743738800m186414e"
