"fiscal_year","revenue_source","revenue_type","department","unit","fund","fund_type","proposed_amount","adopted_amount","amended_amount","actual_amount","unique_id"
"2020","Gha Hud Contract","Charges For Services","Police","District 2","The General Fund","The General Fund",,"38149","38149","0","20203605348108140001G"
"2020","S.r.o. Contract-S.b.a.c.","Charges For Services","Police","School Resource Officers","The General Fund","The General Fund",,"775814","775814","1200000","20203606348108156001G"
"2020","Cemetery Fees","Charges For Services","Parks, Recreation & Cultural Affairs","Cemetery Operations","The General Fund","The General Fund",,"34583","34583","35199.75","20203801348508562001G"
"2020","Domestic Partnership Registration Fee","Charges For Services","Clerk Of The City Commission","Clerk Of Commission","The General Fund","The General Fund",,"790","790","712","20203422347207210001G"
"2020","Background Checks","Charges For Services","Police","District 2","The General Fund","The General Fund",,"513","513","1056","20203423348108140001G"
"2020","Towing Applications Program","Charges For Services","Police","Office Of The Chief Of Police","The General Fund","The General Fund",,"19835","19835","93.5","20203425348108110001G"
"2020","Hazmat Costs","Charges For Services","Fire Rescue","Special Operations","The General Fund","The General Fund",,"1207","91207","98578.61","20203426348208244001G"
"2020","Greens Fees","Charges For Services","Parks, Recreation & Cultural Affairs","Golf Course Operations","The General Fund","The General Fund",,"238600","238600","297712.58","20203471348508574001G"
"2020","Cart Rentals","Charges For Services","Parks, Recreation & Cultural Affairs","Golf Course Operations","The General Fund","The General Fund",,"130000","130000","142058","20203472348508574001G"
"2020","Pro Shop Sales","Charges For Services","Parks, Recreation & Cultural Affairs","Golf Course Pro Shop","The General Fund","The General Fund",,"63000","63000","80885.9","20203473348508571001G"
"2020","Driving Range Revenues","Charges For Services","Parks, Recreation & Cultural Affairs","Golf Course Operations","The General Fund","The General Fund",,"43502","43502","103436.67","20203474348508574001G"
"2020","Golf Course Concessions","Charges For Services","Parks, Recreation & Cultural Affairs","Golf Course Concessions","The General Fund","The General Fund",,"146000","146000","159669.98","20203475348508572001G"
"2020","Golf Lessons","Charges For Services","Parks, Recreation & Cultural Affairs","Golf Course Operations","The General Fund","The General Fund",,"500","500","841.2","20203480348508574001G"
"2020","Handicap Service","Charges For Services","Parks, Recreation & Cultural Affairs","Golf Course Operations","The General Fund","The General Fund",,"1200","1200","981.4","20203481348508574001G"
"2020","Facility Rental-Ironwood","Charges For Services","Parks, Recreation & Cultural Affairs","Golf Course Concessions","The General Fund","The General Fund",,"20000","20000","7482.52","20203484348508572001G"
"2020","Capital Surcharge","Charges For Services","Parks, Recreation & Cultural Affairs","Capital Project Surcharge","Golf Course Surcharge/capital Projects Fund","Enterprise Funds",,"153000","153000","139795","2020348534850I100418E"
"2020","Prca Master Plan Surcharge","Charges For Services","Parks, Recreation & Cultural Affairs","Prca Master Plan","Misc. Special Revenues","Special Revenue Funds",,"0","0","51881.75","2020348734850G206123R"
"2020","Cash Overage/shortage","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Golf Course Operations","The General Fund","The General Fund",,"0","0","-22.17","20203490368508574001G"
"2020","Cash Overage/shortage","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Aquatics","The General Fund","The General Fund",,"0","0","3.75","20203490368508520001G"
"2020","Cash Overage/shortage","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Rosa B Williams","Cultural Affairs Projects Fund","Special Revenue Funds",,"0","0","-2.96","20203490368501687107R"
"2020","Cash Overage/shortage","Miscellaneous Revenues","Transportation & Mobility","Parking Operations","The General Fund","The General Fund",,"0","2.45","1530.54","20203490368058058001G"
"2020","Cash Overage/shortage","Miscellaneous Revenues","Police","Office Of The Chief Of Police","The General Fund","The General Fund",,"0","0","1.2","20203490368108110001G"
"2020","Cash Overage/shortage","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Hoggetowne Medieval Faire","Cultural Affairs Projects Fund","Special Revenue Funds",,"0","0","7.05","20203490368501650107R"
"2020","Cash Overage/shortage","Miscellaneous Revenues","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds",,"0","0","-12","20203490366606670416E"
"2020","Cash Overage/shortage","Miscellaneous Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"0","0","3.75","20203490366806810450E"
"2020","Automatic Aid Agreement","Charges For Services","Fire Rescue","Office Of The Fire Chief","The General Fund","The General Fund",,"500000","500000","613023.55","20203602348208210001G"
"2020","Traffic Signal Contract-County","Charges For Services","Transportation & Mobility","Traffic Signals","The General Fund","The General Fund",,"0","219661","246095.36","20203603348058051001G"
"2020","Traffic Signal Contract-County","Charges For Services","Public Works","Traffic Signals","The General Fund","The General Fund",,"219661","0","0","20203603348008051001G"
"2020","Cemetery-Perpetual Care","Charges For Services","Non-Departmental","Trust Funds","Evergreen Cemetery Exp Trust Fund","Expendable Trust",,"4194","4194","8131.5","20203803349909981602T"
"2020","Cemetery-Repayment Of Loan","Charges For Services","Parks, Recreation & Cultural Affairs","Cemetery Operations","The General Fund","The General Fund",,"0","0","2884.53","20203805348508562001G"
"2020","Refuse Collections","Charges For Services","Public Works","Refuse Collection","Solid Waste Enterprise Fund","Enterprise Funds",,"8870937","8870937","8604379.91","20203810348008080420E"
"2020","Recycling","Charges For Services","Public Works","Refuse Collection","Solid Waste Enterprise Fund","Enterprise Funds",,"60000","60000","4826.18","20203811348008080420E"
"2020","Stormwater Mgmt.fees","Charges For Services","Public Works","Pw Administrative Services","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds",,"1248660","1248660","1357139.93","20203830348008010414E"
"2020","Stormwater Mgmt.fees","Charges For Services","Public Works","Pw Administrative Services","Stormwater Management Utility","Enterprise Funds",,"6932310","6932310","7124984.62","20203830348008010413E"
"2020","Parking Meter & Smart Card","Charges For Services","Transportation & Mobility","Parking Operations","The General Fund","The General Fund",,"0","2404.82","69664.89","20204001348058058001G"
"2020","Parking Meter & Smart Card","Charges For Services","Public Works","Parking Garage","The General Fund","The General Fund",,"164813","0","0","20204001348008056001G"
"2020","Parking Meter & Smart Card","Charges For Services","Transportation & Mobility","Parking Garage","The General Fund","The General Fund",,"0","164813","0","20204001348058056001G"
"2020","Parking Decals & Permits","Charges For Services","Transportation & Mobility","Parking Garage","The General Fund","The General Fund",,"0","3867.15","0","20204003348058056001G"
"2020","Parking Decals & Permits","Charges For Services","Transportation & Mobility","Parking Operations","The General Fund","The General Fund",,"0","196828.6","116896.04","20204003348058058001G"
"2020","Parking Decals & Permits","Charges For Services","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"9646.35","9646.35","0","20204003347707770001G"
"2020","Parking Decals & Permits","Charges For Services","Public Works","Parking Garage","The General Fund","The General Fund",,"3867.15","0","0","20204003348008056001G"
"2020","Parking Decals & Permits","Charges For Services","Public Works","Parking Operations","The General Fund","The General Fund",,"188891.85","0","0","20204003348008058001G"
"2020","Homeless Donation Meter","Miscellaneous Revenues","Office Of Housing & Community Development","Homeless Donation Meter Program","Misc. Special Revenues","Special Revenue Funds",,"0","0","86.46","2020400436620G116123R"
"2020","Parking App","Charges For Services","Transportation & Mobility","Parking Operations","The General Fund","The General Fund",,"0","9133.15","241853.08","20204005348058058001G"
"2020","Parking Paystation","Charges For Services","Transportation & Mobility","Parking Operations","The General Fund","The General Fund",,"0","0","1731.88","20204006348058058001G"
"2020","Daily Bus Fare","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"605605","605605","211073.38","20204018346806810450E"
"2020","Uf -  Campus Contract","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"2961831","2961831","5257639.85","20204019346806810450E"
"2020","Shuttle Services","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"3000","3000","1697.62","20204020346806810450E"
"2020","Student Pass","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"20000","20000","22985.5","20204023346806810450E"
"2020","Adult Pass","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"300000","300000","102494.4","20204024346806810450E"
"2020","Main Bus-Advertising","Charges For Services","Regional Transit System","Marketing & Communications, Rts","Regional Transit System Fund","Enterprise Funds",,"535000","535000","332711.58","20204025346806811450E"
"2020","Santa Fe College","Charges For Services","Regional Transit System","Ptga Funds From Fdot For Route 800 (Contr#g1784","Regional Transit System Fund","Enterprise Funds",,"0","0","4971.4","2020403534680UJ03450E"
"2020","Santa Fe College","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"960910","483793","671281.77","20204035346806810450E"
"2020","Santa Fe College","Charges For Services","Regional Transit System","Employee Pass Program","Regional Transit System Fund","Enterprise Funds",,"7140","7140","7650","20204035346806815450E"
"2020","Santa Fe College","Charges For Services","Regional Transit System","Fy2017 Fdot Sdg Jpa - Route 800 (Contr #G0r17) Year 1","Regional Transit System Fund","Enterprise Funds",,"43864.36","43864.36","0","2020403534680UI75450E"
"2020","Santa Fe College","Charges For Services","Regional Transit System","Fy16-17 Sjpa - Route 27 (Contr #Arn04) - Year 3","Regional Transit System Fund","Enterprise Funds",,"10775.53","0","0","2020403534680UH35450E"
"2020","Spec Events Processing","Charges For Services","Parks, Recreation & Cultural Affairs","Cultural Operations","The General Fund","The General Fund",,"863","863","0","20204036348508590001G"
"2020","Spec Events Processing","Charges For Services","Parks, Recreation & Cultural Affairs","Misc Special Events/support","The General Fund","The General Fund",,"0","0","579","20204036348508594001G"
"2020","Uf-Transportation Fees","Charges For Services","Regional Transit System","Fy2017 Fdot Sdg Jpa - Route 800 (Contr #G0r17) Year 1","Regional Transit System Fund","Enterprise Funds",,"0","0","6134.12","2020403734680UI75450E"
"2020","Uf-Transportation Fees","Charges For Services","Regional Transit System","Ptga Funds From Fdot For Route 300 (Contr#g1787","Regional Transit System Fund","Enterprise Funds",,"0","0","8645.91","2020403734680UJ04450E"
"2020","Uf-Transportation Fees","Charges For Services","Regional Transit System","Ptga Funds From Fdot For Route 33 (Contr#g1803","Regional Transit System Fund","Enterprise Funds",,"0","0","85028.3","2020403734680UJ05450E"
"2020","Uf-Transportation Fees","Charges For Services","Regional Transit System","Fy2017 Fdot Sdg Jpa - Route 40 (Contr #0637) Year 3","Regional Transit System Fund","Enterprise Funds",,"7900.63","7900.63","0","2020403734680UI74450E"
"2020","Uf-Transportation Fees","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"9998051","9248051","3548451.33","20204037346806810450E"
"2020","Uf-Transportation Fees","Charges For Services","Regional Transit System","Employee Pass Program","Regional Transit System Fund","Enterprise Funds",,"125235","125235","0","20204037346806815450E"
"2020","Uf-Transportation Fees","Charges For Services","Regional Transit System","Ptga Funds From Fdot For Holiday Route Service (Contr#g1785)","Regional Transit System Fund","Enterprise Funds",,"0","0","7989.07","2020403734680UJ06450E"
"2020","Uf-Transportation Fees","Charges For Services","Regional Transit System","Route 46-Fy2011/fy2012 Jpa Funds (Contr #Aqc93) - Year 1","Regional Transit System Fund","Enterprise Funds",,"10695.74","0","0","2020403734680UD55450E"
"2020","Uf - Sunday Service","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"449106","449106","0","20204039346806810450E"
"2020","Gator Aider","Charges For Services","Regional Transit System","Gator Aider","Regional Transit System Fund","Enterprise Funds",,"259963","259963","164025.82","20204040346806833450E"
"2020","Megabus Southeast, Llc","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"23000","23000","17000","20204044346806810450E"
"2020","Traffic Eng Projects Reimb.","Charges For Services","Transportation & Mobility","Transportation & Strategic  Planning","The General Fund","The General Fund",,"0","69391","0","20204045348058050001G"
"2020","Traffic Eng Projects Reimb.","Charges For Services","Transportation & Mobility","Traffic Signals","The General Fund","The General Fund",,"0","0","69906.72","20204045348058051001G"
"2020","Traffic Eng Projects Reimb.","Charges For Services","Public Works","Transportation & Strategic  Planning","The General Fund","The General Fund",,"69391","0","0","20204045348008050001G"
"2020","Parking Garage Revenues - Contracts","Charges For Services","Public Works","Parking Garage","The General Fund","The General Fund",,"145993","0","0","20204046348008056001G"
"2020","Parking Garage Revenues - Contracts","Charges For Services","Transportation & Mobility","Parking Garage","The General Fund","The General Fund",,"0","145993","46286.8","20204046348058056001G"
"2020","Uf - Later Gator","Intergovernmental Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"442697","442697","184943.54","20204048336806810450E"
"2020","Shands Contract","Charges For Services","Regional Transit System","Employee Pass Program","Regional Transit System Fund","Enterprise Funds",,"74077","74077","77085","20204053346806815450E"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Seminary Lane Pet Db-19-00074","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","19489","19489","2020406034680VT94116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Wood River Apts Pet Db-19-00173","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","1775","1775","2020406034680VT95116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Cascades Ii 900 Block Sw 5th Ave (Db-19-00076)","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","4150","4150","2020406034680VT90116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","203 Sw 2nd Ave Pet Db-19-00092","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","752","752","2020406034680VT91116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","The Flats, 1532 Sw 18th Place, Pet Db-20-00024","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","3413","3413","2020406034680VT99116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Ca Ventures, 931 W. University Ave, Pet Db-20-00017","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","10576","10576","2020406034680VT98116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Ardent 407 Sw 13th Street Db-19-00130","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","4769","4769","2020406034680VT93116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","908 Group Apts 1632 W University Ave Pet Db-19-00102","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","28933","28933","2020406034680VT92116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Rise Development, 2749 Sw 14th Drive, Pet Db-20-00003","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","13712","13712","2020406034680VT96116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Graduate Ii, 1236 Sw 4th Avenue, Pet Db-20-00013","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","1311","1311","2020406034680VT97116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Public Works","Gainesville Ridge, Pet #Db-15-46 Spl","Trans. Concurrency Exc. Area","Special Revenue Funds",,"415555.04","415555.04","0","2020406034800VM81116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Public Works","Rc, Mob, Phase V - Building 8b (Pet #Ad-14-141, Spl)","Trans. Concurrency Exc. Area","Special Revenue Funds",,"31809.25","31809.25","0","2020406034800P322116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Public Works","Comfort Temp, Pet #Ad-15-11 Spa","Trans. Concurrency Exc. Area","Special Revenue Funds",,"3287.35","3287.35","0","2020406034800P323116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Nine Phase 2, Pet #Db-18-00107","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","5297","5297","2020406034680VT86116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Integra Twenty Four, Pet #Db-17-72","Trans. Concurrency Exc. Area","Special Revenue Funds",,"9185","9185","0","2020406034680VT79116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","The Hub On Campus, Pet #Pb-17-60 Sup","Trans. Concurrency Exc. Area","Special Revenue Funds",,"33344","33344","0","2020406034680VT71116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Woodbury Row Phase 3, Pet #Db-16-127 Spa","Trans. Concurrency Exc. Area","Special Revenue Funds",,"1302","1302","0","2020406034680VT69116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","The Standard (Pet #Db-13-112 Spl)","Trans. Concurrency Exc. Area","Special Revenue Funds",,"22459","22459","0","2020406034680VT58116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","The Retreat (Pet #Db-15-5 Spl)","Trans. Concurrency Exc. Area","Special Revenue Funds",,"2219","2219","0","2020406034680VT59116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Gainesville Ridge, Pet #Db-15-46 Spl","Trans. Concurrency Exc. Area","Special Revenue Funds",,"75385","75385","0","2020406034680VT60116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","The Starr Apartments Development (Pet #Db-14-118 Spl)","Trans. Concurrency Exc. Area","Special Revenue Funds",,"239","239","0","2020406034680VT57116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Wal-Mart @ Butler Plaza, Pet #Db-15-9 Spl","Trans. Concurrency Exc. Area","Special Revenue Funds",,"332852.9","332852.9","0","2020406034680VM35116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Butler Plaza, Pod B, Pet #Db-15-34 Spl","Trans. Concurrency Exc. Area","Special Revenue Funds",,"126785.84","126785.84","0","2020406034680VM36116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Butler Plaza, Pod C, Pet #Db-15-35 Spl","Trans. Concurrency Exc. Area","Special Revenue Funds",,"138950.9","138950.9","0","2020406034680VM37116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Lowe's @ Butler Plaza North, Pet #Db-14-135 Spl","Trans. Concurrency Exc. Area","Special Revenue Funds",,"60622.3","60622.3","0","2020406034680VM33116R"
"2020","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Sam's Club @ Butler Plaza, Pet #Db-14-80 Spl","Trans. Concurrency Exc. Area","Special Revenue Funds",,"250028.29","250028.29","0","2020406034680VM34116R"
"2020","Traffic Review Fees","Charges For Services","Transportation & Mobility","Transportation & Strategic  Planning","The General Fund","The General Fund",,"0","2431","8812.5","20204061348058050001G"
"2020","Traffic Review Fees","Charges For Services","Transportation & Mobility","Traffic Signals","The General Fund","The General Fund",,"0","3560","0","20204061348058051001G"
"2020","Traffic Review Fees","Charges For Services","Public Works","Traffic Signals","The General Fund","The General Fund",,"3560","0","0","20204061348008051001G"
"2020","Environmental Review Fees","Charges For Services","Public Works","Environmental Services/review","The General Fund","The General Fund",,"2857","2857","0","20204063348008018001G"
"2020","Environmental Review Fees","Charges For Services","Sustainable Development","Planning Division","The General Fund","The General Fund",,"0","0","11228.5","20204063346606680001G"
"2020","Row Fees (Cst)","Charges For Services","Public Works","Row Utility/obstruction Permitting","The General Fund","The General Fund",,"71742","71742","63167.75","20204067348008085001G"
"2020","Uf - Transloc Share","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"167000","167000","154440","20204072346806810450E"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Deer Creek Senior Housing, 2100 Nw 55th Blvd., Db-20-00052","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","20547.25","20547.25","2020406534805P359116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Markets West South 1000 Blk Sw 7th St Db-19-00181","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","330390.5","330390.5","2020406534805VD26116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","St Elizabeth Fellowship Hall, 5129 Nw 53rd Ave, Ad-19-00126","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","5676","5676","2020406534805P358116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Newberry Rd Chevron 6815 W Newberry Rd, Ad-20-00019","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","8632.25","8632.25","2020406534805P361116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Scooters Coffee, 5006 Nw 34th Blvd., Pet Ad-20-00018","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","14190","14190","2020406534805P356116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Complete Car Service, 6705 Nw 18th Drive, Pet Ad-20-00047","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","4730","4730","2020406534805P357116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Va Clinic, 5600 Blk Sw 34th Street, Db-20-00040","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","0","365382.2","2020406534805C207116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Fitness Driven Results 4314 Nw 6th St Ad-19-00044","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","6503.75","6503.75","2020406534805P350116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Ups Expansion 1941 Nw 67th Place Db-19-00178","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","24566","49162","2020406534805P354116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Last Mile 2121 Nw 67th Place Ad-19-00044","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","96728.5","96728.5","2020406534805P352116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","8th Ave Med Offc Bldg 4454 Nw 6th Place Db-19-00083","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","49783.25","49783.25","2020406534805P349116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Target Outparcel Moe's 3970 Sw Archer Rd Ad-19-00109","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","209520.62","209520.62","2020406534805VM90116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Nw Industrial Park Lot 3 6500 Blk Nw 18th Dr Db-19-00166","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","2483.25","2483.25","2020406534805P351116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Public Works","Finley Woods Phase 1c (Db-17-63)","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","76590.48","76590.48","2020406534800VD13116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Scherer Warehouse 2400 Blk Nw 71st Place Db-19-00155","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","3665.75","3665.75","2020406534805P353116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Grand Oaks Phase 1 Pet Cc-19-00029","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","283090.5","283090.5","2020406534805VD22116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Silber Nw 23rd Ave Pet #Ad 19-00096","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","2956.25","2956.25","2020406534805P346116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Finley Woods Phase 2, Pet #Cc-19-00031","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","230114.5","230114.5","2020406534805VD21116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Pet Db-19-00027 Walker Furniture Building Addition","Trans. Concurrency Exc. Area","Special Revenue Funds",,"10996.94","10996.94","0","2020406534805C205116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Public Works","Serenola Manor Apartments, Pet #Db-16-48 Spl","Trans. Concurrency Exc. Area","Special Revenue Funds",,"19333.33","19333.33","0","2020406534800C410116R"
"2020","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Public Works","Fairfield Inns And Suites Hotel, Pet #Pb-16-39 Sup","Trans. Concurrency Exc. Area","Special Revenue Funds",,"123804.26","123804.26","0","2020406534800C019116R"
"2020","Entry Fees","Charges For Services","Parks, Recreation & Cultural Affairs","Juried Exhibition","Cultural Affairs Projects Fund","Special Revenue Funds",,"4000","4000","0","20204100348501691107R"
"2020","Property Rentals","Charges For Services","Office Of Housing & Community Development","Hcd Affordable Housing Programs","Misc. Special Revenues","Special Revenue Funds",,"0","0","3050","2020420234620G353123R"
"2020","Property Rentals","Charges For Services","Public Works","Se 4th St Reconstruction","Additional 5 Cents Logt Capital Projects Fund","Capital Projects Funds",,"0","0","10800","2020420234800M751341C"
"2020","One-Stop Operations","Charges For Services","Office Of Housing & Community Development","One-Stop Homeless Assistance Center","Misc. Special Revenues","Special Revenue Funds",,"0","0","153973.65","2020420334620G113123R"
"2020","Law Enforcement Services","Charges For Services","Police","United States Marshall Service Fugitive Task Force","Misc. Special Revenues","Special Revenue Funds",,"0","11000","2771.02","2020421234810G474123R"
"2020","Law Enforcement Services","Charges For Services","Police","United States Marshal Service Mou- Grace Market","Misc. Special Revenues","Special Revenue Funds",,"5213.44","5213.44","3141.78","2020421234810G480123R"
"2020","Law Enforcement Services","Charges For Services","Police","United States Marshal Service Project Grace 2.0","Misc. Special Revenues","Special Revenue Funds",,"0","5417.06","3403.4","2020421234810G482123R"
"2020","Law Enforcement Services","Charges For Services","Police","Organized Crime Drug Enforcement Task Forces Fy20","Misc. Special Revenues","Special Revenue Funds",,"0","25000","0","2020421234810G483123R"
"2020","Law Enforcement Services","Charges For Services","Police","United States Marshall Service Dirty Dig","Misc. Special Revenues","Special Revenue Funds",,"1465.16","1465.16","0","2020421234810G470123R"
"2020","Law Enforcement Services","Charges For Services","Police","United States Marshall Service Fugitive Task Force","Misc. Special Revenues","Special Revenue Funds",,"41317.45","0","0","2020421234810G166123R"
"2020","Law Enforcement Services","Charges For Services","Police","Office Of The Chief Of Police","The General Fund","The General Fund",,"0","0","5393.71","20204212348108110001G"
"2020","Law Enforcement Services","Charges For Services","Police","District 2","The General Fund","The General Fund",,"437750","437750","0.04","20204212348108140001G"
"2020","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Route 33-West Gville-Yr 3","Regional Transit System Fund","Enterprise Funds",,"0","407371","0","2020450338680UK22450E"
"2020","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Route 800-Sfc-Yr 3","Regional Transit System Fund","Enterprise Funds",,"0","69746","0","2020450338680UK23450E"
"2020","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Route 150-Pnr Sw To Uf","Regional Transit System Fund","Enterprise Funds",,"0","750000","0","2020450338680UK24450E"
"2020","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Route 33 (Contr#g1803","Regional Transit System Fund","Enterprise Funds",,"407371","407371","0","2020450338680UJ05450E"
"2020","City Match","Non-Revenues","Regional Transit System","Fy19/20 Fdot Section 5310 Noga (1001-2019-1)","Regional Transit System Fund","Enterprise Funds",,"0","7566","0","2020450338680UI96450E"
"2020","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Project Connect","Regional Transit System Fund","Enterprise Funds",,"0","400000","0","2020450338680UK33450E"
"2020","City Match","Non-Revenues","Regional Transit System","Fy2018/fy2019 Fdot Section 5310 Noga  (Fl-2018-120-00)","Regional Transit System Fund","Enterprise Funds",,"10180","10180","0","2020450338680UI94450E"
