"acronym","agency","appeal_subtype","appeal_type","date_closed","date_filed","exam_no","expiration","extension","status","title"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-12T00:00:00.000","2019-06-15T11:25:21.000","8070","2023-09-11T00:00:00.000",,"Closed","Recreation Supervisor"
"NYPD","Police Department","Psych","Section 50","2019-03-18T00:00:00.000","2018-12-06T00:00:00.000","3318","2019-12-17T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-14T00:00:00.000","2018-10-28T19:06:02.000","8011",,,"Closed","Inspector (Housing)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-06-11T00:00:00.000","2019-03-19T00:00:00.000","9008",,,"Closed","Staff Analyst"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-05T00:00:00.000","2018-06-08T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-05-21T00:00:00.000","2019-03-27T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"FDNY","Fire Department","Character","Section 50","2019-06-05T00:00:00.000","2019-05-22T14:13:13.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist Software"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-01-24T00:00:00.000","2018-06-07T14:53:10.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-03-29T00:00:00.000","2019-03-21T00:00:00.000","8522","2022-10-10T00:00:00.000",,"Closed","Construction Laborer (PROM)"
"NYCTA","Transit Authority","Score","Section 50","2019-07-31T00:00:00.000","2019-03-22T00:00:00.000","6718","2022-09-12T00:00:00.000",,"Closed","Maintenance Supervisor (Car Equipment)"
"NYPD","Police Department","Psych","Section 50","2019-06-24T00:00:00.000","2018-12-03T15:19:53.000","4300","2019-12-22T00:00:00.000",,"Closed","Police Officer"
"DOC","Department of Correction","Character","Section 50","2019-07-03T00:00:00.000","2018-11-19T00:00:00.000","6332","2020-09-22T00:00:00.000",,"Closed","Correction Officer"
"NYPD","Police Department","Character","Section 50","2019-04-05T00:00:00.000","2018-12-19T14:00:04.000","5300","2021-03-01T00:00:00.000",,"Closed","Police Officer"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-03-06T00:00:00.000","2019-01-04T00:00:00.000","8609",,,"Closed","Structure Maintainer Group B"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-17T00:00:00.000","2019-05-30T13:17:03.000","7042","2023-03-20T00:00:00.000",,"Closed","Customer Information Representative"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-06-27T00:00:00.000","2019-04-01T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYPD","Police Department","Psych","Section 50","2019-07-29T00:00:00.000","2019-05-16T00:00:00.000","6310","2020-12-28T00:00:00.000",,"Closed","Police Communications Technician"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-09T00:00:00.000","2018-06-08T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYPD","Police Department","Psych","Section 50","2019-06-21T00:00:00.000","2018-05-17T00:00:00.000","4324","2020-09-14T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-07-26T00:00:00.000","2018-07-05T00:00:00.000","4323","2020-08-26T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-12-13T00:00:00.000","2019-10-30T00:00:00.000","9015",,,"Closed","Maintenance Worker"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-06-19T00:00:00.000","2018-11-14T00:00:00.000","8049",,,"Closed","Associate Park Service Worker"
"NYPD","Police Department","Psych","Section 50","2019-10-31T00:00:00.000","2019-08-06T16:24:24.000","4324","2020-09-14T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-12T00:00:00.000","2018-10-05T00:00:00.000","8522","2022-10-10T00:00:00.000",,"Closed","Promotion to Construction Laborer"
"DCAS","Department of Citywide Administrative Services","Character","Section 50","2019-02-27T00:00:00.000","2018-11-12T08:33:49.000","7316","2022-09-12T00:00:00.000",,"Closed","Special Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-06T00:00:00.000","2019-06-25T00:00:00.000","8070",,,"Closed","Recreation Supervisor"
"DOC","Department of Correction","Medical","Section 50","2019-04-10T00:00:00.000","2018-11-16T00:00:00.000","8319","2022-06-27T00:00:00.000",,"Closed","Correction Officer"
"HRA","Human Resources Administration","Education and Experience","Section 50","2019-07-01T00:00:00.000","2018-08-23T00:00:00.000","1328","2019-08-27T00:00:00.000",,"Closed","Eligibility Specialist"
"NYPD","Police Department","Psych","Section 50","2019-03-11T00:00:00.000","2019-02-10T21:35:41.000","4325","2020-04-28T00:00:00.000",,"Closed","School Safety Agent"
"NYPD","Police Department","Character","Section 50","2019-02-27T00:00:00.000","2018-10-08T09:10:50.000","5317","2021-06-29T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Character","Section 50","2019-04-11T00:00:00.000","2019-01-21T14:17:56.000","5329","2021-07-07T00:00:00.000",,"Closed","Police Officer"
"NYCTA","Transit Authority",,"Section 50","2019-04-25T00:00:00.000","2019-03-06T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-05-22T00:00:00.000","2019-03-22T00:00:00.000","8017",,,"Closed","Housing Manager"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-01T00:00:00.000","2018-09-04T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYPD","Police Department","Psych","Section 50","2019-09-24T00:00:00.000","2019-09-23T00:00:00.000","3319","2019-12-21T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Unauthorized Substance","Section 50","2019-08-22T00:00:00.000","2019-05-16T00:00:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DOF","Department of Finance",,"Section 50","2019-07-02T00:00:00.000","2018-08-13T00:00:00.000","7006","2022-01-10T00:00:00.000",,"Closed","Deputy City Sheriff"
"DCAS","Department of Citywide Administrative Services","Score","Section 50","2019-07-31T00:00:00.000","2018-11-29T00:00:00.000","7543","2022-05-02T00:00:00.000",,"Closed","Promotion to Supervisor Highway Repairer"
"DOC","Department of Correction","Psych","Section 50","2019-12-06T00:00:00.000","2019-05-07T00:00:00.000","8309","2022-06-06T00:00:00.000",,"Closed","Correction Officer"
"NYPD","Police Department","Unauthorized Substance","Section 50","2019-02-20T00:00:00.000","2018-10-24T00:00:00.000","8306","2022-04-25T00:00:00.000",,"Closed","Traffic Enforcement Agent"
"NYPD","Police Department","Psych","Section 50","2019-03-29T00:00:00.000","2018-10-15T00:00:00.000","4323","2020-08-26T00:00:00.000",,"Closed","Police Officer"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-05-20T00:00:00.000","2019-03-22T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DOC","Department of Correction",,"Waiting for DQ","2019-06-27T00:00:00.000","2019-05-09T00:00:00.000",,,,"Closed",
"NYCTA","Transit Authority",,"Section 50","2019-05-24T00:00:00.000","2019-04-02T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYPD","Police Department","Character","Section 50","2019-02-19T00:00:00.000","2018-10-15T00:00:00.000","5306","2021-03-03T00:00:00.000",,"Closed","Police Officer"
"DEP","Department of Environmental Protection","Psych","Section 50","2019-12-18T00:00:00.000","2019-11-27T00:00:00.000","6300","2020-11-23T00:00:00.000",,"Closed","Environmental Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-31T00:00:00.000","2019-04-22T00:00:00.000","8052","2023-08-14T00:00:00.000",,"Closed","Assistant Plan Examiner (Buildings)"
"NYPD","Police Department","Medical","Section 50","2019-08-08T00:00:00.000","2019-06-03T00:00:00.000","8332","2023-02-20T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-12T00:00:00.000","2019-05-14T20:42:20.000","7042","2023-03-20T00:00:00.000",,"Closed","Customer Information Representative"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-08T00:00:00.000","2018-07-24T14:01:16.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-11-14T00:00:00.000","2019-09-11T09:31:17.000","8070",,,"Closed","Recreation Supervisor"
"NYPD","Police Department","Character","Section 50","2019-02-21T00:00:00.000","2018-12-07T00:00:00.000","7315","2022-03-07T00:00:00.000",,"Closed","Traffic Enforcement Agent"
"DOC","Department of Correction","Medical","Section 50","2019-03-21T00:00:00.000","2018-05-11T00:00:00.000","3302","2019-12-29T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-10-29T00:00:00.000","2019-09-19T00:00:00.000","7042","2023-03-20T00:00:00.000",,"Closed","Customer Information Representative"
"NYCTA","Transit Authority",,"Section 50","2019-05-06T00:00:00.000","2019-03-06T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-05-03T00:00:00.000","2019-03-04T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYPD","Police Department","Psych","Section 50","2019-02-19T00:00:00.000","2018-10-04T12:01:34.000","4323","2020-08-26T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-01-04T00:00:00.000","2017-11-06T00:00:00.000","4300","2019-12-22T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Score","Section 50","2019-03-20T00:00:00.000","2018-05-22T00:00:00.000","6528","2022-02-07T00:00:00.000",,"Closed","Promotion to Associate Inspector (Construction)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-28T00:00:00.000","2018-06-08T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Character","Section 50","2019-07-16T00:00:00.000","2019-02-26T00:00:00.000","3347","2019-12-09T00:00:00.000",,"Closed","Job Opportunity Specialist"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-25T00:00:00.000","2018-07-26T00:00:00.000","7030","2022-05-23T00:00:00.000",,"Closed","City Tax Auditor"
"NYPD","Police Department","Psych","Section 50","2019-08-05T00:00:00.000","2018-11-17T08:38:27.000","5307","2020-08-17T00:00:00.000",,"Closed","School Safety Agent"
"NYPD","Police Department","Psych","Section 50","2019-09-05T00:00:00.000","2019-08-30T14:34:29.000","4306","2019-12-23T00:00:00.000",,"Closed","Police Officer"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-05-21T00:00:00.000","2019-03-07T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-01-11T00:00:00.000","2018-12-01T12:09:20.000",,,,"Closed",
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-06-19T00:00:00.000","2019-03-27T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-28T00:00:00.000","2018-06-11T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-22T00:00:00.000","2019-05-31T14:12:56.000","7042",,,"Closed","Customer Information Representative"
"NYPD","Police Department","Psych","Section 50","2019-11-12T00:00:00.000","2019-07-15T06:49:12.000","5329","2021-07-07T00:00:00.000",,"Closed","Police Officer"
"DOP","Department of Probation","Psych","Section 50","2019-07-25T00:00:00.000","2018-11-01T00:00:00.000","8001","2022-06-06T00:00:00.000",,"Closed","Probation Officer"
"DOP","Department of Probation","Medical","Section 50","2019-04-15T00:00:00.000","2018-09-04T00:00:00.000","8001","2022-06-06T00:00:00.000",,"Closed","Probation Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-28T00:00:00.000","2019-05-24T16:14:26.000","8041",,,"Closed","Administrative Contract Specialist"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-09-05T00:00:00.000","2019-06-24T00:00:00.000","8053",,,"Closed","Computer Specialist (Operations)"
"NYPD","Police Department","Psych","Section 50","2019-07-09T00:00:00.000","2019-05-07T16:11:43.000","8311","2022-09-12T00:00:00.000",,"Closed","Police Communications Technician"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-30T00:00:00.000","2019-05-07T20:59:16.000","9075",,,"Closed","Emergency Medical Specialist Trainee"
"DCAS","Department of Citywide Administrative Services","Age","Section 50","2019-03-29T00:00:00.000","2019-03-13T11:45:11.000","8314",,,"Closed","SPECIAL OFFICER"
"NYPD","Police Department","Psych","Section 50","2019-07-17T00:00:00.000","2019-07-12T14:32:01.000","3316","2019-12-14T00:00:00.000",,"Closed","Police Officer"
"FDNY","Fire Department","Medical","Section 50","2019-01-17T00:00:00.000","2018-06-22T00:00:00.000","7031","2021-03-30T00:00:00.000",,"Closed","Emergency Medical Specialist - EMT"
"NYPD","Police Department","Psych","Section 50","2019-11-01T00:00:00.000","2019-04-01T00:00:00.000","5321","2021-07-03T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-01T00:00:00.000","2018-06-11T23:14:56.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYPD","Police Department","Character","Section 50","2019-07-03T00:00:00.000","2019-03-25T21:05:09.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Unauthorized Substance","Section 50","2019-10-17T00:00:00.000","2019-10-03T00:00:00.000","7326","2023-03-06T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-07-26T00:00:00.000","2019-03-25T21:29:02.000","4324","2020-09-14T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Medical","Section 50","2019-01-24T00:00:00.000","2018-12-07T10:47:32.000","8311","2022-09-12T00:00:00.000",,"Closed","Police Communications Technician"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-15T00:00:00.000","2018-06-08T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-10-31T00:00:00.000","2019-09-25T16:24:26.000",,,,"Closed",
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-05-31T00:00:00.000","2019-03-28T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYPD","Police Department","Character","Section 50","2019-03-12T00:00:00.000","2018-08-22T00:00:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-02T00:00:00.000","2019-01-31T00:00:00.000","8026",,,"Closed","Business Promotion Coordinator"
"DOC","Department of Correction","Character","Section 50","2019-07-26T00:00:00.000","2019-03-13T00:00:00.000","7329","2021-02-15T00:00:00.000",,"Closed","Correction Officer"
"NYPD","Police Department","Psych","Section 50","2019-10-23T00:00:00.000","2019-08-30T15:16:14.000","8305","2022-05-16T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-18T00:00:00.000","2018-12-18T00:00:00.000","8032",,,"Closed","Watershed Maintainer"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-08-05T00:00:00.000","2019-07-08T18:43:10.000",,,,"Closed",
"NYCTA","Transit Authority",,"Section 50","2019-05-03T00:00:00.000","2019-03-14T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-12T00:00:00.000","2018-06-14T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DOI","Department of Investigation",,"Section 76","2019-10-10T00:00:00.000","2017-09-21T17:23:54.000",,,,"Closed",
"NYCTA","Transit Authority","Score","Section 50","2019-03-27T00:00:00.000","2018-10-04T00:00:00.000","6612","2022-06-20T00:00:00.000",,"Closed","Car Inspector"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-02-12T00:00:00.000","2018-12-03T00:00:00.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-05T00:00:00.000","2018-06-11T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"FDNY","Fire Department","Medical","Section 50","2019-07-25T00:00:00.000","2016-02-01T00:00:00.000","3024","2017-03-06T00:00:00.000",,"Closed","Emergency Medical Specialist - EMT"
"HRA","Human Resources Administration","Education and Experience","Section 50","2019-11-13T00:00:00.000","2018-12-12T00:00:00.000","7035","2021-07-19T00:00:00.000",,"Closed","Administrative Director of Social Services"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-19T00:00:00.000","2019-05-10T17:40:35.000","7042",,,"Closed","Customer Information Representative"
"NYPD","Police Department","Psych","Section 50","2019-08-16T00:00:00.000","2019-04-26T07:49:36.000","5305","2021-03-02T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Score","Section 50","2019-04-01T00:00:00.000","2018-01-30T00:00:00.000","7035","2021-07-19T00:00:00.000",,"Closed","Administrative Director of Social Services"
"DOC","Department of Correction","Medical","Section 50","2019-05-30T00:00:00.000","2019-02-12T00:00:00.000","7320","2021-01-11T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-18T00:00:00.000","2019-02-19T20:39:16.000","8061",,,"Closed","Administrative Housing Development Specialist"
"DOP","Department of Probation","Psych","Section 50","2019-09-27T00:00:00.000","2019-01-19T10:15:43.000","8065","2022-10-24T00:00:00.000",,"Closed","Probation Officer"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-08-23T00:00:00.000","2019-07-11T20:26:07.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-15T00:00:00.000","2018-11-09T19:53:36.000","8001","2022-06-06T00:00:00.000",,"Closed","Probation Officer"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-06-14T00:00:00.000","2019-04-25T09:39:32.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-08-05T00:00:00.000","2019-06-13T00:00:00.000",,,,"Closed",
"NYPD","Police Department","Psych","Section 50","2019-05-15T00:00:00.000","2019-03-25T14:00:07.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DOC","Department of Correction","Psych","Section 50","2019-09-27T00:00:00.000","2019-01-24T00:00:00.000","8309","2022-06-06T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-19T00:00:00.000","2019-05-20T00:00:00.000","7042",,,"Closed","Customer Information Representative"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-06-25T00:00:00.000","2018-07-09T00:00:00.000","7030","2022-05-23T00:00:00.000",,"Closed","City Tax Auditor"
"NYPD","Police Department","Psych","Section 50","2019-09-27T00:00:00.000","2019-05-14T14:43:12.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"FDNY","Fire Department","Medical","Section 50","2019-04-15T00:00:00.000","2018-11-29T00:00:00.000","7501","2021-10-11T00:00:00.000",,"Closed","Firefighter"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-10-03T00:00:00.000","2019-03-06T08:52:36.000","8020","2023-05-20T00:00:00.000",,"Closed","Public Health Sanitarian"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-08-23T00:00:00.000","2019-08-05T00:00:00.000",,,,"Closed",
"NYPD","Police Department","Psych","Section 50","2019-09-12T00:00:00.000","2019-07-16T00:00:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-01-24T00:00:00.000","2018-06-07T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYPD","Police Department","Psych","Section 50","2019-06-12T00:00:00.000","2019-03-25T21:49:12.000","4300","2019-12-22T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-08-01T00:00:00.000","2019-03-06T00:00:00.000","5300","2021-03-01T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department",,"Waiting for Appeal Request","2019-09-24T00:00:00.000","2019-07-11T00:00:00.000",,,,"Closed",
"DSNY","Department of Sanitation","Medical","Section 50","2019-03-20T00:00:00.000","2018-09-24T16:41:19.000","5001","2020-03-16T00:00:00.000",,"Closed","Sanitation Worker"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-11-26T00:00:00.000","2019-10-18T00:00:00.000","8036",,,"Closed","Administrative Education Anayst"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-05T00:00:00.000","2018-05-29T13:36:55.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-05-24T00:00:00.000","2019-03-16T14:26:23.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYPD","Police Department","Psych","Section 50","2019-06-04T00:00:00.000","2019-05-30T00:00:00.000","3316","2019-12-14T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Premature","Jurisdictional Issue","2019-08-30T00:00:00.000","2019-08-30T06:22:53.000",,,,"Closed",
"NYCTA","Transit Authority",,"Section 50","2019-07-08T00:00:00.000","2019-03-27T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-10-10T00:00:00.000","2019-02-13T16:56:36.000","8026","2023-01-20T00:00:00.000",,"Closed","Business Promotion Coordinator"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-12-11T00:00:00.000","2019-10-04T00:00:00.000","9061",,,"Closed","Associate Staff Analyst"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-01T00:00:00.000","2018-06-21T21:49:20.000","7023","2022-03-07T00:00:00.000",,"Closed","Fire Protection Inspector"
"NYPD","Police Department","Psych","Section 50","2019-10-03T00:00:00.000","2019-07-30T17:25:05.000","8323","2022-11-28T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-10-29T00:00:00.000","2019-03-13T00:00:00.000","7019","2022-08-29T00:00:00.000",,"Closed","Procurement Analyst"
"DOE","Department of Education","Score","Section 50","2019-04-11T00:00:00.000","2018-12-20T11:19:55.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-11-14T00:00:00.000","2019-02-12T15:48:49.000","8061","2023-03-13T00:00:00.000",,"Closed","Administrative Housing Development Specialist"
"NYPD","Police Department","Medical","Section 50","2019-02-08T00:00:00.000","2018-10-24T00:00:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-09-09T00:00:00.000","2019-06-18T00:00:00.000","7001","2023-02-27T00:00:00.000",,"Closed","Firefighter"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-31T00:00:00.000","2019-03-01T00:00:00.000","8026",,,"Closed","Business Promotion Coordinator"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-07-16T00:00:00.000","2019-05-28T00:00:00.000","9006","2023-05-01T00:00:00.000",,"Closed","Deckhand"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-13T00:00:00.000","2019-04-03T00:00:00.000","8006","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic"
"NYPD","Police Department","Character","Section 50","2019-08-26T00:00:00.000","2019-02-27T08:55:49.000","4329","2020-11-25T00:00:00.000",,"Closed","Police Officer"
"DYCD","Department of Youth and Community Development","Suspension","Section 76","2019-11-25T00:00:00.000","2019-09-08T18:57:42.000",,,,"Closed",
"DOC","Department of Correction","Character","Section 50","2019-04-05T00:00:00.000","2018-10-31T00:00:00.000","8319","2022-06-27T00:00:00.000",,"Closed","Correction Officer"
"NYPD","Police Department","Psych","Section 50","2019-11-19T00:00:00.000","2019-07-11T12:21:34.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-01-15T00:00:00.000","2018-06-29T00:00:00.000","8004","2022-08-22T00:00:00.000",,"Closed","Maintenance Worker"
"NYPD","Police Department","Character","Section 50","2019-01-11T00:00:00.000","2018-11-29T14:37:01.000","5306","2021-03-03T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-01T00:00:00.000","2018-05-15T11:12:50.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-09-17T00:00:00.000","2019-09-05T12:23:35.000",,,,"Closed",
"NYCTA","Transit Authority","Score","Section 50","2019-03-22T00:00:00.000","2018-11-28T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-28T00:00:00.000","2018-05-18T15:42:14.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist Software"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-06-04T00:00:00.000","2018-11-05T00:00:00.000","8001","2022-06-06T00:00:00.000",,"Closed","Probation Officer"
"NYPD","Police Department","Psych","Section 50","2019-05-23T00:00:00.000","2019-03-25T21:02:16.000","4310","2019-12-28T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-17T00:00:00.000","2018-12-03T00:00:00.000","7032","2022-12-19T00:00:00.000",,"Closed","Steam Fitter"
"NYPD","Police Department","Medical","Section 50","2019-03-08T00:00:00.000","2018-12-05T12:16:36.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-30T00:00:00.000","2019-05-07T12:50:59.000","8041",,,"Closed","Administrative Contract Specialist"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-23T00:00:00.000","2018-12-07T00:00:00.000","7032","2022-12-19T00:00:00.000",,"Closed","Steam Fitter"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-08-09T00:00:00.000","2019-05-30T00:00:00.000","9006","2023-05-01T00:00:00.000",,"Closed","Deckhand"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-09-30T00:00:00.000","2019-08-07T00:00:00.000","9006","2023-05-01T00:00:00.000",,"Closed","Deckhand"
