"intake_date","source","language","request_type","topic","outcome","industry","city","state","zip","borough_name","community_district","council_district"
"2021-12-15T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Multiple Outcomes (2)",,,,,,,
"2020-06-23T00:00:00.000","Call from Hotline","English","Information Request","Living Wage","Information Provided",,,,,,,
"2016-09-28T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-01-29T00:00:00.000","Call from 311","Spanish","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2020-11-23T00:00:00.000","Call from Hotline","Spanish","Information Request","Health & Safety","Information Provided",,,,,,,
"2015-12-23T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-08-12T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2019-06-13T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2019-10-18T00:00:00.000","E-form from 311","English","Information Request","Other","Information Provided",,,,,,,
"2022-01-05T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2018-03-19T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-02-18T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-04-16T00:00:00.000","Walk-In","English","Information Request","Wage & Hour","Information Provided",,"West Bronx","NY","10457","Bronx","6","15"
"2020-07-28T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-02-16T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-03-17T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-10-25T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-11-01T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-06-22T00:00:00.000","E-form from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-12-26T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2022-01-05T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Multiple Outcomes (2)",,,,,,,
"2015-05-14T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-02-11T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-09-21T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2020-02-20T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-03-21T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-07-27T00:00:00.000","Email","English","Information Request","Temporary Schedule Change","Information Provided",,,,,,,
"2020-07-06T00:00:00.000","Call from Hotline","English","Information Request","Other","Multiple Outcomes (2)",,,,,,,
"2021-02-08T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2021-10-27T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-06-28T00:00:00.000","Direct Call","English","Information Request","Fair Workweek","Information Provided",,,,,,,
"2016-03-09T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-03-02T00:00:00.000","Direct Call","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2014-12-09T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2014-09-29T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-03-21T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2021-11-30T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2021-06-29T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2020-02-21T00:00:00.000","Call from 311","Spanish","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2018-07-11T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-08-24T00:00:00.000","Direct Call","English","Information Request","Other","Information Provided",,,,,,,
"2020-12-01T00:00:00.000","Call from Hotline","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2020-09-03T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2021-07-12T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2020-09-22T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-12-16T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-03-26T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Multiple Outcomes (2)","Full-Service Restaurants","Park Slope","NY","11215","Brooklyn","6","39"
"2021-08-17T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-11-15T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-12-19T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2018-08-14T00:00:00.000","Call from 311","English","Information Request","Other","Information Provided",,,,,,,
"2020-12-10T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2022-02-26T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-04-20T00:00:00.000","Email","English","Information Request","Other","Multiple Outcomes (2)",,,,,,,
"2020-06-24T00:00:00.000","Call from Hotline","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2020-09-18T00:00:00.000","Call from Hotline","Turkish","Information Request","Other","Information Provided",,,,,,,
"2017-01-17T00:00:00.000","Direct Call","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-08-26T00:00:00.000","Call from Hotline","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2014-11-06T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-03-24T00:00:00.000","Call from 311","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2021-05-07T00:00:00.000","Direct Call","Russian","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-07-13T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2014-09-04T00:00:00.000","Direct Call","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-09-05T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2018-12-14T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-07-22T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-07-12T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-10-22T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-04-13T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2020-03-22T00:00:00.000","E-form from Mayor's Office","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2022-01-19T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-11-08T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-04-16T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-12-22T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2021-07-15T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-04-15T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2014-08-22T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-10-15T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-10-20T00:00:00.000","Call from Hotline","Spanish","Information Request","Other","Information Provided",,,,,,,
"2020-09-16T00:00:00.000","Direct Call","Spanish","Information Request","Wage & Hour","Information Provided",,,,,,,
"2018-06-26T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2021-03-17T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2015-05-12T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-05-02T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-11-03T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2020-07-22T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Multiple Outcomes (2)",,,,,,,
"2021-02-09T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-05-15T00:00:00.000","Direct Call","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-06-30T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-10-09T00:00:00.000","Call from Hotline","English","Information Request","Unemployment Insurance","Information Provided",,,,,,,
"2018-06-26T00:00:00.000","Call from 311","English","Information Request","Fair Workweek","Information Provided",,,,,,,
"2020-01-06T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Multiple Outcomes (2)",,,,,,,
"2019-09-20T00:00:00.000","Call from 311","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2020-01-06T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-07-01T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2019-10-01T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-11-19T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2021-02-11T00:00:00.000","Call from Hotline","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2015-01-14T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-03-13T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-11-30T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-01-29T00:00:00.000","Email","English","Information Request","Discrimination/Harassment","Information Provided",,,,,,,
"2021-02-09T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2017-11-22T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-03-02T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-03-10T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-04-09T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-12-01T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2015-07-10T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-03-24T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2020-07-02T00:00:00.000","Direct Call","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2019-04-18T00:00:00.000","Call from 311","English","Information Request","Other","Information Provided",,,,,,,
"2020-05-06T00:00:00.000","Email","English","Information Request","Health & Safety","Multiple Outcomes (2)",,,,,,,
"2019-11-20T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2022-01-07T00:00:00.000","Email","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-06-03T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-10-21T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-04-23T00:00:00.000","Call from 311","English","Information Request","Unemployment Insurance","Information Provided",,,,,,,
"2020-09-23T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-02-04T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-07-08T00:00:00.000","Call from Hotline","Spanish","Information Request","Other","Information Provided",,,,,,,
"2016-07-11T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-12-21T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-10-11T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-04-10T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-04-30T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-09-20T00:00:00.000","Mail","English","Information Request","Discrimination/Harassment","Information Provided",,,,,,,
"2014-10-10T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-05-20T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-08-28T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-09-05T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-12-12T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-08-27T00:00:00.000","Call from Hotline","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-05-14T00:00:00.000","Email","English","Information Request","Unemployment Insurance","Information Provided",,,,,,,
"2018-12-15T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-06-19T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-08-04T00:00:00.000","Call from Hotline","English","Information Request","Unemployment Insurance","Information Provided",,,,,,,
"2021-11-10T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2020-07-28T00:00:00.000","Call from Hotline","English","Information Request","Multiple Topics (2)","Assigned for Review",,,,,,,
"2021-03-02T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Assigned for Review","Supermarkets and Other Grocery (except Convenience) Stores","North Riverdale","NY","10471","Outside NYC","8","11"
"2015-01-02T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-08-28T00:00:00.000","Call from Hotline","Spanish","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2021-03-11T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-05-05T00:00:00.000","Direct Call","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2019-01-11T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2016-11-18T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-11-27T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-09-01T00:00:00.000","Direct Call","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2015-09-25T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-03-24T00:00:00.000","Call from Hotline","English","Information Request","Unemployment Insurance","Information Provided",,,,,,,
"2020-12-07T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2017-08-03T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-11-03T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-03-30T00:00:00.000","Email","English","Information Request","Health & Safety","Assigned for Review","Home Health Care Services","New York","NY","10004","Manhattan","1","1"
"2019-09-20T00:00:00.000","Call from 311","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2019-04-09T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-03-11T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-04-01T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided","Security Guards and Patrol Services","New York","NY","10038","Manhattan",,
"2020-06-11T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-01-03T00:00:00.000","Email","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-02-28T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-04-27T00:00:00.000",,"English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2022-01-06T00:00:00.000",,"English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-06-29T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-08-21T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2014-10-16T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-04-07T00:00:00.000","Call from 311","English","Information Request","Other","Information Provided",,,,,,,
"2018-08-16T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2020-01-07T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2014-12-08T00:00:00.000","Direct Call","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-05-24T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-08-24T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-03-24T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2021-11-23T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-12-12T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2018-09-18T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2020-04-01T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-02-03T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2017-12-11T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-12-19T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-04-19T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-10-10T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2020-05-09T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-05-07T00:00:00.000","Email","English","Information Request","Health & Safety","Multiple Outcomes (2)",,,,,,,
"2017-01-26T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2014-11-26T00:00:00.000","Call from 311","Mandarin","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-10-09T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2017-04-21T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-08-13T00:00:00.000","Email","English","Information Request","Unemployment Insurance","Multiple Outcomes (2)",,,,,,,
"2020-06-08T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2018-09-25T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2021-01-29T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-07-21T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-01-28T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-11-16T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2014-09-16T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-11-17T00:00:00.000","Direct Call","English","Information Request","Other","Information Provided",,,,,,,
"2020-03-07T00:00:00.000","Email","English","Information Request","Wage & Hour","Assigned for Review","Retail Trade","New York","NY","10012","Manhattan","2","1"
"2021-11-27T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2018-07-05T00:00:00.000","Call from 311","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2018-07-24T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-04-24T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-01-03T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-09-30T00:00:00.000","E-form from Mayor's Office","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-04-23T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2022-01-31T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-05-13T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2021-06-01T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-09-18T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-05-11T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-10-09T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Assigned for Referral Review",,,,,,,
"2021-06-10T00:00:00.000","Direct Call","English","Information Request","Other","Information Provided",,,,,,,
"2020-07-24T00:00:00.000","Email","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2021-02-09T00:00:00.000","Call from Hotline","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-10-11T00:00:00.000","Call from 311","English","Information Request","Discrimination/Harassment","Information Provided",,,,,,,
"2021-09-20T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2018-08-29T00:00:00.000","Email","English","Information Request","Wage & Hour","Multiple Outcomes (2)",,,,,,,
"2018-05-14T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-07-01T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2021-05-05T00:00:00.000","Call from Hotline","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2014-08-14T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-03-08T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2020-04-28T00:00:00.000","Direct Call","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2021-03-22T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-08-14T00:00:00.000","Call from 311","English","Information Request","Temporary Schedule Change","Information Provided",,,,,,,
"2021-07-14T00:00:00.000","Email","English","Information Request","Fair Scheduling - Fast Food","Information Provided",,,,,,,
"2019-10-11T00:00:00.000","Call from 311","English","Information Request","Multiple Topics (2)","Assigned for Referral Review",,,,,,,
"2021-02-11T00:00:00.000","Direct Call","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-03-22T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-03-30T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-07-11T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-06-30T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-06-25T00:00:00.000","E-form from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-03-31T00:00:00.000","Direct Call","English","Information Request","Other","Information Provided",,,,,,,
"2020-08-27T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Assigned for Review","Employment Placement Agencies","New York","NY","10119","Manhattan","5","3"
"2018-09-28T00:00:00.000","Call from 311","English","Information Request","Fair Workweek","Information Provided",,,,,,,
"2022-02-18T00:00:00.000","Call from 311","English","Information Request","Fair Scheduling - Retail","Information Provided",,,,,,,
"2019-08-16T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-09-29T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2021-01-07T00:00:00.000","Call from Hotline","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-11-24T00:00:00.000","Direct Call","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-11-05T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2015-03-25T00:00:00.000","Direct Call","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-10-02T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-09-25T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-10-28T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-04-02T00:00:00.000","Call from Hotline","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-10-20T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2022-01-19T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-12-20T00:00:00.000","Direct Call","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-06-06T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-11-06T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-07-20T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2022-02-11T00:00:00.000","Email","English","Information Request","Discrimination/Harassment","Information Provided",,,,,,,
"2022-02-07T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2014-11-06T00:00:00.000","Direct Call","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-07-28T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2022-01-07T00:00:00.000","E-form from Mayor's Office","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-10-06T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
