"event_name","event_description","event_url","local_start_time","local_end_time","capacity","status","category_name","subcategory_name","format_name","address_1","address_2","city","region","postal_code","country","venue_name","ticket_name","ticket_description","ticket_on_sale_status","ticket_quantity_total","ticket_quantity_sold","ticket_sales_start","ticket_sales_end","organizer_name","organizer_description","organizer_url"
"SBS-PTAC: Selling to Government Webinar, 11/17/2020","Learn how the government can become your customer!","https://www.eventbrite.com/e/sbs-ptac-selling-to-government-webinar-11172020-registration-117264602583","2020-11-17T15:00:00.000","2020-11-17T17:00:00.000","200","live","Business & Professional","Career","Class, Training, or Workshop",,,,,,,,"General Admission","All workshop attendees are required to be registered individually for this workshop.","NOT_YET_ON_SALE","200","0","2020-09-26T09:00:00.000Z","2020-11-17T03:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Social Media Marketing, BROOKLYN 9/16/2020","◀︎WEBINAR | Social Media Marketing, BROOKLYN 9/16/2020","https://www.eventbrite.com/e/webinar-social-media-marketing-brooklyn-9162020-tickets-111448096256","2020-09-16T11:00:00.000","2020-09-16T13:30:00.000","200","live","Business & Professional","Sales & Marketing","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","48","2020-06-01T04:00:00.000Z","2020-09-15T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Downtown Jamaica Storefront Improvement Program Info Session","Small businesses & property owners in Downtown Jamaica may be eligible for a grant of up to $20,000 to improve their facade. Learn more here","https://www.eventbrite.com/e/downtown-jamaica-storefront-improvement-program-info-session-tickets-117582599721","2020-09-17T14:00:00.000","2020-09-17T15:30:00.000","200","live","Business & Professional","Other","Class, Training, or Workshop",,,,,,,,"General Admission",,"AVAILABLE","200","2","2020-08-21T12:00:00.000Z","2020-09-17T18:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Building an Operational Plan_10/5/2020_DreamCenterHarlem_Virtual","Building an Operational Plan","https://www.eventbrite.com/e/building-an-operational-plan-1052020-dreamcenterharlem-virtual-tickets-120041394041","2020-10-05T18:30:00.000","2020-10-05T20:30:00.000","75","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","40","0","2020-09-09T03:29:00.000Z","2020-10-05T22:29:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Webinar**Creating Content, Your Customer Value","Creating Content, Your Customer Value","https://www.eventbrite.com/e/webinarcreating-content-your-customer-value-tickets-118164141127","2020-09-15T13:00:00.000","2020-09-15T15:00:00.000","100","live","Business & Professional","Sales & Marketing","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","6","2020-08-26T10:00:00.000Z","2020-09-15T16:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Branding & Marketing leads to GROWTH!, BROOKLYN, 9/16/2020","WEBINAR | Branding & Marketing leads to GROWTH!, BROOKLYN, 9/16/2020","https://www.eventbrite.com/e/webinar-branding-marketing-leads-to-growth-brooklyn-9162020-tickets-113641887946","2020-09-16T16:00:00.000","2020-09-16T18:00:00.000","200","live","Business & Professional","Sales & Marketing","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","41","2020-04-01T04:00:00.000Z","2020-09-15T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Signing a Commercial Lease, BROOKLYN, 10/26/2020","WEBINAR | Signing a Commercial Lease: What You Need to Know, BROOKLYN, 10/26/2020","https://www.eventbrite.com/e/webinar-signing-a-commercial-lease-brooklyn-10262020-tickets-115293176996","2020-10-26T15:00:00.000","2020-10-26T17:00:00.000","200","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","1","2020-07-01T04:00:00.000Z","2020-10-26T14:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"BID Roundtable: Managing Members","Peer-led, flexible discussion among BID staff about membership registration and database management","https://www.eventbrite.com/e/bid-roundtable-managing-members-registration-118545279121","2020-09-29T16:00:00.000","2020-09-29T17:30:00.000","100","live",,,,,,,,,,,"RSVP",,"AVAILABLE","100","0","2020-08-27T16:30:00.000Z","2020-09-29T19:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Employee vs Independent Contractor: What You Need to Know, Queens, 11/2/20","Independent Contractor vs Employee","https://www.eventbrite.com/e/employee-vs-independent-contractor-what-you-need-to-know-queens-11220-tickets-120239600883","2020-11-02T15:00:00.000","2020-11-02T17:00:00.000","100","live","Business & Professional","Startups & Small Business",,,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","0","2019-09-03T06:00:00.000Z","2020-11-02T19:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Creating a Business Idea, Queens, 9/10/20","Creating a Business Idea that Works","https://www.eventbrite.com/e/creating-a-business-idea-queens-91020-tickets-110051513038","2020-09-10T10:00:00.000","2020-09-10T13:00:00.000","100","live","Business & Professional","Startups & Small Business",,,,,,,,,"I do not own a business with active sales",,"UNAVAILABLE","50","9","2019-08-02T01:00:00.000Z","2020-09-09T16:30:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Choosing the Right Legal Structure, Queens, 9/23/20","Choosing the Right Business Structure","https://www.eventbrite.com/e/choosing-the-right-legal-structure-queens-92320-tickets-110051585254","2020-09-23T15:00:00.000","2020-09-23T16:30:00.000","100","live","Business & Professional","Startups & Small Business",,,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","4","2019-07-08T06:00:00.000Z","2020-09-23T18:59:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"SBS-PTAC: Prevailing Wage & Certified Payroll, 12/16/2020","Get the Prevailing Wage and Certified Payroll training and knowledge to help your firm stay compliant on City of New York Projects.","https://www.eventbrite.com/e/sbs-ptac-prevailing-wage-certified-payroll-12162020-registration-120144721095","2020-12-16T10:00:00.000","2020-12-16T12:00:00.000","200","live","Business & Professional","Career","Class, Training, or Workshop",,,,,,,,"General Admission","All workshop attendees are required to be registered individually for this workshop.","NOT_YET_ON_SALE","200","0","2020-10-28T04:00:00.000Z","2020-12-15T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Creating a Business Idea that Works, BROOKLYN, 10/9/2020","WEBINAR | Creating a Business Idea that Works, BROOKLYN, 10/9/2020","https://www.eventbrite.com/e/webinar-creating-a-business-idea-that-works-brooklyn-1092020-tickets-115264061912","2020-10-09T11:00:00.000","2020-10-09T13:30:00.000","200","live","Business & Professional","Sales & Marketing","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","9","2020-05-01T04:00:00.000Z","2020-10-08T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Choosing the Right Legal Structure, Queens, 10/29/20","Choosing the Right Business Structure","https://www.eventbrite.com/e/choosing-the-right-legal-structure-queens-102920-tickets-120240997059","2020-10-29T12:00:00.000","2020-10-29T13:30:00.000","100","live","Business & Professional","Startups & Small Business",,,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","0","2019-08-13T03:00:00.000Z","2020-10-28T15:59:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Business Finance 1: Getting Started, Staten Island 09/10/2020","Learn key terms and concepts in everyday language in business financial management","https://www.eventbrite.com/e/business-finance-1-getting-started-staten-island-09102020-tickets-109700414894","2020-09-10T14:00:00.000","2020-09-10T16:30:00.000","100","live","Business & Professional","Finance","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","24","2019-07-29T21:59:00.000Z","2020-09-10T17:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Email Marketing, BROOKLYN, 9/18/2020","◀︎WEBINAR | Email Marketing, BROOKLYN, 9/18/2020","https://www.eventbrite.com/e/webinar-email-marketing-brooklyn-9182020-tickets-111448834464","2020-09-18T11:00:00.000","2020-09-18T12:00:00.000","200","live","Business & Professional","Sales & Marketing","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","21","2020-06-01T04:00:00.000Z","2020-09-17T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Get Found Online: Search Engine Optimization (SEO), Queens, 10/6/20","Search Engine Optimization (SEO): Get Found Online","https://www.eventbrite.com/e/get-found-online-search-engine-optimization-seo-queens-10620-tickets-120233243869","2020-10-06T17:30:00.000","2020-10-19T20:00:00.000","100","live","Business & Professional","Sales & Marketing","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","0","2019-08-20T08:00:00.000Z","2020-10-06T20:59:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"SBS-PTAC: Selling to Government Webinar, 12/01/2020","Learn how the government can become your customer!","https://www.eventbrite.com/e/sbs-ptac-selling-to-government-webinar-12012020-registration-117264179317","2020-12-01T10:00:00.000","2020-12-01T12:00:00.000","200","live","Business & Professional","Career","Class, Training, or Workshop",,,,,,,,"General Admission","All workshop attendees are required to be registered individually for this workshop.","NOT_YET_ON_SALE","200","0","2020-10-20T04:00:00.000Z","2020-11-30T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Food Retail: Operating Like a Pro, BROOKLYN 9/9/2020","WEBINAR | Food Retail: Operating Like a Pro, BROOKLYN 9/9/2020","https://www.eventbrite.com/e/webinar-food-retail-operating-like-a-pro-brooklyn-992020-tickets-112025808208","2020-09-09T11:00:00.000","2020-09-09T14:00:00.000","200","started","Business & Professional",,"Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"UNAVAILABLE","100","42","2020-06-01T04:00:00.000Z","2020-09-09T15:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Recruitment Assistance for Small Businesses, Lower Manhattan, 9/16/2020","Recruitment Assistance for Small Businesses","https://www.eventbrite.com/e/recruitment-assistance-for-small-businesses-lower-manhattan-9162020-tickets-117339600905","2020-09-16T15:00:00.000","2020-09-16T16:00:00.000","100","live",,,,,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","6","2019-08-07T23:59:00.000Z","2020-09-16T13:27:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"優化搜索引擎（SEO), Lower Manhattan, 9/16/2020","優化搜索引擎（SEO）","https://www.eventbrite.com/e/seo-lower-manhattan-9162020-tickets-120060196279","2020-09-16T19:00:00.000","2020-09-16T21:00:00.000","100","live",,,,,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","0","2019-08-07T03:59:00.000Z","2020-09-16T00:21:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"WEBINAR: Select the Right Business Structure, Washington Heights, 9/22/2020","How to Select the Right Business Structure!","https://www.eventbrite.com/e/webinar-select-the-right-business-structure-washington-heights-9222020-tickets-118557481619","2020-09-22T10:00:00.000","2020-09-22T12:30:00.000","200","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","2","2019-07-01T22:59:00.000Z","2020-09-21T17:59:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Construyendo Su Propio Sitio Web Comercial, BROOKLYN 9/29/2020","WEBINAR | Construyendo Su Propio Sitio Web Comercial, BROOKLYN 9/29/2020","https://www.eventbrite.com/e/webinar-construyendo-su-propio-sitio-web-comercial-brooklyn-9292020-tickets-111464094106","2020-09-29T14:30:00.000","2020-09-29T16:00:00.000","200","live","Business & Professional","Sales & Marketing","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","6","2020-06-01T04:00:00.000Z","2020-09-28T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Human Resources and the Small Business Owner, BROOKLYN 9/14/20","WEBINAR | Human Resources and the Small Business Owner, BROOKLYN 9/14/20","https://www.eventbrite.com/e/webinar-human-resources-and-the-small-business-owner-brooklyn-91420-tickets-111441494510","2020-09-14T16:00:00.000","2020-09-14T18:00:00.000","200","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","36","2020-06-01T04:00:00.000Z","2020-09-14T15:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Legal Essentials for Doing Business Online, Queens, 9/15/20","Legal Essentials for Doing Business Online","https://www.eventbrite.com/e/legal-essentials-for-doing-business-online-queens-91520-tickets-110146581390","2020-09-15T15:00:00.000","2020-09-15T18:00:00.000","100","live","Business & Professional","Startups & Small Business",,,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","13","2019-08-13T06:00:00.000Z","2020-09-14T18:59:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Creating a Business Idea that Works_DreamCenterHarlem_Virtual_9/21/2020","Creating A Business Idea that Works","https://www.eventbrite.com/e/creating-a-business-idea-that-works-dreamcenterharlem-virtual-9212020-tickets-119169867281","2020-09-21T18:30:00.000","2020-09-21T20:30:00.000","80","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","40","5","2020-08-19T03:29:00.000Z","2020-09-21T22:29:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Choosing the Right Legal Structure for Your Biz, Webinar, Bronx 09/24/2020","Choosing the Right Legal Structure for Your Business and Protecting Your Personal Assets","https://www.eventbrite.com/e/choosing-the-right-legal-structure-for-your-biz-webinar-bronx-09242020-tickets-116147667801","2020-09-24T14:00:00.000","2020-09-24T16:00:00.000","200","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","19","2020-08-03T15:00:00.000Z","2020-09-24T18:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"SBS-PTAC: Understanding Insurance Requirements Webinar, 09/16/2020","Join us online to learn about best practices for identifying and maintaining business insurance.","https://www.eventbrite.com/e/sbs-ptac-understanding-insurance-requirements-webinar-09162020-tickets-110197455556","2020-09-16T10:00:00.000","2020-09-16T12:00:00.000","200","live","Business & Professional","Career","Class, Training, or Workshop",,,,,,,,"General Admission","All workshop attendees are required to be registered individually for this workshop.","AVAILABLE","200","56","2020-07-28T13:00:00.000Z","2020-09-16T13:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | GOdigital!, BROOKLYN 10/6/2020","WEBINAR | GOdigital!, BROOKLYN 10/6/2020","https://www.eventbrite.com/e/webinar-godigital-brooklyn-1062020-tickets-115261072972","2020-10-06T11:00:00.000","2020-10-06T13:00:00.000","200","live","Business & Professional","Sales & Marketing","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","0","2020-06-01T04:00:00.000Z","2020-10-05T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"WEBINAR:Creating Content Your Customers Value, WashingtonHeights, 9/10/2020","Creating Content Your Customers Value","https://www.eventbrite.com/e/webinarcreating-content-your-customers-value-washingtonheights-9102020-tickets-118554709327","2020-09-10T13:00:00.000","2020-09-10T15:30:00.000","100","live","Business & Professional",,"Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","41","2019-06-26T23:59:00.000Z","2020-09-10T18:59:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
