"providertype","dfta_id","programname","sponsorname","programaddress","programcity","programstate","programzipcode","borough","programphone","dfta_funded","monhouropen","monhourclose","tuehouropen","tuehourclose","wedhouropen","wedhourclose","thuhouropen","thuhourclose","frihouropen","frihourclose","sathouropen","sathourclose","sunhouropen","sunhourclose","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","geocoded_column"
"SOCIAL ADULT DAY CARE SERVICES","S23701","FRANKLIN SOCIAL ADULT DAY CARE PROGRAM","Franklin Social Adult Day Care Program","45-15 162ND ST  SUITE 102","FLUSHING","NY","11358","Queens","718-762-4561","N","07:30","03:30","07:30","03:30","07:30","03:30","07:30","03:30","07:30","03:30","07:30","03:30","07:30","03:30","40.755742","-73.804605","407","20","1191","4123256","4054410032","East Flushing","
,  
(40.755742, -73.804605)"
"SOCIAL ADULT DAY CARE SERVICES","S57401","LOVE AND CARE SOCIAL ADULT DAY CENTER","Love And Care Social Adult Day Center","3379 SHORE PKWY","BROOKLYN","NY","11235","Brooklyn","718-872-5341","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","40.584908","-73.95076","315","48","600","3247036","3087720026","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","
,  
(40.584908, -73.95076)"
"SOCIAL ADULT DAY CARE SERVICES","S37501","SNAPS OPEN DOOR SOCIAL ADULT DAY PROGRAM SERVICES NOW FOR AD","Snaps Open Door Social Adult Day Program Services Now For Ad","80-45 WINCHESTER BLVD  BLDG 4  CBU 29","QUEENS VILLAGE","NY","11427","Queens","718-683-4140","N","00:00","00:00","00:00","00:00","09:30","02:30","00:00","00:00","00:00","00:00","00:00","00:00","00:00","00:00","40.737685","-73.734021","413","23","1567","4537294","4078800400","Bellerose","
,  
(40.737685, -73.734021)"
"SOCIAL ADULT DAY CARE SERVICES","S35701","NEW AGE SOCIAL ADULT DAY CARE INC","New Age Social Adult Day Care Inc","5020 AVE N","BROOKLYN","NY","11234","Brooklyn","646-894-0257","N","08:00","07:00","08:00","07:00","08:00","07:00","08:00","07:00","08:00","07:00","00:00","00:00","00:00","00:00","40.618961","-73.926583","318","46","682","3220969","3078950052","Flatlands","
,  
(40.618961, -73.926583)"
"SOCIAL ADULT DAY CARE SERVICES","S39801","SECOND FAMILY LLC","Second Family Llc","203 EAST 121 STREET","NEW YORK","NY","10035","Manhattan","718-916-7949","N","08:30","05:30","08:30","05:30","08:00","05:30","08:30","05:30","08:30","05:30","00:00","00:00","08:30","04:00","40.800992","-73.937315","111","8","194","1088270","1017860001","East Harlem North","
,  
(40.800992, -73.937315)"
"SOCIAL ADULT DAY CARE SERVICES","S41501","A PLUS ADULT DAYCARE CENTER","A Plus Adult Daycare Center","15 BAY 29TH STREET  STE 1A","BROOKLYN","NY","11214","Brooklyn","718-513-0882","N","07:30","02:00","07:30","02:00","07:30","02:00","07:30","02:00","07:30","02:00","07:30","02:00","00:00","00:00","40.601953","-73.995056","311","47","290","3167061","3063807501","Bensonhurst West","
,  
(40.601953, -73.995056)"
"SOCIAL ADULT DAY CARE SERVICES","S10101","LONGEVITY ADULT DAY CARE CENTER LLC","Longevity Adult Day Care Center Llc","285 GRAND ST  FL 2","NEW YORK","NY","10002","Manhattan","212-966-1378","N","09:00","01:30","09:00","01:30","09:00","01:30","09:00","01:30","09:00","01:30","09:00","01:30","00:00","00:00","40.71773","-73.992493","103","1","16","1077601","1003060022","Chinatown","
,  
(40.71773, -73.992493)"
"SOCIAL ADULT DAY CARE SERVICES","S15701","JOYFUL DAY CENTER INC","Joyful Day Center Inc","139-39 35TH AVE  CF-A","FLUSHING","NY","11354","Queens","917-285-2202","N","08:00","02:30","08:00","02:30","08:00","02:30","08:00","02:30","08:00","02:30","08:00","02:30","00:00","00:00","40.765445","-73.827218","407","20","1161","4534595","4049947505","Flushing","
,  
(40.765445, -73.827218)"
"SOCIAL ADULT DAY CARE SERVICES","S13101","THE THREE COPTIC BROTHERS CORP","The Three Coptic Brothers Corp","2297 CONEY ISLAND AVE","BROOKLYN","NY","11223","Brooklyn","718-645-4500","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.601068","-73.961389","315","48","556","3196638","3072900056","Homecrest","
,  
(40.601068, -73.961389)"
"SOCIAL ADULT DAY CARE SERVICES","S21901","EAST RED ADULT DAY CARE CENTER LIMITED","East Red Adult Day Care Center Limited","37 CATHERINE ST  GROUND FLOOR","NEW YORK","NY","10038","Manhattan","212-608-1710","N","08:30","02:00","08:30","02:00","08:30","02:00","08:30","02:00","08:30","02:00","09:00","02:30","00:00","00:00","40.712312","-73.996992","103","1","8","1003359","1002770054","Chinatown","
,  
(40.712312, -73.996992)"
"SOCIAL ADULT DAY CARE SERVICES","S6301","MELODY ADULT DAY CARE CENTER, INC.","Melody Adult Day Care Center, Inc.","3040 W 22ND ST  1ST FLOOR","BROOKLYN","NY","11224","Brooklyn","718-373-3300","N","00:00","00:00","09:00","06:00","00:00","00:00","09:00","06:00","09:00","06:00","09:00","06:00","09:00","01:00","40.573267","-73.988553","313","47","352","3411911","3070710019","Seagate-Coney Island","
,  
(40.573267, -73.988553)"
"SOCIAL ADULT DAY CARE SERVICES","S14501","CORONA SOCIAL DAY CARE INC.","Corona Social Day Care Inc.","108-02 OTIS AVENUE","CORONA","NY","11368","Queens","718-271-1678","N","08:30","03:00","08:30","03:00","08:30","03:00","08:30","03:00","08:30","03:00","09:00","02:00","00:00","00:00","40.741223","-73.853733","404","21","439","4048288","4019620001","Corona","
,  
(40.741223, -73.853733)"
"SOCIAL ADULT DAY CARE SERVICES","S36301","QUEENS BOROUGH ADULT DAY CARE, LLC","Queens Borough Adult Day Care, Llc","61-04 LAUREL HILL BLVD","WOODSIDE","NY","11377","Queens","718-353-1740","N","08:30","06:30","08:30","06:30","08:30","06:30","08:30","06:30","08:30","06:30","08:30","06:30","00:00","00:00","40.738051","-73.903505","402","30","243","4053878","4023340015","Elmhurst-Maspeth","
,  
(40.738051, -73.903505)"
"SOCIAL ADULT DAY CARE SERVICES","S25101","ZHIQING SOCIAL DAY CARE INC.","Zhiqing Social Day Care Inc.","34-20 LINDEN PLACE  PARTIAL FLOOR ONE AND FLOOR TWO  LINDEN","FLUSHING","NY","11354","Queens","718-445-0750","N","07:00","01:00","07:00","01:00","07:00","01:00","07:00","01:00","07:00","01:00","07:00","01:00","08:30","02:00","40.766283","-73.831339","407","20","869","4112007","4049500018","Flushing","
,  
(40.766283, -73.831339)"
"SOCIAL ADULT DAY CARE SERVICES","S47501","ALL COMMUNITY ADULT DAY CENTERS, INC.","All Community Adult Day Centers, Inc.","13226 AVERY AVE","FLUSHING","NY","11355","Queens","718-353-0188","N","07:00","04:00","07:00","04:00","07:00","04:00","07:00","04:00","07:00","04:00","07:00","04:00","07:00","04:00","40.752513","-73.831839","407","20","79702","4540147","4051057504","Flushing","
,  
(40.752513, -73.831839)"
"SOCIAL ADULT DAY CARE SERVICES","S15401","RISHAVENA SOCIAL ADULT DAY CARE INC.","Rishavena Social Adult Day Care Inc.","2260 FLATBUSH AVE  1ST FLOOR","BROOKLYN","NY","11234","Brooklyn","718-907-2900","N","09:00","02:00","10:00","02:00","09:00","08:00","10:00","02:00","09:00","08:00","00:00","00:00","00:00","00:00","40.614922","-73.928388","318","46","652","3239481","3084860071","Georgetown-Marine Park-Bergen Beach-Mill Basin","
,  
(40.614922, -73.928388)"
"SOCIAL ADULT DAY CARE SERVICES","S36001","ACCESS SADC LLC","Access Sadc Llc","4224 CHURCH AVE","BROOKLYN","NY","11203","Brooklyn","347-645-3265","N","08:30","06:30","08:30","06:30","08:30","06:30","08:30","06:30","08:30","06:30","12:00","05:00","00:00","00:00","40.651381","-73.937776","317","45","858","3327770","3048960007","East Flatbush-Farragut","
,  
(40.651381, -73.937776)"
"SOCIAL ADULT DAY CARE SERVICES","S12801","SELFHELP ALZHEIMERS RESOURCE PROGRAM","Selfhelp Alzheimers Resource Program","208-11 26TH AVE  1ST FLOOR","BAYSIDE","NY","11360","Queens","718-631-1886","Y","10:00","03:00","10:00","03:00","10:00","03:00","10:00","03:00","10:00","03:00","00:00","00:00","00:00","00:00","40.776381","-73.783798","407","19","99704","4130866","4058630250","Ft. Totten-Bay Terrace-Clearview","
,  
(40.776381, -73.783798)"
"SOCIAL ADULT DAY CARE SERVICES","S16101","A & D ADULT DAY CARE CENTER INC.","A & D Adult Day Care Center Inc.","2015 BATH AVE  UPPER LEVEL","BROOKLYN","NY","11214","Brooklyn","718-372-9888","N","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","40.60116","-74.001116","311","43","286","3378290","3064090062","Bath Beach","
,  
(40.60116, -74.001116)"
"SOCIAL ADULT DAY CARE SERVICES","S13701","GOLDEN FLEECE LLC","Golden Fleece Llc","1519 MERMAID AVE","BROOKLYN","NY","11224","Brooklyn","347-492-5381","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","00:00","00:00","40.576834","-73.982948","313","47","348","3402567","3070220049","Seagate-Coney Island","
,  
(40.576834, -73.982948)"
"SOCIAL ADULT DAY CARE SERVICES","S50501","ROCKGATE SOCIAL ADULT DAY CARE","Rockgate Social Adult Day Care","1221 BEDFORD AVENUE","BROOKLYN","NY","11216","Brooklyn","347-645-5790","N","09:00","02:00","09:00","02:00","09:00","02:00","00:00","00:00","00:00","00:00","00:00","00:00","00:00","00:00","40.681559","-73.95354","303","36","245","3052565","3018370002","Bedford","
,  
(40.681559, -73.95354)"
"SOCIAL ADULT DAY CARE SERVICES","S58301","FRIENDLY CONNECTIONS","Friendly Connections","343 NOSTRAND AVENUE","BROOKLYN","NY","11216","Brooklyn","718-305-4888","N","07:00","04:00","07:00","04:00","07:00","04:00","07:00","04:00","07:00","04:00","00:00","00:00","00:00","00:00","40.686504","-73.950785","303","36","251","3395305","3018087501","Bedford","
,  
(40.686504, -73.950785)"
"SOCIAL ADULT DAY CARE SERVICES","S7701","DIVERSIFIED SOCIAL ADULT DAY CARE INC.","Diversified Social Adult Day Care Inc.","8840 80TH ST","WOODHAVEN","NY","11421","Queens","718-880-9441","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","40.6892","-73.861477","409","30","4","4183278","4089100016","Woodhaven","
,  
(40.6892, -73.861477)"
"SOCIAL ADULT DAY CARE SERVICES","S32701","DYKER HEIGHTS ADULT DAYCARE CENTER INC.","Dyker Heights Adult Daycare Center Inc.","6602 11TH AVE","BROOKLYN","NY","11219","Brooklyn","718-238-3869","N","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","00:00","00:00","40.627952","-74.006658","310","43","210","3142413","3057580037","Dyker Heights","
,  
(40.627952, -74.006658)"
"SOCIAL ADULT DAY CARE SERVICES","S52501","EVERGREEN SENIOR DAYCARE CENTER","Evergreen Senior Daycare Center","949 59TH STREET","BROOKLYN","NY","11219","Brooklyn","718-851-3088","N","07:00","05:00","07:00","05:00","07:00","05:00","07:00","05:00","07:00","05:00","07:00","02:00","07:00","02:00","40.634179","-74.005793","312","38","116","3140597","3057010051","Borough Park","
,  
(40.634179, -74.005793)"
"SOCIAL ADULT DAY CARE SERVICES","S3201","BEAUTIFUL LIFE SOCIAL DAY CARE, LLC","Beautiful Life Social Day Care, Llc","3350 NOSTRAND AVE  1ST FLOOR","BROOKLYN","NY","11229","Brooklyn","718-676-7544","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","01:00","09:00","01:00","40.602202","-73.942237","315","46","566","3198899","3073340005","Madison","
,  
(40.602202, -73.942237)"
"SOCIAL ADULT DAY CARE SERVICES","S34801","APNA ADULT DAYCARE OF BRIGHTON LLC","Apna Adult Daycare Of Brighton Llc","236 NEPTUNE AVE  1ST FLOOR","BROOKLYN","NY","11235","Brooklyn","718-648-4300","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","40.581498","-73.962073","313","48","364","3244476","3086660662","Brighton Beach","
,  
(40.581498, -73.962073)"
"SOCIAL ADULT DAY CARE SERVICES","S26201","AMERICAN SENIOR CARE CORP.","American Senior Care Corp.","6813 20TH AVE  GROUND FLOOR","BROOKLYN","NY","11204","Brooklyn","718-513-6825","N","07:30","03:30","07:30","03:30","07:30","03:30","07:30","03:30","07:30","03:30","07:30","03:30","07:30","03:30","40.614664","-73.987783","311","47","258","3135069","3055790004","Bensonhurst West","
,  
(40.614664, -73.987783)"
"SOCIAL ADULT DAY CARE SERVICES","S12901","WOORI ADULT DAYCARE INC.","Woori Adult Daycare Inc.","45-65 162ND ST","FLUSHING","NY","11358","Queens","718-709-4747","N","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","00:00","00:00","00:00","00:00","40.7548","-73.804734","407","20","1191","4123246","4054410008","East Flushing","
,  
(40.7548, -73.804734)"
"SOCIAL ADULT DAY CARE SERVICES","S19601","HEBREW EDUCATIONAL SOCIETY OF BROOKLYN DBA KINGS BAY YM-YWHA","Hebrew Educational Society Of Brooklyn Dba Kings Bay Ym-ywha","9502 SEAVIEW AVE","BROOKLYN","NY","11236","Brooklyn","718-648-7703","N","09:00","01:00","09:00","01:00","09:00","01:00","00:00","00:00","09:00","01:00","00:00","00:00","00:00","00:00","40.632808","-73.89122","318","46","1028","3235056","3083180008","Canarsie","
,  
(40.632808, -73.89122)"
"SOCIAL ADULT DAY CARE SERVICES","S12001","SECOND HOME SOCIAL ADULT DAY CARE OF 86TH STREET L.L.C.","Second Home Social Adult Day Care Of 86th Street L.l.c.","2444 86TH ST","BROOKLYN","NY","11214","Brooklyn","718-517-2444","N","08:00","06:00","08:00","06:00","08:00","06:00","08:00","06:00","08:00","03:00","08:00","06:00","08:00","06:00","40.598615","-73.988362","311","47","300","3185589","3068650043","Bensonhurst East","
,  
(40.598615, -73.988362)"
"SOCIAL ADULT DAY CARE SERVICES","S28001","GOJ INC. DBA GARDEN OF JOY SADC","Goj Inc. Dba Garden Of Joy Sadc","3152 BRIGHTON 6TH ST  1ST FLOOR","BROOKLYN","NY","11235","Brooklyn","917-818-1729","N","09:00","05:30","09:00","05:30","09:00","05:30","09:00","05:30","09:00","05:30","00:00","00:00","09:00","01:00","40.575728","-73.961137","313","48","36002","3245103","3086900083","Brighton Beach","
,  
(40.575728, -73.961137)"
"SOCIAL ADULT DAY CARE SERVICES","S39001","HAPPY ANGEL CARE INC","Happy Angel Care Inc","135-37 37TH AVE 1ST FLOOR  1ST FLOOR","FLUSHING","NY","11354","Queens","917-285-2648","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","40.761326","-73.831748","407","20","869","4530874","4049717501","Flushing","
,  
(40.761326, -73.831748)"
"SOCIAL ADULT DAY CARE SERVICES","S58101","4EVER GOOD ADULT DAYCARE INC","4ever Good Adult Daycare Inc","2980 RICHMOND TERRACE","STATEN ISLAND","NY","10303","Staten Island","718-524-4564","N","08:30","02:00","08:30","02:00","08:30","02:00","08:30","02:00","08:30","02:00","00:00","00:00","00:00","00:00","40.636951","-74.15951","501","49","223","5027769","5012270063","Mariner's Harbor-Arlington-Port Ivory-Graniteville","
,  
(40.636951, -74.15951)"
"SOCIAL ADULT DAY CARE SERVICES","S12301","GOOD FORTUNE ADULT DAY CARE CENTER LLC","Good Fortune Adult Day Care Center Llc","3516 NOSTRAND AVE","BROOKLYN","NY","11229","Brooklyn","718-513-1331","N","09:00","04:00","09:00","04:00","09:00","04:00","09:00","04:00","09:00","04:00","09:00","04:00","00:00","00:00","40.598227","-73.941477","315","48","59402","3201577","3073860106","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","
,  
(40.598227, -73.941477)"
"SOCIAL ADULT DAY CARE SERVICES","S35601","ASIAN ELDERS DAY CARE CENTER INC.","Asian Elders Day Care Center Inc.","812 54TH ST  1ST FLOOR","BROOKLYN","NY","11220","Brooklyn","718-633-2883","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","40.638557","-74.005531","312","38","106","3139119","3056720011","Sunset Park East","
,  
(40.638557, -74.005531)"
"SOCIAL ADULT DAY CARE SERVICES","S34001","HAPPY LIFE INC.","Happy Life Inc.","1113 BRIGHTON BEACH AVE  3RD FLOOR","BROOKLYN","NY","11235","Brooklyn","718-676-5588","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","40.577865","-73.956431","313","48","61004","3245642","3087160061","Brighton Beach","
,  
(40.577865, -73.956431)"
"SOCIAL ADULT DAY CARE SERVICES","S55901","HEART TO HEART SOCIAL ADULT SERVICES LLC","Heart To Heart Social Adult Services Llc","610 EAST 168TH STREET","BRONX","NY","10456","Bronx","718-305-6290","N","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","00:00","00:00","00:00","00:00","40.830183","-73.903223","203","16","185","2113111","2026140019","Morrisania-Melrose","
,  
(40.830183, -73.903223)"
"SOCIAL ADULT DAY CARE SERVICES","S11501","CENTERS ADULT DAY CARE, LLC","Centers Adult Day Care, Llc","91 TOMPKINS AVENUE","STATEN ISLAND","NY","10304","Staten Island","718-876-4331","N","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","00:00","00:00","00:00","00:00","40.622968","-74.078742","501","49","27","5110952","5005340120","Stapleton-Rosebank","
,  
(40.622968, -74.078742)"
"SOCIAL ADULT DAY CARE SERVICES","S46801","AMERICAN ADULT DAY CARE CENTER","American Adult Day Care Center","132-41 41 ROAD  GROUND FLOOR","FLUSHING","NY","11355","Queens","718-463-8889","N","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","08:00","03:00","08:00","01:00","40.755948","-73.832509","407","20","849","4534922","4050397506","Flushing","
,  
(40.755948, -73.832509)"
"SOCIAL ADULT DAY CARE SERVICES","S6501","GOLDEN TOWN ADULT DAY CARE CENTER INC.","Golden Town Adult Day Care Center Inc.","99 CANAL ST  2ND FLOOR","NEW YORK","NY","10002","Manhattan","212-966-6809","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","03:00","00:00","00:00","40.715521","-73.993911","103","1","16","1081956","1003010001","Chinatown","
,  
(40.715521, -73.993911)"
"SOCIAL ADULT DAY CARE SERVICES","S24001","RAINBOW ADULT DAY CARE LLC (DBA THE HEART)","Rainbow Adult Day Care Llc (dba The Heart)","2011 WESTCHESTER AVE","BRONX","NY","10462","Bronx","718-215-1177","N","08:30","03:30","08:30","03:30","08:30","03:30","08:30","03:30","08:30","03:30","00:00","00:00","00:00","00:00","40.83364","-73.857053","209","18","222","2116390","2039320036","Parkchester","
,  
(40.83364, -73.857053)"
"SOCIAL ADULT DAY CARE SERVICES","S59301","MOMMY SOCIAL ADULT DAY CARE","Mommy Social Adult Day Care","61-51 FRESH MEADOW LANE","FRESH MEADOWS","NY","11365","Queens","347-732-0124","N","08:30","01:30","08:30","01:30","08:30","01:30","08:30","01:30","08:30","01:30","00:00","00:00","00:00","00:00","40.737592","-73.795814","408","24","1341","4149069","4069020001","Fresh Meadows-Utopia","
,  
(40.737592, -73.795814)"
"SOCIAL ADULT DAY CARE SERVICES","S31901","KAPE HOLDINGS, LLC","Kape Holdings, Llc","163-28 NORTHERN BLVD  2R","FLUSHING","NY","11358","Queens","917-563-7317","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.761228","-73.802592","407","20","1171","4120494","4053370027","Murray Hill","
,  
(40.761228, -73.802592)"
"SOCIAL ADULT DAY CARE SERVICES","S21401","AKIVA MANAGEMENT GROUP INC. DBA DEAF WELLNESS AND RECREATION","Akiva Management Group Inc. Dba Deaf Wellness And Recreation","2825 WEST 16TH STREET","BROOKLYN","NY","11224","Brooklyn","347-662-3295","N","08:00","06:00","08:00","06:00","08:00","06:00","08:00","06:00","08:00","06:00","00:00","00:00","00:00","00:00","40.578311","-73.983999","313","47","348","3189104","3070227502","Seagate-Coney Island","
,  
(40.578311, -73.983999)"
"SOCIAL ADULT DAY CARE SERVICES","S38101","NANOOM ADULT DAY CARE INC","Nanoom Adult Day Care Inc","136-21 LATIMER PL  1A","FLUSHING","NY","11354","Queens","718-321-3403","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.766664","-73.831067","407","20","88901","4595988","4049527503","Flushing","
,  
(40.766664, -73.831067)"
"SOCIAL ADULT DAY CARE SERVICES","S36901","C R E ADULT DAY CARE CENTER INC","C R E Adult Day Care Center Inc","98-15 HORACE HARDING EXPY  1M","CORONA","NY","11368","Queens","718-592-1221","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","40.735561","-73.860251","404","21","455","4047332","4019180097","Corona","
,  
(40.735561, -73.860251)"
"SOCIAL ADULT DAY CARE SERVICES","S31301","ADVANCED SENIOR CARE INC","Advanced Senior Care Inc","220-05 JAMAICA AVE  1ST FLOOR","QUEENS VILLAGE","NY","11428","Queens","718-465-4800","N","09:30","01:30","09:30","01:30","09:30","01:30","09:30","01:30","09:30","01:30","00:00","00:00","00:00","00:00","40.719054","-73.734171","413","23","564","4229858","4107250094","Queens Village","
,  
(40.719054, -73.734171)"
"SOCIAL ADULT DAY CARE SERVICES","S21101","RISEBORO COMMUNITY PARTNERSHIP INC.","Riseboro Community Partnership Inc.","85 PALMETTO STREET","BROOKLYN","NY","11221","Brooklyn","718-676-0876","Y","08:30","04:30","08:30","04:30","08:30","04:30","08:30","05:00","08:30","04:30","00:00","00:00","00:00","00:00","40.691599","-73.91884","304","34","399","3076429","3033400020","Bushwick South","
,  
(40.691599, -73.91884)"
"SOCIAL ADULT DAY CARE SERVICES","S11901","EXCELLENCE AND SINCERITY CENTER INC","Excellence And Sincerity Center Inc","1416 AVE U  2ND FLOOR","BROOKLYN","NY","11229","Brooklyn","718-998-3888","N","08:30","03:00","08:30","03:00","08:30","03:00","08:30","03:00","08:30","03:00","08:30","03:00","00:00","00:00","40.59875","-73.957083","315","48","580","3199526","3073470006","Madison","
,  
(40.59875, -73.957083)"
"SOCIAL ADULT DAY CARE SERVICES","S20901","JM SOCIAL ADULT DAYCARE","Jm Social Adult Daycare","32 VAN BUREN STREET  1ST FLOOR","BROOKLYN","NY","11226","Brooklyn","347-446-8220","N","09:00","03:00","09:00","03:00","09:00","03:00","09:00","03:00","00:00","00:00","00:00","00:00","00:00","00:00","40.689967","-73.944011","303","36","263","3050219","3017950020","Bedford","
,  
(40.689967, -73.944011)"
"SOCIAL ADULT DAY CARE SERVICES","S44701","NEW YORK MEMORY CENTER","New York Memory Center","199 14TH STREET  1ST FLR","BROOKLYN","NY","11215","Brooklyn","718-499-7701","N","07:00","07:00","07:00","07:00","07:00","07:00","07:00","07:00","07:00","07:00","00:00","00:00","00:00","00:00","40.666966","-73.990448","306","39","141","3023430","3010340068","Park Slope-Gowanus","
,  
(40.666966, -73.990448)"
"SOCIAL ADULT DAY CARE SERVICES","S39701","ALL BORO COMMUNITY ADULT DAY CARE CENTER","All Boro Community Adult Day Care Center","2595 WEBSTER AVE","BRONX","NY","10458","Bronx","917-819-3301","N","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","00:00","00:00","40.862718","-73.889984","207","15","397","2095376","2032760001","Belmont","
,  
(40.862718, -73.889984)"
"SOCIAL ADULT DAY CARE SERVICES","S8801","CAREFIRST SOCIAL DAY CARE INC.","Carefirst Social Day Care Inc.","133-04 41ST AVE  CELLAR","FLUSHING","NY","11355","Queens","718-353-2988","N","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","00:00","00:00","40.757792","-73.830346","407","20","849","4114225","4050410002","Flushing","
,  
(40.757792, -73.830346)"
"SOCIAL ADULT DAY CARE SERVICES","S10201","SUNSET PARK SOCIAL ADULT DAY CARE LLC","Sunset Park Social Adult Day Care Llc","462 52ND ST  C2","BROOKLYN","NY","11220","Brooklyn","718-439-5323","N","09:00","03:00","09:00","03:00","09:00","03:00","09:00","03:00","09:00","03:00","10:00","03:00","10:00","03:00","40.644519","-74.012381","307","38","76","3393384","3008077502","Sunset Park West","
,  
(40.644519, -74.012381)"
"SOCIAL ADULT DAY CARE SERVICES","S8701","GOLDEN AGE OF BROOKLYN LLC","Golden Age Of Brooklyn Llc","9305 AVE L","BROOKLYN","NY","11236","Brooklyn","718-272-2400","N","09:00","03:00","09:00","03:00","09:00","03:00","09:00","03:00","09:00","04:30","00:00","00:00","00:00","00:00","40.636824","-73.898178","318","46","990","3231660","3082390006","Canarsie","
,  
(40.636824, -73.898178)"
"SOCIAL ADULT DAY CARE SERVICES","S55201","PRECIOUS HEARTS ADULT SOCIAL LLC","Precious Hearts Adult Social Llc","2198 FULTON STREET","BROOKLYN","NY","11233","Brooklyn","347-413-5900","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","01:00","08:00","01:00","40.678153","-73.908686","316","37","369","3042256","3015520035","Ocean Hill","
,  
(40.678153, -73.908686)"
"SOCIAL ADULT DAY CARE SERVICES","S38801","BETTER DAYS DAYCARE LLC","Better Days Daycare Llc","2542 BOSTON RD.","BRONX","NY","10467","Bronx","718-324-2700","N","08:00","06:00","08:00","06:00","08:00","06:00","08:00","06:00","08:00","06:00","00:00","00:00","00:00","00:00","40.86426","-73.86407","211","13","328","2095041","2044390020","Bronxdale","
,  
(40.86426, -73.86407)"
"SOCIAL ADULT DAY CARE SERVICES","S49701","1ST CHOICE SOCIAL ADULT DAY CARE","1st Choice Social Adult Day Care","8501 NEW UTRECHT AVE  1ST FLOOR","BROOKLYN","NY","11214","Brooklyn","917-757-8118","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","40.607519","-74.001685","311","47","278","3165762","3063440014","Bensonhurst West","
,  
(40.607519, -74.001685)"
"SOCIAL ADULT DAY CARE SERVICES","S27601","EXCELLENCE AND LONGEVITY CENTER, LLC","Excellence And Longevity Center, Llc","146-27 BEECH AVE  C1","FLUSHING","NY","11355","Queens","718-709-8260","N","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","00:00","00:00","40.757792","-73.81786","407","20","861","4523226","4053757502","East Flushing","
,  
(40.757792, -73.81786)"
"SOCIAL ADULT DAY CARE SERVICES","S24801","SWEET HOME SENIOR DAYCARE INC","Sweet Home Senior Daycare Inc","8701 18TH AVE  1ST FL","BROOKLYN","NY","11214","Brooklyn","718-885-5225","N","09:00","01:00","09:00","01:00","09:00","01:00","09:00","01:00","09:00","01:00","09:00","01:00","09:00","01:00","40.605315","-74.004671","311","47","278","3166589","3063690006","Bensonhurst West","
,  
(40.605315, -74.004671)"
"SOCIAL ADULT DAY CARE SERVICES","S52301","HAPPY ADULT DAY CARE NY","Happy Adult Day Care Ny","138-28 NORTHERN BLVD","FLUSHING","NY","11354","Queens","718-888-1211","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","40.76407","-73.827413","407","20","865","4113291","4050100028","Flushing","
,  
(40.76407, -73.827413)"
