"inci_no","agency","inci_pri","time_received","monthbegin","inci_type","inci_type_description","zone","time_dispatched","time_en_route","time_at_scene","ym","ymdh","mmss","dispo_cd_desc","unit","year","month","responsetimeseconds","responsetimeminutes"
"8CO0092888","P","3","2018-10-22T23:39:29.000","2018-10-01T00:00:00.000","601R","RUNAWAY","1","2018-10-23T00:28:20.000","2018-10-23T00:28:26.000","2018-10-23T00:41:33.000","201810","2018102301","4844","REPORT TAKEN","312","2018","10","3724","62.1"
"8CO0110913","P","4","2018-12-22T15:09:06.000","2018-12-01T00:00:00.000","PATINF","PATROL INFO","1",,,,"201812","2018122215","1009","PATROL INFORMATION",,"2018","12",,
"8CO0089331","P","4","2018-10-11T18:34:05.000","2018-10-01T00:00:00.000","10851R","RECOVERED VEH","2","2018-10-11T18:56:47.000","2018-10-11T18:56:47.000","2018-10-11T18:56:47.000","201810","2018101119","1629","NO REPORT TAKEN","221","2018","10","1362","22.7"
"8CO0107557","P","1","2018-12-11T13:40:10.000","2018-12-01T00:00:00.000","CAR","NOT BREATHING","4","2018-12-11T13:40:29.000",,,"201812","2018121113","4243","CANCELLED","145","2018","12",,
"8CO0076595","P","2","2018-08-31T18:01:08.000","2018-08-01T00:00:00.000","AR","AUDIBLE RES ALRM","4",,,,"201808","2018083118","1837","CANCELLED",,"2018","8",,
"8CO0094322","P","4","2018-10-27T11:22:52.000","2018-10-01T00:00:00.000","TS","TRAFFIC STOP","3","2018-10-27T11:22:52.000","2018-10-27T11:22:52.000","2018-10-27T11:22:52.000","201810","2018102711","3000","ADVISED","S7","2018","10","0","0"
"8CO0010180","P","4","2018-01-31T08:41:16.000","2018-01-01T00:00:00.000","488P","PETTY THEFT PAST","2","2018-01-31T08:41:19.000",,,"201801","2018013108","4124","REPORT TAKEN","INT","2018","1",,
"8CO0087727","P","2","2018-10-06T17:27:57.000","2018-10-01T00:00:00.000","911","911 HANGUP","3",,,,"201810","2018100617","2906","CANCELLED",,"2018","10",,
"8CO0023488","P","3","2018-03-15T01:01:14.000","2018-03-01T00:00:00.000","242P","BATTERY PAST","2","2018-03-15T01:01:51.000","2018-03-15T01:02:01.000","2018-03-15T01:14:35.000","201803","2018031502","4525","REPORT TAKEN","321","2018","3","801","13.3"
"8EL0000002","P","2","2018-01-05T08:21:32.000","2018-01-01T00:00:00.000","911","911 HANGUP","RSO",,,,"201801","2018010508","2150","OUTSIDE JURISDICTION",,"2018","1",,
"8CO0035500","P","4","2018-04-22T22:38:25.000","2018-04-01T00:00:00.000","PROPCK","PROPERTY CHECK","2","2018-04-22T22:38:25.000","2018-04-22T22:38:25.000","2018-04-22T22:38:25.000","201804","2018042222","4213","NO REPORT TAKEN","225","2018","4","0","0"
"8CO0019631","P","4","2018-03-02T21:41:51.000","2018-03-01T00:00:00.000","PATINF","PATROL INFO","1",,,,"201803","2018030221","4241","PATROL INFORMATION",,"2018","3",,
"8CO0079335","P","4","2018-09-09T15:53:28.000","2018-09-01T00:00:00.000","FP","FOUND PROPERTY","1","2018-09-09T15:56:10.000","2018-09-09T15:57:47.000","2018-09-09T16:03:23.000","201809","2018090916","1659","NO REPORT TAKEN","211","2018","9","595","9.9"
"9CO0011907","P","4","2019-02-09T20:45:25.000","2019-02-01T00:00:00.000","TS","TRAFFIC STOP","3","2019-02-09T20:45:25.000","2019-02-09T20:45:25.000","2019-02-09T20:45:25.000","201902","2019020921","955","FI TAKEN","222","2019","2","0","0"
"8CO0066109","P","4","2018-07-30T07:34:25.000","2018-07-01T00:00:00.000","ILLEG","ILLEG PARK VEH","2","2018-07-30T07:49:05.000","2018-07-30T07:49:51.000","2018-07-30T07:49:51.000","201807","2018073009","10","NO REPORT TAKEN","M21","2018","7","926","15.4"
"8CO0111160","P","4","2018-12-23T12:12:44.000","2018-12-01T00:00:00.000","ACO","ANIMAL CONTROL","2",,,,"201812","2018122312","1345","CANCELLED",,"2018","12",,
"8CO0083134","P","2","2018-09-21T21:08:00.000","2018-09-01T00:00:00.000","911","911 HANGUP","2",,,,"201809","2018092121","810","CANCELLED",,"2018","9",,
"8CO0077885","P","4","2018-09-04T20:46:11.000","2018-09-01T00:00:00.000","OVC","OC VEH CHK","3","2018-09-04T20:46:11.000","2018-09-04T20:46:11.000","2018-09-04T20:46:11.000","201809","2018090420","4827","NO REPORT TAKEN","K92","2018","9","0","0"
"8CO0077639","P","4","2018-09-04T06:18:47.000","2018-09-01T00:00:00.000","TS","TRAFFIC STOP","2","2018-09-04T06:18:47.000","2018-09-04T06:18:47.000","2018-09-04T06:18:47.000","201809","2018090406","2225","ADVISED","D41","2018","9","0","0"
"8CO0047738","P","4","2018-06-02T16:35:46.000","2018-06-01T00:00:00.000","TS","TRAFFIC STOP","2","2018-06-02T16:35:46.000","2018-06-02T16:35:46.000","2018-06-02T16:35:46.000","201806","2018060216","3615","DUPLICATE CALL",,"2018","6","0","0"
"8CO0108828","P","4","2018-12-15T20:41:28.000","2018-12-01T00:00:00.000","TS","TRAFFIC STOP","1","2018-12-15T20:41:28.000","2018-12-15T20:41:28.000","2018-12-15T20:41:28.000","201812","2018121520","4404","ADVISED","212","2018","12","0","0"
"8CO0077208","P","2","2018-09-02T17:08:20.000","2018-09-01T00:00:00.000","911","911 HANGUP","1",,,,"201809","2018090217","833","CANCELLED",,"2018","9",,
"8CO0023855","P","3","2018-03-16T08:59:35.000","2018-03-01T00:00:00.000","SM","STRANDED MOTOR","3",,"2018-03-16T09:03:12.000",,"201803","2018031609","2632","GONE ON ARRIVAL",,"2018","3",,
"8CO0041757","P","4","2018-05-13T20:33:12.000","2018-05-01T00:00:00.000","TS","TRAFFIC STOP","4","2018-05-13T20:33:12.000","2018-05-13T20:33:12.000","2018-05-13T20:33:12.000","201805","2018051320","5748","ARREST","341","2018","5","0","0"
"8CO0103476","P","4","2018-11-27T06:57:12.000","2018-11-01T00:00:00.000","FRAUDP","FRAUD PAST","4","2018-11-27T07:14:04.000","2018-11-27T07:14:04.000","2018-11-27T07:14:04.000","201811","2018112708","3228","REPORT TAKEN","DESK","2018","11","1012","16.9"
"8CO0067363","P","3","2018-08-03T00:42:47.000","2018-08-01T00:00:00.000","415LP","DIST/LOUD PARTY","3","2018-08-03T01:12:38.000","2018-08-03T01:12:46.000","2018-08-03T01:21:18.000","201808","2018080301","4104","NO REPORT TAKEN","332","2018","8","2311","38.5"
"8CO0021508","P","4","2018-03-08T19:05:54.000","2018-03-01T00:00:00.000","PROPCK","PROPERTY CHECK","3","2018-03-08T19:05:54.000","2018-03-08T19:05:54.000","2018-03-08T19:05:54.000","201803","2018030819","1826","NO REPORT TAKEN","231","2018","3","0","0"
"8CO0088288","P","3","2018-10-08T13:03:38.000","2018-10-01T00:00:00.000","415","DIST THE PEACE","2","2018-10-08T13:56:45.000","2018-10-08T13:56:45.000","2018-10-08T13:56:45.000","201810","2018100813","5850","UNABLE TO LOCATE","125","2018","10","3187","53.1"
"9CO0001243","P","2","2019-01-05T19:14:12.000","2019-01-01T00:00:00.000","911","911 HANGUP","2",,,,"201901","2019010519","1415","CANCELLED",,"2019","1",,
"8CO0078222","P","2","2018-09-05T23:27:19.000","2018-09-01T00:00:00.000","SUSPP","SUSP PERSON","2","2018-09-05T23:28:34.000","2018-09-05T23:28:52.000","2018-09-05T23:31:40.000","201809","2018090523","3526","GONE ON ARRIVAL","321","2018","9","261","4.3"
"8CO0042533","P","4","2018-05-16T09:37:45.000","2018-05-01T00:00:00.000","PROPCK","PROPERTY CHECK","1","2018-05-16T09:37:45.000","2018-05-16T09:37:45.000","2018-05-16T09:37:45.000","201805","2018051610","1224","NO REPORT TAKEN","145","2018","5","0","0"
"8CO0037190","P","3","2018-04-28T10:29:38.000","2018-04-01T00:00:00.000","CC","CITIZEN CONTACT","4","2018-04-28T10:32:01.000",,"2018-04-28T10:34:40.000","201804","2018042810","5347","NO REPORT TAKEN","142","2018","4","302","5"
"9CO0011912","P","4","2019-02-09T21:13:17.000","2019-02-01T00:00:00.000","PROPCK","PROPERTY CHECK","4","2019-02-09T21:13:17.000","2019-02-09T21:13:17.000","2019-02-09T21:13:17.000","201902","2019020921","2837","NO REPORT TAKEN","241","2019","2","0","0"
"9CO0003813","P","4","2019-01-14T16:59:26.000","2019-01-01T00:00:00.000","459RP","BURG RES PAST","1","2019-01-14T18:58:26.000","2019-01-14T18:58:32.000","2019-01-14T19:00:31.000","201901","2019011419","2314","REPORT TAKEN","311","2019","1","7265","121.1"
"8CO0029653","P","4","2018-04-04T10:31:52.000","2018-04-01T00:00:00.000","CMC","CMC VIOLATION","3","2018-04-04T10:48:37.000","2018-04-04T10:48:52.000","2018-04-04T10:52:49.000","201804","2018040411","1458","NO REPORT TAKEN","M2","2018","4","1257","20.9"
"8CO0111861","P","2","2018-12-26T06:48:48.000","2018-12-01T00:00:00.000","AC","AUDIBLE COM ALRM","2","2018-12-26T06:49:15.000","2018-12-26T06:54:52.000","2018-12-26T07:01:44.000","201812","2018122607","316","ALARM PERSONNEL MALF","122","2018","12","776","12.9"
"8CO0036229","P","4","2018-04-25T08:02:25.000","2018-04-01T00:00:00.000","TS","TRAFFIC STOP","2","2018-04-25T08:02:25.000","2018-04-25T08:02:25.000","2018-04-25T08:02:25.000","201804","2018042508","759","CITE ISSUED","M21","2018","4","0","0"
"8CO0027335","P","4","2018-03-27T16:57:20.000","2018-03-01T00:00:00.000","594P","VANDALISM PAST","2","2018-03-27T17:18:16.000","2018-03-27T17:18:24.000","2018-03-27T17:28:55.000","201803","2018032718","3031","REPORT TAKEN","225","2018","3","1895","31.6"
"8CO0043179","P","4","2018-05-18T11:01:28.000","2018-05-01T00:00:00.000","602","TRESPASSING","2",,,,"201805","2018051812","3434","PATROL INFORMATION",,"2018","5",,
"9CO0005072","P","2","2019-01-19T02:11:20.000","2019-01-01T00:00:00.000","911","911 HANGUP","2",,,,"201901","2019011902","1504","CANCELLED",,"2019","1",,
"8CO0022522","P","4","2018-03-11T22:41:46.000","2018-03-01T00:00:00.000","PC","PED CHECK","3","2018-03-11T22:41:46.000","2018-03-11T22:41:46.000","2018-03-11T22:41:46.000","201803","2018031200","3244","ARREST","241","2018","3","0","0"
"8CO0090067","P","3","2018-10-13T22:31:46.000","2018-10-01T00:00:00.000","SHOTH","SHOTS-HEARD ONLY","2","2018-10-13T22:35:02.000","2018-10-13T22:38:32.000","2018-10-13T22:44:13.000","201810","2018101322","4438","NO REPORT TAKEN","322","2018","10","747","12.4"
"8CO0095022","P","4","2018-10-29T16:05:38.000","2018-10-01T00:00:00.000","1182P","T/C NON INJ PAST","3","2018-10-29T16:05:42.000",,,"201810","2018102916","552","REPORT TAKEN","TSB","2018","10",,
"8CO0091486","P","2","2018-10-18T14:21:22.000","2018-10-01T00:00:00.000","911","911 HANGUP","1",,,,"201810","2018101814","3952","CANCELLED",,"2018","10",,
"8CO0083275","P","3","2018-09-22T11:19:29.000","2018-09-01T00:00:00.000","SUSP","SUSP CIRCS","3",,,,"201809","2018092211","2542","CANCELLED",,"2018","9",,
"8CO0022749","P","4","2018-03-12T16:12:32.000","2018-03-01T00:00:00.000","FRAUDP","FRAUD PAST","2","2018-03-12T19:06:12.000",,"2018-03-12T19:07:58.000","201803","2018031219","2448","NO REPORT TAKEN","322","2018","3","10526","175.4"
"8CO0085465","P","3","2018-09-29T17:02:04.000","2018-09-01T00:00:00.000","PS","PUBLIC SERVICE","1","2018-09-29T17:03:33.000","2018-09-29T17:03:43.000",,"201809","2018092917","822","NO REPORT TAKEN","211","2018","9",,
"8CO0070807","P","3","2018-08-14T08:54:47.000","2018-08-01T00:00:00.000","KEEP","KEEP THE PEACE","3","2018-08-14T08:57:11.000","2018-08-14T08:57:54.000","2018-08-14T09:02:47.000","201808","2018081410","1025","NO REPORT TAKEN","131","2018","8","480","8"
"8CO0037581","P","4","2018-04-29T17:19:09.000","2018-04-01T00:00:00.000","PROPCK","PROPERTY CHECK","1","2018-04-29T17:19:09.000","2018-04-29T17:19:09.000","2018-04-29T17:19:09.000","201804","2018042917","2158","NO REPORT TAKEN","215","2018","4","0","0"
"8CO0108950","P","3","2018-12-16T08:06:19.000","2018-12-01T00:00:00.000","415","DIST THE PEACE","4",,,,"201812","2018121608","838","CANCELLED",,"2018","12",,
"8CO0034070","P","2","2018-04-18T08:37:48.000","2018-04-01T00:00:00.000","AR","AUDIBLE RES ALRM","4","2018-04-18T08:48:41.000","2018-04-18T08:49:02.000",,"201804","2018041808","5240","CANCELLED","141","2018","4",,
"9CO0006188","P","4","2019-01-22T15:39:54.000","2019-01-01T00:00:00.000","VC","VEHICLE CHECK","2","2019-01-22T15:39:54.000","2019-01-22T15:39:54.000","2019-01-22T15:39:54.000","201901","2019012215","5645","REPORT TAKEN","125","2019","1","0","0"
"8CO0036354","P","2","2018-04-25T17:35:12.000","2018-04-01T00:00:00.000","911","911 HANGUP","1",,,,"201804","2018042517","3518","TEST",,"2018","4",,
"8CO0094937","P","1","2018-10-29T11:01:43.000","2018-10-01T00:00:00.000","1181","T/C INJURY","2","2018-10-29T11:01:55.000","2018-10-29T11:02:41.000","2018-10-29T11:08:25.000","201810","2018102911","3132","NO REPORT TAKEN","M28","2018","10","402","6.7"
"8CO0090931","P","4","2018-10-16T20:10:22.000","2018-10-01T00:00:00.000","AWS","ATT WRNT SERVICE","4","2018-10-16T20:10:29.000","2018-10-16T20:10:29.000","2018-10-16T20:10:29.000","201810","2018101620","5152","ARREST","G10","2018","10","7","0.1"
"8CO0093179","P","2","2018-10-23T20:23:18.000","2018-10-01T00:00:00.000","242","BATTERY","1","2018-10-23T20:29:41.000","2018-10-23T20:30:43.000","2018-10-23T20:33:49.000","201810","2018102321","2720","REPORT TAKEN","315","2018","10","631","10.5"
"8CO0004494","P","2","2018-01-14T20:44:44.000","2018-01-01T00:00:00.000","911","911 HANGUP","3",,,,"201801","2018011420","4533","CANCELLED",,"2018","1",,
"8CO0022193","P","3","2018-03-10T18:29:35.000","2018-03-01T00:00:00.000","653M","ANNOYING CALLS","1","2018-03-10T18:47:57.000","2018-03-10T18:47:57.000","2018-03-10T18:47:57.000","201803","2018031019","2142","NO REPORT TAKEN","313","2018","3","1102","18.4"
"8CO0057190","P","3","2018-07-02T07:42:55.000","2018-07-01T00:00:00.000","SUSPP","SUSP PERSON","2","2018-07-02T07:46:12.000","2018-07-02T07:46:24.000","2018-07-02T07:50:46.000","201807","2018070207","5959","NO REPORT TAKEN","121","2018","7","471","7.8"
"8CO0068801","P","3","2018-08-07T16:33:06.000","2018-08-01T00:00:00.000","415","DIST THE PEACE","1","2018-08-07T19:10:13.000",,"2018-08-07T19:11:18.000","201808","2018080719","1657","UNABLE TO LOCATE","211","2018","8","9492","158.2"
"8CO0047309","P","4","2018-06-01T10:46:08.000","2018-06-01T00:00:00.000","487P","GRAND THEFT PAST","2","2018-06-01T11:34:23.000","2018-06-01T11:35:57.000","2018-06-01T11:42:32.000","201806","2018060112","435","REPORT TAKEN","K54","2018","6","3384","56.4"
"8CO0082753","P","4","2018-09-20T18:36:19.000","2018-09-01T00:00:00.000","FU","FOLLOW UP","1","2018-09-20T18:36:19.000","2018-09-20T18:36:19.000","2018-09-20T18:36:19.000","201809","2018092019","3955","ADDTL INFO REPORT","345","2018","9","0","0"
"8CO0032930","P","3","2018-04-14T14:19:49.000","2018-04-01T00:00:00.000","WKAWAY","WALK AWAY","1",,,,"201804","2018041414","2134","PATROL INFORMATION",,"2018","4",,
"8CO0000284","P","4","2018-01-02T01:03:30.000","2018-01-01T00:00:00.000","PATINF","PATROL INFO","4",,,,"201801","2018010201","459","PATROL INFORMATION",,"2018","1",,
"8CO0022676","P","4","2018-03-12T12:36:35.000","2018-03-01T00:00:00.000","PROPCK","PROPERTY CHECK","2","2018-03-12T12:36:35.000","2018-03-12T12:36:35.000","2018-03-12T12:36:35.000","201803","2018031213","3342","ARREST","A10","2018","3","0","0"
"8CO0101285","P","4","2018-11-19T10:57:40.000","2018-11-01T00:00:00.000","594P","VANDALISM PAST","2","2018-11-19T10:57:45.000",,,"201811","2018111911","1","REPORT TAKEN","TSB","2018","11",,
"8CO0059610","P","4","2018-07-09T00:37:43.000","2018-07-01T00:00:00.000","PROPCK","PROPERTY CHECK","2","2018-07-09T00:37:43.000","2018-07-09T00:37:43.000","2018-07-09T00:37:43.000","201807","2018070900","5422","NO REPORT TAKEN","325","2018","7","0","0"
"8CO0022509","P","4","2018-03-11T22:15:07.000","2018-03-01T00:00:00.000","TEST","TEST CALL",,,,,"201803","2018031122","1744","TEST",,"2018","3",,
"8CO0105066","P","3","2018-12-02T16:52:40.000","2018-12-01T00:00:00.000","415LP","DIST/LOUD PARTY","1","2018-12-02T16:53:58.000","2018-12-02T16:53:58.000","2018-12-02T16:53:58.000","201812","2018120216","5507","NO REPORT TAKEN","212","2018","12","78","1.3"
"9CO0001752","P","4","2019-01-07T14:58:33.000","2019-01-01T00:00:00.000","AV","ABAND VEH","1",,,,"201901","2019010714","5840","REFER TO OTHER DEPT",,"2019","1",,
"8CO0105780","P","4","2018-12-05T01:59:58.000","2018-12-01T00:00:00.000","ILLEG","ILLEG PARK VEH","2","2018-12-05T02:27:32.000","2018-12-05T02:27:39.000","2018-12-05T02:46:01.000","201812","2018120502","5122","GONE ON ARRIVAL","322","2018","12","2763","46"
"8CO0067155","P","4","2018-08-02T13:59:44.000","2018-08-01T00:00:00.000","488P","PETTY THEFT PAST","3","2018-08-02T15:34:07.000","2018-08-02T14:49:21.000","2018-08-02T15:34:07.000","201808","2018080216","3321","NO REPORT TAKEN","212","2018","8","5663","94.4"
"8CO0016704","P","4","2018-02-21T10:19:22.000","2018-02-01T00:00:00.000","459VP","BURG VEH PAST","2","2018-02-21T10:21:30.000",,"2018-02-21T10:21:31.000","201802","2018022110","4923","REPORT TAKEN","DESK","2018","2","129","2.1"
"8CO0028879","P","4","2018-04-01T17:17:48.000","2018-04-01T00:00:00.000","PATINF","PATROL INFO","3",,,,"201804","2018040117","1755","PATROL INFORMATION",,"2018","4",,
"8CO0104853","P","2","2018-12-01T23:31:57.000","2018-12-01T00:00:00.000","911","911 HANGUP","3",,,,"201812","2018120123","3533","OUTSIDE JURISDICTION",,"2018","12",,
"8CO0053264","P","4","2018-06-19T18:46:56.000","2018-06-01T00:00:00.000","ILLEG","ILLEG PARK VEH","4","2018-06-19T18:53:29.000","2018-06-19T18:53:40.000","2018-06-19T19:08:14.000","201806","2018061919","1619","NO REPORT TAKEN","342","2018","6","1278","21.3"
"8CO0107112","P","4","2018-12-09T20:51:13.000","2018-12-01T00:00:00.000","TS","TRAFFIC STOP","1","2018-12-09T20:51:13.000","2018-12-09T20:51:13.000","2018-12-09T20:51:13.000","201812","2018120921","2556","CITE ISSUED","K92","2018","12","0","0"
"8CO0010998","P","4","2018-02-02T15:23:28.000","2018-02-01T00:00:00.000","TS","TRAFFIC STOP","2","2018-02-02T15:23:28.000","2018-02-02T15:23:28.000","2018-02-02T15:23:28.000","201802","2018020215","4057","FI TAKEN","G480","2018","2","0","0"
"8CO0094843","P","4","2018-10-29T06:10:46.000","2018-10-01T00:00:00.000","TS","TRAFFIC STOP","3","2018-10-29T06:10:46.000","2018-10-29T06:10:46.000","2018-10-29T06:10:46.000","201810","2018102906","1745","CITE ISSUED","M27","2018","10","0","0"
"8CO0015580","P","4","2018-02-17T10:16:44.000","2018-02-01T00:00:00.000","ILLEG","ILLEG PARK VEH","4","2018-02-17T10:21:46.000","2018-02-17T10:21:46.000","2018-02-17T10:21:46.000","201802","2018021710","3223","ADVISED","142","2018","2","302","5"
"8CO0097908","P","4","2018-11-07T21:04:35.000","2018-11-01T00:00:00.000","TS","TRAFFIC STOP","4","2018-11-07T21:04:35.000","2018-11-07T21:04:35.000","2018-11-07T21:04:35.000","201811","2018110721","921","CITE ISSUED","M24","2018","11","0","0"
"8CO0059178","P","4","2018-07-07T16:43:11.000","2018-07-01T00:00:00.000","PROPCK","PROPERTY CHECK","4","2018-07-07T16:43:11.000","2018-07-07T16:43:11.000","2018-07-07T16:43:11.000","201807","2018070716","4742","NO REPORT TAKEN",,"2018","7","0","0"
"8CO0106433","P","3","2018-12-07T13:33:26.000","2018-12-01T00:00:00.000","AREA","AREA CHECK","2","2018-12-07T13:33:26.000","2018-12-07T13:33:26.000","2018-12-07T13:33:26.000","201812","2018120713","4904","NO REPORT TAKEN","135","2018","12","0","0"
"8CO0021786","P","3","2018-03-09T14:00:53.000","2018-03-01T00:00:00.000","415","DIST THE PEACE","4",,,,"201803","2018030914","716","DUPLICATE CALL",,"2018","3",,
"8CO0035213","P","3","2018-04-21T22:24:26.000","2018-04-01T00:00:00.000","SUSPV","SUSP VEHICLE","1","2018-04-21T22:29:28.000","2018-04-21T22:29:45.000","2018-04-21T22:35:53.000","201804","2018042122","3620","GONE ON ARRIVAL","212","2018","4","687","11.4"
"8CO0059524","P","3","2018-07-08T19:24:01.000","2018-07-01T00:00:00.000","CC","CITIZEN CONTACT","1","2018-07-08T19:32:55.000",,"2018-07-08T19:33:24.000","201807","2018070819","4453","NO REPORT TAKEN","215","2018","7","563","9.4"
"8CO0049604","P","4","2018-06-08T13:01:21.000","2018-06-01T00:00:00.000","COP","ZONE ACTIVITY","3","2018-06-08T13:01:21.000","2018-06-08T13:01:21.000","2018-06-08T13:01:21.000","201806","2018060813","1915","NO REPORT TAKEN","135","2018","6","0","0"
"8CO0089691","P","3","2018-10-12T18:37:22.000","2018-10-01T00:00:00.000","415N","DIST/NOISE","2","2018-10-12T18:49:21.000","2018-10-12T18:49:31.000","2018-10-12T18:53:55.000","201810","2018101218","5627","NO REPORT TAKEN","221","2018","10","993","16.6"
"8CO0027409","P","2","2018-03-27T22:14:11.000","2018-03-01T00:00:00.000","911","911 HANGUP","1",,,,"201803","2018032722","1438","CANCELLED",,"2018","3",,
"8CO0103876","P","2","2018-11-28T15:15:33.000","2018-11-01T00:00:00.000","WC","WELFARE CHECK","2","2018-11-28T15:20:07.000","2018-11-28T15:20:46.000","2018-11-28T15:29:53.000","201811","2018112816","1202","ARREST","221","2018","11","860","14.3"
"8CO0025791","P","2","2018-03-22T17:51:07.000","2018-03-01T00:00:00.000","SUSPP","SUSP PERSON","1",,,,"201803","2018032218","4609","PATROL INFORMATION",,"2018","3",,
"8CO0093990","P","4","2018-10-26T11:39:25.000","2018-10-01T00:00:00.000","AWS","ATT WRNT SERVICE","1","2018-10-26T11:39:27.000",,,"201810","2018102612","502","NO REPORT TAKEN","PAC14","2018","10",,
"8CO0087414","P","4","2018-10-05T16:00:41.000","2018-10-01T00:00:00.000","CS","CITE SIGN OFF","1","2018-10-05T16:02:24.000","2018-10-05T16:02:24.000","2018-10-05T16:02:24.000","201810","2018100516","2034","NO REPORT TAKEN","K54","2018","10","103","1.7"
"8CO0106204","P","4","2018-12-06T15:37:22.000","2018-12-01T00:00:00.000","LP","LOST PROPERTY","4","2018-12-06T15:37:25.000",,,"201812","2018120615","3741","REPORT TAKEN","INT","2018","12",,
"8CO0069577","P","2","2018-08-10T08:00:13.000","2018-08-01T00:00:00.000","AR","AUDIBLE RES ALRM","3","2018-08-10T08:00:37.000","2018-08-10T08:01:02.000","2018-08-10T08:05:15.000","201808","2018081008","1510","ALARM PERSONNEL MALF","131","2018","8","302","5"
"8CO0007819","P","4","2018-01-24T09:34:30.000","2018-01-01T00:00:00.000","COP","ZONE ACTIVITY","3","2018-01-24T09:34:30.000","2018-01-24T09:34:30.000","2018-01-24T09:34:30.000","201801","2018012410","339","NO REPORT TAKEN","135","2018","1","0","0"
"8CO0105225","P","4","2018-12-03T08:01:43.000","2018-12-01T00:00:00.000","TS","TRAFFIC STOP","1","2018-12-03T08:01:43.000","2018-12-03T08:01:43.000","2018-12-03T08:01:43.000","201812","2018120308","455","ADVISED",,"2018","12","0","0"
"8CO0095443","P","3","2018-10-30T22:36:27.000","2018-10-01T00:00:00.000","AREA","AREA CHECK","4","2018-10-30T22:41:46.000","2018-10-30T22:41:53.000","2018-10-30T22:54:18.000","201810","2018103022","5752","NO REPORT TAKEN","342","2018","10","1071","17.9"
"9CO0000240","P","3","2019-01-01T20:12:24.000","2019-01-01T00:00:00.000","415LP","DIST/LOUD PARTY","4","2019-01-01T20:13:03.000","2019-01-01T20:13:21.000","2019-01-01T20:21:07.000","201901","2019010120","2540","ADVISED","341","2019","1","523","8.7"
"8CO0067511","P","2","2018-08-03T14:58:59.000","2018-08-01T00:00:00.000","AR","AUDIBLE RES ALRM","2","2018-08-03T14:59:14.000","2018-08-03T14:59:26.000","2018-08-03T15:08:45.000","201808","2018080315","1345","ALARM UNKNOWN MALF","K93","2018","8","586","9.8"
"8CO0099520","P","2","2018-11-13T11:39:19.000","2018-11-01T00:00:00.000","AREA","AREA CHECK","1",,,,"201811","2018111311","3945","DUPLICATE CALL",,"2018","11",,
"8CO0034130","P","4","2018-04-18T13:02:58.000","2018-04-01T00:00:00.000","PC","PED CHECK","1","2018-04-18T13:02:58.000","2018-04-18T13:02:58.000","2018-04-18T13:02:58.000","201804","2018041813","2100","ARREST","145","2018","4","0","0"
"9CO0000790","P","4","2019-01-03T22:36:16.000","2019-01-01T00:00:00.000","PATINF","PATROL INFO","4",,,,"201901","2019010322","3711","PATROL INFORMATION",,"2019","1",,
"8CO0036671","P","1","2018-04-26T18:52:12.000","2018-04-01T00:00:00.000","242DV","DOMESTIC VIOLENC","2","2018-04-26T18:53:33.000","2018-04-26T18:55:05.000","2018-04-26T18:58:24.000","201804","2018042619","1450","NO REPORT TAKEN","321","2018","4","372","6.2"
"8CO0099146","P","4","2018-11-11T22:55:45.000","2018-11-01T00:00:00.000","TS","TRAFFIC STOP","1","2018-11-11T22:55:45.000","2018-11-11T22:55:45.000","2018-11-11T22:55:45.000","201811","2018111123","907","ADVISED","241","2018","11","0","0"
"8CO0089424","P","4","2018-10-12T01:11:51.000","2018-10-01T00:00:00.000","VC","VEHICLE CHECK","3","2018-10-12T01:11:51.000","2018-10-12T01:11:51.000","2018-10-12T01:11:51.000","201810","2018101201","2023","ADVISED","332","2018","10","0","0"
"9CO0008934","P","2","2019-01-31T02:04:57.000","2019-01-01T00:00:00.000","911","911 HANGUP","2",,,,"201901","2019013102","951","CANCELLED",,"2019","1",,
"9CO0005566","P","3","2019-01-20T17:42:39.000","2019-01-01T00:00:00.000","647F","DRUNK IN PUBLIC","3","2019-01-20T18:38:11.000","2019-01-20T18:40:44.000","2019-01-20T18:48:42.000","201901","2019012018","5033","NO REPORT TAKEN","332","2019","1","3963","66"
"8CO0077170","P","4","2018-09-02T13:21:41.000","2018-09-01T00:00:00.000","FLAG","FLAG DOWN","1","2018-09-02T13:21:41.000","2018-09-02T13:21:41.000","2018-09-02T13:21:41.000","201809","2018090213","2310","NO REPORT TAKEN","141","2018","9","0","0"
"8CO0007543","P","3","2018-01-23T13:10:22.000","2018-01-01T00:00:00.000","HSVIOL","H&S CODE VIOL","3","2018-01-23T13:16:15.000","2018-01-23T13:16:27.000",,"201801","2018012313","2049","GONE ON ARRIVAL","132","2018","1",,
"8CO0093798","P","3","2018-10-25T19:53:22.000","2018-10-01T00:00:00.000","PS","PUBLIC SERVICE","4","2018-10-25T20:16:17.000","2018-10-25T20:16:23.000","2018-10-25T20:19:25.000","201810","2018102520","4214","NO REPORT TAKEN","341","2018","10","1563","26.1"
"8CO0033990","P","4","2018-04-17T21:48:47.000","2018-04-01T00:00:00.000","PATINF","PATROL INFO","1",,,,"201804","2018041721","5426","PATROL INFORMATION",,"2018","4",,
"9CO0004429","P","4","2019-01-16T22:19:38.000","2019-01-01T00:00:00.000","TS","TRAFFIC STOP","1","2019-01-16T22:19:38.000","2019-01-16T22:19:38.000","2019-01-16T22:19:38.000","201901","2019011622","2720","ADVISED","241","2019","1","0","0"
