"file_number","file_name","location_acres","decision_date","planning_area","location_description","dld_reviewer","ded_reviewer","use_type_1","square_feet_1","use_type_2","square_feet_2","use_type_3","square_feet_3","coordinates"
"SDP-02-053","KANE COMPANIES, INC. HEADQUARTERS","6.826","2003-05-08T00:00:00.000","Elkridge","NE SIDE OF MEADOWRIDGE RD 500' SW OF HUNTSHIRE DR","H. Bernadzikowski","C. Edmondson","Warehouse","62115","Office","19680",,,"(39.1924, -76.7704)"
"SDP-09-009","BRAMPTON HILLS STREAM STABILIZATION","2.91","2009-08-21T00:00:00.000","Ellicott City","STREAM BETWEEN MD RT. 100 & BRAMHOPE LN","B. Luber","P. Thompson","Lake/Stream Restoration","0",,,,,"(39.2372, -76.8133)"
"SDP-09-003","ST. FRANCIS OF ASSISI FAITH FORMATION CENTER","12.4749","2009-02-26T00:00:00.000","Southeast","S SIDE OF MD 216","B. Barth","J. Pancholi","Church Expansion","12487",,,,,"(39.145, -76.907)"
"SDP-01-066","BOARMAN PROPERTY","3.52","2001-08-01T00:00:00.000","Rural West","S SIDE OF HIGHLAND RD 200' W OF RT 108","Not Assigned","P. Thompson","Communications Tower","0",,,,,"(39.1797, -76.959)"
"SDP-03-111","COLUMBIA STARWASH AT BERGER ROAD","1.326","2004-01-16T00:00:00.000","Columbia","S SIDE BERGER RD 600' W OF OAKLAND MILLS RD","H. Bernadzikowski","P. Thompson","Car Wash","4870",,,,,"(39.1763, -76.8305)"
"SDP-06-017","LYNDWOOD SQUARE","1.2","2006-03-14T00:00:00.000","Elkridge","WEST SIDE OF MARSHALEE DR 650' SOUTH OF AVALON DR","M. Antol","M. Jascewsky","Retail Site","10400",,,,,"(39.2089, -76.7778)"
"SDP-05-027","COLUMBIA TOWN CENTER","0.6","2005-03-04T00:00:00.000","Columbia","INTER. OF LITTLE PATUXENT PKY & GOV. WARFIELD PKY__________________________","H. Bernadzikowski","M. Kovach","Bank","6214",,,,,"(39.2159, -76.8628)"
"SDP-01-082","TROY HILL CIRCLE","21.737","2001-02-22T00:00:00.000","Elkridge","TROY HILL DR WEST SIDE OF US RT 1","B. Luber","C. Edmondson","Warehouse","318361","Office","0",,,"(39.1974, -76.7529)"
"SDP-08-029","TROY HILL CORPORATE CENTER","2","2008-06-11T00:00:00.000","Elkridge","PARCEL WITHIN TROY HILL DR LOOP","K. Sheubrooks","C. Edmondson","Retail Site","14400","Restaurant","2400",,,"(39.1942, -76.7498)"
"SDP-00-082","ROUTE 108 COMMERCIAL - EXXON","1.578","2000-11-06T00:00:00.000","Columbia","SE SIDE OF SNOWDEN RIVER PKY & RT 108","Not Assigned","Not Assigned","Gas Station/Convenience Store","3360","Car Wash","1326",,,"(39.2095, -76.801)"
"SDP-07-083","COLUMBIA GATEWAY","10.7","2007-06-01T00:00:00.000","Columbia","TERMINUS OF BENJAMIN FRANKLIN DR","T. Maenhardt","P. Thompson","Office","119912",,,,,"(39.1763, -76.7991)"
"SDP-02-101","7-ELEVEN, INC.","2.129","2003-06-23T00:00:00.000","Southeast","SE CORNER OF DORSEY RUN RD AND GUILFORD RD","M. Antol","P. Thompson","Convenience Store/Gas Station","2940",,,,,"(39.1292, -76.7935)"
"SDP-11-056","Brighton Oaks Property Forest Mitigation Bank","52.55","2012-04-16T00:00:00.000","Rural West","BROCCOLINO WAY","B. Luber","P. Thompson","Forest Mitigation Bank","0",,,,,"(39.2121, -76.9848)"
"SDP-07-129","BETHANY LANE FIRE STATION","2.07","2007-12-03T00:00:00.000","Ellicott City","S SIDE OLD FREDERICK RD W OF OLD ST. JOHN'S LN","D. Boellner","C. Edmondson","Locker Room/Storage Bldg","4020",,,,,"(39.2967, -76.8452)"
"SDP-10-083","MARRIOTTSVILLE ROAD ELEVATED TANK","0.73","2011-04-18T00:00:00.000","Ellicott City","W SIDE OF MARRIOTTSVILLLE RD TERMINUS LANDFILL RD","M. Antol","C. Edmondson","Water Tower","0",,,,,"(39.3079, -76.9076)"
"SDP-02-102","DORSEY WOODS","7.489","2002-11-26T00:00:00.000","Southeast","NW SIDE DORSEY RUN RD 1000' N OF PATUXENT RANGE RD","B. Luber","Not Assigned","Warehouse","114000","Office","6000",,,"(39.1495, -76.7896)"
"SDP-05-102","HOWARD COMMUNITY COLLEGE","6.34","2005-07-18T00:00:00.000","Columbia","S OF LITTLE PATUXENT PKY OPPOSITE HARPERS FARM RD","B. Barth","P. Thompson","School","0",,,,,"(39.2119, -76.8779)"
"SDP-01-034","ST. ANDREWS EPISCOPAL CHURCH","10.413","2001-10-23T00:00:00.000","Rural West","SW QUADRANT OF MD RT 97 & UNION CHAPEL RD","Not Assigned","Not Assigned","Church","6500",,,,,"(39.294, -77.0285)"
"SDP-10-030","Pippen - Dorsey Run Road","8.81","2013-04-29T00:00:00.000","Elkridge","EAST SIDE OF OLD JESSUP RD N OF DORSEY RUN RD","D. Boellner","P. Thompson","Mass Grading","0",,,,,"(39.1561, -76.7764)"
"SDP-05-133","JOHNS HOPKINS UNIVERSITY - APL","4.4","2005-07-05T00:00:00.000","Southeast","N SIDE OF JOHNS HOPKINS RD E OF SANNER RD","B. Luber","M. Kovach","Office-Laboratory","278200",,,,,"(39.1652, -76.8966)"
"SDP-03-026","HOWARD COUNTY OFFICE CAMPUS","26.4","2003-07-21T00:00:00.000","Ellicott City","TERMINUS OF ELLICOTT CENTER DR NORTH OF RIDGE RD","Not Assigned","C. Edmondson","Parcel (Govt & Inst)","0",,,,,"(39.28, -76.8109)"
"SDP-01-053","GATEWAY COMMERCE CENTER","19.1","2001-06-01T00:00:00.000","Columbia","TERMINUS OF SAMUEL MORSE DR","Not Assigned","Not Assigned","Office","245993",,,,,"(39.1676, -76.8127)"
"SDP-10-007","BLANDAIR REGIONAL PARK PH 1","25.1","2010-04-08T00:00:00.000","Columbia","SOUTH OAKLAND MILLS RD","D. Boellner","C. Edmondson","Park","0",,,,,"(39.2115, -76.836)"
"SDP-04-144","DREYER'S GRAND ICE CREAM","48.49","2004-10-27T00:00:00.000","Southeast","E SIDE US RT 1 N OF WHISKEY BOTTOM RD","C. Hamilton","P. Thompson","Mass Grading","0",,,,,"(39.1161, -76.8276)"
"SDP-98-151","X-TRA MART","1.22","2000-05-08T00:00:00.000","Elkridge","NW QUADRANT OF MEADOWRIDGE RD & US RT 1","Not Assigned","Not Assigned","Convenience Store/Gas Station","2560",,,,,"(39.1842, -76.7645)"
"SDP-06-101","OAKLAND EXECUTIVE PARK","1.14","2007-01-16T00:00:00.000","Columbia","NW QUADRANT OF MD RT 108 & CENTRE PARK DR","T. Maenhardt","C. Edmondson","Stormwater Man. Pond","0",,,,,"(39.2273, -76.8183)"
"SDP-13-048","Annapolis Junction Town Center","18.83","2014-03-07T00:00:00.000","Southeast","E SIDE DORSEY RUN RD S OF HENKELS LN","T. Maenhardt","J. Witmer","Retail Site","14000","Parking Garage","0",,,"(39.1249, -76.7951)"
"SDP-00-104","ST. STEPHENS AME CHURCH","1.527","2000-12-27T00:00:00.000","Elkridge","S OF MAYFIELD AVE 400' W OF MEADOWRIDGE RD","Not Assigned","Not Assigned","Church Expansion","12000",,,,,"(39.1938, -76.7786)"
"SDP-99-161","JESSUP PARK","14.249","2000-04-03T00:00:00.000","Elkridge","E SIDE OF WATERLOO RD 500' N OF OLD JESSUP RD","Not Assigned","M. Kovach","Warehouse","158400",,,,,"(39.158, -76.7761)"
"SDP-07-077","GYUNG HYANG GARDEN PRESBYTERIAN CHURCH","2.514","2008-04-22T00:00:00.000","Columbia","SOUTH OF OLD ANNAPOLIS ROAD, ABOUT 1800' EAST OF PHELPS LUCK DRIVE","T. Maenhardt","A. Sharma","Church Expansion","26400",,,,,"(39.2235, -76.8107)"
"SDP-05-090","COLUMBIA TOWN CENTER","1.46","2006-10-13T00:00:00.000","Columbia","NE SIDE WINCOPIN CIR","D. Boellner","M. Kovach","Retail Site","8910","Office","119329",,,"(39.2169, -76.8571)"
"SDP-04-008","HOWARD HIGH SCHOOL","7.757","2003-11-18T00:00:00.000","Columbia","N SIDE OF RT 108 E OF CENTRE PARK DR","M. Antol","P. Thompson","School","113648",,,,,"(39.2255, -76.8128)"
"SDP-10-010","NORTH LAUREL PARK","15.32","2010-12-13T00:00:00.000","Southeast","SE SIDE OF WHISKEY BOTTOM RD E OF NORTH LAUREL RD","J. Hartner","C. Edmondson","Park","0",,,,,"(39.1181, -76.8404)"
"SDP-04-117","MONTPELIER RESEARCH CENTER","1.509","2004-10-28T00:00:00.000","Southeast","NE SIDE OF JOHNS HOPKINS RD AT MONTPELIER RD","B. Luber","P. Thompson","Restaurant Carry-Out","591","Convenience Store/Gas Station","3406","Car Wash","1152","(39.1599, -76.892)"
"SDP-12-038","THE GATHERINGS AT ELLICOTT MILLS  (Northridge)","14.06","2013-03-25T00:00:00.000","Ellicott City","INTERSECTION OF N RIDGE RD & TOWN & COUNTRY BLVD","D. Boellner","C. Edmondson","Community Room/Bldg","2644",,,,,"(39.2881, -76.8233)"
"SDP-10-096","Emerson Parcel F","10.411","2010-11-18T00:00:00.000","Southeast","EAST SIDE OF STERLING DR","T. Maenhardt","A. Sharma","Office","149999",,,,,"(39.1243, -76.8534)"
"SDP-00-092","ROUTE 108 COMMERCIAL","2.687","2000-09-07T00:00:00.000","Columbia","SW OF WATERLOO RD & SNOWDEN RIVER PKY","Not Assigned","Not Assigned","Hotel","18218",,,,,"(39.2086, -76.8005)"
"SDP-04-073","MEADOWRIDGE BUSINESS PARK","0.88","2004-07-15T00:00:00.000","Elkridge","W SIDE OF US RT 1 AT BUSINESS PKY","H. Bernadzikowski","P. Thompson","Restaurant","3200",,,,,"(39.1825, -76.7671)"
"SDP-10-036","FOREST GREEN","6.201","2011-08-01T00:00:00.000","Ellicott City","SOUTH OF BALTIMORE NATIONAL PIKE","J. Manion-Farrar","H. Pandullo","Retail Site","50358","Office","1500",,,"(39.2784, -76.8577)"
"SDP-07-033","CHICK-FIL- A","3.59","2007-08-08T00:00:00.000","Southeast","S SIDE JOHNS HOPKINS RD OPPOSITE MONTPELIER RD","J. Wellen","C. Edmondson","Retail Site","8660","Restaurant","4227",,,"(39.159, -76.8943)"
"SDP-03-171","MAPLE LAWN FARMS","5.01","2004-03-31T00:00:00.000","Southeast","S SIDE OF JOHNS HOPKINS RD OPPOSITE SANNER RD","D. Jones","C. Edmondson","Open Space","0","Fitness Building","5793","Community Room/Bldg","5969","(39.159, -76.905)"
"SDP-17-030","TERRAPIN COMMERCE CENTER","13.48","2017-10-02T00:00:00.000","Elkridge","DORSEY RUN RD","N. Haines","J. Pancholi","Warehouse","126000",,,,,"(39.1708, -76.7616)"
"SDP-07-057","HOWARD COUNTY GENERAL HOSPITAL","19.536","2007-04-17T00:00:00.000","Columbia","SE OF LITTLE PATUXENT PKY & CEDAR LN","K. Sheubrooks","C. Edmondson","Parking Garage","0","Hospital Addition","71725",,,"(39.2146, -76.8857)"
"SDP-03-044","EXETER INDUSTRIAL PARK","73.887","2003-02-06T00:00:00.000","Southeast","W SIDE OF DORSEY RUN RD 600' N OF GUILFORD RD","H. Bernadzikowski","A. Girma","Distribution Center","372511",,,,,"(39.1376, -76.8003)"
"SDP-02-047","ST. MICHAEL'S ROMAN CATHOLIC CHURCH","16.5","2002-08-23T00:00:00.000","Rural West","NE CORNER OF ST. MICHAELS RD & HARDY RD","K. Sheubrooks","P. Thompson","Church School","21200",,,,,"(39.3395, -77.1047)"
"SDP-06-052","HANSON PIPE & PRODUCTS, INC.","33.124","2006-06-05T00:00:00.000","Southeast","EAST SIDE OF DORSEY RUN ROAD OPPOSITE SHAREWOOD DR","M. Antol","M. Jascewsky","Office","3456",,,,,"(39.1502, -76.7795)"
"SDP-12-049","ANTWERPEN TOYOTA","7.006","2013-06-20T00:00:00.000","Columbia","AUTO DRIVE & RT 108","D. Jones","P. Thompson","Auto Retail Sales/Service","4312",,,,,"(39.2089, -76.9416)"
"SDP-07-121","LUTFI INTERNATIONAL SALON & SPA","1.18","2008-07-11T00:00:00.000","Columbia","SE SIDE CLARKSVILLE PIKE 300' N OF SHEPPARD LN","J. Manion-Farrar","J. Witmer","Beauty Salon","4065",,,,,"(39.2166, -76.9319)"
"SDP-05-108","HIGHLAND CROSSING","3.85","2006-07-14T00:00:00.000","Rural West","NW QUADRANT CLARKSVILLE PIKE & HIGHLAND RD","M. Antol","P. Thompson","Retail Site","10406","Restaurant","5000","Restaurant Storage","1000","(39.1801, -76.9572)"
"SDP-06-073","VILLAGE OF LONG REACH","9.477","2006-10-20T00:00:00.000","Columbia","N SIDE OF TAMAR DR E OF PHELPS LUCK DR","B. Barth","P. Thompson","Open Space","0",,,,,"(39.2152, -76.8198)"
"SDP-07-138","THE MEDICAL PAVILION OF HOWARD COUNTY","10.041","2008-01-10T00:00:00.000","Columbia","TERMINUS OF CHARTER DR","K. Sheubrooks","C. Edmondson","Office","163814",,,,,"(39.2136, -76.8826)"
"SDP-03-087","JPG PROPERTIES (LIVESTOCK ROAD)","5.95","2003-11-20T00:00:00.000","Rural West","SOUTH SIDE OF LIVESTOCK RD NORTH OF I-70","B. Luber","J. Pancholi","Storage Building","5000","Retail Sales/Offices","5000","Motor Vehicle Maintance/Repair","6923","(39.3109, -76.9604)"
"SDP-16-007","MAPLE LAWN FARMS","3.6286","2017-05-31T00:00:00.000","Southeast","WEST SIDE OF WESTSIDE BLVD","N. Haines","J. Witmer","Office","29695","Hotel","78972",,,"(39.1503, -76.9089)"
"SDP-06-005","REX'S ACRES","7.276","2007-06-18T00:00:00.000","Ellicott City","N SIDE MONTGOMERY RD 800' SE OF OLD COLUMBIA PIKE","M. Antol","C. Edmondson","Community Room/Bldg","0",,,,,"(39.2552, -76.8177)"
"SDP-13-028","Walgreens - 10097 Baltimore National Pike","1.61","2014-03-17T00:00:00.000","Ellicott City","SE QUADRANT RT 40 & CENTENNIAL LN","T. Maenhardt","H. Pandullo","Retail Site","14550",,,,,"(39.279, -76.8599)"
"SDP-05-002","JAMES CLARK PROPERTY","0.147","2005-02-16T00:00:00.000","Rural West","N SIDE OF RT 108 W OF CENTENNIAL LN","B. Barth","P. Thompson","Communications Tower","0",,,,,"(39.2463, -76.882)"
"SDP-11-029","KOREAN WELLNESS CTR PINE ORCHARD","1.53","2011-08-01T00:00:00.000","Ellicott City","EAST OF PINE ORCHARD LN, .03 MILE N. OF CORPORATE CT","D. Jones","N. Yan","Office","8756","Day Care","8756",,,"(39.2826, -76.8622)"
"SDP-03-049","JOHNS HOPKINS UNIVERSITY - APL","2.2","2002-12-24T00:00:00.000","Southeast","N SIDE OF JOHNS HOPKINS RD E OF SANNER RD","Not Assigned","Not Assigned","Utility Plant","15410",,,,,"(39.1662, -76.8966)"
"SDP-02-158","ST. JOHNS WOODS STORMWATER MANAGEMENT","0.68","2004-03-02T00:00:00.000","Ellicott City","NE OF DANA CT, N OF JEANINE CT","K. Sheubrooks","P. Thompson","Stormwater Man. Pond","0",,,,,"(39.2957, -76.8313)"
"SDP-00-062","VILLAGE OF OAKLAND MILLS","4.511","2000-06-29T00:00:00.000","Columbia","W SIDE OF GALES LN OPPOSITE PUSHCART WAY","Not Assigned","P. Thompson","OTHER-DAM RECONST & DREDGING","0",,,,,"(39.2071, -76.8559)"
"SDP-06-050","PATUXENT SQUARE APARTMENTS & RETAIL","3.363","2007-03-20T00:00:00.000","Southeast","NW SIDE WASHINGTON BLVD S OF BREWERS CT","K. Sheubrooks","J. Smith","Retail Site","16000",,,,,"(39.1145, -76.8345)"
"SDP-02-031","ST. JOHN'S PLAZA","8.431","2002-08-20T00:00:00.000","Ellicott City","NW QUADRANT OF US RT 40 & ST. JOHN'S LN","M. Antol","P. Thompson","Supermarket","14684",,,,,"(39.278, -76.8274)"
"SDP-00-013","DORSEY BUSINESS CENTER","4.873","2000-09-06T00:00:00.000","Elkridge","TERMINUS OF DEER PATH ROAD","Not Assigned","A. Girma","Office","19250",,,,,"(39.1805, -76.748)"
"SDP-00-145","MAIER INDUSTRIAL PARK","6.238","2002-05-02T00:00:00.000","Southeast","TERMINUS OF MAIER RD","Not Assigned","Not Assigned","Warehouse","64000","Office","0",,,"(39.1203, -76.8237)"
"SDP-08-075","LUTHERAN VILLAGE AT MILLER'S GRANT","49.8889","2013-04-26T00:00:00.000","Ellicott City","S SIDE FREDERICK RD APPROX. 1,500' EAST OF GRAY ROCK DRIVE","T. Maenhardt","N. Yan","Nursing Homes & Residential care","0","Community Room/Bldg","4600",,,"(39.2712, -76.8418)"
"SDP-07-078","E.G.U., 2/2 (MINSTREL CROSSING)","8.697","2008-08-08T00:00:00.000","Columbia","TERMINUS OF GERWIG LN","D. Boellner","P. Thompson","Hotel","138658",,,,,"(39.1763, -76.8466)"
"SDP-05-042","JOHNS HOPKINS UNIVERSITY - APL","6.45","2005-02-07T00:00:00.000","Southeast","N SIDE OF JOHNS HOPKINS RD E OF SANNER RD","H. Bernadzikowski","M. Kovach","Storage Building","38206",,,,,"(39.175, -76.8959)"
"SDP-07-120","KUMAR SHELL GAS STATION","0.808","2008-04-29T00:00:00.000","Elkridge","NORTHEAST INTERSECTION OF OLD WATERLOO ROAD AND U.S. 1","M. Antol","J. Pancholi","Restaurant Carry-Out","800","Car Wash","560",,,"(39.1726, -76.7848)"
"SDP-03-136","TOWN CENTER","0.24","2003-06-27T00:00:00.000","Columbia","NE SIDE OF WINCOPIN CIRCLE","H. Bernadzikowski","A. Girma","Roadway","0",,,,,"(39.2169, -76.8565)"
"SDP-05-041","ROUTE 94 BUSINESS CENTER","0.81","2005-04-28T00:00:00.000","Rural West","E SIDE OF WOODBINE RD & N OF LISBON CENTER DR","C. Heidler","C. Edmondson","Retail Site","8125",,,,,"(39.3512, -77.0673)"
"SDP-02-019","VILLAGE CREST","2.77","2002-08-15T00:00:00.000","Ellicott City","EAST SIDE OF NEW CUT RD & SW SIDE OF COLLEGE AVE","M. Antol","Not Assigned","Retail Site","12895","Office","6687",,,"(39.2493, -76.7903)"
"SDP-11-032","Grosvenor House","10.191","2012-06-27T00:00:00.000","Elkridge","W SIDE BLUE STREAM DR AT US RT 1","T. Maenhardt","H. Pandullo","Maintenance Bldg","830","Community Room/Bldg","8750",,,"(39.1773, -76.7763)"
"SDP-99-114","LUCK STONE CORPORATION","6","2000-01-03T00:00:00.000","Columbia","NW SIDE OF RT 108 1000' N OF GREAT STAR DR","Not Assigned","P. Thompson","Construction Materials","1344",,,,,"(39.2133, -76.9383)"
"SDP-06-029","EMERSON CORPORATE COMMONS","2.834","2005-12-23T00:00:00.000","Southeast","S SIDE WHISKEY BOTTOM RD W OF STEPHENS RD","K. Sheubrooks","M. Kovach","Office","30260",,,,,"(39.1266, -76.8475)"
"SDP-06-083","COLUMBIA GATEWAY","13.374","2006-08-28T00:00:00.000","Columbia","N SIDE OF BENJAMIN FRANKLIN DR","B. Barth","M. Kovach","Office","160998",,,,,"(39.1778, -76.7982)"
"SDP-07-002","MAPLE LAWN FARMS","7.06","2007-05-14T00:00:00.000","Southeast","SE QUADRANT JOHNS HOPKINS RD & MAPLE LAWN BLVD","K. Sheubrooks","C. Edmondson","School","10500","Retail Site","17850","Restaurant","6250","(39.1596, -76.902)"
"SDP-05-072","THE MEADOWS CORPORATE PARK","24.737","2005-07-13T00:00:00.000","Elkridge","S SIDE MEADOWRIDGE RD OPPOSITE HUNTSHIRE DR","K. Sheubrooks","P. Thompson","Office","242802",,,,,"(39.1898, -76.7756)"
"SDP-13-057","Chipotle Mexican Grill #1759","0.5348","2015-12-22T00:00:00.000","Ellicott City","NW QUADRANT BALTIMORE NATIONAL PIKE & ST. JOHNS LN","D. Jones","C. Edmondson","Restaurant","2031",,,,,"(39.2774, -76.826)"
"SDP-15-009","ezSTORAGE","1.5475","2015-06-19T00:00:00.000","Columbia","RED BRANCH RD AT RT 108","N. Haines","P. Thompson","Self Storage Building","121044",,,,,"(39.227, -76.8196)"
"SDP-00-046","7330 MONTEVIDEO ROAD","13.97","2001-06-25T00:00:00.000","Elkridge","S SIDE OF MONTEVIDEO RD E OF US RT 1","Not Assigned","A. Girma","Warehouse","70600",,,,,"(39.1685, -76.7748)"
"SDP-08-109","RIVERWATCH ","4.818","2009-10-22T00:00:00.000","Elkridge","NE & SW OF FURNACE AVE N OF RAILROAD AVE","N. Haines","J. Pancholi","Office","8400",,,,,"(39.2148, -76.7057)"
"SDP-02-010","VILLAGE OF OWEN BROWN","33.165","2002-01-08T00:00:00.000","Columbia","S SIDE OF CRADLEROCK WAY OPPOSITE FRIETCHIE ROW","H. Bernadzikowski","Not Assigned","School","9583",,,,,"(39.1912, -76.8432)"
"SDP-05-013","COLUMBIA GATEWAY","11.025","2004-12-03T00:00:00.000","Columbia","S OF ROBERT FULTON DR AT COLUMBIA GATEWAY DR","H. Bernadzikowski","M. Kovach","Office-Light Manufacturing","136600",,,,,"(39.174, -76.8115)"
"SDP-69-016","E.G.U.","2","2006-09-26T00:00:00.000","Columbia","W SIDE OF BERGER RD 350' N OF GERWIG LN","M. Antol","Not Assigned","Office","50934",,,,,"(39.1744, -76.842)"
"SDP-13-046","VILLAGE OF WILDE LAKE REDEVELOPMENT","10.21","2013-09-12T00:00:00.000","Columbia","S SIDE TWIN RIVERS RD AT LYNX LN","J. Manion-Farrar","J. Pancholi","Retail Site","41013","Restaurant","20200","Office","29779","(39.2201, -76.8752)"
"SDP-03-163","KENDALL OVERLOOK","11.037","2004-04-15T00:00:00.000","Columbia","E SIDE DRIED EARTH BLVD 1200' S OF APRIL BROOK CIR","M. Antol","P. Thompson","Community Room/Bldg","11300",,,,,"(39.1915, -76.8051)"
"SDP-06-022","HARWOOD PARK","2.81","2008-09-30T00:00:00.000","Elkridge","SE SIDE US RT 1 S OF LOUDON AVE","M. Antol","J. Smith","Retail Site","2650","Office","15020",,,"(39.1971, -76.7404)"
"SDP-04-063","GLENELG ANIMAL HOSPITAL","1","2004-08-10T00:00:00.000","Rural West","SOUTH OF RT. 144, 425' SE OF THE INTERSECTION OF RT.144 & BUSHY PARK RD","J. Anders","M. Jascewsky","Veterinary Hospital","5320",,,,,"(39.3233, -77.0267)"
"SDP-00-019","ALBAN ENGINE","17.16","2000-03-29T00:00:00.000","Elkridge","S SIDE OF WASHINGTON BLVD 300' NE OF PINE AVE","Not Assigned","M. Kovach","Tractor Trailor Storage","0",,,,,"(39.2009, -76.7318)"
"SDP-00-149","COLUMBIA GATEWAY","14.201","2001-01-11T00:00:00.000","Columbia","S SIDE ROBERT FULTON DR AT COLUMBIA GATEWAY DR","Not Assigned","Not Assigned","Warehouse","0","Office-Laboratory","105850",,,"(39.1751, -76.8147)"
"SDP-04-002","CHERRY TREE CROSSING","2.48","2004-03-24T00:00:00.000","Southeast","SE QUADRANT OF US RT 29 & MD RT 216","K. Sheubrooks","P. Thompson","Retail Site","8152","Restaurant","2450","Office","5032","(39.1438, -76.8982)"
"SDP-06-072","BENSON EAST","1.236","2007-02-01T00:00:00.000","Columbia","SE QUADRANT OF WATERLOO RD & LARK BROWN RD","C. Hamilton","J. Smith","Bank","3600",,,,,"(39.1866, -76.7956)"
"SDP-16-012","MARYLAND FOOD CENTER AUTHORITY PAR J","58.8959","2016-05-03T00:00:00.000","Southeast","ASSATEAGUE DR AT RAPPAHANNOCK AVE","T. Maenhardt","J. Witmer","Warehouse","160228",,,,,"(39.1611, -76.7838)"
"SDP-10-032","GRAY ROCK FARM STREAM STABILIZATION","0.83","2010-06-08T00:00:00.000","Ellicott City","W SIDE GREY ROCK DR N OF PAUL MILL RD","D. Boellner","J. Witmer","Lake/Stream Restoration","0",,,,,"(39.2664, -76.8476)"
"SDP-09-060","MAPLE LAWN FARMS","19.198","2009-08-12T00:00:00.000","Southeast","NW OF TERMINUS OF WESTSIDE BLVD","K. Sheubrooks","C. Edmondson","Office","254980",,,,,"(39.1522, -76.9098)"
"SDP-14-004","OXFORD SQUARE PARCEL P","2.43","2015-10-21T00:00:00.000","Elkridge","COCA COLA DR & BANBURY DR","D. Boellner","J. Witmer","Retail Site","2011","Restaurant","1350","Day Care","12003","(39.1831, -76.7346)"
"SDP-12-037","Bethel Korean Presbyterian Church","28.08","2013-02-08T00:00:00.000","Ellicott City","E SIDE ST. JOHNS LN OPPOSITE CHURCHGATE RD","T. Maenhardt","H. Pandullo","Church Expansion","31486",,,,,"(39.2846, -76.8268)"
"SDP-03-115","TROY HILL CORPORATE CENTER","4.257","2003-09-26T00:00:00.000","Elkridge","W SIDE OF US RT 1 AT TROY HILL DR","H. Bernadzikowski","C. Edmondson","Auto Retail Sales/Service","30000",,,,,"(39.1949, -76.7482)"
"SDP-06-100","A. H. SMITH PROPERTY","10.745","2008-02-07T00:00:00.000","Southeast","SE SIDE OF US RT 1 500' N OF GORMAN RD","K. Sheubrooks","P. Thompson","Warehouse/Office","71100","Self Storage Building","22540",,,"(39.1303, -76.8177)"
"SDP-01-143","ROUTE 108 COMMERCIAL","1.59","2001-11-29T00:00:00.000","Columbia","SW OF WATERLOO RD & SNOWDEN RIVER PKY","H. Bernadzikowski","M. Kovach","Office","12129",,,,,"(39.2092, -76.7993)"
"SDP-07-031","PATAPSCO VALLEY BUSINESS CENTER","22.085","2007-06-01T00:00:00.000","Elkridge","SE QUADRANT HI TECH DR & COCA COLA DR","M. Antol","J. Smith","Office","12242",,,,,"(39.1897, -76.7278)"
"SDP-08-045","JUNCTION  INDUSTRIAL PARK","4.036","2008-08-26T00:00:00.000","Southeast","NW CORNER OF JUNCTION DRIVE & CORRIDOR ROAD______________________","J. Hartner","J. Witmer","Office","5393",,,,,"(39.1252, -76.7989)"
"SDP-04-126","WAVERLY CORPORATE CENTER","6.681","2005-06-08T00:00:00.000","Ellicott City","SW QUADRANT OF RT 99 & MARRIOTTSVILLE RD","M. Antol","P. Thompson","Mass Grading","0",,,,,"(39.3159, -76.8997)"
"SDP-13-003","L & R BUILDINGS  (8594 Old Dorsey Run Road)","1","2013-12-02T00:00:00.000","Southeast","OLD DORSEY RUN ROAD","B. Luber","P. Thompson","Warehouse/Office","7296",,,,,"(39.1346, -76.7963)"
"SDP-01-037","TROY HILL CORPORATE CENTER","13.198","2001-02-21T00:00:00.000","Elkridge","TROY HILL DRIVE WEST OF RT 1","Not Assigned","Not Assigned","Commercial Building","15000",,,,,"(39.1956, -76.7495)"
"SDP-99-134","CHASE QUARRY","327.75","2004-03-15T00:00:00.000","Southeast","N SIDE OF US RT 1 SW SIDE OF MISSION RD","H. Bernadzikowski","P. Thompson","Storage Building","15000","Office","7800",,,"(39.1585, -76.8029)"
"SDP-12-031","GLOBAL CHILDREN MONTESSORI SCHOOL","0.642","2012-11-21T00:00:00.000","Ellicott City","MONTGOMERY RD AT BAUGHER FARM RD","B. Barth","N. Yan","Day Care","1753",,,,,"(39.2396, -76.8011)"
"SDP-05-011","FIRST BAPTIST CHURCH OF GUILFORD","9.06","2006-01-11T00:00:00.000","Columbia","NW CORNER OF GUILFORD RD & OAKLAND MILLS RD","M. Antol","P. Thompson","Church Expansion","26830",,,,,"(39.1651, -76.8319)"
"SDP-99-043","BALTIMORE SUNG RAK CHURCH","3.1","2000-08-30T00:00:00.000","Rural West","W SIDE OF BROWNS BRIDGE RD 1400' N OF LIME KILN RD","Not Assigned","P. Thompson","Religious Facility","4100",,,,,"(39.1586, -76.9518)"
"SDP-01-044","VILLAGE OF RIVER HILL","2.168","2001-09-27T00:00:00.000","Columbia","SE OF MD RT 108 & LINDEN LINTHICUM LN","Not Assigned","Not Assigned","Religious Facility","0",,,,,"(39.2125, -76.9362)"
"SDP-02-052","GATEWAY OFFICE PARK","7","2002-10-16T00:00:00.000","Columbia","NE SIDE OF RT 108 AT LARK BROWN RD","C. Heidler","M. Kovach","Office","98000",,,,,"(39.1896, -76.7957)"
