"outcome_or_indicator","group_by_variable","percentage","confidence_interval","title","description","year","first_or_second_half","year_and_months"
"Regularly experienced chronic pain","Black, non-Hispanic","20.3","18.0, 22.6","Percentage of regularly experiencing chronic pain for adults aged 18 and over (95% confidence intervals), United States","Regularly experienced chronic pain is defined as report of having pain on most days or every day during the past 3 months.","2019","1","2019, Jan-Jun"
"Regularly experienced chronic pain","Other, non-Hispanic","12.5","9.8, 15.5","Percentage of regularly experiencing chronic pain for adults aged 18 and over (95% confidence intervals), United States","Regularly experienced chronic pain is defined as report of having pain on most days or every day during the past 3 months.","2019","1","2019, Jan-Jun"
"Regularly experienced chronic pain","High school diploma or lower","26.5","25.0, 28.0","Percentage of regularly experiencing chronic pain for adults aged 18 and over (95% confidence intervals), United States","Regularly experienced chronic pain is defined as report of having pain on most days or every day during the past 3 months.","2019","1","2019, Jan-Jun"
"Regularly experienced chronic pain","Some college","25.4","24.1, 26.8","Percentage of regularly experiencing chronic pain for adults aged 18 and over (95% confidence intervals), United States","Regularly experienced chronic pain is defined as report of having pain on most days or every day during the past 3 months.","2019","1","2019, Jan-Jun"
"Regularly experienced chronic pain","College degree or higher","14.6","13.6, 15.6","Percentage of regularly experiencing chronic pain for adults aged 18 and over (95% confidence intervals), United States","Regularly experienced chronic pain is defined as report of having pain on most days or every day during the past 3 months.","2019","1","2019, Jan-Jun"
"Regularly experienced chronic pain","Large MSA","17.1","16.2, 18.1","Percentage of regularly experiencing chronic pain for adults aged 18 and over (95% confidence intervals), United States","Regularly experienced chronic pain is defined as report of having pain on most days or every day during the past 3 months.","2019","1","2019, Jan-Jun"
"Regularly experienced chronic pain","Small MSA","23.2","21.7, 24.8","Percentage of regularly experiencing chronic pain for adults aged 18 and over (95% confidence intervals), United States","Regularly experienced chronic pain is defined as report of having pain on most days or every day during the past 3 months.","2019","1","2019, Jan-Jun"
"Regularly experienced chronic pain","Not in MSA","28.2","26.1, 30.4","Percentage of regularly experiencing chronic pain for adults aged 18 and over (95% confidence intervals), United States","Regularly experienced chronic pain is defined as report of having pain on most days or every day during the past 3 months.","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","Total","11","10.4, 11.7","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","Male","8.4","7.5, 9.2","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","Female","13.6","12.5, 14.7","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","18-34","13.9","12.8, 15.1","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","35-49","11.1","10.0, 12.3","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","50-64","10.6","9.4, 11.8","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","65 and over","7.4","6.4, 8.5","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","Hispanic","9.3","7.4, 11.4","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","White, non-Hispanic","12.2","11.4, 13.0","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","Black, non-Hispanic","10","8.2, 12.1","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","Other, non-Hispanic","7.6","6.0, 9.5","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","High school diploma or lower","12.2","10.9, 13.5","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","Some college","11.2","10.1, 12.3","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","College degree or higher","8","7.2, 8.9","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","Large MSA","9.6","8.7, 10.6","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","Small MSA","12.5","11.4, 13.7","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of worry, nervousness, or anxiety","Not in MSA","13.3","11.4, 15.3","Percentage of regularly having feelings of worry, nervousness, or anxiety for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of worry, nervousness, or anxiety is defined as report of a) feeling worried, nervous, or anxious daily and describing the level of those feelings as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling worried, nervous, or anxious weekly and describing the level of those feelings as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","Total","4.7","4.3, 5.1","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","Male","3.7","3.2, 4.2","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","Female","5.7","5.1, 6.2","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","18-34","4.5","3.7, 5.3","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","35-49","4.5","3.8, 5.3","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","50-64","5.4","4.7, 6.1","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","65 and over","4.4","3.7, 5.3","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","Hispanic","3.4","2.6, 4.4","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","White, non-Hispanic","5.2","4.6, 5.7","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","Black, non-Hispanic","4.8","3.7, 6.0","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","Other, non-Hispanic","3.6","2.5, 5.0","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","High school diploma or lower","6.1","5.3, 7.0","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","Some college","5.1","4.4, 5.9","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","College degree or higher","2.3","1.9, 2.7","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","Large MSA","4.1","3.7, 4.7","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","Small MSA","5","4.3, 5.8","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Regularly had feelings of depression","Not in MSA","6","5.0, 7.2","Percentage of regularly having feelings of depression for adults aged 18 and over (95% confidence intervals), United States","Regularly had feelings of depression is defined as report of a) feeling depressed daily and describing the level of depression as ""somewhere in between a little and a lot"" or ""a lot"" or b) feeling depressed weekly and describing the level of depression as ""a lot.""","2019","1","2019, Jan-Jun"
"Doctor visit","Total","85","84.3, 85.7","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Doctor visit","Male","80","78.8, 81.3","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Doctor visit","Female","89.6","88.8, 90.4","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Doctor visit","18-34","77.3","75.7, 79.0","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Doctor visit","35-49","81.4","79.9, 82.8","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Doctor visit","50-64","88.7","87.7, 89.7","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Doctor visit","65 and over","95.6","94.8, 96.3","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Doctor visit","Hispanic","77.6","74.8, 80.1","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Doctor visit","White, non-Hispanic","86.8","86.0, 87.5","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Doctor visit","Black, non-Hispanic","86.7","84.6, 88.7","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Doctor visit","Other, non-Hispanic","83.9","81.6, 86.1","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Doctor visit","High school diploma or lower","83.5","82.2, 84.8","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Doctor visit","Some college","85.7","84.2, 87.0","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Doctor visit","College degree or higher","88.2","87.2, 89.2","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Doctor visit","Large MSA","84.9","83.8, 86.0","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Doctor visit","Small MSA","85.1","83.6, 86.5","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Doctor visit","Not in MSA","85.2","83.1, 87.0","Percentage of doctor visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last saw a doctor or other health professional about their health.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","Total","22","21.2, 22.9","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","Male","19.6","18.4, 20.8","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","Female","24.3","23.3, 25.4","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","18-34","21.4","19.9, 22.9","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","35-49","20.7","19.1, 22.3","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","50-64","20.9","19.4, 22.3","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","65 and over","25.9","24.3, 27.6","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","Hispanic","23.5","21.7, 25.4","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","White, non-Hispanic","20.6","19.7, 21.5","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","Black, non-Hispanic","30.4","28.3, 32.5","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","Other, non-Hispanic","18.5","16.0, 21.4","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","High school diploma or lower","26.9","25.6, 28.2","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","Some college","23","21.6, 24.4","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","College degree or higher","15.7","14.7, 16.7","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","Large MSA","20.5","19.5, 21.5","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","Small MSA","23.5","22.2, 24.9","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","Not in MSA","24.7","22.4, 27.1","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency department about their health in the past 12 months.","2019","1","2019, Jan-Jun"
"Disability status","Total","9.2","8.6, 9.8","Percentage of disability for adults aged 18 and over (95% confidence intervals), United States","Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.","2019","2","2019, Jul-Dec"
"Disability status","Male","8.2","7.4, 9.1","Percentage of disability for adults aged 18 and over (95% confidence intervals), United States","Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.","2019","2","2019, Jul-Dec"
"Disability status","Female","10.1","9.4, 10.8","Percentage of disability for adults aged 18 and over (95% confidence intervals), United States","Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.","2019","2","2019, Jul-Dec"
"Disability status","18-34","3.6","2.9, 4.4","Percentage of disability for adults aged 18 and over (95% confidence intervals), United States","Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.","2019","2","2019, Jul-Dec"
"Disability status","35-49","5.5","4.7, 6.5","Percentage of disability for adults aged 18 and over (95% confidence intervals), United States","Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.","2019","2","2019, Jul-Dec"
"Disability status","50-64","11.2","10.0, 12.4","Percentage of disability for adults aged 18 and over (95% confidence intervals), United States","Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.","2019","2","2019, Jul-Dec"
"Disability status","65 and over","18.8","17.5, 20.2","Percentage of disability for adults aged 18 and over (95% confidence intervals), United States","Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.","2019","2","2019, Jul-Dec"
