"name","description","url","vendor","alt_names_keywords","subjects","new","trial","popular"
"Micromedex","Evidence based information from Micromedex. For Mobile Access from CDC facilities, please click on Micromedex Mobile and scroll down to get password. You must have the App installed on your mobile device.","http://www.micromedexsolutions.com/micromedex2/librarian/","IBM Watson Health information",,"Chemicals and Toxicology","No","No","No"
"Clinical and Laboratory Standards Institute (CLSI)","Contact <a href=""mailto:tnb0@cdc.gov"">tnb0@cdc.gov</a> to initiate a request for a CLSI login. Click the Blue ""Eclipse"" button at the top of the page.","http://clsi.org/","CLSI",,"Technical Reports","No","No","No"
"Red Book (AAP)","Report of the Committee on Infectious Diseases.  Information on the manifestations, etiology, epidemiology, diagnosis, and treatment of more than 200 childhood infectious diseases.","https://redbook.solutions.aap.org/","American Academy of Pediatrics",,"E-Books, Clinical Tools","No","No","No"
"Europe PMC","A repository providing access to worldwide life sciences articles, books, patents and clinical guidelines. Links to relevant records in databases such as Uniprot, European Nucleotide Archive, Protein Data Bank Europe and BioStudies.","https://europepmc.org/","Europe PMC",,"General Health Sciences","No","No","No"
"TRIP Medical Database","A clinical search engine designed to allow users to quickly and easily find and use high-quality research evidence to support their practice and/or care.  TRIP filters results by strength of evidence.","https://www.tripdatabase.com/","Trip",,"Clinical Tools","No","No","No"
"Audio Digest Platinum","Continuing medical education in audio format. 16 medical specialties are available.  Register and select a specialty - <a href=""https://www.audio-digest.org/registration/institutions"">https://www.audio-digest.org/registration/institutions</a>.","https://www.audio-digest.org/registration/institutions","Ovid",,"Continuing Education","No","No","No"
"NCBI Bookshelf","Archive of biomedical, health, and life sciences books and resources made available through the National Library of Medicine. Note the login procedure has changed. Please see <a href=""https://intranet.cdc.gov/library/databases/a-z/NCBI_login.html"">https://intranet.cdc.gov/library/databases/a-z/NCBI_login.html</a> for more details.","https://www.ncbi.nlm.nih.gov/books/","NLM-NIH",,"E-Books","No","No","No"
"Pub Chem","An open chemisty database from NIH. Incorporates Hazardous Substances Data Bank","https://pubchem.ncbi.nlm.nih.gov/","NLM-NIH",,"Chemicals and Toxicology","No","No","No"
"Environmental Engineering Abstracts","Covers the world literature pertaining to technological and engineering aspects of air and water quality, environmental safety, and energy production.","https://search.proquest.com/environmentalengabstracts/advanced?accountid=26724","ProQuest",,"Environmental Science","No","No","No"
"Nielsen Scarborough Prime Lingo","Comprehensive and advanced US Market research data capable of in-depth analytics. It includes market segmentation, demographic analysis, lifestyle analysis and consumer attitudes. Interested CDC staff should contact Fred Fridinger in OADC at fwf0@cdc.gov.","http://intranet.cdc.gov/oadc/tools/researchdatatesting/scarborough-research.html","Nielsen",,"Business and Economics","No","No","No"
"Merck Index","Full-text, authoritative chemical information. Contains over 11,500 monographs – including historic records not available in the print edition.","https://www.rsc.org/merck-index","Merck",,"Chemicals and Toxicology, Environmental Science","No","No","No"
"Global Index Medicus","Worldwide access to biomedical and public health literature produced by and within low-middle income countries","https://www.globalindexmedicus.net/","WHO",,"Area Studies","No","No","No"
"International Toxicity Estimates for Risk (ITER)","Data in support of human health risk assessments. It is compiled by Toxicology Excellence for Risk Assessment (TERA) and contains data from CDC/ATSDR, Health Canada, RIVM, U.S. EPA, IARC, NSF International and independent parties offering peer-reviewed risk values.","https://iter.tera.org/","ITER",,"Chemicals and Toxicology, Environmental Science, Occupational Health and Mining","No","No","No"
"Sanford Guide to Antimicrobial Therapy","Full suite of digital infectious disease treatment content from any internet-connected computer.","https://webedition.sanfordguide.com/","Sanford Guide",,"Infectious Diseases","No","No","No"
"MedOne Education","Medical school curriculum resources including 120 E-Books, 57,600 downloadable images and 761 videos.","https://medone-education.thieme.com/","Thieme",,"E-Books, Education, Images","No","No","No"
"Access Pharmacy","Pharmacy education tool. Includes online textbooks for practitioners and students. Videos and other multimedia resources are included.","https://accesspharmacy.mhmedical.com/","McGraw-Hill",,"E-Books","No","No","No"
"ProQuest Dissertations and Theses","Comprehensive collection of dissertations and theses from around the world. Some full-text coverage with abstracts dating back to 1637.","https://search.proquest.com/pqdtglobal?accountid=26724","ProQuest",,"Education, Gray Literature, Technical Reports","No","No","No"
"PressReader","Browse and read more than 7,000 publications from over 120 countries, in 60 different languages.  Includes titles such as Atlanta Journal-Constitution, Los Angeles Times, Globe and Mail, El Pais and El Figaro, Bloomberg Businessweek. Available from inside the CDC network.","https://www.pressreader.com/catalog","PressReader",,"News, Area Studies, Popular Reading","No","No","No"
"International Newsstream","Recent news content outside of the US and Canada, with archives featuring newspapers, newswires, and news sites in full-text.","https://search.proquest.com/internationalnews1?accountid=26724","ProQuest",,"News","No","No","No"
"Public Health Database","Core public health literature with centralized access to over 800 publications with over 500 in full-text.","https://search.proquest.com/publichealth?accountid=26724","ProQuest",,"Public Health Law, Health Administration","No","No","No"
"Washington Post","Members of the military and government with a valid .mil or .gov email address are eligible for free online access to The Washington Post. After verification, it is accessible  on any device as long as users are properly signed in.","https://subscribe.washingtonpost.com/specialoffer/#/gov-mil","Washington Post",,"News","No","No","No"
"ProQuest Ebook Central","329 titles. Includes Good Laboratory Practice Training Manual for the Trainee by the World Health Organization, Vaccinology : Principles and Practice and many other titles. Note that many ebooks have DRM restrictions  to protect copyright.","https://ebookcentral.proquest.com/lib/cdcebooks","ProQuest",,"E-Books","No","No","No"
"Ebsco Ebooks","Growing collection of over 100 ebooks. Titles include Sentinel for Health : A History of the Centers for Disease Control by Etheridge and Learning SAS by Example : A Programmer’s Guide (Cody, 2018).  Note that many ebooks have DRM restrictions  to protect copyright.","http://search.ebscohost.com/login.aspx?authtype=ip,uid&custid=s8895761&profile=ehost&defaultdb=nlebk&groupid=main","EBSCOhost",,"E-Books","No","No","No"
"Education Week","National coverage for K-12 education news and information. if you’re a new user, you will be prompted immediately to create an account. If you have an existing account sign with your credentials for unlimited access.","https://www.edweek.org/","Education Week",,"Education, Full-Text Journals, Health Administration","Yes","No","No"
"Global Health Chronicles","Collection of materials on public health efforts to prevent, control and eradicate global disease. A collaboration between the David J. Sencer CDC Museum at the Centers for Disease Control and Prevention and Emory University's Emory Center for Digital Scholarship.","https://globalhealthchronicles.org/","CDC",,"History of Medicine, Images","No","No","No"
"Inspec from Engineering Village","Engineering research database available on Engineering Village that covers physics, electrical engineering and electronics, computers and control, mechanical, production engineering, information technology and more.","http://www.engineeringvillage.com","Elsevier",,"Environmental Science, Occupational Health and Mining","Yes","No","No"
"Engineering Village","Cross-searchable platform that simultaneously searches Inspec and Compendex databases.","http://www.engineeringvillage.com","Elsevier",,"Environmental Science, Occupational Health and Mining","No","No","No"
"Knovel","Technical information and interactive tools and Materials/Property searching database for engineers. Cross-searchable with Ei Village databases.","https://app.knovel.com/kn","Elsevier",,"Environmental Science, Occupational Health and Mining","Yes","No","No"
"STAT Plus","News content in biotech, pharma, health policy, and the life sciences. Users must register with a verified CDC.gov email address from inside the CDC network to access premium content. The app is available for off-network use after set-up.","https://www.statnews.com/","STAT",,"News","Yes","No","No"
"Encoder Pro","Search application for all CPT, HCPCS and ICD-9-CM code sets and Ingenix and Medicare coding guidelines. Please contact  <a href=""mailto:cdclibrary@cdc.gov?Subject=Encoder Pro login"">cdclibrary@cdc.gov</a> for username & password.","https://www.encoderpro.com/epro/","Optum",,"Medical Coding","No","No","No"
"Virtual Health Library","Public health literature and grey literature that focuses on the Latin America and Caribbean regions created by BIREME in the Pan American Health Organization (PAHO) and WHO.","https://bvsalud.org/en/","WHO",,"Area Studies, Gray Literature","No","No","No"
"Epistemonikos","Collaborative, multilingual database of health evidence. Contains systematic reviews relevant for health-decision making, and a large source of other types of scientific evidence.","https://www.epistemonikos.org/en/","Epistemonikos Foundation",,"Area Studies, Systematic Reviews","No","No","No"
"Communication & Mass Media Complete","Full-text indexing and abstracts for many communication journals covering all related disciplines, including media studies, linguistics, rhetoric and discourse.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&custid=s8895761&groupid=main&profile=ehost&defaultdb=ufh","EBSCOhost",,"Public Health Law, Health Administration","No","No","No"
"EconLit","(1969 - Present) The database contains more than 1.1 million records from 1886-present. EconLit covers virtually every area related to economics","https://search.ebscohost.com/login.aspx?authtype=ip,uid&custid=s8895761&groupid=main&profile=ehost&defaultdb=ecn","EBSCOhost",,"Business and Economics","No","No","No"
"Ergonomics Abstracts","Bibliographic database covering ergonomics and human factors topics. It indexes resources valuable to many fields, including physiology, psychology, biomechanics and occupational health.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&custid=s8895761&groupid=main&profile=ehost&defaultdb=ega","EBSCOhost",,"Occupational Health and Mining","No","No","No"
"CDC Data Hub","Data Hub, a CDC-wide enterprise, coordinates acquisition and facilitates use of health-related data, including government and commercial claims, ambulatory electronic medical records, hospital surveys and discharges, and emergency medical services data.","http://intranet.cdc.gov/DataHub/","CDC",,"Data Sets","No","No","No"
"Cochrane Interactive Learning","15 hour training course on how to conduct a systematic review of interventions. It covers searching, risk of bias, meta-analysis, GRADE and the complete systematic review process.","https://training.cochrane.org/interactivelearning","Cochrane Reviews",,"Systematic Reviews, Training","Yes","No","No"
"Altmetric Explorer for Institutions","Altmetric is a system that tracks the attention that research outputs such as scholarly articles and datasets receive online.","http://www.altmetric.com/explorer.php","Digital Science",,"Bibliometrics","No","No","Yes"
"Compendex from Engineering Village","A comprehensive engineering literature database available on Engineering Village with 14 million records across 190 engineering disciplines. Compendex indexes 1,031 journals that contain articles-in-press.","http://www.engineeringvillage.com","Elsevier",,"Environmental Science, Occupational Health and Mining","No","No","Yes"
"Embase","Biomedical and pharmacological database containing bibliographic records with citations, abstracts and indexing derived from biomedical articles in peer reviewed journals, and is especially strong in its coverage of drug and pharmaceutical research.","http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=main&D=emed","Ovid",,"General Health Sciences, Chemicals and Toxicology","No","No","Yes"
"Global Health","The definitive international public health database dedicated to public health research and practice. Derived from over 5,000 journals, plus reports, books and conferences.","http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=main&D=cagz","Ovid",,"General Health Sciences, Public Health Law, Health Administration","No","No","Yes"
"MEDLINE (OVID)","Up-to-the-minute access to the latest bibliographic citations and author abstracts from more than 5,500 biomedicine and life sciences journals in nearly 40 languages (60 languages for older journals).","http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=main&D=ppez","Ovid",,"General Health Sciences,  Public Health Law, Health Administration","No","No","Yes"
"ProQuest Central","Popular aggregated database of periodical content, covering more than 160 subject areas. Includes scholarly journals, trade publications, magazines, books, newspapers, reports and videos.","https://search.proquest.com/databases?accountid=26724","ProQuest",,"Multidisciplinary","No","No","Yes"
"PsycINFO (OVID)","Bibliographic database of scholarly literature (articles, books, reviews, and dissertations) in the psychological, social, behavioral, and health sciences.","http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=main&D=psyh","Ovid",,"Social and Behavioral Sciences","No","No","Yes"
"PubMed","Comprises more than 21 million citations for biomedical literature from MEDLINE, life science journals, and online books. Citations may include links to full-text content from PubMed Central and publisher web sites. Note the login procedure has changed. Please see <a href=""https://intranet.cdc.gov/library/databases/a-z/NCBI_login.html"">https://intranet.cdc.gov/library/databases/a-z/NCBI_login.html</a> for more information.","https://pubmed.ncbi.nlm.nih.gov?otool=cdciclib","NLM-NIH",,"General Health Sciences,  Public Health Law, Health Administration","No","No","Yes"
"Scopus","Comprehensive review of research in science, technology, medicine, social sciences, arts and humanities. Includes citation and research tracking tools.","https://www.scopus.com/","Elsevier",,"General Health Sciences, Bibliometrics, Public Health Law, Health Administration","No","No","Yes"
"ScienceDirect","ScienceDirect contains over 25% of the world's science, technology and medicine full text and bibliographic information. Collections include online reference works, handbooks, book series and a journal collection of over 1,000 titles.","https://www.sciencedirect.com/","Elsevier",,"Full-Text Journals","No","No","Yes"
"BrowZine","Browse thousands of top journals by subject, easily review tables of contents, and download full articles. Compatible with IOS and Android mobile devices.","https://browzine.com/libraries/1300/subjects","Third Iron",,"Full-Text Journals","No","No","Yes"
"Red Sky","Employs information science and knowledge management tools to provide a geospatial dashboard to share analytic and visualization products about emerging public health events.","https://redsky.cdc.gov/rs/index.html","CDC",,"News","No","No","Yes"
"Public Health Genomics and Precision Health Knowledge Base","Online, continuously updated, searchable database of published scientific literature, CDC resources, and other materials that address the translation of genomics and precision health discoveries into improved health care and disease prevention.","https://phgkb.cdc.gov/PHGKB/phgHome.action?action=home","CDC",,"Genomics","No","No","Yes"
"SciFinder-n","Comprehensive database for the chemical literature, searchable by topic, author, substances by name or CAS Registry Number and more. Register for access using a CDC email address –  <a href="" https://sso.cas.org/registration/#/home?appID=385""> https://sso.cas.org/registration/#/home?appID=385</a>.  Be sure to logoff after each session.","https://scifinder-n.cas.org/","Chemical Abstracts Service",,"Chemicals and Toxicology, Environmental Science","No","No","Yes"
"New York Times","Enterprise-wide access to NYTimes.com Basic Digital Access. To activate your Pass, go to <a href=""http://www.nytimes.com/corpgrouppass"">http://www.nytimes.com/corpgrouppass</a> while on the CDC network and create a NYTimes.com account using any valid email address. Once a Pass is set up, access is available on personal devices off-network as well.","https://www.nytimes.com/","New York Times",,"News","No","No","Yes"
"UpToDate","Evidence-based clinical decision support tool. Covers 25 specialties and over 11,000 clinical topics with summaries and graded recommendations.","https://www.uptodate.com/contents/search","Wolters Kluwer",,"Clinical Tools","No","No","Yes"
"CINAHL","Authoritative resource for nursing and allied health professionals, students, educators and researchers.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&custid=s8895761&groupid=main&profile=ehost&defaultdb=cin20","EBSCOhost",,"General Health Sciences, Public Health Law, Health Administration","No","No","Yes"
