"data_as_of","start_week","end_week","mmwryear","mmwrweek","week_ending_date","group","indicator","jurisdiction","age_group","covid_19_deaths","total_deaths","pneumonia_deaths","influenza_deaths","pneumonia_or_influenza","pneumonia_influenza_or_covid","footnote"
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 1","All Ages","0","2770","187",,"194","194","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 1","0-17 years","0","25","0","0","0","0",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 1","18-64 years","0","594","21",,"24","24","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 1","65 years and over","0","2151","166",,"170","170","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 2","All Ages","0","4960","365","36","401","401",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 2","0-17 years","0","41",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 2","18-64 years","0","1119","47","17","64","64",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 2","65 years and over","0","3800","317","19","336","336",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 3","All Ages","0","6084","402","40","442","442",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 3","0-17 years","0","53",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 3","18-64 years","0","1481","77","15","92","92",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 3","65 years and over","0","4550","323","24","347","347",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 4","All Ages","0","13564","912","117","1029","1029",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 4","0-17 years","0","144",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 4","18-64 years","0","3577","187","50","237","237",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 4","65 years and over","0","9843","723","60","783","783",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 5","All Ages","0","10441","642","53","695","695",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 5","0-17 years","0","144",,,"13","13","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 5","18-64 years","0","2393","109","21","130","130",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 5","65 years and over","0","7904","527","25","552","552",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 6","All Ages","0","7228","530","68","598","598",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 6","0-17 years","0","104",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 6","18-64 years","0","2019","134","34","168","168",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 6","65 years and over","0","5105","394","32","426","426",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 7","All Ages","0","2884","187","23","210","210",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 7","0-17 years","0","30",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 7","18-64 years","0","638","31",,"36","36","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 7","65 years and over","0","2216","154","16","170","170",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 8","All Ages","0","1919","118","11","129","129",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 8","0-17 years","0","18","0","0","0","0",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 8","18-64 years","0","467","23",,"30","30","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 8","65 years and over","0","1434","95",,"99","99","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 9","All Ages","0","7890","614","52","666","666",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 9","0-17 years","0","81",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 9","18-64 years","0","1884","111","20","131","131",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 9","65 years and over","0","5925","500","31","531","531",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 10","All Ages","0","2294","145","25","170","170",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 10","0-17 years","0","27",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 10","18-64 years","0","536","27","11","38","38",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","HHS Region 10","65 years and over","0","1731","117","12","129","129",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","United States","All Ages","1","60588","4137","472","4609","4609",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","United States","0-17 years","0","659","25","14","39","39",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","United States","18-64 years","0","14491","756","186","942","942",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","United States","65 years and over","1","45438","3356","272","3628","3628",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Alabama","All Ages","0","1152","83",,"92","92","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Alabama","0-17 years","0","16","0",,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Alabama","18-64 years","0","311","14",,"19","19","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Alabama","65 years and over","0","825","69",,"72","72","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Alaska","All Ages","0","108",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Alaska","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Alaska","18-64 years","0","36",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Alaska","65 years and over","0","68",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Arizona","All Ages","0","1352","86",,"94","94","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Arizona","0-17 years","0","14",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Arizona","18-64 years","0","343","23",,"28","28","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Arizona","65 years and over","0","995","62",,"65","65","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Arkansas","All Ages","0","694","54",,"58","58","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Arkansas","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Arkansas","18-64 years","0","189",,,"11","11","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Arkansas","65 years and over","0","499","45",,"47","47","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","California","All Ages","0","5844","427","52","479","479",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","California","0-17 years","0","62",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","California","18-64 years","0","1409","87","19","106","106",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","California","65 years and over","0","4373","336","32","368","368",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Colorado","All Ages","0","854","51",,"58","58","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Colorado","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Colorado","18-64 years","0","220","14",,"18","18","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Colorado","65 years and over","0","627","37",,"40","40","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Connecticut","All Ages","0","624","48",,"53","53","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Connecticut","0-17 years","0",,,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Connecticut","18-64 years","0","129",,,"10","10","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Connecticut","65 years and over","0","490","39",,"42","42","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Delaware","All Ages","0","188",,,"10","10","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Delaware","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Delaware","18-64 years","0","36",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Delaware","65 years and over","0","148",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","District of Columbia","All Ages","0","98",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","District of Columbia","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","District of Columbia","18-64 years","0","36",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","District of Columbia","65 years and over","0","61",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Florida","All Ages","0","4315","262","27","289","289",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Florida","0-17 years","0","49",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Florida","18-64 years","0","955","36","11","47","47",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Florida","65 years and over","0","3311","225","14","239","239",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Georgia","All Ages","0","1803","99","26","125","125",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Georgia","0-17 years","0","26",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Georgia","18-64 years","0","520","26","15","41","41",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Georgia","65 years and over","0","1257","71","11","82","82",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Hawaii","All Ages","0","241","18",,"19","19","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Hawaii","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Hawaii","18-64 years","0","61",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Hawaii","65 years and over","0","179","14",,"15","15","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Idaho","All Ages","0","288","16",,"19","19","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Idaho","0-17 years","0",,,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Idaho","18-64 years","0","58",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Idaho","65 years and over","0","226","12","0","12","12",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Illinois","All Ages","0","2325","158","13","171","171",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Illinois","0-17 years","0","21",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Illinois","18-64 years","0","524","28",,"30","30","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Illinois","65 years and over","0","1780","129","11","140","140",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Indiana","All Ages","0","1391","107","13","120","120",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Indiana","0-17 years","0","15","0","0","0","0",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Indiana","18-64 years","0","338","17",,"20","20","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Indiana","65 years and over","0","1038","90","10","100","100",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Iowa","All Ages","0","650","48",,"49","49","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Iowa","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Iowa","18-64 years","0","100",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Iowa","65 years and over","0","548","45",,"46","46","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Kansas","All Ages",,"582","42",,"47","47","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Kansas","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Kansas","18-64 years","0","120",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Kansas","65 years and over",,"458","37",,"41","41","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Kentucky","All Ages","0","1062","101",,"105","105","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Kentucky","0-17 years","0","12",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Kentucky","18-64 years","0","274","18",,"22","22","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Kentucky","65 years and over","0","776","82","0","82","82",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Louisiana","All Ages","0","952","60",,"66","66","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Louisiana","0-17 years","0",,,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Louisiana","18-64 years","0","267","10",,"12","12","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Louisiana","65 years and over","0","677","49",,"53","53","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Maine","All Ages","0","330","20",,"22","22","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Maine","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Maine","18-64 years","0","62",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Maine","65 years and over","0","266","19",,"21","21","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Maryland","All Ages","0","1072","86",,"89","89","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Maryland","0-17 years","0","16",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Maryland","18-64 years","0","283","15",,"17","17","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Maryland","65 years and over","0","773","69",,"70","70","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Massachusetts","All Ages","0","1238","70",,"78","78","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Massachusetts","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Massachusetts","18-64 years","0","241",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Massachusetts","65 years and over","0","991","65",,"71","71","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Michigan","All Ages","0","2101","136","10","146","146",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Michigan","0-17 years","0","17","0","0","0","0",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Michigan","18-64 years","0","484","34",,"39","39","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Michigan","65 years and over","0","1600","102",,"107","107","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
