"first_name","last_name","title","jurisdiction_name","state","zip_code"
"Harold","Perrin","Mayor","Jonesboro","Arkansas","72401"
"Sherry","Richey","City Clerk","Littleville","Alabama","35654"
"Denise","Herndon","Councilmember","Ashford","Alabama","36312"
"Chip","Pollard","Councilmember","Brilliant","Alabama","35548"
"Merceria","Ludgood","Commission President","Mobile County","Alabama","36644"
"Kevin","Faulconer","Mayor","San Diego","California","92101"
"Elwyn","Bearden","Commissioner","Shelby County","Alabama","35051"
"Shirley","Stewart","City Clerk","Glen Allen","Alabama","35559"
"John","Tyson","Mayor","Knoxville","Arkansas","72845"
"Bill","Gillespie","Mayor","Prattville","Alabama","36067"
"Courtney","Campbell","Councilmember","New Brockton","Alabama","36351"
"Terry ""Max""","Baggett, Jr.","Mayor","Camden","Alabama","36726"
"Fay","Parker","Commissioner","Lauderdale County","Alabama","35631"
"Larry","Chesser","Mayor","Fort Payne","Alabama","35967"
"Harrison ","Taylor","Council Chair","Tuscaloosa","Alabama","35401"
"Angie","Oliver","City Clerk","Winfield City","Alabama","35594"
"Ron","Abernathy","Sheriff","Tuscaloosa County ","Alabama","35401"
"Jim","Waring","Councilmember","Phoenix","Arizona","85003"
"Johnny","Sharpe","Mayor","Kellyton","Alabama","35089"
"Ronald","Jones","Councilmember ","Elba","Alabama","36323"
"Michael","Miller","Councilmember","Samson","Alabama","36477"
"Gary","Averett","Mayor","Coaling","Alabama","35449"
"Ryan","Tidwell","Councilmember","Geneva","Alabama","36340"
"Jeff","Sorrells","Mayor","Hartford","Alabama","36344"
"Lamar","Ivey","Councilmember","Webb","Alabama","36376"
"Jerry","Jones","Mayor","Cleveland","Alabama","35049"
"Eddie","Lowe","Mayor","Phenix City","Alabama","36867"
"Rick","Elumbaugh","Mayor","Batesville","Arkansas","72501"
"M. Gene","Lynn","Councilmember","Natural Bridge","Alabama","35577"
"Marvin","Wise","Councilmember ","Daleville","Alabama","36322"
"Bart","Seymour","Councilmember","Double Springs","Alabama","35553"
"Ryan","Coonerty","Supervisor","Santa Cruz County","California","95060"
"Lana","Mook","Mayor","El Mirage","Arizona","85335"
"Robert","Ellerbrock","Mayor","Kimberly","Alabama","35091"
"Al","Kelley","Mayor","Millbrook","Alabama","36054"
"Ronald","Davis","Councilmember","Samson","Alabama","36477"
"Ross","Norris","Mayor","Oneonta","Alabama","35121"
"Jeff","Hollis","Councilmember ","Banks","Alabama","36005"
"Jimmy","Glass","Mayor","Anderson","Alabama","35610"
"Elizabeth","Archuleta","Board of Supervisors Chair","Coconino County ","Arizona","86001"
"Frank","Straughn","Commissioner","Barbour County","Alabama","36016"
"Carolyn E.","Harris","Mayor","Wilmot","Arkansas","71676"
"Rhondel","Rhone","Commissioner","Grove Hill","Alabama","36451"
"Eddie","De La Riva","Councilmember","Maywood","California","90270"
"Frank","Hickman","Commissioner","Butler County","Alabama","36037"
"Kenn","Weise","Mayor","Avondale","Arizona","85323"
"Gerald","Goodwin","Councilmember","Arley","Alabama","35541"
"Robert","Clark","Councilmember","Rogersville","Alabama","35652"
"Fred","Cooper","Commission Vice Chair","Barbour County","Alabama","36016"
"Martin","Dates","Councilmember","Harpersville","Alabama","35078"
"Tim","Hacher","Councilmember","Slocomb","Alabama","36375"
"Bob","Joslin","Mayor","Arab","Alabama","35016"
"Bobby","Everett","Commissioner","Winston County","Alabama","35553"
"Roseanna","Markham","Mayor","Norman","Arkansas","71960"
"Chris","Carroll","Commissioner","Dale County","Alabama","36360"
"Gail","Satchel","Superintendent","Colbert County","Alabama","35674"
"David","Canepa","Supervisor","San Mateo County ","California","94015"
"Jeff","Overstreet","Commissioner","Etowah County","Alabama","35901"
"Deanna ","Baier","Tribal Educator","Curyung Tribe","Alaska","99576"
"John","Whitehurst","Councilmember","Ashford","Alabama","36312"
"Bernie","Sullivan","Mayor","Brantely","Alabama","36009"
"Todd","Strange","Mayor","Montgomery","Alabama","36104"
"Henry","Franklin","Commissioner","Barbour County","Alabama","36016"
"Darryl","Colburn","Mayor","Hackleburg","Alabama","35564"
"Mark","Yarbrough","Commission Chair","Limestone County","Alabama","35611"
"Roger","Hayes","Commission Chair","Winston County","Alabama","35553"
"Jerry","Tingle","Commissioner","Tuscaloosa County","Alabama","35401"
"Libby","Schaaf","Mayor","Oakland","California","94612"
"Wayne","Harper","Councilmember","Athens","Alabama","35611"
"Raymond M.","Hayse","Police Chief","Leighton","Alabama","35646"
"Jane","Vick","Mayor","Myrtlewood","Alabama","36763"
"Donnie","Smith","Councilmember ","Banks","Alabama","36005"
"Christopher","Tyree","Mayor","Arley","Alabama","35541"
"Billy","Moomaw","Councilmember","Vina","Alabama","35593"
"John M. ","Phillips","Supervisor","Monterey County","California","93901"
"Sandranetta","Abney","Councilmember","Newville","Alabama","36353"
"Michael","Williams","Commissioner","Greene County","Alabama","35462"
"Greg","Moore","Commissioner","Chilton County","Alabama","35045"
"Tommy","Battle","Mayor","Huntsville","Alabama","35801"
"Kenneth","Hart","Councilmember","Cottonwood","Alabama","36320"
"Elizabeth","Patterson","Mayor","Benicia","California","94510"
"Harry","Price","Mayor","Fairfield","California","94533"
"Stanley","Hill","Commissioner","Limestone County ","Alabama","35611"
"Joe","Benson","Fire Chief","Littleville","Alabama","35654"
"Jeff","Stokes","Mayor","Lynn","Alabama","35575"
"Kenneth","Hales","Councilmember","Hartford","Alabama","36344"
"Wallace","Odom","Councilmember","Cowarts","Alabama","36321"
"Albert","Kirkland","City Commissioner","Dothan","Alabama","36302"
"Charles","Douglas","Mayor","Kinsey","Alabama","36303"
"Tom","Crimsley","Commissioner","Coffee County","Alabama","36351"
"Sherman","Guyton","Mayor","Gadsden","Alabama","35902"
"Walter","Maddox","Mayor","Tuscaloosa","Alabama","35401"
"Cindy","Buie","Mayor","Webb","Alabama","36376"
"Pat","Ivey","Commissioner","Barbour County","Alabama","36016"
"Eldora","Anderson","Probate Judge","Perry County","Alabama","36756"
"Ralph","Relyea","Mayor","DeWitt","Arkansas","72042"
"Bess","Yarbrough","Councilmember","Centre","Alabama","35960"
"Daniel","Green","Councilmember","Bear Creek","Alabama","35543"
"Kristin","Gaspar ","Encinitas Mayor","Encinitas ","California","92024"
"George","Carleton","Commissioner","Tallapoosa County","Alabama","36853"
"Bob","Stacy","Mayor","Wynne","Arkansas","72396"
"Emma Jean","Thweatt","Commissioner","Tallapoosa County","Alabama","36853"
"Steve","McKinnon","Commissioner","Dale County","Alabama","36360"
"Keith","Mahaffey","Mayor","Vance","Alabama","35490"
"Miguel","Pulido","Mayor","Santa Ana","California","92701"
"Jerome","Thomas","Mayor","Newville","Alabama","36353"
"Steve","Turner","Commissioner","Limestone County","Alabama","35611"
"Clay","King","Mayor","Samson","Alabama","36477"
"Cindy","Luker","City Clerk","Addison","Alabama","35540"
"Jon","Parker","Commissioner","Shelby County","Alabama","35051"
"Jimmie","Hardee","Commissioner","Chilton County","Alabama","35045"
"Jim","Giganti","Mayor","Abbeville","Alabama","36310"
"Steve","Stanley","Councilmember","Sheffield","Alabama","35660"
"Larry","Armstrong","Mayor","Hayden","Alabama","35079"
"Agustin","Hendershot","Police Chief","Lexington","Alabama","35648"
"Doug","Sprouse","Mayor","Springdale","Arkansas","72764"
"Lula","Abston","Councilmember","Vina","Alabama","35593"
"Jeff","Owyoung","Mayor","McGehee","Arkansas","71654"
"Billy Ray","McElvey","Mayor","DeQueen","Arkansas","71832"
"Mike","Norris","Mayor","Fulton","Alabama","36436"
"Joey","Peavy","Commissioner","Butler County","Alabama","36037"
"Unzell","Kelley","Commissioner","Coosa County","Alabama","35136"
"Scott","Mann","Mayor","Menifee","California","92586"
"Anthony","Thomas","Councilmember","Monroeville","Alabama","36460"
"Jared","Holzhauer","Mayor","Gillett","Arkansas","72055"
"Robert","Garcia","Mayor","Long Beach","California","90802"
"Kenneth","Gulley","Mayor","Bessemer","Alabama","35020"
"Tommy","Chambless","Councilmember","Lynn","Alabama","35575"
"Chris","Ballard","Councilmember","Winfield City","Alabama","35594"
"Gary","Pendley","Superintendent","Winston County","Alabama","35553"
"Bob","Rivera","Mayor","Thatcher","Arizona","85552"
"Tom","O'Halleran","U.S. Representative","1st Congressional District","Arizona","86001"
"David","Miller","Mayor","Leeds","Alabama","35094"
"Glenn ","Hendricks ","Mayor","Sunnyvale","California","94088"
"Ryan ","Jackson","Tribal Chair","Hoopa Valley Tribe","California","95546"
"Dianne","Jacob","Supervisor","San Diego County","California","92101"
"Fred","Hamic","Chair","Geneva County","Alabama","36340"
"Jon","Graham","Mayor","Calera","Alabama","35040"
"Winston","Glover","Fire Chief","Lexington","Alabama","35648"
"John Mark","Simpson","Mayor","Clarksville","Arkansas","72830"
"Kyle","Reogas","Police Chief","Haleyville","Alabama","35565"
"Danette","Andrew","Tribal Administrator","Ohogamiut Traditional Council","Alaska","99585"
"Gary","Sheilds","Commissioner","Geneva County","Alabama","36340"
"Frank","Hash","Mayor","El Dorado","Arkansas","71731"
"Lester","Brown","Commissioner","Greene County","Alabama","35462"
"Junior","Mixon","Councilmember","Geneva","Alabama","36340"
"Ryan","Blessing","Councilmember","Killen","Alabama","35645"
"Sue","Raper","City Clerk","Vina","Alabama","35593"
"Milton","Harris","Councilmember","Malvern","Alabama","36375"
"Matthew","Hunter","Mayor","Sitka","Alaska","99835"
"Paul","Fondren","Councilmember","Hartford","Alabama","36344"
"Ron","Morrison","Mayor","National City","California","91950"
"Sandi","Hendrix","Councilmember","Cherokee","Alabama","35616"
"George","Palmer","Councilmember","Addison","Alabama","35540"
"Stanley","Henry","Mayor","Cathedral City","California","92234"
"Gene","Sanderson","Councilmember","Hamilton","Alabama","35570"
"Heath","Grimes","Superintendent","Russellville ","Alabama","35653"
"Mark","Nelson","Commissioner","Tuscaloosa County","Alabama","35405"
"Lonnie","Caldwell","Mayor","Goodwater","Alabama","35072"
"Brenda","Bell Guercio","Mayor","Indian Springs","Alabama","35124"
"Hilda","Solis","Supervisor","Los Angeles County","California","90012"
"Steve","Robinson","Commissioner","Tallapoosa County","Alabama","35010"
"Freddie","Armstead","Commissioner","Marengo County","Alabama","36732"
"Tracy","Honea","Mayor","Albertville","Alabama","35950"
"Robert","Patrick","Mayor","St. Charles","Arkansas","72140"
"Jason","Reneau","Councilmember","Kinsey","Alabama","36303"
"Willie Mae","Powell","Mayor","Shorter","Alabama","36075"
"Charlene","Fernandez","State Representative","4th Legislative District","Arizona","85007"
"Jamie","Irons","Mayor","Morro Bay","California","93442"
"Bobby ","Smith","Councilmember","Arley","Alabama","35541"
"Bryan","Zak","Mayor","Homer ","Alaska","99603"
"Felix","Callicotte","Mayor","Clifton","Arizona","85533"
"Don","Nottoli","Supervisor","Sacramento County","California","95814"
"Allen","Barnett","Councilmember","Lynn","Alabama","35575"
"Rex","Parris","Mayor","Lancaster","California","93534"
"Roger","Baine","Councilmember","Samson","Alabama","36477"
"Don","Greene","Mayor","Harpersville","Alabama","35078"
"Wayne","Smith","Mayor","Dadeville","Alabama","36853"
"Lance","McDade","Mayor","Lipscomb","Alabama","35020"
"Dr. Janet","Womack","Superintendent","Florence City","Alabama","35630"
"Richard","Bittinger","Councilmember","Haleyville","Alabama","35565"
"Danny","Hendrix","Revenue Commissioner","Lauderdale County","Alabama","35630"
"Mark","Nexsen","Mayor","Lake Havasu City","Arizona","86403"
"Tim","Tubbs","Mayor","Killen","Alabama","35645"
"Billy","Middleton","Mayor","Loxley","Alabama","36551"
"Neal","Willis","Councilmember","Muscle Shoals","Alabama","35662"
"Robby","Davis","Councilmember","Northport","Alabama","35475"
"Bobbie","McCraw","Councilmember","Glen Allen","Alabama","35559"
"Roy","Willingham","Mayor","Emelle","Alabama","35459"
"David","Crutchfield","City Commissioner","Dothan","Alabama","36302"
"Belinda","Miller","City Clerk","Russellville City","Alabama","35653"
"Matthew","Connolly","Councilmember","St. Florian","Alabama","35634"
"Allen","Lipsmeyer","Mayor","Morrilton","Arkansas","72110"
"Tim","Mckinney","Mayor","Berryville","Arkansas","72616"
"Sheila","Kuehl","Supervisor","Los Angeles County","California","90012"
"Bobby Joe","Irvin","Councilmember","Hamilton","Alabama","35570"
"Jimmy","Gardiner","Commissioner","Colbert County","Alabama","35674"
"Joe","Smith","Mayor","North Little Rock","Arkansas","72114"
"Andrew","Betterton","Councilmember","Florence City","Alabama","35631"
"John","D'Amico","Councilmember","West Hollywood","California","90069"
"Johnnie","Washington","Mayor","Greensboro","Alabama","36744"
"Mike","Lockhart","Councilmember","Muscle Shoals","Alabama","35662"
"Scott","Smart","Councilmember","Tuscumbia","Alabama","35674"
"John","Hughes","Councilmember","Geneva","Alabama","36340"
"Frank","Williamson","Colbert Sheriff","Colbert County","Alabama","35674"
"Michael","Moomaw","Fire Chief","Vina","Alabama","35593"
"Johnny","Brigham","Mayor","Dumas","Arkansas","71639"
"Anthony","Hallmark","Councilmember","Winfield City","Alabama","35594"
"David ","Kelley","Commissioner","Marshall County","Alabama","35976"
"Harvey","Skoog","Mayor","Prescott Valley","Arizona","86314"
"Carolyn","Parker","Commissioner","Etowah County","Alabama","35901"
"Doug","Sinquefield","Commissioner","Houston County","Alabama","36302"
"Ricky","McElwain","Commissioner","Crenshaw County","Alabama","36049"
"Harry","Moon","Councilmember","Centre","Alabama","35960"
"Allen J.","Dunavant","Mayor","Glen Allen","Alabama","35559"
"Cyndi","Kerr","Mayor","Quitman","Arkansas","72131"
"Carole","Barfield","Councilmember","Ashford","Alabama","36312"
"Johnny","Grant","Commissioner","Etowah County","Alabama","35901"
"William","Nale","Councilmember","Russellville City","Alabama","35653"
"Homer","Wright","Commissioner","Pike County","Alabama","36081"
"Cameron","Smyth","Mayor","Santa Clarita","California","91355"
"Phyllis ","Odom","Councilmember","Tuscaloosa","Alabama","35401"
"Aaron ","Peskin","Supervisor","San Francisco County","California","94102"
"Tim","Cockrell","Councilmember","Double Springs","Alabama","35553"
"Donald","Baker","Police Chief","Addison","Alabama","35540"
"Julia","Rollins","Councilmember","Hodges","Alabama","35771"
"Jill","Dabbs","Mayor","Bryant","Arkansas","72022"
"R.E.","Martin","Commissioner","Marshall County","Alabama","35976"
"Ann","Bragwell","City Clerk","Phil Campbell","Alabama","35581"
"Barbara","Moore","Councilmember","Columbiana","Alabama","35051"
"Danny","Gosa","Councilmember","Gu-Win","Alabama","35563"
"Lamar ""Heedy""","Hayes","Commissioner","Chilton County","Alabama","35045"
"Paul","Garrison","Councilmember","Natural Bridge","Alabama","35577"
"Bill","Stricklend","Commissioner","Marshall County","Alabama","35976"
"Kip","Williams","Councilmember","Anderson","Alabama","35610"
"Jonathan","Bennett","Councilmember","Haleyville","Alabama","35565"
"Jimmy","Abbett","Sheriff","Tallapoosa County","Alabama","36853"
"Jimmy","Grant","Mayor","Louisville","Alabama","36048"
"Jerry","Rogers","Councilmember","Cowarts","Alabama","36321"
"Morgan","Hicks","Councilmember","Webb","Alabama","36376"
"David","Carrington","Commissioner","Jefferson County","Alabama","35203"
"Jimmy","Barron","Commissioner","Pike County","Alabama","36081"
"Linda","Smith","Councilmember","Cottonwood","Alabama","36320"
"Gregory ","Reynolds","Commissioner","Henry County","Alabama","36310"
"Jeff","Stidham","Councilmember","Hodges","Alabama","35571"
"Darryl V.","Aikerson","Superintendent","Tuscumbia","Alabama","35674"
"Charles","Allen","Councilmember","Thomasville","Alabama","36784"
"Tim","Garrison","Councilmember","Winfield City","Alabama","35594"
"Kirsten ","Keith","Mayor","Menlo Park","California","94025"
"Tony","Kennon","Mayor","Orange Beach","Alabama","36561"
"T.C.","Coley","Commissioner","Tallapoosa County","Alabama","35089"
"Laura ","Pastor","Councilmember","Phoenix","Arizona","85003"
"Dan ","Horsley","Supervisor","San Mateo County","California","94063"
"W. Hardy","McCollum","Probate Judge","Tuscaloosa County","Alabama","35405"
"Albert ","Robles","Mayor","Carson","California","90745"
"Steve","Nix","Councilmember","Sheffield","Alabama","35660"
"Dimitri","Philemonof","CEO","Aleutian Pribilof Islands Association","Alaska","99518"
"Joe","Hackworth","Commissioner","Lauderdale County","Alabama","35631"
"Doug","Nicholls","Mayor","Yuma","Arizona","85364"
"Don","Stisher","Commissioner","Morgan County","Alabama","35622"
"Dusty","Webster","Councilmember","Gu-Win","Alabama","35563"
"Jim","Nabors","Mayor","Alexander City","Alabama","35010"
"Lindsey","Allison","Commissioner","Shelby County","Alabama","35051"
"Ava","McCurlry","City Clerk","Bear Creek","Alabama","35543"
"Merill","Sport","Commissioner","Crenshaw County","Alabama","36049"
"Jane","Brunson","Councilmember ","Elba","Alabama","36323"
"Kay","Andress","Councilmember ","Banks","Alabama","36005"
"Doris","Whitehurst","Councilmember","Cowarts","Alabama","36321"
"Sue","Beasley","City Clerk","Petrey","Alabama","36049"
"Edward","Paget","Mayor","Needles","California","92363"
"Kim","Ownby","City Clerk","Double Springs","Alabama","35553"
"Greg","Ray","Police Chief","Sheffield","Alabama","35660"
"Kenny","Hallmark","Police Chief","Hackleburg","Alabama","35564"
"Brenda ","Dean","Councilmember","Monroeville","Alabama","36460"
"Randy","Price","Mayor","Winfield","Alabama","35594"
"Kenneth","Kilgo","Mayor","West Point","Alabama","35056"
"Phillip","Garrison","Councilmember","Guin","Alabama","35563"
"Ronnie","Whitehead","Councilmember","Ashford","Alabama","36312"
"Leigh","Dollar","Mayor","Guntersville","Alabama","35976"
"Greg","Abercrombie","Commissioner","Morgan County","Alabama","35670"
"Denita","Cantrell","Councilmember","Vina","Alabama","35593"
"Jerry","Barrett","Mayor","Atkins","Arkansas","72823"
"Aja","Brown","Mayor","Compton","California","90220"
"David","Stewart","Mayor","Newport","Arkansas","72112"
"Richard","Herston","Mayor","Rogersville","Alabama","35652"
"Samantha","Gann","Councilmember","Hodges","Alabama","35571"
"David","Dyar","Mayor","Boaz","Alabama","35957"
"Ed","Marshall","Councilmember","Cowarts","Alabama","36321"
"Barbara","Simmons","Councilmember","Samson","Alabama","36477"
"Melissa","Wright","Councilmember","Gu-Win","Alabama","35563"
"Aaron","Grubbs","Mayor","Bakerhill","Alabama","36027"
"Kaytrina","Simmons","Councilmember","Florence City","Alabama","35631"
"John","Cherry","Councilmember","Kinsey","Alabama","36303"
"Michael","Capehart","Councilmember","Cottonwood","Alabama","36320"
"Malia ","Cohen","Supervisor","San Francisco County","California","94102"
"Henley","Hicks","Councilmember","Slocomb","Alabama","36375"
"Yancey E.","Lovelace","Mayor","Brewton","Alabama","36426"
"Betty Jane","Borden","Councilmember","Leighton","Alabama","35646"
"Mark","Culver","Commission Chair","Houston County","Alabama","36302"
"Roy","Waite","Councilmember","Thomasville","Alabama","36784"
"Butch","Collins","Police Chief","Anderson","Alabama","35610"
"Allin","Whittle","Commissioner Acting Chair","Butler County","Alabama","36037"
"John","Doyle","Mayor","Nogales","Arizona","85621"
"Rocky","Hulsey","Councilmember","Natural Bridge","Alabama","35577"
"Mark","Pulido","Mayor","Cerritos","California","90703"
"James","Hutcheson","Commission Chair","Marshall County","Alabama","35976"
"Darrin","Hogeland","Fire Chief","Cherokee","Alabama","35616"
"Michael","Isom","Councilmember","Tuscumbia","Alabama","35674"
"Roger","Agnew","Councilmember","Guin","Alabama","35563"
"Rene","Fann","Councilmember","Cherokee","Alabama","35616"
"Doug","Webb","Police Chief","Guin","Alabama","35563"
"Tommy","Miller","Mayor","Notasulga","Alabama","36866"
"Gary W.","Waters","Mayor","Pelham","Alabama","35124"
"Raul","Grijalva","U.S. Representative","3rd Congressional District","Arizona","85705"
"David","Black","Commissioner","Colbert County","Alabama","35674"
"James","Coachmen","Councilmember","Cottonwood","Alabama","36320"
"Ted","McCoy","Councilmember","Newville","Alabama","36345"
"Jamie","Harris","Councilmember","Russellville City","Alabama","35653"
"Mark","Wilson","Fire Chief","Addison","Alabama","35540"
"Mike","Schmitz","Mayor","Dothan","Alabama","36303"
"Joe","Clarke","Mayor","Daviston","Alabama","36256"
"Tami","Williams","Councilmember","Hamilton","Alabama","35570"
"Jay ","Logan","Council President","Northport","Alabama","35476"
"Eddie","Byrd","Commissioner","Marion County","Alabama","35570"
"Melvin","Foukal","Councilmember","Monroeville","Alabama","36460"
"Charles","Murphy","Mayor","Robertsdale","Alabama","36567"
"Dusty","McDanal","Mayor","Pine Hill","Alabama","36769"
"George","Russell","Councilmember","Haleyville","Alabama","35565"
"Marty","Handlon","Mayor","Alabaster","Alabama","35007"
"Daron","McDaniel","Board of Supervisors Chair","Merced County","California","95340"
"Fernando","Vasquez","Councilmember","Downey","California","90242"
"Michael ","Armistead","Probate Judge","Choctaw County","Alabama","36904"
"Troy","Hightower","Councilmember","Guin","Alabama","35563"
"Danny","Jones","Councilmember","Rogersville","Alabama","35652"
"Elaine","Holmes","Mayor","Indio","California","92201"
"Sam","Abed","Mayor","Escondido","California","92025"
"Dave","Bieter","Mayor","Boise","Idaho","83702"
"Franklin","Phillips","Fire Chief","Rogersville","Alabama","35652"
"Nate ","Miley","Supervisor","Alameda County","California","94612"
"David","Palmer","Councilmember","Russellville City","Alabama","35653"
"Amy","Bobo","Councilmember","Gu-Win","Alabama","35563"
"Mark","Hall","Mayor","Helena","Alabama","35080"
"Sherry","Kelley","Mayor","Gurdon","Arkansas","71743"
"Lester","Odom","Mayor","McKenzie","Alabama","36456"
"Tom","Tate","Sheriff","Monroe County","Alabama","36460"
"Robin","Sullivan","Commissioner","Pike County","Alabama","36081"
"Leonard","Moty","Supervisor","Shasta County","California","96001"
"Aaron","Brown","Police Chief","Arley","Alabama","35541"
"Smithie J.","Weeks","Councilmember","Twin","Alabama","35563"
"Arthur","Elliott","Councilmember","Russellville City","Alabama","35653"
"London","Breed","Supervisor","San Francisco County","California","94102"
"Dave","Pine","Supervisor","San Mateo County","California","94063"
"Robert","Harrison","Commissioner","Madison County","Alabama","35811"
"Alan","Souders","Councilmember ","Daleville","Alabama","36322"
"Billy","Snell","Mayor","Taylor","Alabama","36301"
"Lisa","Gillmor","Mayor","Santa Clara","California","95050"
"Chris","Hyde","Councilmember","Bear Creek","Alabama","35543"
"Ted","Kavich","Fire Chief","Waterloo","Alabama","35677"
"Jim","Cartee","Councilmember","Phil Campbell","Alabama","35581"
"Rick","Mueller","Mayor","Sierra Vista","Arizona","85635"
"Johnathan E","Grecu","Mayor","Ashford","Alabama","36312"
"Carla","Rector","City Clerk","Hackleburg","Alabama","35564"
"Deborah","Robertson","Mayor","Rialto","California","92376"
"Don","Barnwell","Councilmember","Hackleburg","Alabama","35564"
"Rickey","Tucker","Councilmember","Malvern","Alabama","36375"
"Michael M.","McMillan","Mayor","Spanish Fort","Alabama","36527"
"Andrea","Dalessandro","Arizona State Senator","Phoenix","Arizona","85007"
"Danyel","Guth","Councilmember","Hodges","Alabama","35571"
"Wally","Burns","Mayor","Southside","Alabama","35907"
"Tim","Cooper","Councilmember","Addison","Alabama","35540"
"Olivia ","Venable","Councilmember","Millbrook","Alabama","36054"
"Rob","Taylor","Fire Chief","Bear Creek","Alabama","35543"
"Lew","Williams III","Mayor","Ketchikan","Alaska","99901"
"Greg","Stanton","Mayor","Phoenix","Arizona","85003"
"Sandra","Holland","Mayor","Allgood","Alabama","35121"
"Chris","Joly","Police Chief","Littleville","Alabama","35654"
"D.W.","Franklin","Mayor","Vina","Alabama","35593"
"Sharon","Spiller","City Clerk","Twin","Alabama","35563"
"Robert","Cox","Mayor","Coffeeville","Alabama","36524"
"Eddie","Cordle","Councilmember ","New Brockton","Alabama","36351"
"Harold","Spicer","Councilmember ","Elba","Alabama","36323"
"Brad","Weeks","Councilmember","Geneva","Alabama","36340"
"John ","Seybert","Mayor","Redwood City","California","94061"
"David","Hester","Commissioner","Franklin County","Alabama","35653"
"Barbara","Coler","Councilmember","Fairfax","California","94930"
"Ricardo","Ortiz","Mayor","Burlingame","California","94010"
"Ethan","Berkowitz","Mayor","Anchorage","Alaska","99501"
"Sandy","Sanders","Mayor","Fort Smith","Arkansas","72902"
"Terry","Williams","Mayor","Mount Vernon","Alabama","36560"
"Phillip","Springer","Councilmember","Lexington","Alabama","35648"
"Mineo","Lindsey","Councilmember","Guin","Alabama","35563"
"Hazel","Griffin","Councilmember ","Andalusia","Alabama","36420"
"Jackie Ray ","Rush","Commissioner","Clarke County","Alabama","36784"
"Kip","Smith","Councilmember ","Luverne/ District","Alabama","36049"
"Beth","Kenward","City Commissioner","Dothan","Alabama","36302"
"David","Bradford","Mayor","Muscle Shoals","Alabama","35662"
"Jo","Childress","Mayor","Mt. Ida","Arkansas","71957"
"Jessie","Ingram","Councilmember","Columbia","Alabama","36319"
"Joe","Watson","Councilmember","Kinsey","Alabama","36303"
"Tony","Cherry","Commissioner","Choctaw County","Alabama","36904"
"Ryan","Sundberg","Supervisor","Humboldt County","California","95501"
"Harry","Sanders","Administrator","Pike County","Alabama","36081"
"Ricky","Allen","Councilmember","Newville","Alabama","36353"
"Charles","Berryhill","Councilmember","Brilliant","Alabama","35548"
"Michael","Collins","Village President","Plainfield","Illinois","60544"
"Les ","Baugh","Supervisor","Shasta County","California","96001"
"Alton","Hyche","Mayor","Brookwood","Alabama","35444"
"Linda","Evans","Mayor","La Quinta","California","92253"
"Charlie","Harris","Commissioner","Pike County","Alabama","36081"
"Dewayne","Raper","Councilmember","Vina","Alabama","35593"
"Mickey","Murdock","Mayor","Elba","Alabama","36323"
"Scotty","McCormick II","Mayor","Crossett","Arkansas","71635"
"Maxine","DeBord","Mayor","Black","Alabama","36314"
"Ron","Tyler","Police Chief","Florence City","Alabama","35631"
"Ricky","Powell","Commissioner","Wilcox County","Alabama","36726"
"Howard","Rubenstein","Mayor","Saraland","Alabama","36571"
"Rayburn","Massey","Commissioner","Franklin County","Alabama","35653"
"Gary","Davenport","Mayor","Eclectic","Alabama","36024"
"Stacy","Corless","Board of Supervisors Chair","Mono County","California","93546"
"Amos","Newsome","City Commissioner","Dothan","Alabama","36302"
"Andew","Thompson","Commissioner","Macon County","Alabama","36083"
"Glen","Chandler","Councilmember","Centre","Alabama","35960"
"Betty","Baxter","Councilmember","Brundidge","Alabama","36010"
"Charles","Moore","Mayor","Linden","Alabama","36748"
"Jody","Singleton","Councilmember","Headland","Alabama","36345"
"Michael","Thompson","Commissioner","Marengo County","Alabama","36784"
"Craig ","McFarland","Mayor","City of Casa Grande","Arizona","85122"
"Jason","Ward","Mayor","Lisman","Alabama","36912"
"Charles","Hovater","Commissioner","Colbert County","Alabama","35674"
"Dewey","King","Fire Chief","Sheffield","Alabama","35660"
"Ralph","Wolfe","Mayor","Yakutat","Alaska","99689"
"Rusty","Jessup","Mayor","Riverside","Alabama","35135"
"Mark ","Chambers","Mayor","Carbon Hill","Alabama","35549"
"Bobby","Agee","Commissioner","Chilton County","Alabama","35045"
"John","Ferguson","City Commissioner","Dothan","Alabama","36302"
"Randy","Horton","Mayor","Russellville","Arkansas","72801"
"Doug","Ducey","Governor","Arizona","Arizona","85007"
"Jiles","Williams","Commissioner","Montgomery County","Alabama","36102"
"Sonny","Thomas Eads","Councilmember ","New Brockton","Alabama","36351"
"Tommy","Praytor","Revenue Commissioner","Lawrence County","Alabama","35650"
"Joe","Myles","Councilmember","Slocomb","Alabama","36375"
"Janet","Gill","Councilmember","Harpersville","Alabama","35078"
"Allen","Caddell","Councilmember","Waterloo","Alabama","35677"
"Inez","Armstrong","Councilmember","Kinsey","Alabama","36303"
"Ken","Rosenberg","Mayor","Mountain View","California","94039"
"Joan","Farneman","Councilmember","Waterloo","Alabama","35677"
"Jesse","McWilliams","Commissioner","Butler County","Alabama","36037"
"Dewey","Bondurant, Jr.","Mayor","Flomaton","Alabama","36441"
"Jerry","Williams","Mayor","Potsville","Arkansas","72858"
"Johnny","Smith","Mayor","Jacksonville","Alabama","36265"
"John","Lizalde","Mayor","Guadalupe","California","93454"
"Donna","Devane","Councilmember","Kinsey","Alabama","36303"
