Hospital Name,Hospital Location,Central Line Days,Observed Infections,Predicted Infections,2015 SIR,SIR 95% CI,SIR Interpretation (2006-08 US baseline),2013 HHS Targets,Percentile on 2014 National SIR Distribution,County,HPP Region,Location 1,SIR Icon,Benchmark Icon
Legacy Good Samaritan Medical Center,Adult Medical/Surgical Wards,1227,1,1.47,0.679,"0.034, 3.350",Fewer infections,Target Not Met,71-75%,MULTNOMAH,Region1,"1015 NORTHWEST 22ND AVENUE
PORTLAND 97210
(45.5302217, -122.6973884)",https://data.oregon.gov/views/4arj-uxbw/files/437cbb56-b855-4afc-8fcb-e91648070e55,
Legacy Good Samaritan Medical Center,Adult Surgical Wards,337,0,0.47,*,*,#s too small to calculate,ZERO Infections,*,MULTNOMAH,Region1,"1015 NORTHWEST 22ND AVENUE
PORTLAND 97210
(45.5302217, -122.6973884)",,https://data.oregon.gov/views/4arj-uxbw/files/d21f3524-07c0-4cf7-8ea6-b618737bd9bd
Legacy Meridian Park Medical Center,Adult Surgical Wards,663,0,0.93,*,*,#s too small to calculate,ZERO Infections,,CLACKAMAS,Region1,"19300 SOUTHWEST 65TH AVENUE
TUALATIN 97062
(45.3786716, -122.740804)",,https://data.oregon.gov/views/4arj-uxbw/files/19904750-6d15-4c25-acfc-aac59b6e02bc
Legacy Meridian Park Medical Center,Adult Medical/Surgical ICUs,1201,0,1.8,0," , 1.663",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-25%,CLACKAMAS,Region1,"19300 SOUTHWEST 65TH AVENUE
TUALATIN 97062
(45.3786716, -122.740804)",https://data.oregon.gov/views/4arj-uxbw/files/136febf2-b852-4f58-9703-bd9e94472a49,https://data.oregon.gov/views/4arj-uxbw/files/bc52733a-de76-4171-9bee-a54cd84ec2d8
Legacy Meridian Park Medical Center,All Adult/Ped ICUs & M/S/MS Wards Combined*,2803,0,4.14,0," , 0.724",Statistically fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,CLACKAMAS,Region1,"19300 SOUTHWEST 65TH AVENUE
TUALATIN 97062
(45.3786716, -122.740804)",https://data.oregon.gov/views/4arj-uxbw/files/7c99b604-c37d-4aaf-8b81-4c704cfe37a6,https://data.oregon.gov/views/4arj-uxbw/files/7f276ce2-b74e-482b-b976-7b53f10812c9
Legacy Meridian Park Medical Center,Adult Medical Wards,939,0,1.41,0," , 2.127",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,CLACKAMAS,Region1,"19300 SOUTHWEST 65TH AVENUE
TUALATIN 97062
(45.3786716, -122.740804)",https://data.oregon.gov/views/4arj-uxbw/files/e0ed625d-5515-48be-87ea-18cb151abb14,https://data.oregon.gov/views/4arj-uxbw/files/6507bd2a-3a39-4a3a-9b65-707f5a46521e
Legacy Mount Hood Medical Center,Adult Medical Wards,910,1,1.37,0.733,"0.037, 3.613",Fewer infections,Target Not Met,76-80%,MULTNOMAH,Region1,"24800 SOUTHEAST STARK STREET
GRESHAM 97030
(45.5166262, -122.4070368)",https://data.oregon.gov/views/4arj-uxbw/files/2644da0a-37db-4f61-bf3c-8788a0c55b63,
Legacy Mount Hood Medical Center,Adult Surgical Wards,576,1,0.81,*,*,#s too small to calculate,,*,MULTNOMAH,Region1,"24800 SOUTHEAST STARK STREET
GRESHAM 97030
(45.5166262, -122.4070368)",,
Legacy Mount Hood Medical Center,Adult Medical/Surgical ICUs,1044,1,1.57,0.639,"0.032, 3.149",Fewer infections,Target Not Met,71-75%,MULTNOMAH,Region1,"24800 SOUTHEAST STARK STREET
GRESHAM 97030
(45.5166262, -122.4070368)",https://data.oregon.gov/views/4arj-uxbw/files/2bce990e-c965-41a2-a9ac-7fc30ab68107,
Legacy Mount Hood Medical Center,All Adult/Ped ICUs & M/S/MS Wards Combined*,2530,3,3.74,0.803,"0.204, 2.185",Fewer infections,Target Not Met,81-85%,MULTNOMAH,Region1,"24800 SOUTHEAST STARK STREET
GRESHAM 97030
(45.5166262, -122.4070368)",https://data.oregon.gov/views/4arj-uxbw/files/a78d0e52-d54d-4e20-b9c9-adc450fe1205,
McKenzie-Willamette Medical Center,All Adult/Ped ICUs & M/S/MS Wards Combined*,1143,0,1.71,0," , 1.747",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,LANE,Region3,"1460 G STREET
SPRINGFIELD 97477
(44.0530441, -123.0039526)",https://data.oregon.gov/views/4arj-uxbw/files/f17af426-a431-4191-be9f-26d6f56f6f03,https://data.oregon.gov/views/4arj-uxbw/files/c9460330-77e7-4a60-97d2-44dce48d2429
McKenzie-Willamette Medical Center,Adult Medical/Surgical ICUs,1143,0,1.71,0," , 1.747",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-25%,LANE,Region3,"1460 G STREET
SPRINGFIELD 97477
(44.0530441, -123.0039526)",https://data.oregon.gov/views/4arj-uxbw/files/27794678-93ff-4689-a48d-e32a14e1f19c,https://data.oregon.gov/views/4arj-uxbw/files/10a1d44c-3b2b-412a-9226-c35115bcbc3a
Mercy Medical Center,All Adult/Ped ICUs & M/S/MS Wards Combined*,2658,4,3.96,1.01,"0.321, 2.437",More infections,Target Not Met,86-90%,DOUGLAS,Region3,"2700 NORTHWEST STEWART PARKWAY
ROSEBURG 97470
(43.2414531, -123.3669708)",https://data.oregon.gov/views/4arj-uxbw/files/94a8edc5-5eee-44e0-beb1-50c7787f4410,
Mercy Medical Center,Adult Medical/Surgical ICUs,1201,0,1.8,0," , 1.663",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-25%,DOUGLAS,Region3,"2700 NORTHWEST STEWART PARKWAY
ROSEBURG 97470
(43.2414531, -123.3669708)",https://data.oregon.gov/views/4arj-uxbw/files/c0ba01c0-f374-4e30-a435-42b955960a75,https://data.oregon.gov/views/4arj-uxbw/files/1c3ef442-f29d-4060-a7a0-4011db999b91
Mercy Medical Center,Adult Surgical Wards,275,1,0.39,*,*,#s too small to calculate,,*,DOUGLAS,Region3,"2700 NORTHWEST STEWART PARKWAY
ROSEBURG 97470
(43.2414531, -123.3669708)",,
Mercy Medical Center,Adult Medical Wards,1182,3,1.77,1.692,"0.430, 4.605",More infections,Target Not Met,96-100,DOUGLAS,Region3,"2700 NORTHWEST STEWART PARKWAY
ROSEBURG 97470
(43.2414531, -123.3669708)",https://data.oregon.gov/views/4arj-uxbw/files/1760405d-8e5a-4afb-8b3b-d2b418e685ca,
Mid-Columbia Medical Center,All Adult/Ped ICUs & M/S/MS Wards Combined*,201,0,0.3,*,*,#s too small to calculate,ZERO Infections,*,WASCO,Region6,"1700 EAST 19TH STREET
THE DALLES 97058
(45.5873161, -121.1644619)",,https://data.oregon.gov/views/4arj-uxbw/files/dd3b1625-8189-4d63-aaaf-52f82ecdb94d
Mid-Columbia Medical Center,Adult Medical/Surgical ICUs,185,0,0.28,*,*,#s too small to calculate,ZERO Infections,*,WASCO,Region6,"1700 EAST 19TH STREET
THE DALLES 97058
(45.5873161, -121.1644619)",,https://data.oregon.gov/views/4arj-uxbw/files/80c57b93-dc2d-44ee-9cb5-49645960c6c1
Mid-Columbia Medical Center,Adult Medical Wards,16,0,0.02,*,*,#s too small to calculate,ZERO Infections,*,WASCO,Region6,"1700 EAST 19TH STREET
THE DALLES 97058
(45.5873161, -121.1644619)",,https://data.oregon.gov/views/4arj-uxbw/files/8fd39216-892e-4a6d-852a-49dedad050e3
Oregon Health & Science University,All Adult/Ped ICUs & M/S/MS Wards Combined*,30834,26,61.64,0.422,"0.281, 0.609",Statistically fewer infections,SIR Target (<0.5) Met,51-55%,MULTNOMAH,Region1,"3181 SOUTHWEST SAM JACKSON PARK ROAD
PORTLAND 97239
(45.4989708, -122.6861182)",https://data.oregon.gov/views/4arj-uxbw/files/b6cca317-a03b-483b-80ee-7f14688f6256,https://data.oregon.gov/views/4arj-uxbw/files/9f8f3287-39d4-4433-bd80-acc2410312d5
Oregon Health & Science University,All Neonatal ICUs Combined*,3184,4,6.57,0.609,"0.194, 1.469",Fewer infections,Target Not Met,66-70%,MULTNOMAH,Region1,"3181 SOUTHWEST SAM JACKSON PARK ROAD
PORTLAND 97239
(45.4989708, -122.6861182)",https://data.oregon.gov/views/4arj-uxbw/files/38f74964-3ca8-48e2-bb88-6384948d1529,
Oregon Health & Science University,Pediatric Medical Wards,3979,3,7.16,0.419,"0.107, 1.140",Fewer infections,SIR Target (<0.5) Met,51-55%,MULTNOMAH,Region1,"3181 SOUTHWEST SAM JACKSON PARK ROAD
PORTLAND 97239
(45.4989708, -122.6861182)",https://data.oregon.gov/views/4arj-uxbw/files/dbb8706c-f2ee-4b39-9c17-9d000c9ed67f,https://data.oregon.gov/views/4arj-uxbw/files/728c344a-9d46-4f7f-ae25-d7d9ae6c62ed
Oregon Health & Science University,Adult Medical Wards,7631,6,11.45,0.524,"0.212, 1.090",Fewer infections,Target Not Met,61-65%,MULTNOMAH,Region1,"3181 SOUTHWEST SAM JACKSON PARK ROAD
PORTLAND 97239
(45.4989708, -122.6861182)",https://data.oregon.gov/views/4arj-uxbw/files/b6b46036-06f0-423f-9cc4-036a3bec7d6f,
Oregon Health & Science University,Pediatric Medical/Surgical Wards,1180,0,3.66,0," , 0.819",Statistically fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,MULTNOMAH,Region1,"3181 SOUTHWEST SAM JACKSON PARK ROAD
PORTLAND 97239
(45.4989708, -122.6861182)",https://data.oregon.gov/views/4arj-uxbw/files/b00ace21-996c-4df3-af3a-fffe81e1d277,https://data.oregon.gov/views/4arj-uxbw/files/f46b9050-c563-44b3-a185-bf69d11f2730
Oregon Health & Science University,Adult Surgical ICUs,2783,3,6.4,0.469,"0.119, 1.276",Fewer infections,SIR Target (<0.5) Met,61-65%,MULTNOMAH,Region1,"3181 SOUTHWEST SAM JACKSON PARK ROAD
PORTLAND 97239
(45.4989708, -122.6861182)",https://data.oregon.gov/views/4arj-uxbw/files/478ea475-c0bc-49f4-aa28-f3303dbb3a40,https://data.oregon.gov/views/4arj-uxbw/files/4ca0639f-6384-44f5-b8b5-5933cb57cf12
Oregon Health & Science University,Adult Medical ICUs,2659,3,6.91,0.434,"0.110, 1.181",Fewer infections,SIR Target (<0.5) Met,56-60%,MULTNOMAH,Region1,"3181 SOUTHWEST SAM JACKSON PARK ROAD
PORTLAND 97239
(45.4989708, -122.6861182)",https://data.oregon.gov/views/4arj-uxbw/files/79533e0a-e7f3-49db-900c-efce94c0322a,https://data.oregon.gov/views/4arj-uxbw/files/1953ba81-4eab-4de8-8caf-16919c371920
Oregon Health & Science University,NICU Level II/III,3184,4,6.57,0.609,"0.194, 1.469",Fewer infections,Target Not Met,66-70%,MULTNOMAH,Region1,"3181 SOUTHWEST SAM JACKSON PARK ROAD
PORTLAND 97239
(45.4989708, -122.6861182)",https://data.oregon.gov/views/4arj-uxbw/files/f72a8c0f-9d33-4a3e-a5ac-fd69d24bc55d,
Oregon Health & Science University,Adult Cardiac ICUs,3996,4,7.99,0.501,"0.159, 1.207",Fewer infections,SIR Target (<0.5) Met,61-65%,MULTNOMAH,Region1,"3181 SOUTHWEST SAM JACKSON PARK ROAD
PORTLAND 97239
(45.4989708, -122.6861182)",https://data.oregon.gov/views/4arj-uxbw/files/cc11642a-aa8a-4b47-ab1e-513012624543,https://data.oregon.gov/views/4arj-uxbw/files/d34d7c36-fb08-4b75-80cb-4a63364b5283
Oregon Health & Science University,Adult Neurosurgical ICUs,1712,0,4.28,0," , 0.700",Statistically fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-25%,MULTNOMAH,Region1,"3181 SOUTHWEST SAM JACKSON PARK ROAD
PORTLAND 97239
(45.4989708, -122.6861182)",https://data.oregon.gov/views/4arj-uxbw/files/580211d7-4470-46eb-9ce1-3c003627a13c,https://data.oregon.gov/views/4arj-uxbw/files/b853be38-f3ee-4326-b98d-535ad51f82ab
Oregon Health & Science University,Adult Surgical Wards,4308,5,6.03,0.829,"0.304, 1.838",Fewer infections,Target Not Met,81-85%,MULTNOMAH,Region1,"3181 SOUTHWEST SAM JACKSON PARK ROAD
PORTLAND 97239
(45.4989708, -122.6861182)",https://data.oregon.gov/views/4arj-uxbw/files/1fdff4cc-0483-41af-9048-4340d48911bd,
Oregon Health & Science University,Pediatric Medical/Surgical ICUs,2586,2,7.76,0.258,"0.043, 0.852",Statistically fewer infections,SIR Target (<0.5) Met,36-40%,MULTNOMAH,Region1,"3181 SOUTHWEST SAM JACKSON PARK ROAD
PORTLAND 97239
(45.4989708, -122.6861182)",https://data.oregon.gov/views/4arj-uxbw/files/72e4c750-a350-4552-bf5e-043778500d8a,https://data.oregon.gov/views/4arj-uxbw/files/7b1fee8a-b632-4436-bf11-0193d7ea252c
Peace Harbor Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,141,0,0.19,*,*,#s too small to calculate,ZERO Infections,*,LANE,Region3,"400 9TH STREET
FLORENCE 97439
(43.9731003, -124.1174552)",,https://data.oregon.gov/views/4arj-uxbw/files/665f9025-6d93-4dbc-bc17-f0fd0397bec2
Peace Harbor Hospital,Adult Medical/Surgical ICUs,67,0,0.1,*,*,#s too small to calculate,ZERO Infections,*,LANE,Region3,"400 9TH STREET
FLORENCE 97439
(43.9731003, -124.1174552)",,https://data.oregon.gov/views/4arj-uxbw/files/b5abb8fe-3059-4996-9ae6-07caa2e1de37
Peace Harbor Hospital,Adult Medical/Surgical Wards,74,0,0.09,*,*,#s too small to calculate,ZERO Infections,*,LANE,Region3,"400 9TH STREET
FLORENCE 97439
(43.9731003, -124.1174552)",,https://data.oregon.gov/views/4arj-uxbw/files/a1185a3f-b76a-4e02-88fe-3fb1347bfde2
Pioneer Memorial Hospital - Prineville,Adult Medical/Surgical ICUs,39,1,0.06,*,*,#s too small to calculate,,*,CROOK,Region7,"1201 NORTHEAST ELM STREET
PRINEVILLE 97754
(44.3102605, -120.843538)",,
Pioneer Memorial Hospital - Prineville,Adult Medical/Surgical Wards,174,0,0.21,*,*,#s too small to calculate,ZERO Infections,*,CROOK,Region7,"1201 NORTHEAST ELM STREET
PRINEVILLE 97754
(44.3102605, -120.843538)",,https://data.oregon.gov/views/4arj-uxbw/files/1db32d60-616c-4050-8f9c-b697364dd099
Pioneer Memorial Hospital - Prineville,All Adult/Ped ICUs & M/S/MS Wards Combined*,213,1,0.27,*,*,#s too small to calculate,,*,CROOK,Region7,"1201 NORTHEAST ELM STREET
PRINEVILLE 97754
(44.3102605, -120.843538)",,
Providence Hood River Memorial Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,196,0,0.25,*,*,#s too small to calculate,ZERO Infections,*,HOOD RIVER,Region6,"810 12TH STREET
HOOD RIVER 97031
(45.7048557, -121.5243182)",,https://data.oregon.gov/views/4arj-uxbw/files/35b81123-1515-4550-ab07-69545d10f5d1
Providence Hood River Memorial Hospital,Adult Medical/Surgical Wards,157,0,0.19,*,*,#s too small to calculate,ZERO Infections,*,HOOD RIVER,Region6,"810 12TH STREET
HOOD RIVER 97031
(45.7048557, -121.5243182)",,https://data.oregon.gov/views/4arj-uxbw/files/7145a4ad-4f62-46b0-b0db-8e8631e00f5e
Providence Hood River Memorial Hospital,Adult Medical/Surgical ICUs,39,0,0.06,*,*,#s too small to calculate,ZERO Infections,*,HOOD RIVER,Region6,"810 12TH STREET
HOOD RIVER 97031
(45.7048557, -121.5243182)",,https://data.oregon.gov/views/4arj-uxbw/files/4a8dd9eb-5d99-4a4b-876f-047e40f89de4
Providence Medford Medical Center,Adult Medical Wards,1209,0,1.81,0," , 1.652",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,JACKSON,Region5,"1111 CRATER LAKE AVENUE
MEDFORD 97504
(42.3396452, -122.8628254)",https://data.oregon.gov/views/4arj-uxbw/files/73aacf6c-85d2-40ff-9d6c-ec71d770ca21,https://data.oregon.gov/views/4arj-uxbw/files/c3f6678e-5bec-4c71-b20f-66f587a1ea3c
Providence Medford Medical Center,Adult Medical/Surgical Wards,1376,0,1.65,0," , 1.814",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,JACKSON,Region5,"1111 CRATER LAKE AVENUE
MEDFORD 97504
(42.3396452, -122.8628254)",https://data.oregon.gov/views/4arj-uxbw/files/e6bc3118-e5b7-4644-94a8-9aecad04a234,https://data.oregon.gov/views/4arj-uxbw/files/889d0121-e7fb-4cc1-a17c-863891acf71b
Providence Medford Medical Center,Adult Medical/Surgical ICUs,2148,0,3.22,0," , 0.930",Statistically fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-25%,JACKSON,Region5,"1111 CRATER LAKE AVENUE
MEDFORD 97504
(42.3396452, -122.8628254)",https://data.oregon.gov/views/4arj-uxbw/files/2d8820b9-db18-4250-91ee-486c43370db2,https://data.oregon.gov/views/4arj-uxbw/files/36573902-8a1c-471f-abe1-899c2001b703
Providence Medford Medical Center,Adult Surgical Wards,247,0,0.35,*,*,#s too small to calculate,ZERO Infections,*,JACKSON,Region5,"1111 CRATER LAKE AVENUE
MEDFORD 97504
(42.3396452, -122.8628254)",,https://data.oregon.gov/views/4arj-uxbw/files/d773574e-9c4d-4187-935c-ae8ec15e7fe3
Providence Medford Medical Center,All Adult/Ped ICUs & M/S/MS Wards Combined*,4980,0,7.03,0," , 0.426",Statistically fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,JACKSON,Region5,"1111 CRATER LAKE AVENUE
MEDFORD 97504
(42.3396452, -122.8628254)",https://data.oregon.gov/views/4arj-uxbw/files/c6c9b5a3-131c-42fc-be9a-a70bfaea3071,https://data.oregon.gov/views/4arj-uxbw/files/1a82097d-f05e-4e9f-88ff-d4e449328592
Providence Milwaukie Hospital,Adult Medical/Surgical ICUs,274,0,0.41,*,*,#s too small to calculate,ZERO Infections,*,CLACKAMAS,Region1,"10150 SOUTHEAST 32ND AVENUE
PORTLAND 97222
(45.4495992, -122.6276076)",,https://data.oregon.gov/views/4arj-uxbw/files/131d4d82-0365-4a51-9af8-d91d7ac39d8d
Providence Milwaukie Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,1019,1,1.31,0.766,"0.038, 3.779",Fewer infections,Target Not Met,81-85%,CLACKAMAS,Region1,"10150 SOUTHEAST 32ND AVENUE
PORTLAND 97222
(45.4495992, -122.6276076)",https://data.oregon.gov/views/4arj-uxbw/files/ca996f11-7c11-4983-8257-30e772e27bd8,
Providence Milwaukie Hospital,Adult Medical/Surgical Wards,745,1,0.89,*,*,#s too small to calculate,,*,CLACKAMAS,Region1,"10150 SOUTHEAST 32ND AVENUE
PORTLAND 97222
(45.4495992, -122.6276076)",,
Providence Newberg Medical Center,Adult Medical/Surgical ICUs,313,1,0.47,*,*,#s too small to calculate,,*,YAMHILL,Region2,"1001 PROVIDENCE DRIVE
NEWBERG 97132
(45.3081804, -122.9358992)",,
Providence Newberg Medical Center,All Adult/Ped ICUs & M/S/MS Wards Combined*,1114,1,1.43,0.699,"0.035, 3.447",Fewer infections,Target Not Met,76-80%,YAMHILL,Region2,"1001 PROVIDENCE DRIVE
NEWBERG 97132
(45.3081804, -122.9358992)",https://data.oregon.gov/views/4arj-uxbw/files/deb7c7e6-4aad-431c-ac3f-3cc923b39fa7,
Providence Newberg Medical Center,Adult Medical/Surgical Wards,801,0,0.96,*,*,#s too small to calculate,ZERO Infections,*,YAMHILL,Region2,"1001 PROVIDENCE DRIVE
NEWBERG 97132
(45.3081804, -122.9358992)",,https://data.oregon.gov/views/4arj-uxbw/files/70888bf4-cfe4-4100-9cd0-a7133e2e426f
Providence Portland Medical Center,Adult Medical/Surgical ICUs,4510,3,9.47,0.317,"0.081, 0.862",Statistically fewer infections,SIR Target (<0.5) Met,46-50%,MULTNOMAH,Region1,"4805 NORTHEAST GLISAN STREET
PORTLAND 97213
(45.52742, -122.6137641)",https://data.oregon.gov/views/4arj-uxbw/files/871137a9-f47d-4f73-8d15-082a2b60eb65,https://data.oregon.gov/views/4arj-uxbw/files/5151f7e6-9aee-403d-9e4b-29aa6f722a53
Providence Portland Medical Center,Adult Medical/Surgical Wards,5163,3,6.2,0.484,"0.123, 1.318",Fewer infections,SIR Target (<0.5) Met,56-60%,MULTNOMAH,Region1,"4805 NORTHEAST GLISAN STREET
PORTLAND 97213
(45.52742, -122.6137641)",https://data.oregon.gov/views/4arj-uxbw/files/6ad34fee-8fa5-4324-8111-d4302c8c12fa,https://data.oregon.gov/views/4arj-uxbw/files/3fe1afbb-4b2c-40df-8dab-d2e625aa02d2
Providence Portland Medical Center,All Adult/Ped ICUs & M/S/MS Wards Combined*,19430,16,29.84,0.536,"0.317, 0.852",Statistically fewer infections,Target Not Met,61-65%,MULTNOMAH,Region1,"4805 NORTHEAST GLISAN STREET
PORTLAND 97213
(45.52742, -122.6137641)",https://data.oregon.gov/views/4arj-uxbw/files/583b836f-fe65-46b5-aaa1-969952a3330d,
Providence Portland Medical Center,Adult Surgical Wards,4634,3,6.49,0.462,"0.118, 1.259",Fewer infections,SIR Target (<0.5) Met,56-60%,MULTNOMAH,Region1,"4805 NORTHEAST GLISAN STREET
PORTLAND 97213
(45.52742, -122.6137641)",https://data.oregon.gov/views/4arj-uxbw/files/5a2ca310-ecb3-4af4-a05a-ee555e801bbf,https://data.oregon.gov/views/4arj-uxbw/files/aaf45e5b-fb57-4ebf-9029-d336ce628ab9
Providence Portland Medical Center,Adult Medical Wards,5123,7,7.68,0.911,"0.398, 1.802",Fewer infections,Target Not Met,81-85%,MULTNOMAH,Region1,"4805 NORTHEAST GLISAN STREET
PORTLAND 97213
(45.52742, -122.6137641)",https://data.oregon.gov/views/4arj-uxbw/files/5b1aed08-4780-4dbf-9594-e6eef3f6cb30,
Providence Seaside Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,194,0,0.27,*,*,#s too small to calculate,ZERO Infections,*,CLATSOP,Region1,"725 SOUTH WAHANNA ROAD
SEASIDE 97138
(45.9890003, -123.9120832)",,https://data.oregon.gov/views/4arj-uxbw/files/7ecc55a8-5ad1-497e-b939-f226761e6711
Providence Seaside Hospital,Adult Medical/Surgical Wards,136,0,0.16,*,*,#s too small to calculate,ZERO Infections,*,CLATSOP,Region1,"725 SOUTH WAHANNA ROAD
SEASIDE 97138
(45.9890003, -123.9120832)",,https://data.oregon.gov/views/4arj-uxbw/files/ee45dfba-cda7-48f3-92c0-f7004543bb4d
Providence Seaside Hospital,Adult Medical ICUs,58,0,0.11,*,*,#s too small to calculate,ZERO Infections,*,CLATSOP,Region1,"725 SOUTH WAHANNA ROAD
SEASIDE 97138
(45.9890003, -123.9120832)",,https://data.oregon.gov/views/4arj-uxbw/files/3db9af93-f3f7-47d9-8d5a-2086f503487c
Providence St. Vincent Medical Center,Adult Medical/Surgical ICUs,1376,3,2.06,1.453,"0.370, 3.956",More infections,Target Not Met,96-100,WASHINGTON,Region1,"9205 SOUTHWEST BARNES ROAD
PORTLAND 97225
(45.5106612, -122.7718284)",https://data.oregon.gov/views/4arj-uxbw/files/fc941a38-3731-412b-80cf-80671e674dfe,
Providence St. Vincent Medical Center,Adult Medical Wards,2160,0,3.24,0," , 0.925",Statistically fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,WASHINGTON,Region1,"9205 SOUTHWEST BARNES ROAD
PORTLAND 97225
(45.5106612, -122.7718284)",https://data.oregon.gov/views/4arj-uxbw/files/ce2bb2e4-0afb-406a-8d83-3707424b2363,https://data.oregon.gov/views/4arj-uxbw/files/8f6416ea-f7f0-4703-af6a-d63788baf2c5
Providence St. Vincent Medical Center,All Adult/Ped ICUs & M/S/MS Wards Combined*,10099,8,15.65,0.511,"0.237, 0.971",Statistically fewer infections,Target Not Met,61-65%,WASHINGTON,Region1,"9205 SOUTHWEST BARNES ROAD
PORTLAND 97225
(45.5106612, -122.7718284)",https://data.oregon.gov/views/4arj-uxbw/files/7621ede7-2243-4c98-a981-3748b2f34018,
Providence St. Vincent Medical Center,Adult Medical/Surgical Wards,1585,0,1.9,0," , 1.575",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,WASHINGTON,Region1,"9205 SOUTHWEST BARNES ROAD
PORTLAND 97225
(45.5106612, -122.7718284)",https://data.oregon.gov/views/4arj-uxbw/files/32d7dd8a-a449-4640-8e8f-0a5d1388f840,https://data.oregon.gov/views/4arj-uxbw/files/3bfaa96e-3654-4d5b-8410-ba19aab79946
Providence St. Vincent Medical Center,Pediatric Medical/Surgical ICUs,60,0,0.18,*,*,#s too small to calculate,ZERO Infections,*,WASHINGTON,Region1,"9205 SOUTHWEST BARNES ROAD
PORTLAND 97225
(45.5106612, -122.7718284)",,https://data.oregon.gov/views/4arj-uxbw/files/ae010eff-b603-4ed0-9eaf-80742e69db56
Providence St. Vincent Medical Center,Adult Surgical Wards,1594,2,2.23,0.896,"0.150, 2.961",Fewer infections,Target Not Met,81-85%,WASHINGTON,Region1,"9205 SOUTHWEST BARNES ROAD
PORTLAND 97225
(45.5106612, -122.7718284)",https://data.oregon.gov/views/4arj-uxbw/files/1c07eeea-5169-4a2a-9a89-158db3a9a617,
Providence St. Vincent Medical Center,All Neonatal ICUs Combined*,1310,1,3.28,0.305,"0.015, 1.502",Fewer infections,SIR Target (<0.5) Met,41-45%,WASHINGTON,Region1,"9205 SOUTHWEST BARNES ROAD
PORTLAND 97225
(45.5106612, -122.7718284)",https://data.oregon.gov/views/4arj-uxbw/files/e483d5ab-a57d-4d5c-a640-a069eb34a618,https://data.oregon.gov/views/4arj-uxbw/files/c6cfd6ac-3b07-4b80-91d7-b8dc844ec993
Providence St. Vincent Medical Center,Pediatric Medical/Surgical Wards,85,0,0.26,*,*,#s too small to calculate,ZERO Infections,*,WASHINGTON,Region1,"9205 SOUTHWEST BARNES ROAD
PORTLAND 97225
(45.5106612, -122.7718284)",,https://data.oregon.gov/views/4arj-uxbw/files/6600778f-99d1-42fd-9ed0-4a64e2d1f015
Providence St. Vincent Medical Center,NICU Level III,1310,1,3.28,0.305,"0.015, 1.502",Fewer infections,SIR Target (<0.5) Met,41-45%,WASHINGTON,Region1,"9205 SOUTHWEST BARNES ROAD
PORTLAND 97225
(45.5106612, -122.7718284)",https://data.oregon.gov/views/4arj-uxbw/files/4154b0bf-49bb-45d7-b5ec-d6e35ce6ebe0,https://data.oregon.gov/views/4arj-uxbw/files/69452bf0-a5f3-43f0-b221-bc4bdfc9dcdd
Providence St. Vincent Medical Center,Adult Neurosurgical ICUs,1119,2,2.8,0.715,"0.120, 2.362",Fewer infections,Target Not Met,76-80%,WASHINGTON,Region1,"9205 SOUTHWEST BARNES ROAD
PORTLAND 97225
(45.5106612, -122.7718284)",https://data.oregon.gov/views/4arj-uxbw/files/513c5268-8040-4489-809b-3ff3532c6b35,
Providence St. Vincent Medical Center,Adult Cardiothoracic ICUs,2120,1,2.97,0.337,"0.017, 1.662",Fewer infections,SIR Target (<0.5) Met,46-50%,WASHINGTON,Region1,"9205 SOUTHWEST BARNES ROAD
PORTLAND 97225
(45.5106612, -122.7718284)",https://data.oregon.gov/views/4arj-uxbw/files/d06bd88d-9dc7-489e-9741-fc1c2545d96b,https://data.oregon.gov/views/4arj-uxbw/files/1bcbc02d-f87d-4392-b79c-3ab0a76fb8aa
Providence Willamette Falls Medical Center,All Adult/Ped ICUs & M/S/MS Wards Combined*,869,1,1.13,0.886,"0.044, 4.369",Fewer infections,Target Not Met,86-90%,CLACKAMAS,Region1,"1500 DIVISION STREET
OREGON CITY 97045
(45.3559686, -122.5880138)",https://data.oregon.gov/views/4arj-uxbw/files/ef2572d2-2851-46ca-a659-68bae3c7a928,
Providence Willamette Falls Medical Center,Adult Medical/Surgical Wards,582,1,0.7,*,*,#s too small to calculate,,*,CLACKAMAS,Region1,"1500 DIVISION STREET
OREGON CITY 97045
(45.3559686, -122.5880138)",,
