"agency","meeting_title","short_description","start_date_time","end_date_time","meeting_location","city","state","details","public_comment_accepted","contact_name","phone_number","contact_email","web_link","map_link","calendar_link","ada_contact","ada_contact_phone","ada_contact_email","webinar","call_in_phone_number","call_in_access_code","agenda"
"Energy, Department of","2019-21 Budget Open House & Public Meeting","This is to provide energy resource suppliers and other interested parties with information about the work of the agency and a summary of the department’s 2019-21 Agency Request Budget.","2018-07-18T13:00:00.000","2018-07-18T16:00:00.000","550 Capitol Street"," Salem","OR","The Oregon Department of Energy is hosting an open house and public meeting to provide energy resource suppliers and other interested parties with information about the work of the agency and a summary of the department’s 2019-21 Agency Request Budget. The meeting will include a full accounting of the projected revenue needed to fund each department program or activity and the projected allocation of moneys derived from the assessment authorized under ORS 469.421(8) to each department program or activity.

Wednesday, July 18, 2018
Open House: 1-2 p.m.
Public Meeting: 2-4 p.m.
Oregon Department of Energy
Meitner Conference Room
550 Capitol St. NE, Salem OR 97301

Prior to the public meeting, the Oregon Department of Energy will host an open house for the public to learn about ODOE’s program divisions, activities, and budget. During the open house, staff from each of ODOE’s program divisions will be available for informal conversations about the agency’s mission and work. The public meeting will start at 2 p.m., with presentations from each program division and budget staff.

If you are unable to attend the public meeting in person, starting at 2 p.m. you can access the meeting online: 
https://www.connectmeeting.att.com
Meeting Number: 213-270-2124
Access Code: 3125235

You may also participate in the meeting by calling 888-273-3658, and entering code 3125235.

This meeting is being held to inform the public about ODOE’s budget and to satisfy the public meeting requirement of ORS 469.421(8). Meeting materials and slides will be posted on our website prior to the meeting. After the presentation portion of the meeting, we will accept oral comments. Written comments related to the budget may be submitted any time until July 20, 2018, by emailing askenergy@oregon.gov. 

Learn more about ODOE's budget and access additional meeting materials online.

NOTE: To request an interpreter for the hearing impaired or accommodations for persons with disabilities, please contact the Oregon Department of Energy at least 48 hours before meeting at 1-800-221-8035 or fax 503-373-7806. TTY users should call the Oregon Relay Service at 711.","Yes","ODOE",,"askenergy@oregon.gov",,"https://www.oregon.gov/energy/Get-Involved/Documents/ODOE_Parking.pdf (https://www.oregon.gov/energy/Get-Involved/Documents/ODOE_Parking.pdf)",,,,,"true",,,
"Energy, Department of","Small Scale Energy Loan Program Advisory Committee meeting","This is a regular meeting of the committee","2016-11-17T10:00:00.000","2016-11-17T11:45:00.000","625 Marion Street NE"," Salem","OR",,"No","John Hobbs",,"john.hobbs@oregon.gov",,,,,,,,,,
"Energy, Department of","Renewable Natural Gas Advisory Committee Meeting","This is a regular meeting of the committee","2018-03-06T09:30:00.000","2018-03-06T12:00:00.000","800 NE Oregon Street"," Portland","OR",,,"Dan Avery",,"daniel.avery@oregon.gov",,,,,,,,,,
"Energy, Department of","Oregon Hanford Cleanup Board","This is a regular meeting of the Board","2018-03-19T14:00:00.000","2018-03-19T17:00:00.000","Mosier Senior Center"," Mosier","OR",,,"Cliff Voliva",,"cliff.voliva@Oregon.gov",,,,,,,,,,
"Energy, Department of","Oregon Hanford Cleanup Board","This is a regular meeting of the Board","2017-11-28T08:30:00.000","2017-11-28T14:00:00.000","Columbia Gorge Discovery Center"," The Dalles","OR","http://www.oregon.gov/energy/facilities-safety/safety/Pages/Oregon-Hanford-Cleanup-Board.aspx","Yes","Cliff L Voliva",,"cliff.voliva@Oregon.gov",,,,,,,,,,
"Energy, Department of","Oregon Hanford Cleanup Board","This is a regular meeting of the Board","2019-03-12T08:30:00.000","2019-03-12T13:00:00.000","Best Western Plus Columbia River Inn"," Hood River","OR",,"Yes","Cliff L Voliva",,"cliff.voliva@Oregon.gov",,,,,,,,,,
"Energy, Department of","Small-Scale Energy Loan Program Advisory Committee Meeting","This is a regular meeting of the committee","2017-12-22T10:00:00.000","2017-12-22T11:00:00.000","Oregon Department of Energy"," Salem","OR","The Small-Scale Energy Loan Program Advisory Committee will meet December 22 via teleconference. The public meeting begins at 10 a.m.

The agenda will focus on consideration of a draft letter from SELPAC to the Oregon Department of Energy that recommends ODOE undertake a strategic review of the SELP program.

A complete agenda for the December 22 meeting, including information on how to attend the meeting remotely, can be found on the ODOE website at www.oregon.gov/energy/Get-Involved/Pages/SELPAC.aspx.

To request an interpreter for the hearing-impaired or for other accommodations, please contact John Hobbs at 503-378-5048. TTY users should call the Oregon Relay Service at 711.

About SELP: &#8203;Oregon’s energy loan program offers fixed-rate, long-term loans for qualified projects that invest in energy conservation, renewable energy, alternative fuels, or create products from recycled materials.",,"John Hobbs",,"john.hobbs@oregon.gov",,,,,,,,,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council","2017-09-21T15:00:00.000","2017-09-21T18:00:00.000","Boardman City Hall"," Boardman","OR",,"Yes","Cliff L Voliva",,"cliff.voliva@Oregon.gov",,,,,,,"true",,,
"Energy, Department of","Oregon Hanford Cleanup Board","This is a regular meeting of the Board","2019-03-11T13:00:00.000","2019-03-11T18:00:00.000","Best Western Plus Columbia River Inn"," Hood River","OR",,"Yes","Cliff L Voliva",,"cliff.voliva@Oregon.gov",,,,,,,,,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council","2018-08-24T08:30:00.000","2018-08-24T14:30:00.000","Boardman City Hall"," Boardman","OR",,"Yes","Esther Kooistra",,"Esther.Kooistra@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council","2018-12-14T08:30:00.000","2018-12-14T14:00:00.000","Columbia Gorge Discovery Center"," The Dalles","OR",,"Yes","Esther Kooistra",,"Esther.Kooistra@oregon.gov",,,,,,,"true",,,
"Energy, Department of","POSTPONED: Oregon Global Warming Commission Forest Carbon Task Force Meeting","This is a regular meeting of the task force","2017-12-19T09:00:00.000","2017-12-19T12:00:00.000","Oregon"," Salem","OR","POSTPONED!

The Oregon Global Warming Commission's Forest Carbon Task Force will meet Tuesday, December 19, 2017. The public meeting will be held from 9:00 am to 12:00 pm in Conference Room Meitner at the Oregon Department of Energy (550 Capitol St NE) in Salem.

A listen-only call-in line will be available for those who cannot attend the meeting. Please call 1-877-336-1831, then use access code 872206. Please be sure to mute your telephone line during the meeting and do not place the line on hold, as it will cause hold music to play for all participants.

At the meeting, the Commission plans to discuss, among other things:
        ·  Findings from the OGWC Forest Carbon Task Force
        ·  Content for the 2018 Report to the Legislature

A final agenda and any background documents will be available 24 hours before this meeting at http://www.keeporegoncool.org/view/meetings-and-events.

To request an interpreter for the hearing impaired or accommodations for persons with disabilities, please contact Linda Ross at 503-378-6874 or linda.ross@oregon.gov at least 72 hours before the meeting. TTY users should call the Oregon Relay Service at 711.

The Oregon Global Warming Commission is a 25-member advisory group created by the 2007 Legislature through House Bill 3543. Members were appointed and directed to develop long-term policy recommendations to prepare for, adapt to, and combat global warming. For more information go to www.keeporegoncool.org.

To learn about the state’s efforts to address climate change, visit www.oregon.gov/energy/energy-oregon/Pages/Climate-Change.aspx.

Oregon Global Warming Commission
Oregon Department of Energy
550 Capitol St. NE
Salem, OR, 97301
503-378-4040
Oregon.GWC@oregon.gov
","Yes","Angus Duncan","503-248-7695","Oregon.GWC@oregon.gov",,,,,,,,,,
"Energy, Department of","Small-Scale Energy Loan Program Advisory Committee Meeting","This is a regular meeting of the committee","2018-06-28T10:00:00.000","2018-06-28T12:00:00.000","550 Capitol Street"," Salem","OR",,"Yes","John Hobbs",,"john.hobbs@oregon.gov",,,,,,,,,,
"Energy, Department of","Oregon Hanford Cleanup Board","This is a regular meeting of the Board","2018-11-06T09:00:00.000","2018-11-04T14:00:00.000","Best Western Plus Columbia River Inn"," Cascade Locks","OR",,"Yes","Cliff Voliva","5039499823","cliff.voliva@Oregon.gov",,,,,,,,,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council","2018-10-26T08:30:00.000","2018-10-26T14:30:00.000","Boardman City Hall"," Boardman","OR",,"Yes","Esther Kooistra",,"Esther.Kooistra@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Oregon Hanford Cleanup Board","This is a regular meeting of the Board","2018-07-16T13:00:00.000","2018-07-16T17:00:00.000","Umatilla County Sheriff’s Office"," Pendleton","OR",,"Yes","Cliff Voliva",,"cliff.voliva@Oregon.gov",,,,,,,"true",,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council","2018-04-27T08:30:00.000","2018-04-27T14:00:00.000","5000 Discovery Drive"," The Dalles","OR",,"Yes","Esther Kooistra",,"Esther.Kooistra@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council","2017-09-22T08:30:00.000","2017-09-22T02:00:00.000","Boardman City Hall"," Boardman","OR",,"Yes","Cliff L Voliva",,"cliff.voliva@Oregon.gov",,,,,,,"true",,,
"Energy, Department of","Energy Facility Siting Council meeting","This is a regular meeting of the council","2017-02-23T08:30:00.000","2017-02-24T02:00:00.000","Cousins' Country Inn"," The Dalles","OR",,"Yes","Esther Kooistra","503-373-2294","Esther.Kooistra@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council","2018-06-29T08:30:00.000","2018-06-29T15:00:00.000","550 Capitol Street"," Salem","OR",,"Yes","Esther Kooistra",,"Esther.Kooistra@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council","2017-12-14T17:00:00.000","2017-12-14T19:00:00.000","Boardman City Hall"," Boardman","OR",,"Yes","Esther Kooistra",,"Esther.Kooistra@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Oregon Hanford Cleanup Board","This is a regular meeting of the Board","2017-11-27T13:00:00.000","2017-11-27T17:00:00.000","Columbia Gorge Discovery Center"," The Dalles","OR","http://www.oregon.gov/energy/facilities-safety/safety/Pages/Oregon-Hanford-Cleanup-Board.aspx","Yes","Cliff L Voliva",,"cliff.voliva@Oregon.gov",,,,,,,,,,
"Energy, Department of","Oregon Hanford Cleanup Board","This is a regular meeting of the Board","2018-11-05T13:00:00.000","2018-11-05T17:30:00.000","Best Western Plus Columbia River Inn"," Cascade Locks","OR",,"Yes","Cliff Voliva","5039499823","cliff.voliva@Oregon.gov",,,,,,,,,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council","2018-10-25T16:15:00.000","2018-10-25T19:15:00.000","Boardman City Hall"," Boardman","OR",,"Yes","Esther Kooistra",,"Esther.Kooistra@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Energy Advisory Work Group Meeting","This is a regular meeting of the work group","2018-06-20T14:00:00.000","2018-06-20T16:00:00.000","550 Capitol Street"," Salem","OR",,,"Elizabeth Ross",,"Elizabeth.Ross@Oregon.gov",,,,,,,,,,
"Energy, Department of","Oregon Hanford Cleanup Board","This is a regular meeting of the Board","2018-03-20T08:45:00.000","2018-03-20T14:00:00.000","Mosier Senior Center"," Mosier","OR",,,"Cliff L Voliva",,"cliff.voliva@Oregon.gov",,,,,,,,,,
"Energy, Department of","Small Scale Energy Loan Program Advisory Committee Meeting","This is a regular meeting of the committee","2017-09-26T10:00:00.000","2017-09-26T11:00:00.000","Oregon Department of Energy"," Salem","OR","Call In: 1-877-810-9415
Participant Code: 899679

AGENDA
I.	Announcements
II.	Approval of Agenda
III.	Q & A with ODOE Leadership 
IV.	Work Session – SELP Planning 
o	Discussion of our plan for engaging SELPAC members and other stakeholders on the role of SELP  
o	Overview of existing SELP program statutes and administrative rules 
o	External stakeholder identification 
o	Timelines and next steps 
V.	Adjournment

Americans With Disabilities Act: Reasonable accommodations will be made upon request. Please contact the department at least 72 hours before the meeting. Contact John Hobbs at 503-378-5048 to request an interpreter for the hearing-impaired or for other accommodations. TTY users should call the Oregon Relay Service at 711. For more information, call toll-free in Oregon 1-800-221-8035, TTY 1-800-735-8055, or check the ODOE website at: www.oregon.gov/energy.","No","John Hobbs",,"john.hobbs@oregon.gov",,,,,,,,,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council","2017-10-19T13:00:00.000","2017-10-19T18:00:00.000","Oxford Suites Portland – Jantzen Beach"," Portland","OR",,"Yes","Cliff L Voliva",,"cliff.voliva@Oregon.gov",,,,,,,"true",,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council","2018-02-23T08:30:00.000","2018-02-23T13:00:00.000","Boardman City Hall"," Boardman","OR",,"Yes","Esther Kooistra",,"Esther.Kooistra@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council.","2019-10-25T10:00:00.000","2019-10-25T12:00:00.000","Oregon Department of Energy"," Salem","OR",,"Yes","Cliff Voliva",,"cliff.voliva@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council.","2019-08-22T15:00:00.000","2019-08-22T18:00:00.000","Port of Morrow"," Boardman","OR",,"Yes","Cliff Voliva",,"cliff.voliva@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Rulemaking Advisory Committee Meeting for Single Solar PV Facility and Solar PV Facility-Specific Rules","This is the third meeting of the committee","2019-01-30T10:30:00.000","2019-01-30T14:30:00.000","Port of Morrow Riverfront Center"," Boardman","OR",,"Yes","Christopher Clark",,"christopher.clark@oregon.gov",,,,,,,,,,
"Energy, Department of","Energy Advisory Work Group Meeting","Updates and Feedback","2019-07-29T13:00:00.000","2019-07-29T15:00:00.000","550 Capitol St NE"," Salem","OR","The meeting will be held in the Meitner conference Room. At this meeting, we will discuss the outcome of the legislative session; give you an update on strategic planning; and ask for your feedback on other agency initiatives. ",,"Michelle Harrington",,"Michelle.MillerHarrington@oregon.gov",,,,,,,,,,
"Energy, Department of","Boardman to Hemingway Transmission Line Draft Proposed Order Public Hearing","This is a public hearing on the B2H project.","2019-06-20T16:30:00.000","2019-06-20T20:00:00.000","Blue Mountain Conference Center"," La Grande","OR","https://www.oregon.gov/energy/facilities-safety/facilities/Pages/B2H.aspx","Yes","Cliff L Voliva",,"cliff.voliva@Oregon.gov",,,,,,,,,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council.","2019-09-26T16:00:00.000","2019-09-26T18:00:00.000","Clatskanie River Inn"," Clatskanie","OR",,"Yes","Cliff Voliva",,"cliff.voliva@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council","2019-03-22T08:30:00.000","2019-03-22T14:00:00.000","Oregon Department of Energy"," Salem","OR",,"Yes","Esther Kooistra",,"Esther.Kooistra@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Single Solar PV Facility and Solar PV Facility-Specific Rules","This is the fourth meeting of the committee","2019-03-06T10:30:00.000","2019-03-06T14:30:00.000","Oregon Department of Energy"," Salem","OR",,"Yes","Chris Clark",,"christopher.clark@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Oregon Hanford Cleanup Board Meeting","This is a regular meeting of the Board.","2019-11-04T13:00:00.000","2019-11-04T17:00:00.000","Cannery Pier Hotel"," Astoria","OR",,"Yes","Cliff Voliva",,"cliff.voliva@oregon.gov",,,,,,,,,,
"Energy, Department of","Boardman to Hemingway Transmission Line Draft Proposed Order Public Hearing","This is a public hearing on the B2H project.","2019-06-19T16:30:00.000","2019-06-19T20:00:00.000","Baker City VFW Hall"," Baker City","OR","https://www.oregon.gov/energy/facilities-safety/facilities/Pages/B2H.aspx","Yes","Cliff L Voliva",,"cliff.voliva@Oregon.gov",,,,,,,,,,
"Energy, Department of","Boardman to Hemingway Transmission Line Draft Proposed Order Public Hearing","This is a public hearing on the B2H project.","2019-06-18T16:30:00.000","2019-06-18T20:00:00.000","Four Rivers Cultural Center"," Ontario","OR","https://www.oregon.gov/energy/facilities-safety/facilities/Pages/B2H.aspx","Yes","Cliff L Voliva",,"cliff.voliva@Oregon.gov",,,,,,,,,,
"Energy, Department of","Built Environment Efficiency Working Group Meeting","This is a regular meeting of the work group","2019-04-16T14:00:00.000","2019-04-16T16:00:00.000","Oregon Department of Energy"," Salem","OR",,"Yes","Blake Shelide",,"blake.shelide@oregon.gov",,,,,,,,,,
"Energy, Department of","Boardman to Hemingway Transmission Line Draft Proposed Order Public Hearing","This is a public hearing on the B2H project.","2019-06-26T16:30:00.000","2019-06-26T20:00:00.000","Pendleton Convention Center"," Pendleton","OR","https://www.oregon.gov/energy/facilities-safety/facilities/Pages/B2H.aspx","Yes","Cliff L Voliva",,"cliff.voliva@Oregon.gov",,,,,,,,,,
"Energy, Department of","Oregon Hanford Cleanup Board Meeting","This is a regular meeting of the Board.","2019-11-05T08:30:00.000","2019-11-05T14:00:00.000","Cannery Pier Hotel"," Astoria","OR",,"Yes","Cliff Voliva",,"cliff.voliva@oregon.gov",,,,,,,,,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council.","2019-08-23T08:30:00.000","2019-08-23T15:00:00.000","Port of Morrow"," Boardman","OR",,"Yes","Cliff Voliva",,"cliff.voliva@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council.","2019-09-27T08:00:00.000","2019-09-27T14:00:00.000","Clatskanie River Inn"," Clatskanie","OR",,"Yes","Cliff Voliva",,"cliff.voliva@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council","2019-05-17T08:30:00.000","2019-05-17T14:30:00.000","Hotel Condon"," Condon","OR",,"Yes","Esther Kooistra",,"Esther.Kooistra@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council","2019-05-16T15:30:00.000","2019-05-16T18:00:00.000","Hotel Condon"," Condon","OR",,"Yes","Esther Kooistra",,"Esther.Kooistra@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council","2019-02-22T08:30:00.000","2019-02-22T14:30:00.000","Columbia Gorge Discovery Center"," The Dalles","OR",,"Yes","Esther Kooistra",,"Esther.Kooistra@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Boardman to Hemingway Transmission Line Draft Proposed Order Public Hearing",,"2019-06-27T16:30:00.000","2019-06-27T20:00:00.000","Port of Morrow Riverfront Center"," Boardman","OR","https://www.oregon.gov/energy/facilities-safety/facilities/Pages/B2H.aspx",,"Cliff L Voliva",,"cliff.voliva@Oregon.gov",,,,,,,,,,
"Energy, Department of","Oregon Global Warming Commission","This is a regular meeting of the Commission.","2019-10-25T13:00:00.000","2019-10-25T16:30:00.000","The Nature Conservancy’s Oregon Conservation Center"," Portland","OR",,"Yes","Linda Ross",,"linda.ross@oregon.gov",,,,,,,,,,
"Energy, Department of","Bakeoven Solar Project Public Information Meeting","This is the first public information meeting on the project","2019-11-13T17:30:00.000","2019-11-13T20:00:00.000","Imperial River Company"," Maupin","OR","https://www.oregon.gov/energy/facilities-safety/facilities/Pages/BSP.aspx",,"Sarah Esterson",,"sarah.esterson@oregon.gov",,,,,,,,,,
"Energy, Department of","Solar Plus Storage Rebate Program Rulemaking Hearing","This is a public hearing on the proposed rules for the program","2019-12-03T13:30:00.000","2019-12-03T15:00:00.000","Oregon Department of Energy"," Salem","OR","https://energyinfo.oregon.gov/blog/2019/11/5/oregon-department-of-energy-to-hold-public-hearing-on-rules-for-new-oregon-solar-storage-rebate-program","Yes","Wendy Simons",,"wendy.simons@oregon.gov",,,,,,,,,,
"Energy, Department of","Obsidian Solar Center Public Information Meeting","This is the second public information meeting on the project","2019-11-14T17:30:00.000","2019-11-14T20:00:00.000","North Lake School Gymnasium","Silver Lake","OR","https://www.oregon.gov/energy/facilities-safety/facilities/Pages/OSC.aspx",,"Kellen Tardaewether",,"kellen.tardaewether@oregon.gov",,,,,,,,,,
"Energy, Department of","Oregon Global Warming Commission Meeting","This is a regular meeting of the Commission","2018-06-25T09:00:00.000","2018-06-25T11:30:00.000","One World Trade Center, 121 SW Salmon Street"," Portland","OR","The Oregon Global Warming Commission will meet Monday, June 25, 2018. Registration will begin at 8:45 a.m., and the public meeting will be held from 9 to 11:30 a.m. in the Skybridge Room at One World Trade Center, 121 SW Salmon St, Portland OR 97204.

A listen-only call-in line will be available for those who cannot attend the meeting. Please call 1-888-204-5984, then use access code 1763644. Please be sure to mute your telephone line during the meeting and do not place the line on hold, as it will cause hold music to play for all participants.

At the meeting, the Commission plans to welcome new members, discuss Oregon’s sector-based greenhouse gas emissions inventory, provide a forest carbon update and overview of Governor’s Office climate activities, and plan for the Commission’s next Report to the Legislature. This will be an informational meeting only; no votes will be taken.

A final agenda and any background documents will be available 24 hours before this meeting at http://www.keeporegoncool.org/meetings/.

If you need special accommodations to participate in the meeting, please contact Linda Ross at 503-378-6874 or linda.ross@oregon.gov. ","Yes","Linda Ross",,"Linda.Ross@oregon.gov",,,,,,,,,,
"Energy, Department of","Energy Advisory Work Group","This is a regular meeting of the Work Group.","2019-10-03T13:00:00.000","2019-10-03T14:00:00.000","Oregon Department of Energy"," Salem","OR","At the meeting, members will provide feedback on the Biennial Energy Report, as well as updates on ODOE activities.

",,"Michelle Miller Harrington",,"michelle.harrington@oregon.gov",,,,,,,,,,
"Energy, Department of","Oregon Global Warming Commission Meeting","This is a regular meeting of the Commission","2018-10-16T12:30:00.000","2018-10-16T16:00:00.000","121 SW Salmon St."," Portland","OR","The Oregon Global Warming Commission will meet Tuesday, October 16, 2018 in Portland. Registration will begin at 12:15 p.m., and the public meeting will be held from 12:30 to 4 p.m. in the Skybridge Room at Two World Trade Center (121 SW Salmon St.).

A listen-only call-in line will be available for those who cannot attend the meeting. Please call 1-888-204-5984, then use access code 1763644. Please be sure to mute your telephone line during the meeting and do not place the line on hold, as it will cause hold music to play for all participants.

At the meeting, the Commission plans for informational presentations from the Oregon Climate Change Research Institute on statewide climate impacts, the Oregon Coordinating Council on Ocean Acidification and Hypoxia on its first report and recommendations to the Legislature, and the Department of Environmental Quality on Oregon’s most recent greenhouse gas emissions inventories. The Commission will also discuss content of its draft Biennial Report to the Legislature. 

Three resolutions are expected to be introduced and voted on at this meeting: (1) Approval to finalize and send the Commission’s 2018 Biennial Report to the Legislature; (2) Approval to finalize and send a statement of support for a carbon cap to the Legislature; and (3) Approval to finalize and send the forest carbon report discussed at the last Commission meeting to the Oregon Department of Forestry. 

There will be an opportunity for public comment at about 2:40 p.m., prior to Commission voting. A final agenda, draft Resolutions, and the draft Biennial report will be available 24 hours before the meeting at www.keeporegoncool.org/meetings. 

If you need special accommodations to participate in the meeting, please contact Linda Ross at 503-378-6874 or at linda.ross@oregon.gov.","Yes","Linda Ross",,"Linda.Ross@oregon.gov",,,,,,,"true",,,
"Energy, Department of","Oregon Global Warming Commission Meeting","This is a regular meeting of the Commission","2018-10-16T12:30:00.000","2018-10-16T16:00:00.000","121 SW Salmon St."," Portland","OR","The Oregon Global Warming Commission will meet Tuesday, October 16, 2018 in Portland. Registration will begin at 12:15 p.m., and the public meeting will be held from 12:30 to 4 p.m. in the Skybridge Room at Two World Trade Center (121 SW Salmon St.).

A listen-only call-in line will be available for those who cannot attend the meeting. Please call 1-888-204-5984, then use access code 1763644. Please be sure to mute your telephone line during the meeting and do not place the line on hold, as it will cause hold music to play for all participants.

At the meeting, the Commission plans for informational presentations from the Oregon Climate Change Research Institute on statewide climate impacts, the Oregon Coordinating Council on Ocean Acidification and Hypoxia on its first report and recommendations to the Legislature, and the Department of Environmental Quality on Oregon’s most recent greenhouse gas emissions inventories. The Commission will also discuss content of its draft Biennial Report to the Legislature. 

Three resolutions are expected to be introduced and voted on at this meeting: (1) Approval to finalize and send the Commission’s 2018 Biennial Report to the Legislature; (2) Approval to finalize and send a statement of support for a carbon cap to the Legislature; and (3) Approval to finalize and send the forest carbon report discussed at the last Commission meeting to the Oregon Department of Forestry. 

There will be an opportunity for public comment at about 2:40 p.m., prior to Commission voting. A final agenda, draft Resolutions, and the draft Biennial report will be available 24 hours before the meeting at www.keeporegoncool.org/meetings. 

If you need special accommodations to participate in the meeting, please contact Linda Ross at 503-378-6874 or at linda.ross@oregon.gov.","Yes","Linda Ross",,"Linda.Ross@oregon.gov",,,,,,,,,,
"Energy, Department of","Small-Scale Renewable Energy Study Workshop #4","","2022-07-28T09:00:00.000","2022-07-28T14:00:00.000","Virtual","Salem","OR","","","ODOE","","askenergy@oregon.gov",,"","","","","",,"","",""
"Energy, Department of","Energy Advisory Work Group Meeting","This is a regular meeting of the work group","2018-10-24T13:00:00.000","2018-10-24T15:00:00.000","550 Capitol Street"," Salem","OR","The Energy Advisory Work Group will meet Wednesday, October 24, 2018 at 1 p.m. at the Oregon Department of Energy to preview the Biennial Energy Report, review a draft charter for the group, and provide agency updates on the budget and legislative concepts.

An agenda and meeting materials will be posted online prior to the meeting. For those who cannot attend, the meeting will be recorded, and a recording will be available upon request following the meeting.

Information and notes from prior Energy Advisory Work Group meetings are available online: http://www.oregon.gov/energy/Get-Involved/Pages/Energy-Advisory-Work-Group.aspx","Yes","Elizabeth Ross",,"Elizabeth.Ross@Oregon.gov",,,,,,,,,,
"Energy, Department of","Oregon Hanford Cleanup Board Meeting: CANCELLED","This is a regular meeting of the Board.","2020-03-31T08:30:00.000","2020-03-31T13:00:00.000","Best Western Plus Inn"," Hood River","OR","This meeting has been cancelled.","Yes","Mark Reese","","mark.reese@oregon.gov",,"","","","","",,"","",""
"Energy, Department of","Oregon Hanford Cleanup Board Meeting: CANCELLED","This is a regular meeting of the Board.","2020-03-30T13:00:00.000","2020-03-30T17:00:00.000","Best Western Plus Inn"," Hood River","OR","This meeting has been cancelled.","Yes","Mark Reese","","mark.reese@oregon.gov",,"","","","","",,"","",""
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council.","2020-04-24T08:30:00.000","2020-04-24T14:30:00.000","Oregon Department of Energy"," Salem","OR","Meeting will be held by webinar -- details forthcoming.","Yes","Michiko Mata","","michiko.mata@oregon.gov",,"","","","","","true","","",""
"Energy, Department of","Energy Facility Siting Council Meeting","This is a regular meeting of the Council.","2020-04-24T08:30:00.000","2020-04-24T14:30:00.000","Oregon Department of Energy"," Salem","OR","Meeting will be held by webinar -- details forthcoming.","Yes","Michiko Mata","","michiko.mata@oregon.gov",,"","","","","","true","","",""
"Energy, Department of","Energy Facility Siting Council Meeting","","2020-09-25T08:30:00.000","2020-09-25T04:00:00.000","Virtual","Salem","OR","","Yes","Michiko Mata","","michiko.mata@oregon.gov",,"","","","","","true","","",""
"Energy, Department of","Oregon Energy Code Stakeholder Panel","","2020-09-22T01:30:00.000","2020-09-22T03:00:00.000","Virtual","Salem","OR","","","ODOE","","askenergy@oregon.gov",,"","","","","","true","","",""
"Energy, Department of","Energy Advisory Work Group","","2020-04-09T13:00:00.000","2020-04-09T15:00:00.000","Remote Zoom Meeting","Salem","OR","Join the meeting via Zoom: 
https://zoom.us/j/477537692
Please enter your full name when joining the meeting. Participants will be in listen-only mode, but will have an opportunity to ask questions or make comments. ","","Jennifer Kalez","503-378-5054","jennifer.kalez@oregon.gov",,"","","","","","true","","",""
"Energy, Department of","Oregon Global Warming Commission Meeting","","2020-10-30T09:30:00.000","2020-10-30T02:30:00.000","Virtual","Salem","OR","","","OGWC","","Oregon.GWC@Oregon.gov",,"","","","","","true","","",""
