Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,2010 House Districts,2010 Senate Districts,Counties
Racial Justice Council | RJC Education Recovery Committee Meeting,A monthly meeting for one of the Governor's committees.,09/23/2022 10:00:00 AM,09/23/2022 12:00:00 PM,Zoom,Salem,OR,,,Nolan Douglass,,Nolan.douglass@oregon.gov,,,,,,,,https://us06web.zoom.us/webinar/register/WN_Vkvq0itjQE-Wooc5sxNeWA,,,,,,,,,
"Nurse Staffing Webinar, Session 2: Nurse Staffing Plan Requirements",,09/23/2022 10:00:00 AM,09/23/2022 11:00:00 AM,GoTo Webinar,Portland,OR,"The OHA Nurse Staffing Team is hosting a webinar series about Oregon's hospital nurse staffing regulations. Over the course of seven weeks, OHA will do a deep dive into the nurse staffing rules, survey, and complaint processes. Each webinar will include a discussion of common nurse staffing myths and the OHA team will answer your questions. 

The series starts on September 16th and runs Fridays from 10 AM - 11 am. Register for the series and attend as many webinars as you’re interested in. The webinar recordings will be posted on www.healthoregon.org/nursestaffing for those who miss the live event. 

Topics include: 
•	September 16 - Overview of Nurse Staffing Regulation in Oregon
•	September 23 - Nurse Staffing Plan Requirements
•	September 30 - Meal and Rest Break Requirements
•	October 7 - Overtime for Nursing Staff Members
•	October 14 - Nurse Staffing During an Emergency
•	October 21 - Nurse Staffing Complaint Process
•	October 28 - Nurse Staffing Committee Requirements  

You can register for the series here: https://attendee.gotowebinar.com/register/7134971071481659916
If you have questions about the webinar series, contact the OHA nurse staffing team at mailbox.nursestaffing@odhsoha.oregon.gov
",,Kimberly Voelker,971-803-0914,mailbox.nursestaffing@odhsoha.oregon.gov,,,,,,,true,,https://attendee.gotowebinar.com/register/7134971071481659916,,,,,,,,
Oregon State Lottery Commission Meeting,Monthly commission meeting,09/23/2022 10:00:00 AM,09/23/2022 12:00:00 PM,Live stream,Live stream,OR,"Commissioners will attend the Sept. 23, 2022 OSL Commission Meeting via web meeting/telephone.

Written public comment will be accepted and provided to the commissioners. Comments under three minutes will be read. Comments longer than three minutes will be summarized during the meeting to be entered into the record. All submitted public comments will also be posted in their entirety on the meeting webpage and will become part of the permanent record.

Public comment can be submitted via email to Lottery.Commissioners@lottery.oregon.gov or mailed to OSL Commission-Public Comment, PO Box 12649, Salem, OR 97309. Please include your name.  If you mail public comment, please allow ample delivery time and have your comment to the office by 5 pm on Wed., Sept. 21.  Comments received after this date will be provided to the commissioners but may not be included in the public comment portion of the meeting.
","Yes, written comment only",Alisa Zavala,5035401490,alisa.zavala@lottery.oregon.gov,,,,Alisa Zavala,5035401490,alisa.zavala@lottery.oregon.gov,,https://www.oregonlottery.org/about/how-we-operate/commission-and-director-info/,,,https://www.oregonlottery.org/about/how-we-operate/commission-and-director-info/,,,,,,
Commission Meeting,Regular Meeting,09/23/2022 09:00:00 AM,09/23/2022 12:00:00 PM,TBD,Portland,OR,,,Sage Geiselman,(503) 910-6932,sage.geiselman@biz.oregon.gov,,,,,,,,,,,https://www.oregon.gov/biz/aboutus/boards/obddc/Pages/schedule.aspx,,,,,,
Fish Restoration and Enhancement Board Meeting,,09/23/2022 08:00:00 AM,09/23/2022 05:00:00 PM,TBD,Salem,OR,,,Jeffrey Davis,971-345-1948 Work Cell,Jeffery.l.davis@odfw.oregon.gov,,,,,,,,,,,,,,,,,
Governor's Advisory Committee on Motorcycle Safety ,,09/22/2022 04:00:00 PM,09/22/2022 06:30:00 PM,Virtual,Salem,OR,,Yes. Pre-registration required.,Jeff Greiner,15039864198,jeff.p.greiner@odot.state.or.us,,,,,,,,,,,,,,,,,
Governor's Advisory Committee on Motorcycle Safety,"The committee’s focus is rider education, impaired riding, road hazards unique to motorcyclists, motorist awareness of motorcycles, sharing the road and other safety issues. The committee advises the Governor and the Governor’s Highway Safety Representative regarding motorcycle safety issues and legislation that is in the best interest of the Oregon transportation public.",09/22/2022 04:00:00 PM,09/22/2022 06:00:00 PM,ODOT TLC in Salem or Virtually,Salem`,OR,Please see weblink for more information.,,Alycen Ozawa,503-986-3883,alycen.ozawa@odot.oregon.gov,,,,,,,true,,,,,,,,,,
Administrative Rulemaking Hearing - Universally Offered Newborn Nurse Home Visiting Program,,09/22/2022 03:00:00 PM,09/22/2022 03:00:00 PM,Remotely via Microsoft Teams,Portland,OR,"The Oregon Health Authority (Authority), Public Health Division, Maternal and Child Health Section (MCH) is proposing Oregon Administrative Rule (OAR) changes for the Universally offered Newborn Nurse Home Visiting (NNHV) Program. OARs 333-006-0180 through 333-006-0190 will be adopted pursuant to the passage of Senate Bill 1555 (Oregon Laws 2022, chapter 94). SB 1555 requires the Authority, in collaboration with the Department of Business and Consumer Services (DCBS), to adopt rules that establish the amount of reimbursement to be paid by a health benefit plan and a methodology for reimbursing the cost of providing universal newborn nurse home visiting services.

You are being invited to review these proposed rules and to comment on them.  If you wish to present oral testimony, a public hearing will be held on September 22, 2022, at 3:00 PM via video/phone conference using Microsoft Teams.  To provide oral testimony during this hearing, please contact publichealth.rules@odhsoha.oregon.gov to register and receive the link for the Microsoft Teams video conference. Alternatively, you may dial 971-277-2343, Phone conference ID 992 468 459# for audio only.

",Yes,Brittany Hall,,publichealth.rules@odhsoha.oregon.gov,,,,,,publichealth.rules@odhsoha.oregon.gov,,,971-277-2343,Phone conference ID 992 468 459# ,,,,,,,
Special Public Meeting UM 1930 Community Solar Program ,,09/22/2022 01:30:00 PM,09/22/2022 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
Administrative Rulemaking Hearing - Oregon Reproductive Health Program,,09/22/2022 11:00:00 AM,09/22/2022 11:00:00 AM,Remotely via Microsoft Teams,Portland,OR,"The Oregon Health Authority (OHA), Public Health Division is proposing to permanently amend Oregon Administrative Rules in chapter 333, division 004 related to the Oregon Reproductive Health Program.

In July 2019, the Oregon Reproductive Health (RH) Program withdrew from the U.S. Department of Health and Human Services’ (HHS) Title X program as a result of new restrictive federal rules that contradicted state law. In the absence of Title X funds and in order to maintain the provision of essential reproductive health services, the RH Program utilized an alternative source of funding, Oregon Reproductive Health Program General Funds, or RH GF, to reimburse certified agencies for clinical services. Under the Biden administration, HHS removed the restrictive rules from Title X and the RH Program submitted an application to rejoin Title X. On March 30, 2022, the RH Program received a notice of grant award and intends to resume use of Title X funds to reimburse for clinical services starting May 1, 2022. Replacing RH GF with federal Title X funds will allow the RH Program to conserve state general funds. Temporary rules to reflect this change were filed on May 1, 2022 (Temporary Administrative Order PH 50-2022). The RH Program now seeks to make these temporary rules permanent. 

Additionally, the RH Program has revised the RHCare Certification Requirements, which are incorporated by reference in the OARs, to ensure realignment with Title X requirements. The RH Program has also made minor revisions to the CCare Certification Requirements and updated the AbortionCare Certification Requirements to match the organizational structure of the RHCare and CCare Certification Requirements. 

Finally, the RH Program inserted language to increase client and provider protections in response to Dobbs v Jackson Women’s Health Supreme Court decision and the subsequent changing legal landscape regarding abortion services across states. 

You are being invited to review these proposed rules and to comment on them. If you wish to present oral testimony, a public hearing will be held remotely by video/phone conference call via Microsoft Teams on September 22, 2022, at 11:00 a.m. To provide oral testimony during this hearing, please contact publichealth.rules@odhsoha.oregon.gov to receive the link for the Microsoft Teams video conference. Alternatively, you may dial 971-277-2343, phone conference ID 548 203 425# for audio only. ",Yes,Brittany Hall,,publichealth.rules@odhsoha.oregon.gov,,,,,,publichealth.rules@odhsoha.oregon.gov,,,971-277-2343,Phone conference ID 548 203 425# ,,,,,,,
Electrical and Elevator Board,,09/22/2022 09:30:00 AM,09/22/2022 11:00:00 AM,Building Codes Division - Conference Room A and Virtual,Salem,OR,,,Debi Barnes-Woods,,debra.j.woods@dcbs.oregon.gov,,,,,,,,,,,,,,,,,
Land Conservation and Development Commission meeting,,09/22/2022 08:30:00 AM,09/23/2022 05:30:00 PM,Best Western John Day,John Day,OR,"View with YouTube.
https://www.youtube.com/user/oregonDLCD",,Casaria Taylor,,Casaria.TAYLOR@dlcd.oregon.gov,,,,,,,true,,,,,,,,,,
Board of Direct Entry Midwifery Meeting *Special ,New meeting entry under current office name of Health Licensing Office,09/22/2022 08:00:00 AM,09/22/2022 12:00:00 PM,"1430 Tandem Ave NE, Suite 180",Salem,OR,,Yes,April Fleming,,april.fleming@dhsoha.state.or.us,,,,,,,,,503-934-3605,,,,,,,,
Board of Directors Regular Meeting,,09/21/2022 06:00:00 PM,09/21/2022 08:00:00 PM,101 North Grape Street,Medford,OR,,,Jessica Bach,541-776-8590,jessica_bach@soesd.k12.or.us,,,,,,,,,,,http://www.soesd.k12.or.us/agendas-minutes/,,,,,,
Board of Directors Regular Session,,09/21/2022 06:00:00 PM,09/21/2022 07:00:00 PM,13455 SE 97th Ave,Clackamas,OR,,,Laurel Roth,5036754003,lroth@clackesd.org,,,,,,,,,,,,,,,,,
Oregon Psilocybin Services Rules Advisory Committee Meeting,"Packaging, Labeling, and Product Transportation RAC (Session 2)",09/21/2022 01:00:00 PM,09/21/2022 04:00:00 PM,Zoom,Portland,OR,"Rules Advisory Committees (RACs) are an important process that allow members of the public an opportunity to provide input on proposed administrative rules before they become effective. RACs are comprised of individuals who have subject matter expertise and members of the public who are likely to be affected by the proposed rules. The RAC process is designed to include a diversity of opinions and viewpoints. Although RACs evaluate fiscal and racial impact of the proposed rules and make recommendations, Oregon Health Authority retains decision making authority",,Meredith Rider,,meredith.rider@dhsoha.state.or.us,,,,,,,,,,,https://www.oregon.gov/oha/PH/PREVENTIONWELLNESS/Pages/Psilocybin-Administrative-Rules.aspx,,,,,,
Commission Meeting - Statewide Law Enforcement Standards of Conduct & Discipline,,09/21/2022 01:00:00 PM,09/21/2022 03:00:00 PM,Zoom,Virtual,OR,,,Toni Kemple,,ORLawEnfCommission@doj.state.or.us,,,,,,,,,,,,,,,,,
Growth Board Meeting,,09/21/2022 01:00:00 PM,09/21/2022 04:00:00 PM,Video Call Only,Portland,OR,,,Ricardo Lopez,,ricardo.lopez@biz.oregon.gov,,,,,,,true,https://www.oregon.gov/biz/aboutus/boards/OGB/Pages/schedule.aspx,,,https://www.oregon.gov/biz/aboutus/boards/OGB/Pages/schedule.aspx,,,,,,
September Commission Meeting ,,09/21/2022 01:00:00 PM,09/21/2022 03:00:00 PM,Virtual/Microsoft Teams,Salem,OR,See CJC Calendar for login details.  ,Yes,Jeni Deuchars ,,jeni.deuchars@cjc.oregon.gov,,,,,,,,,,,,,,,,,
Admin Rules - Public Hearing on LIWAP,,09/21/2022 10:00:00 AM,09/21/2022 10:30:00 AM,ZOOM Virtual Meeting,Salem,OR,"Join Zoom Meeting
https://us02web.zoom.us/j/83465608828?pwd=T25LQVc5WTlNOGRRdWwyT0lFeU1yUT09
Meeting ID: 834 6560 8828
Passcode: 720984",Yes,Jaci Davis,9713010359,jacqueline.ladewig@hcs.oregon.gov,,,,,,,,https://us02web.zoom.us/j/83465608828?pwd=T25LQVc5WTlNOGRRdWwyT0lFeU1yUT09,,,,,,,,,
Oregon Prescription Drug Affordability Board,Monthly Meeting,09/21/2022 09:30:00 AM,09/21/2022 11:30:00 AM,https://www.zoomgov.com/meeting/register/vJIscu2uqTgtHTlbGIxiuMpg7jRDmCTxvJo ,Salem,OR,"Please register in advance for this virtual meeting. Please send public comment requests to pdab@dcbs.oregon.gov at least 24 hours before the meeting. Thank you!

",Yes,Prescription Drug Affordability Board,,pdab@dcbs.oregon.gov,,,,pdab@dcbs.oregon.gov,,pdab@dcbs.oregon.gov,,,,,,,,,,,
Pharmacy Formulary Advisory Committee,,09/21/2022 09:30:00 AM,09/21/2022 04:30:00 PM,800 NE Oregon St. Conference room 1D,Portland,OR,"See the Board's website on the Public Health and Pharmacy Formulary Advisory Committee.
https://www.oregon.gov/pharmacy/Pages/PFAC.aspx",,Rachel Melvin,9716730001,pharmacy.formulary@bop.oregon.gov,,,,,9716730001,pharmacy.formulary@oregon.gov,,,,,,,,,,,
Oregon Alliance to Prevent Suicide - Schools Committee Meeting,,09/21/2022 08:30:00 AM,09/21/2022 10:00:00 AM,Virtual,Salem,OR,,Yes,Annette Marcus,,amarcus@aocmhp.org,,,,,,,true,https://us02web.zoom.us/j/89796541408?pwd=OGpPRVArcDhTS1MzWml3YUhaZHV3dz09,,,https://oregonalliancetopreventsuicide.org/schools-committee/,,,,,,
Historic Albina Advisory Board,I-5 Rose Quarter Improvement Project Historic Albina Advisory Board (HAAB),09/20/2022 04:00:00 PM,09/20/2022 06:00:00 PM,YouTube Livestream,Portland,OR,The HAAB makes recommendations on I-5 Rose Quarter Improvement Project design elements and provides advice on outreach to the Black community at regular monthly meetings.,Yes,Rose Gerber,503-470-3127,i5rosequarter@odot.oregon.gov,,,,,,,true,https://www.youtube.com/watch?v=7gujCv0o4wA,971-247-1195,Meeting ID: 869 3533 4143     Passcode: 445546,,,,,,,
SPM AR 626 Rulemaking regarding Certificate of Public Convenience and Necessity.,,09/20/2022 01:30:00 PM,09/20/2022 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
Rules Advisory Committee,,09/20/2022 01:00:00 PM,09/20/2022 03:00:00 PM,Virtual via Zoom,Salem,OR,"The Oregon Department of Revenue (DOR) is holding a Rules Advisory Committee (RAC) meeting on August 23, 2022, with two additional meetings scheduled for September 7 and September 20, 2022, if needed.   The RAC is an important part of the rule-adoption process, and the RAC will help DOR determine if it will adopt the revised Statement of Information Concerning Practices of the Multistate Tax Commission and Supporting States Under Public Law 86-272 by administrative rule.

During the meeting(s), DOR will consider RAC input on all issues related to MTC’s Public Law 86-272 revised statement, including potential rule language.   These meetings are open to the public who can access the virtual meetings through the Zoom link below.

Join ZoomGov Meeting
https://www.zoomgov.com/j/1608727141?pwd=aklpRHYyZzRVa0lkaGhtVGk0eGJiUT09
Meeting ID: 160 872 7141 Passcode: 918094 One tap mobile +16692545252,,1608727141#,,,,*918094# US (San Jose) +16692161590,,1608727141#,,,,*918094# US (San Jose)
Dial by your location
+1 669 254 5252 US (San Jose)
+1 669 216 1590 US (San Jose)
+1 646 828 7666 US (New York)
+1 551 285 1373 US
Meeting ID: 160 872 7141 Passcode: 918094 Find your local number: https://www.zoomgov.com/u/acrbLvysH8
For more information contact:  Duane Bales at duane.bales@dor.oregon.gov
","Yes, a portion of the meeting agenda will allow opportunity for public comment.",Duane Bales,,duane.bales@dor.oregon.gov,,,,,,,,,,,,,,,,,
Oregon Psilocybin Services Rules Advisory Committee Meeting,"Facilitator Conduct, Preparation, Administration, and Integration Sessions RAC (Session 2)	",09/20/2022 01:00:00 PM,09/20/2022 04:00:00 PM,Zoom,Portland,OR,"Rules Advisory Committees (RACs) are an important process that allow members of the public an opportunity to provide input on proposed administrative rules before they become effective. RACs are comprised of individuals who have subject matter expertise and members of the public who are likely to be affected by the proposed rules. The RAC process is designed to include a diversity of opinions and viewpoints. Although RACs evaluate fiscal and racial impact of the proposed rules and make recommendations, Oregon Health Authority retains decision making authority",,Meredith Rider,,meredith.rider@dhsoha.state.or.us,,,,,,,,,,,https://www.oregon.gov/oha/PH/PREVENTIONWELLNESS/Pages/Psilocybin-Administrative-Rules.aspx,,,,,,
Community Information Exchange (CIE) Workgroup,,09/20/2022 12:30:00 PM,09/20/2022 03:00:00 PM,Virtual: Zoom Gov Meeting,N/A,OR,"The CIE Workgroup brings together individuals representing Oregon's diverse landscape of community, health care, and social services partners whose aligned work is essential to address these issues and achieve the goal of eliminating health inequities. The CIE Workgroup's role is to provide recommendations to HITOC and the Oregon Health Authority (OHA) on strategies to accelerate, support, and improve CIE across the state. 

OHA needs to hear from people providing and seeking social supports for individuals, as we consider how CIE may benefit from potential new statewide efforts such as funding, technical assistance, incentives, or other efforts.",Yes,Hope Peskin-Shepherd,,hope.peskin-shepherd@dhsoha.state.or.us,,,https://www.oregon.gov/oha/HPA/OHIT-HITOC/Pages/CIEworkgroup.aspx,,,,true,https://www.oregon.gov/oha/HPA/OHIT-HITOC/Pages/CIEworkgroup.aspx,,,https://www.oregon.gov/oha/HPA/OHIT-HITOC/Pages/CIEworkgroup.aspx,,,,,,
988 CSAW Workgroup Steering Committee,,09/20/2022 11:00:00 AM,09/20/2022 01:00:00 PM,Zoom Call,Salem,OR,"
Join ZoomGov Meeting
https://www.zoomgov.com/j/1617651259?pwd=VUlkT2NoWVVYUm4zQm9wN0VFakkzdz09

Meeting ID: 161 765 1259
Passcode: 733420
One tap mobile
+16692545252,,1617651259# US (San Jose)
+16468287666,,1617651259# US (New York
",,Gina Schulze,,gina.b.schulze@dhsoha.state.or.us,,,,,,,,,,,,,,,,,
Oregon Conservation Corps Advisory Committee,September meeting,09/20/2022 11:00:00 AM,09/20/2022 12:00:00 PM,Online,Salem,OR,Details and agenda to come.,Yes,Eleni Colins,(503)871-6028,eleni.collins@hecc.oregon.gov,,,,Brittany Melzer,(971)375-2761,brittany.e.melzer@hecc.oregon.gov,true,,1-503-446-4951,777-108-424,https://www.oregon.gov/highered/institutions-programs/workforce/Pages/OCC-public-meetings.aspx,,,,,,
Public Meeting,,09/20/2022 09:30:00 AM,09/20/2022 11:30:00 AM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
"Proposed Rulemaking Hearing, Chapters  715: Technical Adjustments to the Student Success and Completion Model",Public comment hearing for permanent adoption of temporary rules: Technical Adjustments to the Student Success and Completion Model,09/19/2022 03:00:00 PM,09/19/2022 03:30:00 PM,"HECC Building, Commission Board Room, 3225 25th Street SE",Salem,OR,,yes,Guthrie Commission Stafford,9712739222,guthrie.stafford@hecc.oregon.gov,,,https://www.oregon.gov/highered/about/Pages/OAR-public-hearings.aspx,Guthrie Stafford,9712739222,guthrie.stafford@hecc.oregon.gov,true,https://teams.microsoft.com/l/meetup-join/19%3ameeting_NzI1ZTBmYjEtODUwYy00YTVlLWIzYjEtYmNmMWVmMWJkZGI1%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%22481564e8-7f94-46f5-99ea-4c610554ba62%22%7d,+1 503-446-4951 ,357449318#  ,,,,,,,
"Proposed Rulemaking Hearing, Chapters  575: Amending eligibility, eliminating copay, and increasing minimum grant amount for the Oregon Promise Grant","Public comment hearing for permanent adoption of temporary rules Amending eligibility, eliminating copay, and increasing minimum grant amount for the Oregon Promise Grant",09/19/2022 02:30:00 PM,09/19/2022 03:00:00 PM,"HECC Building, Commission Board Room, 3225 25th Street SE",Salem,OR,,yes,Guthrie Commission Stafford,9712739222,guthrie.stafford@hecc.oregon.gov,,,https://www.oregon.gov/highered/about/Pages/OAR-public-hearings.aspx,Guthrie Stafford,9712739222,guthrie.stafford@hecc.oregon.gov,true,https://teams.microsoft.com/l/meetup-join/19%3ameeting_NzI1ZTBmYjEtODUwYy00YTVlLWIzYjEtYmNmMWVmMWJkZGI1%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%22481564e8-7f94-46f5-99ea-4c610554ba62%22%7d,+1 503-446-4951,357449318#  ,,,,,,,
"Proposed Rulemaking Hearing, Chapters 575: Establishing the Oregon Tribal Student Grant",Public comment hearing for permanent adoption of temporary rules establishing to Oregon Tribal Student Grant.,09/19/2022 02:00:00 PM,08/19/2022 02:30:00 PM,"HECC Building, Commission Board Room, 3225 25th Street SE",Salem,OR,,yes,Guthrie Commission Stafford,9712739222,guthrie.stafford@hecc.oregon.gov,,,https://www.oregon.gov/highered/about/Pages/OAR-public-hearings.aspx,Guthrie Stafford,9712739222,guthrie.stafford@hecc.oregon.gov,true,https://teams.microsoft.com/l/meetup-join/19%3ameeting_NzI1ZTBmYjEtODUwYy00YTVlLWIzYjEtYmNmMWVmMWJkZGI1%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%22481564e8-7f94-46f5-99ea-4c610554ba62%22%7d,+1 503-446-4951,357449318#  ,,,,,,,
Admin Rules - Public Hearing on MH Replacement Program,,09/19/2022 10:00:00 AM,09/19/2022 10:30:00 AM,TEAMS Virtual Meeting,Salem,OR,https://teams.microsoft.com/l/meetup-join/19%3ameeting_ODNiNzk3MWEtOWI1MC00ZmVkLTg3OTQtNGUwMmI1YmI1MWNm%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%22d0a41526-5bb7-4f57-9601-445e483de546%22%7d,Yes,Jaci Davis,9713010359,jacqueline.ladewig@hcs.oregon.gov,,,,,,,,https://teams.microsoft.com/l/meetup-join/19%3ameeting_ODNiNzk3MWEtOWI1MC00ZmVkLTg3OTQtNGUwMmI1YmI1MWNm%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%22d0a41526-5bb7-4f57-9601-445e483de546%22%7d,,,,,,,,,
Strategic Planning Session,,09/19/2022 08:00:00 AM,09/19/2022 05:00:00 PM,"TIC Salem Office, 1500 Liberty St. SE, #150",Salem,OR,,,Elizabeth Boxall,5038777955,elizabeth.boxall@tic.oregon.gov,,,,,,,,,,,,,,,,,
Council on Court Procedures Publication Meeting,Vote on Publication of Proposed Amendments to Oregon Rules of Civil Procedure,09/17/2022 09:30:00 AM,09/17/2022 12:30:00 PM,Zoom Meeting Only, Portland,OR,,Yes,Shari Nilsson,503-768-6505,ccp@lclark.edu,,,,,,,true,https://us02web.zoom.us/j/83887166875?pwd=cEV3aUxzRnNMd3JFSW1hM3pMYlVDZz09,1-253-215-8782 ,530153,https://counciloncourtprocedures.org/current-biennium/,,,,,,
Oregon Psilocybin Advisory Board Equity Subcommittee Meeting,,09/16/2022 03:00:00 PM,09/16/2022 04:30:00 PM,Zoom,Portland,OR,"Established by Ballot Measure 109 (2020), the Oregon Psilocybin Advisory Board makes recommendations to OHA on available scientific studies and research on the safety and efficacy of psilocybin in treating mental health conditions, and makes recommendations on the requirements, specifications and guidelines for providing psilocybin services in Oregon. The Board will also develop a long-term strategic plan for ensuring that psilocybin services will become and remain a safe, accessible and affordable therapeutic option for all persons 21 years of age and older in this state for whom psilocybin may be appropriate and monitor and study federal laws, regulations and policies regarding psilocybin.",,Meredith Rider,,meredith.rider@dhsoha.state.or.us,,,,,,,,,,,,,,,,,
Legislative Subcommittee Meeting,Legislative Subcommittee Meeting,09/16/2022 02:30:00 PM,09/16/2022 04:00:00 PM,virtual,Salem,OR,,yes,Todd Albert,503.871.9036,todd.albert@pra.oregon.gov,,,,,,,true,https://teams.microsoft.com/l/meetup-join/19:meeting_YTE2ZGE1N2EtOTA1NS00ZmU0LWFiYTAtNmU5NWFiMWI1MjAx%40thread.v2/0?context=%7b%22Tid%22:%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22:%2207462a96-39d8-4e7e-bb9b-4bdf548fa0ab%22%7d,"+1 503-446-4951,,37223829#",,,,,,,,
Forest Trust Land Advisory Committee,,09/16/2022 02:00:00 PM,09/16/2022 04:30:00 PM,Zoom virtual meeting,Salem,OR,,Yes,Samantha Hoffman,503-945-7421,samantha.hoffman@odf.oregon.gov,,,,,,,true,,,,https://www.oregon.gov/odf/board/pages/ftlac.aspx,,,,,,
Racial Justice Council | RJC Health Equity Committee Meeting,A monthly meeting for one of the Governor's committees.,09/16/2022 12:30:00 PM,09/16/2022 02:00:00 PM,Zoom,Salem,OR,,,Nolan Douglass,,nolan.douglass@oregon.gov,,,,,,,,https://us06web.zoom.us/webinar/register/WN_ZmVBSBl6QASaY50krXM5kw,,,,,,,,,
Oregon Commission for Women,OCFW PMN,09/16/2022 12:00:00 PM,09/16/2022 02:30:00 PM,Virtual Meeting,Portland,OR,,,Ava Stevens,15039103090,ava.stevens@oac.oregon.gov,,,,,,,,,,,,,,,,,
"Nurse Staffing Webinar, Session 1: Overview of Nurse Staffing Regulation in Oregon",,09/16/2022 10:00:00 AM,09/14/2022 11:00:00 AM,GoTo Webinar,Portland,OR,"The OHA Nurse Staffing Team is hosting a webinar series about Oregon's hospital nurse staffing regulations. Over the course of seven weeks, OHA will do a deep dive into the nurse staffing rules, survey, and complaint processes. Each webinar will include a discussion of common nurse staffing myths and the OHA team will answer your questions. 

The series starts on September 16th and runs Fridays from 10 AM - 11 am. Register for the series and attend as many webinars as you’re interested in. The webinar recordings will be posted on www.healthoregon.org/nursestaffing for those who miss the live event. 

Topics include: 
•	September 16 - Overview of Nurse Staffing Regulation in Oregon
•	September 23 - Nurse Staffing Plan Requirements
•	September 30 - Meal and Rest Break Requirements
•	October 7 - Overtime for Nursing Staff Members
•	October 14 - Nurse Staffing During an Emergency
•	October 21 - Nurse Staffing Complaint Process
•	October 28 - Nurse Staffing Committee Requirements  

You can register for the series here: https://attendee.gotowebinar.com/register/7134971071481659916
If you have questions about the webinar series, contact the OHA nurse staffing team at mailbox.nursestaffing@odhsoha.oregon.gov
",,Kimberly Voelker,971-803-0914,mailbox.nursestaffing@odhsoha.oregon.gov,,,,,,,true,https://attendee.gotowebinar.com/register/7134971071481659916,,,,,,,,,
Education Committee Meeting,,09/16/2022 10:00:00 AM,09/16/2022 11:00:00 AM,3218 Pringle Road SE,Salem,OR,,,MHRA Staff,503-378-4154,psychology.board@mhra.oregon.gov,,,,,,,,,,,,,,,,,
Oregon State Board of Nursing Board Meeting,Cancelled - the Board will not hold a work session,09/16/2022 09:00:00 AM,09/16/2022 04:00:00 PM,17938 SW Upper Boones Ferry Road, Portland,OR,,,Ginger Simmons,971-673-0638,ginger.simmons@osbn.oregon.gov,,,,,,,,,,,,,,,,,
Board Meeting,,09/16/2022 08:30:00 AM,09/16/2022 03:00:00 PM,TBD,Keizer,OR,,,Annie von Domitz,15039676291224,annie.vondomitz@lcb.oregon.gov,,,,,,,,,,,,,,,,,
Community Oversight Advisory Committee,I-5 Rose Quarter Improvement Project Community Oversight Advisory Committee (COAC),09/15/2022 04:00:00 PM,09/15/2022 06:00:00 PM,YouTube Livestream,Portland,OR,The COAC provides guidance for creating workforce opportunities and maximizing jobs for diverse contractors and small businesses.,Yes,Rose Gerber,503-470-3127,i5rosequarter@odot.oregon.gov,,,,,,,true,https://www.youtube.com/watch?v=5yqrvkTxBSs,971-247-1195,Meeting ID: 880 3045 7705     Passcode: 518722,,,,,,,
CANCELED Special Public Meeting UW 402 PGE 2023 Annual Power Cost Update Hearing,,09/15/2022 01:30:00 PM,09/15/2022 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
Safe Routes to School Advisory Committee (SRAC),,09/15/2022 01:00:00 PM,09/15/2022 04:00:00 PM,Zoom (virtual meeting),Salem,OR,,Yes,LeeAnne Fergason,5039108994,LeeAnne.Fergason@odot.oregon.gov,,,,,,,true,https://us02web.zoom.us/j/88572984756?pwd=ZHBKbzd2MlljUldFanpKWjJjUGFnZz09,,,,,,,,,
