"fiscal_year","agency_title","classification","annual_salary","full_part_time","service_type","agency"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROCUREMENT & CONTRACT SPECIALIST 2","68712.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","67224.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER C","71328.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 1","71328.00","FULL TIME","UNREPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 3","71328.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","70752.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","70752.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 5","69264.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 5","69264.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 2","69073.20","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 1","65620.80","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROCUREMENT & CONTRACT SPECIALIST 1","62496.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROGRAM ANALYST 2","87180.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","97716.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER F","155124.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","STATE PROCUREMENT ANALYST","96062.40","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","TRUCK DRIVER 2","62496.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER F","155124.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER G","155124.00","FULL TIME","EXECUTIVE SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER G","155124.00","FULL TIME","EXECUTIVE SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY ENERGY TECHNICIAN 2","62496.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","SENIOR INFORMATION TECHNOLOGY PORTFOLIO MANAGER","162880.20","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 5","91501.20","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER G","179460.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 2","62496.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER I","188388.00","FULL TIME","EXECUTIVE SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER H","197808.00","FULL TIME","EXECUTIVE SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER H","228852.00","FULL TIME","EXECUTIVE SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 2","62496.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PUBLIC SERVICE REPRESENTATIVE 4","59837.40","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","34920.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 8","95988.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL EQUIPMENT OPERATOR 2","34920.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CLAIMS REPRESENTATIVE 1","65520.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","36396.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","36396.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 7","85908.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY ENERGY TECHNICIAN 3","83239.20","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 1","62496.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FISCAL ANALYST 1","65520.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","37800.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 5","83244.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","37800.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","AUTOMOTIVE SERVICE TECHNICIAN","37800.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 1","65520.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","39516.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 8","93612.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 5","97716.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","39516.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","EXECUTIVE SUPPORT SPECIALIST 2","65620.80","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","39516.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","39516.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY OPERATIONS SPECIALIST 2","59688.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","39516.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER B","67956.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 2","68652.00","FULL TIME","UNREPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","39516.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","SUPPLY SPECIALIST 2","59688.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 2","62496.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROJECT MANAGER 1","62472.00","FULL TIME","UNREPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 4","62028.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY ENERGY TECHNICIAN 3","61374.60","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","57420.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 1","56988.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","82790.40","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","STATE LABOR RELATIONS MANAGER","140716.80","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER F","140716.80","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTING TECHNICIAN 3","59688.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTING TECHNICIAN 3","59688.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FISCAL ANALYST 2","56988.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","EXECUTIVE SUPPORT SPECIALIST 2","59688.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 2","56988.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTING TECHNICIAN 3","59688.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTING TECHNICIAN 3","59688.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTING TECHNICIAN 3","59688.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROCUREMENT & CONTRACT SPECIALIST 2","59688.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTING TECHNICIAN 3","59688.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FISCAL ANALYST 2","56988.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTING TECHNICIAN 3","59688.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 8","129663.60","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","EXECUTIVE ASSISTANT","56100.00","FULL TIME","EXECUTIVE SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","HUMAN RESOURCE ASSISTANT","58908.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","EXECUTIVE SUPPORT SPECIALIST 2","58908.00","FULL TIME","EXECUTIVE SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","HUMAN RESOURCE ANALYST 1","58908.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINT SERVICES TECHNICIAN","54410.40","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","57168.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 2","56988.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROCUREMENT AND CONTRACT ASSISTANT","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTING TECHNICIAN 2","56988.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 2","56988.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","SUPPLY SPECIALIST 2","56988.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINTING PRODUCTION COORDINATOR","56988.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY MAINTENANCE SPECIALIST","56988.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY ENERGY TECHNICIAN 2","56988.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROCUREMENT AND CONTRACT ASSISTANT","47184.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER E","121728.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINT SERVICES TECHNICIAN","45012.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY ENERGY TECHNICIAN 2","56988.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 1","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 1","56928.00","FULL TIME","UNREPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 4","56334.72","PART TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL DELIVERY DRIVER","51937.20","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","EXECUTIVE SUPPORT SPECIALIST 2","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 2","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","TRUCK DRIVER 1","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 1","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ELECTRONIC PUBLISHING DESIGN SPECIALIST 1","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTING TECHNICIAN 3","51720.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","SUPPLY SPECIALIST 2","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","SUPPLY SPECIALIST 2","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 2","51720.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 2","51720.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","EXECUTIVE SUPPORT SPECIALIST 1","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY ENERGY TECHNICIAN 2","51720.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 1","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","GROUNDS MAINTENANCE WORKER 2","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 1","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PAINTER","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 1","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ELECTRONIC PUBLISHING DESIGN SPECIALIST 1","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CLAIMS REPRESENTATIVE 2","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 2","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","52200.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","52200.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL EQUIPMENT OPERATOR 2","51937.20","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OFFICE SPECIALIST 2","51937.20","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OFFICE SPECIALIST 2","51937.20","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 8","117876.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTING TECHNICIAN 3","51937.20","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 1","51902.40","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINT SERVICES TECHNICIAN","51720.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","EXECUTIVE SUPPORT SPECIALIST 1","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINT SERVICES TECHNICIAN","51720.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 1","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CLAIMS REPRESENTATIVE 1","51720.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTING TECHNICIAN 3","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTANT 2","51720.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 1","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTANT 2","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","AUTOMOTIVE TECHNICIAN 2","51720.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 2","51720.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTING TECHNICIAN 3","48360.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINT SERVICES TECHNICIAN","49824.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","49824.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","AUTOMOTIVE SERVICE TECHNICIAN","49513.20","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL DELIVERY DRIVER","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL DELIVERY DRIVER","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL DELIVERY DRIVER","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OFFICE SPECIALIST 2","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL EQUIPMENT OPERATOR 2","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 1","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL DELIVERY DRIVER","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL EQUIPMENT OPERATOR 2","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL EQUIPMENT OPERATOR 2","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OFFICE SPECIALIST 2","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OFFICE SPECIALIST 2","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","SUPPLY SPECIALIST 2","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OFFICE SPECIALIST 2","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL DELIVERY DRIVER","47184.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 1","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTANT 2","47184.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OFFICE SPECIALIST 2","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL EQUIPMENT OPERATOR 2","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL EQUIPMENT OPERATOR 2","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL EQUIPMENT OPERATOR 2","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL DELIVERY DRIVER","49464.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY MAINTENANCE SPECIALIST","47262.60","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINT SERVICES TECHNICIAN","47262.60","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","GROUNDS MAINTENANCE WORKER 1","45012.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL EQUIPMENT OPERATOR 2","47184.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","GROUNDS MAINTENANCE WORKER 1","47184.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTING TECHNICIAN 3","47184.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","GROUNDS MAINTENANCE WORKER 2","45012.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","SUPPLY SPECIALIST 2","45012.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY MAINTENANCE SPECIALIST","45012.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTANT 2","47184.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTING TECHNICIAN 3","45183.60","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINT SERVICES TECHNICIAN","45012.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINT SERVICES TECHNICIAN","45012.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PARKING SERVICES REPRESENTATIVE","41208.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAL SERVICES COORDINATOR","45012.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL DELIVERY DRIVER","45012.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL EQUIPMENT OPERATOR 2","45012.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAL SERVICES COORDINATOR","45012.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL DELIVERY DRIVER","45012.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","AUTOMOTIVE SERVICE TECHNICIAN","45012.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","AUTOMOTIVE TECHNICIAN 1","45012.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","AUTOMOTIVE SERVICE TECHNICIAN","45012.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","GROUNDS MAINTENANCE WORKER 2","43032.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY ENERGY TECHNICIAN 2","43032.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","AUTOMOTIVE TECHNICIAN 1","43032.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 3","105192.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","EXECUTIVE SUPPORT SPECIALIST 2","44988.00","FULL TIME","UNREPRESENTED","10700"
