"agency","short_description","start_date_time","end_date_time","meeting_location","city","state","details","public_comment_accepted","contact_name","phone_number","contact_email","web_link","map_link","calendar_link","ada_contact","ada_contact_phone","ada_contact_email","webinar","call_in_phone_number","call_in_access_code","agenda"
"Advocacy Commissions Office, Oregon","OCBA PMN","2022-10-01T09:30:00.000","2022-10-01T11:30:00.000","Virtual Meeting","Portland","OR","","","Ava Stevens","15039103090","ava.stevens@oac.oregon.gov",,"","","","","",,"","",""
"Advocacy Commissions Office, Oregon","OCBA PMN","2022-12-03T09:30:00.000","2022-12-03T11:30:00.000","Virtual Meeting","Portland","OR","","","Ava Stevens","15039103090","ava.stevens@oac.oregon.gov",,"","","","","",,"","",""
"Advocacy Commissions Office, Oregon","OCAPIA PMN","2022-05-04T09:30:00.000","2022-05-04T12:00:00.000","Virtual Meeting","Portland","OR","","","Ava Stevens","15039103090","ava.stevens@oac.oregon.gov",,"","","","","",,"","",""
"Advocacy Commissions Office, Oregon","OCAPIA PMN","2022-07-06T09:30:00.000","2022-07-06T12:00:00.000","Virtual Meeting","Portland","OR","","","Ava Stevens","15039103090","ava.stevens@oac.oregon.gov",,"","","","","",,"","",""
"Advocacy Commissions Office, Oregon","OCAPIA PMN","2022-09-07T09:30:00.000","2022-09-07T12:00:00.000","Virtual Meeting","Portland","OR","","","Ava Stevens","15039103090","ava.stevens@oac.oregon.gov",,"","","","","",,"","",""
"Advocacy Commissions Office, Oregon","OCAPIA PMN","2022-11-02T09:30:00.000","2022-11-02T12:00:00.000","Virtual Meeting","Portland","OR","","","Ava Stevens","15039103090","ava.stevens@oac.oregon.gov",,"","","","","",,"","",""
"Advocacy Commissions, Oregon","","2020-02-24T09:00:00.000","2020-02-24T10:00:00.000","800 NE Oregon Street, Room 1 D","Portland","OR","","Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,"","","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,"","",""
"Advocacy Commissions, Oregon","","2020-02-24T09:00:00.000","2020-02-24T10:00:00.000","800 NE Oregon Street, Room 1 D, ZIP 97232"," Portland","OR","","Yes","Nancy Kramer","5033029725","nancy.kramer@oregon.gov",,"","","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,"","",""
"Advocacy Commissions, Oregon",,"2019-11-15T09:00:00.000","2019-11-15T15:30:00.000","121 SW Salmon Street, Suite 1440 (Partners in Diversity), ZIP 97204"," Portland","OR",,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Advocacy Commissions, Oregon",,"2019-01-18T09:30:00.000","2019-01-18T11:30:00.000","800 NE Oregon St., Room 815, ZIP 97232"," Portland","OR",,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Advocacy Commissions, Oregon",,"2018-12-14T08:45:00.000","2018-12-14T15:30:00.000","Willamette University, College of Law, 245 Winter Street SE, ZIP 97301"," Salem","OR","Note: The Annual Joint Meeting will adjourn between 12pm and 1pm, and each Advocacy Commission will hold a regular Commission meeting from 12:05pm to 12:55pm.","No","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Advocacy Commissions, Oregon","Review & approval of the hiring plan for the Executive Director of the OACO","2020-07-06T12:00:00.000","2020-07-06T13:00:00.000","Virtual meeting: https://us02web.zoom.us/j/85979679010?pwd=Q1BqRmVSdUlEUmU1dyt5THpxbWF6Zz09","Portland","OR","","Yes","Nancy Kramer","5033029725","nancy.kramer@oregon.gov",,"","","Nancy Kramer","5033029725","nancy.kramer@oregon.gov",,"","",""
"Advocacy Commissions, Oregon","","2020-12-04T08:45:00.000","2020-12-04T15:30:00.000","Zoom - link to follow","Tigard","OR","","Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,"","","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,"","",""
"Agriculture Board","Quarterly board meeting","2020-02-11T12:00:00.000","2020-02-13T12:00:00.000","Oregon Department of Agriculture, 635 Capitol St NE"," Salem","OR","For more information, call 503-986-4554 or visit https://oda.direct/BoardAgriculture","Yes, see agenda for details","Karla Valness",,"kvalness@oda.state.or.us",,,,,,,,,,
"Agriculture Board","Quarterly board meeting","2020-12-01T12:00:00.000","2020-12-03T12:00:00.000","TBD"," Tillamook","OR","For more information, call 503-986-4554 or visit https://oda.direct/BoardAgriculture","Yes, see agenda for details","Karla Valness",,"kvalness@oda.state.or.us",,,,,,,,,,
"Agriculture Board","Quarterly board meeting","2020-09-22T12:00:00.000","2020-09-24T12:00:00.000","TBD"," Ontario","OR","For more information, call 503-986-4554 or visit https://oda.direct/BoardAgriculture","Yes, see agenda for details","Karla Valness",,"kvalness@oda.state.or.us",,,,,,,,,,
"Agriculture Board","Quarterly meeting of the State Board of Agriculture","2012-03-06T11:00:00.000","2012-03-07T16:00:00.000","Oregon Department of Agriculture"," Salem","OR",,"10:15 a.m. on Wednesday, March 7","Sherry Kudna","503-986-4619","skudna@oda.state.or.us","http://www.oregon.gov/ODA/boardoverview.shtml",,"http://www.oregon.gov/ODA/meetings.shtml","Sherry Kudna","503-986-4619","skudna@oda.state.or.us",,,,"http://www.oregon.gov/ODA/docs/pdf/120306bd_agenda.pdf"
"Agriculture Board","Quarterly Board Meeting","2013-12-04T08:30:00.000","2013-09-05T14:00:00.000","Food Innovation Center"," Portland","OR","Quarterly meeting of the Oregon State Board of Agriculture","Yes","skudna","503-986-4552","skudna@oda.state.or.us","http://www.oregon.gov/oda/pages/boardoverview.aspx#Meeting_information",,,,,,,,,
"Agriculture Board","Quarterly Board of Agriculture Meeting","2012-05-30T08:30:00.000","2012-05-31T14:00:00.000","Clarion Inn"," Ontario","OR",,"10:45 a.m. - May 30, 2012","Sherry Kudna","503-986-4619","skudna@oda.state.or.us","http://www.oregon.gov/ODA/boardoverview.shtml",,,,,,,,,
"Agriculture Board","Quarterly meeting of the State Board of Agriculture","2012-09-19T08:30:00.000","2012-09-20T12:00:00.000","Red Lion"," Medford","OR","Meeting to be held at:
Red Lion Hotel
200 N Riverside Ave
Medford, OR 97501","Yes - 10:45 a.m. - 9/19/2012","skudna","503-986-4619","skudna@oda.state.or.us","http://cms.oregon.gov/oda/pages/boardoverview.aspx",,,,,,,,,
"Agriculture Board","Quarterly Board Meeting","2014-02-18T00:00:00.000","2014-02-20T00:00:00.000","Agriculture Building"," Salem","OR",,,"Sherry Kudna",,"sherry.a.kudna@state.or.us",,,,,,,,,,
"Agriculture Board","Quarterly meeting of the board of agriculture.","2013-06-04T08:30:00.000","2013-06-06T16:00:00.000","Department of Ag Hearings Room"," Salem","OR",,,"Sean Fornelli",,"sean.k.fornelli@state.or.us",,,,,,,,,,
"Agriculture Board","Quarterly meeting of the board of agriculture.","2013-03-05T14:00:00.000","2013-03-07T14:00:00.000","TBA"," Salem","OR",,"yes","skudna",,"skudna@oda.state.or.us","http://www.oregon.gov/oda/pages/boardoverview.aspx",,,,,,,,,
"Agriculture Board","Quarterly meeting of the board of agriculture.","2013-09-17T08:30:00.000","2013-09-19T16:00:00.000","TBA"," Prineville","OR",,,"Sean Fornelli",,"sean.k.fornelli@state.or.us",,,,,,,,,,
"Agriculture Board",,"2014-12-02T15:30:00.000","2014-12-04T12:00:00.000","Port	of Portland Chinook Conference Room, 7200 NE Airport Way"," Portland","OR",,,"Sherry Kudna ","503-986-4619","Sherry.A.Kudna@state.or.us",,,,,,,,,,
"Agriculture Board","Conference Call - IWRS","2012-06-25T09:30:00.000","2012-06-25T11:00:00.000","Conference Call"," Salem","OR","Conference call for the Board of Agriculture to consider supporting the Oregon Water Resource Department's Integrated Water Resources Strategy.","No","Sherry Kudna","503-986-4552","skudna@oda.state.or.us",,,,,,,,,,
"Agriculture Board","Quarterly meeting of the State Board of Agriculture","2012-11-28T00:00:00.000","2012-11-29T00:00:00.000","TBA"," Portland","OR",,,"skudna",,"skudna@oda.state.or.us",,,,,,,,,,
"Agriculture Board","Quarterly meeting of the board of agriculture.","2014-06-03T00:00:00.000","2014-06-05T00:00:00.000","TBD"," Tillamook","OR",,,"Sherry Kudna",,"sherry.a.kudna@state.or.us",,,,,,,,,,
"Agriculture Board",,"2018-06-05T17:00:00.000","2018-06-07T12:00:00.000","Best Western Plus Hood River Inn: Riverview Room, 1108 East Marina Way"," Hood River","OR",,"Public comment periods are scheduled for 10:15 am on Wednesday, June 6 and 10:45 am on Thursday, June 7","Karla Valness","(503) 986-4554","kvalness@oda.state.or.us",,,,,,,,,,"https://oda.direct/BoardAgriculture (https://oda.direct/BoardAgriculture)"
"Agriculture Board","Quarterly board meeting","2019-06-11T12:00:00.000","2019-06-13T12:00:00.000","Oregon Garden Resort (Orchid Ballroom) - 895 West Main St."," Silverton","OR","For more information, call 503-986-4554 or visit https://oda.direct/BOA","Yes, see agenda for details","Karla Valness",,"kvalness@oda.state.or.us",,,,,,,,,,
"Agriculture Board","Quarterly board meeting","2019-09-25T12:00:00.000","2019-09-27T12:00:00.000","Inn at Cross Keys Station - 66 NW Cedar St"," Madras","OR","For more information, call 503-986-4554 or visit https://oda.direct/BOA","Yes, see agenda for details","Karla Valness",,"kvalness@oda.state.or.us",,,,,,,,,,
"Agriculture Board","Quarterly board meeting","2019-12-03T12:00:00.000","2019-12-05T12:00:00.000","Holiday Inn Express & Suites - 204 West Marine Drive"," Astoria","OR","For more information, call 503-986-4554 or visit https://oda.direct/BOA","Yes, see agenda for details","Karla Valness",,"kvalness@oda.state.or.us",,,,,,,,,,
"Agriculture Board","Quarterly board meeting","2019-02-12T12:00:00.000","2019-02-14T12:00:00.000","Oregon Department of Agriculture, 635 Capitol St NE","Salem","OR","For more information, call 503-986-4554 or visit https://oda.direct/BOA","Yes, see agenda for details","Karla Valness",,"kvalness@oda.state.or.us",,,,,,,,,,
"Agriculture Board","Quarterly board meeting","2020-06-18T08:30:00.000","2020-06-18T12:00:00.000","Video/conference call","Video/conference call","OR","For more information, call 503-986-4554 or visit https://oda.direct/BoardAgriculture ","Yes, see agenda for details ","Karla Valness","","kvalness@oda.state.or.us",,"","","","","",,"","",""
"Agriculture Department","","2020-01-28T09:00:00.000","2020-01-28T16:00:00.000","Oregon Department of Fish & Wildlife - Commission Room 4034 Fairview Industrial Dr. SE"," Salem","OR","RSVP Link: https://forms.gle/Cmvb4e4zxhgD6To76","","Oregon Invasive Species Council","","coordinator@oregoninvasivespeciescouncil.org",,"https://goo.gl/maps/rUjiScfeHZW8hJCJ8 (https://goo.gl/maps/rUjiScfeHZW8hJCJ8)"," ()","","","","true","1 669 900 6833","154 921 230"," ()"
"Agriculture Department","Meeting information  Oregon Department of Agriculture, Basement hearings rm, 635 Capitol St NE, Salem, OR 97301​  February 20 and 21, 2020: 8 am - 5 pm ","2020-02-20T08:00:00.000","2020-02-21T17:00:00.000","Meeting information  Oregon Department of Agriculture, Basement hearings rm, 635 Capitol St NE, Salem, OR 97301​","Salem","OR","Meeting information

Oregon Department of Agriculture, Basement hearings rm, 635 Capitol St NE, Salem, OR 97301​

February 20 and 21, 2020: 8 am - 5 pm ","yes","Tristen Berg","","tberg@oda.state.or.us",,"","","","","",,"","",""
"Agriculture Department","Meeting information  Oregon Department of Agriculture, Basement hearings rm, 635 Capitol St NE, Salem, OR 97301​  February 20 and 21, 2020: 8 am - 5 pm ","2020-02-20T08:00:00.000","2020-02-21T17:00:00.000","Meeting information  Oregon Department of Agriculture, Basement hearings rm, 635 Capitol St NE, Salem, OR 97301​"," Salem","OR","Meeting information

Oregon Department of Agriculture, Basement hearings rm, 635 Capitol St NE, Salem, OR 97301​

February 20 and 21, 2020: 8 am - 5 pm ","yes","Andrea R Blietz","","ablietz@oda.state.or.us",,"","","","","",,"","",""
"Agriculture Department","","2020-11-16T15:00:00.000","2020-11-16T17:00:00.000","Virtual meeting"," Salem","OR","","No","Sandi Hiatt","503-986-4704","shiatt@oda.state.or.us",,"","","","","","true","1 877 309 2073 ","743-584-069 ","https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2020/SWCCAgenda111620.pdf (https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2020/SWCCAgenda111620.pdf)"
"Agriculture Department","","2020-11-17T08:45:00.000","2020-11-17T12:00:00.000","Virtual meeting"," Salem","OR","","Yes","Sandi Hiatt","503-986-4704","shiatt@oda.state.or.us",,"","","","","","true","1 866 899 4679 ","866-612-221 ","https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2020/SWCCAgenda111720.pdf (https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2020/SWCCAgenda111720.pdf)"
"Agriculture Department","","2020-11-18T09:00:00.000","2020-11-18T12:00:00.000","Virtual meeting"," Salem","OR","","","Theodore Bunch Jr. ","503-986-4562","tbunch@oda.state.or.us",,"","","","","","true","1 877 309 2073","649-911-397","https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/November2020/Agenda.pdf (https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/November2020/Agenda.pdf)"
"Agriculture Department","","2020-03-11T09:00:00.000","2020-03-11T12:00:00.000","Portland State Office Building, Room 177, 800 NE Oregon St."," Portland","OR","","Yes","Theodore Bunch Jr. ","503-986-4562","tbunch@oda.state.or.us",,"","","","","",,"","",""
"Agriculture Department",,"2015-02-25T08:30:00.000","2015-02-25T17:00:00.000","Willow Lake Water Pollution Control Facility, 5915 Windsor Island Road N"," Keizer","OR",,,"Sandi Hiatt",,"shiatt@oda.state.or.us",,,,,,,,,,
"Agriculture Department",,"2020-01-15T08:30:00.000","2020-01-15T13:30:00.000","Clackamas SWCD Conference Room, 22055 Beavercreek Road","Beavercreek","OR",,"Yes","Sandi Hiatt","503 986-4704","shiatt@oda.state.or.us",,,,"Sandi Hiatt","503 986-4704","shiatt@oda.state.or.us",,,,"https://oda.direct/SWCCAgenda0120 (https://oda.direct/SWCCAgenda0120)"
"Agriculture Department",,"2020-01-15T09:00:00.000","2020-01-15T12:00:00.000","Conference Room D, Oregon Department of Agriculture, 635 Capitol St. NE"," Salem","OR",,"Yes","Theodore Bunch Jr. ","503 986-4562","tbunch@oda.state.or.us",,,,,,,,,,"https://oda.direct/PARCAgenda0120 (https://oda.direct/PARCAgenda0120)"
"Agriculture Department","One of seven discussions around the state to address challenges facing ODA's Water Quality Program","2012-05-02T19:00:00.000","2012-05-02T21:00:00.000","Blue Mountain Community College, Umatilla Hall Room 100, 2411 NW Carden Ave."," John Day","OR","Webinar available. Please register online at: https://www1.gotomeeting.com/register/307980512","Yes","Eric Nusbaum","541-846-6424","enusbaum@oda.state.or.us","http://oregon.gov/ODA/NRD/docs/pdf/water/ag_listening_tour_water_quality.pdf",,,,,,"true",,,
"Agriculture Department","Dinner/Auction - Ag in the Classroom","2013-10-19T17:00:00.000","2013-10-19T22:00:00.000","OSU - CH2M Hill"," Corvallis","OR","Annual fundraising dinner for the Oregon Agriculture in the Classroom Foundation. For additional information visit http://aitc.oregonstate.edu or call 541-737-8629",,"skudna","503-986-4552","skudna@oda.state.or.us",,,,,,,,,,"http://aitc.oregonstate.edu"
"Agriculture Department","Two of seven discussions around the state to address challenges facing ODA's Water Quality Program","2012-05-03T12:00:00.000","2012-05-03T14:00:00.000","Outpost Restaurant, 201 W Main"," John Day","OR",,"Yes","Eric Nusbaum","541-846-6424","enusbaum@oda.state.or.us","http://oregon.gov/ODA/NRD/docs/pdf/water/ag_listening_tour_water_quality.pdf",,,,,,,,,
"Agriculture Department","Quarterly Winter Meeting","2012-02-23T08:30:00.000","2012-02-23T12:00:00.000","Oregon Department of State Lands Meeting Room, 775 Summer Street NE"," Salem","OR",,"yes 10:30 am","Jo Davis","503-986-4757","jdavis@oda.state.or.us",,,,,,,,,,"http://egov.oregon.gov/ODA/PLANT/WEEDS/agenda.shtml"
"Agriculture Department","ABC Auction","2013-11-22T17:00:00.000","2013-11-22T22:00:00.000","Portland Marriott Downtown Portland"," Portland","OR","Annual auction and dinner for the Oregon Agribusiness Council. For additional information visit http://www.aglink.org/denimdiamonds/denimdiamonds.php or call 503-595-9121.",,"skudna","503-986-4552","skudna@oda.state.or.us",,,,,,,,,,"http://www.aglink.org/denimdiamonds/denimdiamonds.php"
"Agriculture Department","Oregon Invasive Species Council Winter Meeting","2014-02-24T08:00:00.000","2014-02-25T12:00:00.000","Portland State University, Smith Memorial Student Union, 1825 SW Broadway"," Portland","OR","Updates and Decisions-
Finances
Chair Rotation: decide on process for chair rotation
Membership: decide on desired outcomes and process for recruitment
Awards:  decide on process
Legislative Session: draft/discuss ideas for the 2014 legislative session.
External Review: decide whether or not to proceed
iMapInvasives:  decide whether or not to continue participation 
Communications strategy:  decide on next steps
Advisory committee:  decide on purpose, potential, next steps
100 worst:  agree to list for 2014; decide on next steps

Presentations &#10148; Increased Understanding-
Council Member Updates 
Consumer Perception - marketing approach/feral cats
iMap Invasives
Tunicates
Green Crabs
Shipping and Transport of Invasive Species","Yes","Carolyn M. Devine","503-704-2159","oisc@oregoninvasivespeciescouncil.org",,,,"Carolyn M. Devine","503-704-2159","oisc@oregoninvasivespeciescouncil.org",,,,"http://www.oregon.gov/OISC/Pages/index.aspx"
"Agriculture Department","Pesticide Analytical Response Center (PARC)","2012-03-21T09:00:00.000","2012-03-21T12:00:00.000","800 NE Oregon St RM 1E"," Portland","OR",,,"Jessica Haavisto","503-986-4562","jhaavisto@oda.state.or.us",,,,,,,,,,"http://www.oregon.gov/ODA/PEST/docs/pdf/parcdraftagenda.pdf"
"Agriculture Department","Three of seven discussions around the state to address challenges facing ODA's Water Quality Program","2012-05-03T19:00:00.000","2012-05-03T21:00:00.000","Faith Baptist Church, 777 N Saginaw"," Hines","OR",,"Yes","Eric Nusbaum","541-846-6424","enusbaum@oda.state.or.us","http://oregon.gov/ODA/NRD/docs/pdf/water/ag_listening_tour_water_quality.pdf",,,,,,,,,
"Agriculture Department","Six of seven discussions around the state to address challenges facing ODA's Water Quality Program","2012-05-10T19:00:00.000","2012-05-10T21:00:00.000","Fruitdale Grange, 1440 Parkdale Drive"," Grants Pass","OR",,"Yes","Eric Nusbaum","541-846-6424","enusbaum@oda.state.or.us","http://oregon.gov/ODA/NRD/docs/pdf/water/ag_listening_tour_water_quality.pdf",,,,,,,,,
"Agriculture Department","Confined Animal Feeding Operations advisory committee meets three times annually.","2012-10-11T13:30:00.000","2012-10-11T15:30:00.000","Basement Conference Room D, Agriculture Building, 635 Capitol St. NE, 97301"," Salem","OR",,,"Carol Devore","(503) 986-4699","cdevore@oda.state.or.us","http://cms.oregon.egov.com/ODA/NRD/Pages/cafo_front.aspx#Committee_meetings_notice",,,,,,,,,
"Agriculture Department","Pesticide Analytical Response Center (PARC)","2013-11-20T09:00:00.000","2013-11-20T12:00:00.000","Portland State Office Bldg RM 1E - 800 NE Oregon St. Portland, OR"," Portland","OR",,,"Theodore Bunch Jr.","503-986-6470","tbunch@oda.state.or.us","http://www.oregon.gov/ODA/PEST/Pages/parc.aspx#PARC_Meetings",,,,,,,,,
"Agriculture Department","Four of seven discussions around the state to address challenges facing ODA's Water Quality Program","2012-05-04T12:00:00.000","2012-05-04T14:00:00.000","Oregon DEQ Office, Conference Room, Suite 110, 475 NE Bellevue"," Bend","OR",,"Yes","Eric Nusbaum","541-846-6424","enusbaum@oda.state.or.us","http://oregon.gov/ODA/NRD/docs/pdf/water/ag_listening_tour_water_quality.pdf",,,,,,,,,
"Agriculture Department","Confined Animal Feeding Operations advisory committee meets three times annually.","2012-04-12T13:30:00.000","2012-04-12T15:30:00.000","Basement Conference Room D, Agriculture Building, 635 Capitol St. NE, 97301"," Salem","OR",,,"Carol Devore","(503) 986-4699","cdevore@oda.state.or.us","http://oregon.gov/ODA/NRD/cafo_front.shtml#Committee_meetings_notice",,,,,,,,,"http://www.oregon.gov/ODA/"
"Agriculture Department","SWCC quarterly meeting","2014-04-21T12:00:00.000","2014-04-22T12:00:00.000","Willow Lake Water Pollution Control Facility, 5915 Windsor Island Road"," Keizer","OR","The Oregon Soil and Water Conservation Commission (SWCC) will hold its regular quarterly meeting Monday, April 21, 2014, from 12:00 p.m. to 5:00 p.m. and Tuesday, April 22, 2014, from 8:30 a.m. to 12:00 p.m. at the Willow Lake Water Pollution Control Facility located at 5915 Windsor Island Road N., Keizer, OR 97303. The meeting agenda covers SWCC reports, advisor reports, Soil and Water Conservation District programs and funding, Agriculture Water Quality Management Program updates, and other agenda items.
  
The Oregon Department of Agriculture complies with the Americans with Disabilities Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.","Yes","Heather Rickenbach",,"heather.rickenbach@state.or.us",,,,"Heather Rickenbach","503-986-4775","heather.rickenbach@state.or.us",,,,
"Agriculture Department","Annual National Gypsy Moth Board Meeting","2012-10-30T07:00:00.000","2012-11-01T16:00:00.000","Red Lion Hotel on the River 909 N Hayden Island Drive"," Portland","OR","The purpose of the Board shall be to act as a technical advisory group to assist in coordinating gypsy moth activities in the United States; to periodically review Federal, State, and local gypsy moth programs, projects, and activities, including research; to make recommendations to the United States Department of Agriculture, State agencies and private organizations, particularly regarding development and implementation of integrated pest management (IPM) programs for gypsy moth and the eradication of isolated spot infestations; to conduct programs to educate the public and others about the gypsy moth (including an annual public meeting); to act as a focal point for nationwide concerns about the gypsy moth.
Registration fee: Full-$200 Late Registration-$250 (after 10/15/2012) 2 Days-$150 1 Day-$80 Full Student-$100 1 Day Student-$50",,"Jo Davis","(503) 986-4757","jdavis@oda.state.or.us","https://sites.google.com/site/ngmmbsite/home",,,"Jo Davis","(503) 986-4757",,,,,
"Agriculture Department","The Confined Animal Feeding Operations Advisory Committee meets three times annually.","2012-07-12T13:30:00.000","2012-07-12T15:30:00.000","Basement Conference Room D, Agriculture Building, 635 Capitol St. NE, 97301"," Salem","OR",,,"Carol Devore","(503) 986-4699","cdevore@oda.state.or.us","http://oregon.gov/ODA/NRD/cafo_front.shtml#Committee_meetings_notice","http://oregon.gov/ODA/docs/pdf/ag_map.pdf",,,,,,,,
"Agriculture Department",,"2016-07-20T09:00:00.000","2016-07-20T12:00:00.000","Portland State Office Building, Room 1-B, 800 NE Oregon St."," Portland","OR",,"Yes","Theodore Bunch Jr. ","503-986-6470","tbunch@oda.state.or.us",,,,,,,,,,
"Agriculture Department","The meeting will allow for public testimony on a proposed increase in pesticide registration fees. The proposed rule increases fees from $160 per product to $320 per product.","2015-09-24T14:00:00.000","2015-09-24T16:00:00.000","Third floor media room, Oregon Department of Agriculture, 635 Capitol St. NE"," Salem","OR",,"Yes","Rose Kachadoorian ","503-986-4651","rkachadoorian@oda.state.or.us",,,,,,,,,,
"Agriculture Department","Five of seven discussions around the state to address challenges facing ODA's Water Quality Program","2012-05-09T13:00:00.000","2012-05-09T15:00:00.000","Days Inn/Black Bear Conference Center, Santiam Room, 1600 Motor Court NE"," Salem","OR","Webinar available. Please register online at: https://www1.gotomeeting.com/register/291716712","Yes","Eric Nusbaum","541-846-6424","enusbaum@oda.state.or.us","http://oregon.gov/ODA/NRD/docs/pdf/water/ag_listening_tour_water_quality.pdf",,,,,,,,,
"Agriculture Department",,"2015-02-24T12:00:00.000","2015-02-24T17:00:00.000","Willow Lake Water Pollution Control Facility, 5915 Windsor Island Road N"," Keizer","OR",,,"Sandi Hiatt",,"shiatt@oda.state.or.us",,,,,,,,,,
"Agriculture Department",,"2016-04-14T13:30:00.000","2016-04-14T15:30:00.000","Oregon Department of Agriculture, basement Conference Room D, 635 Capitol St. NE"," Salem","OR",,"Yes","Wym Matthews",,"wmatthews@oda.state.or.us",,,,,,,,,,
"Agriculture Department","Pesticide Analytical Response Center (PARC)","2013-03-13T09:00:00.000","2013-03-13T12:00:00.000","Portland State Office Bldg RM 1D - 800 NE Oregon St. Portland, OR"," Portland","OR",,,"Jessica Haavisto","541-779-9637","jhaavisto@oda.state.or.us",,,,,,,,,,
"Agriculture Department","Quarterly regularly scheduled SWCC meeting. ","2016-02-11T12:30:00.000","2016-02-11T16:30:00.000","Willow Lake Water Pollution Control Facility, 5915 Windsor Island Road N"," Keizer","OR",,"Yes","Manette Simpson","503-986-4715","msimpson@oda.state.or.us",,,,"Sandi Hiatt","503-986-4704","shiatt@oda.state.or.us",,,,
"Agriculture Department","Bi-Monthly regularly scheduled PARC meeting. ","2016-03-09T09:00:00.000","2016-03-09T12:00:00.000","Portland State Office Building, 800 NE Oregon St."," Portland","OR",,"Yes","Theodore Bunch Jr. ","503-986-6470 or toll-free 844-688-7272","tbunch@oda.state.or.us",,,,,,,,,,
"Agriculture Department",,"2015-02-26T11:00:00.000","2015-02-26T17:30:00.000","Oregon Department of Forestry, 2600 State Street, Building C, Clatsop Room"," Salem","OR",,,"Leslie Shaffer","503-986-4660","lshaffer@oda.state.or.us",,,"http://www.oregoninvasivespeciescouncil.org/ (http://www.oregoninvasivespeciescouncil.org/)",,,,"true",,,"http://www.oregoninvasivespeciescouncil.org/ (http://www.oregoninvasivespeciescouncil.org/)"
"Agriculture Department",,"2016-07-14T13:30:00.000","2016-07-14T15:30:00.000","Oregon Department of Agriculture, basement Conference Room D, 635 Capitol St. NE"," Salem","OR",,"Yes","Wym Matthews",,"wmatthews@oda.state.or.us",,,,,,,,,,
"Agriculture Department","Seven of seven discussions around the state to address challenges facing ODA's Water Quality Program","2012-05-11T11:00:00.000","2012-05-11T13:00:00.000","Mercy Community Education Center, Conference Room #2, 2459 Stewart Parkway"," Roseburg","OR",,"Yes","Eric Nusbaum","541-846-6424","enusbaum@oda.state.or.us","http://oregon.gov/ODA/NRD/docs/pdf/water/ag_listening_tour_water_quality.pdf",,,,,,,,,
"Agriculture Department","Quarterly Winter Meeting","2012-02-22T08:00:00.000","2012-02-22T17:00:00.000","Oregon Department of State Lands Meeting Room, 775 Summer Street NE"," Salem","OR",,"yes","Jo Davis","503-986-4757","jdavis@oda.state.or.us",,,,"Jo Davis","503-986-4757","jdavis@oda.state.or.us",,,,"http://egov.oregon.gov/ODA/PLANT/WEEDS/agenda.shtml"
"Agriculture Department","Public Hearing","2012-09-21T09:00:00.000",,"635 Capitol ST NE, Salem OR 97301"," Salem","OR",,,"Sue Gooch","503-986-4583","sgooch@oda.state.or.us",,,,,,,,,,
"Agriculture Department","Quarterly regularly scheduled SWCC meeting. ","2016-02-12T08:30:00.000","2016-02-12T12:30:00.000","Willow Lake Water Pollution Control Facility, 5915 Windsor Island Road N"," Keizer","OR",,"Yes","Manette Simpson","503-986-4715","msimpson@oda.state.or.us",,,,"Sandi Hiatt","503-986-4704","shiatt@oda.state.or.us",,,,
"Agriculture Department",,"2016-02-09T08:00:00.000","2016-02-10T17:00:00.000","ODA Hearing Room, 635 Capitol Street NE","Salem","OR",,,"Jo Davis","503-986-4621","jdavis@oda.state.or.us",,,,,,,,,,
"Agriculture Department","Public Hearing","2012-05-22T09:00:00.000","2012-05-22T12:00:00.000","635 Capitol ST NE"," Salem","OR","Comprehensive rule amendments and additions
OAR 603-057-0006, 603-057-0120, 603-057-0135, 603-057-0150, 603-057-0500, 603-057-0525","Yes","Sue Gooch","503-986-4583","sgooch@oda.state.or.us","http://www.oregon.gov/ODA/PEST/index.shtml",,,,,,,,,
"Agriculture Department",,"2016-02-20T08:00:00.000","2016-02-20T13:00:00.000","James John Public School, Cafeteria, 7439 N. Charleston","Portland","OR",,,"Clint Burfitt","503-986-4663","cburfitt@oda.state.or.us",,,,,,,,,,
