"title","year","link","chapter","agency"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042344","417","Department of Human Services - Advisory Council on Child Abuse Assessment"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051458","417","Department of Human Services - Advisory Council on Child Abuse Assessment"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042558","418","Department of Human Services - Home Care Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042345","418","Department of Human Services - Home Care Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042560","423","Oregon Department of Education - Youth Development Division"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042346","423","Oregon Department of Education - Youth Development Division"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051459","423","Oregon Department of Education - Youth Development Division"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042561","431","Oregon Health Authority - Oregon Prescription Drug Program"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042347","431","Oregon Health Authority - Oregon Prescription Drug Program"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042562","436","Department of Consumer and Business Services - Workers' Compensation Division"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042348","436","Department of Consumer and Business Services - Workers' Compensation Division"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051460","436","Department of Consumer and Business Services - Workers' Compensation Division"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042563","437","Department of Consumer and Business Services - Oregon Occupational Safety and Health Division"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042349","437","Department of Consumer and Business Services - Oregon Occupational Safety and Health Division"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051461","437","Department of Consumer and Business Services - Oregon Occupational Safety and Health Division"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042564","438","Department of Consumer and Business Services - Workers' Compensation Board"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042350","438","Department of Consumer and Business Services - Workers' Compensation Board"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051462","438","Department of Consumer and Business Services - Workers' Compensation Board"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042565","440","Department of Consumer and Business Services - Director's Office"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042351","440","Department of Consumer and Business Services - Director's Office"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051463","440","Department of Consumer and Business Services - Director's Office"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042566","441","Department of Consumer and Business Services - Finance and Securities Regulation"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042352","441","Department of Consumer and Business Services - Finance and Securities Regulation"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051464","441","Department of Consumer and Business Services - Finance and Securities Regulation"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042567","443","Oregon Health Authority - Oregon Medical Insurance Pool"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042353","443","Oregon Health Authority - Oregon Medical Insurance Pool"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051465","443","Oregon Health Authority - Oregon Medical Insurance Pool"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042568","459","Oregon Public Employees Retirement System"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042354","459","Oregon Public Employees Retirement System"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051466","459","Oregon Public Employees Retirement System"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042569","461","Department of Human Services - Self-Sufficiency Programs"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042355","461","Department of Human Services - Self-Sufficiency Programs"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051467","461","Department of Human Services - Self-Sufficiency Programs"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042570","462","Oregon Racing Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042356","462","Oregon Racing Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051468","462","Oregon Racing Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042571","471","Employment Department"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042357","471","Employment Department"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051469","471","Employment Department"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042572","543","Oregon State Library"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042358","543","Oregon State Library"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051470","543","Oregon State Library"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042573","573","Southern Oregon University"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051471","573","Southern Oregon University"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042574","574","Western Oregon University"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042359","574","Western Oregon University"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042360","574","Western Oregon University"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051472","574","Western Oregon University"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042575","575","Higher Education Coordinating Commission - Office of Student Access and Completion"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042361","575","Higher Education Coordinating Commission - Office of Student Access and Completion"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051473","575","Higher Education Coordinating Commission - Office of Student Access and Completion"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051474","577","Oregon University System - Portland State University"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051475","578","Oregon University System - Oregon Institute of Technology"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042576","579","Eastern Oregon University"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042362","579","Eastern Oregon University"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051476","579","Eastern Oregon University"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051477","580","Oregon University System"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042577","581","Oregon Department of Education"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042363","581","Oregon Department of Education"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051478","581","Oregon Department of Education"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042578","582","Department of Human Services - Vocational Rehabilitation Services"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042364","582","Department of Human Services - Vocational Rehabilitation Services"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051479","582","Department of Human Services - Vocational Rehabilitation Services"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042580","583","Higher Education Coordinating Commission - Office of Degree Authorization"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042365","583","Higher Education Coordinating Commission - Office of Degree Authorization"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051480","583","Higher Education Coordinating Commission - Office of Degree Authorization"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042581","584","Teacher Standards and Practices Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042366","584","Teacher Standards and Practices Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051481","584","Teacher Standards and Practices Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042582","585","Commission for the Blind"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042367","585","Commission for the Blind"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051482","585","Commission for the Blind"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042583","586","Oregon Department of Education - Fair Dismissal Appeals Board"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042368","586","Oregon Department of Education - Fair Dismissal Appeals Board"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051483","586","Oregon Department of Education - Fair Dismissal Appeals Board"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042584","589","Higher Education Coordinating Commission - Office of Community Colleges and Workforce Development"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051484","589","Higher Education Coordinating Commission - Office of Community Colleges and Workforce Development"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042585","603","Department of Agriculture"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042369","603","Department of Agriculture"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051485","603","Department of Agriculture"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042586","604","Department of Agriculture - Oregon Fine Fescue Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042370","604","Department of Agriculture - Oregon Fine Fescue Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051486","604","Department of Agriculture - Oregon Fine Fescue Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042587","605","Department of Agriculture - Oregon Beef Council"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042371","605","Department of Agriculture - Oregon Beef Council"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051487","605","Department of Agriculture - Oregon Beef Council"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042588","607","Department of Agriculture - Oregon Tall Fescue Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051488","607","Department of Agriculture - Oregon Tall Fescue Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042589","609","Department of Agriculture - Oregon Invasive Species Council"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051489","609","Department of Agriculture - Oregon Invasive Species Council"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042590","611","Department of Agriculture - Oregon Raspberry and Blackberry Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042373","611","Department of Agriculture - Oregon Raspberry and Blackberry Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051490","611","Department of Agriculture - Oregon Raspberry and Blackberry Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042591","617","Department of Agriculture - Oregon Dairy Products Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042374","617","Department of Agriculture - Oregon Dairy Products Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051491","617","Department of Agriculture - Oregon Dairy Products Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042592","619","Oregon Wine Board"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042375","619","Oregon Wine Board"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051492","619","Oregon Wine Board"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042593","621","County Fair Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051493","621","County Fair Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042594","623","Department of Agriculture - Oregon Hazelnut Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042376","623","Department of Agriculture - Oregon Hazelnut Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051494","623","Department of Agriculture - Oregon Hazelnut Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042595","624","Department of Agriculture - Oregon Alfalfa Seed Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042377","624","Department of Agriculture - Oregon Alfalfa Seed Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051495","624","Department of Agriculture - Oregon Alfalfa Seed Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042596","628","Oregon Forest Resources Institute"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042378","628","Oregon Forest Resources Institute"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051496","628","Oregon Forest Resources Institute"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042597","629","Department of Forestry"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051497","629","Department of Forestry"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042598","632","Department of Geology and Mineral Industries"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042379","632","Department of Geology and Mineral Industries"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051498","632","Department of Geology and Mineral Industries"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042599","635","Department of Fish and Wildlife"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042380","635","Department of Fish and Wildlife"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051499","635","Department of Fish and Wildlife"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042600","642","Department of Agriculture - Oregon Mint Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042381","642","Department of Agriculture - Oregon Mint Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051500","642","Department of Agriculture - Oregon Mint Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042601","643","Department of Agriculture - Oregon Hop Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042382","643","Department of Agriculture - Oregon Hop Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051501","643","Department of Agriculture - Oregon Hop Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042602","644","Department of Agriculture - Oregon Sheep Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042383","644","Department of Agriculture - Oregon Sheep Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051502","644","Department of Agriculture - Oregon Sheep Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042603","645","Department of Agriculture - Oregon Dungeness Crab Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042384","645","Department of Agriculture - Oregon Dungeness Crab Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051503","645","Department of Agriculture - Oregon Dungeness Crab Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042604","646","Department of Agriculture - Oregon Salmon Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042385","646","Department of Agriculture - Oregon Salmon Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051504","646","Department of Agriculture - Oregon Salmon Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042605","647","Department of Agriculture - Oregon Processed Vegetable Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042386","647","Department of Agriculture - Oregon Processed Vegetable Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051505","647","Department of Agriculture - Oregon Processed Vegetable Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042606","655","Department of Agriculture - Oregon Orchardgrass Seed Producers Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042387","655","Department of Agriculture - Oregon Orchardgrass Seed Producers Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051506","655","Department of Agriculture - Oregon Orchardgrass Seed Producers Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042607","656","Department of Agriculture - Oregon Trawl Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042388","656","Department of Agriculture - Oregon Trawl Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051507","656","Department of Agriculture - Oregon Trawl Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042608","657","Department of Agriculture - Oregon Ryegrass Growers Seed Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042389","657","Department of Agriculture - Oregon Ryegrass Growers Seed Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051508","657","Department of Agriculture - Oregon Ryegrass Growers Seed Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042609","658","Department of Agriculture - Oregon Potato Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042390","658","Department of Agriculture - Oregon Potato Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051509","658","Department of Agriculture - Oregon Potato Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042610","660","Land Conservation and Development Department"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042391","660","Land Conservation and Development Department"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051510","660","Land Conservation and Development Department"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042611","661","Land Use Board of Appeals"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042392","661","Land Use Board of Appeals"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051511","661","Land Use Board of Appeals"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042612","664","Department of Agriculture - Oregon Clover Seed Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042393","664","Department of Agriculture - Oregon Clover Seed Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051512","664","Department of Agriculture - Oregon Clover Seed Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042613","668","Department of Agriculture - Oregon Strawberry Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042395","668","Department of Agriculture - Oregon Strawberry Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051513","668","Department of Agriculture - Oregon Strawberry Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042614","669","Department of Agriculture - Oregon Sweet Cherry Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042396","669","Department of Agriculture - Oregon Sweet Cherry Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051514","669","Department of Agriculture - Oregon Sweet Cherry Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042615","670","Department of Agriculture - Oregon Blueberry Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042397","670","Department of Agriculture - Oregon Blueberry Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051515","670","Department of Agriculture - Oregon Blueberry Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042616","678","Department of Agriculture - Oregon Wheat Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042398","678","Department of Agriculture - Oregon Wheat Commission"
