Title,Service Era(s),Description,Reference,Location,Address,Directions,City,County,Photo,Validated?
Korean War Memorial ,Korean War,"Korean War Memorial was dedicated by the Oregon Korean War Veterans Association and put in place by the Oregon Army National Guard's 1249th Engineer Battalion. The memorial consists a three pieces: a black stone marker containing a map, statement of remembrance, and statistics and two benches on either side, each engraved with names of participating countries.",View Online (http://www.waymarking.com/waymarks/WMH2PN_Korean_War_Memorial_Salem_Oregon),ODVA Veterans’ Building,"700 Summer Street NE
Salem, OR 97301
(44.945, -123.02685)",Google Maps (https://goo.gl/maps/hskiGxxMXsA2),Salem,Marion,https://data.oregon.gov/views/2ku2-p2h8/files/24958a40-998c-44b6-91a9-7e1687411e9f,Yes
Hood River County Veterans Memorial,Multiple,"A memorial plaque at the Hood River County Courthouse reads, ""Those from Hood River County who made the supreme sacrifice"" and lists the names of those killed in WWI, WWII, Korea, and Vietnam wars.",View Online (http://www.waymarking.com/waymarks/WM687F_Hood_River_County_Veterans_Memorial_Hood_River_Oregon),Hood River County Circuit Court,"309 E State St
(45.707883, -121.51375)",Google Maps (https://goo.gl/maps/HK2YrvSxGCT2),Hood River,Hood River,https://data.oregon.gov/views/2ku2-p2h8/files/f7124e0d-58f9-4853-b801-551a76a14b40,Yes
Veterans Memorial Park,All,"Municipal park with memorials to veterans of various eras, a circular area of dedicated bricks, and a POW/MIA monument.",View Online (http://www.waymarking.com/waymarks/WMFM61_Veterans_Memorial_Park_Klamath_Falls_OR),Veterans Memorial Park,"10 George Nurse Way
Klamath Falls, OR 97601
(42.219783, -121.7877)",Google Maps (https://goo.gl/maps/vs5p54sGP4t),Klamath Falls,Klamath,https://data.oregon.gov/views/2ku2-p2h8/files/0f62d1ee-f8aa-49fd-bc0e-4275107ed29f,Yes
Josephine County Peace Memorial,All,"A memorial plaque inscribed, ""HONORING the men & women of Josephine County who served their country in the wars of this century. REMEMBERING the wounded, the disabled, the MIA and POW. DEDICATED to those who lost their lives in the QUEST FOR PEACE."" Dedicated June 14, 1994. ",View Online (http://www.waymarking.com/waymarks/WMN6QE_Josephine_County_Peace_Memorial_Riverside_Park_Grants_Pass_OR),Riverside Park,"304 E Park St
Grants Pass, OR 97527
(42.428783, -123.3266)",Google Maps (https://goo.gl/maps/CYKBPoAM57L2),Grants Pass,Josephine,https://data.oregon.gov/views/2ku2-p2h8/files/35cf15d9-e881-48d2-8d7d-180f607ec52e,Yes
Pioneer Cemetery Civil War Monument,Civil War,"One hundred and nineteen Civil War veterens are known to rest in this cemetery, including one Medal of Honor recipient, Corporal Louis Renninger, and at least one Confederate soldier, by the name of Pvt. John Gibson Montgomery, 5th Tennessee Cavalry. Approximately fifty Union soldiers lay at the base this monument. Dedicated January 1, 1880 by John S. Covell.",View Online (http://www.waymarking.com/waymarks/WMCVV),Eugene Pioneer Cemetery,"E 18th Ave and University St
Eugene, OR 97403
(44.0413, -123.0761)",Google Maps (https://goo.gl/maps/Jb5bnTt5wM92),Eugene,Lane,https://data.oregon.gov/views/2ku2-p2h8/files/3f0403be-ac8a-4412-bb75-08cde4c00952,Yes
Henley WWII Memorial,WWII,Memorial dedicated to Klamath Falls individuals who died in WWII by the Henley Community and Coast Guard Unit 211. ,View Online (http://www.waymarking.com/waymarks/WMF29P_Henley_WWII_Memorial_Klamath_Falls_OR),Henley Memorial Tennis Courts,"8245 OR-39
Klamath Falls, OR 97603
(42.152, -121.697967)",Google Maps (https://goo.gl/maps/VXDVFg1wXj12),Klamath Falls,Klamath,https://data.oregon.gov/views/2ku2-p2h8/files/cd445ec5-af9e-493d-b950-448b0f8c0033,Yes
Memorial Plaques,Multiple,Plaques in the Curry County Circuit Court are dedicated to the men from Curry County who were killed in World War I and World War II. ,View Online (http://www.waymarking.com/waymarks/WM5W89_Memorial_Plaques_Curry_County_Courthouse__Gold_Beach_OR),Curry County Circuit Court,"29821 Ellensburg Ave
Gold Beach, OR 97444
(42.417033, -124.41965)",Google Maps (https://goo.gl/maps/UCKeNG8h8es),Gold Beach,Curry,https://data.oregon.gov/views/2ku2-p2h8/files/0ad4c5fc-37a2-471f-a936-d61758acab9e,Yes
Veterans Memorial Eternal Flame,Multiple,"A memorial consisting of a masonry stone tower with a brass plaque and a flame at the top of the tower, a  flagpole and cannon are next to the tower. The inscription reads: “In memory of all veterans who gave their lives defending America’s Eternal Freedom.” Has World War I, World War II, Korea and Vietnam veterans Honor Roll. Dedicated in 1950.",View Online (http://www.waymarking.com/waymarks/WM35PC_Baker_County_Veterans_Memorial_Eternal_Flame_Baker_City_Oregon),Baker County Courthouse,"1995 3rd Street
Baker City, OR 97814
(44.7767, -117.83335)",Google Maps (https://goo.gl/maps/FsC5vEgp8V22),Baker City,Baker,https://data.oregon.gov/views/2ku2-p2h8/files/4bec8fc0-7447-42a4-b086-bac1a8107b5f,Yes
Veterans of Foreign Wars Monument,All,"The American soldier standing guard atop the globe on the Veterans of Foreign Wars memorial is symbolic of the watchful and ever-vigilant eye that our nation's military maintains around the world. The inscription on the base of bronze globe says the memorial ""is dedicated to all who have served in the armed forces of the United States, and to those who even now, guard the gates of freedom."" Donated by the Department of Oregon VFW of the United States, the monument was commissioned and created to be placed on the ODVA's grounds. Artist and Vietnam combat veteran Roger McGee designed the memorial. ",View Online (http://www.waymarking.com/waymarks/WMH2H3_VFW_War_Memorial_Salem_Oregon),ODVA Veterans’ Building,"700 Summer Street NE
Salem, OR 97301
(44.9452, -123.0267)",Google Maps (https://goo.gl/maps/Xa6Nqb7FgPR2),Salem,Marion,https://data.oregon.gov/views/2ku2-p2h8/files/3c394898-9284-43dc-9a78-effa43021fe5,Yes
VFW Marion Post 661 Memorial,All,"A square plaza of dedicated bricks with a flagpole in the center and service branch flags on the back wall. An inscription reads, ""Dedicated To All U.S. Veterans""",View Online (http://www.waymarking.com/waymarks/WM90AH_VFW_Marion_Post_661_Memorial_Salem_Oregon),VFW Marion Post 661,"630 Hood St SE
Salem, OR 97301
(44.951967, -123.028033)",Google Maps (https://goo.gl/maps/dfXvoSFSAmA2),Salem,Marion,https://data.oregon.gov/views/2ku2-p2h8/files/6fb73f53-89be-4dc9-80c6-87eecc17ee12,Yes
Wallowa County WWI Memorial,WWI,"World War I memorial on the grounds of the Wallowa County courthouse in northeastern Oregon. A plaque reads, ""Dedicated to those who offered their lives in humanity's defense in the Great War of the Nations 1914--1918 and in memory of the men of Wallowa County who made the supreme sacrifice. Dedicated January 1, 1920.",View Online (http://www.waymarking.com/waymarks/WM2CV0_Wallowa_County_World_War_I_Memorial_Enterprise_Oregon),Wallowa County Courthouse,"101 S River St.
Enterprise
(45.425083, -117.277433)",Google Maps (https://goo.gl/maps/7EpUGTe86bA2),Enterprise,Wallowa,https://data.oregon.gov/views/2ku2-p2h8/files/e22cdf71-0146-4753-895e-ce959d93d679,Yes
Veteran War Memorial Plaza,WWII,"Veterans War Memorial Plaza is comprised of a few benches, a sculpture of a B-17 and a flagpole. There is a plaque located on one side of the base that supports the B-17 sculpture which reads in part, ""THE VETERAN WAR MEMORIAL PLAZA IS DEDICATED TO THE AIR PIONEERS AND U.S.S ARMY CORP PILOTS, CREW MEMBERS AND MILITARY PERSONNEL FROM JEFFERSON COUNTY WHO SERVED IN WORLD WAR II."" ",View Online (http://www.waymarking.com/waymarks/WMPCK8_Veterans_War_Memorial_Plaza_Madras_OR),Madras Municipal Airport,"2028 NW Berg Dr
Madras, OR 97741
(44.664433, -121.148517)",Google Maps (https://goo.gl/maps/PTMgSKLzAGR2),Madras,Jefferson,https://data.oregon.gov/views/2ku2-p2h8/files/c363e1d2-6714-40a6-aac4-1eda5bd4a772,Yes
"June 21, 1942 Memorial",WWII,"On June 21, 1942, a 5.5"" shell exploded at this location. It was one of 17 shells fired at Columbia River Harbor Defense installations by the Japanese submarine I-25. It was the only hostile shelling of a military base on the mainland during WWII and the first since the War of 1812. The memorial features a stone monument and a marble bench. It was erected by the American Legion in 1970.",View Online (http://www.waymarking.com/waymarks/WM22MG_June_21_1942_Memorial_Fort_Stevens),Fort Stevens,"Delaura Beach Ln
Warrenton, OR 97146
(46.15015, -123.944183)",Google Maps (https://goo.gl/maps/SgBUgB469Xs),Warrenton,Clatsop,https://data.oregon.gov/views/2ku2-p2h8/files/7d6a7689-8bf8-4b10-a582-d156f4ddabd9,Yes
Ehle Hiram Reber Memorial,WWII,Memorial in honor of the man for whom Ehle Reber Municipal Airport is named. Several plaques detail 1st Lt Reber's life and heroism.,View Online (http://www.waymarking.com/waymarks/WMHTG7_Ehle_Hiram_Reber_Malin_OR),Ehle Reber Municipal Airport,"State Line Rd
Malin, OR 97632
(41.998, -121.3963)",Google Maps (https://goo.gl/maps/95erurYHCoL2),Malin,Klamath,https://data.oregon.gov/views/2ku2-p2h8/files/9e51c6e1-4be5-4449-893e-79e0fabb281a,Yes
Memorial at Prineville Courthouse,All,Flagpole and masonry stand with eternal flame and brass marker. There is a plaque which reads “In Memory Of All Veterans That Served From Crook County.” Placed by American Legion Post 29 in 1969.,View Online (http://www.waymarking.com/waymarks/WM38TQ_Crook_County_Veterans_Memorial_Eternal_Flame_Prineville_City_Oregon),Crook County Circuit Court,"300 NE 3rd St
Prineville, OR 97754
(44.302883, -120.844117)",Google Maps (https://goo.gl/maps/7G1V7p5uQZU2),Prineville,Crook,https://data.oregon.gov/views/2ku2-p2h8/files/3ef8c07b-80e3-4219-b506-e2373486dccc,Yes
Veterans Memorial Bridge,All,"Bridge on Newport Avenue crossing the Deschutes River. This new bridge was completed in the spring of 2007 and replaced the former Newport Bridge. Following a request by community members to the rename the bridge for a local man killed in Iraq, the City Council instead voted to renamed the bridge as the Veterans Memorial Bridge in honor of all Bend veterans. The bridge was actually dedicated on 11/10/07 following the local Veterans Day Parade (plaque on bridge says 11/11/07).",View Online (http://www.waymarking.com/waymarks/WM2JHH_Veterans_Memorial_Bridge_Bend_Oregon),NW Newport Ave between NW Drake Rd. and NW Brooks St.,"NW Newport Ave
Bend, OR 97701
(44.0613, -121.314833)",Google Maps (https://goo.gl/maps/2tVnzVPk57G2),Bend,Deschutes,https://data.oregon.gov/views/2ku2-p2h8/files/98e52155-1ef1-429d-8bca-2530b425004d,Yes
Vietnam War Memorial, Vietnam War,"This memorial was the first Vietnam War memorial to be dedicated in the state of Oregon on June 9, 1968. While originally dedicated to Corporal Janigian it now has the names of all 700 Oregonians who lost their lives in the Vietnam War, including 49 MIAs.",View Online (http://www.waymarking.com/waymarks/WM421Y_Vietnam_War_Memorial_Elks_Lodge_Beaverton_Oregon_USA),Elks Lodge,"3464 SW 106th Ave
Beaverton, OR 97005
(45.494472, -122.784167)",Google Maps (https://goo.gl/maps/8hkVFE1j4dD2),Beaverton,Washington,https://data.oregon.gov/views/2ku2-p2h8/files/278bb1ea-9c3d-46ab-a178-4f81812d422d,Yes
Oregon World War II Memorial ,WWII,"Oregon World War II Memorial was dedicated on June 6, 2014 -- the 70th anniversary of the Allied invasion of Europe in Normandy France. The memorial honors both military members who served in the war and those who worked or contibuted on the home front. The memorial has two walls with the 3,771 names
inscribed of Oregonians killed in battle in that war. A 33-foot obelisk is the centerpiece of a 75 by 75 foot area on the west end of the State Capitol grounds.",View Online (http://www.waymarking.com/waymarks/WMKW7X_The_Oregon_World_War_II_Memorial_Salem_Oregon),Wilson Park,"Cottage and Court Street NE
Salem, OR 97301
(44.9394, -123.033)",Google Maps (https://goo.gl/maps/i1M6ktDXoYF2),Salem,Marion,https://data.oregon.gov/views/2ku2-p2h8/files/d3f501a3-891c-4d64-8d2a-301d6648cf20,Yes
Scappoose Veterans Memorial,All,"Memorial in honor of all veterans with bricks in honor of both the living and deceased. Dedicated May 29, 2000 by VFW Post 4362.",View Online (http://www.waymarking.com/waymarks/WM78X4_Scappoose_Veterans_Memorial),Heritage Park,"SE 2nd St and SE Olive St
Scappoose, OR 97056
(45.756983, -122.876533)",Google Maps (https://goo.gl/maps/KiN4WNgypan),Scappoose,Columbia,https://data.oregon.gov/views/2ku2-p2h8/files/fc481982-4d07-49dd-af1f-df7cc50d1dfe,Yes
Gilliam County Veterans Memorial,All,"The Veterans Memorial is located at the West end of Earl Snell Park on the bank below the caboose. It was established in remembrance of two military pilots whom died in an airplane crash near Arlington on July 21, 2004. The memorial honors not only those men but also the men and women from Gilliam County whom have served in the armed forces of this great nation in times of war and peace.",View Online (http://www.visitarlingtonoregon.com/veterans-memorial/),Earl Snell Park,"Beech St
Arlington, OR 97812
(45.719529, -120.204581)",Google Maps (https://goo.gl/maps/nUQ81Dwg7gJ2),Arlington,Gilliam,https://data.oregon.gov/views/2ku2-p2h8/files/0e7f0e3b-f764-4e10-98de-bcf0da266d7c,Yes
Native American Veterans Memorial,All,Native American Veterans Memorial lists all Native Americans who served in all branches of the military from the Siletz Tribe. Dedicated in 1990.,View Online (https://en.wikipedia.org/wiki/Siletz_Agency_Site),Siletz Native American Cemetery ,"Cemetery Rd
Siletz, OR 97380
(44.722259, -123.909845)",Google Maps (https://goo.gl/maps/uHEGiaWxVfq),Siletz,Lincoln,https://data.oregon.gov/views/2ku2-p2h8/files/97ad16a7-ce76-4318-a04b-dfd6576a5d69,Yes
Veterans Monument,All,"Located on the Klamath Tribes Administration property is a veterans monument that contains a sculpture of a Native American soldier dressed in a military uniform and wearing a beret. Underneath the sculpture reads 'HONORING OUR VETERANS' and surrounding the sculpture are the flags of each branch of the military, the U.S.A. flag and the Klamath Tribes flag.",View Online (http://www.waymarking.com/waymarks/WMP0X2_Veterans_Monument_Klamath_Tribes_Administration_Chiloquin_OR),Klamath Tribal Administration,"501 Chiloquin Blvd
Chiloquin, OR 97624
(42.573983, -121.875483)",Google Maps (https://goo.gl/maps/DNdDs24e75T2),Chiloquin,Klamath,https://data.oregon.gov/views/2ku2-p2h8/files/af93c63b-9b84-43d5-83e8-5f28aef51965,Yes
War Memorial,All,"A granite memorial reads, ""IN MEMORY OF VETERANS OF ALL WARS."" Donated by the William H. Harrison Woman's Relief Corps of Central Point, Oregon. Dedicated May 30, 1962 by the Auxiliary to the Grand Army of the Republic. ",View Online (http://www.waymarking.com/waymarks/WMJXA2_Jacksonville_Cemetery_War_Memorial_Jacksonville_Oregon),Jacksonville Cemetery,"Cemetery Road
Jacksonville, OR 97530
(42.31735, -122.972233)",Google Maps (https://goo.gl/maps/T5X7B2gFe6K2),Jacksonville,Jackson,https://data.oregon.gov/views/2ku2-p2h8/files/96cc2327-4d5c-4c2c-ba75-cb85d7946af3,Yes
Flagpole and Cannon with Plaque,Civil War,"A memorial plaque reads, ""Dedicated to our Fathers by Oregon Department Daughters Union Veterans of the Civil War 1861-1865 -- 16th Convention 1934."" Historic Japanese-made cannon is a war trophy from WWII and has been in place since the 1940s. Designed in the early 1930s, it equipped Imperial Japanese forces in China and at most of the major battles of the Pacific Theatre. It’s one of a number of artillery pieces captured by American troops and shipped to the United States after the war. A bronze cannon from the Civil War formerly occupied the site, but was removed and melted down for its metal during World War II. The U.S. military gave the current one to the county as a replacement following the war.",View Online (http://www.bendbulletin.com/news/1553033-151/clatsop-county-cannon-from-wwii-to-be-restored),Clatsop County Courthouse,"749 Commercial Street
Astoria, OR 97103
(46.189067, -123.834817)",Google Maps (https://goo.gl/maps/xQcxtfCBJSG2),Astoria,Clatsop,https://data.oregon.gov/views/2ku2-p2h8/files/56a97993-59ff-4103-a4aa-f28e55c40c6a,Yes
Lake County Veterans Memorial,Multiple,"The Lake County Veterans Memorial is a large stone monument with two brass plaques. The larger plaque was erected in 1950 honoring Lake County veterans who died in World War I and World War II and reads in part, “They gave their lives for that public gift, they received a praise which never ages and a tomb most glorious - not so much the tomb in which they lay, but that in which their fame survives to be remembered forever when occasion comes for word or deed.” A second brass plaque was added in 1978 honoring veterans who died in the Korean Conflict and the Vietnam Conflict. The monument is located at the southeast corner of the intersection of Center and F Streets.",View Online (http://www.waymarking.com/waymarks/WM2KMN_Lake_County_Veterans_Memorial_Lakeview_Oregon),Lake County Courthouse,"513 Center Street
Lakeview, OR 97630
(42.189217, -120.34575)",Google Maps (https://goo.gl/maps/gjHifJnWfJo),Lakeview,Lake,https://data.oregon.gov/views/2ku2-p2h8/files/bf31e6e4-ee1b-49c1-9976-52d217126c74,Yes
David Dewett Veterans Memorial,All,"The memorial consists of five black granite monuments and three flag poles flying the US flag, the POW/MIA flag, and the Oregon flag. Surrounding the monuments is a brick plaza, with engraved bricks by donors. The memorial was developed by the Point Man Ministries Outpost 101 of Coos Bay.",View Online (http://www.waymarking.com/waymarks/WM81QP_David_Dewett_Veterans_Memorial_Coos_Bay_Oregon),,"Oregon Coast Hwy
North Bend, OR 97459
(43.4505, -124.22545)",Google Maps (https://goo.gl/maps/QtnH93EcbLD2),North Bend,Coos,https://data.oregon.gov/views/2ku2-p2h8/files/3b8901ee-8d28-427a-aa33-1ce47c2baa89,Yes
Veterans Rose Garden,All,"On the VA Hospital grounds, a rose garden is dedicated to all veterans. ",View Online (http://www.waymarking.com/waymarks/WMQD71_Veterans_Rose_Garden_VA_Hospital_Roseburg_OR),VA Roseburg Healthcare System,"913 NW Garden Valley Blvd
(43.22585, -123.3677)",Google Maps (https://goo.gl/maps/8fqPj9etoUK2),Roseburg,Douglas,https://data.oregon.gov/views/2ku2-p2h8/files/416b1949-28d6-4d6b-9470-7cb91cd0624b,Yes
Vietnam War Memorial, Vietnam War,"A marble panel next to the school's flagpole lists the names of 11 casualties from seven graduating classes over a 12 year span. Dedicated May 31, 2005. ",View Online (http://www.waymarking.com/waymarks/WMA95K_Vietnam_War_Memorial_South_Eugene_High_School_Eugene_OR_USA),South Eugene High School,"400 East 19th Avenue
Eugene, OR 97401
(44.0385, -123.086683)",Google Maps (https://goo.gl/maps/7PLsNT6E5V62),Eugene,Lane,https://data.oregon.gov/views/2ku2-p2h8/files/d2502724-3d04-4937-ba80-910c070949b9,Yes
Rex T. Barber Memorial Bridge ,All,"Rex T. Barber, a Central Oregon native, was credited as the fighter pilot who shot down the plane carrying the Japanese Admiral Yamamoto during World War II. The new Crooked River Bridge (2000) across the Crooked River Gorge was dedicated as the Rex T. Barber Veterans Memorial Bridge in 2003.",View Online (http://www.waymarking.com/waymarks/WM5Z8P_Rex_T_Barber_Veterans_Memorial_Bridge_Oregon),Peter Skene Ogden Scenic Wayside,"Hwy 97
Terrebonne, OR 97760
(44.392717, -121.192417)",Google Maps (https://goo.gl/maps/XKo8A9webU12),Terrebonne,Deschutes,https://data.oregon.gov/views/2ku2-p2h8/files/9650e3af-1055-43d5-b216-4e8f5c568a54,Yes
Curry County Veterans Memorial,All,"The Curry County Veterans Memorial is a of Place of Remembrance for the veterans of the six branches of the U.S. military from Curry County and for law enforcement and firefighters of Curry County who have lost their lives in the line of duty. The centerpiece of the Memorial is the flagpole and the memorial is surrounded by a low rock wall with higher rock posts. One the posts are the seals of the six military branches, the fire department, Oregon Peace Officers Assoc, and POW/MIA. The higher front entry wall has ‘Curry County Veterans Memorial’ on the outside and memorial brick wall on the inside.",View Online (http://www.waymarking.com/waymarks/WMK6XZ_Curry_County_Veterans_Memorial_Gold_Beach_Oregon),Gold Beach Visitors Center,"94080 Shirley Ln
Gold Beach, OR 97444
(42.397867, -124.4226)",Google Maps (https://goo.gl/maps/CTr7Keixob12),Gold Beach,Curry,https://data.oregon.gov/views/2ku2-p2h8/files/d508381c-68b8-4ab0-9aa1-2c176814e9cb,Yes
Oregon Korean Veterans Memorial,Korean War,"Korean Veterans War Memorial, dedicated June 22, 1996. The memorial consists of three polished black granite walls that commemorate the sacrifices made in Korea by veterans from Oregon.",View Online (http://www.waymarking.com/waymarks/WMJQP3_Korean_War_Memorial_Happy_Valley_OR),Willamette National Cemetery,"11800 S.E Mt. Scott Boulevard
Portland, OR 97086
(45.462533, -122.537333)",Google Maps (https://goo.gl/maps/LwdtUHAYLBs),Portland,Multnomah,https://data.oregon.gov/views/2ku2-p2h8/files/8dabf2ca-10bf-432c-9087-808c38988d1d,Yes
WWII Memorials,WWII,"Memorials honoring World War II veterans and the four U.S. Army Divisions that trained there: the 70th, 91st, 94th and 104th.",View Online (http://www.waymarking.com/waymarks/WM5WCN_Camp_Adair_World_War_II_Memorials_Oregon),Camp Adair Memorial Garden,"29648 Camp Adair Rd
Corvallis, OR 97330
(44.699583, -123.2083)",Google Maps (https://goo.gl/maps/e8i7pPfc4rJ2),Corvallis,Benton,https://data.oregon.gov/views/2ku2-p2h8/files/cdf5ad43-5c86-464b-8e91-aa0536c61976,Yes
Veterans Memorial,All,"A multi-war memorial includes a World War I artillery piece with a plaque mounted below it, plus an additional wall with more recent plaques, cannon balls and a flagpole. A plaque reads, ""In memory of all those members of the armed forces from the Sublimity area who served their country honorably during time of need."" Dedicated in 1932 by the City of Sublimity. ",View Online (http://www.waymarking.com/waymarks/WMJJZ3_Sublimity_Veterans_Memorial_Sublimity_Oregon),,"E Main St
Sublimity, OR 97385
(44.830267, -122.78915)",Google Maps (https://goo.gl/maps/APRFkRL2TXF2),Sublimity,Marion,https://data.oregon.gov/views/2ku2-p2h8/files/d15ca058-3e6a-43cc-b5db-76cf8d637196,Yes
Wallowa County Korea and Vietnam Veterans Memorial,Multiple,"A memorial plaque in front of the Wallowa County Courthouse reads, ""As you stand at this plaque remember the devotion to duty and sacrifice made by these men in their country's service"" and lists the names of those killed.",View Online (http://www.waymarking.com/waymarks/WM2CVG_Wallowa_County_Korea_and_Vietnam_Veterans_Memorial_Enterprise_Oregon),Wallowa County Courthouse,"101 S. River
Enterprise, OR 97828
(45.425083, -117.277433)",Google Maps (https://goo.gl/maps/YETksKiyaD22),Enterprise,Wallowa,https://data.oregon.gov/views/2ku2-p2h8/files/935155d4-2bba-4556-8c6d-f7cca7f2a580,Yes
Oregon Veterans Medal of Honor Memorial (West),All,The Oregon Veterans Medal of Honor Memorial is located in two parts on the Oregon State Capitol Grounds. The western portion consists of seven monuments placed around the base of the Oregon state flagpole.,View Online (http://www.waymarking.com/waymarks/WMFEEG_Oregon_Veterans_Medal_of_Honor_Memorial_West_Salem_Oregon),Oregon State Capitol,"900 Court Street
Salem, OR 97301
(44.938867, -123.031117)",Google Maps (https://goo.gl/maps/cbcgYmLbjW92),Salem,Marion,https://data.oregon.gov/views/2ku2-p2h8/files/045cc5ae-7df7-4f26-be62-15431ddf9ad4,Yes
John F. Fleming Memorial, Vietnam War,"A memorial in memory of veterans from Jackson County. Specialist 4 John F. Fleming, United States Army, was killed in action April 29, 1967 and the land was donated by the Fleming family.",View Online (http://www.waymarking.com/waymarks/WMKTE3_John_F_Fleming_Memorial_Rogue_River_OR),John F. Fleming Memorial Park,"8898 Rogue River Hwy
Rogue River, OR 97537
(42.431183, -123.172033)",Google Maps (https://goo.gl/maps/21pgfFrjmgT2),Rogue River,Jackson,https://data.oregon.gov/views/2ku2-p2h8/files/487321b3-936c-432b-818f-cb58b62ff3d1,Yes
Ashland Cemetery War Memorial,Multiple,"A granite memorial reads, ""IN COMMEMORATION OF ALL WHO SERVED IN DEFENSE OF THE FLAG SINCE THE BIRTH OF THIS NATION. ERECTED BY PATRIOTIC CITIZENS OF ASHLAND. AMERICAN REVOLUTION CIVIL WAR INDIAN WAR WORLD WAR.""",View Online (http://www.waymarking.com/waymarks/WMN1RV_Ashland_Cemetery_War_Memorial_Ashland_OR),Ashland Cemetery,"E Main St and Morton St
Ashland, OR 97520
(42.1935, -122.705067)",Google Maps (https://goo.gl/maps/HuLDVwZxrT92),Ashland,Jackson,https://data.oregon.gov/views/2ku2-p2h8/files/07896f0b-85a9-4dae-8376-ebb650a67a5d,Yes
Honor Wall,All,"Located in front of the American Legion Post 28 is an Honor Wall containing a number of dedicated bricks of servicemen and women and family members of servicemen and women. There's a plaque in the middle of the Honor Wall that reads: ""THIS HONOR WALL IS DEDICATED TO ALL VETERANS OF THE US ARMED FORCES, THEIR WIVES, HUSBANDS, SONS AND DAUGHTERS. DEDICATED 2003 AMERICAN LEGION GRANTS PASS, OR POST 28.""",View Online (http://www.waymarking.com/waymarks/WMN7NF_American_Legion_Post_28_Honor_Wall_Grants_Pass_OR),American Legion Post 28,"206 NW F Street
Grants Pass, OR 97526
(42.440617, -123.32785)",Google Maps (https://goo.gl/maps/kEURosy2rry),Grants Pass,Josephine,https://data.oregon.gov/views/2ku2-p2h8/files/3908ba2f-a49b-42b2-9600-fbfc8f488f4b,Yes
The Sandy Veterans Memorial,All,The Sandy Veterans Memorial - “Never to be forgotten” features a bronze eight foot statue depicting a soldier in the early stages of the war. It is crafted to represent and recognize veterans from all wars.,View Online (http://www.waymarking.com/waymarks/WM45T7_Sandy_Oregon_Veterans_of_Foreign_Wars_Memorial),West entrance to downtown,"Meinig Ave and Mt Hood Hwy
Sandy, OR 97055
(45.396133, -122.2597)",Google Maps (https://goo.gl/maps/Um89BNDRC9k),Sandy,Clackamas,https://data.oregon.gov/views/2ku2-p2h8/files/d5d1541b-05f5-4f36-8dfe-dc7c86bf3ead,Yes
Circle of Honor,Multiple,A brick semi-circle monument in honor of veterans.,View Online (http://www.waymarking.com/waymarks/WM10VR_Circle_of_Honor),Ochoco Creek Park,"430 NE Juniper St
Prineville, OR 97754
(44.304283, -120.841933)",Google Maps (https://goo.gl/maps/8WBhRk6ZPgA2),Prineville,Crook,https://data.oregon.gov/views/2ku2-p2h8/files/5bb7df5f-4536-419b-adfe-7f771b7234cf,Yes
Veterans Memorial,All,A memorial flag and a plaque which contains the names of those killed in action. Dedicated in 1977 as a gift from the Ladies Auxiliary to the VFW Post No. 4116.,View Online (http://www.waymarking.com/waymarks/WMMAP6_Rogue_River_Post_4116_Veterans_Memorial_Rogue_River_OR),VFW Post #4116,"410 E Main St
Rogue River, OR 97537
(42.432717, -123.16565)",Google Maps (https://goo.gl/maps/wx4X7ULp77m),Rogue River,Jackson,https://data.oregon.gov/views/2ku2-p2h8/files/b56fbc29-bccb-4393-a340-c7f3b0f3dcff,Yes
World War II Memorial,WWII,"Memorial plaque reads, ""THE CHAPEL OF THIS CHURCHWAS ERECTED BY THE HENRY SEMON FAMILY IN MEMORY OF SCHOOLMATES WHO GAVE THEIR LIVES FOR THEIR COUNTRY IN WORLD WAR II."" ",View Online (http://www.waymarking.com/waymarks/WMJV4G_World_War_II_Memorial_Mt_Laki_Community_Presbyterian_Church_Klamath_Falls_OR),Mt. Laki Community Presbyterian Church,"12570 OR-39
(42.1118, -121.699017)",Google Maps (https://goo.gl/maps/nNBGuDGdCU12),Klamath Falls,Klamath,https://data.oregon.gov/views/2ku2-p2h8/files/b70e292f-06eb-400c-a5f0-7412a4cfeabe,Yes
Vietnam War Memorial, Vietnam War,"Bronze marker reads, ""In Memory Of All Vietnam Veterans - This memorial was erected in memory of the young individuals who went to war as kids and lost their youthful dreams, and some their lives for a cause - freedom and honor - and came back as men with the horrors of war instilled in every fiber of their being and were never given the respect and honor they so dearly deserved from the public or the United States government. God will one day judge our actions. Until then, He will shine on the lives of each veteran now and forever more because He was with each of them in Vietnam. He is the only One that truly knows what they went through and are living with every day.""",View Online (http://www.waymarking.com/waymarks/WMHF9F_Vietnam_War_Memorial_Restlawn_Memory_Gardens_Polk_County_OR_USA),Restlawn Memorial Gardens,"201 S Oak Grove Rd
Salem, OR 97304
(44.935417, -123.151717)",Google Maps (https://goo.gl/maps/JG6dUnShKiK2),Salem,Polk,https://data.oregon.gov/views/2ku2-p2h8/files/c6e3f688-05da-4cec-bde4-808267735ffb,Yes
