"reference_no_","status","date_open","date_closed","respondent","address_1","address_2","city","state","zip","contactflagonaddr1","business_type","complaint_description","closing_description","location_by_zip","geo_data_location"
"FF5959-19","Closed","2019-12-04T00:00:00.000","2019-12-04T00:00:00.000","TIFFANY & O'SHEA INCORPORATED","8305 SE MONTEREY AVE SUITE 100",,"HAPPY VALLEY","OR","97086",,"Legal: Lawyers","General allegation of unlawful conduct","DOJ has No Jurisdiction","
,  97086
(45.444641, -122.537127)",
"FF5960-19","Closed","2019-12-04T00:00:00.000","2019-12-13T00:00:00.000","TRANSFIX","960 NEWMARK AVE",,"COOS BAY","OR","97420",,"Repair: Automotive Transmission Repair","Failed to deliver any goods or services","Voluntarily Resolved","
,  97420
(43.350712, -124.180842)",
"FF5963-19","Closed","2019-12-04T00:00:00.000","2019-12-04T00:00:00.000","THE FENCE DOCTOR 541 LLC",,,,,,,"Construction Contractors, All Other Special Trade","Elder Financial Exploitation","Private Lawsuit (Elder Abuse)",,
"FF5980-19","Closed","2019-12-04T00:00:00.000","2019-12-04T00:00:00.000","SOCIAL SECURITY IMPOSTER",,,,,,,"Fraudulent Entity","Phishing / Pharming","Information Only",,
"FF5966-19","Closed","2019-12-04T00:00:00.000","2019-12-04T00:00:00.000","ID THEFT VICTIM",,,,,,,"Private Party Elder Fraud","Elder Financial Exploitation","Information Only",,
"FF5965-19","Closed","2019-12-04T00:00:00.000","2019-12-04T00:00:00.000","SWEETHEART SCAM VICTIM",,,,,,,"Private Party - No Jurisdiction","Elder Financial Exploitation","Information Only",,
"FF5967-19","Closed","2019-12-04T00:00:00.000","2019-12-04T00:00:00.000","OREGON BUSINESS LOANS",,,,,,,"Advertising: Fax Blasters","Respondent sent an unsolicited FAX","Information Only",,
"FF5978-19","Closed","2019-12-04T00:00:00.000","2019-12-09T00:00:00.000","DOORDASH INC","901 MARKET ST, STE 600",,"SAN FRANCISCO","CA","94103",,"Food: Food Service Contractors","Failed to fulfill contract","DOJ has No Jurisdiction","
,  94103
(37.772469, -122.411853)",
"FF5961-19","Closed","2019-12-04T00:00:00.000","2019-12-04T00:00:00.000","MICROSOFT IMPOSTER*",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5958-19","Closed","2019-12-04T00:00:00.000","2019-12-16T00:00:00.000","UNKNOWN*",,,,,,,"Telecommunications: Internet Retailer","Not Assigned","Complainant Did Not Maintain Contact with DOJ",,
"FF5962-19","Closed","2019-12-04T00:00:00.000","2019-12-04T00:00:00.000","KLAMATH BASIN SENIOR CITIZENS","2045 ARTHUR ST",,"KLAMATH FALLS","OR","97603",,"Community Service: Civic & Social Organizations Generally","General allegation of unlawful conduct","Referred Complainant Elsewhere","
,  97603
(42.148344, -121.711749)",
"FF5975-19","Closed","2019-12-04T00:00:00.000","2019-12-04T00:00:00.000","PROKLEEN CLEANING & RESTORATION","646 W DUTTON",,"EAGLE POINT","OR","97526",,"Construction Contractors, All Other Special Trade","Failed to fulfill contract","Referred Complainant Elsewhere","
,  97526
(42.533659, -123.474495)",
"FF5956-19","Closed","2019-12-04T00:00:00.000","2019-12-18T00:00:00.000","DIRECTV, INC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, ROOM 1110","DALLAS","TX","75202",,"Telecommunications: Satellite","Acted unconscionably by employing unfair and overly aggressive sales tactics","Voluntarily Resolved","
,  75202
(32.779989, -96.803609)",
"FF5964-19","Closed","2019-12-04T00:00:00.000","2019-12-04T00:00:00.000","OVERPAYMENT SCAM VICTIM",,,,,,,"Fraudulent Entity","Elder Financial Exploitation","Information Only",,
"FF5979-19","Closed","2019-12-04T00:00:00.000","2019-12-04T00:00:00.000","AAA ABSOLUTE AIR AUTHORITY LLC","1670 W STEWART AVE",,"MEDFORD","OR","97501",,"Construction Contractors, Plumbing & Heating Contractors, except air-condit","Provided goods or services different than the ones complainant ordered; unauthorized work","Referred Complainant Elsewhere","
,  97501
(42.302682, -122.886931)",
"FF5953-19","Closed","2019-12-04T00:00:00.000","2019-12-04T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Referred Complainant Elsewhere","
,  75202
(32.779989, -96.803609)",
"FF5977-19","Closed","2019-12-04T00:00:00.000","2019-12-16T00:00:00.000","WHITE HOUSE MOTORS","8200 SW 19TH AVE",,"PORTLAND","OR","97219",,"Autos: Used Car Dealers","Failed to disclose prior damage or other material defect","Reviewed and Closed","
,  97219
(45.456622, -122.705771)",
"FF5974-19","Closed","2019-12-04T00:00:00.000","2019-12-04T00:00:00.000","HEALTH INSURANCE PLACE","1826 WILLIAMS HWY",,"GRANTS PASS","OR","97527",,"Insurance: Health and Medical","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Referred Complainant Elsewhere","
,  97527
(42.402222, -123.388609)",
"FF5976-19","Closed","2019-12-04T00:00:00.000","2019-12-04T00:00:00.000","SOCIAL SECURITY IMPOSTER",,,,,,,"Fraudulent Entity","False or misleading representation of source by caller ID spoofing","Information Only",,
"FF5941-19","Closed","2019-12-04T00:00:00.000","2019-12-26T00:00:00.000","DIRECTV, INC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, ROOM 1110","DALLAS","TX","75202",,"Telecommunications: Satellite","False or misleading ""free"" offer","Voluntarily Resolved","
,  75202
(32.779989, -96.803609)",
"FF5921-19","Closed","2019-12-03T00:00:00.000","2019-12-06T00:00:00.000","CROMANCONVERTERS","24500| NW MOUNT RICHMOND ROAD",,"YAMHILL","OR","97148",,"Manufacturing: Computer & Electronic Product","Failed to deliver goods, services or refund despite demand by complainant","Reviewed and Closed","
,  97148
(45.357916, -123.288285)",
"FF5926-19","Closed","2019-12-03T00:00:00.000","2019-12-09T00:00:00.000","SUPER FAST KETO BOOST SHARK TANK","9205 W. RUSSELL ROAD STE 240",,"LAS VEGAS","NV","89148",,"Health: Food Supplement Stores","Failed to disclose or misrepresented shipping, handling or processing costs","Consumer Pursuing Own Resolution","
,  89148
(36.06599, -115.29557)",
"FF5937-19","Closed","2019-12-03T00:00:00.000","2019-12-03T00:00:00.000","SECRET SHOPPER SCAM",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5920-19","Closed","2019-12-03T00:00:00.000","2019-12-04T00:00:00.000","EBAY INC*","ATTN: REBEKAH LONG","173  W ELECTION RD","DRAPER","UT","84020",,"Telecommunications: Internet Retailer","Failed to deliver goods, services or refund despite demand by complainant","Voluntarily Resolved","
,  84020
(40.503754, -111.870521)",
"FF5931-19","Closed","2019-12-03T00:00:00.000","2019-12-03T00:00:00.000","ALPINE HEATING & AIR CONDITIONING","PO BOX 251",,"COTTAGE GROVE","OR","97424",,"Construction Contractors, Plumbing & Heating Contractors, except air-condit","Failed to properly install goods","Referred Complainant Elsewhere","
,  97424
(43.717075, -123.027121)",
"FF5930-19","Closed","2019-12-03T00:00:00.000","2019-12-03T00:00:00.000","ID THEFT VICTIM",,,,,,,"Private Party - No Jurisdiction","Used stolen ID to establish ""stolen"" identity","Information Only",,
"FF5924-19","Closed","2019-12-03T00:00:00.000","2019-12-03T00:00:00.000","SOCIAL SECURITY IMPOSTER",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Consumer Did Not Request Action",,
"FF5936-19","Closed","2019-12-03T00:00:00.000","2019-12-03T00:00:00.000","AVAMERE REHABILITATION OF LEBANO","350 S 8TH ST",,"LEBANON","OR","97355",,"Health: Nursing & Residential Care Facilities","Discriminated against complainant on basis of race, national origin, religion, handicap","Referred Complainant Elsewhere","
,  97355
(44.530772, -122.850133)",
"FF5923-19","Closed","2019-12-03T00:00:00.000","2019-12-03T00:00:00.000","CHARTER COMMUNICATIONS*","REGULATORY COMPLAINTS","6399 S FIDDLERS GREEN CIRCLE","GREENWOOD VILLAGE","CO","80111",,"Telecommunications: Internet Service Provider (ISP)","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Referred Complainant Elsewhere","
,  80111
(39.612472, -104.881366)",
"FF5925-19","Closed","2019-12-03T00:00:00.000","2019-12-03T00:00:00.000","OAK TREE REALTORS","1380 OLEANDER ST A",,"MEDFORD","OR","97504",,"Real Estate: Residential Property Managers","Failed to fulfill contract","DOJ has No Jurisdiction","
,  97504
(42.334784, -122.829243)",
"FF5938-19","Closed","2019-12-03T00:00:00.000","2019-12-27T00:00:00.000","PDX AUTO MART*","13602 SE MCLOUGHLIN BLVD",,"MILWAUKIE","OR","97222",,"Autos: Used Car Dealers","Failed to deliver goods, services or refund despite demand by complainant","Voluntarily Resolved","
,  97222
(45.442558, -122.616022)",
"FF5932-19","Closed","2019-12-03T00:00:00.000","2019-12-03T00:00:00.000","AMERICAN ADVISORS GROUP","3800 CHAPMAN AVE","3RD & 7TH FLOORS","ORANGE","CA","92868",,"Credit/Lending: Reverse Mortgages","Service quality lower than what the complainant ordered or expected","Referred Complainant Elsewhere","
,  92868
(33.786678, -117.878026)",
"FF5935-19","Closed","2019-12-03T00:00:00.000","2019-12-03T00:00:00.000","JB WOOD CONSTRUCTION INC",,,,,,,"Construction Contractors, Generally","Failed to deliver any goods or services","Private Lawsuit (UTPA)",,
"FF5901-19","Closed","2019-12-02T00:00:00.000","2019-12-02T00:00:00.000","JANICE YVONNE OUTLAW",,,,,,,"Private Party Elder Fraud","Elder Financial Exploitation","Private Lawsuit (Elder Abuse)",,
"FF5900-19","Closed","2019-12-02T00:00:00.000","2019-12-02T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Private Lawsuit (UTPA)","
,  75202
(32.779989, -96.803609)",
"FF5902-19","Closed","2019-12-02T00:00:00.000","2019-12-02T00:00:00.000","UNKNOWN TELEMARKETER*",,,,,,,"Motor Vehicle Service Contracts","Telemarketer used an unlawful Automatic Dialing Device","Information Only",,
"FF5917-19","Closed","2019-12-02T00:00:00.000","2019-12-02T00:00:00.000","OLD GUARD RIDERS PACIFIC NORTHWEST","1252 REDWOOD AVE, #8",,"GRANTS PASS","OR","97527",,"Community Service/Charity: Fundraising for Charitable purposes","General allegation of unlawful conduct","Referred Complainant Elsewhere","
,  97527
(42.402222, -123.388609)",
"FF5910-19","Closed","2019-12-02T00:00:00.000","2019-12-27T00:00:00.000","FRONTIER COMMUNICATIONS NORTHWEST INC*","CONSUMER RELATIONS DEPT","1398 SOUTH WOODLAND BLVD","DELANO","FL","32720",,"Telecommunications: Internet Service Provider (ISP)","Failed to deliver any goods or services","Voluntarily Resolved","
,  32720
(29.02782, -81.344851)",
"FF5903-19","Closed","2019-12-02T00:00:00.000","2019-12-17T00:00:00.000","FRONTIER COMMUNICATIONS NORTHWEST INC*","CONSUMER RELATIONS DEPT","1398 SOUTH WOODLAND BLVD","DELANO","FL","32720",,"Telecommunications: Internet Service Provider (ISP)","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Partially Resolved","
,  32720
(29.02782, -81.344851)",
"FF5909-19","Closed","2019-12-02T00:00:00.000","2019-12-02T00:00:00.000","BENSIONI LLC",,,,,,,"Private Party Elder Fraud","Elder Financial Exploitation","Private Lawsuit (Elder Abuse)",,
"FF5905-19","Closed","2019-12-02T00:00:00.000","2019-12-02T00:00:00.000","ANTHEM BLUE CROSS BLUE SHIELD",,,,,,,"Insurance: Health and Medical","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Referred Complainant Elsewhere",,
"FF5904-19","Closed","2019-12-02T00:00:00.000","2019-12-02T00:00:00.000","SILVERTON MOBILE ESTATES","C/O CREEKSIDE PROPERTIES LLC","HC #2 BOX 261-G","PAYSON","AZ","85541",,"Real Estate: Manufactured home park management, leasing, develop.","Service quality lower than what the complainant ordered or expected","DOJ has No Jurisdiction","
,  85541
(34.240761, -111.255699)",
"FF5914-19","Closed","2019-12-02T00:00:00.000","2019-12-02T00:00:00.000","JURY DUTY SCAM VICTIM",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5906-19","Closed","2019-12-02T00:00:00.000","2019-12-02T00:00:00.000","MYSTERY SHOPPER IMPOSTER*",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5916-19","Closed","2019-12-02T00:00:00.000","2019-12-02T00:00:00.000","OVERPAYMENT SCAM VICTIM",,,,,,,"Fraudulent Entity","Elder Financial Exploitation","Information Only",,
"FF5892-19","Closed","2019-12-02T00:00:00.000","2019-12-02T00:00:00.000","CHOICE HOTELS INTERNATIONAL, INC DATA BREACH","1 CHOICE HOTELS CIRCLE, SUITE 400",,"ROCKVILLE","MD","20850",,"Travel: Charter Bus Industry","Lost or mishandled consumer's personal data","Information Only","
,  20850
(39.092462, -77.178614)",
"FF5913-19","Closed","2019-12-02T00:00:00.000","2019-12-02T00:00:00.000","JOSEPHINE COUNTY TAX ASSESSOR",,,,,,,"General Government","General allegation of unlawful conduct","Information Only",,
"FF5894-19","Closed","2019-12-02T00:00:00.000","2019-12-31T00:00:00.000","MODA CARS","12832 NE AIRPORT WAY",,"PORTLAND","OR","97230",,"Autos: Used Car Dealers","Failed to disclose prior damage or other material defect","Reviewed and Closed","
,  97230
(45.541205, -122.502699)",
"FF5893-19","Closed","2019-12-02T00:00:00.000","2019-12-02T00:00:00.000","CHOICE HOTELS INTERNATIONAL INC DATA BREACH","1 CHOICE HOTELS CIRCLE SUITE 400",,"ROCKVILLE","MD","20850",,"Travel: Hotels (exe Casino Hotels) & Motels","Lost or mishandled consumer's personal data","Information Only","
,  20850
(39.092462, -77.178614)",
"FF5911-19","Closed","2019-12-02T00:00:00.000","2019-12-02T00:00:00.000","GARTEN SERVICES INC,","500 HAWTHORNE AVE SE","PO BOX 13970","SALEM","OR","97309",,"Community Service: Other Social Advocacy Organizations","Service quality lower than what the complainant ordered or expected","Information Only","
,  97309
(44.939016, -123.039307)",
"FF5888-19","Closed","2019-11-26T00:00:00.000","2019-11-26T00:00:00.000","US BANK*","REGULATORY COMPLAINTS COORDINATION","200 SOUTH SIXTH STREET","MINNEAPOLIS","MN","55402",,"Credit/Lending: Commercial Banking","Failure to disclose terms or honor terms of gift certificate or gift card","Referred Complainant Elsewhere","
,  55402
(44.975882, -93.271174)",
"FF5878-19","Closed","2019-11-25T00:00:00.000","2019-11-25T00:00:00.000","COMCAST*","CINDY COOK/GOV'T. RELATIONS LIAISON","14243 SW TERMAN RD","BEAVERTON","OR","97005",,"Broadcasting: TV via cable","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Referred Complainant Elsewhere","
,  97005
(45.49181, -122.804932)",
"FF5886-19","Closed","2019-11-25T00:00:00.000","2019-11-25T00:00:00.000","CARSURE","500 NORTHWEST PLAZA","SUITE 1200","ST ANN","MO","63074",,"Motor Vehicle Service Contracts","False or misleading offers concerning extended service contracts","Information Only","
,  63074
(38.726852, -90.388283)",
"FF5869-19","Closed","2019-11-25T00:00:00.000","2019-11-25T00:00:00.000","TOTAL QUALITY SERVICES","6920 SE 52ND AVE",,"PORTLAND","OR","97206",,"Private Party Elder Fraud","Elder Financial Exploitation","Private Lawsuit (Elder Abuse)","
,  97206
(45.482846, -122.599304)",
"FF5882-19","Closed","2019-11-25T00:00:00.000","2019-12-09T00:00:00.000","COZYZON","1426 NE 108TH AVE",,"PORTLAND","OR","97220",,"Telecommunications: Internet Retailer","Failed to deliver any goods or services","Unable to locate Respondent","
,  97220
(45.548188, -122.559729)",
"FF5872-19","Closed","2019-11-25T00:00:00.000","2019-11-25T00:00:00.000","GENTLE FAMILY DENTISTRY","17497 SE MCLOUGHLIN BLVD",,"MILWAUKIE","OR","97267",,"Health: Offices of Dentists","False or misleading description of quality, quantity, or nature of goods or services","Referred Complainant Elsewhere","
,  97267
(45.407794, -122.613046)",
"FF5881-19","Closed","2019-11-25T00:00:00.000","2019-12-12T00:00:00.000","SHIPITO.COM","11407 SW AMU ST",,"TUALATIN","OR","97062",,"Mail: Couriers","Failed to deliver goods, services or refund despite demand by complainant","Partially Resolved","
,  97062
(45.370754, -122.764013)",
"FF5875-19","Closed","2019-11-25T00:00:00.000","2019-11-25T00:00:00.000","ALLY FINANCIAL INC*","500 WOODWARD AVE",,"DETROIT","MI","48226",,"Credit/Lending: Consumer Lending","Failure to provide title","Referred Complainant Elsewhere","
,  48226
(42.331414, -83.048503)",
"FF5871-19","Closed","2019-11-25T00:00:00.000","2019-11-25T00:00:00.000","FRONT AVE LLC",,,,,,,"Private Party Elder Fraud","Elder Financial Exploitation","Private Lawsuit (Elder Abuse)",,
"FF5873-19","Closed","2019-11-25T00:00:00.000","2019-11-25T00:00:00.000","OREGON STATE CREDIT UNION*","PO BOX 306",,"CORVALLIS","OR","97339",,"Credit/Lending: Credit Unions","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Referred Complainant Elsewhere","
,  97339
(44.571648, -123.277703)",
"FF5870-19","Closed","2019-11-25T00:00:00.000","2019-11-25T00:00:00.000","MARJORY LOY MORENO",,,,,,,"Private Party Elder Fraud","Acted unconscionably by exploiting vulnerable victim","Private Lawsuit (Elder Abuse)",,
"FF5876-19","Closed","2019-11-25T00:00:00.000","2019-11-25T00:00:00.000","SAFE STEP WALK-IN TUB","1010 INDUSTRY DR",,"TUKWILA","WA","98188",,"Construction Contractors, Swimming pool and hot tub sales, service, manufac","Failed to fulfill contract","Referred Complainant Elsewhere","
,  98188
(47.449726, -122.276826)",
"FF5868-19","Closed","2019-11-25T00:00:00.000","2019-11-25T00:00:00.000","CADENCE AEROSPACE DATA BREACH","3150 E MIRALOMA AVENUE",,"ANAHEIM","CA","92806",,"Manufacturing: Fabricated Metal Product","Lost or mishandled consumer's personal data","Information Only","
,  92806
(33.83858, -117.873139)",
"FF5874-19","Closed","2019-11-25T00:00:00.000","2019-11-25T00:00:00.000","ON1 SOFTWARE","15333 SW SEQUOIA PKWY",,"PORTLAND","OR","97224",,"Publishers: Software","Failed to deliver any goods or services","Consumer Did Not Request Action","
,  97224
(45.407281, -122.793534)",
"FF5861-19","Closed","2019-11-22T00:00:00.000","2019-11-22T00:00:00.000","TELEXFREE SECURITIES",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5863-19","Closed","2019-11-22T00:00:00.000","2019-11-22T00:00:00.000","COSTCO WHOLESALE CORPORATION",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5859-19","Closed","2019-11-22T00:00:00.000","2019-11-22T00:00:00.000","CRETE CARRIER CORPORATION",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5865-19","Closed","2019-11-22T00:00:00.000","2019-11-22T00:00:00.000","MASSACHUSETTS INSTITUTE OF TECH",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5862-19","Closed","2019-11-22T00:00:00.000","2019-11-22T00:00:00.000","ATKINS NUTRITIONALS, INC.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5856-19","Closed","2019-11-22T00:00:00.000","2019-11-22T00:00:00.000","AMERICAN HOME PATIENT, INC.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5866-19","Closed","2019-11-22T00:00:00.000","2019-11-22T00:00:00.000","T-MOBILE USA, INC",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5864-19","Closed","2019-11-22T00:00:00.000","2019-11-22T00:00:00.000","OPTUM360, LLC",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5860-19","Closed","2019-11-22T00:00:00.000","2019-11-22T00:00:00.000","VIVINT SOLAR, INC.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5857-19","Closed","2019-11-22T00:00:00.000","2019-11-22T00:00:00.000","RIDGE NATURAL RESOURCES, LLC",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5858-19","Closed","2019-11-22T00:00:00.000","2019-11-22T00:00:00.000","FEDLOAN STUDENT LOAN SERVICING",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5855-19","Closed","2019-11-21T00:00:00.000","2019-11-21T00:00:00.000","ARINC, INCORPORATED DATA BREACH","2551 RIVA ROAD",,"ANNAPOLIS","MD","21401",,"Engineering Services","Lost or mishandled consumer's personal data","Information Only","
,  21401
(38.986089, -76.541982)",
"FF5845-19","Closed","2019-11-19T00:00:00.000","2019-11-19T00:00:00.000","MAC RV SALES","PO BOX 421",,"MCMINNVILLE","OR","97128",,"Autos: Recreational Vehicle Dealers","Service quality lower than what the complainant ordered or expected","Referred Complainant Elsewhere","
,  97128
(45.204068, -123.237142)",
"FF5837-19","Closed","2019-11-19T00:00:00.000","2019-11-19T00:00:00.000","JOHNSON RV","41777 SE HWY 26",,"SANDY","OR","97055",,"Autos: Recreational Vehicle Dealers","Failure to provide title","Referred Complainant Elsewhere","
,  97055
(45.391031, -122.184925)",
"FF5839-19","Closed","2019-11-19T00:00:00.000","2019-12-27T00:00:00.000","TIFFANY NAILS & SPA","417 1ST STREET",,"LAKE OSWEGO","OR","97034",,"Hair, Nail & Skin Care Services","Failure to disclose terms or honor terms of gift certificate or gift card","Reviewed and Closed","
,  97034
(45.409033, -122.683884)",
"FF5846-19","Closed","2019-11-19T00:00:00.000","2019-11-19T00:00:00.000","RENAISSANCE CHIROPRACTIC, PC","494 MAIN STREET",,"EAST AURORA","NY","14052",,"Health: Offices of Chiropractors","Medical: misleading, confusing, or deceptive billing","Referred Complainant Elsewhere","
,  14052
(42.770882, -78.595599)",
"FF5847-19","Closed","2019-11-19T00:00:00.000","2019-11-19T00:00:00.000","PENNYMAC LOAN SERVICES LLC*","3043 TOWNSGATE ROAD, SUITE 200",,"WESTLAKE VILLAGE","CA","91361",,"Credit/Lending: Mortgage Loan Servicing","Lender misapplication of payment","Referred Complainant Elsewhere","
,  91361
(34.147037, -118.852186)",
"FF5840-19","Closed","2019-11-19T00:00:00.000","2019-12-05T00:00:00.000","87675 HIGHWAY 101 LLC","34494 DEERWOOD DR",,"EUGENE","OR","97439",,"Real Estate: Residential Property Managers","General allegation of unlawful conduct","Reviewed and Closed","
,  97439
(44.043393, -124.065517)",
"FF5841-19","Closed","2019-11-19T00:00:00.000","2019-11-19T00:00:00.000","HIN TRANSPORT","9152 LOUISIANA ST",,"MERRILLVILLE","IN","46410",,"Fraudulent Entity","General allegation of unlawful conduct","Information Only","
,  46410
(41.484243, -87.340569)",
"FF5848-19","Closed","2019-11-19T00:00:00.000","2019-12-10T00:00:00.000","SMS AUTO FABRICS*","350 S REDWOOD ST",,"CANBY","OR","97013",,"Autos: Automotive Parts, Accessories & Tire Stores","Failed to deliver any goods or services","Partially Resolved","
,  97013
(45.234316, -122.676089)",
"FF5838-19","Closed","2019-11-19T00:00:00.000","2019-11-19T00:00:00.000","SCOTT INVESTMENTS","130 S.W. 2ND AVE. #103",,"CANBY","OR","97013",,"Real Estate: Residential Property Managers","Failed to fulfill contract","DOJ has No Jurisdiction","
,  97013
(45.234316, -122.676089)",
"FF5844-19","Closed","2019-11-19T00:00:00.000","2019-11-19T00:00:00.000","US BANK*","REGULATORY COMPLAINTS COORDINATION","200 SOUTH SIXTH STREET","MINNEAPOLIS","MN","55402",,"Credit/Lending: Commercial Banking","Service quality lower than what the complainant ordered or expected","Referred Complainant Elsewhere","
,  55402
(44.975882, -93.271174)",
"FF5850-19","Closed","2019-11-19T00:00:00.000","2019-12-05T00:00:00.000","JERRY & WALTS","107 VAN BUREN",,"EUGENE","OR","97402",,"Repair: Automotive Mechanical & Electrical","Failed to properly install goods","Reviewed and Closed","
,  97402
(44.056548, -123.191955)",
"FF5829-19","Closed","2019-11-18T00:00:00.000","2019-11-18T00:00:00.000","COUNTERFEIT CHECK VICTIM",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5821-19","Closed","2019-11-18T00:00:00.000","2019-12-03T00:00:00.000","NORTHWEST COMMUNITY CREDIT UNION","PO BOX 58770",,"TUKWILA","WA","98138",,"Credit/Lending: Credit Unions","Disclosed debtor's credit record in violation of law","Referred Complainant Elsewhere","
,  98138
(47.46, -122.25)",
"FF5832-19","Closed","2019-11-18T00:00:00.000","2019-11-18T00:00:00.000","NELLEY JENSON",,,,,,,"Real Estate: Residential Property Managers","Failed to fulfill contract","DOJ has No Jurisdiction",,
"FF5833-19","Closed","2019-11-18T00:00:00.000","2019-12-24T00:00:00.000","CENTURYLINK, INC*","ATTN: DONNA POWELL","100 CENTURYTEL DRIVE","MONROE","LA","71203",,"Telecommunications: Internet Service Provider (ISP)","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Unfounded","
,  71203
(32.566031, -92.030977)",
"FF5830-19","Closed","2019-11-18T00:00:00.000","2019-11-18T00:00:00.000","KORTHOF, RICHARD","BDA LEVEL LINE CONSTRUCTION",,,,,,"Private Party Elder Fraud","Elder Financial Exploitation","Private Lawsuit (Elder Abuse)",,
"FF5825-19","Closed","2019-11-18T00:00:00.000","2019-12-03T00:00:00.000","ONLINEVITALUS.COM",,,,,,,"Publishers: Database and Directory","Failed to deliver any goods or services","Referred Complainant Elsewhere",,
"FF5828-19","Closed","2019-11-18T00:00:00.000","2019-11-18T00:00:00.000","EXTORTION SCAM*",,,,,,,"Private Party - No Jurisdiction","General allegation of unlawful conduct","Information Only",,
"FF5823-19","Closed","2019-11-18T00:00:00.000","2019-12-03T00:00:00.000","JOHN WELBORN FITNESS","2124 NE 19TH ST APT 214",,"GRESHAM","OR","97030",,"Recreation: Health club facilities, physical fitness","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Reviewed and Closed","
,  97030
(45.507276, -122.431683)",
"FF5831-19","Closed","2019-11-18T00:00:00.000","2019-11-18T00:00:00.000","LINCOLN COUNTY MENTAL HEALTH & HUMAN SERVICES",,,"NEWPORT","OR","97365",,"General Government","Service quality lower than what the complainant ordered or expected","DOJ has No Jurisdiction","
,  97365
(44.653328, -124.041656)",
"FF5827-19","Closed","2019-11-18T00:00:00.000","2019-11-18T00:00:00.000","KORTHOF, RICHARD","BDA LEVEL LINE CONSTRUCTION",,,,,,"Private Party Elder Fraud","Elder Financial Exploitation","Private Lawsuit (Elder Abuse)",,
"FF5826-19","Closed","2019-11-18T00:00:00.000","2019-11-18T00:00:00.000","UNCLAIMED REWARD SCAM",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5801-19","Closed","2019-11-15T00:00:00.000","2019-11-15T00:00:00.000","CDI NORTHWEST, LLC",,,,,,,"Construction Contractors, Building, Developing, & General Contracting","Failed to fulfill contract","Private Lawsuit (UTPA)",,
"FF5802-19","Closed","2019-11-15T00:00:00.000","2019-11-15T00:00:00.000","SCAM VICTIM",,,,,,,"Private Party - No Jurisdiction","Senior Citizen","Information Only",,
"FF5809-19","Closed","2019-11-15T00:00:00.000","2019-11-15T00:00:00.000","EMERALD VAPORS, LLC","776 Q STREET",,"SPRINGFIELD","OR","97477",,"Tobacco Product, except retail distribution","Failed to fulfill contract","DOJ has No Jurisdiction","
,  97477
(44.061225, -123.015424)",
"FF5812-19","Closed","2019-11-15T00:00:00.000","2019-11-15T00:00:00.000","GOOGLE.COM*","KEREN VANISI","1600 AMPHITHEATRE PARKWAY","MOUNTAIN VIEW","CA","94043",,"Telecommunications: On-Line Information Services, exc ISPs","Participated in unlawful restraint of trade","Information Only","
,  94043
(37.407179, -122.076246)",
