"product_name","company","epa_reg_no","note","active_ingredient","pesticide_type","ag_worker_protection_standard_applies","_"
"SNS 203","SIERRA NATURAL SCIENCE","NA",,"CLOVE OIL, ROSEMARY OIL","INSECTICIDE","No",
"RID-BUGS AN ORGANIC INSECTICIDE","AZ ENTERPRISES INC.","NA",,"CLOVE OIL, ROSEMARY OIL, SESAME OIL","INSECTICIDE","No",
"AURA","AURA PLANTS","NA",,"CLOVE OIL, ROSEMARY OIL, THYME OIL","MITICIDE","No",
"SNS 244C","SIERRA NATURAL SCIENCE","NA",,"CLOVE OIL, ROSEMARY OIL, THYME OIL","FUNGICIDE","No",
"ECO-PM BOTANICAL FUNGICIDE CONCENTRATE","ARBORJET INC","NA",,"CLOVE OIL, THYME","FUNGICIDE","No",
"ECO-PM READY TO USE BOTANICAL FUNGICIDE","ARBORJET INC","NA",,"CLOVE OIL, THYME","FUNGICIDE","No",
"ECOTROL G","KEY PLEX","N/A",,"CLOVE OIL, THYME OIL, CINNAMON OIL","INSECTICIDE","No",
"ECOWORKS EC","ECOSTADT","89152-4",,"COLD PRESSED NEEM OIL","INSECTICIDE, MITICIDE, NEMATICIDE, FUNGICIDE","Yes",
"RANGO","TERRAMERA, INC.","88760-10",,"COLD PRESSED NEEM OIL","FUNGICIDE, INSECTICIDE, MITICIDE","YES",
"TERRANEEM EC","TERRAMERRA INC","88760-5",,"COLD PRESSED NEEM OIL","BIOLOGICAL INSECTICIDE, MITICIDE, NEMATICIDE, FUNGICIDE","Yes",
"FBSCIENCE CARBON POWER","FBSCIENCE","84846-2",,"COMPLEX POLYMERIC POLYHYDROXY ACIDS","PGR","Yes",
"FBSCIENCE OPTIFY","FBSCIENCE","84846-9",,"COMPLEX POLYMERIC POLYHYDROXY ACIDS","PGR","Yes",
"FBSCIENCE OPTIFY 500","FBSCIENCE","84846-10",,"COMPLEX POLYMERIC POLYHYDROXY ACIDS","PGR","Yes",
"OPTIFY","UNITED SUPPLIERS","33270-40",,"COMPLEX POLYMERIC POLYHYDROXY ACIDS","PLANT GROWTH REGULATOR","YES",
"OPTIFY/STRETCH","UNITED SUPPLIERS","33270-40",,"COMPLEX POLYMERIC POLYHYDROXY ACIDS, CYTOKININ","PLANT GROWTH REGULATOR","YES",
"OPTIFY/STRETCH","WINFIELD SOLUTIONS LLC","33270-40",,"COMPLEX POLYMERIC POLYHYDROXY ACIDS, CYTOKININ","PLANT GROWTH REGULATOR","Yes",
"BONIDE LIQUID COPPER FUNGICIDE CONC","BONIDE PRODUCTS INC","67702-2-4",,"COPPER OCTANOATE","FUNGICIDE","No",
"BONIDE LIQUID COPPER FUNGICIDE R-T-U /ORGANIC PRODUCTION","BONIDE PRODUCTS INC","67702-1-4",,"COPPER OCTANOATE","FUNGICIDE","No",
"CAMELOT O FUNGICIDE/BACTERICIDE","SEPRO CORPORATION","67702-2-67690",,"COPPER OCTANOATE","FUNGICIDE","Yes",
"CUEVA FUNGICIDE CONC FLOWABLE LIQUID COPPER FUNGICIDE","CERTIS USA LLC","67702-2-70051",,"COPPER OCTANOATE","FUNGICIDE","Yes",
"ECOSENSE GARDEN DISEASE CONTROL","ORTHO GROUP  THE","67702-1-239",,"COPPER OCTANOATE","FUNGICIDE","No",
"HYDROWORXX","W.NEUDORFF GMBHKG","67702-1",,"COPPER OCTANOATE","FUNGICIDE","NO",
"MIRACLE-GRO NATURE-S CARE GARDEN DISEASE CONTROL","MIRACLE-GRO LAWN PROD  INC","67702-1-62355",,"COPPER OCTANOATE","FUNGICIDE","No",
"NATURAL GUARD COPPER SOAP LIQUID FUNGICIDE","VOLUNTARY PURCHASING GROUPS","67702-2-7401",,"COPPER OCTANOATE","FUNGICIDE","No",
"ORTHO DISEASE B GON COPPER FUNGICIDE CONC","ORTHO GROUP  THE","67702-2-239",,"COPPER OCTANOATE","FUNGICIDE","No",
"ORTHO DISEASE B GON COPPER FUNGICIDE R-T-U","ORTHO GROUP  THE","67702-1-239",,"COPPER OCTANOATE","FUNGICIDE","No",
"ORTHO ELEMENTALS GARDEN DISEASE CONTROL","ORTHO GROUP  THE","67702-1-239",,"COPPER OCTANOATE","FUNGICIDE","No",
"Bonide Liquid Copper Fungicide Ready to Use","Bonide Products, Inc.","67702-1-4",,"Copper Soap","Fungicide","No",
"Captain Jack's Copper Fungicide Ready to Use","Bonide Products, Inc.","67702-1-4",,"Copper Soap","Fungicide","No",
"Bonide Maize Weed Preventer RTS","Bonide Products, Inc.","NA",,"Corn Gluten Meal","Herbicide","No",
"MILDEW CURE","JH BIOTECH INC.","NA",,"CORN OIL, COTTONSEED OIL, GARLIC OIL","FUNGICIDE","No",
"Circadian Sunrise Horticultural Spray Oil","Circadian Crop Sciences, LLC.","NA",,"Corn Oil, Peppermint Oil","Insecticide, Fungicide, Miticide","No",
"Flock Free Tank Mix","Flock Free Bird Control","NA",,"Corn Oil, Peppermint Oil, White Pepper, Garlic Oil, Clove Oil, Rosemary Oil, Thyme Oil, Sodium Chloride","Bird Repellent","No",
"GrowSafe Biopesticide: Insecticide, Miticide, Fungicide","Agro Magen","NA",,"Corn Oil, Soybean Oil","Insecticide, Miticide, Fungicide","No",
"MAMMOTH CANNCONTROL","GROWCENTIA, INC","N/A",,"CORN OIL, SOYBEAN OIL","INSECTICIDE, FUNGICIDE, MITICIDE","NO",
"MAMMOTH GARDEN PROTECT ME","GROWCENTIA","NA",,"CORN OIL, THYME OIL","FUNGICIDE, INSECTICIDE, MITICIDE,","NO",
"BUSH DOCTOR FORCE OF NATURE FUNGICIDE","FOX FARM SOIL & FERTILIZER CO","NA",,"COTTONSEED OIL, CORN OIL, GARLIC OIL","FUNGICIDE","No",
"BUSH DOCTOR FORCE OF NATURE MITICIDE","FOX FARM SOIL & FERTILIZER CO","N/A",,"COTTONSEED OIL, CORN OIL, GARLIC OIL","MITICIDE","NO",
"SAFERGRO MILDEW CURE","JH BIOTECH, INC.","NA",,"COTTONSEED OIL, CORN OIL, GARLIC OIL","FUNGICIDE","NO",
"ECO-MITE PLUS BOTANICAL INSECTICIDE MITICIDE","ARBORJET INC","NA",,"COTTONSEED OIL, ROSEMARY, ROSEMARY OIL, PEPPERMINT OIL","INSECTICIDE","No",
"ECO-MITE PLUS BOTANICAL INSECTICIDE MITICIDE CONCENTRATE","ARBORJET INC","NA",,"COTTONSEED OIL, ROSEMARY, ROSEMARY OIL, PEPPERMINT OIL","INSECTICIDE","No",
"FOLIAR SOIL X-CYTO","CONKLIN COMPANY INC.","51517-3-11600",,"CYTOKININS","PGR - GROWTH STIMULATOR","Yes",
"FOLIAR TRIGGRR PGR","WESTBRIDGE AGRICULTURAL PROD.","51517-4",,"CYTOKININS","PGR - GENERAL","Yes",
"FOLIAR X-CYTO PGR","CONKLIN COMPANY INC.","51517-4-11600",,"CYTOKININS","PGR - GROWTH STIMULATOR","Yes",
"CYTOPLEX HMS","PBT INC (Plant Biotech Inc.)","58199-7",,"CYTOKININS, GIBBERELLIC ACID, IBA (INDOLE-3-BUTYRIC ACID","PGR - CROP QUALITY,        PGR - GENERAL","Yes",
"CELITE 610","IMERYS MINERALS CALIFORNIA INC","73729-1",,"DIATOMACEOUS EARTH","INSECTICIDE","No",
"DIAFIL 610","IMERYS MINERALS CALIFORNIA INC","73729-1",,"DIATOMACEOUS EARTH","INSECTICIDE","No",
"DIATOMACEOUS EARTH","BONIDE PRODUCTS INC","73729-1-4",,"DIATOMACEOUS EARTH","INSECTICIDE","No",
"WEED SLAYER","AGRO RESEARCH INTERNATIONAL LLC","NA",,"EUGENOL","HERBICIDE","No",
"ARBER BIO PROTECTANT","EVERGREEN WAY INC","84059-3-97021",,"EXTRACT OF REYNOUTRIA SACHALINENSIS","FUNGICIDE","NO",
"ALLUMA","SEIPASA, S.A.","NA",,"GARLIC OIL","INSECTICIDE, MITICIDE","NO",
"BRANDT ORGANICS ALEO","BRANDT CONSOLIDATED, INC.","N/A",,"GARLIC OIL","BACTERICIDE, FUNGICIDE","No",
"BUSH DOCTOR FORCE OF NATURE INSECT REPELLENT","FOX FARM SOIL & FERTILIZER CO","N/A",,"GARLIC OIL","INSECT REPELLENT","No",
"FormulaX","One Vision Enterprises Inc","NA",,"Garlic Oil, Castor Oil, Soybean Oil","Insetcide, Miticide","No",
"Garden Defender","Crop Armor","NA",,"Geraniol","Insecticide, Miticide","No",
"Garden Defender Concentrate","Crop Armor","NA",,"Geraniol","Insecticide, Miticide","No",
"Orchard Defender","Crop Armor","NA",,"Geraniol","Insecticide, Miticide","No",
"ALMIGHTY","GROPRO","NA",,"GERANIOL","NEMATICIDE","NO",
"ATHENA MILDEW CONTROL LIQUID CONCENTRATE","ATHENA PRODUCTS INC","NA",,"GERANIOL","FUNGICIDE","No",
"BANISH","SUPREME GROWERS LLC","N/A",,"GERANIOL","FUNGICIDE","No",
"MILDEW CONTROL","VEGALAB","NA",,"GERANIOL","FUNGICIDE","No",
"ZEALOUS","GROPRO","NA",,"GERANIOL","FUNGICIDE","NO",
"MITEXSTREAM","BLACK BIRD POTENTIALS INC","95366-1-99731",,"GERANIOL, CITRONELLOL","MITICIDE, FUNGICIDE","YES",
"ATHENA SPIDER MITE CONTROL","ATHENA PRODUCTS INC","NA",,"GERANIOL, PEPPERMINT OIL, COTTONSEED OIL, ROSEMARY OIL","MITICIDE","No",
"SMITE SPIDER MITE MITICIDE","SUPREME GROWERS LLC","N/A",,"GERANIOL, PEPPERMINT OIL, COTTONSEED OIL, ROSEMARY OIL","MITICIDE","No",
"SPIDER MITE CONTROL","VEGALAB","NA",,"GERANIOL, PEPPERMINT OIL, COTTONSEED OIL, ROSEMARY OIL","ACARICIDE","No",
"FURIOUS","GROPRO","NA",,"GERANIOL, PEPPERMINT OIL, COTTONSEED OIL. ROSEMARY OIL","INSECTICIDE","NO",
"GENESIS GIB-4%","GS LONG COMPANY  INC. -DBA GENESIS AGRI PRODUCTS","55146-62-71089",,"GIBBERELLIC ACID","PGR - GENERAL","Yes",
"GIBGRO 20% POWDER - GIBBERELLIC ACID","NUFARM AMERICAS INC: AGT DIVISION","55146-53",,"GIBBERELLIC ACID","PGR - CROP QUALITY,        PGR - GENERAL","Yes",
"GIBGRO 4LS -4% LIQUID GIBBERELLIC ACID-","NUFARM AMERICAS INC: AGT DIVISION","55146-62",,"GIBBERELLIC ACID","PGR - CROP QUALITY,        PGR - GENERAL","Yes",
"N-LARGE PGR SOLUTION","STOLLER ENTERPRISES  INC.","57538-18",,"GIBBERELLIC ACID","PGR - GENERAL","Yes",
"Lalstop G46 WG","Danstar Ferment AG","64137-13",,"Gliocladium catenulatum J1446","Fungicide","Yes",
"PRESTOP WG","LALLEMAND PLANT CARE","64137-13",,"GLIOCLADIUM CATENULATUM STRAIN J1446","FUNGICIDE","YES",
"PVENT","BIOSAFE SYSTEMS LLC","64137-13-70299",,"GLIOCLADIUM CATENULATUM STRAIN J1446","FUNGICIDE","Yes",
"SOILGARD MICROBIAL FUNGICIDE","CERTIS USA LLC","70051-3",,"GLIOCLADIUM VIRENS G-21","FUNGICIDE","Yes",
"SPEAR","VESTARON NATURE BY DESIGN","88847-2",,"GS-OMEGA/KAPPA-HXTX-HV1A","INSECTICIDE","Yes",
"SPEAR-LEP","VESTARON CORP","88847-6",,"GS-OMEGA/KAPPA-HXTX-HV1A","INSECTICIDE/MITICIDE","YES",
"SPEAR T","VESTARON NATURE BY DESIGN","88847-2",,"GS-OMEGA/KAPPA-HXTX-HV1A","INSECTICIDE","YES",
"SPEAR T LIQUID CONCENTRATE","VESTARON CORP","88847-6",,"GS-OMEGA/KAPPA-HXTX-HV1A","INSECTICIDE/MITICIDE","YES",
"AXIOM PLANT GROWTH STIMULATOR","RX GREEN SOLUTIONS","71771-3-89112",,"HARPIN PROTEIN","PGR - GROWTH STIMULATOR","No",
"MAJESTENE (THIS PRODUCT MAY ONLY BE USED ON HEMP CROPS GROWN FOR OIL)","MARRONNE BIO INNOVATIONS","84059-14",,"HEAT-KILLED BURHOLDERIA SPP. STRAIN A396 CELLS AND SPENT FERMENTATION MEDIA","INSECTICIDE","YES",
"VENERATE CG BIOINSECTICIDE","MARRONE BIO INNOVATIONS","84059-14",,"HEAT-KILLED BURHOLDERIA SPP. STRAIN A396 CELLS AND SPENT FERMENTATION MEDIA","INSECTICIDE","Yes",
"VENERATE XC","MARRONE BIO INNOVATIONS","84059-14",,"HEAT-KILLED BURHOLDERIA SPP. STRAIN A396 CELLS AND SPENT FERMENTATION MEDIA","INSECTICIDE","YES",
"ARBER BIO INSECTICIDE","EVERGREEN WAY INC","84059-14-97021",,"HEAT-KILLED BURKHOLDERIA SPP. STRAIN A396 AND SPENT FERMENTATION","INSECTICIDE","NO",
"Helicovex","Andermatt USA Corporation","69553-2",,"Helicoverpa armigera nucleopolyhedrovirus strain BV-0003","Insecticidal Virus","Yes",
"HOMOBRASSINOLIDE","REPAR INC","69361-49",,"HOMOBRASSINOLIDE","PLANT GROWTH REGULATOR","YES",
"PEROX-CIDE","CH20 INC","83103-1",,"HYDROGEN DIOXIDE","FUNGICIDE","Yes",
"GRANADA 5","FREEDOM AG RESEARCH, LLC","81803-6-93161",,"HYDROGEN DIOXIDE, PEROXYACETIC ACID","FUNGICIDE, BACTERICIDE, ALGAECIDE","Yes",
"OXIDATE 2.0","BIOSAFE SYSTEMS LLC","70299-12",,"HYDROGEN DIOXIDE, PEROXYACETIC ACID","FUNGICIDE","Yes",
"TERRACLEAN 5.0","BIOSAFE SYSTEMS LLC","70299-13",,"HYDROGEN DIOXIDE, PEROXYACETIC ACID","BACTERICIDE, FUNGICIDE, SOIL TREATMENT","Yes",
"ZEROTOL 2.0","BIOSAFE SYSTEMS LLC","70299-12",,"HYDROGEN DIOXIDE, PEROXYACETIC ACID","FUNGICIDE","Yes",
"HDH PEROXY","HDH AGRI PRODUCTS","83103-1",,"HYDROGEN PEROXIDE (DIOXIDE)","FUNGICIDE, ALGAECIDE SLIMICIDE, DISINFECTANT","Yes",
"PERPOSE PLUS","A GROWING ALTERNATIVE INC","86729-1",,"HYDROGEN PEROXIDE (DIOXIDE)","FUNGICIDE","Yes",
"JET-AG","AUSTIN GRANT INC./JET HARVEST SOLUTIONS","81803-6",,"HYDROGEN PEROXIDE (DIOXIDE), PEROXYACETIC ACID","FUNGICIDE, ALGAECIDE","Yes",
"PERPOSE PLUS","BIOWORKS","68539-15",,"HYDROGEN PEROXIDE/HYDROGEN DIOXIDE","ALGAECIDE/FUNGICIDE","YES",
"Evocade","Marrone Bio Innovations, Inc.","84059-32",,"Hydrogen Peroxide, Peroxyacetic Acid","Fungicide, Bactericide, Algaecide","Yes",
"TerraStart HC","Biosafe Systems LLC","70299-31",,"Hydrogen Peroxide, Peroxyacetic Acid","Nematicide, Fungicide","Yes",
"BIOSAFE DISEASE CONTROL","BIOSAFE SYSTEMS LLC","70299-16",,"HYDROGEN PEROXIDE, PEROXYACETIC ACID","FUNGICIDE","No",
"HARVEST 6.0","DISINFECTING SERVICES, LLC","10324-214-90353",,"HYDROGEN PEROXIDE, PEROXYACETIC ACID","DISINFECTANT, CLEANER, FOOD CONTACT SANITIZER, FUNGISTAT, VIRUCIDE, DEODORIZER","NO",
"OXIDATE READY TO SPRAY","BIOSAFE SYSTEMS LLC","70299-16",,"HYDROGEN PEROXIDE, PEROXYACETIC ACID","FUNGICIDE","No",
"SANIDATE 5.0","BIOSAFE SYSTEMS LLC","70299-19",,"HYDROGEN PEROXIDE, PEROXYACETIC ACID","SANITIZER/DISINFECTANT","No",
"ZEROTOL HC","BIOSAFE SYSTEMS","70299-16",,"HYDROGEN PEROXIDE, PEROXYACETIC ACID","FUNGICIDE, BACTERICIDE, ALGAECIDE","NO",
"OXIDATE 5.0","BIOSAFE SYSTEMS","70299-28",,"HYDROGEN PEROXIDE/PEROXYACETIC ACID","BACTERICIDE/FUNGICIDE","YES",
"TERRASTART","BIOSAFE SYSTEMS","70299-18",,"HYDROGEN PEROXIDE/PEROXYACETIC ACID","FUNGICIDE","YES",
"BONIDE BONTONE II ROOTING POWDER","BONIDE PRODUCTS INC","4-489",,"IBA (INDOLE-3-BUTYRIC ACID)","PGR - GROWTH STIMULATOR","No",
"CLONEX ROOTING GEL","GROWTH TECHNOLOGY LTD","79664-1",,"IBA (INDOLE-3-BUTYRIC ACID)","PGR - GROWTH STIMULATOR","No",
"GARDENTECH ROOTBOOST ROOTING HORMONE","TECHPAC  L.L.C.","59807-4-71004",,"IBA (INDOLE-3-BUTYRIC ACID)","PGR - GROWTH STIMULATOR","No",
"HORMODIN 1","OHP INC.","59807-4",,"IBA (INDOLE-3-BUTYRIC ACID)","PGR - GROWTH STIMULATOR","Yes",
"HORTUS IBA WATER SOLUBLE SALTS","HORTUS USA CORP","63310-22",,"IBA (INDOLE-3-BUTYRIC ACID)","PGR - GROWTH STIMULATOR","Yes",
"MAD FARMER ROOT IT","SOUTH COAST HORTICULTURAL SUPPLY","82437-4-87662",,"IBA (INDOLE-3-BUTYRIC ACID)","PGR - GROWTH STIMULATOR","Yes",
"MIRACLE-GRO FASTROOT 1 DRY POWDER ROOTING HORMONE","MIRACLE-GRO LAWN PROD  INC","63310-19-62355",,"IBA (INDOLE-3-BUTYRIC ACID)","PGR - GENERAL","No",
"RAPIDGROW ROOTBURST POWDER PGR","RAPIDGROW INDUSTRIES","83527-1",,"IBA (INDOLE-3-BUTYRIC ACID)","PGR - GROWTH STIMULATOR","Yes",
"RHIZOPON AA No.2 -0.3-","HORTUS USA CORP","63310-20",,"IBA (INDOLE-3-BUTYRIC ACID)","PGR - GROWTH STIMULATOR","Yes",
"Athena Cuts Rooting Compound","Athena Products Inc","82752-1-93752",,"Indole-3- Butryic-Acid","Plant Growth Regulator","No",
"EZ-Clone Rooting Compound","EZ Clone Enterprises","82752-1-100627",,"Indole-3- Butryic-Acid","Plant Growth Regulator","Yes",
"Mad Farmer Root It","Hydrofarm LLC","82752-1-101025",,"Indole-3- Butryic-Acid","Plant Growth Regulator","No",
"HORMEX ROOTING POWDER NO. 8","HORMEX","8281-1",,"INDOLE-3-BUTYRIC ACID","PLANT GROWTH REGULATOR","No",
"DYNA-GRO K-L-N ROOTING CONCENTRATE","DYNA-GRO","87394-3",,"INDOLE-3-BUTYRIC ACID, 1- NAPTHALENEACETIC ACID","PLANT GROWTH REGULATOR","NO",
"Captain Jack's Slug Magic Makes Slugs Disappear","Bonide Products, Inc.","67702-3-4",,"Iron Phosphate","Molluscicide","No",
"Escar-Go Slug & Snail Bait","Gardens Alive, Inc.","67702-3-56872",,"Iron Phosphate","Molluscicide","No",
"FERROX AQ","W NEUDORFF GMBH KG","67702-49",,"IRON PHOSPHATE","SLUG AND SNAIL BAIT","YES",
"SLUGGO","LAWN & GARDEN PRODUCTS INC.","67702-3-54705",,"IRON PHOSPHATE","INVERTEBRATE CONTROL","No",
"SLUGGO MAXX","W.NEUDORFF GMBH KG","67702-55",,"IRON PHOSPHATE","MOLLUSCICIDE","Yes",
"BONIDE SLUG MAGIC MAKES SLUGS DISAPPEAR","BONIDE PRODUCTS INC","67702-3-4",,"IRON PHOSPHATE (FEPO4)","INVERTEBRATE CONTROL","No",
"FIRST CHOICE SLUGGO SNAIL AND SLUG BAIT","LOVELAND PROD./CROP PROTECTION SVCS","67702-3-34704",,"IRON PHOSPHATE (FEPO4)","INVERTEBRATE CONTROL","Yes",
"LOVELAND LEAF LIFE SLUGGO SNAIL AND SLUG BAIT","LOVELAND PROD./CROP PROTECTION SVCS","67702-3-34704",,"IRON PHOSPHATE (FEPO4)","INVERTEBRATE CONTROL","Yes",
"ORTHO ELEMENTALS SLUG & SNAIL KILLER","ORTHO GROUP  THE","67702-3-239",,"IRON PHOSPHATE (FEPO4)","INVERTEBRATE CONTROL","Yes",
"ANCORA","OHP, INC.","70051-19-59807",,"ISARIA FUMOSOROSEA","INSECTICIDE","Yes",
"PREFERAL MICROBIAL INSECTICIDE","SEPRO CORPORATION","70051-19-67690",,"ISARIA FUMOSOROSEA","INSECTICIDE","Yes",
"PFR-97 10% ES","Certis USA LLC","70051-133",,"Isaria fumosorosea Apopka Strain 97","Microbial Insecticide","Yes",
"PFR-97 20% WDG","CERTIS","70051-19",,"ISARIA FUMOSOROSEA APOPKA STRAIN 97","INSECTICIDE","YES",
"ANCORA MICROBIAL INSECTICIDE","OHP, INC.","70051-19-59807",,"ISARIA FUMOSOROSEA APOPKA STRAIN 97 (ATCC 20874)","INSECTICIDE","YES",
"NO FLY WP","FUTURECO BIOSCIENCE S.A.","88664-1",,"ISARIA FUMOSOROSEA STRAIN FE 9901","MYCOINSECTICIDE","YES",
"ISARID","KOPPERT BIOLOGICAL SYSTEMS","89635-5",,"ISARIA FUMOSOROSEA STRAIN FE 9901*","MYCOINSECTICIDE","Yes",
"ECO E-RASE","IJO PRODUCTS  LLC","68186-1",,"JOJOBA OIL","FUNGICIDE, INSECTICIDE","Yes",
"Surround At Home Crop Protectant","GardensAlive, Inc.","61842-18-56872",,"Kaolin","Crop Protectant","No",
"NOVASOURCE SURROUND WP CROP PROTECTANT","TESSENDERLO KERLEY INC.","61842-18",,"KAOLIN","FUNGICIDE, INSECTICIDE, PGR - GENERAL, VERTABRATE REPELLENT","Yes",
"FLAT LINE","DAKINE 420 HIGH YIELD SCIENCE","NA",,"LEMON GRASS OIL, GARLIC OIL","INSECT REPELLENT","NO",
"ECO-1 40","ARBORJET INC","N/A",,"LINSEED OIL, ROSEMARY OIL, THYME OIL","BROAD-SPECTRUM INSECTICIDE, MITICIDE, FUNGICIDE","NO",
"ECO-1 FRUIT & VEGETABLE SPRAY BOTANICAL INSECT, MITE & DISEASE CONTROL","ARBORJET","NA",,"LINSEED OIL, ROSEMARY OIL, THYME OIL, PEPPERMINT OIL","INSECT, MITE & DISEASE CONTROL","NO",
"ECO-1 FRUIT & VEGETABLE SPRAY CONCENTRATE BOTANICAL INSECT, MITE & DISEASE CONTROL","ARBORJET","NA",,"LINSEED OIL, ROSEMARY OIL, THYME OIL, PEPPERMINT OIL","INSECT, MITE & DISEASE CONTROL","NO",
"ECO-1 GARDEN SPRAY CONCENTRATE, VEGAN","ARBORJET INC","N/A",,"LINSEED OIL, THYME OIL, PEPPERMINT OIL","INSECTICIDE, FUNGICIDE, MITICIDE","NO",
"ECO-1 READY TO USE GARDEN SPRAY, VEGAN","ARBORJET INC","N/A",,"LINSEED OIL, THYME OIL, PEPPERMINT OIL","INSECTICIDE, MITICIDE, FUNGICIDE","NO",
"MET 52 EC","NOVOZYMES BIOLOGICALS INC.","70127-10",,"METHARHIZIUM ANISOPLIAE STRAIN F52","BIOLOGICAL INSECTICIDE","YES",
"PROTEC-T","ACQUA CONCEPTS INC","87809-1",,"METHYL MERCAPTAN","GOPHER REPELLENT","YES",
"ALL SEASONS HORTICULTURE & DORMANT SPRAY OIL CONCENTRATE","BONIDE PRODUCTS INC","4-80XXXX",,"MINERAL OIL","INSECTICIDE, FUNGICIDE","No",
"RTSA HORTICULTURE OIL","RAINBOW TREECARE SCIENTIFIC ADVANCEMENTS","74779-9",,"MINERAL OIL","INSECTICIDE, MITICIDE","YES",
"FIRST CHOICE NARROW RANGE 415 SPRAY OIL","LOVELAND PROD./CROP PROTECTION SVCS","34704-1025",,"MINERAL OIL/PETROLEUM DISTILLATE","FUNGICIDE, INSECTICIDE","Yes",
"LEAF LIFE GAVICIDE GREEN 415","LOVELAND PROD./CROP PROTECTION SVCS","34704-1028",,"MINERAL OIL/PETROLEUM DISTILLATE","FUNGICIDE, INSECTICIDE","Yes",
"LOVELAND NARROW RANGE 415 SPRAY OIL","LOVELAND PROD./CROP PROTECTION SVCS","34704-1025",,"MINERAL OIL/PETROLEUM DISTILLATE","FUNGICIDE, INSECTICIDE","Yes",
"MASTER NURSERY PEST FIGHTER YEAR-ROUND SPRAY OIL /ORGANIC GARDENING","SUMMIT CHEMICAL COMPANY","6218-71",,"MINERAL OIL/PETROLEUM DISTILLATE","INSECTICIDE","No",
"SUMMIT YEAR-ROUND SPRAY OIL KILLS GARDEN INSECTS [4","SUMMIT CHEMICAL COMPANY","6218-71",,"MINERAL OIL/PETROLEUM DISTILLATE","INSECTICIDE","No",
"BIOCOVER SS","LOVELAND PROD./CROP PROTECTION SVCS","34704-809",,"MINERAL OIL/PETROLEUM DISTILLATE  LIGHT","FUNGICIDE, INSECTICIDE","Yes",
"BIOCOVER UL","LOVELAND PROD./CROP PROTECTION SVCS","34704-806",,"MINERAL OIL/PETROLEUM DISTILLATE  LIGHT","FUNGICIDE, INSECTICIDE","Yes",
"FERTI-LOME HORTICULTURAL OIL SPRAY","VOLUNTARY PURCHASING GROUPS","48813-1-7401",,"MINERAL OIL/PETROLEUM DISTILLATE  LIGHT","FUNGICIDE, INSECTICIDE","No",
"FERTI-LOME HORTICULTURAL OIL SPRAY R-T-SPRAY","VOLUNTARY PURCHASING GROUPS","48813-1-7401",,"MINERAL OIL/PETROLEUM DISTILLATE  LIGHT","FUNGICIDE, INSECTICIDE","No",
"GLACIAL SPRAY FLUID","LOVELAND PROD./CROP PROTECTION SVCS","34704-849",,"MINERAL OIL/PETROLEUM DISTILLATE  LIGHT","FUNGICIDE, INSECTICIDE","Yes",
"MASTER NURSERY PEST FIGHTER RTU YEAR-ROUND SPRAY OIL [8","SUMMIT CHEMICAL COMPANY","6218-78",,"MINERAL OIL/PETROLEUM DISTILLATE  LIGHT","INSECTICIDE","No",
"MITE-E-OIL INSECTICIDE- MITICIDE/SPRAY","HELENA CHEMICAL COMPANY","5905-302",,"MINERAL OIL/PETROLEUM DISTILLATE  LIGHT","INSECTICIDE","Yes",
"MONTEREY HORTICULTURAL OIL","LAWN & GARDEN PRODUCTS INC.","48813-1-54705",,"MINERAL OIL/PETROLEUM DISTILLATE  LIGHT","FUNGICIDE, INSECTICIDE","No",
"OMNI SUPREME SPRAY","HELENA CHEMICAL COMPANY","5905-368",,"MINERAL OIL/PETROLEUM DISTILLATE  LIGHT","FUNGICIDE, INSECTICIDE","yes",
"SUFFOIL-X","BIOWORKS INC","48813-1-68539",,"MINERAL OIL/PETROLEUM DISTILLATE  LIGHT","FUNGICIDE, INSECTICIDE, MITICIDE","Yes",
"SUMMIT R-T-U YEAR-ROUND SPRAY OIL","SUMMIT CHEMICAL COMPANY","6218-78",,"MINERAL OIL/PETROLEUM DISTILLATE  LIGHT","INSECTICIDE","No",
"TRITEK","BRANDT CONSOLIDATED","48813-1",,"MINERAL OIL/PETROLEUM DISTILLATE  LIGHT","FUNGICIDE, INSECTICIDE","Yes",
"RELOAD FUNGICIDE","BELCHIM CROP PROTECTION","87865-1",,"MONO- AND DIBASIC SODIUM, POTASSIUM, AND AMMONIUM PHOSPHITES","FUNGICIDE","YES",
"DREXEL PHITICIDE","DREXEL CHEMICAL COMPANY","19713-625",,"MONO- AND DIBASIC SODIUM, POTASSIUM AND AMMONIUM SALTS OF PHOSPHOROUS ACID","FUNGICIDE","Yes",
"ALUDE FUNGICIDE","NUFARM AMERICAS INC: AGT DIVISION","55146-83",,"MONO- AND DIBASIC SODIUM, POTASSIUM, AND AMMONIUM SALTS OF PHOSPHORUS ACID","FUNGICIDE","Yes",
"ORGANOCIDE PLANT DOCTOR","ORGANIC LABORATORIES","71962-1-70179",,"MONO- AND DIBASIC SODIUM, POTASSIUM, AND AMMONIUM SALTS OF PHOSPHORUS ACID","FUNGICIDE","No",
"PHOSTROL AGRICULTURAL FUNGICIDE","NUFARM AMERICAS INC: AGT DIVISION","55146-83",,"MONO- AND DIBASIC SODIUM, POTASSIUM, AND AMMONIUM SALTS OF PHOSPHORUS ACID","FUNGICIDE","Yes",
"RESIST 57","ACTAGRO LLC","82940-1",,"MONO- AND DI-POTASSIUM PHOSPHITE","FUNGICIDE","Yes",
