"county","project_name","address","city","management","contact_phone","total_units","single_room_occupancy","studio","_1_bedroom","_2_bedrooms","_3_bedrooms","_4_bedrooms"
"Douglas","Orchard Knoll","1401 NW Veterans Wy","Roseburg","Housing Authority of Douglas County","541-464-2690","65","64",,"1",,,
"Douglas","Parkside Village","2794 NE Douglas Ave","Roseburg","Guardian Real Estate Services","541-672-2214","36",,,,"18","18",
"Douglas","Princeton Court Apts","840 W Princeton Ave","Roseburg","Umpqua Community Property Management","541-672-4552","26",,,,"13","13",
"Douglas","Rice House","1047 SE Rice Ave","Roseburg","United Community Action Network (UCAN)","541-492-3506","1",,,,,,"1"
"Douglas","Rose Apts.","805 SE Stephens St","Roseburg",,"541-673-5588","40",,,,,,
"Douglas","Rose Villa Apts","2525 NE Stephens St","Roseburg","Cascade Management Inc.","541-673-0736","91",,"30","25","32","4",
"Douglas","Roseburg Project","2937 W Jay Ave","Roseburg","Cascade Management Inc.","541-673-2240","10",,,"10",,,
"Douglas","Sunset Apts","1800 NE Sunset","Roseburg","Umpqua Community Property Management","541-378-4233","31",,,"4","12","15",
"Douglas","Trillium Terrace","2970 W Toby Ct","Roseburg","United Community Action Network","541-492-3510","8",,,"8",,,
"Douglas","Vine Street Court","2166 NE Vine St","Roseburg","Housing Authority of Douglas County","541-672-9343","70",,,"12","36","22",
"Douglas","Westview Commons","1067 Lookingglass Rd","Roseburg","Viridian Management","541-440-3777","18",,,"17","1",,
"Douglas","Calapooia Crossing","279 Taylor St","Sutherlin","Umpqua Community Property Management","541-459-3947","11",,,"2","5","4",
"Douglas","Big Valley Apts","1350 E 1st Ave","Sutherlin","Viridian Management","541-440-3777","58",,,"44","14",,
"Douglas","Landing Place Apts","875 Landing St","Sutherlin","Umpqua Community Property Management","541-459-3947","3",,,,,"1","2"
"Douglas","Madison Place","588 E Central Ave","Sutherlin","United Community Action Network (UCAN)","541-492-3510","5",,"5",,,,
"Douglas","North Slope Village","1007 W 6th Ave","Sutherlin","Cascade Management Inc.","541-459-5504","24",,,"2","12","8","2"
"Douglas","Sunset House","1366 Sunset Ln","Sutherlin","United Community Action Network (UCAN)","541-492-3506","1",,,,,,"1"
"Douglas","Terrace Manor","1051 E Central Ave","Sutherlin","Viridian Management","541-863-4972","12",,,,"12",,
"Douglas","Blueridge Apts I","317 SW Hart Ave","Winston","Housing Authority of Douglas County","541-679-9505","71",,,"6","18","12",
"Douglas","Christy Court","189 Glenhart Ave","Winston","Guardian Real Estate Services","541-679-8819","34",,,"8","14","12",
"Douglas","Liberty Pointe Apts","220 SE Gregory Dr","Winston","United Community Action Network (UCAN)","541-492-3510","6",,,"6",,,
"Douglas","Mariposa Villa Apts","292 SE Gregory Dr","Winston","United Community Action Network (UCAN)","541-492-3510","9",,,"9",,,
"Douglas","New Vista Village","290 SE Gregory Dr","Winston","United Community Action Network (UCAN)","541-492-3510","7",,,,"7",,
"Douglas","Pine Tree Apts","209 NW Glenhart Ave","Winston","Guardian Real Estate Services","541-679-8819","36",,,"6","18","12",
"Douglas","Applegate Village","393 Alder St","Yoncalla","Housing Authority of Douglas County","541-673-6548","15",,,,"13","2",
"Gilliam","Columbia Hills Manor","350 W Hemlock St","Arlington","Cascade Management Inc.","541-454-0024","8",,,"2","6",,
"Gilliam","Summit Springs Village","133 S Church St","Condon","Summit Springs Corp.","541-384-2101","29",,,"29",,,
"Grant","Canyon Creek Court","105 SW 1st St","John Day","Taylor Real Estate","503-581-1813","18",,,"18",,,
"Grant","Meadowbrook Apts","555 E Main St","John Day","Dbsi Realty Corp.","541-575-0498","54",,,"30","24",,
"Grant","Kircher Korners","210 S Main St","Prairie City","Robert Phillips","541-620-0123","8",,,"8",,,
"Grant","Strawberry Village Apts","142 E 11th St","Prairie City","NE Oregon Housing Authority","541-910-0715","10",,,,"5","5",
"Harney","Marylhurst Apts","103 W A St","Burns","Lola McAllister","541-573-5209","18",,,"18",,,
"Harney","Quail Court Apts","800 S Imperial Ave","Burns","Glennie Property Investments, Inc.","503-371-8014","40",,,"10","14","12","4"
"Harney","Aspen Grove","611 Tennyson Ave","Hines","Concepts in Community Living","541-573-6956","22",,,,,,
"Harney","Saginaw Village","605 N Saginaw Ave","Hines","Cascade Management Inc.","541-573-5209","30",,,"20","10",,
"Hood River","Cascade Meadows Apts","30 SE Belle St","Cascade Locks","Columbia Cascade Housing Corp.","541-296-3397","13",,,"12","1",,
"Hood River","Columbia View Apts","40 SE Wasco St","Cascade Locks","Viridian Management","541-374-0061","12",,,"1","11",,
"Hood River","Riverview Terrace","24 NW Clark St","Cascade Locks","Grand Management Services, Inc.","541-374-8894","24",,,,"24",,
"Hood River","Arends Place","930 Sieverkropp Dr","Hood River","Cascade Management Inc.","541-386-6788","62",,,"35","21","6",
"Hood River","Rio Bella Heights","1600 9th Ct","Hood River","Cascade Management Inc.","541-387-0331","26",,,,"12","14",
"Hood River","Columbia View Apts","1695 Oak St","Hood River","Shelby Vincent","541-386-2970","47",,,"10","26","11",
"Hood River","Hood River Crossing","3145 Cascade Ave","Hood River","Cascade Management","541-387-0331","40",,,"5","29","6",
"Hood River","Indian Creek Court","1615 9th Ct","Hood River","Guardian Real Estate Services","541-386-6607","48",,,"18","26","4",
"Hood River","Indian Creek Village Apts","1585 9th Ct","Hood River","Guardian Real Estate Services","541-386-6607","56",,,"20","36",,
"Hood River","Providence Dethman House","1950 Montebello Ave","Hood River","Providence Supportive Housing","541-387-8278","27",,,,,,
"Hood River","Rio Bella Apts","1650 Hope Ave","Hood River","Cascade Management Inc.","541-387-0331","54",,,,"27","27",
"Hood River","Wind River Place","955 Sieverkropp Dr","Hood River","Cascade Management Inc.","541-386-6788","32",,,,"18","7","7"
"Hood River","Wyeast Vista","1800 8th St","Hood River","Cascade Management Inc.","503-386-7009","25",,,,"8","9","8"
"Jackson","Ashley Gardens Apts","245 Tolman Creek Rd","Ashland","CBM Property Management","541-482-8214","40",,,"8","28","4",
"Jackson","Ashley Senior Center Apts","2301 Siskiyou Blvd","Ashland","CBM Property Management","541-488-2635","83",,"29","54",,,
"Jackson","Bridget Street","404 Bridge St","Ashland","ACCESS","541-779-6691","4",,,,"2","2",
"Jackson","Chestnut Apts","450 Chestnut St","Ashland","Housing Authority of Jackson County","541-779-5785","4",,,,"2","2",
"Jackson","Grant Street Apts","264 Grant St","Ashland","ACCESS","541-779-6691","2",,,,"2",,
"Jackson","Hyde Park","2272 Dollarhide Wy","Ashland","ACCESS","541-779-6691","6",,,"3","1","2",
"Jackson","Parkview Apts","43 Garfield St","Ashland","ACCESS","541-779-6691","6",,"2",,"3","1",
"Jackson","Snowberry Brook","2261 Villard St","Ashland","Housing Authority of Jackson County","541-779-5785","60",,,"12","38","10",
"Jackson","Star Thistle Apts","1971 Siskiyou Blvd","Ashland","Options for Southern Oregon","541-476-2373","11",,,"11",,,
"Jackson","Stratford Apts","553 Clay St","Ashland","Viridian Management","541-482-2366","51",,,"17","29","5",
"Jackson","Central Point Retirement Community","410 Richardson Dr","Central Point","Pacific Retirement Services","541-664-0345","62",,,"62",,,
"Jackson","Countryside Apts","501 Countryside Dr","Central Point","Housing Authority of Jackson County","541-779-5785","2",,,,"2",,
"Jackson","Eighth Street Apts","20 S 8th St","Central Point","Robert R. Smith","541-201-0010","10",,,"10",,,
"Jackson","Liberty Place Apts","405 N 2nd St","Central Point","Housing Authority of Jackson County","541-779-5785","16",,,"8","8",,
"Jackson","Penny Lane Apts","445 N 2nd St","Central Point","Housing Authority of Jackson County","541-779-5785","12",,,"6","6",,
"Jackson","Scenic Heights Apts","1847 Scenic Ave","Central Point","Housing Authority of Jackson County","541-779-5785","47",,,"10","30","7",
"Jackson","West Pine Terrace","345 W Pine St","Central Point","Housing Authority of Jackson County","541-779-5785","50",,,,"50",,
"Jackson","Willow Glen Apts","1200 Cherry St","Central Point","Housing Authority of Jackson County","541-779-5785","74",,,,"52","22",
"Jackson","Butte Creek Apts","113 Onyx St","Eagle Point","Cascade Management Inc.","541-826-3401","32",,,"8","20","4",
"Jackson","Lorraine Court","333 Lorraine Ave","Eagle Point","Cascade Management Inc.","541-476-1141","22",,,"10","12",,
"Jackson","Mill Creek Apts","101 Onyx St","Eagle Point","Housing Authority of Jackson County","541-779-5785","8",,,,"4","4",
"Jackson","Royal Loto Apts","110 Loto St","Eagle Point","Pacific Retirement Services","541-826-6930","16",,"8","7","1",,
"Jackson","Shasta Square","519 S Shasta Ave","Eagle Point","Cascade Management Inc.","541-476-1141","44",,,"4","32","8",
"Jackson","Triple J Apts","247 Lorraine Ave","Eagle Point","Cascade Management Inc.","541-826-3548","8",,,"8",,,
"Jackson","Rose Garden Apts","459 4th Ave","Gold Hill","Housing Authority of Jackson County","541-779-5785","8",,,,"8",,
"Jackson","Big Valley Apts","556 G St","Jacksonville","Chrisman Development","541-899-1929","24",,,"24",,,
"Jackson","11th St Retreat","711 W 11th St","Medford","Housing Authority of Jackson County","541-779-5785","11",,,,"11",,
"Jackson","ARC Apts","119 N Central Ave","Medford","Housing Authority of Jackson County","541-779-5785","6",,,"6",,,
"Jackson","Autumn Glen","2235 Table Rock Rd","Medford","Housing Authority of Jackson County","541-779-5785","14",,,"12","2",,
"Jackson","Barnett Townhomes","1852 E Barnett Rd","Medford","Housing Authority of Jackson County","541-779-5785","82",,,,"21","40","21"
"Jackson","Birch Corners","3 Summit Ave","Medford","ACCESS","541-779-6691","8",,,"6","2",,
"Jackson","Canterbury Hills","3693 Arrowhead Dr","Medford","Housing Authority of Jackson County","541-779-5785","48",,,"14","24","10",
"Jackson","Catalpa Shade Apts","2646 Merriman Rd","Medford","Cascade Management Inc.","541-476-1141","21",,,"16","5",,
"Jackson","Cherry Creek","1020 N Berkeley Wy","Medford","Housing Authority of Jackson County","541-779-5785","50",,,"14","20","16",
"Jackson","The Concord","100 N Grape St","Medford","Housing Authority of Jackson County","541-779-5785","49",,,"20","29",,
"Jackson","Conifer Gardens","700 Royal Ave","Medford","Cascade Management Inc.","541-779-8262","52",,"16","36",,,
"Jackson","Coronado Apt.","1800 Crater Ave","Medford","ColumbiaCare Services Inc.","541-858-8170","1",,,,"1",,
"Jackson","Cottonwood Apts","717 N Ross Lane","Medford","ACCESS","541-779-6691","5",,,,,,
"Jackson","Crater Lake Retreat","2166 Crater Lake Ave","Medford","Housing Authority of Jackson County","541-779-5785","4",,,,"4",,
"Jackson","Delta Waters","3397 Delta Waters Rd","Medford","OnTrack","541-772-1777","18",,,"12","6",,
"Jackson","Elk Street Townhomes","81 Elk St","Medford","Housing Authority of Jackson County","541-779-5785","13",,,,"13",,
"Jackson","Finley Square","2300 Finley Ln","Medford","Housing Authority of Jackson County","541-779-5785","40",,,"20","20",,
"Jackson","Four Oaks","428 W 4th St","Medford","ACCESS","541-779-6691","7",,,"6","1",,
"Jackson","Franquette Street","515 Franquette St","Medford","OnTrack","541-772-1777","6","6",,,,,
"Jackson","Glen Ridge Terrace","690 Black Oak Dr","Medford","PRS","541-779-8393","46",,,,,,
"Jackson","Grand Apts","202 N Front St","Medford","Housing Authority of Jackson County","541-779-5785","26",,"3","23",,,
"Jackson","Grape Street House","404 S Grape St","Medford","OnTrack","541-772-1777","8","8",,,,,
"Jackson","Holly Court Apts","240 N Holly St","Medford","ACCESS","541-779-6691","8",,,"4","4",,
"Jackson","Holly Street Apts","325 S Holly St","Medford","Housing Authority of Jackson County","541-779-5785","6",,,,"3","3",
"Jackson","Larson Creek Retirement Center","1025 Ellendate Dr","Medford","Pacific Retirement Services","541-779-8393","40",,,"40",,,
"Jackson","Lilac Meadow","3001 Cummings Rd","Medford","Housing Authority of Jackson County","541-779-5785","82",,,"13","43","22","4"
"Jackson","Lions Cottage","205 N Holly St","Medford","ACCESS","541-779-6691","4",,,"2","2",,
"Jackson","Main Street Apts","1608 W Main St","Medford","Housing Authority of Jackson County","541-779-5785","8",,,,"8",,
"Jackson","Maple Terrace","13 Mace Rd","Medford","Housing Authority of Jackson County","541-779-5785","82",,,"22","48","12",
"Jackson","Mountain Vista","1947 W Stewart Ave","Medford","Viridian Management","541-426-3820","44",,,"8","29","7",
"Jackson","Mulberry Court","2120 Table Rock Rd","Medford","CPM Real Estate Services, Inc.","541-772-4562","30",,,,,,
"Jackson","Narregan Apts","1003 Narregan St","Medford","Housing Authority of Jackson County","541-779-5785","9",,,,,"9",
"Jackson","New Medford Apts","406 W Main St","Medford","Viridian Management","541-772-1303","74",,,"74",,,
"Jackson","Northwood Apts","777 Northwood St","Medford","Medford Better Housing","541-772-4180","36",,,"18","18",,
"Jackson","Orange Street","35 N Orange St","Medford","Jackson County","541-774-8201","5",,"5",,,,
"Jackson","Osprey Apts","250 Berrydale Ave","Medford","Housing Authority of Jackson County","541-779-5785","12",,,,"12",,
"Jackson","Quail Ridge Retirement Community","1055 Ellendate Dr","Medford","Pacific Retirement Services","541-857-7887","60",,,"60",,,
"Jackson","Rocky Rd/Carmel Circle","728 Rocky Road Dr","Medford","Housing Authority of Jackson County","541-779-5785","4",,,,"2","2",
"Jackson","Rogue River Estates","1395 Poplar Dr","Medford","Housing Authority of Jackson County","541-779-5785","94",,"12","81","1",,
"Jackson","Ross Knotts Retirement Center","2874 Creekside Cir","Medford","Pacific Retirement Services","541-857-7605",,,,,,,
"Jackson","Royal Apts","726 Royal Ave","Medford","Housing Authority of Jackson County","541-779-5785","86",,,"8","66","12",
"Jackson","Schuler Apts","38 N Oakdale Ave","Medford","CPM Real Estate Services, Inc.","541-773-6400","30","2",,"28",,,
"Jackson","Seroba Circle","161 Seroba Cir","Medford","Housing Authority of Jackson County","541-779-5785","12",,,,,,"12"
"Jackson","Sheraton Court","3047 Sheraton Ct","Medford","Housing Authority of Jackson County","541-779-5785","10",,,,,"8","2"
"Jackson","Southernaire","2578 Table Rock Rd","Medford","Housing Authority of Jackson County","541-779-5785","58",,,"3","38","17",
"Jackson","Spring Street Apts","750 Spring St","Medford","Cascade Management Inc.","541-779-7908","56",,,"50","6",,
"Jackson","Stevens Place","1105 Stevens St","Medford","Viridian Management","541-857-0616","49",,,"16","21","9","3"
"Jackson","Summit Street Apts","736 Summit Ave","Medford","Housing Authority of Jackson County","541-779-5785","6",,,,,"6",
"Jackson","Swing Lane","766 Swing Lane","Medford","ColumbiaCare Services Inc.","541-858-8170","8",,,,,,
"Jackson","Table Rock Apts","2158 Table Rock Rd","Medford","Housing Authority of Jackson County","541-779-5785","30",,"8","12","10",,
"Jackson","T'Morrow for the Elderly","1377 Morrow Rd","Medford","Medford Better Housing","541-772-4180","36",,,"36",,,
"Jackson","Valley Pines Apts","645 Royal Ave","Medford","Cascade Management Inc.","541-779-7316","120",,"42","42","30","6",
"Jackson","West Main Apts","1608 W Main St","Medford","Housing Authority of Jackson County","541-779-5785","8",,,,"8",,
"Jackson","Woodrow Pines","1090 Woodrow Ln","Medford","ACCESS","541-779-6691","10","4",,"6",,,
"Jackson","Victory Place","520 Front Street","Medford","ACCESS","541-779-6691","16",,"8","8",,,
"Jackson","Brookside Village Apts","933 N Rose St","Phoenix","Viridian Management","541-535-5916","40",,,"40",,,
"Jackson","Rose Court Apts","1178 N Rose St","Phoenix","Viridian Management","541-535-5916","36",,,"36",,,
"Jackson","Rogue Terrace","641 N River Rd","Rogue River","Cascade Management Inc.","541-582-4872","32",,,"32",,,
"Jackson","Sunnyslope Apts","621 N River Rd","Rogue River",,"541-582-0088","36",,,"36",,,
"Jackson","Valerie Hills Apts","701 N River Rd","Rogue River","Cascade Management Inc.","541-582-2757","42",,,"2","38","2",
"Jackson","Woodville Village","199 Rogue Ln","Rogue River","Cascade Management Inc.","541-582-4872","36",,,"36",,,
"Jackson","Quail Run","20 Erickson Ave","Shady Cove","Housing Authority of Jackson County","541-779-5785","24",,,"18","6",,
"Jackson","Shady Oaks Apts","55 Erickson Ave","Shady Cove","Ed Plume","541-878-2096","8",,,"8",,,
"Jackson","Anderson Vista","571 Talent Ave","Talent","Housing Authority of Jackson County","541-779-5785","36",,,,,,
"Jackson","Holiday Gardens Apts","220 Holiday Ln","Talent","Viridian Management","541-535-5866","56",,,"56",,,
"Jackson","Patio Village","233 Eva Wy","Talent","Housing Authority of Jackson County","541-779-5785","64",,,"18","46",,
"Jackson","Talent Duplexes","203 West St","Talent","Housing Authority of Jackson County","541-779-5785","6",,,,"4","2",
"Jackson","Agate Village","7770 Division Rd","White City","Cascade Management Inc.","541-476-1141","32",,,"6","26",,
"Jackson","Antelope Village Apts","7655 Garrison Ave","White City","Cascade Management Inc.","541-826-4409","22",,,"10","12",,
"Jackson","Freedom Square Apts","3442 Avenue E","White City","Housing Authority of Jackson County","541-779-5785","34",,,"16","14","4",
"Jackson","Patriot Station","8400 Division Rd","White City","Housing Authority of Jackson County","541-779-5785","53",,,"20","17","16",
"Jefferson","Canyon Villa Estates","306 SW C St","Madras","Epic Property Management","541-475-3202","19",,,,"15","4",
"Jefferson","Canyon East","280 NW Jefferson St","Madras","Epic Property Management","541-420-7765","24",,,,"8","12","4"
"Jefferson","Chennai Landing","645 SE Marshall","Madras","Epic Property Management","541-475-5743","24",,,,"12","12",
"Jefferson","Golden Age Manor","289 SW C St","Madras","RM & K Development","541-475-3202","24",,,"24",,,
"Jefferson","Jefferson Court Apts","319 SW  G  St","Madras","Viridian Management","541-475-7554","24",,"12","8","4",,
"Jefferson","Madison Apts","950 SW Madison St","Madras","Viridian Management","541-475-3007","30",,,"5","19","6",
"Jefferson","Madras Estates","242 SW 3rd St","Madras","Cascade Management Inc.","541-475-1969","36",,,"8","12","16",
"Jefferson","Menta Park","280 NE Jefferson","Madras","Epic Property Management","541-420-7765","20",,,,"4","10","6"
"Jefferson","Willow Creek Apts","410 NE Oak St","Madras","Viridian Management","541-475-2028","40",,,,,,
"Jefferson","Greeley Heights","Bear Dr & Jefferson St","Warm Springs","Warm Springs Housing Authority","541-553-3250","35",,,,,,
"Josephine","Siskiyou Village","310 W Lister St","Cave Junction","Grand Management Services, Inc.","541-572-3611","20",,,,"20",,
"Josephine","Valley Village","510 W Shumacher St","Cave Junction","Cascade Management Inc.","541-592-4916","32",,,"24","8",,
"Josephine","Apple Rogue Apts","929 SE 8th St","Grants Pass","Cascade Management Inc.","541-476-7714","16",,,"16",,,
"Josephine","Blackberry Knoll Apts","2149 NW North Hill Dr","Grants Pass","Options for Southern Oregon","541-471-6129","12",,"11","1",,,
"Josephine","Carnahan Court","1644 Carnahan Dr","Grants Pass","Options for Southern Oregon","541-476-2373","10",,,"10",,,
"Josephine","The Cedars","1935 SW Hungry Hill Dr","Grants Pass","Options for Southern Oregon","541-476-2373","11",,,"11",,,
"Josephine","Champion Park Apts","1656 Kellenbeck Ave","Grants Pass","Kellenbeck Property Management","541-474-2840","36",,,,"24","12",
"Josephine","Foothill Retirement Center","2031 NE D St","Grants Pass","Pacific Retirement Services","541-471-9425","44",,,"44",,,
"Josephine","Freedom House","1055 SE Clarey Ave","Grants Pass","Options for Southern Oregon","541-476-2373","7","7",,,,,
"Josephine","Golden Rain Apts","845 NE Victoria St","Grants Pass","Cascade Management Inc.","541-476-1141","38",,,"38",,,
"Josephine","Grants Pass Senior Housing","1465 NE 10th St","Grants Pass","Lovelace Properties","541-474-0225","58",,,"58",,,
"Josephine","Harbeck Village","1760 Harbeck Rd","Grants Pass","Lovelace Properties","541-955-9251","48",,,,"12","24","12"
"Josephine","Holiday Park Garden Apts","1051 E Park St","Grants Pass","Viridian Management","541-471-6384","124",,,"124",,,
"Josephine","Jade East","820 NE D St","Grants Pass","Housing Authority of Jackson County","541-779-5785","30",,"4","10","8","8",
"Josephine","Jasmine Park","501 NE Anderson St","Grants Pass","Lovelace Properties","541-471-9477","43",,,"39","4",,
"Josephine","Jefferson Court","810 NE Victoria St","Grants Pass","Cascade Management","541-476-7714","24",,"12","8","4",,
"Josephine","Manzanita House","540 NW Manzanita Ave","Grants Pass","Options for Southern Oregon","541-476-2373","7",,"7",,,,
"Josephine","Northglen","1624 Carnahan Dr","Grants Pass","Options for Southern Oregon","541-476-2373","5",,,,,,
"Josephine","Oak View Gardens","401 NE Anderson","Grants Pass","Lovelace Properties","541-471-6123","60",,,"60",,,
"Josephine","Pardee Lane House","105 Pardee Ln","Grants Pass","Grants Pass Property Management","541-476-8967","5",,,"5",,,
"Josephine","Red Oak Manor","915 SW L St","Grants Pass","Options for Southern Oregon","541-476-2373","8",,,"8",,,
"Josephine","Rivertree Apts","224 SW Rogue River Ave","Grants Pass","Housing Authority of Jackson County","541-779-5785","27",,,"8","13","4","2"
"Josephine","Rogue View Gardens","1100 Fruitdale Dr","Grants Pass","Lovelace Properties","541-474-1764","60",,,"1","57","2",
"Josephine","Victoria Arms","830 NE Victoria St","Grants Pass","Cascade Management Inc.","541-476-7714","16",,,"16",,,
"Josephine","Willows Apts","300 SE M St","Grants Pass","Options for Southern Oregon","541-476-2373","9",,,"9",,,
"Klamath","Bonanza Apts","31770 Yonna St","Bonanza","Klamath Housing Authority","541-884-0649","8",,,,"8",,
"Klamath","Pe Peep' Aak","502 Charley Ave","Chiloquin","The Klamath Tribes","541-783-2396","14",,,,,,
"Klamath","Applegate Trail Apts","4520 Bristol Ave","Klamath Falls","Bowen Property Management","503-274-8406","49",,,"6","27","16",
"Klamath","Country Village","5500 Norgold Ln","Klamath Falls","Klamath Housing Authority","541-884-0649","24",,,,,,
"Klamath","Crestview Commons","3900 Hilyard Ave","Klamath Falls","Rembold Co.","541.564.0727","64",,,"10","42","12",
"Klamath","High Valley Estates","1333 Avalon St","Klamath Falls","Northwest Real Estate Capital Corp.","541-883-3106","36",,,,"12","24",
"Klamath","Iris Glen Townhomes","135 Old Fort Rd","Klamath Falls","Klamath Housing Authority","541-884-0649","36",,,"12","20","4",
"Klamath","Lake Park Towers","203 Main St","Klamath Falls","Robert Bogatay","541-882-2335","39",,"5","34",,,
"Klamath","Liberty Park Village","231 E Main","Klamath Falls","Klamath Housing Authority","541-884-0649","8",,,,,,
"Klamath","Sky Meadows","Homedale Rd","Klamath Falls","Klamath Housing Authority","541-884-0649","36",,,,,,
"Klamath","Trail's View Apts","2503 Crest St","Klamath Falls","Klamath Housing Authority","541-884-0649","8",,,"8",,,
"Klamath","Union Station","2451 Union Ave","Klamath Falls","SoCo Development","541-882-1869","5",,,,"5",,
"Klamath","Victory Commons","Michigan Ave","Klamath Falls","Klamath Housing Authority","541-884-0649","10",,,"7","2","1",
"Klamath","Merrill Apts","656 W 3rd St","Merrill","Klamath Housing Authority","541-884-0649","12",,,,"12",,
"Lake","Aspen Court","738 Center St","Lakeview","Klamath Housing Authority","541-884-0649","16",,,"16",,,
"Lake","Lakeview Commons","555 S 9th St","Lakeview","Klamath Housing Authority","541-884-0649","28",,,"12","12","3","1"
"Lane","Corey Commons","2000 S 8th St","Cottage Grove","St Vincent de Paul of Lane County","541-687-5820","21",,,,,,
"Lane","Cottage Grove Housing","900 N Douglas St","Cottage Grove","Lovelace Properties","541-942-3643","40",,,"40",,,
"Lane","Gateway Apts","125 Gateway Blvd","Cottage Grove","DMP Investments","541-942-7642","37",,,"1","26","10",
"Lane","Jefferson Park Apts","325 S 5th St","Cottage Grove","Umpqua Community Property Management","541-942-4808","53",,,"48","5",,
"Lane","Omer Apts","534 E Main St","Cottage Grove","St Vincent de Paul of Lane County","541-687-5820","12",,,,,,
"Lane","Riverview Terrace","925 W Main St","Cottage Grove","Housing & Community Services Agency (HACSA)","541-682-3755","60",,,"60",,,
"Lane","South Lane Transitional","1345 Birch Ave","Cottage Grove","South Lane MH","503-942-2850","1",,,,,,"1"
"Lane","Witherspoon Court Apts","1390 Pennoyer Ave","Cottage Grove","Cascade Management Inc.","541-767-0732","20",,,"20",,,
"Lane","Camas Apts","420 S 2nd St","Creswell","Cascade Management Inc.","541-895-3990","36",,,"4","32",,
"Lane","Cresview Villa","350 S 2nd St","Creswell","Housing & Community Services Agency (HACSA)","541-682-3755","34",,,"34",,,
"Lane","15th St Duplex & 4 Plex","447 E 15th Ave","Eugene","Jennings Group, Inc.","541-683-2271","6",,,"6",,,
"Lane","Abbie Lane","1011 Abbie Ln","Eugene","Housing & Community Services Agency (HACSA)","541-682-3755","25",,,,"13","12",
"Lane","Apple Orchard","2670 Edgewood Dr","Eugene","Cambridge Real Estate Services","541-461-3060","40",,"20","20",,,
"Lane","Arthur Street Duplexes","1533 Arthur St","Eugene","Shangri-La","503-581-1732","2",,,,,,
"Lane","Aurora Building","100 E 11th Ave","Eugene","St Vincent de Paul of Lane County","541-687-5820","54",,"11","35","8",,
"Lane","Bascom Village","3077 Matt Dr","Eugene","Cascade Management Inc.","541-525-8228","48",,,"16","21","11",
"Lane","Cabana Apts","2525 Portland St","Eugene","ColumbiaCare Services Inc.","541-858-8170","21",,,"17","4",,
"Lane","Capital Manor","2420 Willakenzie Rd","Eugene","Income Property Management","541-344-1452","36",,,,"31","5",
"Lane","Cedars Apts","25 W 30th Ave","Eugene","Jennings Group, Inc.","541-485-1718","3",,,"3",,,
"Lane","Coburg Road Apts","1121 Coburg Rd","Eugene","Bennett Management","541-342-3457","35",,,"2","21","12",
"Lane","Delta Court","850 Hunsaker Ln","Eugene","Cambridge Real Estate Services","541-461-3060",,,,,,,
"Lane","Firwood Apts","2111 W 12th","Eugene","Housing & Community Services Agency (HACSA)","541-682-3755","90",,,,,,
"Lane","Firwood Manor","1877 Brewer Ave","Eugene","Guardian Real Estate Services","541-687-0946","79",,,"42","28","9",
"Lane","Fourteen Pines","2784 Willakenzie Rd","Eugene","Housing & Community Services Agency (HACSA)","541-485-2299","65",,,"20","32","13",
"Lane","Garfield Apts","120 N Garfield St","Eugene","St Vincent de Paul of Lane County","541-687-5820","9",,,,,,
"Lane","Green Leaf Village","2755 W Lone Oak Lp","Eugene","Cambridge Real Estate Services","541-461-3060","34",,"6","4","22","2",
"Lane","Hawthorn Apts","2988 Oak St","Eugene","Cascade Management Inc.","541-683-6734","35",,,"35",,,
"Lane","Hawthorne Park","3400 Hawthorne Ave","Eugene","Umbrella Properties, Inc.","541-688-1128","30",,,"8","14","8",
"Lane","Hope Circle","342 Hope Lp","Eugene","St Vincent de Paul of Lane County","541-687-5820","12",,,,"12",,
"Lane","Jacobs Lane","3450 Jacobs Ln","Eugene","Cascade Management Inc.","541-461-2279","63",,"11","22","20","10",
"Lane","Kingsley Court","1755 Kingsley Rd","Eugene","Pacific Retirement","541-338-4300","68",,,"68",,,
"Lane","Lamb Building","1135 Hayes St","Eugene","St Vincent de Paul of Lane County","541-687-5820","35",,,,,,
"Lane","Lamplighter Apts","190 E 24th Ave","Eugene","St Vincent de Paul of Lane County","541-687-5820","15",,,"5","10",,
"Lane","Laurel Court Apts","3420 Jacobs Ln","Eugene","Laurel Hill Center","541-689-3967","17",,,"16","1",,
"Lane","Laurel Gardens","1775 W 12th Ave","Eugene","Cascade Management Inc.","541-302-3353","41",,,"41",,,
"Lane","Laurel Grove Apts","1880 Cleveland St","Eugene","Laurel Hill Center","541-689-3967","16",,,"15","1",,
"Lane","Lawrence Court","377 W 8th Ave","Eugene","Sterling Management","541-343-0433","51",,,"51",,,
"Lane","Mac MacDonald","1055 Bennett Ln","Eugene","St Vincent de Paul of Lane County","541-687-5820","24",,,"16","8",,
"Lane","Mainstream Apts","433 W 8th Ave","Eugene","Mainstream Housing, Inc.","541-484-4868","9",,"1","5","3",,
"Lane","Maplewood Meadows","2855 Matt Dr","Eugene","Housing & Community Services Agency (HACSA)","541-682-3755","38",,,,,"35","3"
"Lane","Mary Skinner Apts","335 W 2nd Ave","Eugene","St Vincent de Paul of Lane County","541-687-5820","40",,"40",,,,
"Lane","Oak Leaf Village","205 Green Ln","Eugene","Cambridge Real Estate Services","541-461-3060","14",,,,,,
