"Agency, Board, Commission, Branch",Meeting Title,Short Description,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
Transportation Department,Oregon Transportation Commission,Oregon Transportation Commission,04/18/2019 04:00:00 PM,"Transportation Building, 355 Capitol St NE", Salem,OR,,Yes,Jacque Carlisle,,otcadmin@odot.state.or.us,,,,Jacque Carlisle,,otcadmin@odot.state.or.us,,,,,,,,,
Transportation Department,Oregon Transportation Commission,Oregon Transportation Commission,03/21/2019 04:00:00 PM,"Transportation Building, 355 Capitol St NE", Salem,OR,,Yes,Jacque Carlisle,,otcadmin@odot.state.or.su,,,,Jacque Carlisle,,otcadmin@odot.state.or.us,,,,,,,,,
Transportation Department,Oregon Transportation Commission,Oregon Transportation Commission,02/21/2019 04:00:00 PM,"Transportation Building, 355 Capitol St NE", Salem,OR,,Yes,Jacque Carlisle,,otcadmin@odot.state.or.us,,,,Jacque Carlisle,,otcadmin@odot.state.or.us,,,,,,,,,
Transportation Department,Oregon Transportation Commission,Oregon Transportation Commission,01/17/2019 04:00:00 PM,"Transportation Building, 355 Capitol St NE", Salem,OR,,Yes,Jacque Carlisle,,otcadmin@odot.state.or.us,,,,Jacque Carlisle,,otcadmin@odot.state.or.us,,,,,,,,,
Transportation Department,Connect Oregon Dedicated Projects Review Committee,,01/11/2019 05:00:00 PM,"ODOT Technical Leadership Center, Columbia Room, 4040 Fairview Industrial Dr. SE", Salem,OR,"ODOT received six pre-proposals for the Connect Oregon dedicated projects related to the Mid-Willamette Valley Intermodal Facility and Treasure Valley Intermodal Facility as specified in HB 2017 in December 2017. Three of these prospective projects have declined to continue to participate in the process. The remaining three project sponsors submitted their proposals by the September 30, 2018 deadline. In accordance with OAR 731-035-0065, the proposals have been reviewed by a neutral third party with economic analysis expertise. On Friday, a Final Review Committee will meet to review the proposals and make a recommendation to the Oregon Transportation Commission. The Commission will hear about the recommendations at its February 21, 2019 meeting and is expected to make funding decisions at its March 21, 2019 meeting.",Yes,John Boren,503.986.3703,John.Boren@odot.state.or.us,,https://goo.gl/maps/gQnVqGePmWu,,Leah Harrington,503.986.6625,Leah.D.Harrington@odot.state.or.us,,,,,https://www.oregon.gov/ODOT/Programs/TDD%20Documents/CO-Dedicated-Projects-FRC-012019-Agenda.pdf,,,,
Transportation Department,DMV Service Transformation Program Oversight Task Force to meet December 11,,12/11/2018 11:30:00 AM,"Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street NE", Salem,OR,"The DMV Service Transformation Program Oversight Task Force brings together expertise on Oregon Information Technology (IT) projects, legislative processes and private sector IT technical experiences. The Task Force, initiated in November 2015, has been meeting periodically to partner with ODOT and DMV leadership to review complex topics, ask tough questions and provide thoughtful counsel to STP leadership through the life of the program.",,Lauren Mulligan,503-947-4072,lauren.e.mulligan@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Oregon Transportation Commission,,12/06/2018 04:00:00 PM,355 Capitol St NE, Salem,OR,,Yes,Jacque Carlisle,,OTCAdmin@odot.state.or.us,,,,Jacque Carlisle,,OTCAdmin@odot.state.or.us,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,,,,
Transportation Department,Oregon Transportation Commission,,11/16/2018 04:00:00 PM,Best Western Premier Boulder Falls Inn and Conference Center 505 Mullins Drive, Lebanon,OR,,Yes,Jacque Carlisle,,OTCAdmin@odot.state.or.us,,,,Jacque Carlisle,,OTCAdmin@odot.state.or.us,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,,,,
Transportation Department,Oregon Transportation Commission,,10/19/2018 03:00:00 PM,"Oregon Gardens,  879 West Main Street", Silverton,OR,,Yes,Jacque Carlisle,,OTCAdmin@odot.state.or.us,,,,Jacque Carlisle,,OTCAdmin@odot.state.or.us,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,,,,
Transportation Department,DMV Service Transformation Program Oversight Task Force Meeting,,09/27/2018 10:30:00 AM,"Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street", Salem,OR,"The DMV Service Transformation Program Oversight Task Force brings together expertise on Oregon Information Technology (IT) projects, legislative processes and private sector IT technical experiences. The Task Force, initiated in November 2015, has been meeting periodically to partner with ODOT and DMV leadership to review complex topics, ask tough questions and provide thoughtful counsel to STP leadership through the life of the program.",No,Lauren Mulligan,503-947-4072,lauren.e.mulligan@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Oregon Transportation Commission,,09/20/2018 04:00:00 PM,355 Capitol St NE, Salem,OR,,Yes,Jacque Carlisle,503-986-3450,OTCAdmin@odot.state.or.us,,,,Jacque Carlisle,503-986-3459,OTCAdmin@odot.state.or.us,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,,,,
Transportation Department,Oregon Transportation Commission,,08/17/2018 03:00:00 PM,TBA, John Day,OR,,Yes,Jacque Carlisle,,jacque.l.carlisle@odot.state.or.us,,,,Jacque Carlisle,503-986-3450,jacque.l.carlisle@odot.state.or.us,,,,,,,,,
Transportation Department,Oregon Transportation Commission,,07/20/2018 03:00:00 PM,TBA, Seaside,OR,,Yes,Jacque Carlisle,,jacque.l.carlisle@odot.state.or.us,,,,Jacque Carlisle,503-986-3450,jacque.l.carlisle@odot.state.or.us,,,,,,,,,
Transportation Department,Oregon Transportation Commission,,07/12/2018 09:00:00 PM,"University Place Hotel, 310 SW Lincoln St., Columbia Falls Ballroom",Portand,OR,Special public comment session on congestion pricing. Sign ups for public comment: 3 p.m. to 7 p.m. Public comment time begins at 4 p.m. Policy committee member and elected officials will speak first.,Yes,Jacque Carlisle,,jacque.l.carlisle@odot.state.or.us,,,,Jacque Carlisle,503-986-3450,jacque.l.carlisle@odot.state.or.us,,,,,,,,,
Transportation Department,DMV Service Transformation Program Oversight Taskforce,,05/24/2018 10:30:00 AM,"Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103)", Salem,OR,"The DMV Service Transformation Program Oversight Task Force brings together expertise on Oregon Information Technology (IT) projects, legislative processes and private sector IT technical experiences. The Task Force, initiated in November 2015, has been meeting periodically to partner with ODOT and DMV leadership to review complex topics, ask tough questions and provide thoughtful counsel to STP leadership through the life of the program.",,Lauren Mulligan,503-947-4072,lauren.e.mulligan@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Safe Routes to Schools- Rule Advisory Committee (SRTS-RAC),"The Oregon Transportation Commission, or OTC, has formed a Rulemaking Advisory Committee to amend the Oregon Safe Routes to School Rule (OAR 737-025). The purpose of the committee is to align the rule with new funding made available by recent state legislation, and consider how infrastructure funding for Safe Routes to School should be structured. The committee is advisory to the Oregon Department of Transportation and OTC.",05/09/2018 04:00:00 PM,"Chemeketa Center for Business and Industry, 626 High St NE Room 103", Salem,OR,Meeting #6 Goals: Share progress of Outreach Events planned across the state; Review the draft rule update; Discuss public comments; Develop Program Guidance; Discuss next steps and timeline.,Yes,LeeAnne Fergason,(503) 986-5805,LeeAnne.Fergason@odot.state.or.us,,https://goo.gl/maps/VVBNaXLuHby,,Amanda Cody,(503) 986-3317,Amanda.R.Cody@odot.state.or.us,,https://join.me/ActiveTransportation,1-888-251-2909,868544,https://www.oregon.gov/ODOT/Programs/TDD%20Documents/SRTS-RAC-05-09-18-Agenda.pdf,,,,
Transportation Department,Continuous Improvement Advisory Committee,Advises the Oregon Transportation Commission on ways to improve the Oregon Department of Transportation. ,04/24/2018 05:00:00 PM,"355 Capitol St. NE, Transportation Bldg. Gail Achterman Room", Salem,OR,The committee helps develop key performance measures and reviews projects over $50 million. Committee recommendations and progress will be reported to the Oregon Legislature. ,,Lynn Averbeck,5039863939,Lynn.AVERBECK@odot.state.or.us,,,,CIAC Assistant,5039863939,ciacadmin@odot.state.or.us,,,,,,,,,
Transportation Department,Safe Routes to Schools- Rules Advisory Committee,"The Oregon Transportation Commission, or OTC, has formed a Rulemaking Advisory Committee to amend the Oregon Safe Routes to School Rule (OAR 737-025). The purpose of the committee is to align the rule with new funding made available by recent state legislation, and consider how infrastructure funding for Safe Routes to School should be structured. The committee is advisory to the Oregon Department of Transportation and OTC.",04/03/2018 02:30:00 PM,"CCBI Room 115, 626 High St NE ", Salem,OR,"Meet #5 Goals: Agree on program structure such as project selection criteria, eligibility requirements, and solicitation process; Next Steps and Program timeline; Review OAR Revisions; and receive Public Comment.",Yes,LeeAnne Fergason,(503) 986-5805,LeeAnne.FERGASON@odot.state.or.us,,https://goo.gl/maps/qUXFtaEvgqv,,,,,,,,,http://www.oregon.gov/ODOT/Programs/Pages/SRTS-RAC.aspx,,,,
Transportation Department,DMV Service Transformation Program Oversight Task Force Meeting,Meeting of DMV Service Transformation Program Oversight Task Force,01/12/2018 04:30:00 PM,"Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street NE", Salem,OR,"The DMV Service Transformation Program Oversight Task Force brings together expertise on Oregon Information Technology (IT) projects, legislative processes and private sector IT technical experiences. The Task Force, initiated in November 2015, has been meeting periodically to partner with ODOT and DMV leadership to review complex topics, ask tough questions and provide thoughtful counsel to STP leadership through the life of the program.",No,Lauren Mulligan,503-947-4072,lauren.e.mulligan@odot.state.or.us,,,,,,,,,,,http://www.oregon.gov/ODOT/DMV/Pages/STP/STP_Task_Force.aspx,,,,
Transportation Department,Safe Routes to Schools (SRTS) Rule Advisory Committee (RAC),"Planning and Goal Setting for SRTS Rule Advisory Committee program design, priorities, and program guidance.",12/13/2017 04:00:00 PM,"CCBI, 626 High St NE, Room 115", Salem,OR,"The Oregon Transportation Commission, or OTC, has formed a Rulemaking Advisory Committee to amend the Oregon Safe Routes to School Rule (OAR 737-025). The purpose of the committee is to align the rule with new funding made available by recent state legislation, and consider how infrastructure funding for Safe Routes to School should be structured. The committee is advisory to the Oregon Department of Transportation and OTC.",Yes,Susan Peithman,,Susan.Peithman@odot.state.or.us,,"https://www.google.com/maps/place/Chemeketa+Center+for+Business+and+Industry/@44.9454079,-123.0360957,17z/data=!3m1!4b1!4m5!3m4!1s0x54bffe79b4552305:0x3f9ee24f77b1be96!8m2!3d44.9454041!4d-123.0339017?hl=en",,Amanda Cody,(503) 986-3317,amanda.r.cody@odot.state.or.us,,,,,,,,,
Transportation Department,DMV Service Transformation Program Oversight Task Force ,,11/16/2017 11:30:00 AM,"Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street NE", Salem,OR,"The DMV Service Transformation Program Oversight Task Force brings together expertise on Oregon Information Technology (IT) projects, legislative processes and private sector IT technical experiences. The Task Force, initiated in November 2015, has been meeting periodically to partner with ODOT and DMV leadership to review complex topics, ask tough questions and provide thoughtful counsel to STP leadership through the life of the program.",No,Lauren Mulligan,503-947-4072,lauren.e.mulligan@odot.state.or.us,,,,Lindsey Frey,503-947-4074,,,,,,http://www.oregon.gov/ODOT/DMV/Pages/STP/STP_Task_Force.aspx,,,,
Transportation Department,DMV Service Transformation Program Oversight Task Force to meet September 21,,09/21/2017 10:30:00 AM,"Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street NE", Salem,OR,"The DMV Service Transformation Program Oversight Task Force will meet on September 21 in Salem:  
• What: Meeting of the DMV Service Transformation Program Oversight Taskforce. This meeting is open to the public. 
• Agenda: Approve meeting minutes, provide STP status update, review quality assurance materials, introduce FAST vendor staff, discuss FastDS-VS® rollout, wrap-up and identify future topics. There will be no opportunity for public comment at this meeting. 
• When: Thursday, September 21, 9:00 – 10:30 a.m. 
• Where: Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street NE, Salem. 
• Why: The DMV Service Transformation Program Oversight Task Force brings together expertise on Oregon Information Technology (IT) projects, legislative processes and private sector IT technical experiences. The Task Force, initiated in November 2015, has been meeting periodically to partner with ODOT and DMV leadership to review complex topics, ask tough questions and provide thoughtful counsel to STP leadership through the life of the program.
",,Lauren Mulligan,503-947-4072,lauren.e.mulligan@odot.state.or.us,,,,Lindsey Frey,503-947-4074,,,,,,,,,,
Transportation Department,DMV STP Oversight Task Force,,01/30/2017 10:30:00 AM,"Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street NE", Salem,OR,"The DMV Service Transformation Program Oversight Task Force brings together expertise on Oregon Information Technology (IT) projects, legislative processes and private sector IT technical experiences. The Task Force will partner with ODOT and DMV leadership to review complex topics, ask tough questions and provide thoughtful counsel to STP leadership through the life of the program.",,Lauren Mulligan,503-974-4072,lauren.e.mulligan@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,CANCELED - DMV Service Transformation Program Oversight Task Force to meet January 12,,01/12/2017 09:30:00 AM,"CANCELED - Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street NE", Salem,OR,"This meeting has been canceled due to inclement weather and dangerous travel conditions. 

The DMV Service Transformation Program Oversight Task Force will meet on January 12 in Salem:  
* What: Meeting of the DMV Service Transformation Program Oversight Taskforce. This meeting is open to the public. 
* Agenda: Approve meeting minutes, provide STP status update, review quality assurance materials, discuss STP’s budget information for the upcoming biennium, wrap-up and identify future topics. There will be no opportunity for public comment at this meeting. 
* When: Thursday, January 12, 8:00 – 9:30 a.m. 
* Where: Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street NE, Salem. 
* Why: The DMV Service Transformation Program Oversight Task Force brings together expertise on Oregon Information Technology (IT) projects, legislative processes and private sector IT technical experiences. The Task Force will partner with ODOT and DMV leadership to review complex topics, ask tough questions and provide thoughtful counsel to STP leadership through the life of the program.",,Lauren Mulligan,503-947-4072,lauren.e.mulligan@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Oregon Freight Advisory Committee (OFAC),,09/20/2016 04:00:00 PM,"Chemeketa Center for Business and Industry, 626 High St NE", Salem,OR,"The Oregon Freight Advisory Committee (OFAC) was appointed to advise the ODOT Director and Oregon Transportation Commission (OTC) on issues, policies and programs that impact multimodal freight mobility in Oregon. This includes identifying high-priority freight mobility projects for consideration in ODOT’s Statewide Transportation Improvement Programs (STIP) and for the ConnectOregon program. The Freight Advisory Committee also advises on transportation policy related to goods movement. ",,Roseann O'Laughlin,503-986-3525,roseann.olaughlin@odot.state.or.us,,,,,,,,,,,http://www.oregon.gov/ODOT/TD/TP/OFAC/201609_Agenda.pdf,,,,
Transportation Department,Speed Zone Review Panel Hearing,Hear City of Portland's Proposed Experimental Method on Speed Zoning,08/16/2016 11:00:00 AM,"ODF&W, Commission Room, 4034 Fairview Industrial Drive ",Salem,OR,City of Portland's proposal for an experimental alternative speed zoning method; ODOT's recommendation to extend 55 mph south of Klamath Falls.,Yes,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,,,,,,
Transportation Department,Oregon Freight Advisory Committee (OFAC),,07/13/2016 04:00:00 AM,"Port of Portland, St. Helens Conference Room, Airport Terminal", Portland,OR,"
The Oregon Freight Advisory Committee (OFAC) was appointed to advise the ODOT Director and Oregon Transportation Commission (OTC) on issues, policies and programs that impact multimodal freight mobility in Oregon. This includes identifying high-priority freight mobility projects for consideration in ODOT’s Statewide Transportation Improvement Programs (STIP) and for the ConnectOregon program. The Freight Advisory Committee also advises on transportation policy related to goods movement.  ",,Roseann O'Laughlin,503-986-3525,roseann.olaughlin@odot.state.or.us,,,,,,,,,,,http://www.oregon.gov/ODOT/TD/TP/OFAC/201607_Agenda.pdf,,,,
Transportation Department,DMV STP Oversight Task Force,DMV Service Transformation Oversight Task Force meeting to get an update on teh progress of the program,05/26/2016 10:00:00 AM,"Oregon Deparment of Transportation Building, Gail L. Achterman Commission Room", Salem,OR,"Meetings of the DMV STP Oversight Task Force are open to the public. The meeting site is accessible to people with disabilities. Accommodations will be provided to persons with disabilities, and alternate formats of printed material are available upon request. Please call (503) 947-4074 (or statewide relay 711) at least 48 hours prior to the meeting. ",,Lauren Mulligan,(503) 947-4072,lauren.e.mulligan@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Oregon Freight Advisory Committee (OFAC),,03/16/2016 04:00:00 PM,"Chemeketa Center for Business and Industry, 626 High St NE", Salem,OR,"The Oregon Freight Advisory Committee (OFAC) was appointed to advise the ODOT Director and Oregon Transportation Commission (OTC) on issues, policies and programs that impact multimodal freight mobility in Oregon. This includes identifying high-priority freight mobility projects for consideration in ODOT’s Statewide Transportation Improvement Programs (STIP) and for the ConnectOregon program. The Freight Advisory Committee also advises on transportation policy related to goods movement. ",,Roseann O'Laughlin,503-986-3525,roseann.olaughlin@odot.state.or.us,,,,,,,,,,,http://www.oregon.gov/ODOT/TD/TP/OFAC/201603_Agenda.pdf,,,,
Transportation Department,South Central Oregon Area Commission on Transportation,SCOAT Meeting,02/12/2016 10:15:00 AM,Klamath Falls Community Colege, Klamath Falls,OR,,,Pamela Ruddick,,pam@scoedd.org,,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/docs/SCOACTagenda2015feb12.pdf,,,,
Transportation Department,Oregon Freight Advisory Committee (OFAC),,02/11/2016 04:00:00 PM,"Chemeketa Center for Business and Industry, 626 High St NE",Salem,OR,"The Oregon Freight Advisory Committee (OFAC) was appointed to advise the ODOT Director and Oregon Transportation Commission (OTC) on issues, policies and programs that impact multimodal freight mobility in Oregon. This includes identifying high-priority freight mobility projects for consideration in ODOT’s Statewide Transportation Improvement Programs (STIP) and for the ConnectOregon program. The Freight Advisory Committee also advises on transportation policy related to goods movement. ",,Roseann O'Laughlin,503-986-3525,roseann.olaughlin@odot.state.or.us,,"https://www.google.com/maps/place/Chemeketa+Center+for+Business+and+Industry/@44.9454133,-123.0360379,17z/data=!3m1!4b1!4m2!3m1!1s0x54bffe79b4552305:0x3f9ee24f77b1be96",,,,,,,,,http://www.oregon.gov/ODOT/TD/TP/OFAC/201602_Agenda.pdf,,,,
Transportation Department,Rogue Valley Area Commission on Transportation,RVACT,01/12/2016 11:45:00 AM,Grants Pass City Council Chambers, Grants Pass,OR,,Yes,Pat Foley,541-423-1372,pfoley@rvcog.org,,,,,,,,,,,,,,,
Transportation Department,Cascade West Area Commission on Transportation,CWACT,11/26/2015 07:00:00 PM,COG Office, Albany,OR,,,Amy Ramsdell,,Amy.J.Ramsdell@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Oregon Transportation Commission,OTC regular meeting and annual workshop session,11/13/2015 03:00:00 AM,Oregon Gardens Main Lodge, Silverton,OR,See the complete agenda at http://www.oregon.gov/ODOT/COMM/docs/OTCagendaNov2015.pdf.,Yes,Jacque Carlisle,(503) 986-3450,otcadmin@odot.state.or.us,,,,Jacque Carlisle,(503) 986-3450,otcadmin@odot.state.or.us,,,,,,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,11/09/2015 04:30:00 PM,"ODOT Region 2/District 3 facility, 885 Airport Rd. SE, Building X", Salem,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission (OTC) and the ODOT Rail and Public Transit Division (RPTD).,Yes,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,http://www.oregon.gov/odot/pt/stakeholders/ptac/maps/odot-facilities.pdf,,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,,,,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,,,,
Transportation Department,Cascade West Area Commission on Transportation,,10/22/2015 07:00:00 PM,COG Office, Albany,OR,Full Board Meeting,,Amy Ramsdell,,Amy.J.Ramsdell@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,09/14/2015 04:30:00 PM,"ODOT Region 2/District 3 facility, 885 Airport Rd. SE, Building X", Salem,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission (OTC) and the ODOT Rail and Public Transit Division (RPTD).,Yes,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,http://www.oregon.gov/odot/pt/stakeholders/ptac/maps/odot-facilities.pdf,,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,,,,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,07/13/2015 04:30:00 PM,"ODOT Region 2/District 3 facility, 885 Airport Rd. SE, Building X", Salem,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission (OTC) and the ODOT Rail and Public Transit Division (RPTD).,Yes,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,http://www.oregon.gov/odot/pt/stakeholders/ptac/maps/odot-facilities.pdf,,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,,,,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,,,,
Transportation Department,Central Oregon Area Commission on Transportation,COACT,05/14/2015 07:00:00 PM,"City of Redmond Public Works, 243 E Antler Avenue", Redmond,OR,,,Scott Aycock,,scotta@coic.org,,,,,,,,,,,,,,,
Transportation Department,NW Oregon Area Commission on Transportation,NWACT,05/14/2015 03:30:00 PM,Port of Tillamook Bay's Officers Mess Hall, Tillamook,OR,,,Mary McArthur,,mbmcarthur@nworegon.org,,,,,,,,,,,,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,05/19/2015 04:30:00 PM,"ODOT Region 2/District 3 facility, 885 Airport Rd. SE, Building X", Salem,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission (OTC) and the ODOT Rail and Public Transit Division (RPTD).,Yes,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,http://www.oregon.gov/odot/pt/stakeholders/ptac/maps/odot-facilities.pdf,,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,,,,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,,,,
Transportation Department,Cascade West Area Commission on Transportation,,03/26/2015 07:00:00 PM,COG Office, Albany,OR,,,Amy Ramsdell,,Amy.J.Ramsdell@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,03/09/2015 04:30:00 PM,"ODOT Region 2/District 3 facility, 885 Airport Rd. SE, Building X", Salem,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission (OTC) and the ODOT Rail and Public Transit Division (RPTD).,Yes,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,http://www.oregon.gov/odot/pt/stakeholders/ptac/maps/odot-facilities.pdf,,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,,,,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,,,,
Transportation Department,Bicycle and Pedestrian Advisory Committee (OBPAC),OBPAC acts as a liason between the public and ODOT on the bicycle and pedestrian transportation system. ,02/02/2015 04:00:00 PM,ODOT Region 1 Office 123 NW Flanders, Portland,OR,"This committe, appointed by the governor, acts as a liason between the public and ODOT. They advise ODOT in the regulation of bicycle and pedestrian traffic and the establishment of bikeways and walkways. The committee meets quarterly in various locations around the state to listen to the views and concerns of interested citizens, local officials and ODOT Region staff. ** This meeting will focus on the ODOT Legislative Priorities and BTA Legislative Agenda; hear from the NW Skate Coalition, Governor's Transportation Visioning Committe, Boards and Commissions and Connect Oregon V; STIP Enhance 2019-2021; N. Williams Projects.**",Yes,Sheila Lyons,503-986-3555,sheila.a.lyons@odot.state.or.us,,,,Amanda Tucker,503-986-3317,amanda.r.tucker@odot.state.or.us,,,1-888-251-2909,868544,http://www.oregon.gov/ODOT/HWY/BIKEPED/docs/OBPAC_Agenda/OBPAC_02_02_15_Portland.pdf,,,,
Transportation Department,Lower John Day Area Commission on Transportation,LJDACT Meeting,01/05/2015 12:00:00 PM,Bob's Texas T-Bone Restaurant, Rufus,OR,,,Gary Farnsworth,,Gary.C.FARNSWORTH@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Mid Willamette Valley Area Commission on Transportation,MWACT meeting,12/04/2014 05:30:00 PM,"MWVCOG, 100 High Street SE, Suite 200",Salem,OR,,,Lori Moore,,lomoore@mwvcog.org,,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx,,,,
Transportation Department,Southeast Area Commission on Transportation,SEACT,11/24/2014 12:00:00 PM,"John Day Regional Airport, 720 Airport Road", John Day,OR,,,Judy,,judy.moore@geodc.net,,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_seact.aspx,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),This meeting is the third Monday of November. PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,11/17/2014 04:30:00 PM,"ODOT Region 2/District 3 facility, 885 Airport Rd. SE, Building X", Salem,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission (OTC) and the ODOT Rail and Public Transit Division (RPTD).,Yes,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,http://www.oregon.gov/odot/pt/stakeholders/ptac/maps/odot-facilities.pdf,,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,,,,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,,,,
Transportation Department,South West Area Commission on Transportation,SWACT,11/14/2014 12:00:00 PM,"Coos County Annex, 201 North Adams", Coquille,OR,,,Lajuana,,lajuana.baldwin@odot.state.or.us,,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_swact.aspx,,,,
Transportation Department,Northwest Area Commission on Transportation,NWACT,11/13/2014 03:30:00 PM,Port of Tillamook Bay's Officer Mess Hall, Tillamook,OR,,,Shirley,,ShirleyK@nehalemtel.net,,,,,,,,,,,http://www.nworegon.org/Assets/dept_4/PM/pdf/nwact%20meeting%20packet%20(11-13-14).pdf,,,,
Transportation Department,Lane Area Commission on Transportation,LaneACT,11/12/2014 07:30:00 PM,"McLane Room, Oregon Department of Transportation, Area 5, 644 A Street", Springfield,OR,,,Mary,,MMcGowan@lcog.org,,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx,,,,
Transportation Department,Mid-Willamette Valley Area Commission on Transportation,MWACT,11/06/2014 05:00:00 PM,"MWVCOG, 100 High Street NE, Suite 200",Salem,OR,,,Lori,,lomoore@mwvcog.org,,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx,,,,
