"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,Webinar/Webcast Link,Owner,Agenda Upload,Weblink to Meeting Minutes/Summaries,2010 House Districts,2010 Senate Districts,Counties
"Advocacy Commissions, Oregon",Joint Meeting,Review & approval of the hiring plan for the Executive Director of the OACO,07/06/2020 12:00:00 PM,07/06/2020 01:00:00 PM,Virtual meeting: https://us02web.zoom.us/j/85979679010?pwd=Q1BqRmVSdUlEUmU1dyt5THpxbWF6Zz09,Portland,OR,,Yes,Nancy Kramer,5033029725,nancy.kramer@oregon.gov,,,,Nancy Kramer,5033029725,nancy.kramer@oregon.gov,,,,,,,,,https://www.oregon.gov/oac/Pages/meetings.aspx,,,
"Advocacy Commissions, Oregon",Annual Joint Meeting - Virtual meeting only,,12/04/2020 08:45:00 AM,12/04/2020 03:30:00 PM,Zoom - link to follow,Tigard,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,"https://www.oregon.gov/oac/Pages/meetings.aspx?wp5163=so:[[32000,0]]",,,
Agriculture Board,State Board of Agriculture Meeting,Quarterly board meeting,02/11/2020 12:00:00 PM,02/13/2020 12:00:00 PM,"Oregon Department of Agriculture, 635 Capitol St NE", Salem,OR,"For more information, call 503-986-4554 or visit https://oda.direct/BoardAgriculture","Yes, see agenda for details",Karla Valness,,kvalness@oda.state.or.us,,,,,,,,,,,,,,,https://oda.direct/BoardAgriculture,,,
Agriculture Board,State Board of Agriculture Meeting,Quarterly board meeting,12/01/2020 12:00:00 PM,12/03/2020 12:00:00 PM,TBD, Tillamook,OR,"For more information, call 503-986-4554 or visit https://oda.direct/BoardAgriculture","Yes, see agenda for details",Karla Valness,,kvalness@oda.state.or.us,,,,,,,,,,,,,,,https://oda.direct/BoardAgriculture,,,
Agriculture Board,State Board of Agriculture Meeting,Quarterly board meeting,09/22/2020 12:00:00 PM,09/24/2020 12:00:00 PM,TBD, Ontario,OR,"For more information, call 503-986-4554 or visit https://oda.direct/BoardAgriculture","Yes, see agenda for details",Karla Valness,,kvalness@oda.state.or.us,,,,,,,,,,,,,,,https://oda.direct/BoardAgriculture,,,
Agriculture Board,State Board of Agriculture,Quarterly meeting of the State Board of Agriculture,03/06/2012 11:00:00 AM,03/07/2012 04:00:00 PM,Oregon Department of Agriculture, Salem,OR,,"10:15 a.m. on Wednesday, March 7",Sherry Kudna,503-986-4619,skudna@oda.state.or.us,http://www.oregon.gov/ODA/boardoverview.shtml,,http://www.oregon.gov/ODA/meetings.shtml,Sherry Kudna,503-986-4619,skudna@oda.state.or.us,,,,http://www.oregon.gov/ODA/docs/pdf/120306bd_agenda.pdf,,,skudna@oda.state.or.us,,,,,
Agriculture Board,State Board of Agriculture,Quarterly Board Meeting,12/04/2013 08:30:00 AM,09/05/2013 02:00:00 PM,Food Innovation Center, Portland,OR,Quarterly meeting of the Oregon State Board of Agriculture,Yes,skudna,503-986-4552,skudna@oda.state.or.us,http://www.oregon.gov/oda/pages/boardoverview.aspx#Meeting_information,,,,,,,,,,,,skudna@oda.state.or.us,,,,,
Agriculture Board,Board of Agriculture,Quarterly Board of Agriculture Meeting,05/30/2012 08:30:00 AM,05/31/2012 02:00:00 PM,Clarion Inn, Ontario,OR,,"10:45 a.m. - May 30, 2012",Sherry Kudna,503-986-4619,skudna@oda.state.or.us,http://www.oregon.gov/ODA/boardoverview.shtml,,,,,,,,,,,,skudna@oda.state.or.us,,,,,
Agriculture Board,Board of Agriculture,Quarterly meeting of the State Board of Agriculture,09/19/2012 08:30:00 AM,09/20/2012 12:00:00 PM,Red Lion, Medford,OR,"Meeting to be held at:
Red Lion Hotel
200 N Riverside Ave
Medford, OR 97501",Yes - 10:45 a.m. - 9/19/2012,skudna,503-986-4619,skudna@oda.state.or.us,http://cms.oregon.gov/oda/pages/boardoverview.aspx,,,,,,,,,,,,skudna@oda.state.or.us,,,,,
Agriculture Board,State Board of Agriculture,Quarterly Board Meeting,02/18/2014 12:00:00 AM,02/20/2014 12:00:00 AM,Agriculture Building, Salem,OR,,,Sherry Kudna,,sherry.a.kudna@state.or.us,,,,,,,,,,,,,sean.k.fornelli@state.or.us,,,,,
Agriculture Board,Board of Agriculture Meeting,Quarterly meeting of the board of agriculture.,06/04/2013 08:30:00 AM,06/06/2013 04:00:00 PM,Department of Ag Hearings Room, Salem,OR,,,Sean Fornelli,,sean.k.fornelli@state.or.us,,,,,,,,,,,,,sean.k.fornelli@state.or.us,,,,,
Agriculture Board,Board of Agriculture Meeting,Quarterly meeting of the board of agriculture.,03/05/2013 02:00:00 PM,03/07/2013 02:00:00 PM,TBA, Salem,OR,,yes,skudna,,skudna@oda.state.or.us,http://www.oregon.gov/oda/pages/boardoverview.aspx,,,,,,,,,,,,skudna@oda.state.or.us,,,,,
Agriculture Board,Board of Agriculture Meeting,Quarterly meeting of the board of agriculture.,09/17/2013 08:30:00 AM,09/19/2013 04:00:00 PM,TBA, Prineville,OR,,,Sean Fornelli,,sean.k.fornelli@state.or.us,,,,,,,,,,,,,sean.k.fornelli@state.or.us,,,,,
Agriculture Board,State Board of Agriculture,,12/02/2014 03:30:00 PM,12/04/2014 12:00:00 PM,"Port	of Portland Chinook Conference Room, 7200 NE Airport Way", Portland,OR,,,Sherry Kudna ,503-986-4619,Sherry.A.Kudna@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODA/AboutUs/Pages/BoardAgriculture.aspx,,,
Agriculture Board,BOA Conference Call,Conference Call - IWRS,06/25/2012 09:30:00 AM,06/25/2012 11:00:00 AM,Conference Call, Salem,OR,Conference call for the Board of Agriculture to consider supporting the Oregon Water Resource Department's Integrated Water Resources Strategy.,No,Sherry Kudna,503-986-4552,skudna@oda.state.or.us,,,,,,,,,,,,,skudna@oda.state.or.us,,,,,
Agriculture Board,Board of Agriculture ,Quarterly meeting of the State Board of Agriculture,11/28/2012 12:00:00 AM,11/29/2012 12:00:00 AM,TBA, Portland,OR,,,skudna,,skudna@oda.state.or.us,,,,,,,,,,,,,skudna@oda.state.or.us,,,,,
Agriculture Board,State Board of Agriculture,Quarterly meeting of the board of agriculture.,06/03/2014 12:00:00 AM,06/05/2014 12:00:00 AM,TBD, Tillamook,OR,,,Sherry Kudna,,sherry.a.kudna@state.or.us,,,,,,,,,,,,,sean.k.fornelli@state.or.us,,,,,
Agriculture Board,Oregon State Board of Agriculture,,06/05/2018 05:00:00 PM,06/07/2018 12:00:00 PM,"Best Western Plus Hood River Inn: Riverview Room, 1108 East Marina Way", Hood River,OR,,"Public comment periods are scheduled for 10:15 am on Wednesday, June 6 and 10:45 am on Thursday, June 7",Karla Valness,(503) 986-4554,kvalness@oda.state.or.us,,,,,,,,,,https://oda.direct/BoardAgriculture,,,,,,,,
Agriculture Board,State Board of Agriculture Meeting,Quarterly board meeting,06/11/2019 12:00:00 PM,06/13/2019 12:00:00 PM,Oregon Garden Resort (Orchid Ballroom) - 895 West Main St., Silverton,OR,"For more information, call 503-986-4554 or visit https://oda.direct/BOA","Yes, see agenda for details",Karla Valness,,kvalness@oda.state.or.us,,,,,,,,,,,,,,,https://oda.direct/BOA,,,
Agriculture Board,State Board of Agriculture Meeting,Quarterly board meeting,09/25/2019 12:00:00 PM,09/27/2019 12:00:00 PM,Inn at Cross Keys Station - 66 NW Cedar St, Madras,OR,"For more information, call 503-986-4554 or visit https://oda.direct/BOA","Yes, see agenda for details",Karla Valness,,kvalness@oda.state.or.us,,,,,,,,,,,,,,,https://oda.direct/BOA,,,
Agriculture Board,State Board of Agriculture Meeting,Quarterly board meeting,12/03/2019 12:00:00 PM,12/05/2019 12:00:00 PM,Holiday Inn Express & Suites - 204 West Marine Drive, Astoria,OR,"For more information, call 503-986-4554 or visit https://oda.direct/BOA","Yes, see agenda for details",Karla Valness,,kvalness@oda.state.or.us,,,,,,,,,,,,,,,https://oda.direct/BOA,,,
Agriculture Board,State Board of Agriculture meeting,Quarterly board meeting,02/12/2019 12:00:00 PM,02/14/2019 12:00:00 PM,"Oregon Department of Agriculture, 635 Capitol St NE",Salem,OR,"For more information, call 503-986-4554 or visit https://oda.direct/BOA","Yes, see agenda for details",Karla Valness,,kvalness@oda.state.or.us,,,,,,,,,,,,,,,https://oda.direct/BOA,,,
Agriculture Board,State Board of Agriculture Meeting,Quarterly board meeting,06/18/2020 08:30:00 AM,06/18/2020 12:00:00 PM,Video/conference call,Video/conference call,OR,"For more information, call 503-986-4554 or visit https://oda.direct/BoardAgriculture ","Yes, see agenda for details ",Karla Valness,,kvalness@oda.state.or.us,,,,,,,,,,,,,,,https://oda.direct/BoardAgriculture,,,
Agriculture Department,Oregon Invasive Species Council ,,01/28/2020 09:00:00 AM,01/28/2020 04:00:00 PM,Oregon Department of Fish & Wildlife - Commission Room 4034 Fairview Industrial Dr. SE, Salem,OR,RSVP Link: https://forms.gle/Cmvb4e4zxhgD6To76,,Oregon Invasive Species Council,,coordinator@oregoninvasivespeciescouncil.org,,https://goo.gl/maps/rUjiScfeHZW8hJCJ8,,,,,true,1 669 900 6833,154 921 230,,,https://zoom.us/j/154921230,,,,,,
Agriculture Department,Oregon State Weed Board (OSWB) Meeting,"Meeting information  Oregon Department of Agriculture, Basement hearings rm, 635 Capitol St NE, Salem, OR 97301​  February 20 and 21, 2020: 8 am - 5 pm ",02/20/2020 08:00:00 AM,02/21/2020 05:00:00 PM,"Meeting information  Oregon Department of Agriculture, Basement hearings rm, 635 Capitol St NE, Salem, OR 97301​",Salem,OR,"Meeting information

Oregon Department of Agriculture, Basement hearings rm, 635 Capitol St NE, Salem, OR 97301​

February 20 and 21, 2020: 8 am - 5 pm ",yes,Tristen Berg,,tberg@oda.state.or.us,,,,,,,,,,,,,,,,,,
Agriculture Department,Oregon State Weed Board (OSWB) Meeting,"Meeting information  Oregon Department of Agriculture, Basement hearings rm, 635 Capitol St NE, Salem, OR 97301​  February 20 and 21, 2020: 8 am - 5 pm ",02/20/2020 08:00:00 AM,02/21/2020 05:00:00 PM,"Meeting information  Oregon Department of Agriculture, Basement hearings rm, 635 Capitol St NE, Salem, OR 97301​", Salem,OR,"Meeting information

Oregon Department of Agriculture, Basement hearings rm, 635 Capitol St NE, Salem, OR 97301​

February 20 and 21, 2020: 8 am - 5 pm ",yes,Andrea R Blietz,,ablietz@oda.state.or.us,,,,,,,,,,,,,,,,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Work Session,,11/16/2020 03:00:00 PM,11/16/2020 05:00:00 PM,Virtual meeting, Salem,OR,,No,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,,,,true,1 877 309 2073 ,743-584-069 ,"https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2020/SWCCAgenda111620.pdf",,https://global.gotomeeting.com/join/743584069  (https://global.gotomeeting.com/join/743584069%20),,,https://oda.direct/Meetings,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Quarterly Meeting,,11/17/2020 08:45:00 AM,11/17/2020 12:00:00 PM,Virtual meeting, Salem,OR,,Yes,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,,,,true,1 866 899 4679 ,866-612-221 ,"https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2020/SWCCAgenda111720.pdf",,https://global.gotomeeting.com/join/866612221,,,https://oda.direct/Meetings,,,
Agriculture Department,Pesticide Analytical and Response Center (PARC) Board Meeting,,11/18/2020 09:00:00 AM,11/18/2020 12:00:00 PM,Virtual meeting, Salem,OR,,,Theodore Bunch Jr. ,503-986-4562,tbunch@oda.state.or.us,,,,,,,true,1 877 309 2073,649-911-397,https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/November2020/Agenda.pdf,,https://global.gotomeeting.com/join/649911397,,,https://oda.direct/PARC,,,
Agriculture Department,Pesticide Analytical and Response Center (PARC) Board Meeting,,03/11/2020 09:00:00 AM,03/11/2020 12:00:00 PM,"Portland State Office Building, Room 177, 800 NE Oregon St.", Portland,OR,,Yes,Theodore Bunch Jr. ,503-986-4562,tbunch@oda.state.or.us,,,,,,,,,,,,,,,www.oda.direct/PARC (http://www.oda.direct/PARC),,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) quarterly meeting,,02/25/2015 08:30:00 AM,02/25/2015 05:00:00 PM,"Willow Lake Water Pollution Control Facility, 5915 Windsor Island Road N", Keizer,OR,,,Sandi Hiatt,,shiatt@oda.state.or.us,,,,,,,,,,,,,,,,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,01/15/2020 08:30:00 AM,01/15/2020 01:30:00 PM,"Clackamas SWCD Conference Room, 22055 Beavercreek Road",Beavercreek,OR,,Yes,Sandi Hiatt,503 986-4704,shiatt@oda.state.or.us,,,,Sandi Hiatt,503 986-4704,shiatt@oda.state.or.us,,,,https://oda.direct/SWCCAgenda0120,,,,,https://oda.direct/Meetings,,,
Agriculture Department,Pesticide Analytical and Response Center (PARC) Board Meeting,,01/15/2020 09:00:00 AM,01/15/2020 12:00:00 PM,"Conference Room D, Oregon Department of Agriculture, 635 Capitol St. NE", Salem,OR,,Yes,Theodore Bunch Jr. ,503 986-4562,tbunch@oda.state.or.us,,,,,,,,,,https://oda.direct/PARCAgenda0120,,,,,www.oda.direct/PARC (http://www.oda.direct/PARC),,,
Agriculture Department,The Role of Agriculture in Protecting Water Quality in Oregon,One of seven discussions around the state to address challenges facing ODA's Water Quality Program,05/02/2012 07:00:00 PM,05/02/2012 09:00:00 PM,"Blue Mountain Community College, Umatilla Hall Room 100, 2411 NW Carden Ave.", John Day,OR,Webinar available. Please register online at: https://www1.gotomeeting.com/register/307980512,Yes,Eric Nusbaum,541-846-6424,enusbaum@oda.state.or.us,http://oregon.gov/ODA/NRD/docs/pdf/water/ag_listening_tour_water_quality.pdf,,,,,,true,,,,,https://www1.gotomeeting.com/register/307980512,mary.jane.schaffer@state.or.us,,,,,
Agriculture Department,Fall Harvest Dinner & Auction,Dinner/Auction - Ag in the Classroom,10/19/2013 05:00:00 PM,10/19/2013 10:00:00 PM,OSU - CH2M Hill, Corvallis,OR,Annual fundraising dinner for the Oregon Agriculture in the Classroom Foundation. For additional information visit http://aitc.oregonstate.edu or call 541-737-8629,,skudna,503-986-4552,skudna@oda.state.or.us,,,,,,,,,,http://aitc.oregonstate.edu,,,skudna@oda.state.or.us,,,,,
Agriculture Department,The Role of Agriculture in Protecting Water Quality in Oregon,Two of seven discussions around the state to address challenges facing ODA's Water Quality Program,05/03/2012 12:00:00 PM,05/03/2012 02:00:00 PM,"Outpost Restaurant, 201 W Main", John Day,OR,,Yes,Eric Nusbaum,541-846-6424,enusbaum@oda.state.or.us,http://oregon.gov/ODA/NRD/docs/pdf/water/ag_listening_tour_water_quality.pdf,,,,,,,,,,,,mary.jane.schaffer@state.or.us,,,,,
Agriculture Department,Oregon State Weed Board,Quarterly Winter Meeting,02/23/2012 08:30:00 AM,02/23/2012 12:00:00 PM,"Oregon Department of State Lands Meeting Room, 775 Summer Street NE", Salem,OR,,yes 10:30 am,Jo Davis,503-986-4757,jdavis@oda.state.or.us,,,,,,,,,,http://egov.oregon.gov/ODA/PLANT/WEEDS/agenda.shtml,,,tristen.l.berg@state.or.us,,,,,
Agriculture Department,Denim & Diamonds,ABC Auction,11/22/2013 05:00:00 PM,11/22/2013 10:00:00 PM,Portland Marriott Downtown Portland, Portland,OR,Annual auction and dinner for the Oregon Agribusiness Council. For additional information visit http://www.aglink.org/denimdiamonds/denimdiamonds.php or call 503-595-9121.,,skudna,503-986-4552,skudna@oda.state.or.us,,,,,,,,,,http://www.aglink.org/denimdiamonds/denimdiamonds.php,,,skudna@oda.state.or.us,,,,,
Agriculture Department,Oregon Invasive Species Council Meeting,Oregon Invasive Species Council Winter Meeting,02/24/2014 08:00:00 AM,02/25/2014 12:00:00 PM,"Portland State University, Smith Memorial Student Union, 1825 SW Broadway", Portland,OR,"Updates and Decisions-
Finances
Chair Rotation: decide on process for chair rotation
Membership: decide on desired outcomes and process for recruitment
Awards:  decide on process
Legislative Session: draft/discuss ideas for the 2014 legislative session.
External Review: decide whether or not to proceed
iMapInvasives:  decide whether or not to continue participation 
Communications strategy:  decide on next steps
Advisory committee:  decide on purpose, potential, next steps
100 worst:  agree to list for 2014; decide on next steps

Presentations &#10148; Increased Understanding-
Council Member Updates 
Consumer Perception - marketing approach/feral cats
iMap Invasives
Tunicates
Green Crabs
Shipping and Transport of Invasive Species",Yes,Carolyn M. Devine,503-704-2159,oisc@oregoninvasivespeciescouncil.org,,,,Carolyn M. Devine,503-704-2159,oisc@oregoninvasivespeciescouncil.org,,,,http://www.oregon.gov/OISC/Pages/index.aspx,,,tristen.l.berg@state.or.us,,,,,
Agriculture Department,PARC Board Meeting,Pesticide Analytical Response Center (PARC),03/21/2012 09:00:00 AM,03/21/2012 12:00:00 PM,800 NE Oregon St RM 1E, Portland,OR,,,Jessica Haavisto,503-986-4562,jhaavisto@oda.state.or.us,,,,,,,,,,http://www.oregon.gov/ODA/PEST/docs/pdf/parcdraftagenda.pdf,,,sjones@oda.state.or.us,,,,,
Agriculture Department,The Role of Agriculture in Protecting Water Quality in Oregon,Three of seven discussions around the state to address challenges facing ODA's Water Quality Program,05/03/2012 07:00:00 PM,05/03/2012 09:00:00 PM,"Faith Baptist Church, 777 N Saginaw", Hines,OR,,Yes,Eric Nusbaum,541-846-6424,enusbaum@oda.state.or.us,http://oregon.gov/ODA/NRD/docs/pdf/water/ag_listening_tour_water_quality.pdf,,,,,,,,,,,,mary.jane.schaffer@state.or.us,,,,,
Agriculture Department,The Role of Agriculture in Protecting Water Quality in Oregon,Six of seven discussions around the state to address challenges facing ODA's Water Quality Program,05/10/2012 07:00:00 PM,05/10/2012 09:00:00 PM,"Fruitdale Grange, 1440 Parkdale Drive", Grants Pass,OR,,Yes,Eric Nusbaum,541-846-6424,enusbaum@oda.state.or.us,http://oregon.gov/ODA/NRD/docs/pdf/water/ag_listening_tour_water_quality.pdf,,,,,,,,,,,,mary.jane.schaffer@state.or.us,,,,,
Agriculture Department,CAFO Advisory Committee Meeting,Confined Animal Feeding Operations advisory committee meets three times annually.,10/11/2012 01:30:00 PM,10/11/2012 03:30:00 PM,"Basement Conference Room D, Agriculture Building, 635 Capitol St. NE, 97301", Salem,OR,,,Carol Devore,(503) 986-4699,cdevore@oda.state.or.us,http://cms.oregon.egov.com/ODA/NRD/Pages/cafo_front.aspx#Committee_meetings_notice,,,,,,,,,,,,mary.jane.schaffer@state.or.us,,,,,
Agriculture Department,PARC Board Meeting,Pesticide Analytical Response Center (PARC),11/20/2013 09:00:00 AM,11/20/2013 12:00:00 PM,"Portland State Office Bldg RM 1E - 800 NE Oregon St. Portland, OR", Portland,OR,,,Theodore Bunch Jr.,503-986-6470,tbunch@oda.state.or.us,http://www.oregon.gov/ODA/PEST/Pages/parc.aspx#PARC_Meetings,,,,,,,,,,,,sjones@oda.state.or.us,,,,,
Agriculture Department,The Role of Agriculture in Protecting Water Quality in Oregon,Four of seven discussions around the state to address challenges facing ODA's Water Quality Program,05/04/2012 12:00:00 PM,05/04/2012 02:00:00 PM,"Oregon DEQ Office, Conference Room, Suite 110, 475 NE Bellevue", Bend,OR,,Yes,Eric Nusbaum,541-846-6424,enusbaum@oda.state.or.us,http://oregon.gov/ODA/NRD/docs/pdf/water/ag_listening_tour_water_quality.pdf,,,,,,,,,,,,mary.jane.schaffer@state.or.us,,,,,
Agriculture Department,CAFO Advisory Committee Meeting,Confined Animal Feeding Operations advisory committee meets three times annually.,04/12/2012 01:30:00 PM,04/12/2012 03:30:00 PM,"Basement Conference Room D, Agriculture Building, 635 Capitol St. NE, 97301", Salem,OR,,,Carol Devore,(503) 986-4699,cdevore@oda.state.or.us,http://oregon.gov/ODA/NRD/cafo_front.shtml#Committee_meetings_notice,,,,,,,,,http://www.oregon.gov/ODA/,,,mary.jane.schaffer@state.or.us,,,,,
Agriculture Department,Oregon Soil and Water Conservation Commission Quarterly Meeting,SWCC quarterly meeting,04/21/2014 12:00:00 PM,04/22/2014 12:00:00 PM,"Willow Lake Water Pollution Control Facility, 5915 Windsor Island Road", Keizer,OR,"The Oregon Soil and Water Conservation Commission (SWCC) will hold its regular quarterly meeting Monday, April 21, 2014, from 12:00 p.m. to 5:00 p.m. and Tuesday, April 22, 2014, from 8:30 a.m. to 12:00 p.m. at the Willow Lake Water Pollution Control Facility located at 5915 Windsor Island Road N., Keizer, OR 97303. The meeting agenda covers SWCC reports, advisor reports, Soil and Water Conservation District programs and funding, Agriculture Water Quality Management Program updates, and other agenda items.
  
The Oregon Department of Agriculture complies with the Americans with Disabilities Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.",Yes,Heather Rickenbach,,heather.rickenbach@state.or.us,,,,Heather Rickenbach,503-986-4775,heather.rickenbach@state.or.us,,,,,,,heather.rickenbach@state.or.us,,http://www.oregon.gov/ODA/SWCD/Pages/swcc.aspx,,,
Agriculture Department,National Gypsy Moth Management Board,Annual National Gypsy Moth Board Meeting,10/30/2012 07:00:00 AM,11/01/2012 04:00:00 PM,Red Lion Hotel on the River 909 N Hayden Island Drive, Portland,OR,"The purpose of the Board shall be to act as a technical advisory group to assist in coordinating gypsy moth activities in the United States; to periodically review Federal, State, and local gypsy moth programs, projects, and activities, including research; to make recommendations to the United States Department of Agriculture, State agencies and private organizations, particularly regarding development and implementation of integrated pest management (IPM) programs for gypsy moth and the eradication of isolated spot infestations; to conduct programs to educate the public and others about the gypsy moth (including an annual public meeting); to act as a focal point for nationwide concerns about the gypsy moth.
Registration fee: Full-$200 Late Registration-$250 (after 10/15/2012) 2 Days-$150 1 Day-$80 Full Student-$100 1 Day Student-$50",,Jo Davis,(503) 986-4757,jdavis@oda.state.or.us,https://sites.google.com/site/ngmmbsite/home,,,Jo Davis,(503) 986-4757,,,,,,,,tristen.l.berg@state.or.us,,,,,
Agriculture Department,CAFO Advisory Committee Meeting,The Confined Animal Feeding Operations Advisory Committee meets three times annually.,07/12/2012 01:30:00 PM,07/12/2012 03:30:00 PM,"Basement Conference Room D, Agriculture Building, 635 Capitol St. NE, 97301", Salem,OR,,,Carol Devore,(503) 986-4699,cdevore@oda.state.or.us,http://oregon.gov/ODA/NRD/cafo_front.shtml#Committee_meetings_notice,http://oregon.gov/ODA/docs/pdf/ag_map.pdf,,,,,,,,,,,mary.jane.schaffer@state.or.us,,,,,
Agriculture Department,Pesticide Analytical and Response Center (PARC) quarterly meeting ,,07/20/2016 09:00:00 AM,07/20/2016 12:00:00 PM,"Portland State Office Building, Room 1-B, 800 NE Oregon St.", Portland,OR,,Yes,Theodore Bunch Jr. ,503-986-6470,tbunch@oda.state.or.us,,,,,,,,,,,,,,,,,,
Agriculture Department,Pesticide Registration Fees Hearing,The meeting will allow for public testimony on a proposed increase in pesticide registration fees. The proposed rule increases fees from $160 per product to $320 per product.,09/24/2015 02:00:00 PM,09/24/2015 04:00:00 PM,"Third floor media room, Oregon Department of Agriculture, 635 Capitol St. NE", Salem,OR,,Yes,Rose Kachadoorian ,503-986-4651,rkachadoorian@oda.state.or.us,,,,,,,,,,,,,,,,,,
Agriculture Department,The Role of Agriculture in Protecting Water Quality in Oregon,Five of seven discussions around the state to address challenges facing ODA's Water Quality Program,05/09/2012 01:00:00 PM,05/09/2012 03:00:00 PM,"Days Inn/Black Bear Conference Center, Santiam Room, 1600 Motor Court NE", Salem,OR,Webinar available. Please register online at: https://www1.gotomeeting.com/register/291716712,Yes,Eric Nusbaum,541-846-6424,enusbaum@oda.state.or.us,http://oregon.gov/ODA/NRD/docs/pdf/water/ag_listening_tour_water_quality.pdf,,,,,,,,,,,,mary.jane.schaffer@state.or.us,,,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) quarterly meeting,,02/24/2015 12:00:00 PM,02/24/2015 05:00:00 PM,"Willow Lake Water Pollution Control Facility, 5915 Windsor Island Road N", Keizer,OR,,,Sandi Hiatt,,shiatt@oda.state.or.us,,,,,,,,,,,,,,,,,,
Agriculture Department,CAFO Advisory Committee,,04/14/2016 01:30:00 PM,04/14/2016 03:30:00 PM,"Oregon Department of Agriculture, basement Conference Room D, 635 Capitol St. NE", Salem,OR,,Yes,Wym Matthews,,wmatthews@oda.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODA/programs/NaturalResources/Pages/Meetings.aspx,,,
Agriculture Department,PARC Board Meeting,Pesticide Analytical Response Center (PARC),03/13/2013 09:00:00 AM,03/13/2013 12:00:00 PM,"Portland State Office Bldg RM 1D - 800 NE Oregon St. Portland, OR", Portland,OR,,,Jessica Haavisto,541-779-9637,jhaavisto@oda.state.or.us,,,,,,,,,,,,,sjones@oda.state.or.us,,,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,Quarterly regularly scheduled SWCC meeting. ,02/11/2016 12:30:00 PM,02/11/2016 04:30:00 PM,"Willow Lake Water Pollution Control Facility, 5915 Windsor Island Road N", Keizer,OR,,Yes,Manette Simpson,503-986-4715,msimpson@oda.state.or.us,,,,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,,,,,,http://www.oregon.gov/ODA/programs/NaturalResources/Pages/Meetings.aspx,,,
Agriculture Department,Pesticide Analytical and Response Center (PARC) Board meeting,Bi-Monthly regularly scheduled PARC meeting. ,03/09/2016 09:00:00 AM,03/09/2016 12:00:00 PM,"Portland State Office Building, 800 NE Oregon St.", Portland,OR,,Yes,Theodore Bunch Jr. ,503-986-6470 or toll-free 844-688-7272,tbunch@oda.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODA/programs/Pesticides/Pages/PARC.aspx,,,
Agriculture Department,Oregon Invasive Species Council ,,02/26/2015 11:00:00 AM,02/26/2015 05:30:00 PM,"Oregon Department of Forestry, 2600 State Street, Building C, Clatsop Room", Salem,OR,,,Leslie Shaffer,503-986-4660,lshaffer@oda.state.or.us,,,http://www.oregoninvasivespeciescouncil.org/,,,,true,,,http://www.oregoninvasivespeciescouncil.org/,,,,,,,,
Agriculture Department,CAFO Advisory Committee,,07/14/2016 01:30:00 PM,07/14/2016 03:30:00 PM,"Oregon Department of Agriculture, basement Conference Room D, 635 Capitol St. NE", Salem,OR,,Yes,Wym Matthews,,wmatthews@oda.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODA/programs/NaturalResources/Pages/Meetings.aspx,,,
Agriculture Department,The Role of Agriculture in Protecting Water Quality in Oregon,Seven of seven discussions around the state to address challenges facing ODA's Water Quality Program,05/11/2012 11:00:00 AM,05/11/2012 01:00:00 PM,"Mercy Community Education Center, Conference Room #2, 2459 Stewart Parkway", Roseburg,OR,,Yes,Eric Nusbaum,541-846-6424,enusbaum@oda.state.or.us,http://oregon.gov/ODA/NRD/docs/pdf/water/ag_listening_tour_water_quality.pdf,,,,,,,,,,,,mary.jane.schaffer@state.or.us,,,,,
Agriculture Department,Oregon State Weed Board,Quarterly Winter Meeting,02/22/2012 08:00:00 AM,02/22/2012 05:00:00 PM,"Oregon Department of State Lands Meeting Room, 775 Summer Street NE", Salem,OR,,yes,Jo Davis,503-986-4757,jdavis@oda.state.or.us,,,,Jo Davis,503-986-4757,jdavis@oda.state.or.us,,,,http://egov.oregon.gov/ODA/PLANT/WEEDS/agenda.shtml,,,tristen.l.berg@state.or.us,,,,,
