"fiscal_year","contract_id","award_title","contract_classification","contractor_name","street1","city","state_province","postal_code","effective_date","supplemental_effective_date","expiration_date","supplemental_expiration_date","contract_nte_amount","supplemental_contract_amount"
"2021","3477","Hardware Accessory","Goods","Amazon.com, Inc.","410 Terry Ave N","Seattle","WA","98109","2020-11-09T00:00:00.000",,"2020-12-01T00:00:00.000",,"227.99",
"2021","3467","Training Promo Codes                                                                                                               Electronic Order Agreement","Services","New Horizon's Computer Learning Centers","1500 NW Bethany Blvd Ste 285","Bearverton","OR","97006","2020-10-30T00:00:00.000",,"2021-12-31T00:00:00.000",,"2655.00",
"2021","3456","Training Registration","Services","Pearson","5601 Green Valley Drive","Bloomington","Minnesota","55437","2020-11-12T00:00:00.000",,"2021-11-12T00:00:00.000",,"265.00",
"2021","3321","Data Sharing 529 Savings Board -Department of Revenue","Services","Oregon Department of Revenue","955 Center St NE","Salem","OR","97301","2020-09-01T00:00:00.000",,"2030-12-31T00:00:00.000",,"0.00",
"2021","3325","Training Registration","Services","Government Finance Officers Association","203 N LaSalle Street","Chicago","IL","60601","2020-09-17T00:00:00.000",,"2020-09-17T00:00:00.000",,"135.00",
"2021","3333","IT Maintenance Renewal","Services","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2020-10-16T00:00:00.000",,"2021-10-16T00:00:00.000",,"388.29",
"2021","3336","Membership Dues","Services","Government Finance Officers Association","203 N LaSalle Street","Chicago","IL","60601","2020-09-30T00:00:00.000",,"2021-09-30T00:00:00.000",,"190.00",
"2021","3341","Business Cards","Goods","Oregon Corrections Enterprises","3691 State St","Salem","OR","97301","2020-08-31T00:00:00.000",,"2020-10-09T00:00:00.000",,"45.00",
"2021","3344","Nameplate and Base","Goods","Pearl Buck Center Incorporated","3690 W 1st","Eugene","OR","97301","2020-09-01T00:00:00.000",,"2020-09-28T00:00:00.000",,"27.83",
"2021","3348","Nameplate and Base","Goods","Pearl Buck Center Incorporated","3690 W 1st","Eugene","OR","97301","2020-09-01T00:00:00.000",,"2020-09-28T00:00:00.000",,"27.83",
"2021","3351","Conference Registration","Services","P2F2","P.O. Box 33","Hilliard","OH","43026","2020-10-16T00:00:00.000",,"2020-10-30T00:00:00.000",,"500.00",
"2021","3357","Training Registration","Services","ILPA Institute","1800 M Street NW","Washington","District of Columbia","20036","2020-10-20T00:00:00.000",,"2020-10-21T00:00:00.000",,"720.00",
"2021","3360","Conference Registration","Services","Tableau","1621 N 34th St.","Seattle","WA","98103","2020-10-05T00:00:00.000",,"2020-10-05T00:00:00.000",,"299.00",
"2021","3364","IT Software License Renewal","Services","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2020-09-27T00:00:00.000",,"2021-09-26T00:00:00.000",,"128.04",
"2021","3368","Conference Registration","Services","National Association of State Treasurers","1201 Pennsylvania Ave NW, Suite 800","Washington","DC","20004","2020-10-08T00:00:00.000",,"2020-10-22T00:00:00.000",,"300.00",
"2021","3375","Subscription Renewal","Services","SquareSpace","311 SW Washington St","Portland","OR","97204","2020-09-04T00:00:00.000",,"2021-09-06T00:00:00.000",,"312.00",
"2021","3379","Training Registration","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2021-02-16T00:00:00.000",,"2021-03-11T00:00:00.000",,"150.00",
"2021","3384","IT Software Renewal","Goods and Services","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2020-10-12T00:00:00.000",,"2021-10-12T00:00:00.000",,"26036.83",
"2021","3387","Book","Goods","Amazon.com, Inc.","410 Terry Ave N","Seattle","WA","98109","2020-09-22T00:00:00.000",,"2020-10-15T00:00:00.000",,"179.92",
"2021","3394","Training Registration","Services","Skyline ATS","490 Division Street","Campbell","California","95008","2020-10-05T00:00:00.000",,"2020-10-09T00:00:00.000",,"4195.00",
"2021","3398","IT Hardware Accessories","Goods","Apollo Satellite","5694 Mission Center Rd","San Diego","CA","92108","2020-09-30T00:00:00.000",,"2020-10-15T00:00:00.000",,"27.77",
"2021","3404","Membership Dues","Services","Government Finance Officers Association","203 N LaSalle Street","Chicago","IL","60601","2020-11-01T00:00:00.000",,"2021-10-31T00:00:00.000",,"190.00",
"2021","3408","IT Internet Services","Services","WaveDivision Holdings, LLC","401 Parkplace Center, Suite 103","Kirkland","WA","98033","2020-10-13T00:00:00.000",,"2023-10-13T00:00:00.000",,"31500.00",
"2021","3415","Technical Services","Services","Cobblestone Systems Corp","428 S White Horse Pike","Lindenwold","NJ","8021","2020-10-14T00:00:00.000",,"2020-11-30T00:00:00.000",,"600.00",
"2021","3418","IT Computer Bundle","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-10-15T00:00:00.000",,"2020-10-29T00:00:00.000",,"1729.54",
"2021","3422","Oregon State Bar Cont'd Education Class","Services","Oregon State Bar",,,,,"2020-10-19T00:00:00.000",,"2020-11-16T00:00:00.000",,"145.00",
"2021","3425","Training Registration","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2021-01-06T00:00:00.000",,"2021-02-24T00:00:00.000",,"500.00",
"2021","3431","OregonSaves Mailing","Services","DAS Publishing & Distribution","550 Airport Rd SE","Salem","Oregon","97301","2020-10-23T00:00:00.000",,"2021-01-15T00:00:00.000",,"560.00",
"2021","3434","Training Registration","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2020-10-29T00:00:00.000",,"2020-10-29T00:00:00.000",,"0.00",
"2021","3438","Oregon Arts Commission - Proposal fee","Services","Ball-Nogues Studio","3533 East Olympic Boulevard","Los Angeles","CA","90023","2020-11-01T00:00:00.000",,"2021-02-28T00:00:00.000",,"2000.00",
"2021","3442","Oregon Arts Commission - Proposal fee","Services","Leah Wilson","1374 Tyler Street","Eugene","OR","97402","2020-11-01T00:00:00.000",,"2021-02-28T00:00:00.000",,"1000.00",
"2021","3447","Office Furniture","Goods","RFM Preferred Seating","619 SW Wood Street","Hillsboro","OR","97123","2020-10-20T00:00:00.000",,"2020-12-30T00:00:00.000",,"874.50",
"2021","3450","Office Furniture","Goods","PacificWRO","825 NE Multnomah, Suite 270","Portland","OR","97232","2020-10-22T00:00:00.000",,"2021-02-15T00:00:00.000",,"351.17",
"2021","3457","Office Furniture","Goods","RFM Preferred Seating","619 SW Wood Street","Hillsboro","OR","97123","2020-10-26T00:00:00.000",,"2020-12-31T00:00:00.000",,"829.95",
"2021","3461","Conference Registration","Services","Society for Human Resource Management","1800 Duke Street","Alexandria","VA","22314-3499","2021-03-03T00:00:00.000",,"2021-06-30T00:00:00.000",,"200.00",
"2021","3472","Conference Registration","Services","Cobblestone Systems Corp","428 S White Horse Pike","Lindenwold","NJ","8021","2021-01-20T00:00:00.000",,"2021-01-21T00:00:00.000",,"293.89",
"2021","3475","Postage Stamp Purchase","Goods","United States Postal Service","3624 Commercial Street Southeast","Salem","Oregon","97302","2020-11-06T00:00:00.000",,"2020-11-13T00:00:00.000",,"56.80",
"2021","3479","IT Phone Accessories","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-11-09T00:00:00.000",,"2020-11-23T00:00:00.000",,"29.51",
"2021","3482","Office Supplies","Goods","Amazon.com, Inc.","410 Terry Ave N","Seattle","WA","98109","2020-11-10T00:00:00.000",,"2020-12-15T00:00:00.000",,"20.88",
"2021","3487","Sierra Springs Nov  2020 Water Invoice","Goods and Services","Sierra Springs","4050 Fairview Industrial Dr SE","Salem","OR","97302","2020-11-13T00:00:00.000",,"2020-11-20T00:00:00.000",,"9.50",
"2021","3490","Training Registration","Services","Willamette University","900 State Street","Salem","OR","97301","2021-01-15T00:00:00.000",,"2021-01-29T00:00:00.000",,"390.00",
"2021","3494","IT Computer Bundle","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-11-16T00:00:00.000",,"2020-11-30T00:00:00.000",,"1531.02",
"2021","3500","IT - Peripheral Equipment","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-11-17T00:00:00.000",,"2020-12-01T00:00:00.000",,"250.48",
"2021","3506","Membership Dues","Services","Oregon Public Purchasing Association","555 Court St NE Ste 4247","Salem","OR","97301","2021-01-01T00:00:00.000",,"2021-12-31T00:00:00.000",,"100.00",
"2021","3510","Publication Run","Services","Willamette Week","2220 NW Quimby St","Portland","OR","97210","2020-11-23T00:00:00.000",,"2020-11-30T00:00:00.000",,"1000.00",
"2021","3514","Postage Due","Goods","United States Postal Service","3624 Commercial Street Southeast","Salem","Oregon","97302","2020-11-30T00:00:00.000",,"2020-12-07T00:00:00.000",,"2.80",
"2021","3518","Subscription Renewal","Services","The Economist Newspaper Limited","20 Cabot Square",,"London","E14 4Qw","2021-01-02T00:00:00.000",,"2022-01-01T00:00:00.000",,"2621.00",
"2021","3528","Training Registration","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2020-12-17T00:00:00.000",,"2020-12-17T00:00:00.000",,"0.00",
"2021","3531","IT Phone Accessories","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-12-08T00:00:00.000",,"2021-01-18T00:00:00.000",,"39.73",
"2021","3536","Domain Membership","Services","GoDaddy.com","14455 N. Hayden Rd, Ste 219","Scottsdale","AZ","85260","2020-12-10T00:00:00.000",,"2021-12-10T00:00:00.000",,"240.00",
"2021","3540","Training Registration","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2021-02-23T00:00:00.000",,"2021-03-18T00:00:00.000",,"350.00",
"2021","3554","IT Asset Management Equipment","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-12-18T00:00:00.000",,"2020-12-30T00:00:00.000",,"66.97",
"2021","3557","Software License Renewal","Goods","CiraSync",,,,,"2021-01-06T00:00:00.000",,"2022-01-06T00:00:00.000",,"1800.00",
"2021","3561","Training Registration","Services","Government Finance Officers Association","203 N LaSalle Street","Chicago","IL","60601","2020-12-24T00:00:00.000",,"2021-01-08T00:00:00.000",,"140.00",
"2021","3564","IT PC Equipment","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-12-30T00:00:00.000",,"2021-01-06T00:00:00.000",,"89.98",
"2021","3572","Training Registration","Services","Willamette University","900 State Street","Salem","Oregon","97301","2021-05-07T00:00:00.000",,"2021-05-28T00:00:00.000",,"390.00",
"2021","3575","Software & Maintenance Renewal","Goods and Services","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2021-01-15T00:00:00.000",,"2024-01-14T00:00:00.000",,"50803.94",
"2021","3579","Sierra Springs January 2021 Water Invoice","Services","Sierra Springs","4050 Fairview Industrial Dr SE","Salem","OR","97302","2021-01-11T00:00:00.000",,"2021-01-15T00:00:00.000",,"9.50",
"2021","3582","Training Registration","Services","ILPA Institute","1800 M Street NW","Washington","District of Columbia","20036","2021-02-24T00:00:00.000",,"2021-02-25T00:00:00.000",,"1199.00",
"2021","3588","IT Maintenance Renewal","Services","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-02-11T00:00:00.000",,"2021-12-31T00:00:00.000",,"3135.97",
"2021","3594","ABLE Collaboration Program Services Agreement","Services","State Of Alabama","600 Dexter Avenue","Montgomery","AL",,"2021-02-01T00:00:00.000","2021-05-12T00:00:00.000","2026-02-01T00:00:00.000","2026-02-01T00:00:00.000","0.00","0.00"
"2021","3599","PAIA Annual Membership","Services","Portland Alternative Investment Association",,,,,"2021-01-22T00:00:00.000",,"2022-01-24T00:00:00.000",,"875.00",
"2021","3602","The National LGBTQ+ Bar Association","Services","The LGBT Bar",,,,,"2021-01-28T00:00:00.000",,"2021-02-28T00:00:00.000",,"200.00",
"2021","3607","American Bar Association","Services","American Bar Association","321 North Clark Street","Chicago","Illinois","60654","2021-01-28T00:00:00.000",,"2021-02-28T00:00:00.000",,"399.00",
"2021","3610","IT Phone Accessories","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-01-29T00:00:00.000",,"2021-02-12T00:00:00.000",,"103.44",
"2021","3614","Multnomah Bar Posting","Services","Multnomah Bar Association",,,,,"2021-01-28T00:00:00.000",,"2021-02-28T00:00:00.000",,"101.50",
"2021","3618","Recruitment","Services","CIO Partners, Inc","2840 Johnson Ferry Road, Suite 250","Marietta","GA","30062","2021-02-04T00:00:00.000",,"2021-12-31T00:00:00.000",,"49500.00",
"2021","3628","Research & Delivery Tool","Services","Granicus","707 17th Street, Suite 4000","Denver","CO","80202","2021-03-09T00:00:00.000",,"2022-03-08T00:00:00.000",,"18171.69",
"2021","3632","Membership Dues","Services","National Association of State Treasurers","1201 Pennsylvania Ave NW, Suite 800","Washington","DC","20004","2020-07-01T00:00:00.000",,"2021-06-30T00:00:00.000",,"6000.00",
"2021","3636","Training Registration","Services","Aurora Training Advantage","520 West Lake Mary Boulevard","Sanford","Florida","32773","2021-03-16T00:00:00.000",,"2021-03-16T00:00:00.000",,"219.00",
"2021","3639","Training Registration","Services","Strafford","590 Dutch Valley Road","Atlanta","GA","30324","2021-03-09T00:00:00.000",,"2021-03-09T00:00:00.000",,"247.00",
"2021","3647","Membership Dues","Services","Oregon Society of CPA's","10206 SW Laurel St","Bearverton","OR","97005","2021-04-01T00:00:00.000",,"2022-03-31T00:00:00.000",,"325.00",
"2021","3650","Deposit Slips","Goods","Check Printing Co.","PO Box 4305","Portland","OR","97203","2021-02-19T00:00:00.000",,"2021-03-26T00:00:00.000",,"281.25",
"2021","3654","IT - Peripheral Equipment","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-02-23T00:00:00.000",,"2021-03-09T00:00:00.000",,"240.80",
"2021","3657","Blackjobs.com - Job Posting","Services","Blackjobs.com",,,,,"2021-02-23T00:00:00.000",,"2021-03-23T00:00:00.000",,"249.00",
"2021","3668","Training Registration","Services","1105 Media Inc.","6300 Canoga Ave, Suite 1150","Woodland Hills","CA","91367","2021-05-04T00:00:00.000",,"2021-05-05T00:00:00.000",,"3450.00",
"2021","3671","Training Registration","Services","PMA Conference Management","405 Highview Rd","Englewood","NJ","7631","2021-04-06T00:00:00.000",,"2021-04-07T00:00:00.000",,"1295.00",
"2021","3678","CFA Institute - SIA, Fixed Income","Services","CFA Institute","915 East High Street","Charlottesville","VA","22902","2021-03-03T00:00:00.000",,"2021-04-04T00:00:00.000",,"395.00",
"2021","3684","Training Registration","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2021-03-30T00:00:00.000",,"2021-03-30T00:00:00.000",,"40.00",
"2021","3692","IT Hardware, Maintenance, Licenses","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-03-12T00:00:00.000",,"2024-06-30T00:00:00.000",,"245628.15",
"2021","3696","Operating Agreement","Services","US Bank National Association",,,,,"2021-03-11T00:00:00.000",,"2025-06-30T00:00:00.000",,"0.00",
"2021","3700","Training Registration","Services","International Centre for Pension Management",,,,,"2021-06-01T00:00:00.000",,"2021-06-22T00:00:00.000",,"6000.00",
"2021","3709","2021- 17 month Day Planner Purchase","Goods","RIFLE PAPER Co.","558 West New England Avenue","Winter Park","Florida","32789","2021-03-18T00:00:00.000",,"2021-04-01T00:00:00.000",,"13.20",
"2021","3717","IT Hardware and Software","Goods and Services","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-03-31T00:00:00.000",,"2021-07-31T00:00:00.000",,"114880.22",
"2021","3720","Solve Quotes Subscription","Services","Solve Advisors",,,,,"2021-03-29T00:00:00.000",,"2023-03-28T00:00:00.000",,"100000.00",
"2021","3724","IT Software Licenses","Goods","DeskCalc GbR","Reichendorf 198",,,,"2021-03-30T00:00:00.000",,"2022-03-29T00:00:00.000",,"119.95",
"2021","3727","IT Computer Bundle","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-03-31T00:00:00.000",,"2021-04-14T00:00:00.000",,"655.74",
"2021","3733","IT Software","Goods","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2021-04-06T00:00:00.000",,"2021-09-28T00:00:00.000",,"332.66",
"2021","3737","IT Hardware & Peripheal","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-04-09T00:00:00.000",,"2021-06-30T00:00:00.000",,"16418.66",
"2021","3742","IT Hardware, License, & Service","Goods and Services","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-04-13T00:00:00.000",,"2024-04-13T00:00:00.000",,"197108.78",
"2021","3745","IT Network Equipment","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-04-14T00:00:00.000",,"2021-04-28T00:00:00.000",,"3345.07",
"2021","3751","IT Computer Bundle","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-04-15T00:00:00.000",,"2021-04-29T00:00:00.000",,"695.44",
"2021","3755","IT - Peripheral Equipment","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-04-21T00:00:00.000",,"2021-05-05T00:00:00.000",,"191.65",
"2021","3765","Conference Registration","Services","National Association of State Treasurers","1201 Pennsylvania Ave NW, Suite 800","Washington","DC","20004","2021-05-10T00:00:00.000",,"2021-05-10T00:00:00.000",,"3150.00",
"2021","3770","Training Registration","Services","Skyline ATS","490 Division Street","Campbell","California","95008","2021-04-28T00:00:00.000",,"2021-10-25T00:00:00.000",,"900.00",
"2021","3777","IT - Peripheral Equipment","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-04-29T00:00:00.000",,"2021-05-13T00:00:00.000",,"5325.19",
"2021","3786","FS-ISAC Membership Renewal 6/34/21 - 6/23/22","Services","Financial Services Information Sharing and Analysis Center","12020 Sunrise Valley Dr. Suite 230","Reston","VA","20191","2021-05-03T00:00:00.000",,"2021-05-17T00:00:00.000",,"1500.00",
"2021","3792","IT Installation & Service","Services","Hunter Communications",,,,,"2021-05-01T00:00:00.000",,"2042-03-31T00:00:00.000",,"387209.63",
"2021","3799","Subscription Dues","Services","Bloomberg L.P.","499 Park Avenue","New York","NY","10022","2021-05-05T00:00:00.000",,"2022-05-04T00:00:00.000",,"290.00",
"2021","3817","IT Phone Accessories","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-05-12T00:00:00.000",,"2021-05-19T00:00:00.000",,"34.60",
"2021","3829","Domain Purchase","Goods","GoDaddy.com","14455 N. Hayden Rd, Ste 219","Scottsdale","AZ","85260","2021-05-19T00:00:00.000",,"2022-05-18T00:00:00.000",,"23.46",
"2021","3833","IT License","Goods","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2021-06-29T00:00:00.000",,"2024-06-28T00:00:00.000",,"4283.46",
"2021","3836","Nameplate and Base","Goods","Pearl Buck Center Incorporated","3690 W 1st","Eugene","OR","97301","2021-05-26T00:00:00.000",,"2021-07-09T00:00:00.000",,"27.83",
"2021","3841","Supplies","Goods","iStock Photo","Suite 313 - 1240 20th Ave SE","Calgary","Alberta","T2G 1M8","2021-05-27T00:00:00.000",,"2021-06-30T00:00:00.000",,"220.00",
"2021","3847","Training Registration","Services","Professional Education Services","4208 Douglas Boulevard","Granite Bay","California","95746","2021-06-02T00:00:00.000",,"2021-07-31T00:00:00.000",,"194.00",
"2021","3853","Membership Dues","Services","Multiple Engineering Co-op Program","435 NW Fifth Street, Suite A","Corvallis","OR","97330","2020-07-01T00:00:00.000",,"2021-06-30T00:00:00.000",,"3600.00",
"2021","3865","Subscription Renewal","Services","Arizent","1 State Street Plaza","New York","New York","10004","2021-05-17T00:00:00.000",,"2023-05-16T00:00:00.000",,"6600.00",
"2021","3876","Nameplates and Bases","Goods","Pearl Buck Center Incorporated","3690 W 1st","Eugene","OR","97301","2021-06-10T00:00:00.000",,"2021-07-29T00:00:00.000",,"445.28",
"2021","3883","Postage Stamp Purchase","Goods","United States Postal Service","3624 Commercial Street Southeast","Salem","Oregon","97302","2021-06-14T00:00:00.000",,"2021-06-21T00:00:00.000",,"56.85",
"2021","3890","Research License","Goods","Bloomberg L.P.","499 Park Avenue","New York","NY","10022","2021-06-14T00:00:00.000",,"2023-06-13T00:00:00.000",,"48480.00",
"2021","3895","IT - Phone Accessories","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-06-17T00:00:00.000",,"2021-06-30T00:00:00.000",,"242.20",
"2021","3901","Business Cards","Goods","Oregon Corrections Enterprises","3691 State St","Salem","OR","97301","2021-06-17T00:00:00.000",,"2021-07-22T00:00:00.000",,"45.00",
"2021","3905","Book Purchase","Goods","Amazon.com, Inc.","410 Terry Ave N","Seattle","WA","98109","2021-06-21T00:00:00.000",,"2021-06-28T00:00:00.000",,"25.81",
"2021","3915","Office Supplies","Goods","Amazon.com, Inc.","410 Terry Ave N","Seattle","WA","98109","2021-06-28T00:00:00.000",,"2021-07-31T00:00:00.000",,"129.95",
"2021","3311","Certification Test Registration Fee","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2020-09-15T00:00:00.000",,"2020-09-16T00:00:00.000",,"150.00",
"2021","3304","Wireless Earbuds","Goods","Amazon.com, Inc.","410 Terry Ave N","Seattle","WA","98109","2020-08-17T00:00:00.000",,"2020-08-31T00:00:00.000",,"399.98",
"2021","3299","Market Data","Goods and Services","Asset International, Inc","1055 Washington Blvd, Suite 400","Stamford","CT","6901","2020-10-01T00:00:00.000",,"2021-09-30T00:00:00.000",,"14935.00",
"2021","3300","Subscription Renewal","Services","Lorman Education Services","P.O. Box 509","Eau Claire","WI","54702","2020-08-13T00:00:00.000",,"2021-08-12T00:00:00.000",,"499.00",
"2021","3289","5 Part Printed Divider Tabs","Goods","DAS Publishing & Distribution","550 Airport Rd SE","Salem","Oregon","97301","2020-07-30T00:00:00.000",,"2020-10-02T00:00:00.000",,"185.00",
"2021","3283","IT Support Renewal","Services","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2020-08-30T00:00:00.000",,"2021-08-30T00:00:00.000",,"232.19",
"2021","3278","IT New Hire Equipment Bundle","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-07-22T00:00:00.000",,"2020-08-05T00:00:00.000",,"1687.73",
"2021","3279","Training Registration","Services","Government Finance Officers Association","203 N LaSalle Street","Chicago","IL","60601","2020-09-17T00:00:00.000",,"2020-09-17T00:00:00.000",,"100.00",
"2021","3267","Art Commission fee for Interior Art","Services","Oregon Arts Commission","775 Summer St NE # 200","Salem","OR","987301","2020-08-01T00:00:00.000",,"2022-06-30T00:00:00.000",,"20000.00",
"2021","3256","Webinar Registration","Services","WesPay","100 Bush Street","San Francisco","CA","94104","2020-07-14T00:00:00.000",,"2020-10-29T00:00:00.000",,"161.10",
"2021","3255","Nameplate and Base","Goods","Pearl Buck Center Incorporated","3690 W 1st","Eugene","OR","97301","2020-07-13T00:00:00.000",,"2020-09-28T00:00:00.000",,"27.83",
"2021","3254","Membership Dues Renewal","Services","CFA Institute","915 East High Street","Charlottesville","VA","22902","2020-07-01T00:00:00.000",,"2021-06-30T00:00:00.000",,"275.00",
"2021","3250","Book Purchase","Goods","Government Finance Officers Association","203 N LaSalle Street","Chicago","IL","60601","2020-07-08T00:00:00.000",,"2020-08-31T00:00:00.000",,"239.00",
"2021","3240","Conference Registration","Services","WesPay","100 Bush Street","San Francisco","CA","94104","2020-07-07T00:00:00.000",,"2020-09-18T00:00:00.000",,"430.00",
"2021","3239","Conference Registration","Services","National Institute for Public Procurement","2411 Dulles Corner Park Suite 350","Herndon","VA","20171","2020-07-07T00:00:00.000",,"2020-08-28T00:00:00.000",,"249.00",
"2021","3238","Services","Services","Oregon Legislative Administration","900 Court St NE, Rm. 140A","Salem","OR","97301","2020-07-01T00:00:00.000",,"2021-06-30T00:00:00.000",,"500.00",
"2021","3232","Membership Renewal Dues","Services","CFA Institute","915 East High Street","Charlottesville","VA","22902","2020-07-01T00:00:00.000",,"2021-06-30T00:00:00.000",,"0.00",
"2021","3164","Membership Dues","Services","Oregon Government Finance Officer Association (OGFOA)","P.O. Box 995","Canby","Oregon","97013","2020-07-01T00:00:00.000",,"2021-06-30T00:00:00.000",,"550.00",
"2021","3177","License Renewal","Services","Oregon Board of Accountancy","200 Hawthorne Ave SE","Salem","OR","97301","2020-07-01T00:00:00.000",,"2022-06-30T00:00:00.000",,"255.00",
"2021","3134","Real Estate Portfolio Consulting Services","Services","Meketa Investment Group, Inc","411 NW Park Avenue, Suite 401","Portland","OR","97209","2020-07-01T00:00:00.000",,"2023-06-30T00:00:00.000",,"1245000.00",
"2021","3139","CFA Membership Fee","Services","CFA Institute","915 East High Street","Charlottesville","VA","22902","2020-07-01T00:00:00.000",,"2021-06-30T00:00:00.000",,"350.00",
"2021","2869","2020 Conference Exhibitor Registration","Services","Central Oregon Disability Support Network",,,,,"2021-04-22T00:00:00.000",,"2021-04-26T00:00:00.000",,"80.00",
"2021","3041","Housing Bond Counsel","Services","Hawkins, Delafield & Wood LLP","28 Liberty Street","New York","NY","10005","2020-07-01T00:00:00.000",,"2025-06-30T00:00:00.000",,"2000000.00",
"2021","2674","IT Services License Agreement","Goods and Services","Alemba Group Inc","5123 W 98th  St, #1035","Minneapolis","MN","55437","2020-01-01T00:00:00.000","2020-10-28T00:00:00.000","2025-12-31T00:00:00.000","2025-12-31T00:00:00.000","105673.00","24975.00"
"2021","3042","OHCSD SF Revenue Bond Counsel","Services","Hawkins, Delafield & Wood LLP","28 Liberty Street","New York","NY","10005","2020-07-01T00:00:00.000",,"2025-06-30T00:00:00.000",,"0.00",
"2021","1230","Canon MFPs - Salem 350 Winter","Goods","Pacific Office Automation","14747 NW Greenbrier Pkwy., Suite A","Beaverton","OR","97066","2017-10-23T00:00:00.000","2020-12-01T00:00:00.000","2022-03-31T00:00:00.000","2022-03-30T00:00:00.000","109212.24","40969.92"
"2021","1232","Canon MFP - Tigard","Goods","Pacific Office Automation","14747 NW Greenbrier Pkwy., Suite A","Beaverton","OR","97066","2017-10-23T00:00:00.000","2021-01-01T00:00:00.000","2022-03-30T00:00:00.000","2022-03-30T00:00:00.000","17868.09","5678.85"
"2021","1105","OFA SNAP Bond Counsel","Services","Hawkins, Delafield & Wood LLP","28 Liberty Street","New York","NY","10005","2012-06-19T00:00:00.000","2020-07-01T00:00:00.000","2023-06-30T00:00:00.000","2021-06-30T00:00:00.000","625000.00","0.00"
"2021","1040","PolicyStat - Online Policy Tool","Services","PolicyStat, LLC","12800 N Meridian St., Suite 125","Carmel","IN","46032","2015-01-01T00:00:00.000","2020-12-22T00:00:00.000","2021-12-21T00:00:00.000","2021-12-21T00:00:00.000","17172.00","2652.00"
"2021","1226","OFA Municipal Advisor","Services","PFM Financial Advisors LLC","650 NE Holladay Street, Suite 1600","Portland","OR","97232","2018-01-01T00:00:00.000","2021-04-30T00:00:00.000","2022-06-30T00:00:00.000","2022-06-30T00:00:00.000","600000.00","200000.00"
"2021","1033","Phone system and install - Price Agreement","Goods and Services","Structured Communication Systems, Inc.","12901 SE 97th Ave, #400","Clackamas","OR","97015","2015-11-18T00:00:00.000","2021-01-05T00:00:00.000","2022-01-04T00:00:00.000","2022-01-04T00:00:00.000","1.00","10247.84"
"2021","1216","Valuation Consulting Services","Services","RERC, LLC","6600 Westown Parkway, Suite 260","West Des Moines","IA","50266","2017-08-01T00:00:00.000","2020-07-01T00:00:00.000","2022-07-31T00:00:00.000","2021-07-30T00:00:00.000","1.00","0.00"
