"agency","meeting_title","short_description","start_date_time","end_date_time","meeting_location","city","state","details","public_comment_accepted","contact_name","phone_number","contact_email","web_link","map_link","calendar_link","ada_contact","ada_contact_phone","ada_contact_email","webinar","call_in_phone_number","call_in_access_code","agenda"
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2013-07-11T09:30:00.000","2013-07-11T14:30:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will conduct a public meeting to elect officers for the 2013-14 plan year; review and discuss workgroup and committee assignments; receive updates on various health policy related topics and entity plan selections for the 2013-14 plan year; review and discuss the 2011-12 utilization report; and review, discuss and consider final amendments to the Division 10 (Definitions) and Division 65 (OEBB Administration of Early Retiree Groups) rules; amendments to be filed as Temporary Rules and moved into the permanent rulemaking process under Division 30 (Plan Selection), Division 70 (HB2557), and Division 80 (Operations); and amendments to be moved into the permanent rulemaking process under Division 40 (Enrollments) and Division 50 (Continuation of Coverage). ","yes","Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup ","SEOW","2013-09-16T11:00:00.000","2013-09-16T14:15:00.000","1225 Ferry St SE, Salem OR Suite B"," Salem","OR","Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to review and discuss 2014-15 payment/plan design options, the 2011-12 Comparative Dental Report and other related issues. The agenda will be posted on the OEBB website on or before Thursday, September 12.  ",,"Rose",,"Rose.mann@state.or.us",,,,,,,,,,
"Oregon Educators Benefit Board","Business and Operations Workgroup","BOW Meeting","2013-09-24T13:00:00.000","2013-09-18T14:00:00.000","1225 Ferry St SE"," Salem","OR","Telephone Conference originating from the PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301. The Business and Operations Workgroup will conduct a public meeting to review and discuss proposed rule changes to be filed as Temporary Rules and moved into the permanent rulemaking process under Division 10 (Definitions), Division 20 (Employee Group Effective Dates), and Division 30 (Premium Rate Structure Process and Limitations); and proposed amendments to be filed as permanent rules Division 30 (Plan Design Development and Selection), Division 40 (Enrollment), Division 50 (Continuation of Coverage), Division 70 (HB 2557), and Division 80 (Operations).",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Budget Note Committee","Budget Note Committee","2013-10-03T08:30:00.000","2013-10-03T11:00:00.000","29353 SW Town Center Loop East, Room 111/112"," Wilsonville","OR","Clackamas Community College/Wilsonville Training Center, Room 111/112 – 29353 SW Town Center Loop East, Wilsonville, Oregon.  The Budget Note Committee will conduct a public meeting to review the budget note, introduce the Committee members and review hospital cost data. ",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,,,,,,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2013-10-10T09:00:00.000","2013-10-10T11:30:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting.  Topics to be announced. ",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Administrative Review Committee","ARC Meeting","2013-10-10T11:45:00.000","2013-10-10T12:15:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Administrative Review Committee (ARC) will conduct a public meeting.  Topics to be announced.  ",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2013-10-10T13:00:00.000","2013-10-10T15:30:00.000","1225 Ferry St SE"," Salem","OR","EBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will conduct a public meeting.  Topics to be announced. ",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting - Executive Session","OEBB Board EXEC SESSION","2013-11-08T09:00:00.000","2013-11-08T10:30:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  -- The OEBB Board will convene in executive session* to review information from its legal counsel.

*Executive Session: No admittance unless stated below. Thank you.

The executive session is being held pursuant to ORS 192.660(2)(f) which allows a governing body to hold an executive session to consider information or records that are exempt by law from public inspection.

Representatives of the news media, OEBB staff and individuals specifically invited to participate are allowed to attend this executive session.

Representatives of the news media are specifically directed not to report on any of the deliberations during executive session, except to state the general subject of the session as previously announced. No decision may be made in executive session. 
",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,
"Oregon Educators Benefit Board","OEBB Budget Note Workgroup","OEBB Budget Note Workgroup","2013-11-13T13:30:00.000","2013-11-13T16:30:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301. The OEBB Budget Note Workgroup will conduct a public meeting to receive additional information on OEBB policies, practices, benefits and tools. ",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2013-11-14T09:00:00.000","2013-11-14T11:30:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to review and discuss health program updates and future considerations. ",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2013-11-14T13:00:00.000","2013-11-14T16:30:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will conduct a public meeting to receive enrollment updates for the 2013-14 plan year, consider an amendment to Division 10 (Definitions) of OAR Chapter 111 and receive updates from staff, various workgroups and Towers Watson.  ","yes","Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2014-01-07T09:00:00.000","2014-01-07T11:30:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to review and discuss the OEBB Mid-Year Health Data Report (2012-2013) and HEDIS 2012 reports from the carriers.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting - Executive Session","OEBB Board EXEC SESSION","2014-01-07T11:45:00.000","2014-01-07T12:45:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  -- The OEBB Board will convene in executive session. 

Executive Session: No admittance unless stated below. Thank you.

The executive session is being held pursuant to ORS 192.660(2)(f) which allows a governing body to hold an executive session to consider information or records that are exempt by law from public inspection.

Representatives of the news media, OEBB staff and individuals specifically invited to participate are allowed to attend this executive session. Representatives of the news media are specifically directed not to report on any of the deliberations during executive session, except to state the general subject of the session as previously announced. No decision may be made in executive session. 
",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,,,,,,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2014-01-07T12:45:00.000","2014-01-07T15:00:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will conduct a public meeting.  Topics of the meeting to be announced. ","yes","Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Business and Operations Workgroup","BOW Meeting","2014-01-23T14:00:00.000","2014-01-23T15:00:00.000","1225 Ferry St SE"," Salem","OR","Telephone Conference originating from the PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Business and Operations Workgroup will conduct a public meeting to review and discuss HRA information and considerations, FSA and HSA renewals and results of the 2013 member and entity surveys. ",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2014-01-28T08:30:00.000","2014-01-28T11:00:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to review and discuss benefit/plan design proposals for the 2014-15 plan year and the OEBB Annual Health Data Report process. ",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2014-02-04T13:00:00.000","2014-02-04T14:45:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will conduct a public meeting to review and consider renewals for the health savings account and flexible spending account service providers and other topics to be announced. ","yes","Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Business and Operations Workgroup","BOW Meeting","2014-03-31T09:00:00.000","2014-03-31T09:30:00.000","1225 Ferry St SE"," Salem","OR","Conference call originating from the PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Business and Operations Workgroup (BOW) will conduct a public meeting to review and discuss amendments to Division 20 (Program Participation) of the OEBB administrative rules, receive a budget status update and discuss the OEBB administrative fee for the 2014-15 plan year.",,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2014-04-01T09:00:00.000","2014-04-01T12:00:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to review and discuss the OEBB Annual Dental Data (2012-13), follow-up items for 2014-15 benefit design considerations and future benefit design considerations.",,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2014-04-01T13:00:00.000","2014-04-01T15:45:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will conduct a public meeting to review and consider the PEBB/OEBB administrator recruitment announcement, recruitment timeline and sourcing plan; review and consider a memorandum of understanding (MOU) between PEBB, OEBB and OHA; receive preliminary findings for school employees included in the 2013 Behavioral Risk Factor Surveillance System (BRFSS) survey and receive an update on the results of the BRFSS Survey Taskforce; review and consider proposed amendments to Division 20 (Program Participation) of the OEBB administrative rules and the 2014-15 OEBB administrative fee; and receive status updates from various workgroups and staff. ","yes","Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2014-04-14T10:00:00.000","2014-04-14T11:00:00.000","1225 Ferry St SE"," Salem","OR","Conference call originating from the PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will conduct a public meeting to review, discuss and consider a possible incentive for completion of the health assessment under the Healthy Futures program and the scoring methodology for the consultant RFP. ","yes","Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2014-04-22T08:30:00.000","2014-04-22T09:00:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to review and discuss certain follow-up items for 2014-15 benefit design considerations.",,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2014-04-22T09:00:00.000","2014-04-22T11:15:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will conduct a public meeting to receive additional information on certain proposals under consideration as part of the 2014-15 renewal process.","yes","Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting - Executive Session","OEBB Board EXEC SESSION","2014-04-22T11:15:00.000","2014-04-22T13:30:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will convene in executive session* to receive a staff and consultant advisory update on the status of the 2014-15 rate renewal negotiations.  

*Executive Session: No admittance unless stated below. Thank you.

The executive session is being held pursuant to ORS 192.660(2)(f) which allows a governing body to hold an executive session to consider information or records that are exempt by law from public inspection.

Representatives of the news media, OEBB staff and individuals specifically invited to participate are allowed to attend this executive session. Representatives of the news media are specifically directed not to report on any of the deliberations during executive session, except to state the general subject of the session as previously announced. No decision may be made in executive session.",,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,
"Oregon Educators Benefit Board","OEBB Board Meeting - Executive Session","OEBB Board EXEC SESSION","2014-05-06T12:15:00.000","2014-05-06T13:00:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will convene in executive session* to receive a staff and consultant advisory update on the status of the 2014-15 rate renewal negotiations.  ",,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2014-05-06T13:00:00.000","2014-05-06T14:00:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will convene in a public meeting to consider rate renewals for medical/pharmacy, vision and dental plans for the 2014-15 plan year. ","yes","Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2014-05-06T13:00:00.000","2014-05-06T14:00:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will convene in a public meeting to consider rate renewals for medical/pharmacy, vision and dental plans for the 2014-15 plan year. ","yes","Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2014-06-03T09:00:00.000","2014-06-03T12:00:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to review and discuss the Avoidable Care and Conditions Analysis and Deep Dive Considerations Sections of the Annual Reporting Package and hear from the Washington Bree Collaborative.",,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","Administrative Review Committee Meeting","ARC Meeting","2014-06-11T11:00:00.000","2014-06-11T12:00:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Administrative Review Committee (ARC) will convene in a public meeting to review and consider an administrative review. ",,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","Business and Operations Workgroup","BOW Meeting","2014-06-30T11:00:00.000","2014-06-30T12:00:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Business and Operations Workgroup (BOW) will convene in a public meeting to review and consider a recommendation to the full OEBB Board to file Division 20 Oregon Administrative Rule (OAR), with amendments, as a permanent rule and to review and consider a recommendation to the full OEBB Board to move certain amendments to Division 70 OAR into the permanent rulemaking process. The BOW will also discuss the Health Reimbursement Arrangement (HRA) Entity Survey results. ",,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2014-07-15T12:30:00.000","2014-07-15T12:45:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will conduct a public meeting to consider, approve and announce the Apparent Successful Proposer (ASP) for the consulting services RFP (OHA-1047-14).","yes","Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2014-10-07T09:00:00.000","2014-10-02T12:30:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will conduct a public meeting to welcome two new board members; review and discuss reports on two types of conditions identified by the Strategies on Evidence and Outcomes Workgroup (SEOW) as areas needing additional research with recommendations on possible next steps; discuss and consider a revised effective date for Applied Behavior Analysis therapy coverage; receive an open enrollment update and preliminary 2014-15 enrollment counts for medical and dental plans; and receive an update on the status of the PEBB/OEBB administrator recruitment process.","yes","Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,
"Oregon Educators Benefit Board","Healthy Futures Workgroup Meeting","Healthy Futures Workgroup Mtg","2014-10-28T14:00:00.000","2014-10-28T15:00:00.000","1225 Ferry Street SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Healthy Futures Workgroup will conduct a public meeting to receive an update on the Healthy Futures Program and review and discuss the communications plan and strategies to increase program participation",,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,
"Oregon Educators Benefit Board","Strateies on Evidence and Outcomes Workgroup","SEOW Mtg","2014-12-02T09:00:00.000","2014-12-02T11:30:00.000","1225 Ferry Street SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to receive additional information on Multiple Chronic Conditions (including presentations on two of the care management programs available to Moda members and Kaiser members); a more detailed look at utilization of knee arthroscopies and arthroplasties; an update on maternity care options; and review and consider a member benefit request.",,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2015-02-03T13:00:00.000","2015-02-03T15:45:00.000","1225 Ferry Street SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will conduct a public meeting to review and discuss various topics; receive general updates on OEBB’s participation in the SIM survey and legislative tracking process; review, discuss and consider renewals for the life, disability and AD&D coverages through The Standard and recommendations on Healthy Futures Program changes and addition of a gym membership benefit; review results from the 2014 Customer Service Surveys; and receive an update on the procurement for flexible spending account (FSA) and health savings account (HSA) vendors. ","yes","Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup Meeting","SEOW Meeting","2015-02-17T14:30:00.000","2015-02-17T17:00:00.000","1225 Ferry Street SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to review and discuss 2015-16 Benefit/Plan Design Options, 2014 Carrier HEDIS Reports, Self-Care Conditions Deep Dive and follow-up items from the January 6 meeting.",,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","Business and Operations Workgroup Meeting","BOW Meeting","2015-02-25T10:00:00.000","2015-02-25T11:30:00.000","1225 Ferry Street SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Business and Operations Workgroup will conduct a public meeting to review and discuss results of the Plan Year Change Entity Survey and options, a possible Bronze Plan option for workers that are not employed in non-benefit eligible workers, proposed rules changes to OAR 111-020-0010 (Entities Electing to Join OEBB), updates to the QSC Matrix, and Mandatory Open Enrollment option and requirements.",,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2015-03-03T13:00:00.000","2015-03-03T15:30:00.000","1225 Ferry Street SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will conduct a public meeting to review, discuss and approve the Apparent Successful Proposer(s) in response to the RFP for flexible spending account (FSA) and health savings account (HSA) administrative services; receive general updates on legislation; review, discuss and consider amendments to OAR 111-020-0010 and 111-040-0040 and the Qualified Status Change Matrix; review, discuss and consider a mandatory open enrollment in 2015 and reimbursements for some gym membership fees; and receive status updates from the Business and Operations Workgroup (BOW) and the Strategies on Evidence and Outcomes Workgroup (SEOW).","yes","Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup Meeting","SEOW Meeting","2015-04-07T08:30:00.000","2015-04-07T10:00:00.000","1225 Ferry Street SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to review and discuss the 2013-14 OEBB Annual Health Data Report.",,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","PEBB/OEBB Joint Board Meeting - Executive Session","PEBB/OEBB Boards - Exec Session","2015-04-07T10:00:00.000","2015-04-07T10:15:00.000","1225 Ferry Street SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301. The PEBB/OEBB Boards will meet in executive session* to discuss results of recent interviews with applicants for the position of PEBB/OEBB Administrator. Decisions will not be made during this meeting. 

*Executive Session: No admittance unless stated below. Thank you.

The executive session is being held pursuant to ORS 192.660(2)(f) which allows a governing body to hold an executive session to consider information or records that are exempt by law from public inspection.
Representatives of the news media, OEBB staff and individuals specifically invited to participate are allowed to attend this executive session. 

Representatives of the news media are specifically directed not to report on any of the deliberations during executive session, except to state the general subject of the session as previously announced. No decision may be made in executive session. 
",,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,,,,,,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2015-04-07T10:15:00.000","2015-04-07T16:45:00.000","1225 Ferry Street SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will convene in a public meeting to consider applicants for the position of OEBB Administrator, review and consider the medical/Rx RFP proposed timeline, possible plan design considerations, scoring methodology, and transparency requirements; the EAP renewal; potential discontinuance of the composite rate structure, change to a calendar year plan year, and addition of a bronze plan for non-benefit eligible employees. The Board will also be briefed on preliminary findings from the informed enrollment research and the 2013-14 data dashboard.","yes","Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting - CANCELED","OEBB Board Meeting - CANCELED","2015-04-07T10:15:00.000","2015-04-07T10:15:00.000","1225 Ferry Street SE"," Salem","OR","**CANCELED** - PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301. The OEBB Board will convene in a public meeting to consider applicants for the position of PEBB/OEBB Administrator. **CANCELED**",,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,
"Oregon Educators Benefit Board","OEBB Board Meeting - Executive Session","OEBB Board Meeting - Exec Session","2015-04-21T08:30:00.000","2015-04-21T09:30:00.000","1225 Ferry Street SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will convene in executive session* to receive a staff and consultant advisory update on the status of the 2015-16 rate renewal negotiations.

*Executive Session: No admittance unless stated below. Thank you.

The executive session is being held pursuant to ORS 192.660(2)(f) which allows a governing body to hold an executive session to consider information or records that are exempt by law from public inspection.

Representatives of the news media, OEBB staff and individuals specifically invited to participate are allowed to attend this executive session. Representatives of the news media are specifically directed not to report on any of the deliberations during executive session, except to state the general subject of the session as previously announced. No decision may be made in executive session. 
",,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,"Rose Mann","503-378-4606","rose.mann@oregon.gov",,,,
