"division","classification","position","title","_07_31_17","_08_31_17","_09_30_17","_10_31_17","_11_30_17","_12_31_17","_01_31_18","_02_28_18","_03_31_18","_4_30_18","_5_31_18","_06_30_18","_07_31_18","_08_31_18","sept18","_10_31_18","_11_30_2018","_12_31_2018","total"
"Administration","Information Systems Specialist 6","4973016","PERS PENSION OBLIGATION BOND PAYMENT","411.01","411.01","411.01","411.01","424.71","424.71","424.71","424.71","424.71","423.75","404.49","408.52","389.07","408.52","408.52","408.52","408.52","408.52","7436.02"
"Administration","Information Systems Specialist 6","4973016","PERS RETIREMENT","1149.46","1149.46","1149.46","1149.46","1149.46","1149.46","1149.46","1149.46","1149.46","1168.79","1555.32","1570.82","1496.03","1570.82","1570.82","1570.82","1570.82","1570.82","23990.20"
"Administration","Information Systems Specialist 6","4973016","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,,,,,,,,,,,,,,,,"2.95","2.95"
"Administration","Information Systems Specialist 6","4973016","REGULAR EMPLOYEES SALARY","6524.00","6524.00","6524.00","6524.00","6524.00","6524.00","6524.00","6524.00","6524.00","6524.00","6524.00","6589.00","6275.27","6589.00","6589.00","6589.00","6589.00","6589.00","117573.27"
"Administration","Information Systems Specialist 6","4973016","SOCIAL SECURITY & MEDICARE","519.73","519.74","519.74","519.73","519.73","519.81","519.80","519.82","519.80","518.09","498.03","503.01","478.99","503.00","503.01","503.00","503.00","498.17","9186.20"
"Administration","Information Systems Specialist 6","4973016","WORK OUT OF CLASS & LEADWORK","326.20","326.20","326.20","326.20","326.20","326.20","326.20","326.20","326.20","310.67",,,,,,,,,"3246.47"
"Administration","Information Systems Specialist 6","4973016","WORKERS' BENEFIT FUND ASSESSMENT","1.40","2.09","1.99","2.24","1.75","1.79","2.31","1.99","2.45","2.18","2.46","2.34","1.79","2.18","2.10","2.02","2.02","1.88","37.37"
"Administration","Information Systems Specialist 7","0003904","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","17.00"
"Administration","Information Systems Specialist 7","0003904","DENTAL INSURANCE","88.91","88.91","88.91","88.91","88.91","51.72","51.72","51.72","51.72","51.72","51.72","51.72","51.72","51.72","51.72","51.72","51.72","52.74","1117.93"
"Administration","Information Systems Specialist 7","0003904","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Information Systems Specialist 7","0003904","HEALTH INSURANCE","1225.23","1225.23","1225.23","1225.23","1225.23","727.46","727.46","727.46","727.46","727.46","727.46","727.46","727.46","727.46","727.46","727.46","727.46","755.66","15611.33"
"Administration","Information Systems Specialist 7","0003904","PERS PENSION OBLIGATION BOND PAYMENT","453.54","453.54","434.35","382.85","447.36","468.66","468.66","468.66","363.66","468.66","468.66","461.27","473.37","473.37","420.44","473.37","473.37","473.37","8124.38"
"Administration","Information Systems Specialist 7","0003904","PERS RETIREMENT","1802.07","1802.07","1725.81","1521.21","1720.15","1802.07","1802.07","1802.07","1398.34","1802.07","1802.07","1773.65","1820.19","1820.18","1616.66","1820.18","1820.18","1820.18","31460.53"
"Administration","Information Systems Specialist 7","0003904","REGULAR EMPLOYEES SALARY","7559.00","7559.00","7239.09","6380.91","7215.41","7559.00","7559.00","7559.00","5865.53","7559.00","7559.00","7439.82","7635.00","7635.00","6781.31","7635.00","7635.00","7635.00","131965.22"
"Administration","Information Systems Specialist 7","0003904","SOCIAL SECURITY & MEDICARE","569.11","569.12","544.64","478.99","542.84","571.27","571.27","571.28","441.72","571.28","571.27","562.15","577.09","577.08","511.79","577.09","577.09","576.93","9958.57"
"Administration","Information Systems Specialist 7","0003904","WORKERS' BENEFIT FUND ASSESSMENT","1.43","1.79","1.82","1.79","1.77","2.27","2.06","1.86","1.23","2.13","2.24","1.78","1.63","2.13","1.15","2.13","2.13","2.04","34.12"
"Administration","Information Systems Specialist 7","1503006","BASIC LIFE INSURANCE - $5.000",,,,"0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95",,,,"0.85","11.30"
"Administration","Information Systems Specialist 7","1503006","DENTAL INSURANCE",,,,"144.26","144.26","158.20","158.20","158.20","158.20","158.20","158.20","158.20","158.20","158.20",,,,"60.56","1772.88"
"Administration","Information Systems Specialist 7","1503006","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,"2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14",,,,"2.14","25.68"
"Administration","Information Systems Specialist 7","1503006","HEALTH INSURANCE",,,,"1696.94","1696.94","1913.28","1913.28","1913.28","1913.28","1913.28","1913.28","1913.28","1913.28","1913.28",,,,"729.36","21342.76"
"Administration","Information Systems Specialist 7","1503006","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,"539.16","339.82","339.82","339.82","339.82","339.82","343.23","343.23","208.92",,,,,"3133.64"
"Administration","Information Systems Specialist 7","1503006","PERS RETIREMENT",,,,,,"1459.19","919.71","919.71","919.71","919.71","919.71","928.94","928.94","565.44",,,,,"8481.06"
"Administration","Information Systems Specialist 7","1503006","REGULAR EMPLOYEES SALARY",,,,"3737.05","5481.00","4959.00","5481.00","5481.00","5481.00","5481.00","5481.00","5536.00","5536.00","4352.21",,,,"3649.90","60656.16"
"Administration","Information Systems Specialist 7","1503006","SOCIAL SECURITY & MEDICARE",,,,"279.26","412.67","372.41","412.33","412.34","412.33","412.35","412.33","416.09","416.09","325.52",,,,"286.55","4570.27"
"Administration","Information Systems Specialist 7","1503006","WORK OUT OF CLASS & LEADWORK",,,,,,,,,,,,,,,,,,"182.50","182.50"
"Administration","Information Systems Specialist 7","1503006","WORKERS' BENEFIT FUND ASSESSMENT",,,,"1.68","2.13","2.02","2.13","2.02","2.46","2.13","2.21","1.89","1.66","0.76",,,,"1.01","22.10"
"Administration","Information Systems Specialist 7","1503008","BASIC LIFE INSURANCE - $5.000","0.99","0.99",,,"-1.98",,,,,,,,,,,,,,
"Administration","Information Systems Specialist 7","1503008","DENTAL INSURANCE","92.65","92.65",,,"-185.30",,,,,,,,,,,,,,
"Administration","Information Systems Specialist 7","1503008","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14",,,"-4.06",,,,,,,,,,,,,,
"Administration","Information Systems Specialist 7","1503008","HEALTH INSURANCE","1072.63","1072.63",,,"-2145.26",,,,,,,,,,,,,,
"Administration","Information Systems Specialist 7","1503008","PERS PENSION OBLIGATION BOND PAYMENT","413.94","413.94",,,"-827.88",,,,,,,,,,,,,,
"Administration","Information Systems Specialist 7","1503008","PERS RETIREMENT","1157.65","1157.65",,,"-2315.30",,,,,,,,,,,,,,
"Administration","Information Systems Specialist 7","1503008","PUBLIC EMPLOYEES' BENEFIT BOARD FEES","3.25","3.25",,,"-6.50",,,,,,,,,,,,,,
"Administration","Information Systems Specialist 7","1503008","REGULAR EMPLOYEES SALARY","6899.00","6899.00",,,"-13798.00",,,,,,,,,,,,,,
"Administration","Information Systems Specialist 7","1503008","SOCIAL SECURITY & MEDICARE","520.56","520.56",,,"-1041.12",,,,,,,,,,,,,,
"Administration","Information Systems Specialist 7","1503008","WORKERS' BENEFIT FUND ASSESSMENT","1.82","1.88",,,"-3.70",,,,,,,,,,,,,,
"Administration","Information Systems Specialist 7","1503011","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95",,,,,,,,,,,,,,,,"2.85"
"Administration","Information Systems Specialist 7","1503011","DENTAL INSURANCE","144.26","144.26","144.26",,,,,,,,,,,,,,,,"432.78"
"Administration","Information Systems Specialist 7","1503011","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14",,,,,,,,,,,,,,,"8.34"
"Administration","Information Systems Specialist 7","1503011","HEALTH INSURANCE","1696.94","1696.94","1696.94",,,,,,,,,,,,,,,,"5090.82"
"Administration","Information Systems Specialist 7","1503011","PERS PENSION OBLIGATION BOND PAYMENT","328.86","328.86","328.86","59.79",,,,,,,,,,,,,,,"1046.37"
"Administration","Information Systems Specialist 7","1503011","PERS RETIREMENT","919.71","919.71","919.71","167.22",,,,,,,,,,,,,,,"2926.35"
"Administration","Information Systems Specialist 7","1503011","REGULAR EMPLOYEES SALARY","5481.00","5481.00","5481.00","3236.83",,,,,,,,,,,,,,,"19679.83"
"Administration","Information Systems Specialist 7","1503011","SOCIAL SECURITY & MEDICARE","408.85","408.84","408.84","247.62",,,,,,,,,,,,,,,"1474.15"
"Administration","Information Systems Specialist 7","1503011","WORKERS' BENEFIT FUND ASSESSMENT","1.73","2.11","1.90",,,,,,,,,,,,,,,,"5.74"
"Administration","Information Systems Specialist 7","1503014","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.89","17.52"
"Administration","Information Systems Specialist 7","1503014","DENTAL INSURANCE","88.91","88.91","88.91","88.91","88.91","91.62","91.62","91.62","91.62","91.62","91.62","91.62","91.62","91.62","91.62","145.52","145.52","148.41","1800.20"
"Administration","Information Systems Specialist 7","1503014","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Information Systems Specialist 7","1503014","HEALTH INSURANCE","1225.23","1225.23","1225.23","1225.23","1225.23","1145.39","1145.39","1145.39","1145.39","1145.39","1145.39","1145.39","1145.39","1145.39","1145.39","1819.15","1819.15","1890.58","23108.93"
"Administration","Information Systems Specialist 7","1503014","PERS PENSION OBLIGATION BOND PAYMENT","360.48","376.04","377.52","377.52","390.10","390.11","390.10","390.10","390.10","390.10","390.10","394.01","394.01","410.99","412.61","21.71","21.71","38.81","6155.66"
"Administration","Information Systems Specialist 7","1503014","PERS RETIREMENT","1432.31","1494.13","1500.01","1500.01","1500.01","1500.01","1500.01","1500.01","1500.01","1500.01","1500.01","1515.03","1515.03","1580.33","1586.55","83.47","83.47","149.21","23860.68"
"Administration","Information Systems Specialist 7","1503014","REGULAR EMPLOYEES SALARY","6008.00","6267.30","6292.00","6292.00","6292.00","6292.00","6292.00","6292.00","6292.00","6292.00","6292.00","6355.00","6355.00","6628.91","6655.00","350.14","350.14","625.89","100086.87"
"Administration","Information Systems Specialist 7","1503014","SOCIAL SECURITY & MEDICARE","450.42","470.26","472.16","472.15","472.14","476.48","476.50","476.48","476.50","476.48","476.49","481.31","481.31","502.26","504.25","22.75","22.75","42.63","7548.90"
"Administration","Information Systems Specialist 7","1503014","WORKERS' BENEFIT FUND ASSESSMENT","2.01","1.58","2.13","2.13","1.75","1.64","2.00","1.79","2.17","1.92","2.32","2.25","1.69","1.96","1.58",,,,"29.80"
"Administration","Information Systems Specialist 7","1703004","BASIC LIFE INSURANCE - $5.000",,,"0.99","0.99","2.97","0.99","0.49","0.50","0.50","0.49","0.49","0.50","0.50","0.50","0.50","0.49","0.49","0.45","11.85"
"Administration","Information Systems Specialist 7","1703004","DENTAL INSURANCE",,,"92.65","92.65","277.95","91.62","45.81","45.81","45.81","45.81","45.81","45.81","45.81","45.81","45.81","45.81","45.81","46.73","1105.51"
"Administration","Information Systems Specialist 7","1703004","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,"2.14","2.14","6.20","2.14","1.07","1.07","1.07","1.07","1.07","1.07","1.07","1.07","1.07","1.07","1.07","1.07","25.46"
"Administration","Information Systems Specialist 7","1703004","HEALTH INSURANCE",,,"1072.63","1072.63","3217.89","1103.23","551.61","551.62","551.62","551.61","551.61","551.62","551.62","551.62","551.62","551.61","551.61","581.46","13115.62"
"Administration","Information Systems Specialist 7","1703004","PERS PENSION OBLIGATION BOND PAYMENT",,,"428.71","433.32","1275.64","447.76","223.88","223.88","223.88","223.88","223.88","226.12","226.12","226.12","234.04","236.69","236.69","236.69","5327.30"
"Administration","Information Systems Specialist 7","1703004","PERS RETIREMENT",,,"1198.95","1211.85","3527.15","1211.85","605.93","605.93","605.93","605.93","605.93","611.96","611.97","611.96","633.43","640.58","640.58","640.58","14570.51"
"Administration","Information Systems Specialist 7","1703004","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,"3.25","3.25","9.75",,,,,,,,,,,,,,"16.25"
"Administration","Information Systems Specialist 7","1703004","REGULAR EMPLOYEES SALARY",,,"7145.10","7222.00","21020.00","7222.00","3611.00","3611.01","3611.02","3611.00","3611.00","3647.02","3647.04","3647.01","3774.88","3817.48","3817.48","3817.52","86832.59"
"Administration","Information Systems Specialist 7","1703004","SOCIAL SECURITY & MEDICARE",,,"539.38","545.27","1586.40","552.90","276.44","276.45","276.45","276.45","276.44","279.20","279.20","279.20","288.98","292.25","292.25","292.22","6609.47"
"Administration","Information Systems Specialist 7","4213420","BASIC LIFE INSURANCE - $5.000","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.89","17.72"
"Administration","Information Systems Specialist 7","1703004","WORKERS' BENEFIT FUND ASSESSMENT",,,"2.24","1.88","5.66","2.16","1.06","0.95","1.11","0.74","1.15","1.14","0.91","1.10","1.02","0.89","0.89","1.08","24.33"
"Administration","Information Systems Specialist 7","1703005","BASIC LIFE INSURANCE - $5.000",,,,"0.99","0.99","0.99","0.99","0.99","0.99",,,,"0.99","0.99","0.99","0.99","0.99","0.89","11.78"
"Administration","Information Systems Specialist 7","1703005","DENTAL INSURANCE",,,,"109.19","109.19","107.79","107.79","107.79","107.79",,,,"145.52","145.52","145.52","145.52","145.52","148.41","1525.55"
"Administration","Information Systems Specialist 7","1703005","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,"2.14","2.14","2.14","2.14","2.14","2.14","2.14",,"2.14","2.14","2.14","2.14","2.14","2.14","2.14","29.96"
"Administration","Information Systems Specialist 7","1703005","HEALTH INSURANCE",,,,"1309.17","1309.17","1347.53","1347.53","1347.53","1347.53",,,,"1752.21","1752.21","1752.21","1752.21","1752.21","1846.97","18616.48"
"Administration","Information Systems Specialist 7","1703005","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,,,"176.83","412.61","412.61","412.61","412.61","412.61","412.61","2652.49"
"Administration","Information Systems Specialist 7","1703005","PERS RETIREMENT",,,,,,,,,,,,"478.59","1116.71","1116.71","1116.71","1116.71","1116.71","1116.71","7178.85"
"Administration","Information Systems Specialist 8","1503011","PERS RETIREMENT",,,,,,,,,,"1289.63","1227.26","1338.34","1338.34","1221.97","1338.34","1338.34","1338.34","1338.34","11768.90"
"Administration","Information Systems Specialist 7","1703005","REGULAR EMPLOYEES SALARY",,,,"5461.82","6008.00","6008.00","6008.00","6008.00","6008.00","2536.18",,"2852.14","6655.00","6655.00","6655.00","6655.00","6655.00","6655.00","80820.14"
"Administration","Information Systems Specialist 7","1703005","SOCIAL SECURITY & MEDICARE",,,,"414.91","456.71","456.69","456.68","456.70","456.69","194.01",,"218.19","510.31","510.32","510.32","510.32","510.32","510.05","6172.21"
"Administration","Information Systems Specialist 7","1703005","WORKERS' BENEFIT FUND ASSESSMENT",,,,"2.24","2.13","2.24","2.35","2.10","2.06","0.34",,"1.01","1.91","2.21","2.13","2.13","2.13","1.90","27.21"
"Administration","Information Systems Specialist 7","4213411","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95",,"0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","16.05"
"Administration","Information Systems Specialist 7","4213411","DENTAL INSURANCE","58.68","58.68","58.68","58.68","58.68",,"158.20","158.20","158.20","158.20","158.20","158.20","158.20","158.20","158.20","158.20","158.20","163.53","2197.13"
"Administration","Information Systems Specialist 7","4213411","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Information Systems Specialist 7","4213411","HEALTH INSURANCE","875.16","875.16","875.16","875.16","875.16",,"1913.28","1913.28","1913.28","1913.28","1913.28","1913.28","1913.28","1913.28","1913.28","1913.28","1913.28","1969.27","27391.15"
"Administration","Information Systems Specialist 7","4213411","PERS PENSION OBLIGATION BOND PAYMENT","328.86","328.86","345.30","345.30","340.59","169.47","355.88","355.88","355.88","355.88","355.88","359.41","359.41","359.41","359.41","359.41","359.41","367.41","6161.65"
"Administration","Information Systems Specialist 7","4213411","PERS RETIREMENT","919.71","919.71","965.69","965.69","921.79","458.65","963.17","963.17","963.17","963.17","963.17","972.74","972.74","972.74","972.74","972.74","972.74","994.39","16797.92"
"Administration","Information Systems Specialist 7","4213411","REGULAR EMPLOYEES SALARY","5481.00","5481.00","5481.00","5481.00","5231.87","2733.33","5740.00","5740.00","5740.00","5740.00","5740.00","5797.00","5797.00","5797.00","5797.00","5797.00","5797.00","5926.04","99297.24"
"Administration","Information Systems Specialist 7","4213411","SOCIAL SECURITY & MEDICARE","415.07","415.08","436.03","436.04","416.03","209.10","429.26","429.26","429.25","429.26","429.26","433.62","433.62","433.61","433.62","433.62","433.62","442.98","7518.33"
"Administration","Information Systems Specialist 7","4213411","WORK OUT OF CLASS & LEADWORK",,,"274.05","274.05","261.59",,,,,,,,,,,,,,"809.69"
"Administration","Information Systems Specialist 7","4213411","WORKERS' BENEFIT FUND ASSESSMENT","1.82","2.11","2.07","2.46","1.96","0.90","2.10","1.86","2.24","2.23","2.35","1.90","1.63","2.09","1.86","1.89","1.89","1.95","35.88"
"Administration","Information Systems Specialist 7","4213414","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","17.00"
"Administration","Information Systems Specialist 7","4213414","DENTAL INSURANCE","63.51","63.51","63.51","63.51","63.51","51.72","51.72","51.72","51.72","51.72","51.72","51.72","51.72","51.72","51.72","51.72","51.72","52.74","990.93"
"Administration","Information Systems Specialist 7","4213414","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Information Systems Specialist 7","4213414","HEALTH INSURANCE","875.16","875.16","875.16","875.16","875.16","727.46","727.46","727.46","727.46","727.46","727.46","727.46","727.46","727.46","727.46","727.46","727.46","755.66","13860.98"
"Administration","Information Systems Specialist 7","4213414","PERS PENSION OBLIGATION BOND PAYMENT","476.22","476.22","476.22","476.22","492.09","492.09","492.09","492.09","492.09","492.09","492.09","497.04","497.04","497.04","497.04","497.04","497.04","497.04","8828.79"
"Administration","Information Systems Specialist 7","4213414","PERS RETIREMENT","1331.82","1331.82","1331.82","1331.82","1331.82","1331.82","1331.82","1331.82","1331.82","1331.82","1331.82","1345.22","1345.22","1345.22","1345.22","1345.22","1345.22","1345.22","24066.56"
"Administration","Information Systems Specialist 7","4213414","REGULAR EMPLOYEES SALARY","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7635.00","7635.00","7635.00","7635.00","7635.00","7635.00","7635.00","136594.00"
"Administration","Information Systems Specialist 7","4213414","SOCIAL SECURITY & MEDICARE","599.76","599.75","599.76","599.76","599.76","600.40","600.40","600.41","600.40","600.40","600.40","606.51","606.51","606.51","606.51","606.50","606.50","606.39","10846.64"
"Administration","Information Systems Specialist 7","4213414","WORK OUT OF CLASS & LEADWORK","377.95","377.95","377.95","377.95","377.95","377.95","377.95","377.95","377.95","377.95","377.95","381.75","381.75","381.75","381.75","381.75","381.75","381.75","6829.70"
"Administration","Information Systems Specialist 7","4213414","WORKERS' BENEFIT FUND ASSESSMENT","1.88","1.64","2.11","2.42","1.54","2.02","2.35","1.96","2.45","1.96","2.36","2.17","1.90","1.99","1.88","2.12","2.12","2.13","37.10"
"Administration","Information Systems Specialist 7","4213420","DENTAL INSURANCE","122.16","122.16","122.16","122.16","122.16","135.75","135.75","135.75","135.75","135.75","135.75","135.75","135.75","135.75","135.75","135.75","135.75","140.35","2380.15"
"Audits","State Auditor 3","0099028","DENTAL INSURANCE",,,,,,,,,,,,,,,,"130.26","130.26","163.53","424.05"
"Administration","Information Systems Specialist 7","4213420","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Information Systems Specialist 7","4213420","HEALTH INSURANCE","1586.89","1586.89","1586.89","1586.89","1586.89","1819.15","1819.15","1819.15","1819.15","1819.15","1819.15","1819.15","1819.15","1819.15","1819.15","1819.15","1819.15","1890.58","31654.83"
"Administration","Information Systems Specialist 7","4213420","PERS PENSION OBLIGATION BOND PAYMENT","453.54","453.54","453.54","453.54","468.66","468.66","468.66","468.66","468.66","468.66","468.66","473.37","473.37","473.37","473.37","473.37","473.37","473.37","8408.37"
"Administration","Information Systems Specialist 7","4213420","PERS RETIREMENT","1268.40","1268.40","1268.40","1268.40","1268.40","1268.40","1268.40","1268.40","1268.40","1268.40","4470.39","1820.18","1820.18","1820.18","1820.18","1820.18","1820.18","1820.18","29895.65"
"Administration","Information Systems Specialist 7","4213420","PUBLIC EMPLOYEES' BENEFIT BOARD FEES","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","2.95","58.20"
"Administration","Information Systems Specialist 7","4213420","REGULAR EMPLOYEES SALARY","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7635.00","7635.00","7635.00","7635.00","7635.00","7635.00","7635.00","136594.00"
"Administration","Information Systems Specialist 7","4213420","SOCIAL SECURITY & MEDICARE","553.26","553.25","553.27","553.26","553.25","552.95","552.96","552.94","552.96","552.95","552.96","558.76","558.77","558.77","558.76","558.77","558.77","557.96","9994.57"
"Administration","Information Systems Specialist 7","4213420","WORKERS' BENEFIT FUND ASSESSMENT","1.76","1.33","1.53","2.13","2.11","2.13","2.13","2.13","2.23","2.05","2.10","2.10","1.96","1.90","1.95","1.29","1.29","1.41","34.34"
"Administration","Information Systems Specialist 7","4973002","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.89","17.52"
"Administration","Information Systems Specialist 7","4973002","DENTAL INSURANCE","82.14","82.14","82.14","82.14","82.14","84.65","84.65","84.65","84.65","84.65","84.65","84.65","49.81","49.81","49.81","49.81","49.81","50.80","1303.10"
"Administration","Information Systems Specialist 7","4973002","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Information Systems Specialist 7","4973002","HEALTH INSURANCE","1225.23","1225.23","1225.23","1225.23","1225.23","674.54","674.54","674.54","674.54","674.54","674.54","674.54","674.54","674.54","674.54","674.54","674.54","694.29","14914.92"
"Administration","Information Systems Specialist 7","4973002","PERS PENSION OBLIGATION BOND PAYMENT","476.22","476.22","476.22","476.22","492.09","492.09","492.09","492.09","492.09","492.09","492.09","497.04","497.04","497.04","497.04","497.04","497.04","497.04","8828.79"
"Administration","Information Systems Specialist 7","4973002","PERS RETIREMENT","1331.82","1331.82","1331.82","1331.82","1331.82","1331.82","1331.82","1331.82","1331.82","1331.82","1331.82","1345.22","1345.22","1345.22","1345.22","1345.22","1345.22","1345.22","24066.56"
"Administration","Information Systems Specialist 7","4973002","REGULAR EMPLOYEES SALARY","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7559.00","7635.00","7635.00","7635.00","7635.00","7635.00","7635.00","7635.00","136594.00"
"Administration","Information Systems Specialist 7","4973002","SOCIAL SECURITY & MEDICARE","598.27","598.28","598.28","598.26","598.28","602.96","602.95","602.96","602.95","602.96","602.95","609.07","609.08","609.09","609.08","609.09","609.09","609.07","10872.67"
"Administration","Information Systems Specialist 7","4973002","WORK OUT OF CLASS & LEADWORK","377.95","377.95","377.95","377.95","377.95","377.95","377.95","377.95","377.95","377.95","377.95","381.75","381.75","381.75","381.75","381.75","381.75","381.75","6829.70"
"Administration","Information Systems Specialist 7","4973002","WORKERS' BENEFIT FUND ASSESSMENT","1.54","1.54","1.90","2.13","2.13","2.24","1.90","2.13","2.23","2.02","1.76","2.16","1.53","1.71","1.62","1.96","1.96","2.05","34.79"
"Administration","Information Systems Specialist 8","0003905","BASIC LIFE INSURANCE - $5.000","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.89","17.72"
"Administration","Information Systems Specialist 8","0003905","DENTAL INSURANCE","109.19","109.19","109.19","109.19","109.19","107.79","107.79","107.79","107.79","107.79","107.79","107.79","107.79","107.79","107.79","107.79","107.79","109.94","1949.37"
"Administration","Information Systems Specialist 8","0003905","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Information Systems Specialist 8","0003905","HEALTH INSURANCE","1264.16","1264.16","1264.16","1264.16","1264.16","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1368.12","23264.20"
"Administration","Information Systems Specialist 8","0003905","PERS PENSION OBLIGATION BOND PAYMENT","495.18","495.18","495.18","495.18","511.69","511.69","511.69","511.69","511.69","511.69","511.69","516.83","516.83","516.83","516.83","516.83","516.83","516.83","9180.36"
"Administration","Information Systems Specialist 8","0003905","PERS RETIREMENT","1967.52","1967.52","1967.52","1967.52","1967.52","1967.52","1967.52","1967.52","1967.52","1967.52","1967.52","1987.30","1987.30","1987.30","1987.30","1987.30","1987.30","1987.30","35553.82"
"Administration","OPS & Policy Analyst 3","17020042","DENTAL INSURANCE",,,,"66.18","66.18","53.90","53.90",,,,,,,,,,,,"240.16"
"Administration","Information Systems Specialist 8","0003905","PUBLIC EMPLOYEES' BENEFIT BOARD FEES","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","2.95","58.20"
"Administration","Information Systems Specialist 8","0003905","REGULAR EMPLOYEES SALARY","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8336.00","8336.00","8336.00","8336.00","8336.00","8336.00","8336.00","149135.00"
"Administration","Information Systems Specialist 8","4123409","WORK OUT OF CLASS & LEADWORK",,,,,,,,,,,,"277.87","113.67",,,"416.80","416.80","416.80","1225.14"
"Administration","Information Systems Specialist 8","0003905","SOCIAL SECURITY & MEDICARE","619.11","619.11","619.11","619.11","619.11","608.26","608.26","608.26","608.26","608.27","608.26","614.60","614.62","614.60","614.62","614.62","614.62","614.48","11047.26"
"Administration","Information Systems Specialist 8","0003905","WORKERS' BENEFIT FUND ASSESSMENT","1.80","1.62","2.14","2.43","1.78","1.55","2.21","1.16","1.36","2.24","2.54","2.17","1.88","1.72","2.02","1.98","1.98","1.96","34.31"
