Agency Sponsor,Title,Short Description,Start Date/Time,End Date/Time,State,Details,Contact Name,Phone,Web Link,Calendar Link,Map Location
Mercy Corps Northwest (MCNW),Women's Speed Mentoring 2021-Mercy Corps Northwest,Women's speed mentoring offers space for women business owners to consult with like-minded business experts to get advice that can help them take their business to the next level. The best part? All of our mentors are located in the Pacific Northwest and can help you understand the needs of your business from within the market.,10/28/2021 05:00:00 PM,10/28/2021 08:00:00 PM,PDT,Cost: No fee,,,Register Online (https://nw.mercycorps.org/SpeedMentor21?utm_medium=email&utm_source=govdelivery),,
Klamath Community College SBDC,Smart Start-Up (On-Line Zoom),"A 2-hour class designed specifically for those considering self-employment or new to owning a business. Gain the information needed before you begin business. Topics include feasibility, market research, business plan basics, start-up financing, insurance, legal structures, registration & licensing, and much more! Participants will be provided with resources, handouts, and checklists!",08/18/2021 05:30:00 PM,08/18/2021 07:30:00 PM,PDT,Cost: $30,,,Register and Pay Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=170410051),,
Columbia Gorge Community College SBDC,Digital Marketing,"Learn to promote your business using the various social media platforms, create internet ads and buy ad space on social media sites, and manage your company on Google***To complete registration & payment, call 541 506-6000 option 2 or email studentservices@cgcc.edu",08/30/2021 06:00:00 PM,08/30/2021 09:00:00 PM,PDT,Cost: $25,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=140410129),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,08/17/2021 09:00:00 AM,08/17/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary resources (https://sos.oregon.gov/business/Pages/resources-aids-notarization.aspx),,
Secretary of State,Advanced Notary Webinar,Free advanced training for CURRENT notaries ONLY,08/24/2021 09:00:00 AM,08/24/2021 12:00:00 PM,,"Advanced notary public webinars are appropriate for those who are experienced, commissioned notaries. They do not meet the training qualifications for a notary application and will not help you to pass the exam. These advanced classes discuss employee notary issues, notario and elder abuse fraud, difficult certificates, and journaling witnesses, iPEN and RON notarizations among other topics.",Monique Bourque,971-701-5075,Notary resources (https://sos.oregon.gov/business/Pages/resources-aids-notarization.aspx),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,08/26/2021 09:00:00 AM,08/26/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary resources (https://sos.oregon.gov/business/Pages/notary-training.aspx),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,09/09/2021 09:00:00 AM,09/09/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,09/15/2021 09:00:00 AM,09/15/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
U.S. Small Business Administration,WOSB Certification Eligibility and Application Process Webinar,"Attention: Women in business! Register for upcoming webinars to learn how to get certified for the Women-Owned Small Business federal contracting program, what to do after you're certified and more. ",09/09/2021 12:00:00 PM,09/09/2021 01:00:00 PM,PDT,Cost: No Fee,,,Register Online (https://www.eventbrite.com/e/wosb-certification-eligibility-and-application-process-webinar-tickets-134537728969?utm_medium=email&utm_source=govdelivery),,
Lane Community College SBDC,Going Into Business: First Steps,"Learn about...  evaluating your business idea, essential business topics, the importance of market analysis, how to create a business plan, analyzing your idea, and building financial projections.",08/12/2021 03:00:00 PM,08/12/2021 05:00:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=1410043),,
U.S. Small Business Administration,WOSB Certification Eligibility and Application Process Webinar,"Attention: Women in business! Register for upcoming webinars to learn how to get certified for the Women-Owned Small Business federal contracting program, what to do after you're certified and more. ",09/23/2021 12:00:00 PM,09/23/2021 01:00:00 PM,PDT,Cost: No Fee,,,Register Online (https://www.eventbrite.com/e/wosb-certification-eligibility-and-application-process-webinar-tickets-134537728969?utm_medium=email&utm_source=govdelivery),,
Columbia Gorge Community College SBDC,Columbia Gorge Community College SBDC - Iniciando un carro de comida,En línea:  ¿Estas interesado en iniciar tu propio negocio? En esta clase hablaremos de los requisitos y como planear y administrar tu negocio de comida.,08/31/2021 06:00:00 PM,08/31/2021 08:00:00 PM,PDT,Tarifa: Sin costo,,,Registro en línea (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=140410098),,
U.S. Small Business Administration,WOSB Certification Eligibility and Application Process Webinar,"Attention: Women in business! Register for upcoming webinars to learn how to get certified for the Women-Owned Small Business federal contracting program, what to do after you're certified and more. ",11/09/2021 12:00:00 PM,11/09/2021 01:00:00 PM,PDT,Cost: No Fee,,,Register Online (https://www.eventbrite.com/e/wosb-certification-eligibility-and-application-process-webinar-tickets-134537728969?utm_medium=email&utm_source=govdelivery),,
Chemeketa Community College SBDC,Conozca el Centro de Desarrollo de Pequeñas Empresas de Chemeketa,¿Está empezando su negocio? Acompáñenos en esta breve introducción del Centro de Desarrollo de Pequeñas Empresas de Chemeketa. Conozca las clases y recursos para propietarios de negocios disponibles a través del centro y nuestras organizaciones asociadas con empresarios.,08/12/2021 06:00:00 PM,08/12/2021 07:00:00 PM,PDT,Tarifa: Sin costo,,,Registro en línea (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=30410074),,
U.S. Small Business Administration,WOSB Certification Eligibility and Application Process Webinar,"Attention: Women in business! Register for upcoming webinars to learn how to get certified for the Women-Owned Small Business federal contracting program, what to do after you're certified and more. ",11/23/2021 12:00:00 PM,11/23/2021 01:00:00 PM,PDT,Cost: No Fee,,,Register Online (https://www.eventbrite.com/e/wosb-certification-eligibility-and-application-process-webinar-tickets-134537728969?utm_medium=email&utm_source=govdelivery),,
SCORE Portland ,2021 Year-End Tax Planning for Your Business-SCORE Portland ,In this webinar you will learn: Year-end actions to reduce your 2021 tax bill Best business practices to avoid problems with the IRS Strategies for potential tax changes to come Necessary actions to get ready for 2022,11/04/2021 10:00:00 AM,11/04/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://readytalk.webcasts.com/starthere.jsp?ei=1500273&tp_key=7ca0cc4935&sti=scoreeventpage),,
U.S. Small Business Administration,WOSB Certification Eligibility and Application Process Webinar,"Attention: Women in business! Register for upcoming webinars to learn how to get certified for the Women-Owned Small Business federal contracting program, what to do after you're certified and more. ",12/09/2021 12:00:00 PM,12/09/2021 01:00:00 PM,PDT,Cost: No Fee,,,Register Online (https://www.eventbrite.com/e/wosb-certification-eligibility-and-application-process-webinar-tickets-134537728969?utm_medium=email&utm_source=govdelivery),,
Columbia Gorge Community College SBDC,Starting a New Business,"Are you considering starting a business and don't know where to start? This course will teach you about business registration, business structure, licensing and basic information needed to get your business started.",08/16/2021 09:00:00 AM,08/16/2021 12:00:00 PM,PDT,Cost: $25,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=140410115),,
U.S. Small Business Administration,WOSB Certification Eligibility and Application Process Webinar,"Attention: Women in business! Register for upcoming webinars to learn how to get certified for the Women-Owned Small Business federal contracting program, what to do after you're certified and more. ",12/23/2021 12:00:00 PM,12/23/2021 01:00:00 PM,PDT,Cost: No Fee,,,Register Online (https://www.eventbrite.com/e/wosb-certification-eligibility-and-application-process-webinar-tickets-134537728969?utm_medium=email&utm_source=govdelivery),,
Columbia Gorge Community College SBDC,Digital Marketing,"Learn to promote your business using the various social media platforms, create internet ads and buy ad space on social media sites, and manage your company on Google",08/02/2021 06:00:00 PM,08/02/2021 09:00:00 PM,PDT,Cost: $25.00,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=140410128),,
Blue Mountain Community College SBDC,Selling on Social: Driving Traffic,"In this second session of our Selling on Social 2-part series, you will learn how to set up ad campaigns on Facebook and Instagram. Facebook and Instagram ad campaigns allow businesses incredible precision in who and where they advertise.",08/04/2021 09:00:00 AM,08/04/2021 10:00:00 AM,PDT,Cost: No Fee,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=10410015),,
Central Oregon Community College SBDC,Preparing for Launch: August 4,"Do you have a great idea that you think could be a successful business, but just don't know how to get started? Cover the basics in this two-hour class and decide if running a business is for you. ",08/04/2021 11:00:00 AM,08/04/2021 01:00:00 PM,PDT,Cost: $29.00,,,Register & Pay Here (https://www.enrole.com/cocc/jsp/session.jsp?sessionId=SU21BUSSTARTUP.2&courseId=BUSSTARTUP&categoryId=10205),,
Central Oregon Community College SBDC,Preparándose para el lanzamiento en español,"¿Le gustaría empezar su propio negocio? Asista a las clases en la cual aprenderán como tramitar los requisitos necesarios. Para más información, por favor llame a José Balcazar al teléfono 541-318-3701.",08/04/2021 06:00:00 PM,08/04/2021 08:00:00 PM,PDT,Costo: $ 29.00,,,Regístrese y pague aquí (https://www.enrole.com/cocc/jsp/course.jsp?categoryId=10205&courseId=BUSSTARTSPANISH),,
Chemeketa Community College SBDC,Meet Your Small Business Development Center,Are you just starting out on your business journey? Not sure if owning a business is right for you? Are you wondering where to find out what you need and where you can get expert help to begin? Join us for this brief introduction to business ownership,08/05/2021 12:00:00 PM,08/05/2021 01:00:00 PM,PDT,Fee: No Cost,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=30410067),,
SCORE Vancouver ,SCORE Vancouver  - Growing Your Business,"Growing Your Business - This webinar will cover topics to help you expand and grow your sales… and don’t worry, the ideas we’ll share are as applicable to new businesses as they are to established ones.",08/28/2021 10:00:00 AM,08/28/2021 11:30:00 AM,PDT,Cost: No fee,,,Register Online (https://score.tfaforms.net/17?EventID=a105a000006v5nx),,
Mt. Hood Community College SBDC,Business Management Acceleration,Individual who are in business have registered a business and are doing business whether newly in business or long time business owners who want to jump start their progress.,08/05/2021 03:00:00 PM,08/05/2021 04:00:00 PM,PDT,Fee: No Cost,,,Register Online (http://learn.mhcc.edu/modules/shop/index.html?action=section&OfferingID=918&SectionID=4317),,
Mercy Corps Northwest (MCNW),Funding Friday-Mercy Corps Northwest (MCNW),"Access to capital is vital for all small businesses and it provides a unique challenge during COVID‑19. The funding landscape is constantly changing. This short weekly webinar series will:  Provide details about new funding opportunities Update you on modifications to existing sources of funding Identify sources of funding that are not yet finalized, but will be available in the near future",10/29/2021 01:30:00 PM,10/29/2021 02:00:00 PM,PDT,Cost: No fee,,,Register Online (https://nw.mercycorps.org/events/funding-friday-102921?utm_medium=email&utm_source=govdelivery),,
Clackamas Community College SBDC,Going Into Business - Zoom,"Before you take the plunge, find out what it takes to start up and successfully operate your own business in Oregon, and assess whether business ownership is the right path for you.",08/05/2021 06:30:00 PM,08/05/2021 09:20:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=40410002),,
SCORE Vancouver ,SCORE Vancouver - Return to Normalcy,"This free SCORE Webinar will help you achieve success and reach your goals, even in challenging times like these first by setting a course of action for your personal life.  This webinar will be a panel discussion with local success coach Vonie Kalich who will help us understand the positive mindset shifts we’ll need to deal with life as it begins to Return to Normalcy.",09/11/2021 10:00:00 AM,09/11/2021 11:30:00 AM,PDT,Cost: No fee,,,Register Online (https://score.tfaforms.net/17?EventID=a105a000006v5ha),,
Southern Oregon University SBDC,Introduction to Entrepreneurship Orientation,"Learn the basic steps to starting a business in Oregon, how to register your business name, where to obtain your businesses licenses, types of business structures, and the resources available to you through the SBA, State of Oregon and the SOU SBDC.",08/06/2021 03:00:00 PM,08/06/2021 04:30:00 PM,PDT,Cost: $20.00,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=91410019),,
Portland Community College SBDC,Global Trade Management Meetup,Export Compliance primer – what you need to consider We will be reviewing and discussing the basic elements of export compliance. Not understanding these regulations can be costly and could even land you in jail. This applies to e-commerce sales as well as traditional export activity. Please join us and make sure that you are staying out of trouble!,08/10/2021 12:00:00 PM,08/10/2021 01:00:00 PM,PDT,Cost: No Fee,,,RSVP online (https://www.meetup.com/Global-Trade-Virtual-Meetup/events/272273409),,
Mt. Hood Community College SBDC,Get Found on Google Tips,"This class will provide an overview of the important aspects of developing key words, key phrases, and other factors in your web presence in order to “get found on Google”. ",08/10/2021 01:00:00 PM,08/10/2021 02:00:00 PM,PDT,Cost: No Fee,,,Register Online (http://learn.mhcc.edu/modules/shop/index.html?action=section&OfferingID=876&SectionID=4327),,
Columbia Gorge Community College SBDC,Building a Company Site Using SquareSpace,"Creating a Company Website using SquareSpace - Learn to use SquareSpace with guidance and practical advice. “Squarespace, a do-it-yourself website builder, blogging platform and hosting service, lets businesses of all types create professional websites with the service’s user-friendly drag-and-drop interface. Squarespace also provides all the tools business owners need to manage their websites, from search engine optimization (SEO) to comprehensive e-commerce solutions.” (Building a Brand and Style Guide Class suggested as prerequisite)",08/16/2021 06:00:00 PM,08/16/2021 09:00:00 PM,PDT,Cost: $25,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=140410131),,
Columbia Gorge Community College SBDC,Writing an Effective Business Plan,"A well thought out Business Plan is the cornerstone of any business. Learn the essential elements needed to plan for or to continue a successful business . In addition, the comprehensive elements of a SWOT analysis will be studied.***Complete registration & payment by calling: 541 506-6000 - option 2 or email studentservices@cgcc.edu",08/23/2021 09:00:00 AM,08/23/2021 12:00:00 PM,PDT,,,,Register and Pay Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=140410117),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,09/29/2021 09:00:00 AM,09/29/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Advanced Notary Webinar,Free advanced training for current notaries ONLY,09/21/2021 09:00:00 AM,09/21/2021 12:00:00 PM,,"Advanced notary public webinars are appropriate for those who are experienced, commissioned notaries. They do not meet the training qualifications for a notary application and will not help you to pass the exam. These advanced classes discuss employee notary issues, notario and elder abuse fraud, difficult certificates, and journaling witnesses, iPEN and RON notarizations among other topics.",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Advanced Notary Webinar,Free advanced training for current notaries ONLY,10/06/2021 09:00:00 AM,10/06/2021 12:00:00 PM,,"Advanced notary public webinars are appropriate for those who are experienced, commissioned notaries. They do not meet the training qualifications for a notary application and will not help you to pass the exam. These advanced classes discuss employee notary issues, notario and elder abuse fraud, difficult certificates, and journaling witnesses, iPEN and RON notarizations among other topics.",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Mt. Hood Community College SBDC,What’s Missing in your Website and Social Media-Mt. Hood Community College SBDC,"Whether you sell a product or service, your website and social media are the cornerstones of your marketing and visibility. Get a short checklist to find out what you are missing when it comes to marketing your business online.",12/08/2021 02:00:00 PM,12/08/2021 04:00:00 PM,PDT,Cost: $60,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=70410099),,
Secretary of State,Advanced Notary Webinar,Free advanced training for current notaries ONLY,10/21/2021 09:00:00 AM,10/21/2021 12:00:00 PM,,"Advanced notary public webinars are appropriate for those who are experienced, commissioned notaries. They do not meet the training qualifications for a notary application and will not help you to pass the exam. These advanced classes discuss employee notary issues, notario and elder abuse fraud, difficult certificates, and journaling witnesses, iPEN and RON notarizations among other topics.",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
SCORE Vancouver ,SCORE Vancouver - The Business Model Canvas PLUS - Develop Action Plans for Key Elements of Your Business Model Canvas,"The Business Model Canvas (BMC) is a one-page visual framework for planning, developing, and testing the business model(s) of an organization. While AN IMPORTANT strategic management tool, utilizing the BMC alone MAY NOT BE SUFFICIENT TO HELP you clearly identify areas of improvement, and develop the tangible steps crucial to the growth of your business.",08/31/2021 10:00:00 AM,08/31/2021 11:30:00 AM,PDT,Cost: No fee,,,Register Online (https://readytalk.webcasts.com/starthere.jsp?ei=1482629&tp_key=f6688bd417&sti=scoreeventpage),,
Secretary of State,Advanced Notary Webinar,Free advanced training for current notaries ONLY,11/02/2021 09:00:00 AM,11/02/2021 12:00:00 PM,,"Advanced notary public webinars are appropriate for those who are experienced, commissioned notaries. They do not meet the training qualifications for a notary application and will not help you to pass the exam. These advanced classes discuss employee notary issues, notario and elder abuse fraud, difficult certificates, and journaling witnesses, iPEN and RON notarizations among other topics.",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
The Small Business Administration (SBA) & Public Private Strategies Institute (PPSI),Resources and Relief for Your Small Business - Veterans-The Small Business Administration (SBA) & Public Private Strategies Institute (PPSI),"-Learn more about COVID EIDL and how you can take advantage before December 31, 2021 -Discover tools and resources you can use to start and grow your business -Have your questions answered by SBA Leadership & small business experts -Learn how you can become a vaccine leader in your community -Get an update regarding programs and recent policy announcements made by the Biden-Harris Administration",10/27/2021 11:00:00 AM,10/27/2021 12:00:00 PM,PDT,Cost: No fee,,,Register Online (https://publicprivatestrategies.zoom.us/webinar/register/WN_eOgtE0-WQlOEWZoKqHg_Lg?utm_medium=email&utm_source=govdelivery),,
Secretary of State,Advanced Notary Webinar,Free advanced training for current notaries ONLY,11/17/2021 09:00:00 AM,11/17/2021 12:00:00 PM,,"Advanced notary public webinars are appropriate for those who are experienced, commissioned notaries. They do not meet the training qualifications for a notary application and will not help you to pass the exam. These advanced classes discuss employee notary issues, notario and elder abuse fraud, difficult certificates, and journaling witnesses, iPEN and RON notarizations among other topics.",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
SCORE Vancouver ,SCORE Vancouver  - Preparing for Growth,"We’ll discuss the four top reasons businesses who make it past their first year don’t make it past year five.  You will see why these new challenges emerge and learn practical, low cost ways to up your business management game",09/08/2021 11:30:00 AM,09/08/2021 01:00:00 PM,PDT,Cost: No fee,,,Register Online (https://score.tfaforms.net/17?EventID=a105a000006v5uK),,
Secretary of State,Advanced Notary Webinar,Free advanced training for current notaries ONLY,12/02/2021 09:00:00 AM,12/02/2021 12:00:00 PM,,"Advanced notary public webinars are appropriate for those who are experienced, commissioned notaries. They do not meet the training qualifications for a notary application and will not help you to pass the exam. These advanced classes discuss employee notary issues, notario and elder abuse fraud, difficult certificates, and journaling witnesses, iPEN and RON notarizations among other topics.",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Advanced Notary Webinar,Free advanced training for current notaries ONLY,12/15/2021 09:00:00 AM,12/15/2021 12:00:00 PM,,"Advanced notary public webinars are appropriate for those who are experienced, commissioned notaries. They do not meet the training qualifications for a notary application and will not help you to pass the exam. These advanced classes discuss employee notary issues, notario and elder abuse fraud, difficult certificates, and journaling witnesses, iPEN and RON notarizations among other topics.",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
SCORE Vancouver ,SCORE Vancouver  - Return to Normalcy,"Never before has successful business been challenged like we have this past fifteen months.  COVID, lockdowns, protests, economic uncertainty. You name it, it feels like it is happening all at once and this has likely left you feeling like life has been turned upside down. It is hard to anticipate anything, with the result that a lot of people have put their life on hold. It’s tough. But you still have goals and dreams. That hasn't changed, right?",09/11/2021 11:00:00 AM,09/11/2021 12:30:00 AM,PDT,Cost: No fee,,,Register Online (https://score.tfaforms.net/17?EventID=a105a000006v5ha),,
Hispanic Metropolitan Chamber,Knowledge & Networking Event-Hispanic Metropolitan Chamber,Driving Diversity & Inclusion in Hiring                        ,11/03/2021 12:00:00 PM,11/03/2021 01:00:00 PM,PDT,Cost: Free for members & $25 for non-members,,,Register and Pay Online (https://www.eventbrite.com/e/knowledge-networking-event-driving-diversity-inclusion-in-hiring-tickets-188782221707),,
U.S. Small Business Administration (SBA),SBA Celebrates National Disability Employment Awareness Month-U.S. Small Business Administration (SBA),Join the U.S. Small Business Administration (SBA) for an online panel discussion with disabled-owned small businesses as they share their small business stories and how they utilized SBA economic aid to pivot during the pandemic.,10/28/2021 10:00:00 AM,10/28/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://www.eventbrite.com/e/sba-celebrates-national-disability-employment-awareness-month-registration-192471837447?utm_medium=email&utm_source=govdelivery),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,09/29/2021 09:00:00 AM,09/29/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
SCORE Portland ,SCORE Portland - Starting a Food Cart Business ,"Learn all the steps required to open a food cart business in the Portland area. This workshop covers licensing, agency approvals, estimated costs and other issues that can lead to a successful food cart business.",09/14/2021 09:00:00 AM,09/14/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://events.r20.constantcontact.com/register/eventReg?oeidk=a07eiaadzfncadb2cba&oseq=&c=&ch=),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,10/12/2021 09:00:00 AM,10/12/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,10/26/2021 09:00:00 AM,10/26/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
SCORE Vancouver ,SCORE Vancouver  - What's the Right Business Entity for You?,"Taxes are simply a part of doing business, but business structures and tax structures aren’t always the same. This seminar will cover the combinations available and how they can save you tax dollars.     Learn the Pros and Cons of the primary business entities: Sole Proprietorship, Partnership, Limited Liability Company, C Corporation and S Corporation. and which best fits your current business plan and your long-term needs.",09/18/2021 10:00:00 AM,09/18/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://score.tfaforms.net/17?EventID=a105a000005qJ9E&origination=https%3A//vancouver.score.org/event/whats-right-business-entity-you%3Futm_medium%3Demail%26utm_source%3Dgovdelivery&originating_companyid=0566&_gl=1*1jdq75o*_ga*ODY5NzkwMDE0LjE2Mjk5OTE3MTg.*_ga_JDKRHEG2B3*MTYzMTI5MDA3Ny4yLjAuMTYzMTI5MDA3Ny4w&_ga=2.24473532.708766841.1631290078-869790014.1629991718),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,10/28/2021 09:00:00 AM,10/28/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,11/04/2021 09:00:00 AM,11/04/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Mercy Corps Northwest,Mercy Corps Northwest - IDA Information Session,"For nearly 20 years, Mercy Corps Northwest has offered Individual Development Accounts (IDAs) to assist Oregonians in saving money to start or grow a small business by enrolling them in a grant program.  The program requires grantees to save $1,000 over a period of 13 months to 24 months and one day. The $1,000 in savings is then matched with $5,000 in grant money provided by MCNW for a combined total of $6,000 for their business. Participants will also be pre-approved for a $1,000 credit-building loan.",09/14/2021 06:00:00 PM,09/14/2021 07:00:00 PM,PDT,Cost: No fee,,,Register Online (https://nw.mercycorps.org/events/ida-orientation-091421?utm_medium=email&utm_source=govdelivery),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,11/16/2021 09:00:00 AM,11/16/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Southern Oregon University SBDC,QuickBooks/Accounting Fundamentals-Southern Oregon University SBDC,"This class in our ‘Learn at Lunch’ series is developed to give class participants an introduction to accounting, a necessary step for learning how to manage a business from a financial perspective. Once this is understood, the class moves on to setting-up QuickBooks so that financial information is represented correctly",09/23/2021 11:30:00 AM,09/23/2021 01:30:00 PM,PDT,Cost: $20,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=91410034),,
Oregon Manufacturing Extension Partnership (OMEP),ybersecurity Forum-Oregon Manufacturing Extension Partnership (OMEP),"The Pacific Northwest has been the site for a pilot program to help manufacturers comply with cybersecurity requirements. Based on feedback from this program, we are launching a monthly check in to provide relevant information… and lots of time for your questions to be answered by our cybersecurity expert panel.",10/19/2021 09:00:00 AM,10/19/2021 10:30:00 AM,PDT,Cost: No Fee,,,Register Online (https://pndc.memberclicks.net/index.php?option=com_mcform&view=ngforms&id=2092598#/),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,11/18/2021 09:00:00 AM,11/18/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
SBA Portland District Office,SBA Portland District Office - National Small Business Week!,"Small businesses represent 44% of all US economic activity. These same businesses account for two-thirds of all new jobs created. As we begin to rebuild better, following the COVID-19 pandemic, we will need to focus on creating and strengthening our small businesses.  SBA's Portland District Office has brought in local experts to present on various business topics with the goal of helping to support small businesses as they start, grow, expand, and recover. ***During this five-day event, September 13th to 17th, we will have a 1.5-hour presentation each day from 3:00 pm to 4:30 pm. ***",09/13/2021 03:00:00 PM,09/17/2021 04:30:00 PM,PDT,Cost: No Fee,,,Reserve your spot (https://www.eventbrite.com/e/small-business-week-tickets-168140780601?utm_medium=email&utm_source=govdelivery),,
U.S. Small Business Administration (SBA),National Veterans Small Business Week-U.S. Small Business Administration (SBA),"The U.S. Small Business Administration (SBA) celebrates, connects, and empowers service member (including National Guard and Reserve), veteran, and military spouse entrepreneurs and business owners – past, present, and future – during National Veterans Small Business Week (NVSBW). NVSBW 2021 will take place on November 1-5, 2021.",11/01/2021 06:00:00 AM,11/01/2021 02:30:00 PM,PDT,Cost: No fee,,,Register Online (https://www.sba.gov/events/1698945),,
