"division","classification","position","title","_07_31_13","_08_31_13","_09_30_13","_10_31_13","_11_30_13","_12_31_13","_01_31_14","_02_28_14","_03_31_14","_04_30_14","_05_31_14","_06_30_14","_07_31_14","_08_31_14","_09_30_14","_10_31_14","_11_30_14","_12_31_14","_01_31_15","_02_28_15","_03_31_15","_04_30_15","_05_31_15","_06_30_15","total"
"Administration","Information Systems Specialist 7","4213414","BASIC LIFE INSURANCE - $5.000",,,,"0.95","0.95","0.00",,,,,,,,,,,,,,,,,,,"1.90"
"Administration","Information Systems Specialist 7","4213414","DENTAL INSURANCE",,,,"107.71","107.71","0.00",,,,,,,,,,,,,,,,,,,"215.42"
"Administration","Information Systems Specialist 7","4213414","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,"1.65","1.65","1.65","0.00",,,,,,,,,,,,,,,,,,,"4.95"
"Administration","Information Systems Specialist 7","4213414","PERS RETIREMENT",,,"551.54","1052.95","1052.95","0.00",,,,,,,,,,,,,,,,,,,"2657.44"
"Administration","Information Systems Specialist 7","4213414","REGULAR EMPLOYEES SALARY",,,"3477.57","6639.00","6639.00","0.00",,,,,,,,,,,,,,,,,,,"16755.57"
"Administration","Information Systems Specialist 7","4213414","SOCIAL SECURITY & MEDICARE",,,"261.06","497.02","497.01","0.00",,,,,,,,,,,,,,,,,,,"1255.09"
"Administration","Information Systems Specialist 7","4213414","WORKERS' BENEFIT FUND ASSESSMENT",,,"1.50","3.10","2.31","0.00",,,,,,,,,,,,,,,,,,,"6.91"
"Administration","Information Systems Specialist 7","4213414","Total","0.00","0.00","4513.45","10102.56","10101.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24717.77"
"Administration","Information Systems Specialist 7","4213414","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","22.80"
"Administration","Information Systems Specialist 7","4213414","DENTAL INSURANCE","80.37","80.37","80.37","80.37","80.37","79.32","79.32","79.32","79.32","79.32","79.32","79.32","79.32","79.32","79.32","79.32","79.32","81.84","81.84","81.84","81.84","81.84","81.84","81.84","1926.57"
"Administration","Information Systems Specialist 7","4213414","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","39.60"
"Administration","Information Systems Specialist 7","4213414","HEALTH INSURANCE","1011.58","1011.58","1011.58","1011.58","1011.58","1006.83","1006.83","1006.83","1006.83","1006.83","1006.83","1006.83","1006.83","1006.83","1006.83","1006.83","1006.83","1009.23","1009.23","1009.23","1009.23","1009.23","1009.23","1009.23","24204.47"
"Administration","Information Systems Specialist 7","4213414","PERS PENSION OBLIGATION BOND PAYMENT","420.25","420.25","420.25","444.81","444.81","451.51","451.51","472.62","472.62","472.62","472.62","472.62","472.62","472.62","482.07","482.07","482.07","482.07","482.07","482.07","482.07","482.07","482.07","482.07","11182.43"
"Administration","Information Systems Specialist 7","4213414","PERS RETIREMENT","938.75","938.75","938.75","938.75","938.75","952.89","952.89","997.44","997.44","997.44","997.44","997.44","997.44","997.44","1017.37","1017.37","1017.37","1017.37","1017.37","1017.37","1017.37","1017.37","1017.37","957.65","23695.59"
"Administration","Information Systems Specialist 7","4213414","REGULAR EMPLOYEES SALARY","6639.00","6639.00","6639.00","6639.00","6639.00","6739.00","6739.00","7054.00","7054.00","7054.00","7054.00","7054.00","7054.00","7054.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","168001.00"
"Administration","OPS & Policy Analyst 2","6969005","HEALTH INSURANCE",,,,,,,,"449.73","449.73","449.73","449.74","449.73","449.73",,,,,,,,,,,,"2698.39"
"Administration","Information Systems Specialist 7","4213414","SOCIAL SECURITY & MEDICARE","499.85","499.85","499.85","499.85","499.84","507.53","507.51","531.63","531.61","531.63","531.62","531.62","531.62","531.62","542.41","542.41","542.40","542.39","542.38","542.39","542.38","542.40","542.38","542.39","12659.56"
"Administration","Information Systems Specialist 7","4213414","WORKERS' BENEFIT FUND ASSESSMENT","2.38","2.94","2.65","2.69","1.76","2.66","2.67","2.60","2.69","2.77","2.81","2.66","2.99","2.52","2.72","3.03","2.04","2.58","2.67","2.55","2.96","2.92","2.70","2.85","63.81"
"Administration","Information Systems Specialist 7","4213414","Total","9594.78","9595.34","9595.05","9619.65","9618.71","9742.34","9742.33","10147.04","10147.11","10147.21","10147.24","10147.09","10147.42","10146.95","10328.32","10328.63","10327.63","10333.08","10333.16","10333.05","10333.45","10333.43","10333.19","10273.63","241795.83"
"Administration","Information Systems Specialist 7","4213420","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","22.80"
"Administration","Information Systems Specialist 7","4213420","DENTAL INSURANCE","98.10","98.10","98.10","98.10","98.10","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","2346.99"
"Administration","Information Systems Specialist 7","4213420","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","39.60"
"Administration","Information Systems Specialist 7","4213420","HEALTH INSURANCE","1221.78","1221.78","1221.78","1221.78","1221.78","1215.76","1215.76","1215.76","1215.76","1215.76","1215.76","1215.76","1215.76","1215.76","1215.76","1215.76","1215.76","1259.63","1259.63","1259.63","1259.63","1259.63","1259.63","1259.63","29515.43"
"Administration","Information Systems Specialist 7","4213420","MILITARY STANDBY DUTY PAY",,,,,,,,,,,,,,,,"55.36","62.28",,,,,,,,"117.64"
"Administration","Information Systems Specialist 7","4213420","OVERTIME PAYMENTS",,,,,,,,,"4263.33",,,,,,,,,,,,,,,,"4263.33"
"Administration","Information Systems Specialist 7","4213420","PERS PENSION OBLIGATION BOND PAYMENT","439.94","439.94","439.94","465.65","465.65","472.62","472.62","472.62","472.62","472.62","472.62","472.62","472.62","472.62","482.07","485.78","486.24","482.07","482.07","482.07","482.07","482.07","482.07","482.07","11333.28"
"Administration","Information Systems Specialist 7","4213420","PERS RETIREMENT","982.73","982.73","982.73","982.73","982.73","997.44","997.44","997.44","997.44","997.44","997.44","997.44","997.44","997.44","1017.37","1025.20","1026.18","1017.37","1017.37","1017.37","1017.37","1017.37","1017.37","957.65","24021.23"
"Administration","Information Systems Specialist 7","4213420","PUBLIC EMPLOYEES' BENEFIT BOARD FEES","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","78.00"
"Administration","Information Systems Specialist 8","4213413","PERS PENSION OBLIGATION BOND PAYMENT","504.27","504.27","504.27","533.75","81.26",,,,,,,,,,,,,,,,,,,,"2127.82"
"Administration","Information Systems Specialist 7","4213420","REGULAR EMPLOYEES SALARY","6950.00","6950.00","6950.00","6950.00","6950.00","7054.00","7054.00","7054.00","7054.00","7054.00","7054.00","7054.00","7054.00","7054.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","170186.00"
"Administration","Information Systems Specialist 7","4213420","SOCIAL SECURITY & MEDICARE","508.53","508.53","508.52","508.53","508.53","512.02","512.03","512.02","838.17","512.03","512.02","512.02","512.03","512.02","522.82","527.04","527.57","522.63","522.64","522.63","522.64","522.63","522.64","522.63","12712.87"
"Administration","Information Systems Specialist 7","4213420","WORKERS' BENEFIT FUND ASSESSMENT","2.55","2.50","2.70","2.69","2.32","2.59","2.49","2.78","2.18","2.58","2.60","2.54","2.19","2.40","2.67","2.77","2.14","2.58","2.55","2.48","2.36","2.58","2.31","2.31","59.86"
"Administration","Information Systems Specialist 7","4213420","Total","10209.48","10209.43","10209.62","10235.33","10234.96","10357.99","10357.90","10358.18","14947.06","10357.99","10358.00","10357.94","10357.60","10357.80","10539.25","10610.47","10618.73","10582.84","10582.82","10582.74","10582.63","10582.84","10582.58","10522.85","254697.03"
"Administration","Information Systems Specialist 7","4213421","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.97","0.97","0.97","0.97","0.95","0.95","0.95","22.88"
"Administration","Information Systems Specialist 7","4213421","DENTAL INSURANCE","80.37","80.37","80.37","80.37","80.37","91.23","91.23","91.23","91.23","91.23","91.23","91.23","91.23","91.23","91.23","91.23","91.23","96.12","96.12","96.12","96.12","94.14","94.14","94.14","2163.51"
"Administration","Information Systems Specialist 7","4213421","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","39.60"
"Administration","Information Systems Specialist 7","4213421","HEALTH INSURANCE","305.68","305.68","305.68","305.68","305.68","1020.55","1020.55","1020.55","1020.55","1020.55","1020.55","1020.55","1020.55","1020.55","1020.55","1020.55","1020.55","1034.33","1034.33","1160.84","1160.84","1160.53","1160.53","1160.53","21646.93"
"Administration","Information Systems Specialist 7","4213421","PERS PENSION OBLIGATION BOND PAYMENT","440.12","449.54","449.54","475.81","475.81","491.74","591.96","472.62","472.62","472.62","472.62","472.62","472.62","472.62","482.07","482.07","482.07","482.07","482.07","482.07","482.07","482.07","482.07","482.07","11503.56"
"Administration","Information Systems Specialist 7","4213421","PERS RETIREMENT","1102.74","1126.33","1126.33","1126.33","1126.33","1164.03","1401.25","1118.76","1118.76","1118.76","1118.76","1118.76","1118.76","1118.76","1141.13","1141.13","1141.13","1141.13","1141.13","1141.13","1141.13","1141.13","1141.13","1387.20","27662.03"
"Administration","Information Systems Specialist 7","4213421","REGULAR EMPLOYEES SALARY","6801.26","6950.00","6950.00","6950.00","6950.00","7054.00","7054.00","7054.00","7054.00","7054.00","7054.00","7054.00","7054.00","7054.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","170037.26"
"Administration","Information Systems Specialist 7","4213421","SOCIAL SECURITY & MEDICARE","531.16","542.55","542.54","542.55","542.54","557.92","672.34","536.08","536.09","536.08","536.08","536.09","536.08","536.08","546.88","546.86","546.88","548.68","548.66","546.47","546.48","546.30","546.29","546.29","13153.97"
"Administration","Information Systems Specialist 7","4213421","WORK OUT OF CLASS & LEADWORK",,,,,,"285.41","1781.12",,,,,,,,,,,,,,,,,,"2066.53"
"Administration","Information Systems Specialist 7","4213421","WORKERS' BENEFIT FUND ASSESSMENT","2.65","2.41","2.53","2.69","2.12","2.35","2.50","2.99","2.45","2.67","2.37","1.79","2.11","2.38","2.52","2.93","2.09","2.51","2.18","2.24","2.63","2.75","2.72","2.51","59.09"
"Administration","Information Systems Specialist 7","4213421","Total","9266.58","9459.48","9459.59","9486.03","9485.45","10669.83","12617.55","10298.83","10298.30","10298.51","10298.21","10297.64","10297.95","10298.22","10481.98","10482.37","10481.55","10502.46","10502.11","10626.49","10626.89","10624.52","10624.48","10870.34","248355.36"
"Administration","Information Systems Specialist 7","4973002","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","22.80"
"Administration","Information Systems Specialist 7","4973002","DENTAL INSURANCE","85.38","85.38","85.38","85.38","85.38","84.26","84.26","84.26","84.26","84.26","84.26","84.26","84.26","84.26","84.26","84.26","84.26","86.94","86.94","86.94","86.94","86.94","86.94","86.94","2046.60"
"Administration","Information Systems Specialist 7","4973002","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","39.60"
"Administration","Information Systems Specialist 7","4973002","HEALTH INSURANCE","1163.23","1163.23","1163.23","1163.23","1163.23","1157.77","1157.77","1157.77","1157.77","1157.77","1157.77","1157.77","1157.77","1157.77","1157.77","1157.77","1157.77","1160.53","1160.53","1160.53","1160.53","1160.53","1160.53","1160.53","27833.10"
"Administration","Information Systems Specialist 7","4973002","PERS PENSION OBLIGATION BOND PAYMENT","439.94","439.94","439.94","465.65","465.65","472.62","472.62","472.62","472.62","472.62","472.62","472.62","472.62","472.62","482.07","482.07","482.07","482.07","482.07","482.07","482.07","482.07","482.07","482.07","11325.40"
"Administration","Information Systems Specialist 7","4973002","PERS RETIREMENT","982.73","982.73","982.73","982.73","982.73","997.44","997.44","997.44","997.44","997.44","997.44","997.44","997.44","997.44","1017.37","1017.37","1017.37","1017.37","1017.37","1017.37","1017.37","1017.37","1017.37","957.65","24004.59"
"Administration","Information Systems Specialist 7","4973002","REGULAR EMPLOYEES SALARY","6950.00","6950.00","6950.00","6950.00","6950.00","7054.00","7054.00","7054.00","7054.00","7054.00","7054.00","7054.00","7054.00","7054.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","170186.00"
"Administration","Public Service Rep 4","0036014","PERS RETIREMENT",,,,,,,,,,,,,,,,,,,,,"19.34",,,,"19.34"
"Administration","Information Systems Specialist 7","4973002","SOCIAL SECURITY & MEDICARE","521.67","521.68","521.67","521.67","521.68","531.00","530.98","531.00","530.99","530.99","530.99","531.00","531.00","530.98","541.78","541.78","541.78","541.76","541.75","541.76","541.75","541.76","541.77","541.75","12804.94"
"Administration","Information Systems Specialist 7","4973002","WORKERS' BENEFIT FUND ASSESSMENT","2.58","2.72","2.04","3.13","2.39","2.42","2.86","3.09","2.64","2.89","2.59","2.13","1.83","2.49","2.32","2.72","2.30","2.84","2.58","2.39","2.92","2.85","2.72","2.58","62.02"
"Administration","Information Systems Specialist 7","4973002","Total","10148.13","10148.28","10147.59","10174.39","10173.66","10302.11","10302.53","10302.78","10302.32","10302.57","10302.27","10301.82","10301.52","10302.16","10483.17","10483.57","10483.15","10489.11","10488.84","10488.66","10489.18","10489.12","10489.00","10429.12","248325.05"
"Administration","Information Systems Specialist 7","49730141","BASIC LIFE INSURANCE - $5.000",,,,,,"0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","18.05"
"Administration","Information Systems Specialist 7","49730141","DENTAL INSURANCE",,,,,,"106.31","106.31","106.31","106.31","106.31","106.31","106.31","106.31","106.31","106.31","106.31","106.31","109.70","109.70","109.70","109.70","109.70","109.70","109.70","2043.62"
"Administration","Information Systems Specialist 7","49730141","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,"1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","31.35"
"Administration","Information Systems Specialist 7","49730141","HEALTH INSURANCE",,,,,,"1349.01","1349.01","1349.01","1349.01","1349.01","1349.01","1349.01","1349.01","1349.01","1349.01","1349.01","1349.01","1352.23","1352.23","1352.23","1352.23","1352.23","1352.23","1352.23","25653.73"
"Administration","Information Systems Specialist 7","49730141","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,"451.51","451.51","430.98","462.57","472.62","472.62","472.62","472.62","493.15","482.07","482.07","482.07","482.07","482.07","482.07","482.07","461.54","461.54","482.07","8959.84"
"Administration","Information Systems Specialist 7","49730141","PERS RETIREMENT",,,,,,"1068.81","1068.81","1020.21","1094.97","1118.76","1118.76","1118.76","1118.76","1167.36","1141.13","1141.13","1141.13","1141.13","1141.13","1141.13","1141.13","1092.54","1092.54","1387.20","21455.39"
"Administration","Information Systems Specialist 7","49730141","REGULAR EMPLOYEES SALARY",,,,,,"6739.00","6739.00","6432.60","6904.00","7054.00","7054.00","7054.00","7054.00","7360.40","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","7195.00","6888.60","6888.60","7195.00","133728.20"
"Administration","Information Systems Specialist 7","49730141","SOCIAL SECURITY & MEDICARE",,,,,,"504.70","504.69","481.26","517.33","528.79","528.79","528.79","528.80","552.23","539.59","539.58","539.57","542.24","542.22","542.24","542.23","518.80","518.79","542.23","10042.87"
"Administration","Information Systems Specialist 7","49730141","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,"2.71","2.15","2.30","2.88","2.68","2.69","3.23","2.34","1.90","2.62","2.47","2.04","2.41","2.58","2.26","2.84","2.69","1.73","2.45","46.97"
"Administration","Information Systems Specialist 7","49730141","Total","0.00","0.00","0.00","0.00","0.00","10224.65","10224.08","9825.27","10439.67","10634.77","10634.78","10635.32","10634.44","11032.96","10818.33","10818.17","10817.73","10827.38","10827.53","10827.23","10827.80","10428.70","10427.73","11073.48","201980.02"
"Administration","Information Systems Specialist 7","49730142","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,,,,,"0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.80"
"Administration","Information Systems Specialist 7","49730142","DENTAL INSURANCE",,,,,,,,,,,,,,,"8.70","8.70","8.70","9.16","7.69","7.69","7.69","7.69","7.69","7.69","81.40"
"Administration","Information Systems Specialist 7","49730142","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,,,,,,,,,,"0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","1.30"
"Administration","Information Systems Specialist 7","49730142","HEALTH INSURANCE",,,,,,,,,,,,,,,"97.26","97.26","97.26","98.58","82.75","82.75","82.75","82.75","82.75","82.76","886.87"
"Administration","Information Systems Specialist 7","49730142","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,,,,,,,,,,,,"31.51","31.51","31.51","31.51","126.04"
"Administration","Information Systems Specialist 7","49730142","PERS RETIREMENT",,,,,,,,,,,,,,,,,,,,,"66.50","66.50","66.50","62.60","262.10"
"Administration","Information Systems Specialist 7","49730142","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,,,,,,,,,,,,,,,,"0.26","0.00",,,,,,"0.26"
"Administration","Information Systems Specialist 7","49730142","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,,"27.22","35.55","35.55","35.42","35.76","35.76","35.76","35.76","35.76","35.77","348.31"
"Administration","Information Systems Specialist 7","49730142","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,,,"0.18","0.25","0.20","0.18","0.21","0.19","0.23","0.22","0.20","0.19","2.05"
"Administration","Information Systems Specialist 7","49730142","Total","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","494.96","612.25","612.20","614.09","596.90","596.88","694.93","694.92","694.90","691.07","6303.10"
"Administration","Information Systems Specialist 8","0003906","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","22.80"
"Administration","Information Systems Specialist 8","0003906","DENTAL INSURANCE","101.73","101.73","101.73","101.73","101.73","100.41","100.41","100.41","100.41","100.41","100.41","100.41","100.41","100.41","100.41","100.41","100.41","103.60","103.60","103.60","103.60","103.60","103.60","103.60","2438.77"
"Administration","Information Systems Specialist 8","0003906","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","39.60"
"Administration","Information Systems Specialist 8","0003906","HEALTH INSURANCE","284.32","284.32","284.32","284.32","284.32","285.64","285.64","285.64","285.64","285.64","285.64","285.64","285.64","285.64","285.64","285.64","285.64","386.05","386.05","386.05","386.05","386.05","386.05","386.05","7551.63"
"Administration","Information Systems Specialist 8","0003906","OVERTIME PAYMENTS",,,,,,,,,"6589.31",,,,,,,,,,,,,,,,"6589.31"
"Administration","Information Systems Specialist 8","0003906","PERS PENSION OBLIGATION BOND PAYMENT","511.53","512.52","512.52","542.48","542.48","550.59","550.59","675.61","992.07","550.59","550.59","550.59","550.59","550.59","561.42","561.42","561.42","568.15","568.15","568.15","568.15","568.15","568.15","568.15","13804.65"
"Administration","Information Systems Specialist 8","0003906","PERS RETIREMENT","1281.65","1284.13","1284.13","1284.13","1284.13","1303.32","1303.32","1599.27","2348.39","1303.32","1303.32","1303.32","1303.32","1303.32","1328.97","1328.97","1328.97","1344.90","1344.90","1344.90","1344.90","1344.90","1344.90","1634.91","33180.29"
"Administration","Information Systems Specialist 8","0003906","REGULAR EMPLOYEES SALARY","7572.09","7587.00","7587.00","7587.00","7587.00","7701.00","7701.00","9478.15","7701.00","7701.00","7701.00","7701.00","7701.00","7701.00","7855.00","7855.00","7855.00","7855.00","7855.00","7855.00","7855.00","7855.00","7855.00","7855.00","187556.24"
"Administration","Information Systems Specialist 8","0003906","SOCIAL SECURITY & MEDICARE","617.19","618.38","618.39","618.38","618.38","627.65","627.64","770.39","1131.73","627.65","627.65","627.65","627.65","627.64","640.01","640.02","640.02","647.68","647.69","647.68","647.69","647.69","647.68","647.69","15840.22"
"Administration","Information Systems Specialist 8","0003906","WORK OUT OF CLASS & LEADWORK","378.60","379.35","379.35","379.35","379.35","385.05","385.05","473.90","385.05","385.05","385.05","385.05","385.05","385.05","392.75","392.75","392.75","392.75","392.75","392.75","392.75","392.75","392.75","392.75","9377.80"
"Administration","Information Systems Specialist 8","0003906","WORKERS' BENEFIT FUND ASSESSMENT","2.73","2.63","2.87","2.99","2.22","2.15","2.59","2.58","2.69","2.97","2.67","2.79","1.88","2.45","2.76","3.08","2.28","1.49","2.72","2.53","2.75","2.75","2.04","2.22","60.83"
"Administration","Information Systems Specialist 8","0003906","Total","10752.44","10772.66","10772.91","10802.98","10802.21","10958.41","10958.84","13388.55","19538.89","10959.23","10958.93","10959.05","10958.14","10958.70","11169.56","11169.89","11169.09","11302.22","11303.46","11303.26","11303.49","11303.49","11302.77","11592.97","276462.14"
"Administration","Information Systems Specialist 8","0003908","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","22.80"
"Administration","Information Systems Specialist 8","0003908","DENTAL INSURANCE","98.10","98.10","98.10","98.10","98.10","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71","2346.99"
"Administration","Information Systems Specialist 8","0003908","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","39.60"
"Administration","Information Systems Specialist 8","0003908","HEALTH INSURANCE","1385.71","1385.71","1385.71","1385.71","1385.71","1379.21","1379.21","1379.21","1379.21","1379.21","1379.21","1379.21","1379.21","1379.21","1379.21","1379.21","1379.21","1382.51","1382.51","1382.51","1382.51","1382.51","1382.51","1382.51","33156.64"
"Administration","Information Systems Specialist 8","0003908","PERS PENSION OBLIGATION BOND PAYMENT","504.27","504.27","504.27","533.75","533.75","541.77","541.77","541.77","541.77","541.77","541.77","541.77","541.77","541.77","552.60","552.60","552.60","552.60","552.60","552.60","552.60","552.60","552.60","552.60","12982.24"
"Administration","Information Systems Specialist 8","0003908","PERS RETIREMENT","1263.46","1263.46","1263.46","1263.46","1263.46","1282.44","1282.44","1282.44","1282.44","1282.44","1282.44","1282.44","1282.44","1282.44","1308.10","1308.10","1308.10","1308.10","1308.10","1308.10","1308.10","1308.10","1308.10","1590.17","31222.33"
"Administration","Information Systems Specialist 8","0003908","REGULAR EMPLOYEES SALARY","7587.00","7587.00","7587.00","7587.00","7587.00","7701.00","7701.00","7701.00","7701.00","7701.00","7701.00","7701.00","7701.00","7701.00","7855.00","7855.00","7855.00","7855.00","7855.00","7855.00","7855.00","7855.00","7855.00","7855.00","185794.00"
"Administration","Information Systems Specialist 8","0003908","SOCIAL SECURITY & MEDICARE","601.15","601.16","601.15","601.15","601.16","610.33","610.35","610.33","610.34","610.33","610.35","610.33","610.34","610.33","622.71","622.71","622.71","622.70","622.69","622.69","622.70","622.70","622.69","622.69","14725.79"
"Administration","Information Systems Specialist 8","0003908","WORK OUT OF CLASS & LEADWORK","379.35","379.35","379.35","379.35","379.35","385.05","385.05","385.05","385.05","385.05","385.05","385.05","385.05","385.05","392.75","392.75","392.75","392.75","392.75","392.75","392.75","392.75","392.75","392.75","9289.70"
"Administration","Information Systems Specialist 8","0003908","WORKERS' BENEFIT FUND ASSESSMENT","2.45","2.21","2.01","2.31","1.51","3.10","3.00","3.16","1.96","2.38","2.79","2.45","2.51","2.40","1.89","2.47","1.46","2.26","2.31","2.36","2.14","2.68","2.40","2.53","56.74"
"Administration","Information Systems Specialist 8","0003908","Total","11824.09","11823.86","11823.65","11853.43","11852.64","12003.21","12003.13","12003.27","12002.08","12002.49","12002.92","12002.56","12002.63","12002.51","12212.57","12213.15","12212.14","12216.23","12216.27","12216.32","12216.11","12216.65","12216.36","12498.56","289636.83"
"Archives","Supported Employment Worker","120696","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,,,,,,,,"13.20",,,,"13.20"
"Administration","Information Systems Specialist 8","00360091","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.97","0.97","0.97",,,,,"19.06"
"Administration","Information Systems Specialist 8","00360091","DENTAL INSURANCE","101.73","101.73","101.73","101.73","101.73","100.41","100.41","100.41","100.41","100.41","100.41","100.41","100.41","100.41","100.41","100.41","100.41","105.78","105.78","105.78",,,,,"2030.91"
"Administration","Information Systems Specialist 8","00360091","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65",,,,,"33.00"
"Administration","Information Systems Specialist 8","00360091","HEALTH INSURANCE","1221.78","1221.78","1221.78","1221.78","1221.78","1215.76","1215.76","1215.76","1215.76","1215.76","1215.76","1215.76","1215.76","1215.76","1215.76","1215.76","1215.76","1232.18","1232.18","1232.18",,,,,"24394.56"
"Administration","Information Systems Specialist 8","00360091","PERS PENSION OBLIGATION BOND PAYMENT","458.55","466.54","480.26","508.33","508.33","515.97","515.97","515.97","515.97","515.97","515.97","515.97","515.97","515.97","567.40","569.23","569.23","569.23","569.23","569.23",,,,,"10479.29"
"Administration","Information Systems Specialist 8","00360091","PERS RETIREMENT","1148.90","1168.93","1203.30","1203.30","1203.30","1221.38","1221.38","1221.38","1221.38","1221.38","1221.38","1221.38","1221.38","1221.38","1343.10","1347.47","1347.47","1347.47","1347.47","1347.47",,,,,"25000.60"
