"registry_number","business_name","entity_type","nonprofit_type","address","address_continued","city","state","zip_code"
"193778090","NORTHWEST BASEBALL ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","19523 SW ALDERWOOD COURT",,"ALOHA","OR","97003"
"6340715","THE CLEMENS FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","386 E ALDER ST",,"ALSEA","OR","97324"
"14253710","ALSEA RURAL HEALTH CARE INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","26421 FUDGE RD",,"ALSEA","OR","97324"
"51258789","ALSEA COMMUNITY EFFORT","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","27329 ALSEA HWY",,"ALSEA","OR","97324"
"177994390","ALSEA HISTORICAL SOCIETY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","19752 SHANGRILA LN",,"ALSEA","OR","97324"
"64570485","AMITY SCHOOL DISTRICT FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","807 TRADE STREET",,"AMITY","OR","97101"
"36362796","EOLA HILLS CHARTER SCHOOL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","9015 COMMUNITY CLUB RD",,"AMITY","OR","97101"
"126515691","AMITY WARRIORS YOUTH FASTPITCH","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","803 GOUCHER ST",,"AMITY","OR","97101"
"132095894","AMITY VOLLEYBALL CLUB","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","8228 SE EOLA HILLS ROAD",,"AMITY","OR","97101"
"171372494","AMITY TRACK CLUB","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","8228 SE EOLA HILLS RD",,"AMITY","OR","97101"
"53872280","ROGUE VALLEY FOOD SYSTEM NETWORK","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4311 THOMPSON CREEK RD",,"APPLEGATE","OR","97530"
"8564684","NORTH COAST LAND CONSERVANCY, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","32042 E SHINGLE MILL LN",,"ARCH CAPE","OR","97102"
"56344683","LOWER NEHALEM WATERSHED COUNCIL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","80285 WOODLAND HEIGHTS RD",,"ARCH CAPE","OR","97102"
"9951690","COLUMBIA HILLS MANOR, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1500 MAIN",,"ARLINGTON","OR","97812"
"13555495","ARLINGTON CHILD CARE CENTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","PO BOX 598","1115 W FIFTH","ARLINGTON","OR","97812"
"77985191","ARLINGTON COMMUNITY CHARTER SCHOOL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1200 MAIN ST",,"ARLINGTON","OR","97812"
"88598496","ARLINGTON COMMUNITY PRESCHOOL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1290 MAIN STREET",,"ARLINGTON","OR","97812"
"117048991","ARLINGTON EDUCATION FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","14957 HERITAGE LN",,"ARLINGTON","OR","97812"
"3978913","OREGON SHAKESPEARE FESTIVAL ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","15 S PIONEER ST",,"ASHLAND","OR","97520"
"6135610","SOUTHERN OREGON UNIVERSITY FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1250 SISKIYOU BLVD",,"ASHLAND","OR","97520"
"7862618","OREGON SHAKESPEARE FESTIVAL ENDOWMENT FUND","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","15 S PIONEER ST",,"ASHLAND","OR","97520"
"8192916","ROGUE VALLEY SYMPHONY ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","33 N FIRST ST STE 1",,"ASHLAND","OR","97520"
"10586410","LIVING OPPORTUNITIES, INCORPORATED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","747 NORMAL AVE",,"ASHLAND","OR","97520"
"11265618","GEOS INSTITUTE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2007 MAE ST",,"ASHLAND","OR","97520"
"12055612","ASHLAND COMMUNITY HOSPITAL FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","123 CLEAR CREEK DRIVE STE 101",,"ASHLAND","OR","97520"
"14856413","FRED A. TAYLER MEMORIAL FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","7696 HYATT PRAIRIE RD","PO BOX 820","ASHLAND","OR","97520"
"15702012","ASHLAND SUPPORTIVE HOUSING AND COMMUNITY OUTREACH, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","693B WASHINGTON ST",,"ASHLAND","OR","97520"
"16495517","PEACE HOUSE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","923 PLUM RIDGE DR",,"ASHLAND","OR","97520"
"21041512","SODA MOUNTAIN WILDERNESS COUNCIL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","15187 HWY 66",,"ASHLAND","OR","97520"
"13849583","COLESTIN RURAL FIRE DISTRICT","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1701 COLESTIN RD",,"ASHLAND","OR","97520"
"14764781","WESTERN INTERNATIONAL BAND CLINIC","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","407 TERRACE ST",,"ASHLAND","OR","97520"
"15444789","KIWANIS YOUTH FOUNDATION OF SOUTHERN OREGON, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","525 E MAIN ST",,"ASHLAND","OR","97520"
"15837883","ASHLAND SCHOOLS FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","100 WALKER AVE",,"ASHLAND","OR","97520"
"20963286","RESOLVE CENTER FOR DISPUTE RESOLUTION AND RESTORATIVE JUSTICE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","345 MAPLE ST",,"ASHLAND","OR","97520"
"24795882","ASHLAND COMMUNITY THEATRE, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","570 FAITH AVE",,"ASHLAND","OR","97520"
"29430089","MT. ASHLAND ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","693 WASHINGTON ST STE A",,"ASHLAND","OR","97520"
"30068886","THE ELMER C. BIEGEL FAMILY MEMORIAL FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","7696 HYATT PRAIRIE RD","PO BOX 820","ASHLAND","OR","97520"
"42341388","ASHLAND PARKS FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","340 S PIONEER ST",,"ASHLAND","OR","97520"
"42740084","ASHLAND WATER POLO","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2693 TAKELMA WAY",,"ASHLAND","OR","97520"
"48909188","MULTICULTURAL ASSOCIATION OF SOUTHERN OREGON","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1650 SUNSET ST",,"ASHLAND","OR","97520"
"53593282","THE PINEHURST SCHOOL FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2697 CLAY CREEK WAY",,"ASHLAND","OR","97520"
"55863485","JEFFERSON BAROQUE ORCHESTRA, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4882 HIGHWAY 66",,"ASHLAND","OR","97520"
"60678381","THE WILL M. AND MARGARET DODGE MEMORIAL FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","7696 HYATT PRAIRIE RD","PO BOX 820","ASHLAND","OR","97520"
"63663588","KLAMATH SISKIYOU WILDLANDS CENTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","562 A STREET",,"ASHLAND","OR","97520"
"66426884","DHANAKOSHA FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","108 NEPAL RD",,"ASHLAND","OR","97520"
"66551780","THE DOMESTIC VIOLENCE FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","59 MANZANITA",,"ASHLAND","OR","97520"
"67525981","LEGACY FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","44 SCENIC DR",,"ASHLAND","OR","97520"
"69542687","SOUTHERN OREGON FILM SOCIETY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","389 E MAIN ST",,"ASHLAND","OR","97520"
"72010581","ENERGY MEDICINE INSTITUTE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","777 E MAIN ST",,"ASHLAND","OR","97520"
"73352883","ARMADILLO TECHNICAL INSTITUTE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","351 AVERY ST",,"ASHLAND","OR","97520"
"75072885","KLAMATH BIRD OBSERVATORY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2425 SISKIYOU BLVD",,"ASHLAND","OR","97520"
"75497082","SCIENCEWORKS HANDS-ON MUSEUM","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1500 E MAIN ST",,"ASHLAND","OR","97520"
"76465484","FOUNDATION FOR THE LAW OF TIME","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2090 CREEK DR",,"ASHLAND","OR","97520"
"708594","ROGUE VALLEY FARM TO SCHOOL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","223 5TH STREET",,"ASHLAND","OR","97520"
"4591293","ASHLAND EMERGENCY FOOD BANK","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","560 CLOVER LN","PO BOX 3578","ASHLAND","OR","97520"
"11004397","OREGON STAGE WORKS, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","191 A ST",,"ASHLAND","OR","97520"
"11690799","ASHLAND SCHOOL OF ENVIRONMENTAL TECHNOLOGY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1080 PLEASANT WAY",,"ASHLAND","OR","97520"
"19035799","SISKIYOU CULTURAL ARTS INSTITUTE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","192 ORANGE AVE",,"ASHLAND","OR","97520"
"19093897","MEDFORD AMERICAN LITTLE LEAGUE, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","628 CROWSON RD",,"ASHLAND","OR","97520"
"22109193","JACKSON COUNTY SART","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","43 MORNINGLIGHT DR",,"ASHLAND","OR","97520"
"22528194","SISKIYOU FIELD INSTITUTE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","596 HELMAN",,"ASHLAND","OR","97520"
"23506090","THE CENTER FOR SOCIAL ECOLOGY AND PUBLIC POLICY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","256 SIXTH ST",,"ASHLAND","OR","97520"
"23940794","THE JEFFERSON CENTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1160 FERN ST",,"ASHLAND","OR","97520"
"24083099","LONG WAY HOME","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","227 W HERSEY ST",,"ASHLAND","OR","97520"
"24230997","DISABLED UNITED IN DIRECT EMPOWERMENT","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","805 GLENDALE AVE",,"ASHLAND","OR","97520"
"23764194","JEFFERSON COMMUNICATIONS COUNCIL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","311 SHERIDAN ST",,"ASHLAND","OR","97520"
"27217496","THE MEDERI FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1945 ASHLAND MINE RD",,"ASHLAND","OR","97520"
"27814995","ARTNOW","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","15 NORTH MAIN ST",,"ASHLAND","OR","97520"
"29640596","SECOND STREET MUSICIANS, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1500 SISKIYOU BLVD",,"ASHLAND","OR","97520"
"33385899","ASHLAND ART WORKS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2165 BIRCHWOOD",,"ASHLAND","OR","97520"
"41736497","SISKIYOU OUT BACK TRAIL RUN","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","255 GRANITE ST",,"ASHLAND","OR","97520"
"42615690","ALAN AND PRISCILLA OPPENHEIMER FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","110 S LAUREL ST",,"ASHLAND","OR","97520"
"49245699","NATIVES OF ONE WIND INDIGENOUS ALLIANCE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","320 HIGH STREET #1",,"ASHLAND","OR","97520"
"49280191","LEELA FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","542 WASHINGTON ST STE 104",,"ASHLAND","OR","97520"
"53448495","PATRICIA ZOLINE FAMILY FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","240 NUTLEY ST",,"ASHLAND","OR","97520"
"57617293","ROTARY CLUB OF ROGUE VALLEY AFTER FIVE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","560 REITEN DR",,"ASHLAND","OR","97520"
"61594892","ASHLAND NEW PLAYS FESTIVAL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","251 OTIS STREET","ATTN KATE WOLF-PIZOR SECRETARY","ASHLAND","OR","97520"
"69766997","ASHLAND FOOTBALL CLUB","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","450 SISKIYOU BLVD STE 5",,"ASHLAND","OR","97520"
"69945898","UBUNTUWORKS PEACE EDUCATION PROJECT","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2026 ASHLAND MINE RD",,"ASHLAND","OR","97520"
"70223095","SISKIYOU MOUNTAIN CLUB","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","#7","33 N 3RD ST","ASHLAND","OR","97520"
"73239197","EYES TO BURMA","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","709 WASHINGTON ST",,"ASHLAND","OR","97520"
"74599599","ASHLAND AT HOME","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1289 MUNSON DR",,"ASHLAND","OR","97520"
"74829897","BEE GIRL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","285 WIGHTMAN ST",,"ASHLAND","OR","97520"
"75095795","KAPI'OANUENUE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","44 SCHOFIELD ST",,"ASHLAND","OR","97520"
"75327396","SO PRIDE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2180 BRICHWOOD LANE",,"ASHLAND","OR","97520"
"75849795","SOUTHERN OREGON TIME BANK","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2940 OLD HWY 99 S",,"ASHLAND","OR","97520"
"77127299","HOLOENERGETIC HEALING FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1106 PARADISE LN",,"ASHLAND","OR","97520"
"77991397","GREENSPRINGS LEARNING COMMUNITY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","15097 HIGHWAY 66",,"ASHLAND","OR","97520"
"79154895","ASHLAND YOUTH BASEBALL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1228 ROSE LN",,"ASHLAND","OR","97520"
"79729894","THE NEIGHBORHOOD FOOD PROJECT, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","219 ALMOND ST",,"ASHLAND","OR","97520"
"85012392","MEDFORD UNITED FUTBOL CLUB","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2305 ASHLAND ST",,"ASHLAND","OR","97520"
"86389690","OPTIONS FOR HOMELESS RESIDENTS OF ASHLAND","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","611 SISKIYOU BLVD #4",,"ASHLAND","OR","97520"
"88259297","ASHLAND FOOD ANGELS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","472 WALKER AVE",,"ASHLAND","OR","97520"
"89742598","ASHLAND HIGH ARTS ADVOCATES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","201 S MOUNTAIN AVE",,"ASHLAND","OR","97520"
"92933697","EQUAMORE FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4723 HIGHWAY 66",,"ASHLAND","OR","97520"
"101853497","BIODIVERSITY RESEARCH COLLECTIVE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","324 AVERY STREET",,"ASHLAND","OR","97520"
"104407697","PERINATAL RESCUE NETWORK","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","416 WIMER ST",,"ASHLAND","OR","97520"
"104690599","SHARKEY FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","21 SOUTH SECOND STREET",,"ASHLAND","OR","97520"
"104774591","JEFFERSON STATE CHORAL COALITION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","12621 DEAD INDIAN MEMORIAL RD",,"ASHLAND","OR","97520"
"104985494","TLC TRANSITIONAL LIFE CARE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","6744 HIGHWAY 66",,"ASHLAND","OR","97520"
"105067193","THE QUEPASANA FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","10880 CORP RANCH ROAD",,"ASHLAND","OR","97520"
"108611492","BRAVA! OPERA THEATER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2048 HYATT PRAIRIE RD",,"ASHLAND","OR","97520"
"110478294","POST GROWTH INSTITUTE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","7583 HWY 66",,"ASHLAND","OR","97520"
"110809597","ACTION RELIEF SERVICES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","465 W NEVADA ST",,"ASHLAND","OR","97520"
"112874995","MUSICA MATRIX INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","194 LOGAN DR",,"ASHLAND","OR","97520"
"113885099","CASCADE GIRL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","208 OAK STREET #112",,"ASHLAND","OR","97520"
"114047095","WATCHABLE WILDLIFE FOUNDATION, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","987 B ST",,"ASHLAND","OR","97520"
"114314594","COLLABORATIVE THEATRE PROJECT, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","486 BEACH ST",,"ASHLAND","OR","97520"
"115693798","COMMUNITY COUNSELING CENTER OF ASHLAND","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","600 SISKIYOU BLVD",,"ASHLAND","OR","97520"
"116292699","AAUW ASHLAND","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","WALSH TAX SERVICES","663 A ST","ASHLAND","OR","97520"
"118163591","THE KARL LADUE WODAKOTA FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","320 HIGH ST UNIT 1",,"ASHLAND","OR","97520"
"119241891","FOR THE LOVE OF CODY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1021 HIAWATHA PL",,"ASHLAND","OR","97520"
"119326197","OREGON CANNABIS EDUCATION AND RESOURCE CENTER INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","850 BESWICK WAY",,"ASHLAND","OR","97520"
"119884294","OPEN FLOOR COMMUNITY BALLROOM ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1252 OLD WILLOW LANE",,"ASHLAND","OR","97520"
"120653399","PACIFIC RIM BOWL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","450 SISKIYOU BLVD STE 5",,"ASHLAND","OR","97520"
"120860994","LIVIA GENISE PRODUCTIONS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","840 OAK KNOLL DRIVE",,"ASHLAND","OR","97520"
"122575491","PITBULLS AND PROFESSIONALS INCORPORATED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","212 VISTA STREET",,"ASHLAND","OR","97520"
"123356396","FRONTIER GIRLS TROOP #348","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3005 HIGHWAY 66",,"ASHLAND","OR","97520"
"124321795","VISION QUILT","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1067 EMIGRANT CREEK RD",,"ASHLAND","OR","97520"
"124389891","CENTER FOR THE NEW NORTHWEST","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","115 NOB HILL STREET",,"ASHLAND","OR","97520"
"125142091","CULTURE OF PEACE COMMISSIONS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2560 EAGLE CREEK LN",,"ASHLAND","OR","97520"
"125445692","SOUTHERN OREGON CONTRA DANCE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1995 TOLMAN CREEK RD",,"ASHLAND","OR","97520"
"125132290","AMAHORO CHILDREN & COMMUNITY TEAM","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1845 DRAGON FLY LN",,"ASHLAND","OR","97520"
"126078997","HEARTISAN FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1106 PARADISE LN",,"ASHLAND","OR","97520"
"127313096","SOUTHERN OREGON GEOCACHING","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","96 WIGHTMAN STREET APT 3",,"ASHLAND","OR","97520"
"127572097","DEVELOPMENT LEAGUE OF SOUTHERN OREGON","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","552 B ST",,"ASHLAND","OR","97520"
"128452992","PAM MARSH FOR OREGON","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","642 OAK ST",,"ASHLAND","OR","97520"
"129557591","ASHLAND CHILDREN'S THEATRE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","240 VAN NESS AVE",,"ASHLAND","OR","97520"
"133416693","TOYMAKERS OF ASHLAND","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","841 BESWICK WAY",,"ASHLAND","OR","97520"
"141510198","RIDING BEYOND","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","864 PEROZZI",,"ASHLAND","OR","97520"
"143319390","MOUNTAIN MEADOWS COMMUNITY FOUNDATION, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","583 NANDINA ST",,"ASHLAND","OR","97520"
"144371390","OREGON EXTENSION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","15097 HWY 66",,"ASHLAND","OR","97520"
"145016697","FOLKSOUL FARM","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","624 W VALLEY VIEW RD",,"ASHLAND","OR","97520"
"145725099","PLAY ON SHAKESPEARE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","450 SISKIYOU BLVD","SUITE 3","ASHLAND","OR","97520"
"148976798","KEEPING ALL WOMEN SAFE K.A.W.S.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","635 LIT WAY",,"ASHLAND","OR","97520"
"149298994","ASHLAND FOLK COLLECTIVE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","188 CENTRAL AVE",,"ASHLAND","OR","97520"
"149505497","ILLEGAL THE PROJECT","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","604 FAIR OAKS COURT",,"ASHLAND","OR","97520"
"152380797","HEALTH RESEARCH INSTITUTE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1639 JACKSON ROAD",,"ASHLAND","OR","97520"
"155817092","ASHLAND DEVO","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","315 RANDY ST",,"ASHLAND","OR","97520"
"156605298","FRIENDS OF JACK DORR","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1024 PARK ST",,"ASHLAND","OR","97520"
"156552995","PARKER HOUSE PROJECT","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1433 BUTLER CREEK RD",,"ASHLAND","OR","97520"
"159129791","VIDA LIBRE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","267 PALM AVE",,"ASHLAND","OR","97520"
"159890798","FRIENDS OF CATHEDRAL TREES SANCTUARY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","309 HILLCREST ST",,"ASHLAND","OR","97520"
"159954495","WITH LOVE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","730 LIBERTY ST",,"ASHLAND","OR","97520"
"161464491","CIRCLE FAITH FUTURE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","669 PRIM ST",,"ASHLAND","OR","97520"
"161846499","THE ASHLAND FOOD PROJECT","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","140 SUSAN LANE",,"ASHLAND","OR","97520"
"163445696","SOUTHERN OREGON JOBS WITH JUSTICE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1 CORRAL LN UNIT 52",,"ASHLAND","OR","97520"
"164840796","GOLDEN RULE REENTRY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2305 ASHLAND ST # C-350",,"ASHLAND","OR","97520"
"166420399","EMERGING FUTURES NETWORK","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1080 PLEASANT WAY",,"ASHLAND","OR","97520"
"167547299","GLOBAL FORCE FOR HEALING","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1209 ORCHID ST",,"ASHLAND","OR","97520"
"166978099","THE ASHLAND CHRONICLE CORPORATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","893 PLUM RIDGE DR",,"ASHLAND","OR","97520"
"168078096","THANGTONG GYALPO INSTITUTE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1985 COLESTIN RD",,"ASHLAND","OR","97520"
"169334597","LOCAL INNOVATION WORKS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","123 N WIGHTMAN ST",,"ASHLAND","OR","97520"
"169385193","ARTS AND ECOLOGY INSTITUTE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","40 GRANITE ST APT 6",,"ASHLAND","OR","97520"
"169634392","ASHLAND JR. GRIZZLIES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","267 MEADOW DR",,"ASHLAND","OR","97520"
"171287098","BE THE CHANGE ROGUE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","798 OAK STREET",,"ASHLAND","OR","97520"
"172191190","ROGUE FOOD UNITES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","567 WALKER AVE",,"ASHLAND","OR","97520"
"172636293","RE-CREATE RE-COVERY, INC","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","459 WILLOW ST",,"ASHLAND","OR","97520"
