"title","credit","date","location","room_building","time","registration_link","description","map"
"Procurement Rules Briefing","1.5","2021-10-20T00:00:00.000",,"Adobe Connect Webinar","1:30 pm - 3:00 pm","Registration Link (https://wd5.myworkday.com/oregon/learning/course/a315dc86916f012c4aa08ed904023c9d?type=9882927d138b100019b6a2df1a46018b)","This 60 - 90 minute FREE briefing is intended for any state employee who needs to know about recent revisions to ORS 279 A,B,C and related DAS Rules that impact their day-to-day procurement practices.  Please see Workday Learning for full course description.",
"Using Statewide Price Agreements","3.5","2021-10-19T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba801c0837289d7ea010ed3?type=9882927d138b100019b6a2df1a46018b)","This course will help procurement professionals under DAS Authority learn how to use statewide price agreements. This course will not go over how to search in OregonBuys.  Please see Workday Learning for full course description.",
"Writing a Statement of Work","7","2021-10-13T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 4:30 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a01896a05d2ccea01b4cb?type=9882927d138b100019b6a2df1a46018b)","This course will help you determine how to improve your statement of work. It will also provide writing tips, pointers on the use of terms such as shall-must-may-will, and steps in writing.  Please see Workday Learning for full course description.",
"Small Procurements","7","2021-10-05T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 4:30 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba801ab2133b3d5ea010bd3?type=9882927d138b100019b6a2df1a46018b)","This course explores the method and procedure for conducting a Small Procurement (up to $10,000) in accordance with Oregon Revised Statute and Oregon Administrative Rules. Topics covered include procurement authority, sourcing methods, and procurement thresholds.",
"Fundamentals of Sustanable Procurement (Day 2 of 2)",,"2021-09-23T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This class will focus on procuring goods and services in a sustainable and green manner in accordance with the Oregon Sustainability Act of 2001. Topics related to sustainable procurement will be discussed.  Please see Workday Learning for full course description.",
"Fundamentals of Sustanable Procurement (Day 1 of 2)","7","2021-09-21T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba80139aca86cc8ea0101d3?type=9882927d138b100019b6a2df1a46018b)","This class will focus on procuring goods and services in a sustainable and green manner in accordance with the Oregon Sustainability Act of 2001. Topics related to sustainable procurement will be discussed.  Please see Workday Learning for full course description.",
"OPIC Exam",,"2021-09-15T00:00:00.000",,"Workday Learning","8:30 AM - 11:30 AM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba80118816053d0ea0104d3?type=9882927d138b100019b6a2df1a46018b)","Students who wish to earn an Oregon Procurement Intermediate Certification must pass this exam with a score of 80 percent or better and earn 125 contact hours in coursework.  Please see Workday Learning for full course description.",
"OPAC Exam",,"2021-09-15T00:00:00.000",,"Workday Learning","8:30 AM - 11:30 AM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a011662740ac0ea018fcb?type=9882927d138b100019b6a2df1a46018b)","Students who wish to earn an Oregon Procurement Intermediate Certification must pass this exam with a score of 80 percent or better and earn 175 contact hours in coursework.  Please see Workday Learning for full course description.",
"OPBC Exam",,"2021-09-15T00:00:00.000",,"Workday Learning","8:30 AM - 11:30 AM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a01acfbffc6c1ea0192cb?type=9882927d138b100019b6a2df1a46018b)","Students who wish to earn an Oregon Procurement Basic Certification must pass this exam with a score of 80 percent or better and earn 75 contact hours in coursework.  Please see Workday Learning for full course description.",
"Small Procurements","7","2021-09-08T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 4:30 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba801ab2133b3d5ea010bd3?type=9882927d138b100019b6a2df1a46018b)","This course explores the method and procedure for conducting a Small Procurement (up to $10,000) in accordance with Oregon Revised Statute and Oregon Administrative Rules. Topics covered include procurement authority, sourcing methods, and procurement thresholds.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 4 of 4)",,"2021-09-02T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 3 of 4)",,"2021-08-31T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 2 of 4)",,"2021-08-26T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 1 of 4)","14","2021-08-24T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a0182486a2fd3ea01b7cb?type=9882927d138b100019b6a2df1a46018b)","Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Market Research in Public Procurement (Day 2 of 2)",,"2021-08-18T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Demystifying Terms and Conditions","3.5","2021-08-17T00:00:00.000",,"Adobe Connect Webinar","1:30 PM - 4:30 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba8015418d2cddbea0115d3?type=9882927d138b100019b6a2df1a46018b)","Learn about standard terms and conditions typically used in contracts. The course provides an opportunity to ask questions you always wanted answered about both standard and special terms and conditions.  Please see Workday Learning for full course description.",
"Market Research in Public Procurement (Day 1 of 2)","10","2021-08-11T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a010bba5501beea018ccb?type=9882927d138b100019b6a2df1a46018b)","Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Small Procurements","7","2021-07-27T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 4:30 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba801ab2133b3d5ea010bd3?type=9882927d138b100019b6a2df1a46018b)","This course explores the method and procedure for conducting a Small Procurement (up to $10,000) in accordance with Oregon Revised Statute and Oregon Administrative Rules. Topics covered include procurement authority, sourcing methods, and procurement thresholds.",
"Principles of Public Procurement WEBINAR (Day 8 of 8)",,"2021-07-15T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 7 of 8)",,"2021-07-13T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 6 of 8)",,"2021-07-08T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 5 of 8)",,"2021-07-06T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 4 of 8)",,"2021-07-01T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 3 of 8)",,"2021-06-29T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 2 of 8)",,"2021-06-24T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 1 of 8)",,"2021-06-22T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba80134cc2f07d4ea0107d3?type=9882927d138b100019b6a2df1a46018b)","This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"OPIC Exam",,"2021-06-15T00:00:00.000",,"iLearn","8:30 AM - 11:30 AM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=103E60359BB24D78957814BB05482D08)","Students who wish to earn an Oregon Procurement Intermediate Certification must pass this exam with a score of 80 percent or better and earn 125 contact hours in coursework.  Please see iLearn for full course description.",
"OPBC Exam",,"2021-06-15T00:00:00.000",,"iLearn","8:30 AM - 11:30 AM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=5AF2E0FBF7E34F9DA70E26E8922AAF29)","Students who wish to earn an Oregon Procurement Basic Certification must pass this exam with a score of 80 percent or better and earn 75 contact hours in coursework.  Please see iLearn for full course description.",
"Fundamentals of Sustanable Procurement (Day 2 of 2)",,"2021-06-03T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This class will focus on procuring goods and services in a sustainable and green manner in accordance with the Oregon Sustainability Act of 2001. Topics related to sustainable procurement will be discussed.  Please see iLearn for full course description.",
"Fundamentals of Sustanable Procurement (Day 1 of 2)","7","2021-06-01T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=ADA55C4E26E341AAA0D18245833BCD4E)","This class will focus on procuring goods and services in a sustainable and green manner in accordance with the Oregon Sustainability Act of 2001. Topics related to sustainable procurement will be discussed.  Please see iLearn for full course description.",
"Writing a Statement of Work","7","2021-05-26T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 4:30 PM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=A7486D7D02494A8E99C014338AB53A85)","This course will help you determine how to improve your statement of work. It will also provide writing tips, pointers on the use of terms such as shall-must-may-will, and steps in writing.  Please see iLearn for full course description.",
"Market Research in Public Procurement (Day 2 of 2)",,"2021-05-19T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see iLearn for full course description.",
"Market Research in Public Procurement (Day 1 of 2)","10","2021-05-12T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=60BFDE92548644F483B33630FBA57EB1)","Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see iLearn for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 4 of 4)",,"2021-05-06T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This interactive class will focus on procuring goods and services between $10,000 and $150,000 with emphasis on statutory requirements and best practices. Please see iLearn for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 3 of 4)",,"2021-05-04T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This interactive class will focus on procuring goods and services between $10,000 and $150,000 with emphasis on statutory requirements and best practices. Please see iLearn for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 2 of 4)",,"2021-04-29T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This interactive class will focus on procuring goods and services between $10,000 and $150,000 with emphasis on statutory requirements and best practices. Please see iLearn for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 1 of 4)","14","2021-04-27T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=98792B4E06D847508A741DECC2C9C877)","This interactive class will focus on procuring goods and services between $10,000 and $150,000 with emphasis on statutory requirements and best practices. Please see iLearn for full course description.",
"Using Statewide Price Agreements","3.5","2021-04-20T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=B3414BA8AB574DBCA5765A0B420D1E97)","This course will help procurement professionals under DAS Authority learn how to use statewide price agreements. This course will not go over how to search in ORPIN.  Please see iLearn for full course description.",
"Demystifying Terms and Conditions","3.5","2021-04-13T00:00:00.000",,"Adobe Connect Webinar","1:00 PM - 4:30 PM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=869422FD935E49B3B09FA065C2BB777C)","Learn about standard terms and conditions typically used in contracts. The course provides an opportunity to ask questions you always wanted answered about both standard and special terms and conditions.  Please see iLearn for full course description.",
"Small Procurements","7","2021-04-07T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 4:30 PM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=5542C4E4AB93411087C4973DD310475E)","This course explores the method and procedure for conducting a Small Procurement (up to $10,000) in accordance with Oregon Revised Statute and Oregon Administrative Rules. Topics covered include procurement authority, sourcing methods, and procurement thresholds.",
"Fundamentals of Sustainable Procurement (Day 2 of 2)",,"2021-04-01T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This class will focus on procuring goods and services in a sustainable and green manner in accordance with the Oregon Sustainability Act of 2001. Topics related to sustainable procurement will be discussed.  Please see iLearn for full course description.",
"Fundamentals of Sustainable Procurement (Day 1 of 2)","7","2021-03-30T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=ADA55C4E26E341AAA0D18245833BCD4E)","This class will focus on procuring goods and services in a sustainable and green manner in accordance with the Oregon Sustainability Act of 2001. Topics related to sustainable procurement will be discussed.  Please see iLearn for full course description.",
"OPBC Exam",,"2021-03-29T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 11:30 AM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=5AF2E0FBF7E34F9DA70E26E8922AAF29)","Students who wish to earn an Oregon Procurement Basic Certification must pass this exam with a score of 80 percent or better and earn 75 contact hours in coursework.  Please see iLearn for full course description.",
"OPIC Exam",,"2021-03-29T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 11:30 AM",,"Students who wish to earn an Oregon Procurement Intermediate Certification must pass this exam with a score of 80 percent or better and earn 125 contact hours in coursework.  Please see iLearn for full course description.",
"Principles of Public Procurement WEBINAR (Day 8 of 8)",,"2021-03-18T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see iLearn for full course description.",
"Principles of Public Procurement WEBINAR (Day 7 of 8)",,"2021-03-16T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see iLearn for full course description.",
"Principles of Public Procurement WEBINAR (Day 6 of 8)",,"2021-03-11T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see iLearn for full course description.",
"Principles of Public Procurement WEBINAR (Day 5 of 8)",,"2021-03-09T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see iLearn for full course description.",
"Principles of Public Procurement WEBINAR (Day 4 of 8)",,"2021-03-04T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see iLearn for full course description.",
"Principles of Public Procurement WEBINAR (Day 3 of 8)",,"2021-03-02T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see iLearn for full course description.",
"Principles of Public Procurement WEBINAR (Day 2 of 8)",,"2021-02-25T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see iLearn for full course description.",
"Market Research in Public Procurement (Day 2 of 2)",,"2021-02-24T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see iLearn for full course description.",
"Principles of Public Procurement WEBINAR (Day 1 of 8)","40","2021-02-23T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=EA44918E95C34DC1B71EFB3C611F01C1)","This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see iLearn for full course description.",
"Market Research in Public Procurement (Day 1 of 2)","10","2021-02-17T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=60BFDE92548644F483B33630FBA57EB1)","Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see iLearn for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 4 of 4)",,"2021-02-11T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This interactive class will focus on procuring goods and services between $10,000 and $150,000 with emphasis on statutory requirements and best practices. Please see iLearn for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 3 of 4)",,"2021-02-09T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This interactive class will focus on procuring goods and services between $10,000 and $150,000 with emphasis on statutory requirements and best practices. Please see iLearn for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 2 of 4)",,"2021-02-04T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This interactive class will focus on procuring goods and services between $10,000 and $150,000 with emphasis on statutory requirements and best practices. Please see iLearn for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 1 of 4)","14","2021-02-02T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=98792B4E06D847508A741DECC2C9C877)","This interactive class will focus on procuring goods and services between $10,000 and $150,000 with emphasis on statutory requirements and best practices. Please see iLearn for full course description.",
"Writing a Statement of Work","7","2021-01-28T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 4:30 PM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=A7486D7D02494A8E99C014338AB53A85)","This course will help you determine how to improve your statement of work. It will also provide writing tips, pointers on the use of terms such as shall-must-may-will, and steps in writing.  Please see iLearn for full course description.",
"Demystifying Terms and Conditions","3.5","2021-01-26T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=869422FD935E49B3B09FA065C2BB777C)","Learn about standard terms and conditions typically used in contracts. The course provides an opportunity to ask questions you always wanted answered about both standard and special terms and conditions.  Please see iLearn for full course description.",
"Small Procurements","7","2021-01-21T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 4:30 PM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=5542C4E4AB93411087C4973DD310475E)","This course explores the method and procedure for conducting a Small Procurement (up to $10,000) in accordance with Oregon Revised Statute and Oregon Administrative Rules. Topics covered include procurement authority, sourcing methods, and procurement thresholds.",
"Using Statewide Price Agreements","3.5","2021-01-19T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://ilearn.oregon.gov/dl.aspx?id=B3414BA8AB574DBCA5765A0B420D1E97)","This course will help procurement professionals under DAS Authority learn how to use statewide price agreements. This course will not go over how to search in ORPIN.  Please see iLearn for full course description.",
