Start Date & Time,End Date & Time,Meeting Title,"Agency, Board, Commission, Branch",Short Description,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
07/09/2019 09:00:00 AM,07/09/2019 10:30:00 AM,TSP Rocky Habitat Working Group,Land Conservation & Development Department,An OPAC subcommittee meeting to discuss amendments to the Rocky Habitat Management Strategy. ,Online,Salem,OR,,Yes,Andy,5039340072,Andy.lanier@state.or.us,,,,,,,true,https://zoom.us/j/977488603,1 855 880 1246 , 977 488 603,https://www.oregonocean.info/index.php/ocean-documents/opac/workinggroups/tspwg-p3/2019-july-9/1931-draft-meeting-agenda-7-9-2019/file,,,,http://oregonocean.info/,,,,
06/06/2019 09:00:00 AM,06/06/2019 12:00:00 PM,Citizen Involvement Advisory Committee,Land Conservation & Development Department,,Teleconference, Salem,OR,,Yes,Sadie Carney,503-934-0036,sadie.carney@state.or.us,,,,Katie Lahey,503-938-0401,katie.lahey@state.or.us,true,https://zoom.us/j/531222475,1-888-683-5191,531222475,https://www.oregon.gov/lcd/About/Documents/20190606_CIACAgenda.pdf,,,,https://www.oregon.gov/lcd/About/Pages/CIAC.aspx,20190606_CIACAgenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/069630ad-6457-4b22-9b94-c1ab1c620831?download=true&filename=20190606_CIACAgenda.pdf),,,
05/23/2019 08:00:00 AM,05/24/2019 05:00:00 PM,Commission Meeting,Land Conservation & Development Department,Regular meeting of the Land Conservation and Development Commission,"Basement Hearing Room, 635 Capitol St. NE", Salem,OR,,Yes,Amie Abbott,503-934-0045,amie.abbott@state.or.us,,,,Katie Lahey,503-934-0401,katie.lahey@state.or.us,,,,,,,,,https://www.oregon.gov/lcd/Commission/Pages/Meetings.aspx,,,,
05/22/2019 12:30:00 PM,05/22/2019 04:00:00 PM,Goal 18: Pre-1977 Development Focus Group,Land Conservation & Development Department,,"Rainbow Room at the Agate Beach Best Western, 3019 N Coast Hwy", Newport,OR,"The fourth meeting of the group will be taking place on Wednesday, May 22nd from 12:30 to 4pm. Meeting location is the Rainbow Room at the Agate Beach Best Western Hotel in Newport, OR. This meeting will focus on the potential inclusion of small vacant in-fill lots that existed as of January 1, 1977 to be eligible to apply for shoreline armoring permits. Meeting agenda is available on the DLCD website. The meeting is open to the public for observation and there will be a dedicated time for public comment scheduled on the agenda (three minutes per person, as time allows). Members of the public may also submit written comments electronically to dlcd.goal18@state.or.us at any time. All submitted comments will be made available to focus group members.",,Meg Reed,541-754-0811,dlcd.goal18@state.or.us,,,,,,,,,,,,,,,,,,,
05/02/2019 12:00:00 PM,05/02/2019 03:00:00 PM,Territorial Sea Plan Working Group (OPAC Subcommittee) on Rocky Shores,Land Conservation & Development Department,	A meeting of an Ocean Policy Advisory Council subcommittee to discuss amendments to Part 3 of the TSP.,"DLCD Basement Hearing Room, 635 Capitol St NE, Suite 150",Salem,OR,,Yes,Andy Lanier,5032062291,Andy.lanier@state.or.us,,,,,,Andy.lanier@state.or.us,,https://zoom.us/j/977488603 (https://zoom.us/j/977488603%20),1 855 880 1246 ,977 488 603,https://www.oregonocean.info/index.php/ocean-documents/opac/workinggroups/tspwg-p3/2019-april-2/1899-tsp-part-3-working-group-meeting-agenda-5-2-2019,,,,https://www.oregonocean.info/,,,,
04/03/2019 09:00:00 AM,04/03/2019 04:00:00 PM,Ocean Policy Advisory Council Meeting,Land Conservation & Development Department,,"Holiday Inn 3301 Market St NE, Salem, OR 97301",Salem,OR,,Yes,Andy Lanier,5032062291,Andy.lanier@state.or.us,,,,,,,true,https://www.oregonocean.info/,,,,,,,https://www.oregonocean.info/,,,,
03/28/2019 09:00:00 AM,03/28/2019 12:00:00 PM,Citizen Involvement Advisory Committee,Land Conservation & Development Department,,"Basement Hearing Room, 635 Capitol St. NE", Salem,OR,,yes,Sadie Carney,503-934-0036,sadie.carney@state.or.us,,,,Katie Lahey,503-934-0401,katie.lahey@state.or.us,true,https://zoom.us/j/133701906,1-888-683-5191,133 701 906,,,,,https://www.oregon.gov/lcd/About/Pages/CIAC.aspx,,,,
03/21/2019 08:00:00 AM,03/22/2019 05:00:00 PM,Commission Meeting,Land Conservation & Development Department,Regular meeting of the Land Conservation and Development Commission,"Basement Hearing Room, 635 Capitol St. NE", Salem,OR,,Yes,Amie Abbott,503-934-0045,amie.abbott@state.or.us,,,,Katie Lahey,503-934-0401,katie.lahey@state.or.us,,,,,,,,,https://www.oregon.gov/lcd/Commission/Pages/Meetings.aspx,,,,
02/21/2019 02:00:00 PM,02/21/2019 03:30:00 PM,OPAC Webinar - Rocky Shores Management Strategy Draft Review,Land Conservation & Development Department,An online work session of the Ocean Policy Advisory Council focused on a review of the Draft Part Three amendments.  ,"	Department of Land Conservation and Development, Basement Hearing Room, 635 Capitol St NE, Suite 150",Salem,OR,This is an informational webinar - no public testimony accepted.,No,Andy Lanier,5032062291,Andy.lanier@state.or.us,,,,,,,true,https://zoom.us/j/788272811,,,,,,,https://www.oregonocean.info/,,,,
02/07/2019 01:00:00 PM,02/07/2019 04:00:00 PM,Territorial Sea Plan Working Group (OPAC Subcommittee) on Rocky Shores,Land Conservation & Development Department,	A meeting of an Ocean Policy Advisory Council subcommittee to discuss amendments to Part 3 of the TSP.,"Gleason Room, Oregon Coast Aquarium 2820 SE Ferry Slip Rd",Newport,OR,,Yes,Andy,5039340072,Andy.lanier@state.or.us,,,,,,Andy.lanier@state.or.us,true,https://zoom.us/j/977488603 (https://zoom.us/j/977488603%20),1 855 880 1246,977 488 603,https://www.oregonocean.info/index.php/opac-documents/workinggroups/tspwg-p3/2019-february-7/1856-draft-rocky-shores-meeting-agenda-2-7-2019/file,,,,https://www.oregonocean.info/,,,,
01/24/2019 09:00:00 AM,01/25/2019 05:00:00 PM,Commission Meeting,Land Conservation & Development Department,Regular meeting of the Land Conservation and Development Commission,"Basement Hearing Room, 635 Capitol St. NE", Salem,OR,,yes,Amie Abbott,503-934-0045,amie.abbott@state.or.us,,,,Katie Lahey,503-934-0401,katie.lahey@state.or.us,,,,,https://www.oregon.gov/LCD/Commission/Documents/2019-01_Item_1_Salem_Agenda.pdf,,,,https://www.oregon.gov/lcd/Commission/Pages/Meetings.aspx,,,,
01/16/2019 01:30:00 PM,01/16/2019 03:30:00 PM,Goal 18: Pre-1977 Development Focus Group,Land Conservation & Development Department,,"Cove Room at the Agate Beach Best Western, 3019 N Coast Hwy", Newport,OR,,,Meg Reed,541-754-0811,meg.reed@state.or.us,,,,,,,,,,,,,,,,,,,
01/16/2019 09:30:00 AM,01/16/2019 12:00:00 PM,Territorial Sea Plan Working Group (OPAC Subcommittee) on Rocky Shores,Land Conservation & Development Department,	A meeting of an Ocean Policy Advisory Council subcommittee to discuss amendments to Part 3 of the TSP.,"	Department of Land Conservation and Development, Basement Hearing Room",Salem,OR,,Yes,Andy,5039340072,Andy.lanier@state.or.us,,,,,,,,https://zoom.us/j/977488603 (https://zoom.us/j/977488603%20),1 855 880 1246 ,977 488 603,https://www.oregonocean.info/index.php/component/jevents/eventdetail/47/24%7C32%7C25%7C26%7C27%7C34/rocky-shores-working-group-meeting?Itemid=1,,,,https://www.oregonocean.info/,,,,
12/11/2018 10:00:00 AM,12/11/2018 03:00:00 PM,Solar Rulemaking Advisory Committee,Land Conservation & Development Department,Rulemaking advisory committee meeting,"635 Capitol Street, Basement Hearing Room", Salem,OR,,Yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,https://goo.gl/maps/i6MFF3E3bet,,Katie Lahey,503-934-0401,katie.lahey@state.or.us,,,,,,,,,,,,,
12/06/2018 09:00:00 AM,12/06/2018 12:00:00 PM,Citizen Involvement Advisory Committee,Land Conservation & Development Department,ORS 197 established the state´s Citizen Involvement Advisory Committee (CIAC) to advise LCDC and local governments on matters pertaining to citizen involvement.,"635 Capitol St., Ste. 250", Salem,OR,"Memorial Conference Room, or
Join from PC, Mac, Linux, iOS or Android: https://zoom.us/j/133701906
Or iPhone one-tap :
    US: +14086380968,,133701906#  or +16468769923,,133701906# 
Or Telephone&#65306;
    Dial: 1 888 683 5191 (Toll Free)
    Meeting ID: 133 701 906",yes,Sadie Carney,503-934-0036,sadie.carney@state.or.us,,https://www.oregon.gov/ODA/shared/Documents/Publications/Administration/DirectionsODA.pdf,http://www.oregon.gov/LCD/pages/citizeninvolvement.aspx#Meeting_Schedule,,,,true,https://zoom.us/j/133701906,1 888 683 5191,,,,,,,,,,
11/14/2018 10:00:00 AM,11/14/2018 02:00:00 PM,Solar Rulemaking Advisory Committee,Land Conservation & Development Department,Rulemaking advisory committee,"635 Capitol Street, Basement Hearing Room", Salem,OR,,Yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,https://goo.gl/maps/i6MFF3E3bet,,Katie Lahey,503-934-0401,katie.lahey@state.or.us,,,,,,,,,,,,,
11/01/2018 10:45:00 AM,11/01/2018 10:45:00 AM,test,Land Conservation & Development Department,public comment wanted,online, Salem,OR,,,Casaria Taylor,,casaria.taylor@state.or.us,,,,,,,,,,,,,,,,,,,
10/29/2018 10:00:00 AM,10/29/2018 02:00:00 PM,Solar Rulemaking Advisory Committee,Land Conservation & Development Department,Rulemaking advisory committee meeting,"635 Capitol Street, Basement Hearing Room", Salem,OR,,Yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,https://goo.gl/maps/i6MFF3E3bet,,Katie Lahey,503-934-0401,katie.lahey@state.or.us,,,,,,,,,,,,,
10/25/2018 01:00:00 PM,10/25/2018 03:00:00 PM,Simplified Urban Growth Boundary Rulemaking Advisory Committee,Land Conservation & Development Department,Minor rulemaking amendments,"635 Capitol Street, Basement Hearing Room", Salem,OR,,Yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,https://goo.gl/maps/i6MFF3E3bet,,Katie Lahey,503-934-0401,katie.lahey@state.or.us,,,,,,,,,,660-038_RACMtg1.pdf (https://data.oregon.gov/views/gs36-7t8m/files/f2f811e9-3c65-43a5-a6c5-a9f5e98c432b?download=true&filename=660-038_RACMtg1.pdf),,,
10/04/2018 10:30:00 AM,10/04/2018 02:30:00 PM,Solar Rulemaking Advisory Committee,Land Conservation & Development Department,Rulemaking advisory committee meeting,"288 NE Norton Lane, Chemeketa Community College", McMinnville,OR,,yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,"https://www.google.com/maps/place/288+NE+Norton+Ln,+McMinnville,+OR+97128/@45.2015058,-123.1661793,17z/data=!3m1!4b1!4m5!3m4!1s0x54954f354c1b5bd3:0x4b12fd24b923e5b8!8m2!3d45.2015058!4d-123.1639906",,,,,,https://zoom.us/j/807759527,,,,,,,,Draft Agenda - Meeting 1.pdf (https://data.oregon.gov/views/gs36-7t8m/files/519ee9b7-f7c7-4dc7-b109-9b485ec5d2fe?download=true&filename=Draft%20Agenda%20-%20Meeting%201.pdf),,,
09/10/2018 09:00:00 AM,09/10/2018 12:00:00 PM,Territorial Sea Plan Working Group on Rocky Shores,Land Conservation & Development Department,A meeting of an Ocean Policy Advisory Council subcommittee to discuss amendments to Part 3 of the TSP.,"Department of Land Conservation and Development, Basement Hearing Room",Salem,OR,,Yes,Andy Lanier,5032062291,Andy.lanier@state.or.us,,,,,,,true,https://zoom.us/j/977488603,1 888 683 5191,,https://www.oregonocean.info/index.php/opac-documents/workinggroups/tspwg-p3/2018-9-10-tsp-rocky-shores-working-group/1757-tsp3-draft-agenda-materials-9-10-2018,,,,https://www.oregonocean.info/,,,,
09/06/2018 09:00:00 AM,09/06/2018 12:00:00 PM,Citizen Involvement Advisory Committee,Land Conservation & Development Department,ORS 197 established the state´s Citizen Involvement Advisory Committee (CIAC) to advise LCDC and local governments on matters pertaining to citizen involvement.,"Agriculture Building, 635 Capitol St., Ste. 250", Salem,OR,"Memorial Conference Room, or
Join from PC, Mac, Linux, iOS or Android: https://zoom.us/j/133701906
Or iPhone one-tap :
    US: +14086380968,,133701906#  or +16468769923,,133701906# 
Or Telephone&#65306;
    Dial: 1 888 683 5191 (Toll Free)
    Meeting ID: 133 701 906",yes,Sadie Carney,503-934-0036,sadie.carney@state.or.us,,https://www.oregon.gov/ODA/shared/Documents/Publications/Administration/DirectionsODA.pdf,http://www.oregon.gov/LCD/pages/citizeninvolvement.aspx#Meeting_Schedule,,,,,https://zoom.us/j/133701906,1 888 683 5191,,,,,,,,,,
07/31/2018 01:00:00 PM,07/31/2018 04:00:00 PM,Territorial Sea Plan Working Group on Rocky Shores,Land Conservation & Development Department,A meeting of an Ocean Policy Advisory Council subcommittee to discuss amendments to Part 3 of the TSP.,"Department of Land Conservation and Development, Basement Hearing Room",Salem,OR,,Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,true,https://zoom.us/j/977488603 (https://zoom.us/j/977488603%20),1 855 880 1246 ,977 488 603,,,,,https://www.oregonocean.info/,,,,
06/07/2018 09:00:00 AM,06/07/2018 12:00:00 PM,Citizen Involvement Advisory Committee,Land Conservation & Development Department,ORS 197 established the state´s Citizen Involvement Advisory Committee (CIAC) to advise LCDC and local governments on matters pertaining to citizen involvement.,"Agriculture Building, 635 Capitol St., Ste. 250",Salem,OR,"Memorial Conference Room, or
Join from PC, Mac, Linux, iOS or Android: https://zoom.us/j/133701906
Or iPhone one-tap :
    US: +14086380968,,133701906#  or +16468769923,,133701906# 
Or Telephone&#65306;
    Dial: 1 888 683 5191 (Toll Free)
    Meeting ID: 133 701 906
",yes,Sadie Carney,503-934-0036,Sadie.carney@state.or.us,,https://www.oregon.gov/ODA/shared/Documents/Publications/Administration/DirectionsODA.pdf,http://www.oregon.gov/LCD/pages/citizeninvolvement.aspx#Meeting_Schedule,,,,true,https://zoom.us/j/133701906,1 888 683 5191,,,,,,,,,,
05/08/2018 01:00:00 PM,05/08/2018 04:00:00 PM,TSP Rocky Shores Working Group Meeting,Land Conservation & Development Department,TSP Rocky Shores Working Group Meeting.  To work on amendment to Part III of the TSP.,"DLCD Office, Second Floor Conference Room.  635 Capitol St NE, Suite 150", Salem,OR,,Yes,Andy Lanier,503-206-2291,Andy.lanier@state.or.us,,,,,,,true,https://zoom.us/j/977488603 (https://zoom.us/j/977488603%20),,,,,,,http://oregonocean.info/,,,,
04/26/2018 09:30:00 AM,04/26/2018 04:00:00 PM,Ocean Policy Advisory Council,Land Conservation & Development Department,Meeting of the Ocean Policy Advisory Council,Coos History Museum, Coos Bay,OR,,Yes,Andy Lanier,5032062291,Andy.lanier@state.or.us,,,,,,,,,,,,,,,http://www.oregonocean.info/OPAC,,,,
04/16/2018 09:00:00 AM,04/16/2018 12:00:00 PM,TSP Rocky Shores Public Meeting,Land Conservation & Development Department,Public meeting of the Rocky Shores Working Group (TSP Part 3),Newport Aquarium, Newport,OR,,Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,,,,,,,,,http://www.oregonocean.info/index.php/tsp-rocky-shores-amendment,,,,
04/02/2018 09:00:00 AM,04/02/2018 12:00:00 PM,TSP Rocky Shores Public Meeting,Land Conservation & Development Department,Public meeting for the Amendment of the Rocky Shores Management Strategy (TSP Part 3).,"Department of Land Conservation and Development, 635 Capitol St NE, Suite 150", Salem,OR,,Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,true,https://zoom.us/j/977488603,,,http://www.oregonocean.info/index.php/opac-documents/workinggroups/tspwg-p3/2018-4-2-tsp-rocky-shores-working-group/1697-tsprswg-agenda-2-4-2018/file,,,,http://www.oregonocean.info/index.php/tsp-rocky-shores-amendment,,,,
03/15/2018 09:00:00 AM,03/15/2018 12:00:00 PM,Citizen Involvement Advisory Committee,Land Conservation & Development Department,ORS 197 established the state´s Citizen Involvement Advisory Committee (CIAC) to advise LCDC and local governments on matters pertaining to citizen involvement. ,"Agriculture Building, 635 Capitol St., Ste. 250", Salem,OR,"Memorial Conference Room, or

Join from PC, Mac, Linux, iOS or Android: https://zoom.us/j/133701906

Or iPhone one-tap :
    US: +14086380968,,133701906#  or +16468769923,,133701906# 

Or Telephone&#65306;
    Dial: 1 888 683 5191 (Toll Free)
    Meeting ID: 133 701 906
",yes,Sadie Carney,503-934-0036,sadie.carney@state.or.us,,https://www.oregon.gov/ODA/shared/Documents/Publications/Administration/DirectionsODA.pdf,http://www.oregon.gov/LCD/pages/citizeninvolvement.aspx#Meeting_Schedule,,,,true,https://zoom.us/j/133701906,1 888 683 5191,,,,,,,,,,
03/13/2018 05:00:00 PM,03/13/2018 07:00:00 PM,TSP Rocky Shores Public Meeting,Land Conservation & Development Department,Public Scoping meeting for the Amendment of the Rocky Shores Management Strategy (TSP Part 3),"Chetco Community Public Library, Myrtlewood Room, 405 Alder Street", Brookings,OR,"In fall 2018, DLCD will gather decision makers across the state to continue an amendment to the Rocky Shores management chapter (Part III) of the Oregon Territorial Sea Plan (TSP). The plan acts as a coordinated vision for Oregon coastal resources and guides the actions of state and federal agencies that are responsible for managing coastal and ocean resources in the public trust. The amended rocky shores plan will incorporate the best available science and consider the needs, concerns, and values of Oregonians balanced with the state’s goals for a resilient coastal ecosystem that can provide enduring opportunities for its users.

This meeting is designed to get public input about that process, and to understand concerns or issues about management of Oregon's rocky shores.
",Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,,,,,http://www.oregonocean.info/index.php/ocean-documents/opac/workinggroups/tspwg-p3/tsp-part-3-outreach-materials/1640-tsprs-faq,,,,http://www.oregonocean.info/index.php/tsp-rocky-shores-amendment,,,,
03/13/2018 09:30:00 AM,03/13/2018 11:30:00 AM,TSP Rocky Shores Public Meeting,Land Conservation & Development Department,Public Scoping meeting for the Amendment of the Rocky Shores Management Strategy (TSP Part 3),"Coos Bay Public Library, 525 Anderson Avenue", Coos Bay,OR,"In fall 2018, DLCD will gather decision makers across the state to continue an amendment to the Rocky Shores management chapter (Part III) of the Oregon Territorial Sea Plan (TSP). The plan acts as a coordinated vision for Oregon coastal resources and guides the actions of state and federal agencies that are responsible for managing coastal and ocean resources in the public trust. The amended rocky shores plan will incorporate the best available science and consider the needs, concerns, and values of Oregonians balanced with the state’s goals for a resilient coastal ecosystem that can provide enduring opportunities for its users.

This meeting is designed to get public input about that process, and to understand concerns or issues  about management of Oregon's rocky shores.
",Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,,,,,http://www.oregonocean.info/index.php/ocean-documents/opac/workinggroups/tspwg-p3/tsp-part-3-outreach-materials/1640-tsprs-faq,,,,http://www.oregonocean.info/index.php/tsp-rocky-shores-amendment,,,,
03/08/2018 05:30:00 PM,03/08/2018 07:30:00 PM,TSP Rocky Shores Public Meeting,Land Conservation & Development Department,Public Scoping meeting for the Amendment of the Rocky Shores Management Strategy (TSP Part 3),"Tillamook People's Utility District, Public Meeting Room, 1115 Pacific Ave", Tillamook,OR,"In fall 2018, DLCD will gather decision makers across the state to continue an amendment to the Rocky Shores management chapter (Part III) of the Oregon Territorial Sea Plan (TSP). The plan acts as a coordinated vision for Oregon coastal resources and guides the actions of state and federal agencies that are responsible for managing coastal and ocean resources in the public trust. The amended rocky shores plan will incorporate the best available science and consider the needs, concerns, and values of Oregonians balanced with the state’s goals for a resilient coastal ecosystem that can provide enduring opportunities for its users.

This meeting is designed to get public input about that process, and to understand concerns or issues they may have about management of Oregon's rocky shores.
",Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,,,,,http://www.oregonocean.info/index.php/ocean-documents/opac/workinggroups/tspwg-p3/tsp-part-3-outreach-materials/1640-tsprs-faq,,,,http://www.oregonocean.info/index.php/tsp-rocky-shores-amendment,,,,
03/08/2018 09:00:00 AM,03/08/2018 11:00:00 AM,TSP Rocky Shores Public Meeting,Land Conservation & Development Department,Public Scoping meeting for the Amendment of the Rocky Shores Management Strategy (TSP Part 3),"Tolovana Inn, Warren Meeting Room, 3400 S Hemlock St", Cannon Beach,OR,"In fall 2018, DLCD will gather decision makers across the state to continue an amendment to the Rocky Shores management chapter (Part III) of the Oregon Territorial Sea Plan (TSP). The plan acts as a coordinated vision for Oregon coastal resources and guides the actions of state and federal agencies that are responsible for managing coastal and ocean resources in the public trust. The amended rocky shores plan will incorporate the best available science and consider the needs, concerns, and values of Oregonians balanced with the state’s goals for a resilient coastal ecosystem that can provide enduring opportunities for its users.

This meeting is designed to get public input about that process, and to understand concerns or issues they may have about management of Oregon's rocky shores.",Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,,,,,http://www.oregonocean.info/index.php/ocean-documents/opac/workinggroups/tspwg-p3/tsp-part-3-outreach-materials/1640-tsprs-faq,,,,http://www.oregonocean.info/index.php/tsp-rocky-shores-amendment,,,,
03/06/2018 05:00:00 PM,03/06/2018 07:00:00 PM,TSP Rocky Shores Public Meeting,Land Conservation & Development Department,Public Scoping meeting for the Amendment of the Rocky Shores Management Strategy (TSP Part 3),"Pringle Hall Meeting Room, 606 Church Street SE,",Salem,OR,"In fall 2018, DLCD will gather decision makers across the state to continue an amendment to the Rocky Shores management chapter (Part III) of the Oregon Territorial Sea Plan (TSP). The plan acts as a coordinated vision for Oregon coastal resources and guides the actions of state and federal agencies that are responsible for managing coastal and ocean resources in the public trust. The amended rocky shores plan will incorporate the best available science and consider the needs, concerns, and values of Oregonians balanced with the state’s goals for a resilient coastal ecosystem that can provide enduring opportunities for its users.
This meeting is designed to get public input about that process, and to understand concerns or issues they may have about management of Oregon's rocky shores.
",Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,,,,,http://www.oregonocean.info/index.php/ocean-documents/opac/workinggroups/tspwg-p3/tsp-part-3-outreach-materials/1640-tsprs-faq,,,,http://www.oregonocean.info/index.php/tsp-rocky-shores-amendment,,,,
03/01/2018 03:00:00 PM,03/01/2018 05:00:00 PM,TSP Rocky Shores Public Meeting,Land Conservation & Development Department,Public Scoping meeting for the Amendment of the Rocky Shores Management Strategy (TSP Part 3),"Portland State Office Building, Room 1A, 800 NE Oregon Street", Portland,OR,"In fall 2018, DLCD will gather decision makers across the state to continue an amendment to the Rocky Shores management chapter (Part III) of the Oregon Territorial Sea Plan (TSP). The plan acts as a coordinated vision for Oregon coastal resources and guides the actions of state and federal agencies that are responsible for managing coastal and ocean resources in the public trust. The amended rocky shores plan will incorporate the best available science and consider the needs, concerns, and values of Oregonians balanced with the state’s goals for a resilient coastal ecosystem that can provide enduring opportunities for its users.
This meeting is designed to get public input about that process, and to understand concerns or issues they may have about management of Oregon's rocky shores.
",Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,,,,,http://www.oregonocean.info/index.php/ocean-documents/opac/workinggroups/tspwg-p3/tsp-part-3-outreach-materials/1640-tsprs-faq,,,,http://www.oregonocean.info/index.php/tsp-rocky-shores-amendment,,,,
02/27/2018 05:00:00 PM,02/27/2018 07:00:00 PM,TSP Rocky Shores Public Meeting,Land Conservation & Development Department,Public Scoping meeting for the Amendment of the Rocky Shores Management Strategy (TSP Part 3),"Agate Beach Inn, Cove Room, 3019 N. Coast Highway", Newport,OR,"In fall 2018, DLCD will gather decision makers across the state to continue an amendment to the Rocky Shores management chapter (Part III) of the Oregon Territorial Sea Plan (TSP). The plan acts as a coordinated vision for Oregon coastal resources and guides the actions of state and federal agencies that are responsible for managing coastal and ocean resources in the public trust. The amended rocky shores plan will incorporate the best available science and consider the needs, concerns, and values of Oregonians balanced with the state’s goals for a resilient coastal ecosystem that can provide enduring opportunities for its users.
This meeting is designed to get public input about that process, and to understand concerns or issues they may have about management of Oregon's rocky shores.
",Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,,,,,http://www.oregonocean.info/index.php/ocean-documents/opac/workinggroups/tspwg-p3/tsp-part-3-outreach-materials/1640-tsprs-faq,,,,http://www.oregonocean.info/index.php/tsp-rocky-shores-amendment,,,,
02/22/2018 06:30:00 PM,02/22/2018 08:30:00 PM,TSP Rocky Shores Public Meeting,Land Conservation & Development Department,Public Scoping meeting for the Amendment of the Rocky Shores Management Strategy (TSP Part 3),"University of Oregon, Baker Downtown Center, 975 High Street", Eugene,OR,"In fall 2018, DLCD will gather decision makers across the state to continue an amendment to the Rocky Shores management chapter (Part III) of the Oregon Territorial Sea Plan (TSP). The plan acts as a coordinated vision for Oregon coastal resources and guides the actions of state and federal agencies that are responsible for managing coastal and ocean resources in the public trust. The amended rocky shores plan will incorporate the best available science and consider the needs, concerns, and values of Oregonians balanced with the state’s goals for a resilient coastal ecosystem that can provide enduring opportunities for its users.
This meeting is designed to get public input about that process, and to understand concerns or issues they may have about management of Oregon's rocky shores.
",Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,,,,,http://www.oregonocean.info/index.php/ocean-documents/opac/workinggroups/tspwg-p3/tsp-part-3-outreach-materials/1640-tsprs-faq,,,,http://www.oregonocean.info/index.php/tsp-rocky-shores-amendment,,,,
01/30/2018 01:00:00 PM,01/30/2018 04:00:00 PM,TSP Rocky Shores Working Group Meeting,Land Conservation & Development Department,Working Group to make recommendations to the Ocean Policy Advisory Council on amendments to the Territorial Sea Plan,Basement Hearing Room Oregon Dept. of Land Conservation and Development  635 Capitol Street NE,Salem,OR,,Yes. Scheduled for 3:45pm.,Andy Lanier,5039340072,Andy.lanier@state.or.us,,,,,,,true,https://zoom.us/j/977488603,,,,,,,http://oregonocean.info,,,,
01/08/2018 09:00:00 AM,01/08/2018 12:00:00 PM,TSP Rocky Shores Working Group Meeting,Land Conservation & Development Department,Working Group to make recommendations to the Ocean Policy Advisory Council on amendments to the Territorial Sea Plan,Basement Hearing Room Oregon Dept. of Land Conservation and Development  635 Capitol Street NE, Salem,OR,,Yes.  Scheduled for 11:45am,Andy Lanier,503-934-0072,Andy.lanier@state.or.us,,,,Andy Lanier,5032062291,,true,https://zoom.us/j/977488603,,,,,,,http://oregonocean.info,,,,
12/06/2017 10:00:00 AM,12/06/2017 12:00:00 PM,Citizen Involvement Advisory Committee,Land Conservation & Development Department,ORS 197 established the state´s Citizen Involvement Advisory Committee (CIAC) to advise LCDC and local governments on matters pertaining to citizen involvement.,"635 Capitol St., Ste. 250", Salem,OR,"Memorial Conference Room, or
Join from PC, Mac, Linux, iOS or Android: https://zoom.us/j/133701906
Or iPhone one-tap :
    US: +14086380968,,133701906#  or +16468769923,,133701906# 
Or Telephone&#65306;
    Dial: 1 888 683 5191 (Toll Free)
    Meeting ID: 133 701 906",yes,Sadie Carney,503-934-0036,sadie.carney@state.or.us,,https://www.oregon.gov/ODA/shared/Documents/Publications/Administration/DirectionsODA.pdf,http://www.oregon.gov/LCD/pages/citizeninvolvement.aspx#Meeting_Schedule,,,,true,https://zoom.us/j/133701906,1 888 683 5191,,,,,,,,,,
11/01/2017 10:00:00 AM,11/01/2017 04:30:00 PM,Ocean Policy Advisory Council,Land Conservation & Development Department,,Holiday Inn Express , Astoria,OR,,Yes,Andy Lanier,503-934-0072,Andy.Lanier@state.or.us,,,,,,,true,https://zoom.us/j/782409222,1 855 880 1246,,http://oregonocean.info/index.php/ocean-documents/opac/meetings-1/2017-11-1/1592-opac-draft-agenda-nov12017-wdaelectionsnotice/file,,,,http://oregonocean.info/index.php/opac-menu,,,,
