"the_geom","placeid","yearplaceid","city","state","citystate","year","month","docksuspended","dockclosed","docklesssuspended","docklessclosed","scootersuspended","scooterclosed","dockid","stationct","stationct_pct","stationct_bin","dockct","docknm","docknmsuspended","docklessct","docklessct_bin","docklessnm","docklessnmsuspended","scooterct","scooterct_bin","scooternm","scooternmsuspended","lat","lon","type","suspscooterct","closedscooterct","suspdocklessct","closeddocklessct","closeddockct","suspdockct","docknotes","docklessnotes","scooternotes","docksuspendednotes","docklesssuspendednotes","scootersuspendednotes","dockclosednotes","docklessclosednotes","scooterclosednotes"
"POINT (-77.0470229 38.8051095)","VA00213","2020VA00213","Alexandria","VA","Alexandria, VA","2020","6",,,,,,,,"0",,"0","0",,,"0","0",,,"2","2","Bird, Lime",,"38.8051095","-77.0470229","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-110.9748477 32.2228765)","AZ009","2020AZ009","Tucson","AZ","Tucson, AZ","2020","4",,,,,,"4/2020","110.0","42","0.660273541895928","4","1","tugo",,"0","0",,,"1","1","Razor","Bird","32.2228765","-110.9748477","Docked and e-scooters","0","1","0","0","0","0",,,,,,,,,
"POINT (-122.8718605 42.3264181)","OR00178","2020OR00178","Medford","OR","Medford, OR","2020","3",,,,,,,,"11","0.172928784782267","4","1","Zagster Jackson County",,"0","0",,,"0","0",,,"42.3264181","-122.8718605","Docked only","0","0","0","0","0","0","Serves both Medford and Ashland, OR",,,,,,,,
"POINT (-80.2440518 36.0998131)","NC00143","2020NC00143","Winston-Salem","NC","Winston-Salem, NC","2020","10",,"10/2020",,,,"10/2020",,"0",,"0","0",,"WinstonSalem","0","0",,,"2","2","Veoride, Spin","Zagster","36.0998131","-80.2440518","E-scooters only","0","1","0","0","1","0",,,,,,,,,
"POINT (-118.242766 34.0536909)","CA0019","2020CA0019","Los Angeles","CA","Los Angeles, CA","2020","9",,,,,,"9/2020","73.0","213","3.348530105329351","4","1","Metro Bike Share Los Angeles",,"0","0",,,"4","4","Lime, Bird, Lyft, Spin","Sherpa, Bolt","34.0536909","-118.242766","Docked and e-scooters","0","2","0","0","0","0",,,,,,,,,
"POINT (-94.1574328 36.0625843)","AR00235","2020AR00235","Fayetteville","AR","Fayetteville, AR","2020","4",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Spin",,"36.0625843","-94.1574328","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-95.9383758 41.2587459)","NE00146","2020NE00146","Omaha","NE","Omaha, NE","2020","12",,,,,,,"16.0","71","1.11617670177645","4","1","Heartland Bcycle",,"0","0",,,"0","0",,,"41.2587459","-95.9383758","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-98.4951405 29.4246002)","TX00205","2020TX00205","San Antonio","TX","San Antonio, TX","2020","2",,,,,,"2/2020","22.0","48","0.754598333595347","4","1","San Antonio Bcycle",,"0","0",,,"2","2","Bird, Razor","Lime","29.4246002","-98.4951405","Docked and e-scooters","0","1","0","0","0","0",,,,,,,,,
"POINT (-71.2817947 42.4917301)","MA0096","2020MA0096","Bedford","MA","Bedford, MA","2020","11",,,,"11/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"42.4917301","-71.2817947",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-93.6046655 41.5910323)","IA0073","2020IA0073","Des Moines","IA","Des Moines, IA","2020","11",,,,,,,"14.0","22","0.345857569564534","4","1","Des Moines Bcycle",,"0","0",,,"0","0",,,"41.5910323","-93.6046655","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-121.890591 37.3361663)","CA0027","2020CA0027","San Jose","CA","San Jose, CA","2020","1",,,,,,,,"0",,"0","0",,,"0","0",,,"3","3","Bird, Lime, Spin",,"37.3361663","-121.890591","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-96.7968559 32.7762719)","TX00196","2020TX00196","Dallas","TX","Dallas, TX","2020","2",,,,,,,,"0",,"0","0",,,"0","0",,,"4","4","Lime, Bird, Razor, Wheels",,"32.7762719","-96.7968559","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-86.1189257 39.9788017)","IN0082","2020IN0082","Carmel","IN","Carmel, IN","2020","11",,"11/2020",,,,,,"0",,"0","0",,"Carmel Bike Share","0","0",,,"0","0",,,"39.9788017","-86.1189257",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-88.241194 40.1157948)","IL00245","2020IL00245","Champaign-Urbana","IL","Champaign-Urbana, IL","2020","8",,,,,,,,"0",,"0","0",,,"1","1","Veoride",,"0","0",,,"40.1157948","-88.241194","Dockless only","0","0","0","0","0","0",,,,,,,,,
"POINT (-97.3375448 37.6922361)","KS0091","2020KS0091","Wichita","KS","Wichita, KS","2020","12",,"12/2020",,,,"12/2020",,"0",,"0","0",,"Wichita","0","0",,,"2","2","Veoride, Bird","Spin","37.6922361","-97.3375448","E-scooters only","0","1","0","0","1","0",,,,,,,,,
"POINT (-67.0408635 18.0808972)","PR00257","2020PR00257","San German","PR","San German, PR","2020","1",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Skootel",,"18.0808972","-67.0408635","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-71.1828321 42.3709299)","MA00113","2020MA00113","Watertown","MA","Watertown, MA","2020","4",,,,"4/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"42.3709299","-71.1828321",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-71.2817947 42.4917301)","MA0096","2020MA0096","Bedford","MA","Bedford, MA","2020","1",,,,"1/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"42.4917301","-71.2817947",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-121.988571 37.5482697)","CA00236","2020CA00236","Fremont","CA","Fremont, CA","2020","5",,,,,,,,"0",,"0","0",,,"1","1","Eastbay (HOPR)",,"1","1","Eastbay (HOPR)",,"37.5482697","-121.988571","Dockless and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-80.3049 27.3055)","FL00248","2020FL00248","Fort Pierce/Port St Lucie","FL","Fort Pierce/Port St Lucie, FL","2020","5",,,,,,,,"9","0.141487187549128","4","1","St Lucie County",,"0","0",,,"1","1","Zagster (City of Fort Pierce)",,"27.3055","-80.3049","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-73.754968 42.6511674)","NY00156","2020NY00156","Albany","NY","Albany, NY","2020","6",,,,,,,"113.0","80","1.257663889325578","4","1","CDPHP (seasonal typically begins operations in June)",,"0","0",,,"0","0",,,"42.6511674","-73.754968","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-84.1916069 39.7589478)","OH00167","2020OH00167","Dayton","OH","Dayton, OH","2020","7",,,,,,"7/2020","47.0","27","0.424461562647383","4","1","Link Dayton Bcycle",,"0","0",,,"0","0",,"Spin","39.7589478","-84.1916069","Docked only","0","1","0","0","0","0",,,,,,,,,
"POINT (-80.2440518 36.0998131)","NC00143","2020NC00143","Winston-Salem","NC","Winston-Salem, NC","2020","3",,,,,,,,"12","0.188649583398837","4","1","WinstonSalem",,"0","0",,,"3","3","Zagster, Veoride, Spin",,"36.0998131","-80.2440518","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-115.148516 36.1672559)","NV00154","2020NV00154","Las Vegas","NV","Las Vegas, NV","2020","4",,,,,,,"78.0","19","0.298695173714825","4","1","RTC Bikeshare",,"0","0",,,"0","0",,,"36.1672559","-115.148516","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-96.789821 46.877229)","ND00144","2020ND00144","Fargo","ND","Fargo, ND","2020","4",,"4/2020",,,,,,"0",,"0","0",,"Great Rides (seasonal operations typically begin in March)","0","0",,,"0","0",,,"46.877229","-96.789821",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-77.3122325 39.1840886)","MD00118","2020MD00118","Boyds","MD","Boyds, MD","2020","5",,,,,,,,"2","0.031441597233139","2","1","Montgomery Parks",,"0","0",,,"0","0",,,"39.1840886","-77.3122325","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-77.43428 37.5385087)","VA00220","2020VA00220","Richmond","VA","Richmond, VA","2020","8",,,,,,,"136.0","16","0.251532777865116","4","1","RVA Bike Share",,"0","0",,,"2","2","Bird, Bolt",,"37.5385087","-77.43428","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-70.982827 42.3750976)","MA00114","2020MA00114","Winthrop","MA","Winthrop, MA","2020","4",,,,"4/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"42.3750976","-70.982827",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-91.1391153 30.4507936)","LA00252","2020LA00252","Baton Rouge","LA","Baton Rouge, LA","2020","4",,,,,,,"151.0","54","0.848923125294765","4","1","Gotcha",,"0","0",,,"0","0",,,"30.4507936","-91.1391153","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-98.2300605 26.204114)","TX00203","2020TX00203","McAllen","TX","McAllen, TX","2020","7",,,,,,,"28.0","8","0.125766388932558","4","1","McAllen Bcycle",,"0","0",,,"0","0",,,"26.204114","-98.2300605","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-123.2620435 44.5645659)","OR00176","2020OR00176","Corvallis","OR","Corvallis, OR","2020","7",,"7/2020",,,,,,"0",,"0","0",,"Corvallis","0","0",,,"0","0",,,"44.5645659","-123.2620435",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-83.7312291 42.2681569)","MI00125","2020MI00125","Ann Arbor","MI","Ann Arbor, MI","2020","7",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Spin",,"42.2681569","-83.7312291","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-105.0668085 40.5508527)","CO0043","2020CO0043","Fort Collins","CO","Fort Collins, CO","2020","11",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Bird",,"40.5508527","-105.0668085","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-76.2602336 36.8968052)","VA00219","2020VA00219","Norfolk","VA","Norfolk, VA","2020","10",,,,"10/2020",,,,"0",,"0","0",,,"0","0",,"Pace","1","1","Lime",,"36.8968052","-76.2602336","E-scooters only","0","0","1","0","0","0",,,,,,,,,
"POINT (-74.4809868 40.7970382)","NJ00151","2020NJ00151","Morristown","NJ","Morristown, NJ","2020","9",,"9/2020",,,,,,"0",,"0","0",,"Morris Moves","0","0",,,"0","0",,,"40.7970382","-74.4809868",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-84.7420519 39.5103048)","OH00169","2020OH00169","Oxford","OH","Oxford, OH","2020","11",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Lime",,"39.5103048","-84.7420519","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-77.12338890613549 39.04064995)","MD00125","2020MD00125","North Bethesda","MD","North Bethesda, MD","2020","7",,,,,,,,"0",,"0","0",,,"0","0",,,"4","4","Bird, Lime, Lyft, Spin",,"39.04064995","-77.12338890613549","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-87.922497 43.0349931)","WI00229","2020WI00229","Milwaukee","WI","Milwaukee, WI","2020","4",,,,,,,"50.0","69","1.084735104543311","4","1","Bublr Bikes",,"0","0",,,"0","0",,,"43.0349931","-87.922497","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-73.212906 44.4761601)","VT00223","2020VT00223","Burlington","VT","Burlington, VT","2020","7",,,,,,,"114.0","16","0.251532777865116","4","1","Greenride",,"0","0",,,"0","0",,,"44.4761601","-73.212906","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-106.441207 31.7865623)","TX00198","2020TX00198","El Paso","TX","El Paso, TX","2020","6",,,,,,,"8.0","17","0.267253576481685","4","1","El Paso Bcycle",,"0","0",,,"0","0",,,"31.7865623","-106.441207","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-71.0536625 42.40843)","MA00101","2020MA00101","Everett","MA","Everett, MA","2020","11",,,,"11/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"42.40843","-71.0536625",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-90.0782127 29.9759983)","LA0094","2020LA0094","New Orleans","LA","New Orleans, LA","2020","4",,"4/2020",,,,,,"0",,"0","0",,"New Orleans Bikeshare","0","0",,,"0","0",,,"29.9759983","-90.0782127",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-110.761815 43.479965)","WY00231","2020WY00231","Jackson","WY","Jackson, WY","2020","1",,,,,,,"115.0","18","0.282974375098255","4","1","START",,"0","0",,,"0","0",,,"43.479965","-110.761815","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-78.8783922 42.8867166)","NY00157","2020NY00157","Buffalo","NY","Buffalo, NY","2020","8",,,,,,,"76.0","90","1.414871875491275","4","1","Reddy Bikes",,"0","0",,,"0","0",,,"42.8867166","-78.8783922","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-87.922497 43.0349931)","WI00229","2020WI00229","Milwaukee","WI","Milwaukee, WI","2020","10",,,,,,,"50.0","69","1.084735104543311","4","1","Bublr Bikes",,"0","0",,,"0","0",,,"43.0349931","-87.922497","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-117.0991967 32.6781085)","CA0022","2020CA0022","National City","CA","National City, CA","2020","4",,,,"4/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"32.6781085","-117.0991967",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-71.4547891 42.9956397)","NH00147","2020NH00147","Manchester","NH","Manchester, NH","2020","10",,"10/2020",,,,,,"0",,"0","0",,"Manchester","0","0",,,"0","0",,,"42.9956397","-71.4547891",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-96.7968559 32.7762719)","TX00196","2020TX00196","Dallas","TX","Dallas, TX","2020","6",,,,,,,,"0",,"0","0",,,"0","0",,,"4","4","Lime, Bird, Razor, Wheels",,"32.7762719","-96.7968559","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-78.9018053 35.996653)","NC00140","2020NC00140","Durham","NC","Durham, NC","2020","9",,,,,,"9/2020",,"0",,"0","0",,,"0","0",,,"3","3","Bird, Spin, Bolt","Lime","35.996653","-78.9018053","E-scooters only","0","1","0","0","0","0",,,,,,,,,
"POINT (-111.8314792 33.4151117)","AZ005","2020AZ005","Mesa","AZ","Mesa, AZ","2020","11",,,,"11/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"33.4151117","-111.8314792",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-83.0466403 42.3315509)","MI00128","2020MI00128","Detroit","MI","Detroit, MI","2020","7",,,,,,,"101.0","75","1.179059896242729","4","1","Mo Go",,"0","0",,,"4","4","Bird, Spin, Lime, Boaz Bikes",,"42.3315509","-83.0466403","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-101.879336 33.5635206)","TX00202","2020TX00202","Lubbock","TX","Lubbock, TX","2020","4",,,,,,"4/2020",,"0",,"0","0",,,"0","0",,,"0","0",,"Lime","33.5635206","-101.879336",,"0","1","0","0","0","0",,,,,,,,,
"POINT (-118.396466 34.0211224)","CA0015","2020CA0015","Culver City","CA","Culver City, CA","2020","12",,,,,,"12/2020",,"0",,"0","0",,,"0","0",,,"1","1","Wheels","Lime, Bird","34.0211224","-118.396466","E-scooters only","0","2","0","0","0","0",,,,,,,,,
"POINT (-111.8486019 40.3881114)","UT00213","2020UT00213","Lehi","UT","Lehi, UT","2020","7",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Lime",,"40.3881114","-111.8486019","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-81.3790304 28.5421109)","FL0061","2020FL0061","Orlando","FL","Orlando, FL","2020","12",,,,"12/2020",,,,"0",,"0","0",,,"1","1","HOPR","Lime","4","4","Lime, Wheels, Bird, Lynx",,"28.5421109","-81.3790304","Dockless and e-scooters","0","0","1","0","0","0",,,,,,,,,
"POINT (-97.3375448 37.6922361)","KS0091","2020KS0091","Wichita","KS","Wichita, KS","2020","10",,"10/2020",,,,"10/2020",,"0",,"0","0",,"Wichita","0","0",,,"2","2","Veoride, Bird","Spin","37.6922361","-97.3375448","E-scooters only","0","1","0","0","1","0",,,,,,,,,
"POINT (-110.761815 43.479965)","WY00231","2020WY00231","Jackson","WY","Jackson, WY","2020","2",,,,,,,"115.0","18","0.282974375098255","4","1","START",,"0","0",,,"0","0",,,"43.479965","-110.761815","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-82.8890965 42.4969652)","MI00256","2020MI00256","St. Clair Sh","es","St. Clair Shores","2020","11",,,,,,"11/2020",,"0",,"0","0",,,"0","0",,,"0","0",,"Gotcha","42.4969652","-82.8890965",,"0","1","0","0","0","0",,,,,,,,,
"POINT (-118.242766 34.0536909)","CA0019","2020CA0019","Los Angeles","CA","Los Angeles, CA","2020","1",,,,,,"1/2020","73.0","213","3.348530105329351","4","1","Metro Bike Share Los Angeles",,"0","0",,,"5","4","Lime, Sherpa, Bird, Lyft, Spin","Bolt","34.0536909","-118.242766","Docked and e-scooters","0","1","0","0","0","0",,,,,,,,,
"POINT (-97.4033191 27.7635302)","TX00195","2020TX00195","Corpus Christi","TX","Corpus Christi, TX","2020","7",,"7/2020",,,"7/2020",,,"0",,"0","0",,"Corpus Christi","0","0",,,"2","2","Blue Duck, Lime","Blue Duck","27.7635302","-97.4033191","E-scooters only","1","0","0","0","1","0",,,,,,,,,
"POINT (-80.2683838 25.72149)","FL0048","2020FL0048","Coral Gables","FL","Coral Gables, FL","2020","1",,,,,,,,"0",,"0","0",,,"0","0",,,"2","2","Bird, Spin",,"25.72149","-80.2683838","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-76.8861122 40.2663107)","PA00180","2020PA00180","Harrisburg","PA","Harrisburg, PA","2020","10",,"10/2020",,,,,,"0",,"0","0",,"Harrisburg","0","0",,,"0","0",,,"40.2663107","-76.8861122",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-121.9905908 37.050096)","CA0032","2020CA0032","Santa Cruz","CA","Santa Cruz, CA","2020","2",,,,,,,,"0",,"0","0",,,"1","1","Jump",,"0","0",,,"37.050096","-121.9905908","Dockless only","0","0","0","0","0","0",,"Jump acquired by Lime. Operated as Lime starting 05/2020",,,,,,,
"POINT (-92.1040796 46.7207737)","WI00230","2020WI00230","Superior","WI","Superior, WI","2020","4",,,,,,,,"4","0.062883194466279","3","1","Superior",,"0","0",,,"0","0",,,"46.7207737","-92.1040796","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-92.2896267 34.7465071)","AR003","2020AR003","Little Rock","AR","Little Rock, AR","2020","9",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Lime",,"34.7465071","-92.2896267","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-77.0893094 38.8769326)","MA0095","2020MA0095","Arlington","MA","Arlington, MA","2020","2",,,,"2/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"38.8769326","-77.0893094",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-71.066163 42.4250964)","MA00102","2020MA00102","Malden","MA","Malden, MA","2020","2",,,,"2/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"42.4250964","-71.066163",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-118.3963062 34.0696501)","CA0012","2020CA0012","Beverly Hills","CA","Beverly Hills, CA","2020","7",,,,,,,"81.0","10","0.157207986165697","4","1","Beverly Hills Bikeshare",,"0","0",,,"0","0",,,"34.0696501","-118.3963062","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-73.8987469 40.9312099)","NY00163","2020NY00163","Yonkers","NY","Yonkers, NY","2020","3",,,,"3/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"40.9312099","-73.8987469",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-117.0991967 32.6781085)","CA0022","2020CA0022","National City","CA","National City, CA","2020","11",,,,"11/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"32.6781085","-117.0991967",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-111.8867975 40.7596198)","UT00210","2020UT00210","Salt Lake City","UT","Salt Lake City, UT","2020","8",,,,,,,"15.0","46","0.723156736362207","4","1","GreenBikes",,"0","0",,,"4","4","Bird, Lime, Spin, LINK",,"40.7596198","-111.8867975","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-98.4951405 29.4246002)","TX00205","2020TX00205","San Antonio","TX","San Antonio, TX","2020","1",,,,,,"1/2020","22.0","48","0.754598333595347","4","1","San Antonio Bcycle",,"0","0",,,"2","2","Bird, Razor","Lime","29.4246002","-98.4951405","Docked and e-scooters","0","1","0","0","0","0",,,,,,,,,
"POINT (-75.1635262 39.9527237)","PA00181","2020PA00181","Philadelphia","PA","Philadelphia, PA","2020","1",,,,,,,"43.0","138","2.169470209086622","4","1","Inde'go",,"0","0",,,"0","0",,,"39.9527237","-75.1635262","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-104.825348 38.8339578)","CO00232","2020CO00232","Colorado Springs","CO","Colorado Springs, CO","2020","5",,,,,,,,"0",,"0","0",,,"1","1","PikeRide",,"0","0",,,"38.8339578","-104.825348","Dockless only","0","0","0","0","0","0",,,,,,,,,
"POINT (-97.7436995 30.2711286)","TX00194","2020TX00194","Austin","TX","Austin, TX","2020","10",,,,,,"10/2020",,"92","1.446313472724414","4","2","Domain, Austin B-cycle",,"1","1","Jump",,"3","3","Lime, Spin, Bird","Jump, Lyft","30.2711286","-97.7436995","All micro","0","2","0","0","0","0","Jump acquired by Lime. Operated as Lime starting 05/2020, Jump acquired by Lime. Operated as Lime starting 05/2020","Jump acquired by Lime. Operated as Lime starting 05/2020",,,,,,,"Jump acquired by Lime. Operated as Lime starting 05/2020"
"POINT (-117.1627728 32.7174202)","CA0025","2020CA0025","San Diego","CA","San Diego, CA","2020","8",,,,"8/2020",,"8/2020",,"0",,"0","0",,,"0","0",,"Lime","4","4","Bird, Lyft, Spin, Wheels","Lime, Razor","32.7174202","-117.1627728","E-scooters only","0","2","1","0","0","0",,,,,,,,,
"POINT (-96.6925096 33.0136764)","TX00204","2020TX00204","Plano","TX","Plano, TX","2020","8",,,,,,"8/2020",,"0",,"0","0",,,"0","0",,,"2","2","Boaz Bikes, Razor","Lime","33.0136764","-96.6925096","E-scooters only","0","1","0","0","0","0",,,,,,,,,
"POINT (-81.6936813 41.4996562)","OH00165","2020OH00165","Cleveland","OH","Cleveland, OH","2020","7",,,,,,"7/2020",,"0",,"0","0",,,"0","0",,,"4","4","Bird, Lime, Spin, Wheels","Veoride","41.4996562","-81.6936813","E-scooters only","0","1","0","0","0","0",,,,,,,,,
"POINT (-76.610759 39.2908816)","MD00117","2020MD00117","Baltimore","MD","Baltimore, MD","2020","1",,,,,,,,"0",,"0","0",,,"1","1","Jump",,"4","4","Bolt, Lime, Spin, Jump",,"39.2908816","-76.610759","Dockless and e-scooters","0","0","0","0","0","0",,"Jump acquired by Lime. Operated as Lime starting 05/2020","Jump acquired by Lime. Operated as Lime starting 05/2020",,,,,,
"POINT (-71.0536625 42.40843)","MA00101","2020MA00101","Everett","MA","Everett, MA","2020","8",,,,"8/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"42.40843","-71.0536625",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-123.033121 44.9391565)","MA00111","2020MA00111","Salem","MA","Salem, MA","2020","6",,"6/2020",,,,,,"0",,"0","0",,"Salem","0","0",,,"0","0",,,"44.9391565","-123.033121",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-81.6936813 41.4996562)","OH00165","2020OH00165","Cleveland","OH","Cleveland, OH","2020","4",,,,,"4/2020","4/2020",,"0",,"0","0",,,"0","0",,,"3","3","Bird, Lime, Spin","Bird, Lime, Spin","41.4996562","-81.6936813","E-scooters only","3","1","0","0","0","0",,,,,,,,,
"POINT (-87.922497 43.0349931)","WI00229","2020WI00229","Milwaukee","WI","Milwaukee, WI","2020","12",,,,,,,"50.0","69","1.084735104543311","4","1","Bublr Bikes",,"0","0",,,"0","0",,,"43.0349931","-87.922497","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-80.19362 25.7741728)","FL0055","2020FL0055","Miami","FL","Miami, FL","2020","3","3/2020",,,,"3/2020",,"5.0","157","2.468165382801446","4","1","Citi Bike Miami","Citi Bike Miami","0","0",,,"8","4","Lime, Lyft, Spin, Bird, Helbiz, Wheels, Bolt, Baus","Lime, Lyft, Spin, Bird, Helbiz, Wheels, Bolt, Baus","25.7741728","-80.19362","Docked and e-scooters","8","0","0","0","0","1",,,,,,,,,
"POINT (-85.1824269 42.3192548)","MI00126","2020MI00126","Battle Creek","MI","Battle Creek, MI","2020","1",,,,,,,"49.0","4","0.062883194466279","3","1","Battle Creek Bcycle",,"0","0",,,"0","0",,,"42.3192548","-85.1824269","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-118.242766 34.0536909)","CA0019","2020CA0019","Los Angeles","CA","Los Angeles, CA","2020","5",,,,,"5/2020","5/2020","73.0","213","3.348530105329351","4","1","Metro Bike Share Los Angeles",,"0","0",,,"5","4","Lime, Sherpa, Bird, Lyft, Spin","Lime","34.0536909","-118.242766","Docked and e-scooters","1","1","0","0","0","0",,,,,,,,,
"POINT (-83.1763145 42.3222599)","MI00127","2020MI00127","Dearborn","MI","Dearborn, MI","2020","8",,"8/2020",,,,,,"0",,"0","0",,"Dearborn","0","0",,,"0","0",,,"42.3222599","-83.1763145",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-92.9174074 41.4073138)","IA00251","2020IA00251","Pella","IA","Pella, IA","2020","9",,,,"9/2020",,,,"0",,"0","0",,,"0","0",,"Veoride","0","0",,,"41.4073138","-92.9174074",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-74.0323752 40.7433066)","NJ00149","2020NJ00149","Hoboken","NJ","Hoboken, NJ","2020","4",,,,,,,"2.0","60","0.943247916994183","4","1","Hudson Bike Share",,"0","0",,,"0","0",,,"40.7433066","-74.0323752","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-97.7436995 30.2711286)","TX00194","2020TX00194","Austin","TX","Austin, TX","2020","11",,,,,,"11/2020",,"92","1.446313472724414","4","2","Domain, Austin B-cycle",,"1","1","Jump",,"3","3","Lime, Spin, Bird","Jump, Lyft","30.2711286","-97.7436995","All micro","0","2","0","0","0","0","Jump acquired by Lime. Operated as Lime starting 05/2020, Jump acquired by Lime. Operated as Lime starting 05/2020","Jump acquired by Lime. Operated as Lime starting 05/2020",,,,,,,"Jump acquired by Lime. Operated as Lime starting 05/2020"
"POINT (-89.5891008 40.6938609)","IL0080","2020IL0080","Peoria","IL","Peoria, IL","2020","3",,,,,,,,"6","0.094324791699418","4","1","Peoria",,"0","0",,,"0","0",,,"40.6938609","-89.5891008","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-79.9402728 32.7876012)","SC00184","2020SC00184","Charleston","SC","Charleston, SC","2020","1",,,,,,,"84.0","31","0.487344757113661","4","1","Holy Spokes",,"0","0",,,"0","0",,,"32.7876012","-79.9402728","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-92.9174074 41.4073138)","IA00251","2020IA00251","Pella","IA","Pella, IA","2020","5",,,,"5/2020",,,,"0",,"0","0",,,"0","0",,"Veoride","0","0",,,"41.4073138","-92.9174074",,"0","0","1","0","0","0",,,,,,,,,
