"yearstart","yearend","locationabbr","locationdesc","datasource","class","topic","question","data_value_unit","data_value_type","data_value","data_value_alt","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","sample_size","total","gender","grade","race_ethnicity","geolocation","classid","topicid","questionid","datavaluetypeid","locationid","stratificationcategory1","stratification1","stratificationcategoryid1","stratificationid1"
"2019","2019","IA","Iowa","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",,"Value","18.2","18.2",,,"11.9","26.8","764",,"Female",,,"
,  
(42.469400913, -93.816490556)","PA","PA1","Q048","VALUE","19","Gender","Female","GEN","FEMALE"
"2013","2013","AR","Arkansas","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","15.9","15.9",,,"13","19.3","399",,,"11th",,"
,  
(34.748650124, -92.274490743)","OWS","OWS1","Q039","VALUE","05","Grade","11th","GRADE","GRADE11"
"2019","2019","SC","South Carolina","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"Asian","
,  
(33.998821303, -81.045371207)","OWS","OWS1","Q039","VALUE","45","Race/Ethnicity","Asian","RACE","RACEASN"
"2015","2015","PA","Pennsylvania","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","40.1","40.1",,,"35.1","45.3","725",,,"9th",,"
,  
(40.793730152, -77.860700294)","FV","FV1","Q021","VALUE","42","Grade","9th","GRADE","GRADE09"
"2011","2011","KS","Kansas","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",,"Value","23.3","23.3",,,"21.6","25.2","1121",,,,"Non-Hispanic White","
,  
(38.3477403, -98.200781227)","TV","TV1","Q059","VALUE","20","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2013","2013","VA","Virginia","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","14.8","14.8",,,"12.1","17.9","1196",,,"12th",,"
,  
(37.542680674, -78.457890463)","OWS","OWS1","Q038","VALUE","51","Grade","12th","GRADE","GRADE12"
"2019","2019","OK","Oklahoma","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",,"Value","30.2","30.2",,,"20.5","42","175",,,,"American Indian/Alaska Native","
,  
(35.472031356, -97.521070214)","PA","PA1","Q049","VALUE","40","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2015","2015","VA","Virginia","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",,"Value","14.1","14.1",,,"11.4","17.4","703",,,,"Hispanic","
,  
(37.542680674, -78.457890463)","SD","SD1","Q058","VALUE","51","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2015","2015","AK","Alaska","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"Non-Hispanic Black","
,  
(64.845079957001, -147.722059036)","OWS","OWS1","Q039","VALUE","02","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2019","2019","CO","Colorado","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"Non-Hispanic Black","
,  
(38.843840757, -106.133610921)","FV","FV1","Q021","VALUE","08","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2019","2019","ME","Maine","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value","38.4","38.4",,,"35.4","41.5","2095",,,"9th",,"
,  
(45.254228894001, -68.985031336)","FV","FV1","Q020","VALUE","23","Grade","9th","GRADE","GRADE09"
"2019","2019","MI","Michigan","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","17.2","17.2",,,"14.9","19.9","1151",,,"10th",,"
,  
(44.661319543001, -84.71439027)","OWS","OWS1","Q039","VALUE","26","Grade","10th","GRADE","GRADE10"
"2011","2011","UT","Utah","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",,"Value","17.9","17.9",,,"15.4","20.8","885",,"Male",,,"
,  
(39.360700171, -111.587130635)","SD","SD1","Q058","VALUE","49","Gender","Male","GEN","MALE"
"2019","2019","MA","Massachusetts","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","13.3","13.3",,,"9.3","18.8","308",,,"12th",,"
,  
(42.27687047, -72.082690675)","OWS","OWS1","Q038","VALUE","25","Grade","12th","GRADE","GRADE12"
"2019","2019","ME","Maine","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,"Male",,,"
,  
(45.254228894001, -68.985031336)","FV","FV1","Q021","VALUE","23","Gender","Male","GEN","MALE"
"2019","2019","ND","North Dakota","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","14.2","14.2",,,"10.5","19","341",,,"12th",,"
,  
(47.475319779, -100.118421049)","OWS","OWS1","Q039","VALUE","38","Grade","12th","GRADE","GRADE12"
"2001","2001","US","National","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","32.7","32.7",,,"26.5","39.6","361",,,,"2 or more races",,"FV","FV1","Q021","VALUE","59","Race/Ethnicity","2 or more races","RACE","RACE2PLUS"
"2019","2019","HI","Hawaii","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",,"Value","4.9","4.9",,,"2.2","10.7","416",,,,"Non-Hispanic White","
,  
(21.304850435, -157.857749403)","PA","PA1","Q049","VALUE","15","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2005","2005","MI","Michigan","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value","40.1","40.1",,,"37.3","42.9","1707",,"Female",,,"
,  
(44.661319543001, -84.71439027)","FV","FV1","Q020","VALUE","26","Gender","Female","GEN","FEMALE"
"2009","2009","UT","Utah","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","6.3","6.3",,,"4.7","8.4","1521","Total",,,,"
,  
(39.360700171, -111.587130635)","OWS","OWS1","Q038","VALUE","49","Total","Total","OVR","OVERALL"
"2019","2019","NC","North Carolina","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value","40.4","40.4",,,"32.6","48.7","186",,,,"2 or more races","
,  
(35.466220975, -79.159250463)","FV","FV1","Q020","VALUE","37","Race/Ethnicity","2 or more races","RACE","RACE2PLUS"
"2009","2009","NM","New Mexico","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"Non-Hispanic Black","
,  
(34.520880952, -106.240580985)","TV","TV1","Q059","VALUE","35","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2009","2009","NM","New Mexico","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",,"Value","31","31",,,"28","34.2","1282",,,"9th",,"
,  
(34.520880952, -106.240580985)","SD","SD1","Q058","VALUE","35","Grade","9th","GRADE","GRADE09"
"2019","2019","NH","New Hampshire","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"Asian","
,  
(43.655950113, -71.50036092)","FV","FV1","Q020","VALUE","33","Race/Ethnicity","Asian","RACE","RACEASN"
"2019","2019","GA","Georgia","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value","46.7","46.7",,,"44.3","49.1","2175",,"Male",,,"
,  
(32.839681093, -83.627580346)","FV","FV1","Q020","VALUE","13","Gender","Male","GEN","MALE"
"2019","2019","MT","Montana","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",,"Value","12","12",,,"10.2","14.1","927",,,"11th",,"
,  
(47.066528972, -109.424420645)","SD","SD1","Q058","VALUE","30","Grade","11th","GRADE","GRADE11"
"2017","2017","HI","Hawaii","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","14.4","14.4",,,"11.7","17.5","1275",,,"10th",,"
,  
(21.304850435, -157.857749403)","OWS","OWS1","Q039","VALUE","15","Grade","10th","GRADE","GRADE10"
"2019","2019","LA","Louisiana","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"American Indian/Alaska Native","
,  
(31.312660644, -92.445680071)","TV","TV1","Q059","VALUE","22","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2013","2013","WI","Wisconsin","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",,"Value","14.7","14.7",,,"12.1","17.8","1416",,"Female",,,"
,  
(44.393191174, -89.816370742)","SD","SD1","Q058","VALUE","55","Gender","Female","GEN","FEMALE"
"2019","2019","MS","Mississippi","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"Hawaiian/Pacific Islander","
,  
(32.745510099, -89.538030825)","SD","SD1","Q058","VALUE","28","Race/Ethnicity","Hawaiian/Pacific Islander","RACE","RACEHPI"
"2019","2019","NH","New Hampshire","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",,"Value","14.6","14.6",,,"10.8","19.4","426",,,,"Asian","
,  
(43.655950113, -71.50036092)","PA","PA1","Q048","VALUE","33","Race/Ethnicity","Asian","RACE","RACEASN"
"2017","2017","AK","Alaska","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",,"Value","20.7","20.7",,,"14.8","28.1","201",,,,"American Indian/Alaska Native","
,  
(64.845079957001, -147.722059036)","SD","SD1","Q058","VALUE","02","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2007","2007","WV","West Virginia","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",,"Value","26.2","26.2",,,"22.8","29.8","1171",,,,"Non-Hispanic White","
,  
(38.665510202, -80.712640135)","PA","PA1","Q048","VALUE","54","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2017","2017","OK","Oklahoma","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","46.9","46.9",,,"41.1","52.8","360",,,"11th",,"
,  
(35.472031356, -97.521070214)","FV","FV1","Q021","VALUE","40","Grade","11th","GRADE","GRADE11"
"2019","2019","FL","Florida","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value","42.8","42.8",,,"40.8","44.7","2270",,,,"Hispanic","
,  
(28.932040377, -81.928960539)","FV","FV1","Q020","VALUE","12","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2019","2019","ME","Maine","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",,"Value","26.3","26.3",,,"21.9","31.2","406",,,,"Hispanic","
,  
(45.254228894001, -68.985031336)","TV","TV1","Q059","VALUE","23","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2011","2011","US","National","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value","35.8","35.8",,,"33.5","38.2","6030",,,,"Non-Hispanic White",,"FV","FV1","Q020","VALUE","59","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2011","2011","US","National","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","36.9","36.9",,,"34.5","39.3","3467",,,"10th",,,"FV","FV1","Q021","VALUE","59","Grade","10th","GRADE","GRADE10"
"2015","2015","KY","Kentucky","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","15.7","15.7",,,"11.7","20.9","534",,,"11th",,"
,  
(37.645970271, -84.774971048)","OWS","OWS1","Q039","VALUE","21","Grade","11th","GRADE","GRADE11"
"2007","2007","NH","New Hampshire","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"Hawaiian/Pacific Islander","
,  
(43.655950113, -71.50036092)","PA","PA1","Q048","VALUE","33","Race/Ethnicity","Hawaiian/Pacific Islander","RACE","RACEHPI"
"2019","2019","FL","Florida","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","8.7","8.7",,,"4.3","16.8","104",,,,"Asian","
,  
(28.932040377, -81.928960539)","OWS","OWS1","Q038","VALUE","12","Race/Ethnicity","Asian","RACE","RACEASN"
"2009","2009","WV","West Virginia","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"Asian","
,  
(38.665510202, -80.712640135)","OWS","OWS1","Q039","VALUE","54","Race/Ethnicity","Asian","RACE","RACEASN"
"2019","2019","CT","Connecticut","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value","43.1","43.1",,,"37.1","49.3","439",,,"12th",,"
,  
(41.56266102, -72.649840952)","FV","FV1","Q020","VALUE","09","Grade","12th","GRADE","GRADE12"
"2009","2009","MI","Michigan","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","8","8",,,"4","15.3","113",,,,"Asian","
,  
(44.661319543001, -84.71439027)","OWS","OWS1","Q038","VALUE","26","Race/Ethnicity","Asian","RACE","RACEASN"
"2013","2013","TN","Tennessee","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","46.7","46.7",,,"41","52.6","514",,,"9th",,"
,  
(35.68094058, -85.774490914)","FV","FV1","Q021","VALUE","47","Grade","9th","GRADE","GRADE09"
"2011","2011","TX","Texas","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"Hawaiian/Pacific Islander","
,  
(31.827240407, -99.426770206)","OWS","OWS1","Q038","VALUE","48","Race/Ethnicity","Hawaiian/Pacific Islander","RACE","RACEHPI"
"2007","2007","ID","Idaho","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","10.8","10.8",,,"9.1","12.9","390",,,"10th",,"
,  
(43.682630005, -114.363730042)","OWS","OWS1","Q039","VALUE","16","Grade","10th","GRADE","GRADE10"
"2017","2017","AK","Alaska","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","41.6","41.6",,,"38.6","44.6","1305","Total",,,,"
,  
(64.845079957001, -147.722059036)","FV","FV1","Q021","VALUE","02","Total","Total","OVR","OVERALL"
"2019","2019","OK","Oklahoma","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"Asian","
,  
(35.472031356, -97.521070214)","PA","PA1","Q048","VALUE","40","Race/Ethnicity","Asian","RACE","RACEASN"
"2009","2009","TX","Texas","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","44.5","44.5",,,"41.6","47.5","3475","Total",,,,"
,  
(31.827240407, -99.426770206)","FV","FV1","Q021","VALUE","48","Total","Total","OVR","OVERALL"
"2019","2019","IA","Iowa","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","15.2","15.2",,,"11.9","19.3","343",,,"11th",,"
,  
(42.469400913, -93.816490556)","OWS","OWS1","Q039","VALUE","19","Grade","11th","GRADE","GRADE11"
"2015","2015","KY","Kentucky","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",,"Value","32.7","32.7",,,"22.7","44.6","128",,,,"Hispanic","
,  
(37.645970271, -84.774971048)","TV","TV1","Q059","VALUE","21","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2019","2019","MD","Maryland","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",,"Value","17.2","17.2",,,"12.8","22.6","381",,,,"American Indian/Alaska Native","
,  
(39.290580964, -76.609260111)","PA","PA1","Q049","VALUE","24","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2015","2015","AR","Arkansas","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"American Indian/Alaska Native","
,  
(34.748650124, -92.274490743)","OWS","OWS1","Q039","VALUE","05","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2015","2015","SC","South Carolina","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value","57.2","57.2",,,"53.9","60.4","675",,"Female",,,"
,  
(33.998821303, -81.045371207)","FV","FV1","Q020","VALUE","45","Gender","Female","GEN","FEMALE"
"2015","2015","AR","Arkansas","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",,"Value","29.4","29.4",,,"22.7","37","823",,,"10th",,"
,  
(34.748650124, -92.274490743)","SD","SD1","Q058","VALUE","05","Grade","10th","GRADE","GRADE10"
"2019","2019","CA","California","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",,"Value","24.9","24.9",,,"18.9","32.1","648",,"Male",,,"
,  
(37.638640123, -120.999999538)","PA","PA1","Q048","VALUE","06","Gender","Male","GEN","MALE"
"2011","2011","DE","Delaware","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","10","10",,,"7.9","12.6","1079",,,,"Non-Hispanic White","
,  
(39.008830667, -75.577741168)","OWS","OWS1","Q038","VALUE","10","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2011","2011","TX","Texas","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"American Indian/Alaska Native","
,  
(31.827240407, -99.426770206)","OWS","OWS1","Q038","VALUE","48","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2013","2013","OK","Oklahoma","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","14.1","14.1",,,"11.3","17.4","642",,"Male",,,"
,  
(35.472031356, -97.521070214)","OWS","OWS1","Q038","VALUE","40","Gender","Male","GEN","MALE"
"2019","2019","RI","Rhode Island","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","10.5","10.5",,,"7.1","15.3","734",,"Female",,,"
,  
(41.708280193, -71.522470314)","OWS","OWS1","Q038","VALUE","44","Gender","Female","GEN","FEMALE"
"2019","2019","ME","Maine","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","17.4","17.4",,,"14.7","20.5","387",,,,"Hispanic","
,  
(45.254228894001, -68.985031336)","OWS","OWS1","Q039","VALUE","23","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2009","2009","KY","Kentucky","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","48.4","48.4",,,"39.8","57.1","199",,,,"Non-Hispanic Black","
,  
(37.645970271, -84.774971048)","FV","FV1","Q021","VALUE","21","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2019","2019","UT","Utah","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value","43.8","43.8",,,"38","49.8","259",,,"11th",,"
,  
(39.360700171, -111.587130635)","FV","FV1","Q020","VALUE","49","Grade","11th","GRADE","GRADE11"
"2019","2019","AK","Alaska","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",,"Value","19.6","19.6",,,"13.6","27.5","233",,,,"2 or more races","
,  
(64.845079957001, -147.722059036)","PA","PA1","Q049","VALUE","02","Race/Ethnicity","2 or more races","RACE","RACE2PLUS"
"2009","2009","US","National","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","36.6","36.6",,,"34.4","38.9","4087",,,"12th",,,"FV","FV1","Q021","VALUE","59","Grade","12th","GRADE","GRADE12"
"2017","2017","TX","Texas","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","15.6","15.6",,,"11.4","21.1","435",,,,"Non-Hispanic White","
,  
(31.827240407, -99.426770206)","OWS","OWS1","Q039","VALUE","48","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2005","2005","ME","Maine","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","9.9","9.9",,,"6.4","15","304",,,"11th",,"
,  
(45.254228894001, -68.985031336)","OWS","OWS1","Q039","VALUE","23","Grade","11th","GRADE","GRADE11"
"2009","2009","TX","Texas","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",,"Value","30.6","30.6",,,"25.3","36.5","428",,,,"Non-Hispanic Black","
,  
(31.827240407, -99.426770206)","PA","PA1","Q048","VALUE","48","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2013","2013","LA","Louisiana","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"Hawaiian/Pacific Islander","
,  
(31.312660644, -92.445680071)","FV","FV1","Q021","VALUE","22","Race/Ethnicity","Hawaiian/Pacific Islander","RACE","RACEHPI"
"2019","2019","KY","Kentucky","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","15.5","15.5",,,"12.9","18.6","911",,"Male",,,"
,  
(37.645970271, -84.774971048)","OWS","OWS1","Q039","VALUE","21","Gender","Male","GEN","MALE"
"2009","2009","CT","Connecticut","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value","32.7","32.7",,,"29.6","36.1","1096",,"Male",,,"
,  
(41.56266102, -72.649840952)","FV","FV1","Q020","VALUE","09","Gender","Male","GEN","MALE"
"2005","2005","GA","Georgia","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","16","16",,,"12.9","19.7","672",,,,"Non-Hispanic Black","
,  
(32.839681093, -83.627580346)","OWS","OWS1","Q038","VALUE","13","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2009","2009","NM","New Mexico","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","13.3","13.3",,,"9.6","18","1223",,,"11th",,"
,  
(34.520880952, -106.240580985)","OWS","OWS1","Q038","VALUE","35","Grade","11th","GRADE","GRADE11"
"2009","2009","KY","Kentucky","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","19.7","19.7",,,"16.9","22.8","581",,,"10th",,"
,  
(37.645970271, -84.774971048)","OWS","OWS1","Q039","VALUE","21","Grade","10th","GRADE","GRADE10"
"2019","2019","KS","Kansas","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",,"Value","16.3","16.3",,,"13.2","20","1388","Total",,,,"
,  
(38.3477403, -98.200781227)","TV","TV1","Q059","VALUE","20","Total","Total","OVR","OVERALL"
