"yearstart","yearend","locationabbr","locationdesc","datasource","topic","category","question","response","age","gender","raceethnicity","riskfactor","riskfactorresponse","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","numerator","sample_size","locationid","topicid","categoryid","questionid","responseid","datavaluetypeid","ageid","genderid","raceethnicityid","riskfactorid","riskfactorresponseid","geolocation"
"2017","2017","DC","District of Columbia","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","All races","Diabetes","Yes","%","Age-adjusted Prevalence","10.6",,,"7.38","14.9",,"6000","11","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ALLRACE","RFDM","RFYES","POINT (-77 38.8999939)"
"2014","2014","KY","Kentucky","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Asian","All participants","All participants","%","Age-adjusted Prevalence",,"#","Value suppressed",,,,,"21","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ASN","RFAPAR","RFALLPAR2","POINT (-84.2999878 37.5999756)"
"2016","2016","VA","Virginia","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","All races","Diabetes","No","%","Crude Prevalence","3.31",,,"2.86","3.83",,"192000","51","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ALLRACE","RFDM","RFNO","POINT (-78.1999512 37.75)"
"2014","2014","WA","Washington","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","All races","All participants","All participants","%","Age-adjusted Prevalence","4.1",,,"3.56","4.72",,"219000","53","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ALLRACE","RFAPAR","RFALLPAR2","POINT (-120.5 47.2999878)"
"2018","2018","VT","Vermont","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","18-39 years","All genders","All races","All participants","All participants","%","Age-adjusted Prevalence","1.28",,,"0.7","2.34",,"2000","50","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE1839","GALL","ALLRACE","RFAPAR","RFALLPAR2","POINT (-72.6999512 44.5)"
"2017","2017","ID","Idaho","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","18-39 years","All genders","All races","All participants","All participants","%","Crude Prevalence","1.96",,,"1.19","3.23",,"10000","16","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE1839","GALL","ALLRACE","RFAPAR","RFALLPAR2","POINT (-114.399963 43.5999756)"
"2014","2014","VT","Vermont","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","White, non-Hispanic","All participants","All participants","%","Crude Prevalence","3.03",,,"2.56","3.59",,"14000","50","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","WHT","RFAPAR","RFALLPAR2","POINT (-72.6999512 44.5)"
"2016","2016","NH","New Hampshire","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Other","All participants","All participants","%","Crude Prevalence",,"#","Value suppressed",,,,,"33","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","OTH","RFAPAR","RFALLPAR2","POINT (-71.5999756 43.5)"
"2015","2015","AL","Alabama","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","Male","All races","All participants","All participants","%","Crude Prevalence","6.23",,,"5.19","7.46",,"109000","1","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GM","ALLRACE","RFAPAR","RFALLPAR2","POINT (-86.5999756 32.7999878)"
"2018","2018","US","National","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","18-39 years","Female","All races","All participants","All participants","%","Age-adjusted Prevalence","3.44",,,"3.16","3.74",,"1583000","59","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE1839","GF","ALLRACE","RFAPAR","RFALLPAR2",
"2015","2015","KY","Kentucky","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","North American Native","All participants","All participants","%","Crude Prevalence",,"#","Value suppressed",,,,,"21","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","AIAN","RFAPAR","RFALLPAR2","POINT (-84.2999878 37.5999756)"
"2013","2013","WI","Wisconsin","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","North American Native","All participants","All participants","%","Age-adjusted Prevalence","0.56",,,"0.23","1.32",,"0","55","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","AIAN","RFAPAR","RFALLPAR2","POINT (-89.6999512 44.75)"
"2017","2017","CA","California","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","All races","Diabetes","Yes","%","Crude Prevalence","11.4",,,"8.67","14.8",,"350000","6","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ALLRACE","RFDM","RFYES","POINT (-120 37)"
"2017","2017","ME","Maine","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","All races","All participants","All participants","%","Crude Prevalence","2.8",,,"2.35","3.33",,"30000","23","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ALLRACE","RFAPAR","RFALLPAR2","POINT (-69.0999756 45.1999817)"
"2013","2013","MN","Minnesota","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","Female","All races","All participants","All participants","%","Crude Prevalence","3.21",,,"2.52","4.08",,"65000","27","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GF","ALLRACE","RFAPAR","RFALLPAR2","POINT (-94.5999756 46)"
"2018","2018","CO","Colorado","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Other","All participants","All participants","%","Crude Prevalence",,"#","Value suppressed",,,,,"8","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","OTH","RFAPAR","RFALLPAR2","POINT (-105.5 39)"
"2017","2017","US","National","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Black, non-Hispanic","Diabetes","Yes","%","Crude Prevalence","15.4",,,"13.5","17.6",,"623000","59","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","BLK","RFDM","RFYES",
"2014","2014","NY","New York","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","White, non-Hispanic","All participants","All participants","%","Crude Prevalence","2.99",,,"2.42","3.69",,"249000","36","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","WHT","RFAPAR","RFALLPAR2","POINT (-75.1999512 43)"
"2014","2014","AK","Alaska","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","All races","Smoking","Yes","%","Age-adjusted Prevalence","4.7",,,"3.21","6.83",,"5000","2","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ALLRACE","RFSM","RFYES","POINT (-152 65)"
"2014","2014","CA","California","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","All races","Diabetes","No","%","Crude Prevalence","3.73",,,"3.19","4.35",,"983000","6","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ALLRACE","RFDM","RFNO","POINT (-120 37)"
"2018","2018","DE","Delaware","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","All races","Smoking","No","%","Age-adjusted Prevalence","4.95",,,"4.08","5.99",,"32000","10","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ALLRACE","RFSM","RFNO","POINT (-75.5 39)"
"2017","2017","VA","Virginia","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Other","All participants","All participants","%","Age-adjusted Prevalence",,"#","Value suppressed",,,,,"51","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","OTH","RFAPAR","RFALLPAR2","POINT (-78.1999512 37.75)"
"2013","2013","IA","Iowa","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Asian","All participants","All participants","%","Crude Prevalence",,"#","Value suppressed",,,,,"19","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ASN","RFAPAR","RFALLPAR2","POINT (-93.5 42.25)"
"2016","2016","VA","Virginia","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","65 years and older","All genders","All races","All participants","All participants","%","Crude Prevalence","5.44",,,"4.4","6.71",,"67000","51","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE65PLUS","GALL","ALLRACE","RFAPAR","RFALLPAR2","POINT (-78.1999512 37.75)"
"2018","2018","US","National","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","65 years and older","All genders","All races","Smoking","Yes","%","Crude Prevalence","10.6",,,"9.45","11.8",,"485000","59","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE65PLUS","GALL","ALLRACE","RFSM","RFYES",
"2017","2017","FL","Florida","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Hispanic, any race","All participants","All participants","%","Crude Prevalence","6.02",,,"4.41","8.15",,"230000","12","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","HISP","RFAPAR","RFALLPAR2","POINT (-81.6999512 28.2999878)"
"2017","2017","US","National","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","Female","Asian","All participants","All participants","%","Age-adjusted Prevalence","3.29",,,"2.14","5.03",,"175000","59","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GF","ASN","RFAPAR","RFALLPAR2",
"2016","2016","OR","Oregon","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Asian","All participants","All participants","%","Age-adjusted Prevalence","0",,,,,,"0","41","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ASN","RFAPAR","RFALLPAR2","POINT (-120.5 44)"
"2018","2018","US","National","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","40-64 years","All genders","Black, non-Hispanic","All participants","All participants","%","Age-adjusted Prevalence","7.82",,,"7.17","8.53",,"970000","59","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE4064","GALL","BLK","RFAPAR","RFALLPAR2",
"2014","2014","TX","Texas","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","All races","Diabetes","No","%","Crude Prevalence","4.3",,,"3.74","4.93",,"720000","48","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ALLRACE","RFDM","RFNO","POINT (-99 31.5)"
"2013","2013","ID","Idaho","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","White, non-Hispanic","All participants","All participants","%","Age-adjusted Prevalence","2.43",,,"1.96","3",,"25000","16","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","WHT","RFAPAR","RFALLPAR2","POINT (-114.399963 43.5999756)"
"2014","2014","US","National","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Other","Diabetes","No","%","Age-adjusted Prevalence","6.84",,,"5.88","7.94",,"243000","59","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","OTH","RFDM","RFNO",
"2018","2018","AR","Arkansas","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Asian","All participants","All participants","%","Age-adjusted Prevalence",,"#","Value suppressed",,,,,"5","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ASN","RFAPAR","RFALLPAR2","POINT (-92.5 35)"
"2016","2016","NM","New Mexico","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","Female","All races","All participants","All participants","%","Crude Prevalence","6.36",,,"5.15","7.82",,"50000","35","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GF","ALLRACE","RFAPAR","RFALLPAR2","POINT (-106 34.5999756)"
"2016","2016","IA","Iowa","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","All races","Smoking","No","%","Crude Prevalence","2.26",,,"1.85","2.76",,"45000","19","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ALLRACE","RFSM","RFNO","POINT (-93.5 42.25)"
"2015","2015","KY","Kentucky","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","Female","All races","All participants","All participants","%","Age-adjusted Prevalence","7.65",,,"6.58","8.86",,"135000","21","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GF","ALLRACE","RFAPAR","RFALLPAR2","POINT (-84.2999878 37.5999756)"
"2017","2017","TX","Texas","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","40-64 years","All genders","All races","All participants","All participants","%","Age-adjusted Prevalence","6.21",,,"4.94","7.79",,"521000","48","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE4064","GALL","ALLRACE","RFAPAR","RFALLPAR2","POINT (-99 31.5)"
"2015","2015","NH","New Hampshire","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","Female","All races","All participants","All participants","%","Age-adjusted Prevalence","2.85",,,"2.2","3.67",,"16000","33","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GF","ALLRACE","RFAPAR","RFALLPAR2","POINT (-71.5999756 43.5)"
"2016","2016","US","National","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","18-39 years","All genders","Black, non-Hispanic","All participants","All participants","%","Age-adjusted Prevalence","3.36",,,"2.85","3.97",,"394000","59","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE1839","GALL","BLK","RFAPAR","RFALLPAR2",
"2017","2017","IN","Indiana","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Asian","All participants","All participants","%","Age-adjusted Prevalence",,"#","Value suppressed",,,,,"18","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ASN","RFAPAR","RFALLPAR2","POINT (-86.0999756 40)"
"2015","2015","MT","Montana","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","Female","All races","All participants","All participants","%","Crude Prevalence","4.28",,,"3.46","5.28",,"17000","30","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GF","ALLRACE","RFAPAR","RFALLPAR2","POINT (-110 47)"
"2016","2016","MS","Mississippi","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","Female","All races","All participants","All participants","%","Age-adjusted Prevalence","9.54",,,"8.24","11",,"113000","28","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GF","ALLRACE","RFAPAR","RFALLPAR2","POINT (-89.5999756 32.5999756)"
"2016","2016","US","National","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","18-39 years","All genders","Asian","All participants","All participants","%","Crude Prevalence","1.28",,,"0.87","1.87",,"83000","59","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE1839","GALL","ASN","RFAPAR","RFALLPAR2",
"2014","2014","ID","Idaho","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","40-64 years","All genders","All races","All participants","All participants","%","Crude Prevalence","3.34",,,"2.54","4.37",,"16000","16","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE4064","GALL","ALLRACE","RFAPAR","RFALLPAR2","POINT (-114.399963 43.5999756)"
"2015","2015","AZ","Arizona","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","40-64 years","All genders","All races","All participants","All participants","%","Age-adjusted Prevalence","5.12",,,"4.25","6.16",,"106000","4","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE4064","GALL","ALLRACE","RFAPAR","RFALLPAR2","POINT (-111.5 34.5)"
"2013","2013","VA","Virginia","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","Male","All races","All participants","All participants","%","Crude Prevalence","3.41",,,"2.71","4.27",,"102000","51","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GM","ALLRACE","RFAPAR","RFALLPAR2","POINT (-78.1999512 37.75)"
"2018","2018","WV","West Virginia","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","40-64 years","All genders","All races","All participants","All participants","%","Age-adjusted Prevalence","10.5",,,"8.97","12.1",,"62000","54","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE4064","GALL","ALLRACE","RFAPAR","RFALLPAR2","POINT (-81 38.5)"
"2017","2017","ME","Maine","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","North American Native","All participants","All participants","%","Age-adjusted Prevalence",,"#","Value suppressed",,,,,"23","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","AIAN","RFAPAR","RFALLPAR2","POINT (-69.0999756 45.1999817)"
"2018","2018","NY","New York","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","All races","Diabetes","Yes","%","Crude Prevalence","12.1",,,"10.1","14.5",,"199000","36","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ALLRACE","RFDM","RFYES","POINT (-75.1999512 43)"
"2013","2013","NC","North Carolina","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","18-39 years","All genders","All races","All participants","All participants","%","Age-adjusted Prevalence","3.07",,,"2.23","4.22",,"87000","37","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE1839","GALL","ALLRACE","RFAPAR","RFALLPAR2","POINT (-79 35.5)"
"2017","2017","ME","Maine","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","Male","All races","All participants","All participants","%","Crude Prevalence","2.77",,,"2.12","3.6",,"14000","23","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GM","ALLRACE","RFAPAR","RFALLPAR2","POINT (-69.0999756 45.1999817)"
"2013","2013","WY","Wyoming","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Hispanic, any race","All participants","All participants","%","Crude Prevalence","6.76",,,"3.79","11.7",,"2000","56","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","HISP","RFAPAR","RFALLPAR2","POINT (-107.199951 43)"
"2016","2016","US","National","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","Female","Other","All participants","All participants","%","Crude Prevalence","6.7",,,"5.54","8.08",,"159000","59","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GF","OTH","RFAPAR","RFALLPAR2",
"2017","2017","US","National","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Hispanic, any race","Diabetes","No","%","Age-adjusted Prevalence","6.72",,,"6.21","7.27",,"2107000","59","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","HISP","RFDM","RFNO",
"2017","2017","MT","Montana","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Black, non-Hispanic","All participants","All participants","%","Crude Prevalence",,"#","Value suppressed",,,,,"30","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","BLK","RFAPAR","RFALLPAR2","POINT (-110 47)"
"2015","2015","TX","Texas","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","Female","All races","All participants","All participants","%","Age-adjusted Prevalence","5.87",,,"5.02","6.87",,"578000","48","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GF","ALLRACE","RFAPAR","RFALLPAR2","POINT (-99 31.5)"
"2018","2018","KS","Kansas","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Hispanic, any race","All participants","All participants","%","Age-adjusted Prevalence","4.11",,,"2.5","6.7",,"7000","20","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","HISP","RFAPAR","RFALLPAR2","POINT (-98.3999634 38.6999817)"
"2016","2016","ND","North Dakota","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","North American Native","All participants","All participants","%","Crude Prevalence",,"#","Value suppressed",,,,,"38","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","AIAN","RFAPAR","RFALLPAR2","POINT (-100.5 47.5)"
"2016","2016","WV","West Virginia","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","65 years and older","All genders","All races","All participants","All participants","%","Crude Prevalence","11.7",,,"10.2","13.3",,"40000","54","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE65PLUS","GALL","ALLRACE","RFAPAR","RFALLPAR2","POINT (-81 38.5)"
"2013","2013","IN","Indiana","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Hispanic, any race","All participants","All participants","%","Crude Prevalence","5.22",,,"3.02","8.88",,"14000","18","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","HISP","RFAPAR","RFALLPAR2","POINT (-86.0999756 40)"
"2013","2013","NC","North Carolina","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","All races","Smoking","No","%","Crude Prevalence","3.97",,,"3.44","4.57",,"238000","37","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ALLRACE","RFSM","RFNO","POINT (-79 35.5)"
"2017","2017","DE","Delaware","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","All races","Diabetes","No","%","Crude Prevalence","5.8",,,"4.72","7.11",,"38000","10","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","ALLRACE","RFDM","RFNO","POINT (-75.5 39)"
"2014","2014","US","National","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","40-64 years","Female","All races","All participants","All participants","%","Crude Prevalence","6.34",,,"6.05","6.64",,"3354000","59","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE4064","GF","ALLRACE","RFAPAR","RFALLPAR2",
"2013","2013","FL","Florida","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Black, non-Hispanic","All participants","All participants","%","Crude Prevalence","7.46",,,"5.82","9.52",,"147000","12","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","BLK","RFAPAR","RFALLPAR2","POINT (-81.6999512 28.2999878)"
"2018","2018","TX","Texas","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","Female","All races","All participants","All participants","%","Age-adjusted Prevalence","7.07",,,"5.52","9.01",,"745000","48","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GF","ALLRACE","RFAPAR","RFALLPAR2","POINT (-99 31.5)"
"2015","2015","AK","Alaska","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","All ages","All genders","Black, non-Hispanic","All participants","All participants","%","Age-adjusted Prevalence",,"#","Value suppressed",,,,,"2","TVFUNC","CBLIND","BRVPGL","RYES",,"AGEALL","GALL","BLK","RFAPAR","RFALLPAR2","POINT (-152 65)"
"2014","2014","MO","Missouri","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","65 years and older","All genders","All races","All participants","All participants","%","Age-adjusted Prevalence","6.56",,,"5.34","8.04",,"61000","29","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE65PLUS","GALL","ALLRACE","RFAPAR","RFALLPAR2","POINT (-92.5 38.5)"
"2018","2018","OK","Oklahoma","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","65 years and older","All genders","All races","All participants","All participants","%","Crude Prevalence","8.75",,,"7.25","10.5",,"53000","40","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE65PLUS","GALL","ALLRACE","RFAPAR","RFALLPAR2","POINT (-97.3999634 35.5999756)"
"2013","2013","NC","North Carolina","BRFSS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","65 years and older","All genders","All races","All participants","All participants","%","Age-adjusted Prevalence","6.22",,,"5.26","7.34",,"87000","37","TVFUNC","CBLIND","BRVPGL","RYES",,"AGE65PLUS","GALL","ALLRACE","RFAPAR","RFALLPAR2","POINT (-79 35.5)"
