"year","quarter","locationabbr","locationdesc","topicdesc","measuredesc","datasource","provisiongroupdesc","provisiondesc","provisionvalue","citation","provisionaltvalue","datatype","comments","enacted_date","effective_date","geolocation","displayorder","topictypeid","topicid","measureid","provisiongroupid","provisionid"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Dry Snuff Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(38.843840757000464, -106.13361092099967)","2","LEG","1020LEG","682EDS","10GRP","393"
"2022","3","CO","Colorado","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Cigar Tax ($ each)","No Provision",,"0","Money",,,,"
,  
(38.843840757000464, -106.13361092099967)","2","LEG","1010LEG","671CIG","10GRP","413"
"2022","3","CO","Colorado","Legislation - Tax Combustible Tobacco","Cigarette","OSH","Restrictions","Cigarette Tax ($ per pack)","1.940","COLO. REV. STAT. §§ 39-28-103.5 AND 39-28-103","1.94","Money","Modified Risk Tobacco Products are taxed at the rate of $0.650 per pack.","11/2/2020","1/1/2021","
,  
(38.843840757000464, -106.13361092099967)","5","LEG","1010LEG","670CGR","10GRP","411"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Type of Tax","Manufacturer's List Price","COLO. REV. STAT. §§ 39-28.5-102 and 39-28.5-102.5","0",,,"6/2/2005","1/1/2005","
,  
(38.843840757000464, -106.13361092099967)","4","LEG","1020LEG","680CHW","10GRP","410"
"2022","3","CO","Colorado","Legislation - Tax Combustible Tobacco","Roll-Your-Own Tobacco","OSH","Restrictions","Roll-Your-Own Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(38.843840757000464, -106.13361092099967)","2","LEG","1010LEG","674ERO","10GRP","381"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Percent Value","50","COLO. REV. STAT. §§ 39-28.5-102 and 39-28.5-102.5","50","Number","Modified Risk Tobacco Products are taxed at the rate of 15% of the Manufacturer's List Price.","11/2/2020","1/1/2021","
,  
(38.843840757000464, -106.13361092099967)","3","LEG","1020LEG","683EST","10GRP","398"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Dissolvable Tobacco","OSH","Restrictions","Dissolvable Tobacco Tax","Yes","COLO. REV. STAT. §§ 39-28.5-102 and 39-28.5-102.5","2","Yes/No",,,"1/1/2021","
,  
(38.843840757000464, -106.13361092099967)","1","LEG","1020LEG","684EDT","10GRP","400"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Percent Value","50","COLO. REV. STAT. §§ 39-28.5-102 and 39-28.5-102.5","50","Number","Modified Risk Tobacco Products are taxed at the rate of 15% of the Manufacturer's List Price.","11/2/2020","1/1/2021","
,  
(38.843840757000464, -106.13361092099967)","3","LEG","1020LEG","682EDS","10GRP","394"
"2022","3","CO","Colorado","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Encrypted Image/Hologram Required","No Provision",,"0","Ranking",,,,"
,  
(38.843840757000464, -106.13361092099967)","3","LEG","1030LEG","690CET","12GRP","351"
"2022","3","CO","Colorado","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Barcode/Scannable Code Required","No Provision",,"0","Ranking",,,,"
,  
(38.843840757000464, -106.13361092099967)","2","LEG","1030LEG","690CET","12GRP","350"
"2022","3","CO","Colorado","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Type of Tax","Manufacturer's List Price","COLO. REV. STAT. §§ 39-28.5-102 and 39-28.5-102.5","0",,,,,"
,  
(38.843840757000464, -106.13361092099967)","4","LEG","1010LEG","671CIG","10GRP","415"
"2022","3","CO","Colorado","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Other Requirements","No Provision",,"0","Ranking",,,,"
,  
(38.843840757000464, -106.13361092099967)","4","LEG","1030LEG","690CET","12GRP","352"
"2022","3","CO","Colorado","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Percent Value","50","COLO. REV. STAT. §§ 39-28.5-102 and 39-28.5-102.5","50","Number","Modified Risk Tobacco Products are taxed at the rate of 15% of the Manufacturer's List Price.","11/2/2020","1/1/2021","
,  
(38.843840757000464, -106.13361092099967)","3","LEG","1010LEG","672LCG","10GRP","418"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Type of Tax","Manufacturer's List Price","COLO. REV. STAT. § 39-28.5-102","0",,,"1/1/1995","1/1/1995","
,  
(38.843840757000464, -106.13361092099967)","4","LEG","1020LEG","683EST","10GRP","399"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Snus Tobacco Tax","Yes","COLO. REV. STAT. § 39-28.5-102","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(38.843840757000464, -106.13361092099967)","1","LEG","1020LEG","683EST","10GRP","396"
"2022","3","CO","Colorado","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Tax Stamp Required","Yes","COLO. REV. STAT. § 39-28-104","2","Ranking",,,,"
,  
(38.843840757000464, -106.13361092099967)","1","LEG","1030LEG","690CET","12GRP","349"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Percent Value","50","COLO. REV. STAT. §§ 39-28.5-102 and 39-28.5-102.5","50","Number","Modified Risk Tobacco Products are taxed at the rate of 15% of the Manufacturer's List Price.","11/2/2020","1/1/2021","
,  
(38.843840757000464, -106.13361092099967)","3","LEG","1020LEG","680CHW","10GRP","409"
"2022","3","CO","Colorado","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Little Cigar Tax ($ per pack of 20)","No Provision",,"0","Money",,,,"
,  
(38.843840757000464, -106.13361092099967)","2","LEG","1010LEG","672LCG","10GRP","417"
"2022","3","CO","Colorado","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Cigar Tax","Yes",,"2","Yes/No",,,,"
,  
(38.843840757000464, -106.13361092099967)","1","LEG","1010LEG","671CIG","10GRP","412"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Dissolvable Tobacco","OSH","Restrictions","Type of Tax","Manufacturer's List Price","COLO. REV. STAT. §§ 39-28.5-102 and 39-28.5-102.5","0",,,,"1/1/2021","
,  
(38.843840757000464, -106.13361092099967)","5","LEG","1020LEG","684EDT","10GRP","404"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Snus Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(38.843840757000464, -106.13361092099967)","2","LEG","1020LEG","683EST","10GRP","397"
"2022","3","CO","Colorado","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Little Cigar Tax","Yes",,"2","Yes/No",,,,"
,  
(38.843840757000464, -106.13361092099967)","1","LEG","1010LEG","672LCG","10GRP","416"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Dissolvable Tobacco","OSH","Restrictions","Percent Value","50","COLO. REV. STAT. §§ 39-28.5-102 and 39-28.5-102.5","50","Number","Modified Risk Tobacco Products are taxed at the rate of 15% of the Manufacturer's List Price.","11/2/2020","1/1/2021","
,  
(38.843840757000464, -106.13361092099967)","4","LEG","1020LEG","684EDT","10GRP","403"
"2022","3","CO","Colorado","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Pipe Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(38.843840757000464, -106.13361092099967)","2","LEG","1010LEG","673EPT","10GRP","377"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Moist Snuff Tobacco Tax","Yes","COLO. REV. STAT. § 39-28.5-102","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(38.843840757000464, -106.13361092099967)","1","LEG","1020LEG","681EMS","10GRP","388"
"2022","3","CO","Colorado","Legislation - Tax Combustible Tobacco","Roll-Your-Own Tobacco","OSH","Restrictions","Type of Tax","Manufacturer's List Price","COLO. REV. STAT. § 39-28.5-102","0",,,"1/1/1995","1/1/1995","
,  
(38.843840757000464, -106.13361092099967)","4","LEG","1010LEG","674ERO","10GRP","383"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Percent Value","40","COLO. REV. STAT. §§ 39-28.5-102 and 39-28.5-102.5","40","Number",,"6/2/2005","6/2/2005","
,  
(38.843840757000464, -106.13361092099967)","3","LEG","1020LEG","681EMS","10GRP","390"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Chewing Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(38.843840757000464, -106.13361092099967)","2","LEG","1020LEG","680CHW","10GRP","408"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Moist Snuff Tobacco Tax ($ per ounce)","1.230","COLO. REV. STAT. §§ 39-28.5-102","1.23","Money","Moist snuff is taxed at a rate of $1.480 per 1.2 ounces.  Modified Risk Tobacco Products are taxed a the rate of 15% of the Manufacturer's List Price.","11/2/2020","1/1/2021","
,  
(38.843840757000464, -106.13361092099967)","2","LEG","1020LEG","681EMS","10GRP","389"
"2022","3","CO","Colorado","Legislation - Tax Combustible Tobacco","Roll-Your-Own Tobacco","OSH","Restrictions","Percent Value","50","COLO. REV. STAT. §§ 39-28.5-102 and 39-28.5-102.5","50","Number","Modified Risk Tobacco Products are taxed at the rate of 15% of the Manufacturer's List Price.","11/2/2020","1/1/2021","
,  
(38.843840757000464, -106.13361092099967)","3","LEG","1010LEG","674ERO","10GRP","382"
"2022","3","CO","Colorado","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Type of Tax","Manufacturer's List Price","COLO. REV. STAT. §§ 39-28.5-102 and 39-28.5-102.5","0",,,,,"
,  
(38.843840757000464, -106.13361092099967)","4","LEG","1010LEG","672LCG","10GRP","419"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Type of Tax","Manufacturer's List Price","COLO. REV. STAT. § 39-28.5-102","0",,,"1/1/1995","1/1/1995","
,  
(38.843840757000464, -106.13361092099967)","4","LEG","1020LEG","682EDS","10GRP","395"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Type of Tax","Manufacturer's List Price","COLO. REV. STAT. § 39-28.5-102","0",,,"1/1/1995","1/1/1995","
,  
(38.843840757000464, -106.13361092099967)","4","LEG","1020LEG","681EMS","10GRP","391"
"2022","3","CO","Colorado","Legislation - Tax Combustible Tobacco","Roll-Your-Own Tobacco","OSH","Restrictions","Roll-Your-Own Tobacco Tax","Yes","COLO. REV. STAT. § 39-28.5-102","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(38.843840757000464, -106.13361092099967)","1","LEG","1010LEG","674ERO","10GRP","380"
"2022","3","CO","Colorado","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Percent Value","50","COLO. REV. STAT. §§ 39-28.5-102 and 39-28.5-102.5","50","Number","Modified Risk Tobacco Products are taxed at the rate of 15% of the Manufacturer's List Price.","11/2/2020","1/1/2021","
,  
(38.843840757000464, -106.13361092099967)","3","LEG","1010LEG","671CIG","10GRP","414"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Chewing Tobacco Tax","Yes","COLO. REV. STAT. §§ 39-28.5-102 and 39-28.5-102.5","2","Yes/No",,"6/2/2005","1/1/2005","
,  
(38.843840757000464, -106.13361092099967)","1","LEG","1020LEG","680CHW","10GRP","407"
"2022","3","CO","Colorado","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Dry Snuff Tobacco Tax","Yes","COLO. REV. STAT. § 39-28.5-102","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(38.843840757000464, -106.13361092099967)","1","LEG","1020LEG","682EDS","10GRP","392"
"2022","3","CO","Colorado","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Percent Value","50","COLO. REV. STAT. §§ 39-28.5-102 and 39-28.5-102.5","50","Number","Modified Risk Tobacco Products are taxed at the rate of 15% of the Manufacturer's List Price.","11/2/2020","1/1/2021","
,  
(38.843840757000464, -106.13361092099967)","3","LEG","1010LEG","673EPT","10GRP","378"
"2022","3","CO","Colorado","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Pipe Tobacco Tax","Yes","COLO. REV. STAT. § 39-28.5-102","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(38.843840757000464, -106.13361092099967)","1","LEG","1010LEG","673EPT","10GRP","376"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Roll-Your-Own Tobacco","OSH","Restrictions","Roll-Your-Own Tobacco Tax","Yes","CONN. GEN. STAT. ANN. §§ 12-330a and 12-330c","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(41.56266102000046, -72.64984095199964)","1","LEG","1010LEG","674ERO","10GRP","380"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Little Cigar Tax","Yes",,"2","Yes/No",,,,"
,  
(41.56266102000046, -72.64984095199964)","1","LEG","1010LEG","672LCG","10GRP","416"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Type of Tax","Wholesale Sales Price","CONN. GEN. STAT. ANN. § 12-330c(a)","0",,,"5/26/2000","7/1/2000","
,  
(41.56266102000046, -72.64984095199964)","4","LEG","1020LEG","680CHW","10GRP","410"
"2022","3","CT","Connecticut","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Tax Stamp Required","Yes","CONN. GEN. STAT. §§ 12-296, 12-302 and 12-303","2","Ranking",,,,"
,  
(41.56266102000046, -72.64984095199964)","1","LEG","1030LEG","690CET","12GRP","349"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Moist Snuff Tobacco Tax","Yes","CONN. GEN. STAT. ANN. §§ 12-330a and 12-330c","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(41.56266102000046, -72.64984095199964)","1","LEG","1020LEG","681EMS","10GRP","388"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Dissolvable Tobacco","OSH","Restrictions","Dissolvable Tobacco Tax","No Provision",,"0","Yes/No",,,,"
,  
(41.56266102000046, -72.64984095199964)","1","LEG","1020LEG","684EDT","10GRP","400"
"2022","3","CT","Connecticut","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Barcode/Scannable Code Required","No Provision",,"0","Ranking",,,,"
,  
(41.56266102000046, -72.64984095199964)","2","LEG","1030LEG","690CET","12GRP","350"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Chewing Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(41.56266102000046, -72.64984095199964)","2","LEG","1020LEG","680CHW","10GRP","408"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Dry Snuff Tobacco Tax ($ per ounce)","3.00","CONN. GEN. STAT. ANN. §12-330c","3","Money","If a specific product is approved by FDA as a Modified Risk Tobacco Product, its tax shall be reduced by 50 percent.","10/25/2017","12/1/2017","
,  
(41.56266102000046, -72.64984095199964)","2","LEG","1020LEG","682EDS","10GRP","393"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Roll-Your-Own Tobacco","OSH","Restrictions","Roll-Your-Own Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(41.56266102000046, -72.64984095199964)","2","LEG","1010LEG","674ERO","10GRP","381"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Cigar Tax ($ each)","No Provision",,"0","Money",,,,"
,  
(41.56266102000046, -72.64984095199964)","2","LEG","1010LEG","671CIG","10GRP","413"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Type of Tax","Per Ounce","CONN. GEN. STAT. ANN. §§ 12-330a and 12-330c","0",,,"5/26/2000","7/1/2000","
,  
(41.56266102000046, -72.64984095199964)","4","LEG","1020LEG","681EMS","10GRP","391"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Percent Value","50","CONN. GEN. STAT. ANN. §§ 12-330a and 12-330c","50","Number","If a specific product is approved by FDA as a Modified Risk Tobacco Product, its tax shall be reduced by 50 percent.","5/4/2011","7/1/2011","
,  
(41.56266102000046, -72.64984095199964)","3","LEG","1010LEG","672LCG","10GRP","418"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Cigarette","OSH","Restrictions","Cigarette Tax ($ per pack)","4.350","CONN. GEN. STAT. ANN. §12-296","4.35","Money","If a specific product is approved by FDA as a Modified Risk Tobacco Product, its tax shall be reduced by 50 percent.","10/25/2017","12/1/2017","
,  
(41.56266102000046, -72.64984095199964)","5","LEG","1010LEG","670CGR","10GRP","411"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Dissolvable Tobacco","OSH","Restrictions","Dissolvable Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(41.56266102000046, -72.64984095199964)","2","LEG","1020LEG","684EDT","10GRP","401"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Moist Snuff Tobacco Tax ($ per ounce)","3.00","CONN. GEN. STAT. ANN. §12-330c","3","Money","If a specific product is approved by FDA as a Modified Risk Tobacco Product, its tax shall be reduced by 50 percent.","10/25/2017","12/1/2017","
,  
(41.56266102000046, -72.64984095199964)","2","LEG","1020LEG","681EMS","10GRP","389"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Percent Value","No Provision",,"0","Number",,,,"
,  
(41.56266102000046, -72.64984095199964)","3","LEG","1020LEG","683EST","10GRP","398"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Roll-Your-Own Tobacco","OSH","Restrictions","Percent Value","50","CONN. GEN. STAT. ANN. §§ 12-330a and 12-330c","50","Number","If a specific product is approved by FDA as a Modified Risk Tobacco Product, its tax shall be reduced by 50 percent.","5/4/2011","7/1/2011","
,  
(41.56266102000046, -72.64984095199964)","3","LEG","1010LEG","674ERO","10GRP","382"
"2022","3","CT","Connecticut","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Other Requirements","No Provision",,"0","Ranking",,,,"
,  
(41.56266102000046, -72.64984095199964)","4","LEG","1030LEG","690CET","12GRP","352"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Type of Tax","Per Ounce","CONN. GEN. STAT. ANN. §§ 12-330a and 12-330c","0",,,"5/26/2000","7/1/2000","
,  
(41.56266102000046, -72.64984095199964)","4","LEG","1020LEG","682EDS","10GRP","395"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Type of Tax","No Provision",,"0",,,,,"
,  
(41.56266102000046, -72.64984095199964)","4","LEG","1020LEG","683EST","10GRP","399"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Chewing Tobacco Tax","Yes","CONN. GEN. STAT. ANN. §§ 12-330a and 12-330c","2","Yes/No",,"5/26/2000","7/1/2000","
,  
(41.56266102000046, -72.64984095199964)","1","LEG","1020LEG","680CHW","10GRP","407"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Dry Snuff Tobacco Tax","Yes","CONN. GEN. STAT. ANN. §§ 12-330a and 12-330c","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(41.56266102000046, -72.64984095199964)","1","LEG","1020LEG","682EDS","10GRP","392"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Roll-Your-Own Tobacco","OSH","Restrictions","Type of Tax","Wholesale Sales Price","CONN. GEN. STAT. ANN. §§ 12-330a and 12-330c","0",,,"1/1/1995","1/1/1995","
,  
(41.56266102000046, -72.64984095199964)","4","LEG","1010LEG","674ERO","10GRP","383"
"2022","3","CT","Connecticut","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Encrypted Image/Hologram Required","No Provision",,"0","Ranking",,,,"
,  
(41.56266102000046, -72.64984095199964)","3","LEG","1030LEG","690CET","12GRP","351"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Snus Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(41.56266102000046, -72.64984095199964)","2","LEG","1020LEG","683EST","10GRP","397"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Cigar Tax","Yes",,"2","Yes/No",,,,"
,  
(41.56266102000046, -72.64984095199964)","1","LEG","1010LEG","671CIG","10GRP","412"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Snus Tobacco Tax","No Provision",,"0","Yes/No",,,,"
,  
(41.56266102000046, -72.64984095199964)","1","LEG","1020LEG","683EST","10GRP","396"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Dissolvable Tobacco","OSH","Restrictions","Percent Value","No Provision",,"0","Number",,,,"
,  
(41.56266102000046, -72.64984095199964)","4","LEG","1020LEG","684EDT","10GRP","403"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Type of Tax","Wholesale Sales Price","CONN. GEN. STAT. ANN. §§ 12-330a and 12-330c","0",,,"1/1/1995","1/1/1995","
,  
(41.56266102000046, -72.64984095199964)","4","LEG","1010LEG","673EPT","10GRP","379"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Percent Value","50","CONN. GEN. STAT. ANN. §§ 12-330a and 12-330c","50","Number",,"5/4/2011","7/1/2011","
,  
(41.56266102000046, -72.64984095199964)","3","LEG","1010LEG","673EPT","10GRP","378"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Percent Value","No Provision",,"0","Number",,"5/26/2000","7/1/2000","
,  
(41.56266102000046, -72.64984095199964)","3","LEG","1020LEG","682EDS","10GRP","394"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Pipe Tobacco Tax","Yes","CONN. GEN. STAT. ANN. §§ 12-330a","2","Yes/No",,"5/31/1989","7/1/1989","
,  
(41.56266102000046, -72.64984095199964)","1","LEG","1010LEG","673EPT","10GRP","376"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Percent Value","50","CONN. GEN. STAT. ANN. §§ 12-330a and 12-330c","50","Number","If a specific product is approved by FDA as a Modified Risk Tobacco Product, its tax shall be reduced by 50 percent.","5/4/2011","7/1/2011","
,  
(41.56266102000046, -72.64984095199964)","3","LEG","1020LEG","680CHW","10GRP","409"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Type of Tax","Wholesale Sales Price","CONN. GEN. STAT. ANN. §§ 12-330a and 12-330c","0",,,"9/8/2009","10/1/2009","
,  
(41.56266102000046, -72.64984095199964)","4","LEG","1010LEG","671CIG","10GRP","415"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Type of Tax","Wholesale Sales Price","CONN. GEN. STAT. ANN. §§ 12-330a and 12-330c","0",,,"9/8/2009","10/1/2009","
,  
(41.56266102000046, -72.64984095199964)","4","LEG","1010LEG","672LCG","10GRP","419"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Percent Value","No Provision",,"0","Number",,"5/26/2000","7/1/2000","
,  
(41.56266102000046, -72.64984095199964)","3","LEG","1020LEG","681EMS","10GRP","390"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Pipe Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(41.56266102000046, -72.64984095199964)","2","LEG","1010LEG","673EPT","10GRP","377"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Little Cigar Tax ($ per pack of 20)","No Provision",,"0","Money",,,,"
,  
(41.56266102000046, -72.64984095199964)","2","LEG","1010LEG","672LCG","10GRP","417"
"2022","3","CT","Connecticut","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Percent Value","50","CONN. GEN. STAT. ANN. §§ 12-330a and 12-330c","50","Number","The tax on cigars shall not exceed $0.50 per cigar. If a specific product is approved by FDA as a Modified Risk Tobacco Product, its tax shall be reduced by 50 percent.","5/4/2011","7/1/2011","
,  
(41.56266102000046, -72.64984095199964)","3","LEG","1010LEG","671CIG","10GRP","414"
"2022","3","CT","Connecticut","Legislation - Tax Non-Combustible Tobacco","Dissolvable Tobacco","OSH","Restrictions","Type of Tax","No Provision",,"0",,,,,"
,  
(41.56266102000046, -72.64984095199964)","5","LEG","1020LEG","684EDT","10GRP","404"
"2022","3","DE","Delaware","Legislation - Tax Combustible Tobacco","Cigarette","OSH","Restrictions","Cigarette Tax ($ per pack)","2.100","DEL. CODE ANN. tit. 30, § 5305","2.1","Money",,"7/3/2017","9/1/2017","
,  
(39.008830667000495, -75.57774116799965)","5","LEG","1010LEG","670CGR","10GRP","411"
"2022","3","DE","Delaware","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Other Requirements","No Provision",,"0","Ranking",,,,"
,  
(39.008830667000495, -75.57774116799965)","4","LEG","1030LEG","690CET","12GRP","352"
"2022","3","DE","Delaware","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Type of Tax","Wholesale Price","DEL. CODE ANN. tit. 30 § 5305","0",,,"1/1/1995","1/1/1995","
,  
(39.008830667000495, -75.57774116799965)","4","LEG","1010LEG","673EPT","10GRP","379"
"2022","3","DE","Delaware","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Snus Tobacco Tax","Yes","DEL. CODE ANN. tit. 30 § 5305","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(39.008830667000495, -75.57774116799965)","1","LEG","1020LEG","683EST","10GRP","396"
"2022","3","DE","Delaware","Legislation - Tax Non-Combustible Tobacco","Dissolvable Tobacco","OSH","Restrictions","Dissolvable Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(39.008830667000495, -75.57774116799965)","2","LEG","1020LEG","684EDT","10GRP","401"
"2022","3","DE","Delaware","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Moist Snuff Tobacco Tax","Yes","DEL. CODE ANN. tit. 30 § 5305","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(39.008830667000495, -75.57774116799965)","1","LEG","1020LEG","681EMS","10GRP","388"
