"year","locationabbr","locationdesc","datasource","topictype","topicdesc","measuredesc","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","gender","geolocation","topictypeid","topicid","measureid","submeasureid","displayorder"
"2005-2009","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"7987",,,"Male","
, MS 
(32.745510099, -89.538030825)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"13145",,,"Male","
, AL 
(32.840571122, -86.631860762)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"15544",,,"Overall","
, MS 
(32.745510099, -89.538030825)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"2063",,,"Male","
, DE 
(39.008830667, -75.577741168)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"9170",,,"Male","
, MI 
(44.661319543001, -84.71439027)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"16355",,,"Male","
, TN 
(35.68094058, -85.774490914)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"9300",,,"Overall","
, MA 
(42.27687047, -72.082690675)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"25830",,,"Overall","
, AL 
(32.840571122, -86.631860762)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"23467",,,"Overall","
, MD 
(39.290580964, -76.609260111)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"31061",,,"Overall","
, VA 
(37.542680674, -78.457890463)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"800",,,"Overall","
, WY 
(43.235541343, -108.109830353)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"9552",,,"Male","
, MN 
(46.355648736, -94.794200503)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"880",,,"Male","
, UT 
(39.360700171, -111.587130635)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"1570",,,"Overall","
, MT 
(47.066528972, -109.424420645)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","GA","Georgia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"34530",,,"Overall","
, GA 
(32.839681093, -83.627580346)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"4070",,,"Female","
, NE 
(41.641040988001, -99.365720623)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","MO","Missouri","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"4760",,,"Female","
, MO 
(38.635790776, -92.566300053)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"6310",,,"Male","
, NJ 
(40.130570048, -74.273691288)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","KS","Kansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"13619",,,"Overall","
, KS 
(38.3477403, -98.200781227)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"12793",,,"Male","
, WA 
(47.522278629, -120.47001079)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"2890",,,"Female","
, LA 
(31.312660644, -92.445680071)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","WI","Wisconsin","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"7850",,,"Overall","
, WI 
(44.393191174, -89.816370742)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","RI","Rhode Island","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"2888",,,"Female","
, RI 
(41.708280193, -71.522470314)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"1490",,,"Male","
, NE 
(41.641040988001, -99.365720623)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"9245",,,"Female","
, MN 
(46.355648736, -94.794200503)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"10936",,,"Female","
, AZ 
(34.86597028, -111.763811277)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"4082",,,"Overall","
, DE 
(39.008830667, -75.577741168)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"920",,,"Male","
, HI 
(21.304850435, -157.857749403)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"15689",,,"Male","
, VA 
(37.542680674, -78.457890463)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"730",,,"Female","
, ID 
(43.682630005, -114.363730042)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"2536",,,"Overall","
, DC 
(38.890371385, -77.031961127)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"470",,,"Female","
, SD 
(44.353130053, -100.373530637)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","GA","Georgia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"16868",,,"Female","
, GA 
(32.839681093, -83.627580346)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","MO","Missouri","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"6220",,,"Male","
, MO 
(38.635790776, -92.566300053)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"2020",,,"Female","
, DE 
(39.008830667, -75.577741168)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"1940",,,"Overall","
, NH 
(43.655950113, -71.50036092)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"41095",,,"Female","
, TX 
(31.827240407, -99.426770206)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"1070",,,"Male","
, ID 
(43.682630005, -114.363730042)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"610",,,"Overall","
, AK 
(64.845079957001, -147.722059036)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"360",,,"Male","
, AK 
(64.845079957001, -147.722059036)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"16570",,,"Male","
, TX 
(31.827240407, -99.426770206)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"90374",,,"Overall","
, NY 
(42.827001032, -75.543970427)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","IL","Illinois","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"18280",,,"Overall","
, IL 
(40.485010283, -88.997710178)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"11500",,,"Male","
, OH 
(40.060210141, -82.404260056)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"7490",,,"Overall","
, MD 
(39.290580964, -76.609260111)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"5650",,,"Overall","
, ID 
(43.682630005, -114.363730042)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","GA","Georgia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"6990",,,"Male","
, GA 
(32.839681093, -83.627580346)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"4523",,,"Overall","
, MT 
(47.066528972, -109.424420645)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"1350",,,"Male","
, ME 
(45.254228894001, -68.985031336)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","RI","Rhode Island","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"910",,,"Male","
, RI 
(41.708280193, -71.522470314)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"11380",,,"Overall","
, TN 
(35.68094058, -85.774490914)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","IN","Indiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"15634",,,"Female","
, IN 
(39.766910452, -86.149960194)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","ND","North Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"1677",,,"Male","
, ND 
(47.475319779, -100.118421049)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"4020",,,"Male","
, MD 
(39.290580964, -76.609260111)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","IN","Indiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"11070",,,"Overall","
, IN 
(39.766910452, -86.149960194)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","CT","Connecticut","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"2340",,,"Female","
, CT 
(41.56266102, -72.649840952)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"8405",,,"Male","
, AR 
(34.748650124, -92.274490743)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","KY","Kentucky","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"3740",,,"Female","
, KY 
(37.645970271, -84.774971048)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"49030",,,"Male","
, FL 
(28.932040377, -81.928960539)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","CO","Colorado","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"14958",,,"Overall","
, CO 
(38.843840757, -106.133610921)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"16380",,,"Overall","
, OR 
(44.567449424, -120.155031326)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","NM","New Mexico","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"2630",,,"Overall","
, NM 
(34.520880952, -106.240580985)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"890",,,"Female","
, NH 
(43.655950113, -71.50036092)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"7230",,,"Overall","
, SC 
(33.998821303, -81.045371207)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"3492",,,"Male","
, ME 
(45.254228894001, -68.985031336)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","KY","Kentucky","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"11753",,,"Male","
, KY 
(37.645970271, -84.774971048)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"530",,,"Male","
, VT 
(43.625381239, -72.517640791)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"1892",,,"Female","
, SD 
(44.353130053, -100.373530637)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"2794",,,"Overall","
, VT 
(43.625381239, -72.517640791)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"23342",,,"Overall","
, AZ 
(34.86597028, -111.763811277)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"8290",,,"Overall","
, WA 
(47.522278629, -120.47001079)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","ND","North Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"3217",,,"Overall","
, ND 
(47.475319779, -100.118421049)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"5470",,,"Overall","
, OR 
(44.567449424, -120.155031326)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"65778",,,"Female","
, CA 
(37.638640123, -120.999999538)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"5470",,,"Female","
, NJ 
(40.130570048, -74.273691288)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","NC","North Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"20569",,,"Male","
, NC 
(35.466220975, -79.159250463)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"770",,,"Male","
, SD 
(44.353130053, -100.373530637)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"11780",,,"Overall","
, NJ 
(40.130570048, -74.273691288)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","CO","Colorado","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"7605",,,"Male","
, CO 
(38.843840757, -106.133610921)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","IL","Illinois","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"27788",,,"Male","
, IL 
(40.485010283, -88.997710178)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","IL","Illinois","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"7950",,,"Female","
, IL 
(40.485010283, -88.997710178)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"8423",,,"Male","
, OR 
(44.567449424, -120.155031326)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"5790",,,"Overall","
, AR 
(34.748650124, -92.274490743)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"3364",,,"Female","
, ME 
(45.254228894001, -68.985031336)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"960",,,"Overall","
, VT 
(43.625381239, -72.517640791)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"39091",,,"Overall","
, NJ 
(40.130570048, -74.273691288)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"1340",,,"Overall","
, UT 
(39.360700171, -111.587130635)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"16344",,,"Overall","
, AR 
(34.748650124, -92.274490743)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"7555",,,"Female","
, MS 
(32.745510099, -89.538030825)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","NV","Nevada","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"4542",,,"Female","
, NV 
(39.49324039, -117.071840564)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"18921",,,"Male","
, NJ 
(40.130570048, -74.273691288)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"43060",,,"Male","
, NY 
(42.827001032, -75.543970427)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"13360",,,"Female","
, NY 
(42.827001032, -75.543970427)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","MO","Missouri","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"10970",,,"Overall","
, MO 
(38.635790776, -92.566300053)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"680",,,"Female","
, MT 
(47.066528972, -109.424420645)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"1440",,,"Overall","
, DE 
(39.008830667, -75.577741168)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","MO","Missouri","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"15649",,,"Male","
, MO 
(38.635790776, -92.566300053)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"10310",,,"Overall","
, VA 
(37.542680674, -78.457890463)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"16170",,,"Overall","
, MI 
(44.661319543001, -84.71439027)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","KY","Kentucky","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"11396",,,"Female","
, KY 
(37.645970271, -84.774971048)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"22010",,,"Overall","
, PA 
(40.793730152, -77.860700294)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","NV","Nevada","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"1760",,,"Female","
, NV 
(39.49324039, -117.071840564)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"4720",,,"Male","
, AZ 
(34.86597028, -111.763811277)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"7210",,,"Overall","
, LA 
(31.312660644, -92.445680071)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"18420",,,"Male","
, FL 
(28.932040377, -81.928960539)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"430",,,"Female","
, VT 
(43.625381239, -72.517640791)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"25112",,,"Overall","
, WA 
(47.522278629, -120.47001079)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","CT","Connecticut","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"15804",,,"Overall","
, CT 
(41.56266102, -72.649840952)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"5410",,,"Overall","
, MS 
(32.745510099, -89.538030825)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"84996",,,"Overall","
, TX 
(31.827240407, -99.426770206)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","NM","New Mexico","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"1530",,,"Male","
, NM 
(34.520880952, -106.240580985)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"2400",,,"Female","
, OR 
(44.567449424, -120.155031326)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"1263",,,"Male","
, DC 
(38.890371385, -77.031961127)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"11955",,,"Female","
, MD 
(39.290580964, -76.609260111)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"9764",,,"Female","
, SC 
(33.998821303, -81.045371207)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","IN","Indiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"31425",,,"Overall","
, IN 
(39.766910452, -86.149960194)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","IL","Illinois","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"56421",,,"Overall","
, IL 
(40.485010283, -88.997710178)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","KY","Kentucky","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"8860",,,"Overall","
, KY 
(37.645970271, -84.774971048)","HLT","500HLT","501SAM","1GEN","01"
