"year","who_region","datasource","country","surveysite","topic","mpower","indicator","indicator_level","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","sample_size","age","gender","residence","geolocation","regionabbr","countryabbr","surveysiteabbr","locationid","topicid","mpowerid","indicatorid","responseid","stratificationcategoryid1","stratificationid1","datavaluetypeid"
"2009","South-East Asia Region","GATS","India","India - Chhattisgarh","Economics","Raise","Percentage of bidi smokers whose last bidi purchase was from various sources","Duty-free shop","%","Percentage","0",,,,,"57","45-64",,,"POINT (78.96288 20.593684)","SEAR","in","in037","1480","T08","M06","Q205","ILVL042","AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - Goa","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting smokeless tobacco from various sources in the last 30 days","On television","%","Percentage","3.8",,,"2.5","5.7","1766","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in033","169","T14","M04","Q215","ILVL082","AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Gujarat","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco on a less than daily basis","Occasional users, formerly daily","%","Percentage","1.5",,,"0.9","2.6","1338",,"Male",,"POINT (78.96288 20.593684)","SEAR","in","in009","181","T06","M01","Q167","ILVL076","GENDER","G01","Prctg"
"2009","South-East Asia Region","GATS","Bangladesh","Bangladesh - National","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco, and have never smoked on a daily basis in the past","Never smoker","%","Percentage","55.9",,,"53.1","58.7","2084","45-64",,,"POINT (90.356331 23.684994)","SEAR","bg","bg100","327","T06","M01","Q155","ILVL069","AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - Tripura","Economics","Raise","Percentage of manufactured cigarette smokers whose last cigarette purchase was from various sources","Restaurant/bar","%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in026","638","T08","M06","Q182","ILVL094","AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Andhra Pradesh","Secondhand Smoke","Protect","Percentage of all adults who were exposed to tobacco smoke inside various public places in the past 30 days","Government buildings","%","Percentage","6",,,"4.8","7.6","2736","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in002","21","T10","M03","Q180","ILVL051","AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Punjab","Tobacco Use","Monitor","Percentage of current tobacco users who only smoke tobacco; smoke tobacco and use smokeless tobacco; or only use smokeless tobacco","Smokeless only","%","Percentage","43.8",,,"34.1","53.9","171","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in023","548","T06","M01","Q163","ILVL097","AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Assam","Tobacco Use","Monitor","Percentage of adults who are current smokers of various tobacco products","Bidis","%","Percentage","0.1",,,"0","0.4","2613",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in003","32","T06","M01","Q157","ILVL023","GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Karnataka","Economics","Raise","Percentage of manufactured cigarette smokers whose last cigarette purchase was from various sources","Internet","%","Percentage",,"~","Indicates estimate based on less than 25 unweighted cases and has been suppressed.",,,"0","65+",,,"POINT (78.96288 20.593684)","SEAR","in","in019","221","T08","M06","Q182","ILVL060","AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","India","India - Maharashtra","Economics","Raise","Percentage of manufactured cigarette smokers whose last cigarette purchase was from various sources","Restaurant/bar","%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in016","262","T08","M06","Q182","ILVL094","AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","India","India - National","Secondhand Smoke","Protect","Percentage of adults who visited various public places and were exposed to tobacco smoke inside in the past 30 days","Government buildings","%","Percentage","24.2",,,"21.9","26.7","3827","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in100","386","T10","M03","Q181","ILVL051","AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Mizoram","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting smokeless tobacco from various sources in the last 30 days","On public walls","%","Percentage","0.1",,,"0","0.6","791",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in031","291","T14","M04","Q215","ILVL081","GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - West Region","Tobacco Use","Monitor","Percentage of adults who are current smokers of various tobacco products","Water pipes","%","Percentage","0.8",,,"0.4","1.5","4540",,"Male",,"POINT (78.96288 20.593684)","SEAR","in","in171","1487","T06","M01","Q157","ILVL105","GENDER","G01","Prctg"
"2009","South-East Asia Region","GATS","India","India - Arunachal Pradesh","Media","Warn","Percentage of adults who have noticed information about the dangers of using smokeless tobacco or that encourages quitting from various sources in the last 30 days","On the radio","%","Percentage","9.6",,,"6.5","13.8","1250",,,"Total","POINT (78.96288 20.593684)","SEAR","in","in102","30","T14","M05","Q210","ILVL084","RESIDENCE","R9901","Prctg"
"2011","European Region","GATS","Romania","Romania - National","Knowledge, Attitudes, and Perceptions","Warn","Percentage of adults who believe that using smokeless tobacco causes serious illness",,"%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,,,,"Urban","POINT (24.96676 45.943161)","EUR","ro","ro100","450","T15","M05","Q194",,"RESIDENCE","R02","Prctg"
"2009","South-East Asia Region","GATS","India","India - East Region","Economics","Raise","Percentage of bidi smokers whose last bidi purchase was from various sources","Vending machine","%","Percentage","0",,,,,"47","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in170","1481","T08","M06","Q205","ILVL104","AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Himachal Pradesh","Media","Enforce","Percentage of adults who noticed various bidi promotions in the last 30 days","Clothing/items with bidi brand name or logo","%","Percentage","2.6",,,"0.9","6.8","195","65+",,,"POINT (78.96288 20.593684)","SEAR","in","in011","191","T14","M04","Q214","ILVL029","AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","India","India - Sikkim","Economics","Raise","Percentage of bidi smokers whose last bidi purchase was from various sources","Outside the country","%","Percentage",,"~","Indicates estimate based on less than 25 unweighted cases and has been suppressed.",,,"0","65+",,,"POINT (78.96288 20.593684)","SEAR","in","in029","592","T08","M06","Q205","ILVL088","AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","India","India - South Region","Tobacco Use","Monitor","Percentage of adults who are current smokers of various tobacco products","Hand-rolled cigarettes","%","Percentage","1.2",,,"0.7","1.9","5732",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in173","1486","T06","M01","Q157","ILVL053","GENDER","G02","Prctg"
"2009","Western Pacific Region","GATS","Philippines","Philippines - National","Economics","Raise","Percentage of manufactured cigarette smokers whose last cigarette purchase was from various sources","From another person","%","Percentage","0.6",,,"0.1","4","347",,"Female",,"POINT (121.774017 12.879721)","WPR","rp","rp100","451","T08","M06","Q182","ILVL049","GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","Bangladesh","Bangladesh - National","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco on a less than daily basis","Occasional smokers","%","Percentage","2.5",,,"1.9","3.2","4897","25-44",,,"POINT (90.356331 23.684994)","SEAR","bg","bg100","327","T06","M01","Q152","ILVL072","AGE","A03","Prctg"
"2012","Region of the Americas","GATS","Argentina","Argentina - National","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco",,"%","Percentage","73",,,"66.3","78.7","2698","25-44",,,"POINT (-63.616672 -38.416097)","AMR","ar","ar100","319","T06","M01","Q153",,"AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Uttarakhand","Economics","Raise","Percentage of bidi smokers whose last bidi purchase was from various sources","Store","%","Percentage","77.9",,,"67.1","86","355","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in104","666","T08","M06","Q205","ILVL100","AGE","A9901","Prctg"
"2009","European Region","GATS","Russian Federation","Russian Federation - National","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco on a less than daily basis","Occasional users, never daily","%","Percentage","0.4",,,"0.3","0.7","11399","Total",,,"POINT (105.318756 61.52401)","EUR","rs","rs100","453","T06","M01","Q167","ILVL077","AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Delhi","Tobacco Use","Monitor","Percentage of adults who are current smokers of various tobacco products","Bidis","%","Percentage","9.8",,,"7.4","12.8","1197","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in007","129","T06","M01","Q157","ILVL023","AGE","A03","Prctg"
"2011","European Region","GATS","Romania","Romania - National","Media","Enforce","Percentage of adults who have noticed any sport or sporting event associated with cigarette brands or companies in the last 30 days",,"%","Percentage","5",,,"4.2","5.9","4515",,,"Total","POINT (24.96676 45.943161)","EUR","ro","ro100","450","T14","M04","Q189",,"RESIDENCE","R9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Chhattisgarh","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco on a less than daily basis","Occasional smokers","%","Percentage","5.8",,,"2.6","12.7","174","65+",,,"POINT (78.96288 20.593684)","SEAR","in","in037","1480","T06","M01","Q152","ILVL072","AGE","A05","Prctg"
"2009","European Region","GATS","Poland","Poland - National","Media","Enforce","Percentage of adults who have noticed any sport or sporting event associated with cigarette brands or companies in the last 30 days",,"%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0",,"Total",,"POINT (19.145136 51.919438)","EUR","pl","pl100","442","T14","M04","Q189",,"GENDER","G9901","Prctg"
"2009","Region of the Americas","GATS","Uruguay","Uruguay - National","Secondhand Smoke","Protect","Percentage of adults who visited various public places and were exposed to tobacco smoke inside in the past 30 days","Government buildings","%","Percentage","4.2",,,"2.6","6.8","501","65+",,,"POINT (-55.765835 -32.522779)","AMR","uy","uy100","489","T10","M03","Q181","ILVL051","AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","India","India - Rajasthan","Knowledge, Attitudes, and Perceptions","Warn","Percentage of adults who believe that smoking tobacco causes serious illness",,"%","Percentage","90.8",,,"86.8","93.7","1036",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in024","554","T15","M05","Q191",,"GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Uttarakhand","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting cigarettes from various sources in the last 30 days","On public walls","%","Percentage","2",,,"1.2","3.2","1950","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in104","666","T14","M04","Q188","ILVL081","AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Rajasthan","Media","Warn","Percentage of adults who have noticed information about the dangers of using smokeless tobacco or that encourages quitting from various sources in the last 30 days","On television","%","Percentage","28.5",,,"23.5","34.1","1044","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in024","554","T14","M05","Q210","ILVL082","AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","India","India - West Region","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting cigarettes from various sources in the last 30 days","On the internet","%","Percentage","0.7",,,"0.5","1.2","4531",,"Male",,"POINT (78.96288 20.593684)","SEAR","in","in171","1487","T14","M04","Q188","ILVL083","GENDER","G01","Prctg"
"2009","South-East Asia Region","GATS","India","India - Goa","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting smokeless tobacco from various sources in the last 30 days","On posters","%","Percentage","1.4",,,"0.7","2.9","1764","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in033","169","T14","M04","Q215","ILVL079","AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Meghalaya","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting cigarettes from various sources in the last 30 days","In cinemas","%","Percentage","4.3",,,"1.3","13.7","49","65+",,,"POINT (78.96288 20.593684)","SEAR","in","in018","286","T14","M04","Q188","ILVL056","AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","India","India - Bihar","Media","Enforce","Percentage of adults who have noticed any sport or sporting event associated with cigarette brands or companies in the last 30 days",,"%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0",,"Total",,"POINT (78.96288 20.593684)","SEAR","in","in034","57","T14","M04","Q189",,"GENDER","G9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Rajasthan","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco, and have never used smokeless tobacco on a daily basis in the past","Never user","%","Percentage","90.6",,,"86.8","93.4","1037",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in024","554","T06","M01","Q170","ILVL070","GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Uttar Pradesh","Economics","Raise","Percentage of bidi smokers whose last bidi purchase was from various sources","From another person","%","Percentage","1.4",,,"0.5","3.8","341",,,"Rural","POINT (78.96288 20.593684)","SEAR","in","in036","665","T08","M06","Q205","ILVL049","RESIDENCE","R03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Bihar","Tobacco Use","Monitor","Percentage of daily smokers or smokeless tobacco users who report first tobacco use <= 5 minutes, 6-30 minutes, 31-60 minutes, or greater than 60 minutes after waking",">60 minutes","%","Percentage","37.6",,,"31.3","44.4","354",,,"Urban","POINT (78.96288 20.593684)","SEAR","in","in034","57","T06","M01","Q164","ILVL009","RESIDENCE","R02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Delhi","Economics","Raise","Percentage of smokeless tobacco users whose last smokeless purchase was from various sources","Street vendor","%","Percentage","12.1",,,"6.4","21.6","168",,"Male",,"POINT (78.96288 20.593684)","SEAR","in","in007","129","T08","M06","Q208","ILVL101","GENDER","G01","Prctg"
"2009","South-East Asia Region","GATS","India","India - Rajasthan","Economics","Raise","Percentage of manufactured cigarette smokers whose last cigarette purchase was from various sources","Restaurant/bar","%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0","65+",,,"POINT (78.96288 20.593684)","SEAR","in","in024","554","T08","M06","Q182","ILVL094","AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","India","India - Jharkhand","Media","Warn","Percentage of adults who have noticed information about the dangers of smoking bidis or that encourages quitting from various sources in the last 30 days","In newspapers or in magazines","%","Percentage","7.2",,,"5","10.4","979",,"Male",,"POINT (78.96288 20.593684)","SEAR","in","in038","1482","T14","M05","Q209","ILVL057","GENDER","G01","Prctg"
"2009","South-East Asia Region","GATS","India","India - National","Economics","Raise","Percentage of bidi smokers whose last bidi purchase was from various sources","From another person","%","Percentage","0.1",,,"0.1","0.3","5627",,"Male",,"POINT (78.96288 20.593684)","SEAR","in","in100","386","T08","M06","Q205","ILVL049","GENDER","G01","Prctg"
"2009","South-East Asia Region","GATS","India","India - Andhra Pradesh","Economics","Raise","Percentage of manufactured cigarette smokers whose last cigarette purchase was from various sources","Duty-free shop","%","Percentage","0",,,,,"148","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in002","21","T08","M06","Q182","ILVL042","AGE","A03","Prctg"
"2012","Region of the Americas","GATS","Argentina","Argentina - National","Knowledge, Attitudes, and Perceptions","Warn","Percentage of adults who believe that smoking causes stroke, heart attack, or lung cancer","Lung cancer","%","Percentage","99.1",,,"98.4","99.5","1645","45-64",,,"POINT (-63.616672 -38.416097)","AMR","ar","ar100","319","T15","M05","Q192","ILVL064","AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - Puducherry","Media","Enforce","Percentage of adults who have noticed any sport or sporting event associated with cigarette brands or companies in the last 30 days",,"%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0","45-64",,,"POINT (78.96288 20.593684)","SEAR","in","in022","1485","T14","M04","Q189",,"AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - West Region","Tobacco Use","Monitor","Percentage of adults who are current smokers of various tobacco products","Pipes full of tobacco","%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in171","1487","T06","M01","Q157","ILVL091","GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Central Region","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting cigarettes from various sources in the last 30 days","On television","%","Percentage","7.2",,,"5.8","9","2186","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in174","1479","T14","M04","Q188","ILVL082","AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Haryana","Tobacco Use","Monitor","Percentage of ever daily tobacco smokers who currently do not smoke tobacco",,"%","Percentage","4.9",,,"3","7.8","433",,"Total",,"POINT (78.96288 20.593684)","SEAR","in","in010","188","T06","M01","Q156",,"GENDER","G9901","Prctg"
"2009","Eastern Mediterranean Region","GATS","Egypt","Egypt - National","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco, but have smoked on a daily basis in the past",,"%","Percentage","0.9",,,"0.6","1.4","4226","15-24",,,"POINT (30.802498 26.820553)","EMR","eg","eg100","358","T06","M01","Q154",,"AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Haryana","Tobacco Use","Monitor","Percentage of adults who are current users of various smokeless tobacco products","Nasal","%","Percentage","0.1",,,"0","0.7","1057",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in010","188","T06","M01","Q172","ILVL067","GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Odisha","Secondhand Smoke","Protect","Percentage of all adults who were exposed to tobacco smoke inside various public places in the past 30 days","Public transportation","%","Percentage","6.2",,,"3","12.3","351","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in021","525","T10","M03","Q180","ILVL093","AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Puducherry","Tobacco Use","Monitor","Percentage of daily smokers or smokeless tobacco users who report first tobacco use <= 5 minutes, 6-30 minutes, 31-60 minutes, or greater than 60 minutes after waking","6-30 minutes","%","Percentage","55.9",,,"47.5","64","221",,"Male",,"POINT (78.96288 20.593684)","SEAR","in","in022","1485","T06","M01","Q164","ILVL020","GENDER","G01","Prctg"
"2011","Western Pacific Region","GATS","Malaysia","Malaysia - National","Tobacco Use","Monitor","Percentage of ever daily smokeless tobacco users who currently do not use smokeless tobacco",,"%","Percentage","10.1",,,"2.9","29.5","36",,,"Total","POINT (101.975766 4.210484)","WPR","my","my100","428","T06","M01","Q171",,"RESIDENCE","R9901","Prctg"
"2011","South-East Asia Region","GATS","Thailand","Thailand - National","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco, and have never used smokeless tobacco on a daily basis in the past","Current non-users, never daily","%","Percentage","94.1",,,"93.2","94.8","11825",,"Female",,"POINT (100.992541 15.870032)","SEAR","th","th100","472","T06","M01","Q170","ILVL039","GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Mizoram","Cessation","Offer","Percentage of current smokeless tobacco users who are planning to quit within the next month, who are thinking about quitting within the next 12 months, who will quit someday but not in the next 12 months, who are not interested in quitting, or who don’t know about their interest in quitting","Don't know","%","Percentage","45.9",,,"38.6","53.3","415",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in031","291","T01","M02","Q204","ILVL041","GENDER","G02","Prctg"
"2010","Western Pacific Region","GATS","China","China - National","Tobacco Use","Monitor","Percentage of adults who are current users of various smokeless tobacco products","Oral","%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0",,"Female",,"POINT (104.195397 35.86166)","WPR","ch","ch100","1475","T06","M01","Q172","ILVL085","GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Bihar","Tobacco Use","Monitor","Percentage of adults who are current users of various smokeless tobacco products","Nasal","%","Percentage","0",,,"0","0.2","1538",,,"Rural","POINT (78.96288 20.593684)","SEAR","in","in034","57","T06","M01","Q172","ILVL067","RESIDENCE","R03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Sikkim","Secondhand Smoke","Protect","Percentage of adults who visited various public places and were exposed to tobacco smoke inside in the past 30 days","Restaurants","%","Percentage","68.1",,,"57","77.4","97",,,"Urban","POINT (78.96288 20.593684)","SEAR","in","in029","592","T10","M03","Q181","ILVL095","RESIDENCE","R02","Prctg"
"2008","Region of the Americas","GATS","Brazil","Brazil - National","Knowledge, Attitudes, and Perceptions","Warn","Percentage of adults who believe that smoking causes stroke, heart attack, or lung cancer","Lung cancer","%","Percentage","95.5",,,"94.9","96","10070","45-64",,,"POINT (-51.92528 -14.235004)","AMR","br","br100","334","T15","M05","Q192","ILVL064","AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - Odisha","Tobacco Use","Monitor","Percentage of adults who are current smokers of various tobacco products","Cigars, cheroots, or cigarillos","%","Percentage","0.2",,,"0","0.5","1531",,,"Rural","POINT (78.96288 20.593684)","SEAR","in","in021","525","T06","M01","Q157","ILVL028","RESIDENCE","R03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Delhi","Media","Warn","Percentage of adults who have noticed information about the dangers of smoking cigarettes or that encourages quitting from various sources in the last 30 days","On the radio","%","Percentage","9",,,"2.4","28.5","30","65+",,,"POINT (78.96288 20.593684)","SEAR","in","in007","129","T14","M05","Q185","ILVL084","AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","India","India - Punjab","Tobacco Use","Monitor","Percentage of ever daily smokers ages 20-34 years old who started smoking daily at <15, 15-16, 17-19, or 20+ years of age","15-16 years old","%","Percentage",,"~","Indicates estimate based on less than 25 unweighted cases and has been suppressed.",,,"0",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in023","548","T06","M01","Q160","ILVL013","GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Goa","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco, and have never smoked on a daily basis in the past","Never smoker","%","Percentage","93.1",,,"91.6","94.4","1766","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in033","169","T06","M01","Q155","ILVL069","AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - West Region","Tobacco Use","Monitor","Percentage of adults who are current users of various smokeless tobacco products","Betel quid with tobacco","%","Percentage","1.4",,,"0.9","2.4","1599","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in171","1487","T06","M01","Q172","ILVL021","AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Delhi","Tobacco Use","Monitor","Percentage of ever daily smokeless tobacco users ages 20-34 years old who started using smokeless tobacco daily at <15, 15-16, 17-19, or 20+ years of age","<15 years old","%","Percentage","3.4",,,"1.5","7.6","87","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in007","129","T06","M01","Q197","ILVL005","AGE","A9901","Prctg"
"2011","European Region","GATS","Romania","Romania - National","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting cigarettes from various sources in the last 30 days","On the radio","%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,,,"Female",,"POINT (24.96676 45.943161)","EUR","ro","ro100","450","T14","M04","Q188","ILVL084","GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Arunachal Pradesh","Economics","Raise","Percentage of manufactured cigarette smokers whose last cigarette purchase was from various sources","Restaurant/bar","%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0",,"Total",,"POINT (78.96288 20.593684)","SEAR","in","in102","30","T08","M06","Q182","ILVL094","GENDER","G9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Jammu and Kashmir","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco on a less than daily basis","Occasional smokers","%","Percentage","2.9",,,"2.1","4","1723","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in012","222","T06","M01","Q152","ILVL072","AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Karnataka","Tobacco Use","Monitor","Percentage of daily bidi smokers who report smoking an average of less than 5, 5-9, 10-14, 15-24, or 25+ bidis per day","<5","%","Percentage",,"~","Indicates estimate based on less than 25 unweighted cases and has been suppressed.",,,"0",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in019","221","T06","M01","Q195","ILVL006","GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Karnataka","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco on a less than daily basis","Occasional smokers","%","Percentage","2",,,"1.2","3.3","919","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in019","221","T06","M01","Q152","ILVL072","AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Sikkim","Cessation","Offer","Percentage of current smokeless tobacco users who are planning to quit within the next month, who are thinking about quitting within the next 12 months, who will quit someday but not in the next 12 months, who are not interested in quitting, or who don’t know about their interest in quitting","Not interested in quitting","%","Percentage","61.5",,,"51.9","70.2","177",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in029","592","T01","M02","Q204","ILVL071","GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Kerala","Tobacco Use","Monitor","Percentage of adults who are current users of various smokeless tobacco products","Betel quid with tobacco","%","Percentage","9",,,"7","11.6","1298",,,"Rural","POINT (78.96288 20.593684)","SEAR","in","in013","226","T06","M01","Q172","ILVL021","RESIDENCE","R03","Prctg"
"2009","Western Pacific Region","GATS","Philippines","Philippines - National","Tobacco Use","Monitor","Percentage of adults who are current smokers of various tobacco products","Bidis","%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0","15-24",,,"POINT (121.774017 12.879721)","WPR","rp","rp100","451","T06","M01","Q157","ILVL023","AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Gujarat","Media","Warn","Percentage of adults who have noticed information about the dangers of using smokeless tobacco or that encourages quitting from various sources in the last 30 days","On television","%","Percentage","51.3",,,"46.1","56.4","1304","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in009","181","T14","M05","Q210","ILVL082","AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Rajasthan","Media","Warn","Percentage of adults who have noticed information about the dangers of smoking cigarettes or that encourages quitting from various sources in the last 30 days","In newspapers or in magazines","%","Percentage","47",,,"39.9","54.2","814",,,"Urban","POINT (78.96288 20.593684)","SEAR","in","in024","554","T14","M05","Q185","ILVL057","RESIDENCE","R02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Central Region","Economics","Raise","Percentage of bidi smokers whose last bidi purchase was from various sources","Duty-free shop","%","Percentage","0",,,,,"132","65+",,,"POINT (78.96288 20.593684)","SEAR","in","in174","1479","T08","M06","Q205","ILVL042","AGE","A05","Prctg"
"2009","Region of the Americas","GATS","Uruguay","Uruguay - National","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting cigarettes from various sources in the last 30 days","On billboards","%","Percentage","12.2",,,"10","14.7","1653","45-64",,,"POINT (-55.765835 -32.522779)","AMR","uy","uy100","489","T14","M04","Q188","ILVL078","AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - Uttar Pradesh","Tobacco Use","Monitor","Percentage of adults who are current smokers of various tobacco products","Hand-rolled cigarettes","%","Percentage","0.3",,,"0.2","0.7","4141",,"Total",,"POINT (78.96288 20.593684)","SEAR","in","in036","665","T06","M01","Q157","ILVL053","GENDER","G9901","Prctg"
"2009","European Region","GATS","Russian Federation","Russian Federation - National","Economics","Raise","Percentage of manufactured cigarette smokers whose last cigarette purchase was from various sources","Kiosks","%","Percentage","19.2",,,"16.3","22.5","2042","25-44",,,"POINT (105.318756 61.52401)","EUR","rs","rs100","453","T08","M06","Q182","ILVL062","AGE","A03","Prctg"
"2010","European Region","GATS","Ukraine","Ukraine - National","Tobacco Use","Monitor","Percentage of adults who are current users of various smokeless tobacco products","Oral","%","Percentage","0",,,,,"4088",,,"Rural","POINT (31.16558 48.379433)","EUR","up","up100","486","T06","M01","Q172","ILVL085","RESIDENCE","R03","Prctg"
