"year","locationabbr","locationdesc","topictype","topicdesc","measuredesc","datasource","response","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","data_value_std_err","low_confidence_limit","high_confidence_limit","sample_size","gender","race","age","education","geolocation","topictypeid","topicid","measureid","stratificationid1","stratificationid2","stratificationid3","stratificationid4","submeasureid","displayorder"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS","15 to 25 Cigarettes","%","Percentage","40.7",,,"40.7","33.3","48.2","220","Female","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","102BEH","131DCF","3GEN","8AGE","6RAC","6EDU","TUS18","18"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","0.3",,,"0.2","0","0.6","1895","Female","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","150BEH","171SSA","3GEN","8AGE","6RAC","6EDU","TUS33","33"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","15.8",,,"2.6","10.7","20.9","412","Overall","African American","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","111CSA","1GEN","8AGE","1RAC","6EDU","TUS22","22"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","American Indian/Alaska Native","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","111CSA","1GEN","8AGE","2RAC","6EDU","TUS22","22"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","15.2",,,"1","13.3","17.2","1832","Overall","All Races","Age 20 and Older",">12th Grade","(34.748650124, -92.274490743)","BEH","100BEH","111CSA","1GEN","6AGE","6RAC","5EDU","TUS24","24"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","TUS-CPS",,,"Mean","15.7",,,"0.6","14.6","16.9","220","Female","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","102BEH","131DCA","3GEN","8AGE","6RAC","6EDU","TUS16","16"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","88.3",,,"0.6","87.1","89.4","3552","Overall","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","150BEH","171SSA","1GEN","8AGE","6RAC","6EDU","TUS35","35"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","0.1",,,"0.1","0","0.2","1894","Female","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","104BEH","172SSA","3GEN","8AGE","6RAC","6EDU","TUS30","30"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS",">25 Cigarettes","%","Percentage","11.5",,,"11.5","7","16","205","Male","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","102BEH","131DCF","2GEN","8AGE","6RAC","6EDU","TUS19","19"
"2014-2015","AR","Arkansas","Smokefree Rules/Policies – Survey Data","Smokefree Rules in Homes (Adults)","Smokefree Rules in Homes","TUS-CPS",,"%","Percentage","81.2",,,"1.1","79","83.4","1908","Overall","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","ENV","351ENV","152SRL","1GEN","8AGE","6RAC","6EDU","TUS04","04"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","97.9",,,"0.6","96.9","99","1895","Female","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","150BEH","171SSA","3GEN","8AGE","6RAC","6EDU","TUS35","35"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","0.9",,,"0.3","0.4","1.5","1894","Female","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","104BEH","172SSA","3GEN","8AGE","6RAC","6EDU","TUS31","31"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","21.7",,,"1.4","19","24.4","1679","Male","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","111CSA","2GEN","8AGE","6RAC","6EDU","TUS21","21"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","24.5",,,"1.8","21","28","1304","Overall","All Races","45 to 64 Years","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","111CSA","1GEN","3AGE","6RAC","6EDU","TUS23","23"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS","<15 Cigarettes","%","Percentage","38.3",,,"38.3","33.5","43.1","425","Overall","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","102BEH","131DCF","1GEN","8AGE","6RAC","6EDU","TUS17","17"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","TUS-CPS",,"%","Percentage","37.5",,,"2.4","32.7","42.2","423","Overall","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","101BEH","168QUA","1GEN","8AGE","6RAC","6EDU","TUS08","08"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","24.5",,,"2.6","19.4","29.6","450","Overall","All Races","Age 25 and Older","<12th Grade","(34.748650124, -92.274490743)","BEH","100BEH","111CSA","1GEN","7AGE","6RAC","3EDU","TUS24","24"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","26.6",,,"1.2","24.2","29","1679","Male","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","173SSA","2GEN","8AGE","6RAC","6EDU","TUS28","28"
"2014-2015","AR","Arkansas","Smokefree Rules/Policies – Survey Data","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","TUS-CPS",,"%","Percentage","81.5",,,"1.6","78.4","84.7","611","Female","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","ENV","350ENV","151SPL","3GEN","8AGE","6RAC","6EDU","TUS03","03"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","5.2",,,"0.8","3.6","6.9","1891","Female","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","103BEH","170SSA","3GEN","8AGE","6RAC","6EDU","TUS12","12"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS","<15 Cigarettes","%","Percentage","28.6",,,"28.6","21.8","35.5","205","Male","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","102BEH","131DCF","2GEN","8AGE","6RAC","6EDU","TUS17","17"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","TUS-CPS",,"%","Percentage","36.6",,,"3.4","29.9","43.3","203","Male","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","101BEH","168QUA","2GEN","8AGE","6RAC","6EDU","TUS09","09"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","16",,,"1.1","13.8","18.1","1673","Overall","All Races","Age 25 and Older",">12th Grade","(34.748650124, -92.274490743)","BEH","100BEH","111CSA","1GEN","7AGE","6RAC","5EDU","TUS24","24"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","TUS-CPS",,,"Mean","16.9",,,"0.4","16.1","17.7","425","Overall","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","102BEH","131DCA","1GEN","8AGE","6RAC","6EDU","TUS14","14"
"2014-2015","AR","Arkansas","Smokefree Rules/Policies – Survey Data","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","TUS-CPS",,"%","Percentage","73.8",,,"2.6","68.8","78.9","400","Male","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","ENV","350ENV","151SPL","2GEN","8AGE","6RAC","6EDU","TUS02","02"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","94.6",,,"0.5","93.6","95.6","3554","Overall","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","104BEH","172SSA","1GEN","8AGE","6RAC","6EDU","TUS32","32"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","TUS-CPS",,"%","Percentage","38.4",,,"3.2","32.1","44.6","220","Female","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","101BEH","168QUA","3GEN","8AGE","6RAC","6EDU","TUS10","10"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","18.5",,,"3.7","11.2","25.8","359","Overall","All Races","18 to 24 Years","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","111CSA","1GEN","1AGE","6RAC","6EDU","TUS23","23"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","94.3",,,"0.8","92.7","95.9","1891","Female","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","103BEH","170SSA","3GEN","8AGE","6RAC","6EDU","TUS13","13"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","25.4",,,"2","21.6","29.3","1102","Overall","All Races","Age 25 and Older","12th Grade","(34.748650124, -92.274490743)","BEH","100BEH","111CSA","1GEN","7AGE","6RAC","4EDU","TUS24","24"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Every Day","%","Percentage","84.3",,,"2.2","80","88.6","339","Female","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","167SSP","3GEN","8AGE","6RAC","6EDU","TUS25","25"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","3.9",,,"0.4","3.1","4.7","3552","Overall","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","150BEH","171SSA","1GEN","8AGE","6RAC","6EDU","TUS33","33"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","20",,,"1","17.9","22","3584","Overall","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","173SSA","1GEN","8AGE","6RAC","6EDU","TUS27","27"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","5.8",,,"2.8","0.2","11.3","186","Overall","Hispanic","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","111CSA","1GEN","8AGE","4RAC","6EDU","TUS22","22"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","TUS-CPS",,,"Mean","18",,,"0.6","16.8","19.2","205","Male","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","102BEH","131DCA","2GEN","8AGE","6RAC","6EDU","TUS15","15"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","89.8",,,"1","87.8","91.8","1660","Male","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","104BEH","172SSA","2GEN","8AGE","6RAC","6EDU","TUS32","32"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","16.2",,,"1","14.2","18.2","1905","Female","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","173SSA","3GEN","8AGE","6RAC","6EDU","TUS28","28"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","5.2",,,"0.5","4.2","6.1","3554","Overall","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","104BEH","172SSA","1GEN","8AGE","6RAC","6EDU","TUS31","31"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","51.7",,,"1.6","48.6","54.8","1679","Male","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","173SSA","2GEN","8AGE","6RAC","6EDU","TUS29","29"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","21.2",,,"0.9","19.5","22.9","3584","Overall","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","173SSA","1GEN","8AGE","6RAC","6EDU","TUS28","28"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","85.2",,,"0.8","83.6","86.7","3547","Overall","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","103BEH","170SSA","1GEN","8AGE","6RAC","6EDU","TUS13","13"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","21.2",,,"1.3","18.7","23.7","1656","Male","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","103BEH","170SSA","2GEN","8AGE","6RAC","6EDU","TUS12","12"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","0.4",,,"0.2","0.1","0.8","1660","Male","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","104BEH","172SSA","2GEN","8AGE","6RAC","6EDU","TUS30","30"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","TUS-CPS",,"%","Percentage","51.5",,,"1.8","47.9","55.1","1122","Overall","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","101BEH","168QUP","1GEN","8AGE","6RAC","6EDU","TUS05","05"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","20.8",,,"1.9","17","24.5","781","Female","All Races","18 to 44 Years","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","111CSA","1GEN","5AGE","6RAC","6EDU","TUS45","45"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Some Days","%","Percentage","19.9",,,"2.7","14.6","25.2","361","Male","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","167SSP","2GEN","8AGE","6RAC","6EDU","TUS26","26"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","3.5",,,"0.6","2.4","4.6","1656","Male","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","103BEH","170SSA","2GEN","8AGE","6RAC","6EDU","TUS11","11"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","58.8",,,"1.2","56.5","61.1","3584","Overall","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","173SSA","1GEN","8AGE","6RAC","6EDU","TUS29","29"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","18.3",,,"1.3","15.7","20.9","1905","Female","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","173SSA","3GEN","8AGE","6RAC","6EDU","TUS27","27"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Every Day","%","Percentage","80.1",,,"2.7","74.8","85.4","361","Male","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","167SSP","2GEN","8AGE","6RAC","6EDU","TUS25","25"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Some Days","%","Percentage","15.7",,,"2.2","11.4","20","339","Female","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","167SSP","3GEN","8AGE","6RAC","6EDU","TUS26","26"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS","<15 Cigarettes","%","Percentage","48.6",,,"48.6","41.2","55.9","220","Female","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","102BEH","131DCF","3GEN","8AGE","6RAC","6EDU","TUS17","17"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","18.3",,,"1.3","15.7","20.9","1905","Female","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","111CSA","3GEN","8AGE","6RAC","6EDU","TUS21","21"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","20",,,"1","17.9","22","3584","Overall","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","111CSA","1GEN","8AGE","6RAC","6EDU","TUS20","20"
"2014-2015","AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Every Day","%","Percentage","82.1",,,"1.9","78.3","85.8","700","Overall","All Races","All Ages","All Grades","(34.748650124, -92.274490743)","BEH","100BEH","167SSP","1GEN","8AGE","6RAC","6EDU","TUS25","25"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Some Days","%","Percentage","31.8",,,"1.7","28.5","35.1","1453","Overall","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","100BEH","167SSP","1GEN","8AGE","6RAC","6EDU","TUS26","26"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","8",,,"0.3","7.4","8.6","18747","Overall","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","100BEH","173SSA","1GEN","8AGE","6RAC","6EDU","TUS27","27"
"2014-2015","CA","California","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","92.3",,,"0.4","91.6","93.1","8748","Male","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","150BEH","171SSA","2GEN","8AGE","6RAC","6EDU","TUS35","35"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","12.5",,,"1.4","9.7","15.2","905","Overall","African American","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","100BEH","111CSA","1GEN","8AGE","1RAC","6EDU","TUS22","22"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","93",,,"0.4","92.3","93.8","9852","Female","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","103BEH","170SSA","3GEN","8AGE","6RAC","6EDU","TUS13","13"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","TUS-CPS",,"%","Percentage","37.3",,,"2.9","31.5","43","346","Male","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","101BEH","168QUA","2GEN","8AGE","6RAC","6EDU","TUS09","09"
"2014-2015","CA","California","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","92.1",,,"0.4","91.3","92.8","8743","Male","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","104BEH","172SSA","2GEN","8AGE","6RAC","6EDU","TUS32","32"
"2014-2015","CA","California","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","3.6",,,"0.2","3.2","3.9","18599","Overall","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","150BEH","171SSA","1GEN","8AGE","6RAC","6EDU","TUS34","34"
"2014-2015","CA","California","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","0.8",,,"0.1","0.6","1","9851","Female","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","150BEH","171SSA","3GEN","8AGE","6RAC","6EDU","TUS34","34"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","12",,,"0.8","10.5","13.5","3655","Overall","All Races","Age 25 and Older","12th Grade","(37.638640123, -120.999999538)","BEH","100BEH","111CSA","1GEN","7AGE","6RAC","4EDU","TUS24","24"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","6.4",,,"0.4","5.7","7.1","9908","Female","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","100BEH","173SSA","3GEN","8AGE","6RAC","6EDU","TUS27","27"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","TUS-CPS",,,"Mean","10",,,"0.3","9.4","10.7","308","Female","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","102BEH","131DCA","3GEN","8AGE","6RAC","6EDU","TUS16","16"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Some Days","%","Percentage","29.4",,,"2.4","24.6","34.2","600","Female","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","100BEH","167SSP","3GEN","8AGE","6RAC","6EDU","TUS26","26"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","6.6",,,"0.3","6","7.2","10456","Overall","All Races","Age 25 and Older",">12th Grade","(37.638640123, -120.999999538)","BEH","100BEH","111CSA","1GEN","7AGE","6RAC","5EDU","TUS24","24"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","TUS-CPS",,"%","Percentage","65.6",,,"1.7","62.3","68.9","1398","Female","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","101BEH","168QUP","3GEN","8AGE","6RAC","6EDU","TUS07","07"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","15.6",,,"0.4","14.9","16.3","18747","Overall","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","100BEH","173SSA","1GEN","8AGE","6RAC","6EDU","TUS28","28"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","9.3",,,"0.8","7.7","10.9","2545","Overall","All Races","Age 20 and Older","<12th Grade","(37.638640123, -120.999999538)","BEH","100BEH","111CSA","1GEN","6AGE","6RAC","3EDU","TUS24","24"
"2014-2015","CA","California","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","0.6",,,"0.1","0.4","0.8","18599","Overall","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","150BEH","171SSA","1GEN","8AGE","6RAC","6EDU","TUS33","33"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","TUS-CPS",,,"Mean","12.6",,,"0.4","11.8","13.5","349","Male","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","102BEH","131DCA","2GEN","8AGE","6RAC","6EDU","TUS15","15"
"2014-2015","CA","California","Smokefree Rules/Policies – Survey Data","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","TUS-CPS",,"%","Percentage","78.2",,,"0.9","76.5","79.9","2546","Female","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","ENV","350ENV","151SPL","3GEN","8AGE","6RAC","6EDU","TUS03","03"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","0.4",,,"0.1","0.2","0.5","9852","Female","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","103BEH","170SSA","3GEN","8AGE","6RAC","6EDU","TUS11","11"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS",">25 Cigarettes","%","Percentage","2.9",,,"2.9","1.7","4","657","Overall","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","102BEH","131DCF","1GEN","8AGE","6RAC","6EDU","TUS19","19"
"2014-2015","CA","California","Smokefree Rules/Policies – Survey Data","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","TUS-CPS",,"%","Percentage","75.2",,,"0.9","73.5","77","2188","Male","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","ENV","350ENV","151SPL","2GEN","8AGE","6RAC","6EDU","TUS02","02"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","9.7",,,"0.4","8.8","10.6","8839","Male","All Races","All Ages","All Grades","(37.638640123, -120.999999538)","BEH","100BEH","173SSA","2GEN","8AGE","6RAC","6EDU","TUS27","27"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","6.6",,,"0.3","6.1","7.2","11472","Overall","All Races","Age 20 and Older",">12th Grade","(37.638640123, -120.999999538)","BEH","100BEH","111CSA","1GEN","6AGE","6RAC","5EDU","TUS24","24"
"2014-2015","CA","California","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","9.5",,,"0.9","7.9","11.2","2422","Overall","All Races","Age 25 and Older","<12th Grade","(37.638640123, -120.999999538)","BEH","100BEH","111CSA","1GEN","7AGE","6RAC","3EDU","TUS24","24"
