"year","locationabbr","locationdesc","topictype","topicdesc","measuredesc","datasource","response","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","data_value_std_err","low_confidence_limit","high_confidence_limit","sample_size","gender","race","age","education","geolocation","topictypeid","topicid","measureid","stratificationid1","stratificationid2","stratificationid3","stratificationid4","submeasureid"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Hookah Use (Adults)","Smoking Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","All Races","All Ages","Some college, no degree",,"BEH","162BEH","180SSA","1GEN","8AGE","6RAC","13EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Hookah Use (Adults)","Smoking Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","All Races","All Ages","Undergraduate degree",,"BEH","162BEH","180SSA","1GEN","8AGE","6RAC","15EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Hookah Use (Adults)","Smoking Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","All Races","All Ages","Graduate degree",,"BEH","162BEH","180SSA","1GEN","8AGE","6RAC","16EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","Hispanic","All Ages","All Grades",,"BEH","104BEH","180SSA","1GEN","8AGE","4RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","Asian ","All Ages","All Grades",,"BEH","104BEH","180SSA","1GEN","8AGE","10RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","African American","All Ages","All Grades",,"BEH","104BEH","180SSA","1GEN","8AGE","1RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage","0.3",,,"0.0","0.2","0.4","152","Overall","White","All Ages","All Grades",,"BEH","104BEH","180SSA","1GEN","8AGE","5RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage","0.3",,,"0.1","0.2","0.4","77","Overall","All Races","65 Years and Older","All Grades",,"BEH","104BEH","180SSA","1GEN","4AGE","6RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage","0.3",,,"0.0","0.2","0.4","62","Overall","All Races","45 to 64 Years","All Grades",,"BEH","104BEH","180SSA","1GEN","3AGE","6RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","All Races","All Ages","0-12 Years, no diploma",,"BEH","104BEH","180SSA","1GEN","8AGE","6RAC","10EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","All Races","All Ages","GED",,"BEH","104BEH","180SSA","1GEN","8AGE","6RAC","11EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage","0.5",,,"0.1","0.3","0.6","56","Overall","All Races","All Ages","High school diploma",,"BEH","104BEH","180SSA","1GEN","8AGE","6RAC","12EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","All Races","All Ages","Some college, no degree",,"BEH","104BEH","180SSA","1GEN","8AGE","6RAC","13EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","All Races","All Ages","Associate degree",,"BEH","104BEH","180SSA","1GEN","8AGE","6RAC","14EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","All Races","All Ages","Undergraduate degree",,"BEH","104BEH","180SSA","1GEN","8AGE","6RAC","15EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","All Races","All Ages","Graduate degree",,"BEH","104BEH","180SSA","1GEN","8AGE","6RAC","16EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","All Races","25 to 44 Years","All Grades",,"BEH","104BEH","180SSA","1GEN","2AGE","6RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","All Races","18 to 24 Years","All Grades",,"BEH","104BEH","180SSA","1GEN","1AGE","6RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Female","All Races","All Ages","All Grades",,"BEH","104BEH","180SSA","3GEN","8AGE","6RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage","0.6",,,"0.1","0.5","0.7","194","Male","All Races","All Ages","All Grades",,"BEH","104BEH","180SSA","2GEN","8AGE","6RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage","0.3",,,"0.0","0.2","0.4","213","Overall","All Races","All Ages","All Grades",,"BEH","104BEH","180SSA","1GEN","8AGE","6RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","Other","All Ages","All Grades",,"BEH","104BEH","180SSA","1GEN","8AGE","9RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","2.3",,,"0.2","2.0","2.7","222","Overall","All Races","All Ages","Some college, no degree",,"BEH","150BEH","181USS","1GEN","8AGE","6RAC","13EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","2.4",,,"0.2","2.0","2.8","211","Overall","All Races","All Ages","Associate degree",,"BEH","150BEH","181USS","1GEN","8AGE","6RAC","14EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","4.0",,,"0.5","3.0","5.0","107","Overall","Other","All Ages","All Grades",,"BEH","150BEH","181USS","1GEN","8AGE","9RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","1.5",,,"0.1","1.3","1.8","229","Overall","All Races","All Ages","Undergraduate degree",,"BEH","150BEH","181USS","1GEN","8AGE","6RAC","15EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","1.1",,,"0.1","0.9","1.3","224","Overall","All Races","65 Years and Older","All Grades",,"BEH","150BEH","181USS","1GEN","4AGE","6RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","1.9",,,"0.1","1.7","2.2","459","Overall","All Races","45 to 64 Years","All Grades",,"BEH","150BEH","181USS","1GEN","3AGE","6RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","3.1",,,"0.2","2.8","3.4","534","Overall","All Races","25 to 44 Years","All Grades",,"BEH","150BEH","181USS","1GEN","2AGE","6RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","4.4",,,"0.4","3.7","5.1","236","Overall","All Races","18 to 24 Years","All Grades",,"BEH","150BEH","181USS","1GEN","1AGE","6RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","0.8",,,"0.1","0.6","1.0","88","Overall","All Races","All Ages","Graduate degree",,"BEH","150BEH","181USS","1GEN","8AGE","6RAC","16EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","1.0",,,"0.2","0.6","1.3","63","Overall","Hispanic","All Ages","All Grades",,"BEH","150BEH","181USS","1GEN","8AGE","4RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","0.3",,,"0.0","0.2","0.3","96","Female","All Races","All Ages","All Grades",,"BEH","150BEH","181USS","3GEN","8AGE","6RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","4.8",,,"0.2","4.5","5.2","1348","Male","All Races","All Ages","All Grades",,"BEH","150BEH","181USS","2GEN","8AGE","6RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","Asian ","All Ages","All Grades",,"BEH","150BEH","181USS","1GEN","8AGE","10RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","1.1",,,"0.2","0.7","1.4","70","Overall","African American","All Ages","All Grades",,"BEH","150BEH","181USS","1GEN","8AGE","1RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","2.5",,,"0.1","2.3","2.6","1461","Overall","All Races","All Ages","All Grades",,"BEH","150BEH","181USS","1GEN","8AGE","6RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","3.1",,,"0.1","2.8","3.3","1189","Overall","White","All Ages","All Grades",,"BEH","150BEH","181USS","1GEN","8AGE","5RAC","3EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","3.3",,,"0.3","2.7","3.9","192","Overall","All Races","All Ages","0-12 Years, no diploma",,"BEH","150BEH","181USS","1GEN","8AGE","6RAC","10EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","All Races","All Ages","GED",,"BEH","150BEH","181USS","1GEN","8AGE","6RAC","11EDU","NAT01"
"2013-2014","US","National (States and DC)","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","NATS","Current","%","Percentage","3.4",,,"0.2","3.0","3.8","455","Overall","All Races","All Ages","High school diploma",,"BEH","150BEH","181USS","1GEN","8AGE","6RAC","12EDU","NAT01"
