"year","locationabbr","locationdesc","topictype","topicdesc","measuredesc","datasource","response","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","data_value_std_err","low_confidence_limit","high_confidence_limit","sample_size","gender","race","age","education","geolocation","topictypeid","topicid","measureid","stratificationid1","stratificationid2","stratificationid3","stratificationid4"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","29.3",,,"1.8","25.8","32.8","781","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","2GEN","8AGE","6RAC","6EDU"
"1997","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Never","%","Percentage","41.8",,,"2","37.9","45.7","810","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","2GEN","8AGE","6RAC","6EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","BRFSS","15 to 25 Cigarettes","%","Percentage","51.8",,,"3.7","44.6","59","237","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","3GEN","8AGE","6RAC","6EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","24.9",,,"2","20.9","28.9","650","Female","All Races","18 to 44 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","5AGE","6RAC","6EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","25.1",,,"1.4","22.3","27.9","1802","Overall","All Races","25 to 44 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","2AGE","6RAC","6EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","28.4",,,"1.5","25.4","31.4","1093","Overall","All Races","25 to 44 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","2AGE","6RAC","6EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","19.1",,,"1.5","16.2","22","910","Overall","All Races","Age 25 and Older","> 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","5EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","81.2",,,"2","77.2","85.2","768","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","3GEN","8AGE","6RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Some Days","%","Percentage","18.8",,,"2","14.8","22.8","768","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","3GEN","8AGE","6RAC","6EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","17.4",,,"1","15.5","19.3","3426","Overall","All Races","Age 25 and Older","> 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","5EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Some Days","%","Percentage","23.4",,,"2.9","17.7","29.1","320","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","2GEN","8AGE","6RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","75.9",,,"3","70","81.8","228","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","2GEN","8AGE","6RAC","6EDU"
"2001","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","24.6",,,"1.1","22.5","26.7","1997","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","5RAC","6EDU"
"2006","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","BRFSS",,"%","Percentage","50.2",,,"1.7","46.9","53.5","1558","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","169QUP","1GEN","8AGE","6RAC","6EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Never","%","Percentage","53.9",,,"1.3","51.4","56.4","2244","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","1GEN","8AGE","6RAC","6EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","22.5",,,"1","20.5","24.5","2151","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","3GEN","8AGE","6RAC","6EDU"
"2006","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","33.2",,,"2.9","27.6","38.8","498","Overall","All Races","Age 25 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","3EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","BRFSS",,"%","Percentage","50.8",,,"1.3","48.2","53.4","3284","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","169QUP","1GEN","8AGE","6RAC","6EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Current","%","Percentage","19.6",,,"0.9","17.9","21.3","4895","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","3GEN","8AGE","6RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","BRFSS","< 15 Cigarettes","%","Percentage","35.5",,,"3.8","28.1","42.9","202","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","3GEN","8AGE","6RAC","6EDU"
"2009","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","36.5",,,"2.8","31.1","41.9","951","Overall","All Races","Age 20 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","6AGE","6RAC","3EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Current","%","Percentage","22.5",,,"0.8","20.9","24.1","7219","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","1GEN","8AGE","6RAC","6EDU"
"2004","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","BRFSS",,"%","Percentage","46.1",,,"3","40.2","52","380","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","167QUA","3GEN","8AGE","6RAC","6EDU"
"2004","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","BRFSS",,"%","Percentage","47.2",,,"2.4","42.4","52","621","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","167QUA","1GEN","8AGE","6RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","35.3",,,"2.6","30.3","40.3","953","Overall","All Races","Age 25 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","3EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Current","%","Percentage","24.8",,,"1.1","22.7","26.9","3192","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","1GEN","8AGE","6RAC","6EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","28.1",,,"1.2","25.7","30.5","2324","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","2GEN","8AGE","6RAC","6EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","BRFSS",,"%","Percentage","52.2",,,"2","48.3","56.1","1393","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","169QUP","2GEN","8AGE","6RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","23.2",,,"5.4","12.6","33.8","113","Overall","American Indian/Alaska Native","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","2RAC","6EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","Asian/Pacific Islander","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","3RAC","6EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","BRFSS","15 to 25 Cigarettes","%","Percentage","51",,,"3.6","44","58","258","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","3GEN","8AGE","6RAC","6EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","27.7",,,"6.4","15.1","40.3","166","Overall","Hispanic","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","4RAC","6EDU"
"2004","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","75.3",,,"1.8","71.8","78.8","832","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","1GEN","8AGE","6RAC","6EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Current","%","Percentage","24.3",,,"1.7","21","27.6","781","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","2GEN","8AGE","6RAC","6EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","21.5",,,"1","19.5","23.5","2137","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","1GEN","8AGE","6RAC","6EDU"
"2000","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","25.5",,,"0.9","23.8","27.2","3180","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","5RAC","6EDU"
"2006","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","BRFSS",,"%","Percentage","47.4",,,"2","43.5","51.3","895","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","169QUP","3GEN","8AGE","6RAC","6EDU"
"2002","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","82.6",,,"2","78.6","86.6","430","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","3GEN","8AGE","6RAC","6EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","21.2",,,"1.9","17.5","24.9","1966","Overall","African American","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","1RAC","6EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","Asian/Pacific Islander","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","3RAC","6EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","24.7",,,"3.5","17.8","31.6","199","Overall","All Races","18 to 24 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","1AGE","6RAC","6EDU"
"2002","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","75.2",,,"3.2","69","81.4","265","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","2GEN","8AGE","6RAC","6EDU"
"2010","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","35",,,"7.1","21","49","109","Overall","American Indian/Alaska Native","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","2RAC","6EDU"
"1997","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","35.7",,,"2.8","30.3","41.1","406","Overall","All Races","Age 25 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","3EDU"
"2010","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","10.3",,,"0.8","8.7","11.9","2733","Overall","All Races","65 Years and Older","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","4AGE","6RAC","6EDU"
"2004","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","28.9",,,"1.5","25.9","31.9","1226","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","2GEN","8AGE","6RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","BRFSS",,"%","Percentage","52",,,"2.9","46.4","57.6","952","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","167QUA","1GEN","8AGE","6RAC","6EDU"
"2010","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","16.4",,,"3.6","9.4","23.4","211","Overall","All Races","18 to 24 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","1AGE","6RAC","6EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Some Days","%","Percentage","21.2",,,"2.1","17.1","25.3","487","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","3GEN","8AGE","6RAC","6EDU"
"2006","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","33.1",,,"6.8","19.8","46.4","138","Overall","Hispanic","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","4RAC","6EDU"
"2001","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","31",,,"1.6","27.8","34.2","1048","Overall","All Races","25 to 44 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","2AGE","6RAC","6EDU"
"2004","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","21.2",,,"1","19.3","23.1","2361","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","3GEN","8AGE","6RAC","6EDU"
"2002","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","31.6",,,"2.4","26.8","36.4","488","Overall","All Races","Age 25 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","3EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","27.9",,,"2","24","31.8","750","Overall","All Races","Age 20 and Older","12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","6AGE","6RAC","4EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Never","%","Percentage","61.7",,,"1","59.7","63.7","4895","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","3GEN","8AGE","6RAC","6EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","BRFSS",,"%","Percentage","46.2",,,"2.3","41.6","50.8","632","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","167QUA","1GEN","8AGE","6RAC","6EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","35.7",,,"3","29.9","41.5","483","Overall","All Races","Age 25 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","3EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Never","%","Percentage","54.3",,,"1.1","52.1","56.5","3192","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","1GEN","8AGE","6RAC","6EDU"
"2010","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Current","%","Percentage","25.5",,,"1.4","22.8","28.2","2390","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","2GEN","8AGE","6RAC","6EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","29",,,"3.9","21.3","36.7","257","Overall","All Races","18 to 24 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","1AGE","6RAC","6EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","26.9",,,"1.6","23.7","30.1","989","Overall","All Races","Age 25 and Older","12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","4EDU"
"2009","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","22.6",,,"1","20.7","24.5","4638","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","5RAC","6EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","16.5",,,"5.2","6.4","26.6","108","Overall","Hispanic","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","4RAC","6EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","18.7",,,"1.2","16.4","21","1553","Overall","All Races","Age 25 and Older","> 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","5EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","45.9",,,"7.6","31.1","60.7","72","Overall","American Indian/Alaska Native","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","2RAC","6EDU"
"2002","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","24.3",,,"1.5","21.4","27.2","1095","Overall","All Races","45 to 64 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","3AGE","6RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","21.6",,,"1.7","18.3","24.9","685","Overall","All Races","45 to 64 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","3AGE","6RAC","6EDU"
"2009","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","BRFSS",,"%","Percentage","55.7",,,"3.7","48.4","63","359","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","167QUA","2GEN","8AGE","6RAC","6EDU"
"2002","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","26.2",,,"1.6","23.1","29.3","1072","Overall","All Races","25 to 44 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","2AGE","6RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","Asian/Pacific Islander","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","3RAC","6EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","17.1",,,"0.9","15.3","18.9","3515","Overall","All Races","Age 20 and Older","> 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","6AGE","6RAC","5EDU"
"1997","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","American Indian/Alaska Native","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","2RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","Hispanic","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","4RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","BRFSS",,"%","Percentage","48.9",,,"1.8","45.3","52.5","1711","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","169QUP","3GEN","8AGE","6RAC","6EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","24.7",,,"1.8","21.1","28.3","660","Overall","All Races","Age 20 and Older","12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","6AGE","6RAC","4EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","American Indian/Alaska Native","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","2RAC","6EDU"
"2002","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","30.1",,,"1.6","27","33.2","1036","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","2GEN","8AGE","6RAC","6EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","24.5",,,"1.9","20.8","28.2","612","Overall","All Races","Age 25 and Older","12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","4EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","BRFSS",,"%","Percentage","44.6",,,"3.6","37.5","51.7","248","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","167QUA","2GEN","8AGE","6RAC","6EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","28.5",,,"1.6","25.4","31.6","1185","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","2GEN","8AGE","6RAC","6EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","25.3",,,"1.5","22.4","28.2","1062","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","2GEN","8AGE","6RAC","6EDU"
"1997","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","36.1",,,"2.7","30.8","41.4","417","Overall","All Races","Age 20 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","6AGE","6RAC","3EDU"
"2004","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Never","%","Percentage","62.8",,,"1.1","60.6","65","2361","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","3GEN","8AGE","6RAC","6EDU"
"2002","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","23.2",,,"0.9","21.5","24.9","3088","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","1GEN","8AGE","6RAC","6EDU"
"2009","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","BRFSS",,"%","Percentage","52.9",,,"2.1","48.8","57","1216","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","169QUP","2GEN","8AGE","6RAC","6EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","BRFSS",,,"Mean","21.3",,,"0.9","19.5","23.1","158","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","2GEN","8AGE","6RAC","6EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","BRFSS",,"%","Percentage","54.1",,,"2.9","48.5","59.7","644","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","167QUA","3GEN","8AGE","6RAC","6EDU"
