"id","address","geocoded_column","latitude","longitude","application_status","submit_date","issue_date","owner_occupied","condo_association","building_use","number_of_dwelling_units","building_construction_type","height","stories_above_grade","firm_name","work_description","demolition_description","demolition_type","method_of_removal","temporary_dumpster_count","solar_water_tank","debris_removal_date","debris_removal_location","solar_energy_type","solar_system_size","watt_capacity","heat_exchanger","photovoltaic_panel_count","panel_dimensions","thermal_panel_count","inverter_count","collector_panels","inverter_type","inverter_make_and_model","solar_water_tank_make_and","mount_type","backup_power","solar_collector_type","integrative_solar_tank","building_cost","plumbing_cost","electrical_cost","total_cost","insurance_company"
"148757","227 Norfolk St, Cambridge, MA 02139","227 Norfolk St
Cambridge, MA 02139
(42.369786, -71.098264)","42.3698","-71.0985","Complete","2021-10-08T00:00:00.000","2021-10-22T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"","Installation of 13 roof mount solar panels - 4.29 KWDC Photovoltaic system","","No demolition required","None",,,"2021-11-09T00:00:00.000","Self Haul Away","Photovoltaic","4.29","355","","13","",,"13","","Micro-Inverter","Enphase IQ7 and IQ 7+","","Roof-Mount","","","","11000","0","13000","24000","RSC Insurance Brokerage, Inc"
"147944","52 Kinnaird St, Unit 1, Cambridge, MA 02139","52 Kinnaird St
Cambridge, MA 02139
(42.366365, -71.10952)","42.3664","-71.1094","Complete","2021-10-04T00:00:00.000","2021-10-22T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"DBA H & A CONSTRUCTION","Installation of a 8.5 kW PV System with 25 Panasonic 340-Watt solar panels.","","No demolition required","Dumpster","1",,"2021-11-02T00:00:00.000","385 Dunstable Rd Tyngsborough, MA 01879","Photovoltaic","8.5","340","","25","",,"25","","Micro-Inverter","EnPhase","","Roof-Mount","","","","12240","0","12240","24480",""
"149260","122 Larch Rd, Cambridge, MA 02138","122 Larch Rd
Cambridge, MA 02138
(42.3791, -71.143069)","42.3791","-71.1432","Complete","2021-10-13T00:00:00.000","2021-10-18T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"SunBug Solar LLC ","Installation of 19 roof mounted LG solar modules.","","No demolition required","None",,,"2021-11-30T00:00:00.000","2a Draper Street in our El Harvey shop dumpster ","Photovoltaic","8.2","435","","19","",,"19","","Micro-Inverter","IQ7A-72-2-US","","Roof-Mount","","","","33963.25","0","0","33963.25","New York Marine and General Insurance"
"148708","15 Oak St, Unit 2, Cambridge, MA 02139","15 Oak St
Cambridge, MA 02139
(42.374134, -71.099534)","42.3742","-71.0994","Complete","2021-10-08T00:00:00.000","2021-10-15T00:00:00.000",,"false","Multi Family (3 or more dwelling units)","4","Masonry / Wood (Type III)","30","2","Great Sky Solar","<span style='color: rgb(51, 51, 51); font-family: ""Benton Sans"", sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-inde","","No demolition required","Daily Removal",,,"2021-11-26T00:00:00.000","17 Everberg Rd Woburn, MA - Save that Stuff","Photovoltaic","6.46","380","","17","",,"17","","Micro-Inverter","Enphase IQ7plus","","Roof-Mount","","","","5885.7","0","17657.1","23542.8","ACE AMERICAN INSURANCE CO"
"148755","3 Belmont Ct, Cambridge, MA 02140","3 Belmont Ct
Cambridge, MA 02140
(42.396034, -71.132538)","42.3961","-71.1326","Complete","2021-10-08T00:00:00.000","2021-10-15T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"SunBug Solar LLC ","Installation of 23 roof mounted REC solar modules.&nbsp;","","No demolition required","Daily Removal",,,"2021-11-25T00:00:00.000","In our El Harvey Dumpster located at 2a Draper Street Woburn MA 01801 (shop location) ","Photovoltaic","7.59","330","","23","",,"23","","Micro-Inverter","IQ7-60-2-US","","Roof-Mount","","","","27457.55","0","0","27457.55","New York Marine and General Insurance"
"144652","59 Granite St, Cambridge, MA 02139","59 Granite St
Cambridge, MA 02139
(42.356656, -71.113178)","42.3568","-71.1131","Complete","2021-09-15T00:00:00.000","2021-10-08T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Skyline Sollar","Solar installation on an existing roof.&nbsp;","","No demolition required","None",,,"2021-09-29T00:00:00.000","none","Photovoltaic","9.4","9.4","","1","",,"1","","Micro-Inverter","SE7600H-US RGM","","Roof-Mount","","","","8000","0","26000","34000","New York City, NY-Hub International Northeast"
"148017","35 Kelley St, Cambridge, MA 02138","35 Kelley St
Cambridge, MA 02138
(42.383299, -71.131252)","42.3834","-71.1311","Complete","2021-10-04T00:00:00.000","2021-10-08T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"SolarFlair Energy Inc.","PV Rooftop solar install. &nbsp;System Size: 4.8 kW DC. 12 panels.","","No demolition required","Dumpster",,,"2021-11-30T00:00:00.000","dumpster located at 3 Industrial Park Rd, Medway MA 02053","Photovoltaic","4.8","400","","12","",,"12","","Micro-Inverter","Enphase IQ7+","","Roof-Mount","","","","15200","0","4000","19200","New York Marine and General Insurance Company"
"145577","17 Holly Ave, Cambridge, MA 02138","17 Holly Ave
Cambridge, MA 02138
(42.382806, -71.129821)","42.3829","-71.1298","Complete","2021-09-21T00:00:00.000","2021-10-04T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Devlin Contracting and Maintenance","15 Panels roof-mounted solar array with disconnects, jbox, enphase micro inverters that tie into existing electrical system. 5.55 DC system.&nbsp; No ESS installation.","","No demolition required","None",,,"2021-10-01T00:00:00.000","Dumpster at Devlin Contracting and Maintenance, Hingham, MA","Photovoltaic","5.55","370","","15","",,"15","","Micro-Inverter","Enphase IQ7Plus-72-2","","Roof-Mount","","","","11851","0","7851","19702","Guard Insurance"
"141971","7 Old Dee Rd, Cambridge, MA 02138","7 Old Dee Rd
Cambridge, MA 02138
(42.376129, -71.144762)","42.3762","-71.1446","Complete","2021-08-30T00:00:00.000","2021-09-27T00:00:00.000",,"false","One or Two Family Dwelling",,"Masonry / Wood (Type III)",,,"Northeast Solar Services dba Revolusun","Install Solar array and connect with existing utility. Type: Rooftop; Qty. Panels: 15; Total kW: 6.0. Install Tesla Power Wall (INSPECTION REQUIRED)","","No demolition required","Daily Removal",,,"2021-09-14T00:00:00.000","Casella Waste Systems, Inc. 24 Bunker Hill Industrial Park, Boston, MA 02129","Photovoltaic","6","400","","15","",,"1","","String Inverter","Solaredge SE6000H-US","","Roof-Mount","","","","12508.25","0","25016.49","37524.74","American Zurich Insurance Company"
"134465","35 Standish St, Cambridge, MA 02138","35 Standish St
Cambridge, MA 02138
(42.382201, -71.139132)","42.3823","-71.139","Complete","2021-07-22T00:00:00.000","2021-09-27T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"ReVision Energy","Installation of (36) LG 395W Solar Modules on rooftop.","","No demolition required","Daily Removal",,,"2021-10-09T00:00:00.000","1980 Turnpike St. North Andover, MA 01845","Photovoltaic","14.22","395","","36","",,"1","","String Inverter","SolarEdge Technologies / SE10000H-US","","Roof-Mount","","","","9979","0","39916","49895","Zurich American Insurance"
"121803","63 Washburn Ave, Cambridge, MA 02140","63 Washburn Ave
Cambridge, MA 02140
(42.400263, -71.130369)","42.4003","-71.1305","Complete","2021-05-19T00:00:00.000","2021-09-27T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Tesla","Install Tesla Solar Roof shingles building integrated photovoltaic (BIPV) system rated at 5.321kW with energy storage rated at 27kWh","","No demolition required","Minimal",,,"2021-08-31T00:00:00.000","Tesla Energy 240 Ballardvale St Wilmington MA","Photovoltaic","5.321","58.47","","91","",,"1","","String Inverter","Delta M8-TL-US [240V]","","BIPV (Building Integrated Photovoltaics)","","","","12000","0","28000","40000","Zurich American Insurance Company"
"134497","66 Antrim St, Unit 2, Cambridge, MA 02139","66 Antrim St
Cambridge, MA 02139
(42.371833, -71.102688)","42.3718","-71.1026","Complete","2021-07-22T00:00:00.000","2021-09-23T00:00:00.000",,"false","One or Two Family Dwelling",,"Masonry / Wood (Type III)",,,"Great Sky Solar","Rooftop solar system &nbsp;21 panels &nbsp;7.895 kW DC &nbsp; &nbsp; &nbsp;","","No demolition required","Daily Removal",,,"2021-08-27T00:00:00.000","17 Everberg Rd Woburn, MA  ~  Save that Stuff","Photovoltaic","7.895","370","","21","",,"21","","Micro-Inverter","Enphase IQ7plus","","Roof-Mount","","","","5681.05","0","17043.15","22724.2","ACE AMERICAN INSURANCE CO"
"142597","169-R Rindge Ave, Cambridge, MA 02140","169-R Rindge Ave
Cambridge, MA 02140
(42.393381, -71.131308)","42.3937","-71.1314","Complete","2021-07-29T00:00:00.000","2021-09-22T00:00:00.000",,,"Commercial / Mixed Use",,"Steel/Concrete, Non-Combustible (Type I/II)","30","2","621 Energy LLC","Install 74 solar modules on roof ","","No demolition required","None",,,"2021-10-01T00:00:00.000","Devens Waste Facility","Photovoltaic","32","430","","74","",,"2","","String Inverter","SolarEdge SE11400H-US","","Roof-Mount","","","","68000","0","15000","83000","Hartford Accident & Indemnity"
"144140","77 Huron Ave, Unit 1, Cambridge, MA 02138","77 Huron Ave
Cambridge, MA 02138
(42.384298, -71.128774)","42.3843","-71.1289","Complete","2021-09-13T00:00:00.000","2021-09-22T00:00:00.000",,"false","Multi Family (3 or more dwelling units)","3","Masonry / Wood (Type III)","40","3","Boston Solar","Install 10.875 kWdc (25 panels) rooftop solar array","","No demolition required","Daily Removal",,,"2021-11-15T00:00:00.000","Boston Solar at 55 Sixth Rd, Woburn, MA 01801","Photovoltaic","10.875","435","","25","",,"25","","Micro-Inverter","Enphase IQ7A","","Roof-Mount","","","","12255.47","0","24510.95","36766.42","Atlantic Charter Insurance Company"
"135373","16 Fairfield St, Cambridge, MA 02140","16 Fairfield St
Cambridge, MA 02140
(42.392004, -71.126496)","42.392","-71.1266","Complete","2021-07-27T00:00:00.000","2021-09-20T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Northeast Solar Services dba Revolusun","Install Solar array and connect with existing utility. Type: Rooftop; Qty. Panels: 22; Total kW: 8.8.","","No demolition required","Daily Removal",,,"2021-08-03T00:00:00.000","Casella Waste Systems, Inc. 24 Bunker Hill Industrial Park, Boston, MA 02129","Photovoltaic","8.8","401","","22","",,"1","","String Inverter","SolarEdge SE10000H","","Roof-Mount","","","","11145.86","0","22291.72","33437.58","American Zurich Insurance Company"
"142348","16 Jackson St, Cambridge, MA 02140","16 Jackson St
Cambridge, MA 02140
(42.394034, -71.135213)","42.394","-71.1355","Complete","2021-09-01T00:00:00.000","2021-09-20T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Sunrun Installation Services","Installation of an interconnected rooftop pv system 26 (340w) panels 8.84 kw dc. No structural upgrades per PE","","No demolition required","Daily Removal",,,"2021-10-16T00:00:00.000","Miller Waste Industries ","Photovoltaic","8.84","340","","26","",,"1","","String Inverter","SOLAREDGE TECHNOLOGIES: SE6000H-USS3","","Roof-Mount","","","","5171","0","12067","17238","Liberty Insurance Corporation"
"138332","67 Huron Ave, Cambridge, MA 02138","67 Huron Ave
Cambridge, MA 02138
(42.384447, -71.128543)","42.3844","-71.1288","Complete","2021-08-11T00:00:00.000","2021-09-20T00:00:00.000",,"false","One or Two Family Dwelling",,"Masonry / Wood (Type III)",,,"The Boston Solar Company, LLC","Install 4.74 kWdc (12 panels) rooftop solar array","","No demolition required","Daily Removal",,,"2021-09-30T00:00:00.000","Boston Solar - 55 Sixth Rd, Woburn, MA 01801","Photovoltaic","4.74","395","","12","",,"12","","Micro-Inverter","Enphase IQ7+","","Roof-Mount","","","","6771.8","0","13543.61","20315.41","Atlantic Charter Insurance Company"
"139003","77 Fayerweather St, Cambridge, MA 02138","77 Fayerweather St
Cambridge, MA 02138
(42.381095, -71.137364)","42.3811","-71.1375","Complete","2021-08-16T00:00:00.000","2021-09-20T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Trinity Solar Inc","Install 5.1kw solar panels on roof. Will not exceed roof panel, but will add 6"" to roof height. 15 total panels.","","No demolition required","Daily Removal",,,"2021-09-29T00:00:00.000","Trinity Solar Inc","Photovoltaic","5.1","3.8","","15","",,"1","","String Inverter","Solar Edge - SE3800H-US000BNC4","","Roof-Mount","","","","2000","0","23000","25000","American Guarantee and Liability Ins Co"
"139541","32 Warren St, Cambridge, MA 02141","32 Warren St
Cambridge, MA 02141
(42.373175, -71.088005)","42.3731","-71.0879","Complete","2021-08-02T00:00:00.000","2021-09-01T00:00:00.000",,,"Commercial / Mixed Use",,"Masonry / Wood (Type III)","35","3","Second Generation Energy LLC","Rooftop Solar Array Install","","No demolition required","None",,,"2021-10-01T00:00:00.000","85 S Bow St, Milford, MA 01757","Photovoltaic","24.42","370","","66","",,"2","","String Inverter","SolarEdge SE9K  & SolarEdge   SE14.4K","","Roof-Mount","","","","52800","0","13200","66000","Traveler's Indemnity Co of Amer"
"134176","8 Eustis St, Cambridge, MA 02138","8 Eustis St
Cambridge, MA 02138
(42.383583, -71.115709)","42.3834","-71.1157","Complete","2021-07-21T00:00:00.000","2021-08-27T00:00:00.000",,"false","One or Two Family Dwelling",,"Masonry / Wood (Type III)",,,"Northeast Solar Services dba Revolusun","Install Solar array and connect with existing utility. Type: Rooftop; Qty. Panels: 10; Total kW: 4.0","","No demolition required","Daily Removal",,,"2021-12-31T00:00:00.000","Casella Waste Systems, Inc. 24 Bunker Hill Industrial Park, Boston, MA 02129","Photovoltaic","4","400","","10","",,"1","","String Inverter","SolarEdge","","Roof-Mount","","","","5783.33","0","11566.67","17350","American Zurich Insurance Company"
"134175","18 Ware St, Cambridge, MA 02138","18 Ware St
Cambridge, MA 02138
(42.373469, -71.112627)","42.3734","-71.1125","Complete","2021-07-21T00:00:00.000","2021-08-12T00:00:00.000",,"false","Multi Family (3 or more dwelling units)","56","Masonry / Wood (Type III)","75","5","New England Solar Hot Water Inc ","Install 25 solar hot water collectors on roof tilt up mount for a solar hot water system","","No demolition required","Daily Removal",,"1450","2021-09-01T00:00:00.000","New England Solar Hot Water In at 257 Ivory St Braintree MA 02084","Thermal",,,"closed loop ",,"2005 x 2196 x 136 mm","25",,"Apricus ETC30","","","Everstor custom EPDM lined 1450 gallon tank ","Roof-Mount","Gas","Evacuation-Tube","Yes","53119","41200","25000","119319","Travelers Indemnity of America "
"135674","40 Warren St, Cambridge, MA 02141","40 Warren St
Cambridge, MA 02141
(42.373252, -71.087987)","42.3732","-71.0879","Complete","2021-07-29T00:00:00.000","2021-08-11T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Second Generation Energy LLC","Rooftop Solar Array Install of 22 panels","","No demolition required","Daily Removal",,,"2021-09-14T00:00:00.000","85 S Bow St, Milford, MA 01757","Photovoltaic","8.14","370","","22","",,"1","","String Inverter","Solaredge SE10000H-US","","Roof-Mount","","","","17908","0","4477","22385","Travelers Indemnity Co of IL"
"79805","560 Franklin St, Cambridge, MA 02139","560 Franklin St
Cambridge, MA 02139
(42.36805, -71.111968)","42.3679","-71.1121","Complete","2020-07-03T00:00:00.000","2021-07-26T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"SunBug Solar","12 Solar panels installed on roof","","No demolition required","None",,,"2020-07-28T00:00:00.000","n/a","Photovoltaic","4.2","350","","12","",,"12","","Micro-Inverter","Enphase IQ7PLUS-72-2-US","","Roof-Mount","","","","10032.75","0","3182.25","13215","New York Marine and General Insurance"
"132635","9-C Russell St, Cambridge, MA 02140","9-C Russell St
Cambridge, MA 02140
(42.392323, -71.123073)","42.3927","-71.1235","Complete","2021-07-14T00:00:00.000","2021-07-19T00:00:00.000",,"true","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Tesla","Install 12 solar panel system (rated at 4.08 kW) to the roof of house","","No demolition required","None",,,"2021-08-14T00:00:00.000","240 Ballardvale St Wilmington, MA","Photovoltaic","4.08","340","","12","",,"1","","String Inverter","3.8 kW Tesla Inc 1534000-00-E","","Roof-Mount","","","","3000","0","5200","8200","Zurich American Insurance Company"
"132931","30 Bellis Cir, Cambridge, MA 02140","30 Bellis Cir
Cambridge, MA 02140
(42.390042, -71.134102)","42.3901","-71.134","Complete","2021-07-14T00:00:00.000","2021-07-19T00:00:00.000",,"false","One or Two Family Dwelling",,"Masonry / Wood (Type III)",,,"The Boston Solar Company","Install 8 kWdc (20 panels) rooftop solar array","","No demolition required","Daily Removal",,,"2021-08-20T00:00:00.000","Boston Solar - 55 Sixth Rd, Woburn, MA 01801","Photovoltaic","8","400","","20","",,"20","","Micro-Inverter","Enphase Energy IQ7PLUS-72-2-US micro-inverters","","Roof-Mount","","","","9384.16","0","18768.31","28152.47","Atlantic Charter Insurance Company"
"131490","110 Vassal Ln, Cambridge, MA 02138","110 Vassal Ln
Cambridge, MA 02138
(42.383367, -71.137363)","42.3833","-71.1374","Complete","2021-07-07T00:00:00.000","2021-07-13T00:00:00.000",,"false","One or Two Family Dwelling",,"Masonry / Wood (Type III)",,,"The Boston Solar Company","Install 8.76 kWdc (24 panels) rooftop solar array","","No demolition required","Daily Removal",,,"2021-08-07T00:00:00.000","55 Sixth Rd, Woburn, MA 01801 by The Boston Solar Company","Photovoltaic","8.76","365","","24","",,"24","","Micro-Inverter","ENPHASE ENERGY IQ7PLUS-72-2-US MICRO-INVERTERS","","Roof-Mount","","","","10712.71","0","21425.41","32138.12","Atlantic Charter Insurance Company"
"122283","39 St Sauveur Ct, Cambridge, MA 02138","39 St Sauveur Ct
Cambridge, MA 02138
(42.377186, -71.153373)","42.3773","-71.1534","Complete","2021-05-21T00:00:00.000","2021-07-12T00:00:00.000",,"false","One or Two Family Dwelling",,"Steel/Concrete, Non-Combustible (Type I/II)",,,"Sunrun Installation Services","Installation of an interconnected rooftop pv system 28 (340w) panels 9.52 kw dc. No structural upgrades needed per pe. Installation of an&nbsp;ENERGY STORAGE SYSTEM: (1) TESLA: POWERWALL, 13.5<br>KWh, 5KW INVERTER OUTPUT, LITHIUM-ION BATTERY","","No demolition required","Daily Removal",,,"2021-06-30T00:00:00.000","Miller Waste Indutries/Truck","Photovoltaic","9.52","340","","28","",,"1","","Micro-Inverter","Solaredge-SE7600H-USS3","","Roof-Mount","","","","29768","0","14745","44513","Liberty Insurance Corporation"
"130844","362 Broadway, Cambridge, MA 02139","362 Broadway
Cambridge, MA 02139
(42.370592, -71.104235)","42.3705","-71.1042","Complete","2021-07-02T00:00:00.000","2021-07-12T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"SunBug Solar","26 solar panels installed on roof","","No demolition required","None",,,"2021-07-20T00:00:00.000","El Harvey","Photovoltaic","9.5","365","","26","",,"26","","Micro-Inverter","Enphase IQ7PLUS-72-2US","","Roof-Mount","","","","30576.2","0","5395.8","35972","New York Marine and General Insurance"
"130731","49 Lawn St, Unit 2, Cambridge, MA 02138","49 Lawn St
Cambridge, MA 02138
(42.378007, -71.15398)","42.378","-71.1538","Complete","2021-07-02T00:00:00.000","2021-07-12T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"SunBugSolar","16 Solar panels installed on roof","","No demolition required","None",,,"2021-07-13T00:00:00.000","El Harvey","Photovoltaic","6400","400","","16","",,"1","","String Inverter","SolarEdge","","Roof-Mount","","","","24919.45","0","4397.55","29317","New York Marine and General Insurance"
"128741","10 Newell Ter, Cambridge, MA 02138","10 Newell Ter
Cambridge, MA 02138
(42.385318, -71.127431)","42.3854","-71.1275","Complete","2021-06-22T00:00:00.000","2021-07-08T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Great Sky Solar","Install solar powered system, 24 panels, 9.48 kW DC","","No demolition required","Daily Removal",,,"2021-08-24T00:00:00.000","Save That Stuff Inc 17C Everberg Rd Woburn, MA","Photovoltaic","9.48","395","","24","",,"24","","Micro-Inverter","Enphase IQ7 Plus","","Roof-Mount","","","","7560.3","0","22680.9","30241.2","Ace American Insurance Co"
"127501","18 Mt Vernon St, Cambridge, MA 02140","18 Mt Vernon St
Cambridge, MA 02140
(42.387268, -71.119975)","42.3872","-71.12","Complete","2021-06-16T00:00:00.000","2021-07-08T00:00:00.000",,"false","One or Two Family Dwelling",,"Masonry / Wood (Type III)",,,"Great Sky Solar","rooftop solar system&nbsp; 16 panels 6.08 kW DC","","No demolition required","Daily Removal",,,"2021-07-16T00:00:00.000","17 Everberg Rd Woburn, MA","Photovoltaic","6.08","380","","16","",,"16","","Micro-Inverter","Enphase IQ7Plus","","Roof-Mount","","","","4727.2","0","14181.6","18908.8","Ace American Insurance Co."
"130213","86 Pine St, Cambridge, MA 02139","86 Pine St
Cambridge, MA 02139
(42.365498, -71.097807)","42.3655","-71.0977","Complete","2021-06-30T00:00:00.000","2021-07-06T00:00:00.000",,"false","Multi Family (3 or more dwelling units)","3","Masonry / Wood (Type III)","38","3","BRIGHT PLANET SOLAR","ROOF MOUNTED SOLAR ARRAY OF 19 PANELS @ 6.08 KW DC","","No demolition required","Minimal",,,"2021-06-30T00:00:00.000","5 A ST AUBURN, MA BY CREW ON SITE","Photovoltaic","6.08","320","","19","",,"1","","String Inverter","SOLAREDGE SE5000H-USRGM","","Roof-Mount","","","","19760","0","12160","31920","BERKSHIRE HATHAWAY GUARD"
"119306","34 Essex St, Cambridge, MA 02139","34 Essex St
Cambridge, MA 02139
(42.366744, -71.101657)","42.3667","-71.1016","Complete","2021-05-05T00:00:00.000","2021-07-06T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Vision Solar, LLC","Installatinon of 34 roof mount solar panels - 11.90KWDC Photovoltaic system","","No demolition required","None",,,"2021-05-25T00:00:00.000","Self Haul Away","Photovoltaic","11.9","350","","34","",,"34","","Micro-Inverter","Enphase IQ7-60-2-US","","Roof-Mount","","","","14000","0","11000","25000","Brown and Brown Insurance"
"129015","13 Haskell St, Cambridge, MA 02140","13 Haskell St
Cambridge, MA 02140
(42.393258, -71.12685)","42.3933","-71.1269","Complete","2021-06-23T00:00:00.000","2021-07-02T00:00:00.000",,"false","One or Two Family Dwelling",,"Masonry / Wood (Type III)",,,"Great Sky Solar","rooftop solar System &nbsp;34 Panels&nbsp; &nbsp;12.58 kW DC","","No demolition required","Daily Removal",,,"2021-08-13T00:00:00.000","17 Everberg Rd Woburn, MA","Photovoltaic","12.58","370","","34","",,"34","","Micro-Inverter","Enphase IQ7 plus","","Roof-Mount","","","","8648.75","0","25946.25","34595","Ace American Insurance Co"
"119479","61 Grozier Rd, Cambridge, MA 02138","61 Grozier Rd
Cambridge, MA 02138
(42.379364, -71.141908)","42.3794","-71.1418","Complete","2021-05-06T00:00:00.000","2021-07-02T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Tesla","Install 31 solar panel system (rated at 10.54 kW) to the roof of house with energy storage (rated at 27 kWH)","","No demolition required","None",,,"2021-06-03T00:00:00.000","240 Ballardvale st Wilmington, MA","Photovoltaic","10.54","340","","31","",,"1","","String Inverter","Tesla Powerwall+","","Roof-Mount","","","","12200","0","26000","38200","Zurich American Insurance Company"
"129446","14 Bowdoin St, Cambridge, MA 02138","14 Bowdoin St
Cambridge, MA 02138
(42.38259, -71.120578)","42.3827","-71.1205","Complete","2021-06-25T00:00:00.000","2021-07-02T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Trinity Solar Inc","<div style='box-sizing: border-box; font-family: ""Benton Sans"", sans-serif; color: rgb(51, 51, 51); font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-","","No demolition required","None",,,"2021-08-13T00:00:00.000","Trinity Solar Inc","Photovoltaic","6.46","0","","19","",,"1","","String Inverter","SolarEdge - SE5000H-US000BNC4","","Roof-Mount","","","","2000","0","22000","24000","American Guarantee and Liability Ins Co"
"129064","301 Huron Ave, Unit 2, Cambridge, MA 02138","301 Huron Ave
Cambridge, MA 02138
(42.381393, -71.136103)","42.3816","-71.1361","Complete","2021-06-23T00:00:00.000","2021-07-01T00:00:00.000",,"true","One or Two Family Dwelling",,"Masonry / Wood (Type III)",,,"Great Sky Solar","rooftop solar system&nbsp; &nbsp;14 panels&nbsp; 5.32 kW DC","","No demolition required","Daily Removal",,,"2021-08-05T00:00:00.000","17 Everberg Rd Woburn, MA","Photovoltaic","5.32","380","","14","",,"14","","Micro-Inverter","Enphase","","Roof-Mount","","","","4242.7","0","12728.1","16970.8","Ace American Insurance Co."
"127697","232 Prospect St, Cambridge, MA 02139","232 Prospect St
Cambridge, MA 02139
(42.371084, -71.099779)","42.3711","-71.0997","Complete","2021-06-17T00:00:00.000","2021-06-30T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Freedom Forever Massachusetts LLC","Roof mounted PV solar installation. System size: 6.120KW, 17 panels, 200A","","No demolition required","Daily Removal",,,"2021-07-01T00:00:00.000","via company truck and disposed of at branch ","Photovoltaic","6.12","360","","17","",,"1","","String Inverter","SOLAR EDGE: SE5000H-US [SI1] -WITH EV CHARGER","","Roof-Mount","","","","5334.2","0","21336.8","26671","Milestone Risk Management and Insurance"
"124079","104 Larch Rd, Cambridge, MA 02138","104 Larch Rd
Cambridge, MA 02138
(42.378583, -71.142772)","42.3786","-71.1429","Complete","2021-06-01T00:00:00.000","2021-06-28T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"SunBug Solar","19 solar panels installed on roof","","No demolition required","None",,,"2021-06-29T00:00:00.000","el harvey","Photovoltaic","7.6","400","","19","",,"1","","Micro-Inverter","SolarEdge SE6000H-US","","Roof-Mount","","","","26618.6","0","4697.4","31316","New York Marine and General Insurance"
"124458","15 Buena Vista Pk, Cambridge, MA 02140","15 Buena Vista Pk
Cambridge, MA 02140
(42.387851, -71.124309)","42.3878","-71.1244","Complete","2021-06-02T00:00:00.000","2021-06-25T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Tesla","Install Tesla Solar Roof shingles building integrated photovoltaic (BIPV) system rated at 4.385kW","","No demolition required","Daily Removal",,,"2021-06-30T00:00:00.000","240 Ballardvale St- Wilmington MA","Photovoltaic","4.385","58.47","","75","",,"1","","String Inverter","Tesla 1538000-00-E","","BIPV (Building Integrated Photovoltaics)","","","","10000","0","23000","33000","Zurich American Insurance Company"
"110228","83 Oxford Ave, Cambridge, MA 02138","83 Oxford Ave
Cambridge, MA 02138
(42.378453, -71.15527)","42.3784","-71.1551","Complete","2021-03-03T00:00:00.000","2021-06-25T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Summit Energy Group","Installation and connection of rooftop solar. 5.25 kW 15 modules","","No demolition required","Daily Removal",,,"2021-03-31T00:00:00.000","Trucks and vans","Photovoltaic","5.25","350","","15","",,"15","","Micro-Inverter","Enphase IQ7","","Roof-Mount","","","","22801","0","1000","23801","Asset One Insurance"
"122040","36 Cedar St, Cambridge, MA 02140","36 Cedar St
Cambridge, MA 02140
(42.396033, -71.130855)","42.396","-71.1308","Complete","2021-05-20T00:00:00.000","2021-06-25T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Summit Energy ","Installation and connection of rooftop solar. 4.875 KW 13 modules&nbsp;","","No demolition required","Daily Removal",,,"2021-06-10T00:00:00.000","Summit Energy Group","Photovoltaic","4.875","375","","13","",,"1","","String Inverter","SolarEdge SE3800H-US","","Roof-Mount","","","","29184","0","1300","30484","Summit Energy Group "
