"ward_precinct","race","candidate","count"
"Ward 3, Precinct 1","Rep in Congress (5th District)","Blank",
"Ward 3, Precinct 1","Rep in Congress (7th District)","MICHAEL E CAPUANO","1401"
"Ward 3, Precinct 1","Rep in Congress (7th District)","WI - Timothy J. Toomey, Jr","1"
"Ward 3, Precinct 1","Rep in Congress (7th District)","All Others","12"
"Ward 3, Precinct 1","Rep in Congress (7th District)","Blank","252"
"Ward 3, Precinct 1","Councillor (6th District)","TERRENCE W KENNEDY","1328"
"Ward 3, Precinct 1","Councillor (6th District)","Write-in","10"
"Ward 3, Precinct 1","Councillor (6th District)","Blank","328"
"Ward 3, Precinct 1","Sen in General Court (Middlesex & Suffolk)","SAL N DiDOMENICO","1329"
"Ward 3, Precinct 1","Sen in General Court (Middlesex & Suffolk)","Write-in","11"
"Ward 3, Precinct 1","Sen in General Court (Middlesex & Suffolk)","Blank","326"
"Ward 3, Precinct 1","Sen in General Court (1st Suff & Middlesex)","JOSEPH A BONCORE ",
"Ward 3, Precinct 1","Sen in General Court (1st Suff & Middlesex)","Write-in",
"Ward 3, Precinct 1","Sen in General Court (1st Suff & Middlesex)","Blank",
"Ward 3, Precinct 1","Sen in General Court (2nd Middlesex)","PATRICIA D JEHLEN",
"Ward 3, Precinct 1","Sen in General Court (2nd Middlesex)","WI - Leland Cheung",
"Ward 3, Precinct 1","Sen in General Court (2nd Middlesex)","All Others",
"Ward 3, Precinct 1","Sen in General Court (2nd Middlesex)","Blank",
"Ward 3, Precinct 1","Rep in General Court (26th Middlesex)","MIKE CONNOLLY ","1333"
"Ward 3, Precinct 1","Rep in General Court (26th Middlesex)","WI - Timothy J. Toomey, Jr","18"
"Ward 3, Precinct 1","Rep in General Court (26th Middlesex)","All Others","9"
"Ward 3, Precinct 1","Rep in General Court (26th Middlesex)","Blank","306"
"Ward 3, Precinct 1","Rep in General Court (8th Suffolk)","JAY D LIVINGSTONE",
"Ward 3, Precinct 1","Rep in General Court (8th Suffolk)","Write-in",
"Ward 3, Precinct 1","Rep in General Court (8th Suffolk)","Blank",
"Ward 3, Precinct 1","Rep in General Court (25th Middlesex)","MARJORIE C DECKER",
"Ward 3, Precinct 1","Rep in General Court (25th Middlesex)","Write-in",
"Ward 3, Precinct 1","Rep in General Court (25th Middlesex)","Blank",
"Ward 3, Precinct 1","Rep in General Court (29th Middlesex)","JONATHAN HECHT",
"Ward 3, Precinct 1","Rep in General Court (29th Middlesex)","Write-in",
"Ward 3, Precinct 1","Rep in General Court (29th Middlesex)","Blank",
"Ward 3, Precinct 1","Rep in General Court (24th Middlesex)","DAVID M ROGERS",
"Ward 3, Precinct 1","Rep in General Court (24th Middlesex)","Write-in 50",
"Ward 3, Precinct 1","Rep in General Court (24th Middlesex)","Blank",
"Ward 3, Precinct 1","Sheriff (Middlesex District)","PETER J KOUTOUJIAN ","1283"
"Ward 3, Precinct 1","Sheriff (Middlesex District)","Write-in","16"
"Ward 3, Precinct 1","Sheriff (Middlesex District)","Blank","367"
"Ward 3, Precinct 1","Question 1 (Slot Machines)","YES","481"
"Ward 3, Precinct 1","Question 1 (Slot Machines)","NO","1059"
"Ward 3, Precinct 1","Question 1 (Slot Machines)","Blank","126"
"Ward 3, Precinct 1","Question 2 (Charter Schools)","YES","523"
"Ward 3, Precinct 1","Question 2 (Charter Schools)","NO","1055"
"Ward 3, Precinct 1","Question 2 (Charter Schools)","Blank","88"
"Ward 3, Precinct 1","Question 3 (Farm Animals)","YES","1305"
"Ward 3, Precinct 1","Question 3 (Farm Animals)","NO","281"
"Ward 3, Precinct 1","Question 3 (Farm Animals)","Blank","80"
"Ward 3, Precinct 1","Question 4 (Marijuana)","YES","1179"
"Ward 3, Precinct 1","Question 4 (Marijuana)","NO","421"
"Ward 3, Precinct 1","Question 4 (Marijuana)","Blank","66"
"Ward 3, Precinct 2","President & Vice President","CLINTON & KAINE","914"
"Ward 3, Precinct 2","President & Vice President","JOHNSON & WELD","15"
"Ward 3, Precinct 2","President & Vice President","STEIN & BARAKA","26"
"Ward 3, Precinct 2","President & Vice President","TRUMP & PENCE","62"
"Ward 3, Precinct 2","President & Vice President","WI - Kotlikoff & Leamer","0"
"Ward 3, Precinct 2","President & Vice President","WI - McMullin & Johnson","3"
"Ward 3, Precinct 2","President & Vice President","All Others","11"
"Ward 3, Precinct 2","President & Vice President","Blank","7"
"Ward 3, Precinct 2","Rep in Congress (5th District)","KATHERINE M CLARK",
"Ward 3, Precinct 2","Rep in Congress (5th District)","Write-in",
"Ward 3, Precinct 2","Rep in Congress (5th District)","Blank",
"Ward 3, Precinct 2","Rep in Congress (7th District)","MICHAEL E CAPUANO","872"
"Ward 3, Precinct 2","Rep in Congress (7th District)","WI - Timothy J. Toomey, Jr","0"
"Ward 3, Precinct 2","Rep in Congress (7th District)","All Others","8"
"Ward 3, Precinct 2","Rep in Congress (7th District)","Blank","158"
"Ward 3, Precinct 2","Councillor (6th District)","TERRENCE W KENNEDY","836"
"Ward 3, Precinct 2","Councillor (6th District)","Write-in","3"
"Ward 3, Precinct 2","Councillor (6th District)","Blank","199"
"Ward 3, Precinct 2","Sen in General Court (Middlesex & Suffolk)","SAL N DiDOMENICO","822"
"Ward 3, Precinct 2","Sen in General Court (Middlesex & Suffolk)","Write-in","3"
"Ward 3, Precinct 2","Sen in General Court (Middlesex & Suffolk)","Blank","213"
"Ward 3, Precinct 2","Sen in General Court (1st Suff & Middlesex)","JOSEPH A BONCORE ",
"Ward 3, Precinct 2","Sen in General Court (1st Suff & Middlesex)","Write-in",
"Ward 3, Precinct 2","Sen in General Court (1st Suff & Middlesex)","Blank",
"Ward 3, Precinct 2","Sen in General Court (2nd Middlesex)","PATRICIA D JEHLEN",
"Ward 3, Precinct 2","Sen in General Court (2nd Middlesex)","WI - Leland Cheung",
"Ward 3, Precinct 2","Sen in General Court (2nd Middlesex)","All Others",
"Ward 3, Precinct 2","Sen in General Court (2nd Middlesex)","Blank",
"Ward 3, Precinct 2","Rep in General Court (26th Middlesex)","MIKE CONNOLLY ","861"
"Ward 3, Precinct 2","Rep in General Court (26th Middlesex)","WI - Timothy J. Toomey, Jr","5"
"Ward 3, Precinct 2","Rep in General Court (26th Middlesex)","All Others","5"
"Ward 3, Precinct 2","Rep in General Court (26th Middlesex)","Blank","167"
"Ward 3, Precinct 2","Rep in General Court (8th Suffolk)","JAY D LIVINGSTONE",
"Ward 3, Precinct 2","Rep in General Court (8th Suffolk)","Write-in",
"Ward 3, Precinct 2","Rep in General Court (8th Suffolk)","Blank",
"Ward 3, Precinct 2","Rep in General Court (25th Middlesex)","MARJORIE C DECKER",
"Ward 3, Precinct 2","Rep in General Court (25th Middlesex)","Write-in",
"Ward 3, Precinct 2","Rep in General Court (25th Middlesex)","Blank",
"Ward 3, Precinct 2","Rep in General Court (29th Middlesex)","JONATHAN HECHT",
"Ward 3, Precinct 2","Rep in General Court (29th Middlesex)","Write-in",
"Ward 3, Precinct 2","Rep in General Court (29th Middlesex)","Blank",
"Ward 3, Precinct 2","Rep in General Court (24th Middlesex)","DAVID M ROGERS",
"Ward 3, Precinct 2","Rep in General Court (24th Middlesex)","Write-in 50",
"Ward 3, Precinct 2","Rep in General Court (24th Middlesex)","Blank",
"Ward 3, Precinct 2","Sheriff (Middlesex District)","PETER J KOUTOUJIAN ","795"
"Ward 3, Precinct 2","Sheriff (Middlesex District)","Write-in","9"
"Ward 3, Precinct 2","Sheriff (Middlesex District)","Blank","234"
"Ward 3, Precinct 2","Question 1 (Slot Machines)","YES","212"
"Ward 3, Precinct 2","Question 1 (Slot Machines)","NO","759"
"Ward 3, Precinct 2","Question 1 (Slot Machines)","Blank","67"
"Ward 3, Precinct 2","Question 2 (Charter Schools)","YES","307"
"Ward 3, Precinct 2","Question 2 (Charter Schools)","NO","687"
"Ward 3, Precinct 2","Question 2 (Charter Schools)","Blank","44"
"Ward 3, Precinct 2","Question 3 (Farm Animals)","YES","831"
"Ward 3, Precinct 2","Question 3 (Farm Animals)","NO","164"
"Ward 3, Precinct 2","Question 3 (Farm Animals)","Blank","43"
"Ward 3, Precinct 2","Question 4 (Marijuana)","YES","801"
"Ward 3, Precinct 2","Question 4 (Marijuana)","NO","203"
"Ward 3, Precinct 2","Question 4 (Marijuana)","Blank","34"
"Ward 3, Precinct  2A","President & Vice President","CLINTON & KAINE","675"
"Ward 3, Precinct  2A","President & Vice President","JOHNSON & WELD","22"
"Ward 3, Precinct  2A","President & Vice President","STEIN & BARAKA","26"
"Ward 3, Precinct  2A","President & Vice President","TRUMP & PENCE","34"
"Ward 3, Precinct  2A","President & Vice President","WI - Kotlikoff & Leamer","0"
"Ward 3, Precinct  2A","President & Vice President","WI - McMullin & Johnson","2"
"Ward 3, Precinct  2A","President & Vice President","All Others","6"
"Ward 3, Precinct  2A","President & Vice President","Blank","3"
"Ward 3, Precinct  2A","Rep in Congress (5th District)","KATHERINE M CLARK","661"
"Ward 3, Precinct  2A","Rep in Congress (5th District)","Write-in","6"
"Ward 3, Precinct  2A","Rep in Congress (5th District)","Blank","101"
"Ward 3, Precinct  2A","Rep in Congress (7th District)","MICHAEL E CAPUANO",
"Ward 3, Precinct  2A","Rep in Congress (7th District)","WI - Timothy J. Toomey, Jr",
"Ward 3, Precinct  2A","Rep in Congress (7th District)","All Others",
"Ward 3, Precinct  2A","Rep in Congress (7th District)","Blank",
"Ward 3, Precinct  2A","Councillor (6th District)","TERRENCE W KENNEDY","640"
"Ward 3, Precinct  2A","Councillor (6th District)","Write-in","5"
"Ward 3, Precinct  2A","Councillor (6th District)","Blank","123"
"Ward 3, Precinct  2A","Sen in General Court (Middlesex & Suffolk)","SAL N DiDOMENICO","631"
"Ward 3, Precinct  2A","Sen in General Court (Middlesex & Suffolk)","Write-in","6"
"Ward 3, Precinct  2A","Sen in General Court (Middlesex & Suffolk)","Blank","131"
"Ward 3, Precinct  2A","Sen in General Court (1st Suff & Middlesex)","JOSEPH A BONCORE ",
"Ward 3, Precinct  2A","Sen in General Court (1st Suff & Middlesex)","Write-in",
"Ward 3, Precinct  2A","Sen in General Court (1st Suff & Middlesex)","Blank",
"Ward 3, Precinct  2A","Sen in General Court (2nd Middlesex)","PATRICIA D JEHLEN",
"Ward 3, Precinct  2A","Sen in General Court (2nd Middlesex)","WI - Leland Cheung",
"Ward 3, Precinct  2A","Sen in General Court (2nd Middlesex)","All Others",
"Ward 3, Precinct  2A","Sen in General Court (2nd Middlesex)","Blank",
"Ward 3, Precinct  2A","Rep in General Court (26th Middlesex)","MIKE CONNOLLY ","631"
"Ward 3, Precinct  2A","Rep in General Court (26th Middlesex)","WI - Timothy J. Toomey, Jr","2"
"Ward 3, Precinct  2A","Rep in General Court (26th Middlesex)","All Others","4"
"Ward 3, Precinct  2A","Rep in General Court (26th Middlesex)","Blank","131"
"Ward 3, Precinct  2A","Rep in General Court (8th Suffolk)","JAY D LIVINGSTONE",
"Ward 3, Precinct  2A","Rep in General Court (8th Suffolk)","Write-in",
"Ward 3, Precinct  2A","Rep in General Court (8th Suffolk)","Blank",
"Ward 3, Precinct  2A","Rep in General Court (25th Middlesex)","MARJORIE C DECKER",
"Ward 3, Precinct  2A","Rep in General Court (25th Middlesex)","Write-in",
"Ward 3, Precinct  2A","Rep in General Court (25th Middlesex)","Blank",
"Ward 3, Precinct  2A","Rep in General Court (29th Middlesex)","JONATHAN HECHT",
"Ward 3, Precinct  2A","Rep in General Court (29th Middlesex)","Write-in",
"Ward 3, Precinct  2A","Rep in General Court (29th Middlesex)","Blank",
"Ward 3, Precinct  2A","Rep in General Court (24th Middlesex)","DAVID M ROGERS",
"Ward 3, Precinct  2A","Rep in General Court (24th Middlesex)","Write-in 50",
"Ward 3, Precinct  2A","Rep in General Court (24th Middlesex)","Blank",
"Ward 3, Precinct  2A","Sheriff (Middlesex District)","PETER J KOUTOUJIAN ","606"
"Ward 3, Precinct  2A","Sheriff (Middlesex District)","Write-in","6"
"Ward 3, Precinct  2A","Sheriff (Middlesex District)","Blank","156"
"Ward 3, Precinct  2A","Question 1 (Slot Machines)","YES","188"
"Ward 3, Precinct  2A","Question 1 (Slot Machines)","NO","535"
"Ward 3, Precinct  2A","Question 1 (Slot Machines)","Blank","45"
"Ward 3, Precinct  2A","Question 2 (Charter Schools)","YES","233"
"Ward 3, Precinct  2A","Question 2 (Charter Schools)","NO","505"
"Ward 3, Precinct  2A","Question 2 (Charter Schools)","Blank","30"
"Ward 3, Precinct  2A","Question 3 (Farm Animals)","YES","623"
"Ward 3, Precinct  2A","Question 3 (Farm Animals)","NO","113"
"Ward 3, Precinct  2A","Question 3 (Farm Animals)","Blank","32"
"Ward 3, Precinct  2A","Question 4 (Marijuana)","YES","574"
"Ward 3, Precinct  2A","Question 4 (Marijuana)","NO","168"
"Ward 3, Precinct  2A","Question 4 (Marijuana)","Blank","26"
"Ward 3, Precinct 3","President & Vice President","CLINTON & KAINE","1376"
"Ward 3, Precinct 3","President & Vice President","JOHNSON & WELD","26"
"Ward 3, Precinct 3","President & Vice President","STEIN & BARAKA","40"
"Ward 3, Precinct 3","President & Vice President","TRUMP & PENCE","62"
"Ward 3, Precinct 3","President & Vice President","WI - Kotlikoff & Leamer","0"
"Ward 3, Precinct 3","President & Vice President","WI - McMullin & Johnson","4"
"Ward 3, Precinct 3","President & Vice President","All Others","20"
"Ward 3, Precinct 3","President & Vice President","Blank","11"
"Ward 3, Precinct 3","Rep in Congress (5th District)","KATHERINE M CLARK",
"Ward 3, Precinct 3","Rep in Congress (5th District)","Write-in",
"Ward 3, Precinct 3","Rep in Congress (5th District)","Blank",
"Ward 3, Precinct 3","Rep in Congress (7th District)","MICHAEL E CAPUANO","1317"
"Ward 3, Precinct 3","Rep in Congress (7th District)","WI - Timothy J. Toomey, Jr","0"
"Ward 3, Precinct 3","Rep in Congress (7th District)","All Others","5"
"Ward 3, Precinct 3","Rep in Congress (7th District)","Blank","217"
"Ward 3, Precinct 3","Councillor (6th District)","TERRENCE W KENNEDY","1247"
"Ward 3, Precinct 3","Councillor (6th District)","Write-in","7"
"Ward 3, Precinct 3","Councillor (6th District)","Blank","285"
"Ward 3, Precinct 3","Sen in General Court (Middlesex & Suffolk)","SAL N DiDOMENICO","1243"
"Ward 3, Precinct 3","Sen in General Court (Middlesex & Suffolk)","Write-in","8"
"Ward 3, Precinct 3","Sen in General Court (Middlesex & Suffolk)","Blank","288"
"Ward 3, Precinct 3","Sen in General Court (1st Suff & Middlesex)","JOSEPH A BONCORE ",
"Ward 3, Precinct 3","Sen in General Court (1st Suff & Middlesex)","Write-in",
"Ward 3, Precinct 3","Sen in General Court (1st Suff & Middlesex)","Blank",
"Ward 3, Precinct 3","Sen in General Court (2nd Middlesex)","PATRICIA D JEHLEN",
"Ward 3, Precinct 3","Sen in General Court (2nd Middlesex)","WI - Leland Cheung",
"Ward 3, Precinct 3","Sen in General Court (2nd Middlesex)","All Others",
"Ward 3, Precinct 3","Sen in General Court (2nd Middlesex)","Blank",
"Ward 3, Precinct 3","Rep in General Court (26th Middlesex)","MIKE CONNOLLY ","1273"
"Ward 3, Precinct 3","Rep in General Court (26th Middlesex)","WI - Timothy J. Toomey, Jr","1"
"Ward 3, Precinct 3","Rep in General Court (26th Middlesex)","All Others","2"
"Ward 3, Precinct 3","Rep in General Court (26th Middlesex)","Blank","263"
"Ward 3, Precinct 3","Rep in General Court (8th Suffolk)","JAY D LIVINGSTONE",
"Ward 3, Precinct 3","Rep in General Court (8th Suffolk)","Write-in",
"Ward 3, Precinct 3","Rep in General Court (8th Suffolk)","Blank",
"Ward 3, Precinct 3","Rep in General Court (25th Middlesex)","MARJORIE C DECKER",
"Ward 3, Precinct 3","Rep in General Court (25th Middlesex)","Write-in",
"Ward 3, Precinct 3","Rep in General Court (25th Middlesex)","Blank",
"Ward 3, Precinct 3","Rep in General Court (29th Middlesex)","JONATHAN HECHT",
"Ward 3, Precinct 3","Rep in General Court (29th Middlesex)","Write-in",
"Ward 3, Precinct 3","Rep in General Court (29th Middlesex)","Blank",
"Ward 3, Precinct 3","Rep in General Court (24th Middlesex)","DAVID M ROGERS",
"Ward 3, Precinct 3","Rep in General Court (24th Middlesex)","Write-in 50",
"Ward 3, Precinct 3","Rep in General Court (24th Middlesex)","Blank",
"Ward 3, Precinct 3","Sheriff (Middlesex District)","PETER J KOUTOUJIAN ","1201"
"Ward 3, Precinct 3","Sheriff (Middlesex District)","Write-in","3"
"Ward 3, Precinct 3","Sheriff (Middlesex District)","Blank","335"
"Ward 3, Precinct 3","Question 1 (Slot Machines)","YES","381"
"Ward 3, Precinct 3","Question 1 (Slot Machines)","NO","1015"
"Ward 3, Precinct 3","Question 1 (Slot Machines)","Blank","143"
"Ward 3, Precinct 3","Question 2 (Charter Schools)","YES","524"
"Ward 3, Precinct 3","Question 2 (Charter Schools)","NO","913"
"Ward 3, Precinct 3","Question 2 (Charter Schools)","Blank","102"
"Ward 3, Precinct 3","Question 3 (Farm Animals)","YES","1214"
"Ward 3, Precinct 3","Question 3 (Farm Animals)","NO","223"
"Ward 3, Precinct 3","Question 3 (Farm Animals)","Blank","102"
"Ward 3, Precinct 3","Question 4 (Marijuana)","YES","1155"
"Ward 3, Precinct 3","Question 4 (Marijuana)","NO","304"
"Ward 3, Precinct 3","Question 4 (Marijuana)","Blank","80"
"Ward 4, Precinct 1","President & Vice President","CLINTON & KAINE","1715"
"Ward 4, Precinct 1","President & Vice President","JOHNSON & WELD","25"
"Ward 4, Precinct 1","President & Vice President","STEIN & BARAKA","35"
"Ward 4, Precinct 1","President & Vice President","TRUMP & PENCE","59"
"Ward 4, Precinct 1","President & Vice President","WI - Kotlikoff & Leamer","0"
"Ward 4, Precinct 1","President & Vice President","WI - McMullin & Johnson","2"
"Ward 4, Precinct 1","President & Vice President","All Others","20"
"Ward 4, Precinct 1","President & Vice President","Blank","15"
"Ward 4, Precinct 1","Rep in Congress (5th District)","KATHERINE M CLARK",
"Ward 4, Precinct 1","Rep in Congress (5th District)","Write-in",
"Ward 4, Precinct 1","Rep in Congress (5th District)","Blank",
"Ward 4, Precinct 1","Rep in Congress (7th District)","MICHAEL E CAPUANO","1598"
"Ward 4, Precinct 1","Rep in Congress (7th District)","WI - Timothy J. Toomey, Jr","0"
"Ward 4, Precinct 1","Rep in Congress (7th District)","All Others","11"
"Ward 4, Precinct 1","Rep in Congress (7th District)","Blank","262"
"Ward 4, Precinct 1","Councillor (6th District)","TERRENCE W KENNEDY","1495"
"Ward 4, Precinct 1","Councillor (6th District)","Write-in","14"
"Ward 4, Precinct 1","Councillor (6th District)","Blank","362"
"Ward 4, Precinct 1","Sen in General Court (Middlesex & Suffolk)","SAL N DiDOMENICO",
"Ward 4, Precinct 1","Sen in General Court (Middlesex & Suffolk)","Write-in",
"Ward 4, Precinct 1","Sen in General Court (Middlesex & Suffolk)","Blank",
"Ward 4, Precinct 1","Sen in General Court (1st Suff & Middlesex)","JOSEPH A BONCORE ","1429"
"Ward 4, Precinct 1","Sen in General Court (1st Suff & Middlesex)","Write-in","16"
"Ward 4, Precinct 1","Sen in General Court (1st Suff & Middlesex)","Blank","426"
"Ward 4, Precinct 1","Sen in General Court (2nd Middlesex)","PATRICIA D JEHLEN",
"Ward 4, Precinct 1","Sen in General Court (2nd Middlesex)","WI - Leland Cheung",
"Ward 4, Precinct 1","Sen in General Court (2nd Middlesex)","All Others",
"Ward 4, Precinct 1","Sen in General Court (2nd Middlesex)","Blank",
"Ward 4, Precinct 1","Rep in General Court (26th Middlesex)","MIKE CONNOLLY ",
"Ward 4, Precinct 1","Rep in General Court (26th Middlesex)","WI - Timothy J. Toomey, Jr",
"Ward 4, Precinct 1","Rep in General Court (26th Middlesex)","All Others",
"Ward 4, Precinct 1","Rep in General Court (26th Middlesex)","Blank",
"Ward 4, Precinct 1","Rep in General Court (8th Suffolk)","JAY D LIVINGSTONE",
"Ward 4, Precinct 1","Rep in General Court (8th Suffolk)","Write-in",
"Ward 4, Precinct 1","Rep in General Court (8th Suffolk)","Blank",
"Ward 4, Precinct 1","Rep in General Court (25th Middlesex)","MARJORIE C DECKER","1527"
"Ward 4, Precinct 1","Rep in General Court (25th Middlesex)","Write-in","10"
"Ward 4, Precinct 1","Rep in General Court (25th Middlesex)","Blank","334"
"Ward 4, Precinct 1","Rep in General Court (29th Middlesex)","JONATHAN HECHT",
"Ward 4, Precinct 1","Rep in General Court (29th Middlesex)","Write-in",
"Ward 4, Precinct 1","Rep in General Court (29th Middlesex)","Blank",
"Ward 4, Precinct 1","Rep in General Court (24th Middlesex)","DAVID M ROGERS",
"Ward 4, Precinct 1","Rep in General Court (24th Middlesex)","Write-in 50",
"Ward 4, Precinct 1","Rep in General Court (24th Middlesex)","Blank",
"Ward 4, Precinct 1","Sheriff (Middlesex District)","PETER J KOUTOUJIAN ","1418"
"Ward 4, Precinct 1","Sheriff (Middlesex District)","Write-in","10"
"Ward 4, Precinct 1","Sheriff (Middlesex District)","Blank","443"
"Ward 4, Precinct 1","Question 1 (Slot Machines)","YES","429"
"Ward 4, Precinct 1","Question 1 (Slot Machines)","NO","1317"
"Ward 4, Precinct 1","Question 1 (Slot Machines)","Blank","125"
"Ward 4, Precinct 1","Question 2 (Charter Schools)","YES","609"
"Ward 4, Precinct 1","Question 2 (Charter Schools)","NO","1172"
"Ward 4, Precinct 1","Question 2 (Charter Schools)","Blank","90"
"Ward 4, Precinct 1","Question 3 (Farm Animals)","YES","1471"
"Ward 4, Precinct 1","Question 3 (Farm Animals)","NO","299"
"Ward 4, Precinct 1","Question 3 (Farm Animals)","Blank","101"
"Ward 4, Precinct 1","Question 4 (Marijuana)","YES","1368"
"Ward 4, Precinct 1","Question 4 (Marijuana)","NO","431"
"Ward 4, Precinct 1","Question 4 (Marijuana)","Blank","72"
"Ward 4, Precinct 2","President & Vice President","CLINTON & KAINE","1752"
"Ward 4, Precinct 2","President & Vice President","JOHNSON & WELD","30"
"Ward 4, Precinct 2","President & Vice President","STEIN & BARAKA","45"
"Ward 4, Precinct 2","President & Vice President","TRUMP & PENCE","97"
"Ward 4, Precinct 2","President & Vice President","WI - Kotlikoff & Leamer","0"
"Ward 4, Precinct 2","President & Vice President","WI - McMullin & Johnson","6"
"Ward 4, Precinct 2","President & Vice President","All Others","22"
"Ward 4, Precinct 2","President & Vice President","Blank","19"
"Ward 4, Precinct 2","Rep in Congress (5th District)","KATHERINE M CLARK","1668"
"Ward 4, Precinct 2","Rep in Congress (5th District)","Write-in","15"
"Ward 4, Precinct 2","Rep in Congress (5th District)","Blank","288"
"Ward 4, Precinct 2","Rep in Congress (7th District)","MICHAEL E CAPUANO",
"Ward 4, Precinct 2","Rep in Congress (7th District)","WI - Timothy J. Toomey, Jr",
"Ward 4, Precinct 2","Rep in Congress (7th District)","All Others",
"Ward 4, Precinct 2","Rep in Congress (7th District)","Blank",
"Ward 4, Precinct 2","Councillor (6th District)","TERRENCE W KENNEDY","1605"
"Ward 4, Precinct 2","Councillor (6th District)","Write-in","11"
"Ward 4, Precinct 2","Councillor (6th District)","Blank","355"
"Ward 4, Precinct 2","Sen in General Court (Middlesex & Suffolk)","SAL N DiDOMENICO","1581"
"Ward 4, Precinct 2","Sen in General Court (Middlesex & Suffolk)","Write-in","10"
"Ward 4, Precinct 2","Sen in General Court (Middlesex & Suffolk)","Blank","380"
"Ward 4, Precinct 2","Sen in General Court (1st Suff & Middlesex)","JOSEPH A BONCORE ",
"Ward 4, Precinct 2","Sen in General Court (1st Suff & Middlesex)","Write-in",
"Ward 4, Precinct 2","Sen in General Court (1st Suff & Middlesex)","Blank",
"Ward 4, Precinct 2","Sen in General Court (2nd Middlesex)","PATRICIA D JEHLEN",
"Ward 4, Precinct 2","Sen in General Court (2nd Middlesex)","WI - Leland Cheung",
"Ward 4, Precinct 2","Sen in General Court (2nd Middlesex)","All Others",
"Ward 4, Precinct 2","Sen in General Court (2nd Middlesex)","Blank",
"Ward 4, Precinct 2","Rep in General Court (26th Middlesex)","MIKE CONNOLLY ",
"Ward 4, Precinct 2","Rep in General Court (26th Middlesex)","WI - Timothy J. Toomey, Jr",
"Ward 4, Precinct 2","Rep in General Court (26th Middlesex)","All Others",
"Ward 4, Precinct 2","Rep in General Court (26th Middlesex)","Blank",
"Ward 4, Precinct 2","Rep in General Court (8th Suffolk)","JAY D LIVINGSTONE",
"Ward 4, Precinct 2","Rep in General Court (8th Suffolk)","Write-in",
"Ward 4, Precinct 2","Rep in General Court (8th Suffolk)","Blank",
"Ward 4, Precinct 2","Rep in General Court (25th Middlesex)","MARJORIE C DECKER","1603"
"Ward 4, Precinct 2","Rep in General Court (25th Middlesex)","Write-in","16"
"Ward 4, Precinct 2","Rep in General Court (25th Middlesex)","Blank","352"
"Ward 4, Precinct 2","Rep in General Court (29th Middlesex)","JONATHAN HECHT",
"Ward 4, Precinct 2","Rep in General Court (29th Middlesex)","Write-in",
"Ward 4, Precinct 2","Rep in General Court (29th Middlesex)","Blank",
"Ward 4, Precinct 2","Rep in General Court (24th Middlesex)","DAVID M ROGERS",
"Ward 4, Precinct 2","Rep in General Court (24th Middlesex)","Write-in 50",
"Ward 4, Precinct 2","Rep in General Court (24th Middlesex)","Blank",
"Ward 4, Precinct 2","Sheriff (Middlesex District)","PETER J KOUTOUJIAN ","1539"
"Ward 4, Precinct 2","Sheriff (Middlesex District)","Write-in","16"
"Ward 4, Precinct 2","Sheriff (Middlesex District)","Blank","416"
"Ward 4, Precinct 2","Question 1 (Slot Machines)","YES","352"
"Ward 4, Precinct 2","Question 1 (Slot Machines)","NO","1484"
"Ward 4, Precinct 2","Question 1 (Slot Machines)","Blank","135"
"Ward 4, Precinct 2","Question 2 (Charter Schools)","YES","662"
"Ward 4, Precinct 2","Question 2 (Charter Schools)","NO","1199"
"Ward 4, Precinct 2","Question 2 (Charter Schools)","Blank","110"
"Ward 4, Precinct 2","Question 3 (Farm Animals)","YES","1604"
"Ward 4, Precinct 2","Question 3 (Farm Animals)","NO","292"
"Ward 4, Precinct 2","Question 3 (Farm Animals)","Blank","75"
"Ward 4, Precinct 2","Question 4 (Marijuana)","YES","1450"
"Ward 4, Precinct 2","Question 4 (Marijuana)","NO","446"
"Ward 4, Precinct 2","Question 4 (Marijuana)","Blank","75"
"Ward 4, Precinct 3","President & Vice President","CLINTON & KAINE","636"
"Ward 4, Precinct 3","President & Vice President","JOHNSON & WELD","29"
"Ward 4, Precinct 3","President & Vice President","STEIN & BARAKA","19"
"Ward 4, Precinct 3","President & Vice President","TRUMP & PENCE","31"
"Ward 4, Precinct 3","President & Vice President","WI - Kotlikoff & Leamer","0"
"Ward 4, Precinct 3","President & Vice President","WI - McMullin & Johnson","4"
"Ward 4, Precinct 3","President & Vice President","All Others","12"
"Ward 4, Precinct 3","President & Vice President","Blank","4"
"Ward 4, Precinct 3","Rep in Congress (5th District)","KATHERINE M CLARK","627"
"Ward 4, Precinct 3","Rep in Congress (5th District)","Write-in","10"
"Ward 4, Precinct 3","Rep in Congress (5th District)","Blank","98"
"Ward 4, Precinct 3","Rep in Congress (7th District)","MICHAEL E CAPUANO",
"Ward 4, Precinct 3","Rep in Congress (7th District)","WI - Timothy J. Toomey, Jr",
"Ward 4, Precinct 3","Rep in Congress (7th District)","All Others",
"Ward 4, Precinct 3","Rep in Congress (7th District)","Blank",
"Ward 4, Precinct 3","Councillor (6th District)","TERRENCE W KENNEDY","605"
"Ward 4, Precinct 3","Councillor (6th District)","Write-in","5"
"Ward 4, Precinct 3","Councillor (6th District)","Blank","125"
"Ward 4, Precinct 3","Sen in General Court (Middlesex & Suffolk)","SAL N DiDOMENICO",
"Ward 4, Precinct 3","Sen in General Court (Middlesex & Suffolk)","Write-in",
