"accession_number","last_name","first_name","artist_gender","title","year","location_name_of_site","location_1","location_description","interior_exterior","category_sculpture_work_on_paper_paintings_mural_electronic_media_temporary_programmatic","object_type","material","detail_material","size","additional_description","about_the_work"
"CAC87.06a","Phillips","David","Male ","""Levitated Stone"" (stone and bronze fountain)","2004","Dana Park",,"corner of Magazine Street and Lawrence Street","Exterior ","Sculpture ","Bronze ","Bronze, granite","Bronze (silicon), granite, tree limbs","83""H x 36""W x 50""D (Overall?: 3-31/2' 8' 2500lbs)","Tall sculpture: bronze ""tree branches"" holding up a granite boulder, with a bronze ""tree branch"" fountain spout at the top.","David Phillip's sculpture consists of a large granite stone ""levitated"" by bronze tree limbs. The stone is presented as though it were an offering. Natural elements, such as stone and trees, are often a motif in Phillps' work. ""In the woods, looking for sticks and stones for my sculpture,"" he says, ""I am often impressed by the persistence of life. A root can slowly establish a foothold and split a large rock. Lichen and moss extract their nourishment directly from the stone, ultimately processing granite into soil."" Of casting bronze tree limbs, Phillips adds, ""Metal branches are remarkable in that, although they are perceived as real, they can do things structurally that real twigs can't. For example, they can support a stone, giving the illusion of levitation.""

David Phillips received his BFA in Painting and his MFA in Sculpture from the Cranbrook Academy of Art in Michigan. He has taught at a number of places including Flint Institute of Art, Harvard, and Mass College of Art. His studio and foundry in Somerville are not only busy with his own work, but also much of the bronze casting in the area is done under his careful supervision.

"
"CAC02.01a","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (drinking fountain)","2002","Water Purification Facility Walter Sullivan Water Facility",,"Behind the Fresh Pond Water Purification Facility ","Exterior ","Sculpture ","Bronze ","Bronze ","Bronze (Exterior)","43” high","outdoor sculptural fountain along path","Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01h","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (valve plate at Andrew Peabody School)","2002","School/ Andrew Peabody Elementary School",,"70 Rindge Ave, 02140","Exterior","Sculpture ","Bronze","Bronze","Bronze","8"" diameter",,"Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01s","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (valve plate at Amigos School)","2002","School/ The Amigos School",,"15 Upton St, 02139","Exterior","Sculpture ","Bronze","Bronze","Bronze","8"" diameter",,"Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01j","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (valve plate at Haggerty School)","2002","School/ Haggerty Elementary School",,"110 Cushing Street, 02138. In concrete sidewalk next to crosswalk in front of school's main entrance.","Exterior","Sculpture ","Bronze","Bronze","Bronze","8"" diameter",,"Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01b","Harries/Heder","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (cast iron pipe and framing circle)","2002","Water Purification Facility Walter Sullivan Water Facility",,"250 Fresh Pond Parkway, Outdoors, between facility and the pond","Exterior ","Sculpture ","Metal-Cast Iron","Cast Iron","Cast iron (Exterior) ","9’ long x 42” diameter","Pipe cross sections on floor","Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01p","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (valve plate at Morse School)","2002","School/ Morse Elementary School",,"40 Granite St, 02139. On corner of Granite and Pearl at intersection. In concrete sidewalk.","Exterior","Sculpture ","Bronze","Bronze","Bronze","8"" diameter",,"Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01c ","Harries/Heder","Mags, Lajos","1 Female 1 Male ","“Drawn Water"" (water column)","2002","Water Purification Facility Walter Sullivan Water Facility",,"Inside Building Lobby","Interior ","Sculpture ","Plexiglas","Acrylic "," Acrylic","10’3” high x 18” diameter","Tall clear water column in lobby","Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01e","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (valve plate at Baldwin School)","2002","School/ Maria L. Baldwin Elementary School",,"28 Sacramento St, 02138","Exterior","Sculpture ","Bronze","Bronze","Bronze","8"" diameter",,"Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01k","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (valve plate at King Open School)","2002","School/ King Open School (Harrington Community School)",,"850 Cambridge Street, 02141. In concrete sidewalk, close to flagpole in front of building.","Exterior","Sculpture ","Bronze","Bronze","Bronze","8"" diameter",,"Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01g","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (valve plate at CRLS)","2002","School/ Cambridge Ringe & Latin High School",,"459 Broadway, 02138","Exterior","Sculpture ","Bronze","Bronze","Bronze","8"" diameter",,"Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01i","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (valve plate at Cambridgeport School)","2002","School/ Cambridgeport Elementary School",,"89 Elm Street, 02139. In concrete sidewalk next to crosswalk in front of school's main entrance.","Exterior","Sculpture ","Bronze","Bronze","Bronze","8"" diameter",,"Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01o","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (valve plate at Fletcher Maynard Academy)","2002 (replaced in 2008)","School/ Fletcher-Maynard Elementary Academy",,"225 Windsor St, 02139. On corner of Windsor and Harvard. In concrete sidewalk, next to blue cutout fence.","Exterior","Sculpture ","Bronze","Bronze","Bronze","8"" diameter",,"Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01q","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (valve plate at Grahm & Parks School)","2002","School/ Grahm & Parks Elementary School",,"44 Linnaean St, 02138. In concrete sidewalk next to crosswalk in front of school's main entrance.","Exterior","Sculpture ","Bronze","Bronze","Bronze","8"" diameter",,"Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01n","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (valve plate at Dr. Martin Luther King Jr School)","2002","School/ Dr. Martin Luther King Jr. Elementary School",,"100 Putnam Ave, 02139. In concrete sidewalk towards edge of building (closer to 90 Putnam Ave)","Exterior","Sculpture ","Bronze","Bronze","Bronze","8"" diameter",,"Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01d","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (terrazzo floor)","2002","Water Purification Facility Walter Sullivan Water Facility",,"Inside Building Lobby","Interior","Sculpture ","Terrazzo floor","Terrazzo floor with brass and bronze inlays","Terrazzo floor with brass and bronze inlays","41'4"" x 78'3""","indoor","Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01f","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (valve plate on Brattle Street)","2002","One Brattle Square",,"On ground in granite paver, between Eastern Bank and Brattle Theatre.","Exterior","Sculpture ","Bronze","Bronze","Bronze","8"" diameter",,"Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01r","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (valve plate at Tobin School)","2002","School/ Tobin Montessori Elementary School",,"197 Vassal Lane, 02138. On corner of Vassal and Standish at intersection. In concrete sidewalk.","Exterior","Sculpture ","Bronze","Bronze","Bronze","8"" diameter",,"Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01m","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (valve plate at Longfellow Building)","2002","School/ Longfellow Building (temp location for MLK School and King Open School during renovations)",,"359 Broadway, 02139, on Fayette St by playground. In concrete sidewalk.","Exterior","Sculpture ","Bronze","Bronze","Bronze","8"" diameter",,"Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC02.01l","Harries/Heder ","Mags, Lajos","1 Female 1 Male ","“Drawn Water” (valve plate at Kennedy-Longfellow School)","2002","School/ Kennedy-Longfellow Elementary School",,"158 Spring St, 02141","Exterior","Sculpture ","Bronze","Bronze","Bronze","8"" diameter",,"Drawn Water combines real drinking water, symbolic elements, and a 2500 sq. foot map that focuses attention on the importance of water in our lives. The underground pipes that bring the water throughout the city are marked on the map, along with water fountains, swimming pools, and ponds. Actual water pipes form functional seats and suggest the sizes of pipes in the map. A transparent water column is placed on the map at the site of the city's holding reservoir, Payson Park. The art continues outside the building. A shallow depression on both sides of a path reveals a 42 inch pipe, reminding us of the connection between the treatment facility and Fresh Pond, the city's reservoir. A circular opening in the fence around the pond focuses views of the water intake. A drinking fountain in the form of a squirting arc offers water to users of the path. When they drink from the fountain, the water column reacts with light, bubbles and changes in the water level, as if the water had been drawn through the large pipe back from the treatment facility. There are also thirteen bronze utility covers located throughout the city, each with a different water-related image. The locations of the covers are marked on the floor map to encourage a treasure hunt in the neighborhoods.

Mags Harries and Lajos Héder have collaborated on several projects since 1990, ranging from large-scale commissions to temporary installations and performances."
"CAC09.04a","Driscoll","Ellen","Female ","""Filament/Firmament"" (upper level, glass & woven cables)","2010","Library/ Cambridge Main Public Library  ",,"First floor in the atrium at the elevator.","Interior ","Sculpture ","Mixed Media","Etched glass, zinc panels, textile, imagery ","Etched glass, perforated zinc panels, woven cable, text, and textile imagery","Lower level (brushed steel panels):
6 panels each at H 7’10” x W 3’
Holes: 4” diameter each
Upper level (glass panels):
6 panels each at H 46 ¾” x W 9’8”

",,"Ellen Driscoll’s artwork for the Library honors the contributions of women to the life of the City and is located in a sky-lit, two-story atrium that links the original Library building with the new addition. Using etched glass, perforated zinc panels, woven cable, text, and textile imagery, Driscoll’s art envelopes the audience within a metaphorical space. A diagram of the interconnectedness of women’s relational roles, their agency, and the places they influence and inhabit literally and poetically is brought into three dimensions by an intricate cable design that forms a web across the atrium, framing the sky seen through the glass roof. This woven design represents the oldest and most universal of women’s activities – weaving and sewing."
"CAC09.04b","Driscoll","Ellen","Female ","""Filament/Firmament"" (ground level, zinc panels & textile)","2010","Library/ Cambridge Main Public Library  ",,"First floor in the atrium at the elevator.","Interior ","Sculpture ","Mixed Media","Etched glass, zinc panels, textile, imagery ","Etched glass, perforated zinc panels, woven cable, text, and textile imagery","Lower level (brushed steel panels):
6 panels each at H 7’10” x W 3’
Holes: 4” diameter each
Upper level (glass panels):
6 panels each at H 46 ¾” x W 9’8”

",,"Ellen Driscoll’s artwork for the Library honors the contributions of women to the life of the City and is located in a sky-lit, two-story atrium that links the original Library building with the new addition. Using etched glass, perforated zinc panels, woven cable, text, and textile imagery, Driscoll’s art envelopes the audience within a metaphorical space. A diagram of the interconnectedness of women’s relational roles, their agency, and the places they influence and inhabit literally and poetically is brought into three dimensions by an intricate cable design that forms a web across the atrium, framing the sky seen through the glass roof. This woven design represents the oldest and most universal of women’s activities – weaving and sewing."
"CAC84.05","Fichter","David","Male ","""Education is Liberation: Rosa Parks""","1985","School/ Graham and Parks School",,"44 Linnaean St., First Floor Hallway","Interior ","Mural","Paintings ","Acrylic on brick ","Acrylic on brick ","10' x 25'",,"Fichter's large interior mural pays homage to Rosa Parks, one the school's two namesakes. Park's 1955 refusal to sit in the back of an Alabama bus sparked the Montgomery Bus Boycott, a landmark event of the Civil Rights Movement. Fichter shows Parks telling her story to a group of school-children, whose diverse ethnicities not only reflect Cambridge's multi-cultural makeup but also embody the spirit of the Civil Rights Movement. Park's struggle for equal rights everywhere is represented by two opposing images: the chains of oppression and interlinked hands demonstrating the power of unity and resistance.
Fichter is a resident of Cambridge and has painted murals in the Eastern, Southern, and Midwestern United States, as well as in Nicaragua and in the former Soviet countries of Russia, Georgia and Armenia. Several of his works are located in other public spaces around Cambridge."
"CAC87.04.3","Lord","Madeleine","Female","""Revolutionary Figures"" (male figure)","1987","Fort Washington Park",,"Waverly Street and Talbot Street, behind park on old railroad tracks towards Vassar St.","Exterior ","Sculpture ","Metal-Painted Steel","Cut and painted steel ","Cut and painted steel","Figure of Male Soldier: 73""H x 48""W x 24""D","Standing male figure, 1 part of 3 components.","Five life-size silhouette figures - four minutemen and a Victorian-era woman - stand guard at Fort Washington Park, the only remaining fort built by George Washington, during the siege of Boston in 1775. The four Colonial soldiers are scattered throughout the park, in stances of battle readiness, while the Victorian figure sits alone pondering the historical site.
After the Battles of Lexington and Concord, the British retreated to Boston. George Washington encircled the city with fortifications, of which this is one. At that time, the fort overlooked the Charles River, and the cannons pointed towards Boston. The area was made into a park in 1857 when the land was donated to the City and the cast-iron fence surrounding the park was erected.
The intent of the cut steel sculptures, says Lord, ""was to recreate the Fort's encampment setting and to recall the park's creation and heyday,"" celebrate both eras in tandem, and pay homage to the park's layered history.

"
