"accession_number","artist_ful","last_name","first_name","title","series","actual_address","location","location_type_main","location_type","additional_location_info","latitude","longitude","the_geom","google_map","art_year","major_conservation","featured","display_term","detailed_m","website_category","object_type","dimensions","interior_exterior","permission_required","permission_type","neighborhood","tags_keywords_main","tag_keywords","tour_card","conservation_status","temporary_permanent","photo_website_url","short_desc"
"CAC.89.04a","Lilli Ann Rosenberg","Rosenberg","Lilli Ann",,"Turtles",,"Edward Alden Park","Playground","Playground; Park","Play area; Intersection at Sacramento Street and Oxford Street","42.38283393","-71.11649625","POINT (-71.11649624951629 42.382833929780055)","https://www.google.com/maps/search/?api=1&query=42.38283393,-71.11649625","1989","0","no",,"Ceramic tiles (glazed), natural shell, glass, millefiori in concrete forms","Sculpture","Sculpture","5”(h) x 62.5”(L) x 39.5”(w)","Exterior","no",,"Agassiz","animal","turtle; animal; ocean; water; sea; sea creature","Ode to the Ocean",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_82_04a_Rosenberg.jpg",
"CAC.92.02c","Edward Levine","Levine","Edward","(Block)","Floating Stones",,"Roethlisberger Park","Park","Park;Playground","St. Peter’s Ball Field (right of right-field),","42.38726604","-71.13362638","POINT (-71.13362637999644 42.38726604029207)","https://www.google.com/maps/search/?api=1&query=42.38726604,-71.13362638","1992","0","no",,"Granite blocks with steel inlay, polished-granite inlays (in ground)","Sculpture","Stone","24”(h) x 25”(w) x 25” (each block); 849” x 513” overall","Exterior","no",,"Neighborhood Nine","abstract","stone; abstract; landscape",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_02_Levine.JPG",
"CAC.07.05e","John Powell","Powell","John","(Allston)","Dana Park Quotes",,"Dana Park","Park","Park; Playground","Quotes are located throughout the park, mounted to existing city light poles","42.36141685","-71.10802435","POINT (-71.10802434966168 42.36141685011872)","https://www.google.com/maps/search/?api=1&query=42.36141685,-71.10802435","2007","0","no",,"Aluminum","Sculpture","Kinetic Metal Sculpture","24”(dia.)","Exterior","no",,"Cambridgeport","history","political; text; writing; history","Time Out for History",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Powell_CAC07055_Allston.JPG",
"CAC.96.01g","Nancy O'Neil","O'Neil","Nancy","(Double helix and yellow ribbon)","Untitled","85 Oxford Street","Maria L. Baldwin Elementary School","School","School; Public Building","Stairwell, levels 3-4 (left)","42.38234493","-71.11637995","POINT (-71.11637995042403 42.382344929802294)","https://www.google.com/maps/search/?api=1&query=42.38234493,-71.11637995","1996","0","no",,"Hand-painted stained glass","Stained Glass","Stained glass","28”(h) x 22”(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","Agassiz","light","glass, color, light",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_96_01g_ONeil.JPG",
"CAC.80.07e","Juliet Kepes","Kepes","Juliet","(Small Walking Bird)","Untitled (Birds)","99 Clarendon Avenue","Clarendon Avenue Playground","Park","Park; Playground","Mounted to low stone wall; Intersection at Massachusetts Avenue and Clarendon Avenue","42.39971914","-71.13270287","POINT (-71.13270287030956 42.39971913994888)","https://www.google.com/maps/search/?api=1&query=42.39971914,-71.13270287","1980","2020","yes",,"Bronze","Sculpture","Bronze relief","18.25”(h) x 15.75”(w)","Exterior","no",,"North Cambridge","animal","bird; animal; wings; soar; fly; flight","Take Flight",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Kepes_CAC8007e_PerspectivePhoto.JPG",
"CAC.83.01b","David Judelson","Judelson","David","Ballplayer","Brickworker and Ballplayer",,"Rindge Field","Pathway","Park; Pathway","Intersection at Pemberton Street and Haskell Street","42.39055228","-71.12782085","POINT (-71.12782084996931 42.39055228032591)","https://www.google.com/maps/search/?api=1&query=42.39055228,-71.12782085","1983","0","no",,"Handmade brick and masonry","Sculpture","Sculpture","78”(h) x 47.5”(w) x 43.25”(d)","Exterior","no",,"North Cambridge","community","brick; labor; baseball; community",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Judelson_CAC8301b_PerspectivePhoto.JPG",
"CAC.02.03c","John Tagiuri","Tagiuri","John","(Right lamp)","Chairs and Endless Lamps",,"Moses Youth Center","Public Building","Public Building","Behind 243 Harvard Street, between the youth center building and the adjacent Sennott Park basketball court","42.36841159","-71.10067088","POINT (-71.10067087988475 42.36841158984723)","https://www.google.com/maps/search/?api=1&query=42.36841159,-71.10067088","2002","0","no",,"Concrete and metal","Sculpture","Sculptural Light","183”(h) x 48”(dia.)","Exterior","no",,"The Port","light","Egyption; light; respite; seat; sit","Relish a Respite",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Tagiuri_ChairsAndEndlessLamps_rightlamp.JPG",
"CAC.92.03.4a","Nancy Webb","Webb","Nancy","(Praying Mantis)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36610562","-71.0766217","POINT (-71.07662169970091 42.36610561989262)","https://www.google.com/maps/search/?api=1&query=42.36610562,-71.0766217","1992","0","no",,"Bronze","Sculpture","Bronze Relief","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","insect; mantis; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_4a_Webb.jpg",
"CAC.96.01h","Nancy O'Neil","O'Neil","Nancy","(4 keys, astrolabe, and computers)","Untitled","85 Oxford Street","Maria L. Baldwin Elementary School","School","School; Public Building","Stairwell, levels 3-4 (right)","42.38234493","-71.11637995","POINT (-71.11637995042403 42.382344929802294)","https://www.google.com/maps/search/?api=1&query=42.38234493,-71.11637995","1996","0","no",,"Hand-painted stained glass","Stained Glass","Stained glass","28”(h) x 22”(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","Agassiz","light","glass, color, light",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/ONeil_CAC9601h_PerspectivePhoto.JPG",
"CAC.92.03.21","Nancy Webb","Webb","Nancy","(Katydid)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36688942","-71.07640617","POINT (-71.07640617050166 42.36688942016912)","https://www.google.com/maps/search/?api=1&query=42.36688942,-71.07640617","1992","0","no",,"Bronze","Sculpture","Bronze Relief","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","insect; katydid; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_21_Webb.jpg",
"CAC.83.01a","David Judelson","Judelson","David",,"Brickworker and Ballplayer",,"Rindge Field","Pathway","Park; Pathway","Intersection at Pemberton Street and Haskell Street","42.39055228","-71.12782085","POINT (-71.12782084996931 42.39055228032591)","https://www.google.com/maps/search/?api=1&query=42.39055228,-71.12782085","1983","0","no",,"Handmade brick and masonry","Sculpture","Sculpture","60”(h) x 63”(w) x 54.75”(d)","Exterior","no",,"North Cambridge","community","brick; labor; baseball; community",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Judelson_CAC8301_Overall_PerspectivePhoto.JPG",
"CAC.06.01c","Toshihiro Katayama","Katayama","Toshihiro","(Long wall)","Porter Square Landscape Design","1931 Massachusetts Avenue","Porter Square Shopping Center","Public Square","Public Square; Pathway","Long wall in front of the shops (directly across from the Porter Square T station)","42.38880175","-71.1191964","POINT (-71.11919640023815 42.38880175044485)","https://www.google.com/maps/search/?api=1&query=42.38880175,-71.1191964","2006","0","no",,"Tnemec painted steel","Landscape","Metal","37”(h) x 660”(w) x 0.75(d)","Exterior","no",,"North Cambridge","land design","abstract; land design; color; line; shape","Get a Blast of Local Color",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Katayama_CAC0601_PorterSquareLandscapeDesign.jpg",
"PN.2019.01","Rick Rawlins","Rawlins","Rick","Untitled (Poetry Scrim)",,,"Lafayette Square","Public Square","Public Square","Intersection at Lafayette Square and Mass Ave.","42.36338507","-71.10012897","POINT (-71.10012897028528 42.36338506978845)","https://www.google.com/maps/search/?api=1&query=42.36338507,-71.10012897","2019","2020","no",,"Construction Scrim","Mural","Printed Mural",,"Exterior","no",,"The Port","text","text; poetry; writing",,,"Temporary","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Rawlins_Scrim.jpg",
"CAC.09.04a-b","Ellen Driscoll","Driscoll","Ellen","Filament/Firmament",,"449 Broadway","Cambridge Main Public Library","Library","Library; Public Building","1st and 2nd floor, (look up) from 1st floor atrium at elevator. Can also access from 2nd floor","42.3737744","-71.11040436","POINT (-71.11040435996819 42.37377440001442)","https://www.google.com/maps/search/?api=1&query=42.3737744,-71.11040436","2010","0","no",,"Etched glass, perforated zinc panels, woven cable, text, and textile imagery","Sculpture","Mixed Media Installation","664”(h) x 187”(w)","Interior","no",,"Mid-Cambridge","community","text; symbol; identity; community; activism; feminism","Blaze a Trail for Activism",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Driscoll_FilamentFirmament.jpg",
"CAC.97.04a","Carlos Dorrien","Dorrien","Carlos","(Next to road)","Alewife Portals",,"Minuteman Commuter Bikeway","Park","Park; Pathway","End of Steel Place (street) on the north side of the Alewife MBTA station","42.39679906","-71.14308431","POINT (-71.14308431046439 42.396799060121445)","https://www.google.com/maps/search/?api=1&query=42.39679906,-71.14308431","1997","0","no",,"Granite","Sculpture","Stone","103”(h) x 49.5”(w) x 51”(d)","Exterior","no",,"North Cambridge","entryway","stone; fish; entryway; biking; bike path","Push Those Pedals",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Dorrien_AlewifePortals_a.JPG",
"CAC.11.01","Nancy Simonds","Simonds","Nancy",,"Beacon of Color",,"First Street Garage","Pathway","Pathway; Private Building","Corner of First and Spring St.","42.36871809","-71.07751555","POINT (-71.07751555015511 42.368718090098405)","https://www.google.com/maps/search/?api=1&query=42.36871809,-71.07751555","2011","0","no",,"Acrylic on Sintra","Mural","Painted Mural",,"Exterior","no",,"East Cambridge","abstract","abstract; shape; color",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01_Simonds.JPG",
"CAC.86.03e","David Phillips","Phillips","David","(Large stones and symbols)","Beach Fragments",,"Lechmere Canal Park","Park","Park","Inlaid in brick, under the park pavilion","42.36931876","-71.07555263","POINT (-71.07555262952985 42.36931876021842)","https://www.google.com/maps/search/?api=1&query=42.36931876,-71.07555263","1986","0","no",,"Silicon bronze in brick","Sculpture","Bronze Relief","16”(h) x 16”(w)","Exterior","no",,"East Cambridge","nature","beach; water; stone; nature; music; symbol; feet; hands; ocean; sea;","Ode to the Ocean",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC8603e_BeachFragments.JPG",
"CAC.06.06a","Robert Schelling","Schelling","Robert","(Medallion - triangle with dots)","Gore Field",,"Gold Star Mothers Park","Park","Park; Playground","Mounted on brick pillars at park entrances, Gore Street and 5th Street","42.37228047","-71.08334508","POINT (-71.08334508031672 42.37228046965865)","https://www.google.com/maps/search/?api=1&query=42.37228047,-71.08334508","2006","0","no",,"Silicon bronze","Sculpture","Bronze Relief","16""""(h) x 17""""(w) x 1.5""""(d)","Exterior","no",,"East Cambridge","abstract","abstract; shape; entryway; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Schilling_CAC0606a_GoreField.JPG",
"CAC.04.05a-f","Edwin Andrews","Andrews","Edwin",,"Dot Matrix",,"Green St. Garage","Public Building","Public Building","Corner of Pearl & Green St.","42.36414685","-71.10329853","POINT (-71.10329853027666 42.36414685015211)","https://www.google.com/maps/search/?api=1&query=42.36414685,-71.10329853","2004","0","no",,"Aluminum, plexiglass, and steel cable","Sculpture","Window Design","Various","Exterior","no",,"Cambridgeport","abstract","abstract; shape; color; light; play","Get a Blast of Local Color",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Andrews_CAC0404_DotMatrix.JPG",
"CAC.04.01a-j","Michael Glier","Glier","Michael",,"Town Green","344 Broadway","City Hall Annex","Public Building","Public Building",,"42.37007904","-71.10338243","POINT (-71.10338242957394 42.370079040224795)","https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243","2004","2017","no",,"Acrylic and charcoal on sheetrock","Mural","Painted Mural",,"Interior","no",,"Mid-Cambridge","community","about Cambridge; city; drawing, community; civic; government; democracy","Sense of City",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_CAC0401_TownGreen.jpg",
"CAC.99.05","György Kepes & Juliet Kepes","Kepes; Kepes","György: Juliet","(Owl on Blue Background)","Untitled","40 Granite Street","Morse School","School","School; Public Building","1st floor, hallway","42.35613544","-71.11274432","POINT (-71.1127443203148 42.35613544016427)","https://www.google.com/maps/search/?api=1&query=42.35613544,-71.11274432","1957","0","no",,"Enameled metal tiles","Mosaic","Enameled Tile Mural","94""""(h) x 84""""(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","Cambridgeport","animal","take flight; bird; animal",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Kepes_UntitledOwlOnBlueBackground_01.JPG",
"CAC.02.01e","Mags Harries & Lajos Heder","Harries; Heder","Mags; Lajos","Drawn Water (circle gate)","Drawn Water","250 Fresh Pond Parkway","Walter Sullivan Water Facility","Pathway","Pathway","Viewing circle within chainlink fence around Fresh Pond","42.38356439","-71.14415737","POINT (-71.14415736961496 42.38356438962619)","https://www.google.com/maps/search/?api=1&query=42.38356439,-71.14415737","2002","0","no",,"Painted Galvanized Steel","Sculpture","Painted Galvanized Steel Gate","94""""(h) x 48.5""""(w)","Exterior","no",,"West Cambridge","water","water; view; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_02_01e_HarriesMags_HeiderLajos_DrawnWater.jpg",
"CAC.97.02.4","David Phillips","Phillips","David","(Boulder with bronze inlay Harvard St.)","Spiral",,"Quincy Square","Public Square","Public Square","At intersection of Mass Ave. and Harvard Street on north side sidewalk next to benches","42.37259118","-71.11584195","POINT (-71.11584195038971 42.372591180118924)","https://www.google.com/maps/search/?api=1&query=42.37259118,-71.11584195","1997","0","no",,"Cast bronze and granite","Sculpture","Sculpture","15”-41”(h); 1130” x 944’ (overall area)","Exterior","no",,"Mid-Cambridge","nature","snail; nature; insect",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970204_Spiral.jpg",
"CAC.18.01","Marc Cooper","Cooper","Marc",,"Untitled (Moses Youth Center Collaborative)","243 Harvard Street","Moses Youth Center","Public Building","Public Building; Park","Back of building on deck","42.36836603","-71.10073318","POINT (-71.10073317966744 42.36836603015371)","https://www.google.com/maps/search/?api=1&query=42.36836603,-71.10073318","2018","0","no",,"Mixed media/ Wood, canvas, fiberglass, paint, collage, and polyester surfboard resin","Sculpture","Sculpture",,"Exterior","no",,,"Abstract","abstract; shape; surf; garden",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Cooper_Untitled_05.jpg",
"CAC.86.03c","David Phillips","Phillips","David","(Footprints-in stone)","Beach Fragments",,"Lechmere Canal Park","Park","Park","Inlaid in brick, under the park pavilion","42.36938729","-71.07554708","POINT (-71.075547080184 42.369387290332526)","https://www.google.com/maps/search/?api=1&query=42.36938729,-71.07554708","1986","0","no",,"Silicon bronze in brick","Sculpture","Bronze Relief","16”(h) x 16”(w)","Exterior","no",,"East Cambridge","nature","beach; water; stone; nature; music; symbol; feet; hands; ocean; sea;","Ode to the Ocean",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC8603c_BeachFragments.JPG",
"CAC.87.06h","David Phillips","Phillips","David","(Dragonflies/inlay)","Levitated Stone",,"Dana Park","Park","Park; Playground","Intersection at Lawrence Street and Magazine street","42.36117321","-71.10766133","POINT (-71.10766132983402 42.361173209903605)","https://www.google.com/maps/search/?api=1&query=42.36117321,-71.10766133","1987","0","no",,"Silicon bronze","Sculpture","Sculpture","284""""(dia.) x 3""""(w)","Exterior","no",,"Cambridgeport","nature","nature; dragonfly; insect; frog; animal; fountain; water; tree; branch; stone; outdoors; land; flora; fauna",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_18.JPG",
"CAC.99.08j","William Reimann","Reimann","William","(Column with starling)","Untitled",,"Corporal Burns Park","Park","Park; Pathway","Intersection at Memorial Drive and Flagg Street","42.36765816","-71.11492154","POINT (-71.11492153963431 42.36765815973514)","https://www.google.com/maps/search/?api=1&query=42.36765816,-71.11492154","1999","2020","yes",,"Granite (sandblasted) and paint","Sculpture","Stone","38”(h) x 9”(w) x 9”(d)","Exterior","no",,"Riverside","animal","bird; nature; animal; critter; creature","Inspect a Cantabridgian Creature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_j_Reimann.jpg",
"CAC.11.01d","Nancy Simonds","Simonds","Nancy",,"Beacon of Color",,"First Street Garage","Pathway","Public Building; Pathway","Corner of First and Spring St.","42.36868845","-71.07767186","POINT (-71.0776718600197 42.36868844956863)","https://www.google.com/maps/search/?api=1&query=42.36868845,-71.07767186","2011","0","no",,"Acrylic on Sintra","Mural","Painted Mural","62”(h) x 59”(w) (each)","Exterior","no",,"East Cambridge","abstract","abstract; shape; color",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01d_Simonds.jpg",
"CAC.06.06g","Robert Schelling","Schelling","Robert","(Medallion - diamond)","Gore Field",,"Gold Star Mothers Park","Park","Park; Playground","Mounted on brick pillars at park entrances, Gore Street and 6th Street","42.37246997","-71.08458351","POINT (-71.08458351050028 42.372469970186906)","https://www.google.com/maps/search/?api=1&query=42.37246997,-71.08458351","2006","0","no",,"Silicon bronze","Sculpture","Bronze Relief","17.5""""(h) x 17""""(w) x 1""""(d)","Exterior","no",,"East Cambridge","abstract","abstract; sports; baseball; shape; entrayway; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Schilling_CAC0606g_GoreField.JPG",
"CAC.05.02a","Jay Coogan","Coogan","Jay","(Upright white dog)","Untitled (Dogs and Cats)","61 Willow Street","Donnelly Field","Playground","Park; Playground","Outside of Frisoli Youth Center","42.37126757","-71.0920295","POINT (-71.09202950014726 42.37126757011308)","https://www.google.com/maps/search/?api=1&query=42.37126757,-71.0920295","2005","0","no",,"Painted aluminum","Sculpture","Metal","50""""(h) x 42.5""""(w) x 14""""(d)","Exterior","no",,"Wellington-Harrington","animal","cats; dogs; animal; critter; creature","Inspect a Cantabridgian Creature","hide","Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Coogan_CAC0502a_Untitled.JPG",
"CAC.92.03.30","Nancy Webb","Webb","Nancy","(Daylily Bud and Katydid)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36644739","-71.07633812","POINT (-71.07633811954511 42.366447390105186)","https://www.google.com/maps/search/?api=1&query=42.36644739,-71.07633812","1992","0","no",,"Bronze","Sculpture","Bronze","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","insect; katydid; plant; flower; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_30_Webb.jpg",
"CAC.05.01a","Judy McKie","McKie","Judy",,"Alley Cats","826 Cambridge Street","Cambridge Public Library-Valente Branch","Library","Library; Public Building; Garden","In garden","42.37210986","-71.08997838","POINT (-71.08997838055453 42.37210986023884)","https://www.google.com/maps/search/?api=1&query=42.37210986,-71.08997838","2005","2020","no",,"Silicon bronze","Sculpture","Bench","32'(h) x 60""""(w) x 17""""(d) (each)","Exterior","no",,"Wellington-Harrington","animal","bench; animal; cats; respite; seat; sit","Relish a Respite",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/McKie_CAC0501a_PerspectivePhoto.JPG",
"CAC.81.12d","Robin Shores","Shores","Robin","(Bollard with shoes)","Untitled","359 Broadway","King Open School (until 2020), the Ola Portuguese Dual Language Immersion Program","School","School; Public Building; Pathway","On sidewalk in front of school","42.3704843","-71.10377503","POINT (-71.10377502944215 42.370484300213796)","https://www.google.com/maps/search/?api=1&query=42.3704843,-71.10377503","1981","0","no",,"Concrete","Sculpture","Sculpted Concrete Bollard","33""""(h) x 18""""(dia.) (each)","Exterior","no",,"Mid-Cambridge","children","feet; shoes; children",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Shores_CAC8112d.JPG",
"CAC.15.01","Adam Simha","Simha","Adam",,"A Public Display of Intervention",,"Charles O. Dance Jr. Square","Public Square","Public Square","Intersection at Bishop Allen Drive and Main Street","42.36343842","-71.09825719","POINT (-71.09825719031929 42.36343841966747)","https://www.google.com/maps/search/?api=1&query=42.36343842,-71.09825719","2015","0","no",,"Painted steel, mounted on cement bench","Landscape","Bench",,"Exterior","no",,"The Port","bench","bench; abstract; respite; seat; sit",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_15_01b_Simha.jpg",
"CAC.09.01","Mela Lyman","Lyman","Mela","Anxiety of Beauty: Revisiting the Fountain of Youth",,,"Paine Park","Park","Park; Playground","Attached to back of privacy fence; Intersection at Amory Street and St. Mary Road","42.37091361","-71.10157897","POINT (-71.10157896959916 42.37091360993916)","https://www.google.com/maps/search/?api=1&query=42.37091361,-71.10157897","2009","0","no",,"Acrylic on MDO board","Mural","Painted Mural","288”(h) x 432”(w) x 3/4""""(d)","Exterior","no",,"Mid-Cambridge","water","water; swimming; children; cloud; color; history; landscape; mythology","Get a Blast of Local Color",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_09_01_Lyman.JPG",
"CAC.80.01","Linda Lichtman","Lichtman","Linda","Untitled",,"45 Pearl Street","Central Square Branch Library","Library","Library; Public Building","1st floor, reading room","42.36386897","-71.10361901","POINT (-71.10361900979592 42.363868969582576)","https://www.google.com/maps/search/?api=1&query=42.36386897,-71.10361901","1980","0","no",,"Stained, leaded glass","Stained Glass","Stained glass","84”(h) x 36”(w)","Interior","no",,"Cambridgeport","light","glass; color; light",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_80_01_Lichtman.JPG",
"CAC.97.01a-x","Jay Coogan","Coogan","Jay","Stop-Action-Frieze",,"61 Willow Street","Frisoli Youth Center","School","School; Public Building","Mounted on walls of two-story lobby","42.37127656","-71.09213263","POINT (-71.09213263056141 42.37127655967863)","https://www.google.com/maps/search/?api=1&query=42.37127656,-71.09213263","1997","0","no",,"Powder-coated aluminum","Sculpture","Metal Wall Sculpture","36.5”-62”(h) x 32”-80”(w) x 15”(d)","Interior","yes","Call Public Art Administrator, 617-349-4388","Wellington-Harrington","play","play; sports",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Coogan_CAC9701_StopActionFrieze.jpg",
"CAC.02.03a","John Tagiuri","Tagiuri","John","(Left lamp)","Chairs and Endless Lamps","243 Harvard St, Cambridge, MA 02139","Moses Youth Center","Playground","Public Building; Playground","Behind 243 Harvard Street, between the youth center building and the adjacent Sennott Park basketball court","42.36842351","-71.10076824","POINT (-71.1007682397085 42.36842350999538)","https://www.google.com/maps/search/?api=1&query=42.36842351,-71.10076824","2002","0","no",,"Concrete, paint and metal","Sculpture","Sculptural Light","183”(h) x 48”(dia.)","Exterior","no",,"The Port","light","Egyption; light; respite; seat; sit","Relish a Respite",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Tagiuri_ChairsAndEndlessLamps_leftlamp.jpg",
"CAC.92.03.25","Nancy Webb","Webb","Nancy","(Chicory and Bumble Bee)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36687579","-71.07614083","POINT (-71.07614083000581 42.36687579003237)","https://www.google.com/maps/search/?api=1&query=42.36687579,-71.07614083","1992","0","no",,"Bronze","Sculpture","Bronze Relief","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","insect; bee; plant; flower; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_25_Webb.jpg",
"CAC.95.06a-d","Lilli Ann Rosenberg","Rosenberg","Lilli Ann",,"Untitled","110 Cushing Street","Haggerty School","School","School; Public Building","Front lobby","42.37809388","-71.15233129","POINT (-71.1523312897224 42.37809388025385)","https://www.google.com/maps/search/?api=1&query=42.37809388,-71.15233129","1995","0","no",,"Ceramic tiles, glazed","Mosaic","Mosaic mural; Sculpture",,"Interior","yes","Call Public Art Administrator, 617-349-4388","Strawberry Hill","children","animal; color; play; kids; children; community",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Rosenberg_CAC9506ad_Kids_PerspectivePhoto.JPG",
"CAC.87.06k","David Phillips","Phillips","David","(Small frog water fountain)","Levitated Stone",,"Dana Park","Park","Park; Playground","Intersection at Corporal McTernan Street and Magazine street, outside of playground","42.36113753","-71.10763928","POINT (-71.10763928039793 42.36113753011186)","https://www.google.com/maps/search/?api=1&query=42.36113753,-71.10763928","1987","0","no",,"Silicon bronze","Sculpture","Bronze Relief","10.5""""(dia.) (each)","Exterior","no",,"Cambridgeport","animal","frog; animal; fountain; outdoors; land; flora; fauna; nature","Next Stop Nature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_13.JPG",
"CAC.18.01.3","Marc Cooper","Cooper","Marc",,"Untitled (Moses Youth Center Collaborative)","243 Harvard Street","Moses Youth Center","Public Building","Public Building; Park","back of building on deck","42.36838327","-71.10072199","POINT (-71.10072199004605 42.36838326960908)","https://www.google.com/maps/search/?api=1&query=42.36838327,-71.10072199","2018","0","no",,"Mixed media/ Wood, canvas, fiberglass, paint, collage, and polyester surfboard resi","Sculpture","Sculpture","29""""(h) x 23""""(w) x 14""""(d)","Interior","no",,,"Abstract","abstract; garden; surf; shape",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Cooper_Untitled_03.jpg",
