"year","company","industry","employment","rank"
"2009","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1154","10"
"2009","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1199","9"
"2009","FEDERAL GOVERNMENT","GOVERNMENT","1292","8"
"2009","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","1386","7"
"2009","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","1654","6"
"2009","NOVARTIS INSTITUTE FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY/PHARMA","1946","5"
"2009","MT. AUBURN HOSPITAL","HEALTH CARE","2056","4"
"2009","CITY OF CAMBRIDGE","GOVERNMENT","2657","3"
"2009","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","8167","2"
"2009","HARVARD UNIVERSITY","HIGHER EDUCATION","11382","1"
"2010","GOOGLE","SOFTWARE DEVELOPMENT","430","25"
"2010","PEGASYSTEMS","SOFTWARE DEVELOPMENT","491","24"
"2010","RAYTHEON BBN TECHNOLOGIES","RESEARCH & DEVELOPMENT","497","23"
"2010","LESLEY UNIVERSITY","HIGHER EDUCATION","499","22"
"2010","COMMONWEALTH OF MASSACHUSETTS","GOVERNMENT","506","21"
"2010","QUEST DIAGNOSTICS","HEALTH CARE","527","20"
"2010","FORRESTER RESEARCH","CONSULTING","542","19"
"2010","SPAULDING HOSPITAL CAMBRIDGE/YOUVILLE","HEALTH CARE","575","18"
"2010","EF INTERNATIONAL","TRAVEL & EDUCATION  SERVICES","650","17"
"2010","CDM SMITH","CONSULTING","653","16"
"2010","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","700","15"
"2010","BROAD INSTITUTE","RESEARCH & DEVELOPMENT","870","14"
"2010","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","1077","13"
"2010","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1226","12"
"2010","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1294","11"
"2010","PFIZER","BIOTECHNOLOGY/PHARMA","1300","10"
"2010","FEDERAL GOVERNMENT","GOVERNMENT","1316","9"
"2010","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","1350","8"
"2010","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","1504","7"
"2010","VERTEX PHARMACEUTICALS","BIOTECHNOLOGY/PHARMA","1600","6"
"2010","MT. AUBURN HOSPITAL","HEALTH CARE","1665","5"
"2010","NOVARTIS INSTITUTE FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY/PHARMA","2095","4"
"2010","CITY OF CAMBRIDGE","GOVERNMENT","2922","3"
"2010","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","7604","2"
"2010","HARVARD UNIVERSITY","HIGHER EDUCATION","10718","1"
"2011","RAYTHEON BBN TECHNOLOGIES","RESEARCH & DEVELOPMENT","510","25"
"2011","PEGASYSTEMS","SOFTWARE DEVELOPMENT","520","24"
"2011","QUEST DIAGNOSTICS","HEALTH CARE","523","23"
"2011","COMMONWEALTH OF MASSACHUSETTS","GOVERNMENT","592","22"
"2011","CDM SMITH","CONSULTING","601","21"
"2011","FORRESTER RESEARCH","CONSULTING","624","20"
"2011","WHOLE FOODS","SUPERMARKET","643","19"
"2011","EF INTERNATIONAL","TRAVEL & EDUCATION  SERVICES","650","18"
"2011","MICROSOFT","SOFTWARE DEVELOPMENT","700","17"
"2011","SPAULDING HOSPITAL CAMBRIDGE/YOUVILLE","HEALTH CARE","700","16"
"2011","PFIZER","BIOTECHNOLOGY/PHARMA","758","15"
"2011","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","780","14"
"2011","BROAD INSTITUTE","RESEARCH & DEVELOPMENT","861","13"
"2011","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","1142","12"
"2011","FEDERAL GOVERNMENT","GOVERNMENT","1144","11"
"2011","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1172","10"
"2011","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","1259","9"
"2011","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","1272","8"
"2011","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1281","7"
"2011","MT. AUBURN HOSPITAL","HEALTH CARE","1558","6"
"2011","VERTEX PHARMACEUTICALS","BIOTECHNOLOGY/PHARMA","1600","5"
"2011","NOVARTIS INSTITUTE FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY/PHARMA","2271","4"
"2011","CITY OF CAMBRIDGE","GOVERNMENT","2947","3"
"2011","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","7640","2"
"2011","HARVARD UNIVERSITY","HIGHER EDUCATION","10906","1"
"2012","LESLEY UNIVERSITY","HIGHER EDUCATION","498","25"
"2012","SPAULDING HOSPITAL CAMBRIDGE/YOUVILLE","HEALTH CARE","498","25"
"2012","RAYTHEON BBN TECHNOLOGIES","RESEARCH & DEVELOPMENT","564","24"
"2012","PEGASYSTEMS","SOFTWARE DEVELOPMENT","565","23"
"2012","CDM SMITH","CONSULTING","583","22"
"2012","FORRESTER RESEARCH","CONSULTING","604","21"
"2012","WHOLE FOODS","SUPERMARKET","678","20"
"2012","EF INTERNATIONAL","TRAVEL & EDUCATION  SERVICES","739","19"
"2012","GOOGLE","SOFTWARE DEVELOPMENT","800","18"
"2012","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","849","17"
"2012","BROAD INSTITUTE","RESEARCH & DEVELOPMENT","872","16"
"2012","PFIZER","BIOTECHNOLOGY/PHARMA","875","15"
"2012","MICROSOFT","SOFTWARE DEVELOPMENT","913","14"
"2012","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","992","13"
"2012","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","1148","12"
"2012","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","1212","11"
"2012","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1214","10"
"2012","FEDERAL GOVERNMENT","GOVERNMENT","1226","9"
"2012","VERTEX PHARMACEUTICALS","BIOTECHNOLOGY/PHARMA","1420","8"
"2012","CAMBRIDGE INNOVATION CENTER","INCUBATOR","1453","7"
"2012","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","1530","6"
"2012","MT. AUBURN HOSPITAL","HEALTH CARE","1731","5"
"2012","NOVARTIS INSTITUTE FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY/PHARMA","2276","4"
"2012","CITY OF CAMBRIDGE","GOVERNMENT","2925","3"
"2012","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","7824","2"
"2012","HARVARD UNIVERSITY","HIGHER EDUCATION","11167","1"
"2013","SPAULDING HOSPITAL CAMBRIDGE/YOUVILLE","HEALTH CARE","538","25"
"2013","LESLEY UNIVERSITY","HIGHER EDUCATION","541","24"
"2013","CDM SMITH","CONSULTING","543","23"
"2013","PEGASYSTEMS","SOFTWARE DEVELOPMENT","562","22"
"2013","HUBSPOT","SOFTWARE DEVELOPMENT","580","21"
"2013","FORRESTER RESEARCH","CONSULTING","591","20"
"2013","MICROSOFT","SOFTWARE DEVELOPMENT","631","19"
"2013","GOOGLE","SOFTWARE DEVELOPMENT","800","18"
"2013","EF INTERNATIONAL","TRAVEL & EDUCATION  SERVICES","802","17"
"2013","BROAD INSTITUTE","RESEARCH & DEVELOPMENT","846","16"
"2013","PFIZER","BIOTECHNOLOGY/PHARMA","904","15"
"2013","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","1075","14"
"2013","FEDERAL GOVERNMENT","GOVERNMENT","1216","13"
"2013","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","1217","12"
"2013","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1273","11"
"2013","VERTEX PHARMACEUTICALS","BIOTECHNOLOGY/PHARMA","1298","10"
"2013","CAMBRIDGE INNOVATION CENTER","INCUBATOR","1472","9"
"2013","MT. AUBURN HOSPITAL","HEALTH CARE","1785","8"
"2013","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1797","7"
"2013","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","1815","6"
"2013","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","2000","5"
"2013","NOVARTIS INSTITUTE FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY/PHARMA","2472","4"
"2013","CITY OF CAMBRIDGE","GOVERNMENT","2869","3"
"2013","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","8960","2"
"2013","HARVARD UNIVERSITY","HIGHER EDUCATION","11298","1"
"2014","CDM SMITH","CONSULTING","524","25"
"2014","WHOLE FOODS","SUPERMARKET","530","24"
"2014","LESLEY UNIVERSITY","HIGHER EDUCATION","533","23"
"2014","SPAULDING HOSPITAL CAMBRIDGE/YOUVILLE","HEALTH CARE","558","22"
"2014","FORRESTER RESEARCH","CONSULTING","611","21"
"2014","PEGASYSTEMS","SOFTWARE DEVELOPMENT","635","20"
"2014","HUBSPOT","SOFTWARE DEVELOPMENT","640","19"
"2014","GOOGLE","SOFTWARE DEVELOPMENT","800","18"
"2014","BROAD INSTITUTE","RESEARCH & DEVELOPMENT","872","17"
"2014","MICROSOFT","SOFTWARE DEVELOPMENT","880","16"
"2014","EF INTERNATIONAL","TRAVEL & EDUCATION  SERVICES","889","15"
"2014","PFIZER","BIOTECHNOLOGY/PHARMA","922","14"
"2014","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","1166","13"
"2014","FEDERAL GOVERNMENT","GOVERNMENT","1240","12"
"2014","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1262","11"
"2014","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","1367","10"
"2014","CAMBRIDGE INNOVATION CENTER","INCUBATOR","1574","9"
"2014","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","1640","8"
"2014","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1704","7"
"2014","MT. AUBURN HOSPITAL","HEALTH CARE","1922","6"
"2014","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","2660","5"
"2014","NOVARTIS INSTITUTE FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY/PHARMA","2704","4"
"2014","CITY OF CAMBRIDGE","GOVERNMENT","2927","3"
"2014","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","8455","2"
"2014","HARVARD UNIVERSITY","HIGHER EDUCATION","10980","1"
"2015","LESLEY UNIVERSITY","HIGHER EDUCATION","441","25"
"2015","WHOLE FOODS","SUPERMARKET","442","24"
"2015","BAXALTA","BIOTECHNOLOGY","500","23"
"2015","SPAULDING HOSPITAL CAMBRIDGE","HEALTH CARE","524","22"
"2015","FORRESTER RESEARCH","BUSINESS SERVICES","611","21"
"2015","PEGASYSTEMS","SOFTWARE DEVELOPMENT","723","20"
"2015","HUBSPOT","MARKETING SOFTWARE","860","19"
"2015","MICROSOFT","SOFTWARE DEVELOPMENT","900","18"
"2015","GOOGLE","SOFTWARE DEVELOPMENT","971","17"
"2015","PFIZER","BIOTECHNOLOGY","1000","16"
"2015","EF INTERNATIONAL","TRAVEL & EDUCATION  PROGRAMS","1010","15"
"2015","BROAD INSTITUTE","RESEARCH & DEVELOPMENT","1122","14"
"2015","FEDERAL GOVERNMENT","GOVERNMENT","1210","13"
"2015","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1229","12"
"2015","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY","1411","11"
"2015","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","1544","10"
"2015","SANOFI AVENTIS/GENZYME","BIOTECHNOLOGY","1600","9"
"2015","CAMBRIDGE INNOVATION CENTER","START UP INCUBATOR","1678","8"
"2015","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1713","7"
"2015","MT. AUBURN HOSPITAL","HEALTH CARE","2115","6"
"2015","NOVARTIS INST. FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY","2457","5"
"2015","BIOGEN IDEC","BIOTECHNOLOGY","2700","4"
"2015","CITY OF CAMBRIDGE","GOVERNMENT","2950","3"
"2015","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","8763","2"
"2015","HARVARD UNIVERSITY","HIGHER EDUCATION","11997","1"
"2016","SHAW'S SUPERMARKETS/STAR MARKET","SUPERMARKET","531","25"
"2016","INTERSYSTEMS","SOFTWARE DEVELOPMENT","550","23"
"2016","ABT ASSOCIATES","PUBLIC POLICY CONSULTING","550","23"
"2016","SHIRE HGT/BAXALTA","BIOTECHNOLOGY","580","22"
"2016","FORRESTER RESEARCH","BUSINESS SERVICES","629","21"
"2016","PEGASYSTEMS","SOFTWARE DEVELOPMENT","768","20"
"2016","EF EDUCATION FIRST","TRAVEL & EDUCATION  PROGRAMS","1000","18"
"2016","PFIZER","BIOTECHNOLOGY","1000","18"
"2016","GOOGLE","SOFTWARE DEVELOPMENT","1000","18"
"2016","IBM","SOFTWARE DEVELOPMENT","1112","16"
"2016","HUBSPOT","MARKETING SOFTWARE","1118","15"
"2016","BROAD INSTITUTE","RESEARCH & DEVELOPMENT","1174","14"
"2016","FEDERAL GOVERNMENT","GOVERNMENT","1218","13"
"2016","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY","1427","12"
"2016","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1440","11"
"2016","SANOFI AVENTIS/GENZYME","BIOTECHNOLOGY","1500","10"
"2016","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","1658","9"
"2016","CAMBRIDGE INNOVATION CENTER","START UP INCUBATOR","1704","8"
"2016","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1835","7"
"2016","MT. AUBURN HOSPITAL","HEALTH CARE","2292","6"
"2016","NOVARTIS INST. FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY","2365","5"
"2016","BIOGEN IDEC","BIOTECHNOLOGY","2700","4"
"2016","CITY OF CAMBRIDGE","GOVERNMENT","2982","3"
"2016","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","8996","2"
"2016","HARVARD UNIVERSITY","HIGHER EDUCATION","12304","1"
"2017","LESLEY UNIVERSITY","HIGHER EDUCATION","517","25"
"2017","MODERNA THERAPEUTICS","BIOTECHNOLOGY","531","24"
"2017","SHIRE/BAXALTA","BIOTECHNOLOGY","588","23"
"2017","FORRESTER RESEARCH","BUSINESS SERVICES","617","22"
"2017","ALNYLAM PHARMACEUTICALS","BIOTECHNOLOGY","673","21"
"2017","PEGASYSTEMS","SOFTWARE DEVELOPMENT","810","20"
"2017","IBM INNOVATION CENTER/WATSON","SOFTWARE DEVELOPMENT","1077","19"
"2017","BROAD INSTITUTE","RESEARCH & DEVELOPMENT","1135","18"
"2017","GOOGLE","SOFTWARE DEVELOPMENT","1200","17"
"2017","PFIZER","BIOTECHNOLOGY","1200","16"
"2017","EF EDUCATION FIRST","TRAVEL & EDUCATION  PROGRAMS","1269","15"
"2017","FEDERAL GOVERNMENT","GOVERNMENT","1273","14"
"2017","SANOFI AVENTIS","BIOTECHNOLOGY","1318","13"
"2017","HUBSPOT","MARKETING SOFTWARE","1360","12"
"2017","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY","1554","11"
"2017","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1557","10"
"2017","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1824","9"
"2017","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","1845","8"
"2017","CAMBRIDGE INNOVATION CENTER","START UP INCUBATOR","1872","7"
"2017","BIOGEN","BIOTECHNOLOGY","2100","6"
"2017","MT. AUBURN HOSPITAL","HEALTH CARE","2109","5"
"2017","NOVARTIS INSTITUTE FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY","2326","4"
"2017","CITY OF CAMBRIDGE","GOVERNMENT","3098","3"
"2017","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","9043","2"
"2017","HARVARD UNIVERSITY","HIGHER EDUCATION","12287","1"
"2018","LESLEY UNIVERSITY","HIGHER EDUCATION","577","25"
"2018","FORRESTER RESEARCH","BUSINESS SERVICES","605","24"
"2018","CARGURUS","SOFTWARE DEVELOPMENT","632","23"
"2018","ALNYLAM PHARMACEUTICALS","BIOTECHNOLOGY","752","22"
"2018","PEGASYSTEMS","SOFTWARE DEVELOPMENT","817","21"
"2018","SHIRE PHARMACEUTICALS","BIOTECHNOLOGY","833","20"
"2018","PFIZER","BIOTECHNOLOGY","853","19"
"2018","IBM","SOFTWARE DEVELOPMENT","1077","18"
"2018","FEDERAL GOVERNMENT","GOVERNMENT","1200","17"
"2018","EF EDUCATION FIRST","TRAVEL & EDUCATION  PROGRAMS","1225","16"
"2018","GOOGLE","SOFTWARE DEVELOPMENT","1400","15"
"2018","HUBSPOT","MARKETING SOFTWARE","1583","14"
"2018","BROAD INSTITUTE","RESEARCH & DEVELOPMENT","1589","13"
"2018","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1650","12"
"2018","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","1719","11"
"2018","SANOFI","BIOTECHNOLOGY","1722","10"
"2018","MT. AUBURN HOSPITAL","HEALTH CARE","1762","9"
"2018","CAMBRIDGE INNOVATION CENTER3","START UP INCUBATOR","1771","8"
"2018","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1795","7"
"2018","TAKEDA PHARMACEUTICALS","BIOTECHNOLOGY","1856","6"
"2018","NOVARTIS INST. FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY","2337","5"
"2018","BIOGEN","BIOTECHNOLOGY","2400","4"
"2018","CITY OF CAMBRIDGE2","GOVERNMENT","3173","3"
"2018","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","9194","2"
"2018","HARVARD UNIVERSITY","HIGHER EDUCATION","12595","1"
"2019","LESLEY UNIVERSITY","HIGHER EDUCATION","582","25"
"2019","FORRESTER RESEARCH","BUSINESS SERVICES","603","24"
"2019","BLUEBIRD BIO4","BIOTECHNOLOGY","619","23"
"2019","CARGURUS","SOFTWARE DEVELOPMENT","742","22"
"2019","IBM","SOFTWARE DEVELOPMENT","763","21"
"2019","ALNYLAM PHARMACEUTICALS","BIOTECHNOLOGY","876","20"
"2019","PEGASYSTEMS","SOFTWARE DEVELOPMENT","915","19"
"2019","PFIZER","BIOTECHNOLOGY","917","18"
"2019","FEDERAL GOVERNMENT","GOVERNMENT","1181","17"
"2019","EF EDUCATION FIRST","TRAVEL & EDUCATION  PROGRAMS","1345","16"
"2019","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","1662","15"
"2019","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1663","14"
"2019","GOOGLE","SOFTWARE DEVELOPMENT","1700","13"
"2019","HUBSPOT","MARKETING SOFTWARE","1735","12"
"2019","BROAD INSTITUTE","RESEARCH & DEVELOPMENT","1742","11"
"2019","SANOFI","BIOTECHNOLOGY","1782","10"
"2019","MT. AUBURN HOSPITAL","HEALTH CARE","1789","9"
"2019","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1806","8"
"2019","CAMBRIDGE INNOVATION CENTER3","START UP INCUBATOR","2267","7"
"2019","NOVARTIS INST. FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY","2267","6"
"2019","BIOGEN","BIOTECHNOLOGY","2421","5"
"2019","TAKEDA PHARMACEUTICALS","BIOTECHNOLOGY","3000","4"
"2019","CITY OF CAMBRIDGE2","GOVERNMENT","3256","3"
"2019","MASSACHUSETTS INST. OF TECHNOLOGY","HIGHER EDUCATION","9311","2"
"2019","HARVARD UNIVERSITY","HIGHER EDUCATION","12565","1"
"2020","FORRESTER RESEARCH","BUSINESS SERVICES","634","25"
"2020","CARGURUS","SOFTWARE DEVELOPMENT","699","24"
"2020","IBM","SOFTWARE DEVELOPMENT","750","23"
"2020","BLUEBIRD BIO","BIOTECHNOLOGY","843","22"
"2020","ALNYLAM PHARMACEUTICALS","BIOTECHNOLOGY","885","21"
"2020","PFIZER","BIOTECHNOLOGY","941","20"
"2020","PEGASYSTEMS","SOFTWARE DEVELOPMENT","975","19"
"2020","FEDERAL GOVERNMENT","GOVERNMENT","1195","18"
"2020","EF EDUCATION FIRST","TRAVEL & EDUCATION  PROGRAMS","1205","17"
"2020","PHILLIPS NORTH AMERICA","ELECTRONICS & HEALTH TECHNOLOGY","1214","16"
"2020","CAMBRIDGE INNOVATION CENTER","START UP INCUBATOR","1490","15"
"2020","SANOFI","BIOTECHNOLOGY","1605","14"
"2020","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1638","13"
"2020","MT. AUBURN HOSPITAL","HEALTH CARE","1668","12"
"2020","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","1685","11"
"2020","GOOGLE","SOFTWARE DEVELOPMENT","1800","10"
"2020","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1809","9"
"2020","BROAD INSTITUTE","RESEARCH & DEVELOPMENT","1880","8"
"2020","BIOGEN","BIOTECHNOLOGY","2318","6"
"2020","HUBSPOT","MARKETING SOFTWARE","1950","6"
"2020","NOVARTIS INST. FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY","2330","5"
"2020","CITY OF CAMBRIDGE","GOVERNMENT","3472","4"
"2020","TAKEDA PHARMACEUTICALS","BIOTECHNOLOGY","3484","3"
"2020","MASSACHUSETTS INST. OF TECHNOLOGY","HIGHER EDUCATION","9322","2"
"2020","HARVARD UNIVERSITY","HIGHER EDUCATION","12858","1"
"2021","RAYTHEON BBN TECHNOLOGIES","RESEARCH & DEVELOPMENT","564","25"
"2021","FORRESTER RESEARCH","BUSINESS SERVICES","578","24"
"2021","LAB CENTRAL","START UP INCUBATOR","638","23"
"2021","CARGURUS","SOFTWARE & INTERNET","733","22"
"2021","MODERNA THERAPEUTICS","BIOTECHNOLOGY","870","21"
"2021","PFIZER","BIOTECHNOLOGY","927","20"
"2021","ALNYLAM PHARMACEUTICALS","BIOTECHNOLOGY","983","19"
"2021","EF EDUCATION FIRST","TRAVEL & EDUCATION  PROGRAMS","1130","18"
"2021","FEDERAL GOVERNMENT","GOVERNMENT","1255","17"
"2021","HUBSPOT","SOFTWARE & INTERNET","1309","16"
"2021","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1498","15"
"2021","AKAMAI TECHNOLOGIES","SOFTWARE & INTERNET","1588","14"
"2021","SANOFI","BIOTECHNOLOGY","1618","13"
"2021","MT. AUBURN HOSPITAL","HEALTHCARE","1677","12"
"2021","CAMBRIDGE HEALTH ALLIANCE","HEALTHCARE","1829","11"
"2021","CAMBRIDGE INNOVATION CENTER","START UP INCUBATOR","1956","10"
"2021","PHILLIPS NORTH AMERICA","ELECTRONICS & HEALTH TECHNOLOGY","2000","9"
"2021","GOOGLE","SOFTWARE & INTERNET","2000","8"
"2021","BROAD INSTITUTE","RESEARCH & DEVELOPMENT","2092","6"
"2021","NOVARTIS INST. FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY","2239","6"
"2021","BIOGEN","BIOTECHNOLOGY","2317","5"
"2021","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY","3368","4"
"2021","CITY OF CAMBRIDGE","GOVERNMENT","3564","3"
"2021","MASSACHUSETTS INST. OF TECHNOLOGY","HIGHER EDUCATION","8777","2"
"2021","HARVARD UNIVERSITY","HIGHER EDUCATION","11867","1"
