"trackingnumber","classification","location","toweddatetime","state","year","make","model","color","towedby","reason"
"15005319","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-21T15:59:00.000","MA","2004","TOYT","SIEN","GRAY","OTHER PRIVATE TOW-SEE REA","STEVENS TOW-TRESPASS"
"15005507","MV ACC NO PI","CONCORD AVE","2015-01-21T17:11:00.000","NH","2007","TOYT","TACOMA","RED","--PHIL'S TOW - CITY","CONCORD & FAWCETT"
"15005585","BLOCKED DRIVE","11XX MASSACHUSETTS AVE","2015-01-21T20:24:00.000","MA","2015","TOYT","COROLL","BLACK","--PAT'S TOW - CITY","1137 MASS AVE"
"15005699","MV OBSTRUCTING","2XX OTIS ST","2015-01-22T09:50:00.000","MA","2012","HOND","CIVIC","GRAY","--PHIL'S TOW - CITY","200 OTIS ST /POSTED"
"15005687","CHECK PARKING","ALLSTON ST","2015-01-22T10:24:00.000","MA","2009","TOYT","COROLL","WHITE","--PHIL'S TOW - CITY","PERMIT - ALLSTON&PLESANT"
"15005687","CHECK PARKING","ALLSTON ST","2015-01-22T10:25:00.000","MA","1999","TOYT","COROLL","BLACK","--PAT'S TOW - CITY","PERMITS - ALLSTON& PLESANT ST"
"15005732","MV OBSTRUCTING","GOODMAN RD","2015-01-22T11:04:00.000","MA","2007","BMW","X3","GRAY","--PAT'S TOW - CITY","GOODMAN RD"
"15005732","MV OBSTRUCTING","GOODMAN RD","2015-01-22T11:08:00.000","MA","2007","BMW","X3","GRAY","--PAT'S TOW - CITY","GOODMAN RD"
"15005732","MV OBSTRUCTING","GOODMAN RD","2015-01-22T11:08:00.000","MA","2007","BMW","X3","GRAY","--PAT'S TOW - CITY","GOODMAN RD"
"15005622","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-22T13:31:00.000","MA","2007","SAA","95","BLUE","-B&B TOW - PRIVATE","200 CAMB PARK DR"
"15005803","DIRECT PATROL A","MASSACHUSETTS AVE","2015-01-22T16:09:00.000","MA","2007","FORD","F350","RED","--PHIL'S TOW - CITY","SUSP OPERATOR"
"15005815","MV OBSTRUCTING","0XX CHURCH ST","2015-01-22T16:30:00.000","MA","2010","TOYT","CELES","GRAY","--B&B TOW - CITY","52 CHURCH ST. MV OBSTRUCTING"
"15005622","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-22T17:39:00.000","MA","2015","CHEV","TRAVER","BLACK","-PAT'S TOW - PRIVATE","TRESSPASS-25 GLASSWORKS"
"15005622","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-22T22:14:00.000","MA",,,,,"-PHIL'S TOW - PRIVATE","GREEN&WESTERN-BUS STOP"
"15005622","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-22T22:32:00.000","MA","2011","MINI","COOPS","RED","--PAT'S TOW - CITY","25 GLASSWORKS AVE"
"15005940","NOTIFY AGENCY","GREEN ST","2015-01-22T22:45:00.000","MA","1999","SAA","93","BLACK","-PAT'S TOW - PRIVATE",
"15006018","MV IN TOW ZONE","AMORY ST","2015-01-23T08:02:00.000","MA","2002","HOND","ACCORD","GRAY","--PAT'S TOW - CITY","ST MARY AT AMORY ST"
"15006037","MV OBSTRUCTING","1XX CAMBRIDGE ST","2015-01-23T09:12:00.000","MA","2005","SUBA","LEGACY","BROWN","--PAT'S TOW - CITY","173 CAMB ST"
"15006241","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-23T19:37:00.000","MA","2014","VOLK","TIGUAN","BLACK","-PAT'S TOW - PRIVATE","TRESPASS.25 GLASSWORKS"
"15006227","MV ACCIDENT B4","ALLSTON ST","2015-01-23T20:15:00.000","MA","2014","INFI","QX60","BLACK","--PAT'S TOW - CITY","MVA"
"15006227","MV ACCIDENT B4","ALLSTON ST","2015-01-23T20:15:00.000","MA","2005","FORD","FOCUS","GRAY","--PHIL'S TOW - CITY","MVA"
"15006241","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-23T21:05:00.000","NM","2007","DODGE",,"BLUE","--PAT'S TOW - CITY","310 RINDGE AVE. PATS TOW TRESPASS"
"15006241","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-23T21:51:00.000","MA","2002","FORD","EXPLOR","BLUE","-PAT'S TOW - PRIVATE","25 GLASSWORKS AVE. TRESPASS"
"15006340","MV ABANDONED","0XX SCOTT ST","2015-01-24T02:40:00.000","MA","2002","TOYT","CAMRY","BLACK","--B&B TOW - CITY","12 SCOTT ST"
"15006361","MV ACC NO PI","0XX ALBANY ST","2015-01-24T07:36:00.000","MA","2011","KIA","OPTIMA","RED","--PHIL'S TOW - CITY","60 ALBANY ST MVA"
"15006363","MV ACC NO PI","16XX MASSACHUSETTS AVE","2015-01-24T07:37:00.000","MA","2014","SUBA","FOREST","GRAY","--PAT'S TOW - CITY","1600 MASS AVE MVA"
"15006370","MV STOP","6XX MASSACHUSETTS AVE","2015-01-24T09:03:00.000","MA","1998","JEEP","WRANGL","BLUE","--B&B TOW - CITY","624 MASS ARREST"
"15006402","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-24T12:23:00.000","MI",,,,,"-B&B TOW - PRIVATE","25 MOUNT AUBURN TRESPASS"
"15006402","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-24T18:31:00.000","MA","2010","HOND","PILOT","GRAY","-B&B TOW - PRIVATE",
"15006402","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-24T18:48:00.000","RI","2013","HON",,"WHITE","-B&B TOW - PRIVATE","223 CONCORD TURNPIKE/PRIVATE"
"15006402","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-24T19:06:00.000","MA","2008","MERZ","ML350","BLACK","-B&B TOW - PRIVATE","23 SIDNEY ST C# 64788"
"15006402","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-24T22:03:00.000","MA","2004","NISS","MAXIMA","BLACK","-PAT'S TOW - PRIVATE","ROOSEVELT TOWERS"
"15006614","CHECK PARKING","0XX IRVING ST","2015-01-25T10:26:00.000","MA","2007","NISS","SENTRA","BLACK","--PAT'S TOW - CITY","POSTED MOVING VAN"
"15006616","BLOCKED DRIVE","1XX BRATTLE ST","2015-01-25T10:33:00.000","MA","2013","KIA","SEDONA","GRAY","--PHIL'S TOW - CITY","BLOCKED DRIVE"
"15006635","BLOCKED HYDRANT","17XX MASSACHUSETTS AVE","2015-01-25T12:34:00.000","MA","2003","DODG","DAKOTA","GREEN","--PHIL'S TOW - CITY","BLOCKED HYDRANT"
"15006633","CHECK PARKING","0XX CHURCH ST","2015-01-25T13:06:00.000","NC","2005","CHRYSLER","SEBRING",,"--B&B TOW - CITY","POSTED"
"15006633","CHECK PARKING","0XX CHURCH ST","2015-01-25T13:06:00.000","NJ","2008","BMW","7","SILVER","--PAT'S TOW - CITY","POSTED"
"15006648","CHECK PARKING","0XX PLEASANT ST","2015-01-25T13:45:00.000","MA","1998","LEXS","ES300","GRAY","--B&B TOW - CITY","OBSTRUCTING GARAGE"
"15006673","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-25T16:01:00.000","MN",,,,,"-PHIL'S TOW - PRIVATE",
"15006673","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-25T23:29:00.000","MA","2013","HYUN","ELANTR","BLACK","-PAT'S TOW - PRIVATE","GLASSWORKS 38184"
"15006769","MV STOP","MASSACHUSETTS AVE","2015-01-26T00:12:00.000","MA","2008","NISS","ALTIMA","BLACK","--PHIL'S TOW - CITY","RECO.INSC"
"15006816","BLOCKED DRIVE","0XX CHILTON ST","2015-01-26T09:01:00.000","MA","2013","TOYT","PRIUS","GRAY","--B&B TOW - CITY","73 CHILTON/BLKD DRIVE"
"15006810","MV ACCIDENT B1","BRATTLE ST","2015-01-26T09:02:00.000","MA","2002","MERZ","C320","BLACK","--PHIL'S TOW - CITY","MVA"
"15006826","MV OBSTRUCTING","0XX WENDELL ST","2015-01-26T09:19:00.000","PA",,,,,"--PAT'S TOW - CITY","19 WENDELL/POSTED"
"15006848","MV ACCIDENT B4","2XX ALEWIFE BROOK PKWY","2015-01-26T10:35:00.000","MA","1998","TOYT","CAMRY","RED","--PHIL'S TOW - CITY","MVA"
"15006848","MV ACCIDENT B4","2XX ALEWIFE BROOK PKWY","2015-01-26T10:35:00.000","MA","2007","TOYT","COROLL","GRAY","--PAT'S TOW - CITY","MVA"
"15006848","MV ACCIDENT B4","2XX ALEWIFE BROOK PKWY","2015-01-26T11:28:00.000","MA","1998","TOYT","CAMRY","RED","--PHIL'S TOW - CITY","MVA"
"15006848","MV ACCIDENT B4","2XX ALEWIFE BROOK PKWY","2015-01-26T11:28:00.000","MA","1998","TOYT","CAMRY","RED","--PHIL'S TOW - CITY","MVA"
"15006848","MV ACCIDENT B4","2XX ALEWIFE BROOK PKWY","2015-01-26T11:29:00.000","MA","2007","TOYT","COROLL","GRAY","--PAT'S TOW - CITY","MVA"
"15006848","MV ACCIDENT B4","2XX ALEWIFE BROOK PKWY","2015-01-26T11:29:00.000","MA","2007","TOYT","COROLL","GRAY","--PAT'S TOW - CITY","MVA"
"15006943","T&P TOW REQUEST","SIXTH ST","2015-01-26T16:24:00.000","MA","2003","BMW","325I","GREEN","--PHIL'S TOW - CITY","T&P REQ FOR BOOT"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:04:00.000","MA","2006","TOYT","CAMRY","GREEN","--PAT'S TOW - CITY","OXFORD/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:05:00.000","MA","2013","SUBA","IMPREZ","BLUE","--PAT'S TOW - CITY","OXFORD/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:05:00.000","MA","2010","VOLV","S40","WHITE","--PAT'S TOW - CITY","OXFORD/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:06:00.000","MA","2013","HOND","CRV","BROWN","--PAT'S TOW - CITY","OXFORD/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:07:00.000","MA","2010","VOLK","GOLF","BLUE","--PHIL'S TOW - CITY","PEARL/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:07:00.000","MA","2012","SUBA","IMPREZ","BLUE","--PHIL'S TOW - CITY","PEARL/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:08:00.000","MA","2005","TOYT","SCION","RED","--PHIL'S TOW - CITY","PEARL/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:08:00.000","MA","2012","INFI","M37","GRAY","--PHIL'S TOW - CITY","PEARL/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:08:00.000","MA","2004","SUBA","LEGACY","GRAY","--PHIL'S TOW - CITY","PEARL/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:11:00.000","MA","2013","NISS","SENTRA","GRAY","--PHIL'S TOW - CITY","MAGAZINE/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:12:00.000","MA",,,,,"--PHIL'S TOW - CITY","MAGAZINE/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:12:00.000","MA","2004","TOYT","MATRIX","RED","--PHIL'S TOW - CITY","MAGAZINE/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:16:00.000","MA","2000","HOND","ACCORD","BLACK","--PHIL'S TOW - CITY","MAGAZINE/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:16:00.000","MA","2013","HYUN","ELANTR","GRAY","--PHIL'S TOW - CITY","MAGAZINE/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:16:00.000","MA","2006","TOYT","COROLL","GRAY","--PHIL'S TOW - CITY","MAGAZINE/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:17:00.000","MA","1993","SUBA","IMPREZ","BLUE","--PAT'S TOW - CITY","OXFORD/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:54:00.000","MA","2005","HOND","PILOT","GRAY","--PHIL'S TOW - CITY","BROADWAY/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:55:00.000","MA","1999","HOND","CIVIC","GRAY","--B&B TOW - CITY","MTA/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:55:00.000","MA","2008","TOYT","SIENNA","GRAY","--B&B TOW - CITY","MTA/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T18:55:00.000","NJ",,,,,"--B&B TOW - CITY","MTA/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:18:00.000","MA",,,,,"--PAT'S TOW - CITY","BISHOP ALLEN/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:18:00.000","MA","2007","KIA","SPECTR","RED","--PAT'S TOW - CITY","BISHOP ALLEN/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:19:00.000","MA","2008","ACUR","MDX","GRAY","--PAT'S TOW - CITY","BISHOP ALLEN/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:20:00.000","MA","2003","VOLK","PASSAT","GRAY","--PAT'S TOW - CITY","BISHOP ALLEN/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:20:00.000","MA","2014","SUBA","OUTBAC","GRAY","--PAT'S TOW - CITY","BISHOP ALLEN/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:34:00.000","NH","2013","FORD","FUSION",,"--PHIL'S TOW - CITY","PUTNAM/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:35:00.000","MA","2000","TOYT","CAMRY","GRAY","--PHIL'S TOW - CITY","PUTNAM/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:36:00.000","MA","2008","JEEP","WRANGL","GRAY","--PHIL'S TOW - CITY","PUTNAM/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:37:00.000","MA","2010","LEXS","ES350","BLACK","--PHIL'S TOW - CITY","PUTNAM/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:37:00.000","MA","2005","INFI","AWD","BLUE","--PHIL'S TOW - CITY","PUTNAM/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:37:00.000","MA","2001","SUBA","FOREST","GRAY","--PHIL'S TOW - CITY","PUTNAM/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:38:00.000","MA","2003","SUBA","LEGACY","WHITE","--PHIL'S TOW - CITY","RIVER/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:39:00.000","MA","2002","TOYT","RUNNER","GRAY","--PHIL'S TOW - CITY","WESTERN/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:40:00.000","MA","2005","TOYT","CAMRY","GRAY","--PHIL'S TOW - CITY","BROADWAY/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:42:00.000","MA","2001","BMW","530I","BLUE","--PHIL'S TOW - CITY","BROADWAY/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:43:00.000","MA","2013","SUBA","OUTBAC","GRAY","--PHIL'S TOW - CITY","BROADWAY/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:43:00.000","MA","2006","MAZD","3","GRAY","--PHIL'S TOW - CITY","BROADWAY/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:45:00.000","MA","1993","TOYT","CAMRY","BROWN","--PHIL'S TOW - CITY","BROADWAY/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:47:00.000","MA","2005","HOND","PILOT","GRAY","--PHIL'S TOW - CITY","BROADWAY/SNOW EMER"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T19:47:00.000","MA","2005","HOND","PILOT","GRAY","--PHIL'S TOW - CITY","BROADWAY/SNOW EMER"
"15007010","BLOCKED HYDRANT","0XX ATHENS ST","2015-01-26T21:13:00.000","MA","2000","MAZD","PROTEG","GREEN","--B&B TOW - CITY","HYDRANT"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T21:47:00.000","MA","2008","INFI","G35","GRAY","--PAT'S TOW - CITY","SNOW TOW- HAMPSHIRE ST"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T21:48:00.000","MA","2015","VOLK","JETTA","GRAY","--PAT'S TOW - CITY","SNOW TOW - HAMPSHIRE ST"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T21:49:00.000","NC","2012","FORD","ESCAPE",,"--PAT'S TOW - CITY","SNOW TOW - CAMB ST"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T21:54:00.000","MA","2012","SUBA","IMPREZ","GRAY","--B&B TOW - CITY","SNOW TOW - MASS AVE"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T21:55:00.000","MA","2003","BMW","530I","BLUE","--B&B TOW - CITY","SNOW TOW - MASS AVE"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T21:55:00.000","MA","2010","SUBA","FOREST","BLACK","--B&B TOW - CITY","SNOW TOW - MASS AVE"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T21:56:00.000","MA","2003","HYUN","ACCENT","WHITE","--PAT'S TOW - CITY","SNOW TOW - CAMB ST"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T21:57:00.000","MA","2005","HYUN","SONATA","GRAY","--PAT'S TOW - CITY","SNOW TOW -- CAMB ST"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T22:03:00.000","MA","2006","CHRY","PTCRUI","RED","--B&B TOW - CITY","SNOW TOW - MASS AVE"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T22:06:00.000","MA","1997","DODG","STRATU","BLACK","--PHIL'S TOW - CITY","SNOW TOW -BROADWAY"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T22:06:00.000","MA","2000","HOND","ACCORD","GRAY","--PHIL'S TOW - CITY","SNOW TOW BROADWAY"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T22:07:00.000","MA","2005","HOND","ACCORD","GRAY","--PHIL'S TOW - CITY","SNOW TOW - BROADWAY"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T22:13:00.000","MA","2008","NISS","ROGUE","GRAY","--PHIL'S TOW - CITY","SNOW TOW - BROADWAY"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T22:15:00.000","MA","2011","DODG","JOURNE","BROWN","--PHIL'S TOW - CITY","SNOW TOW --"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T22:23:00.000","MA","2012","TOYT","CAMRY","WHITE","--PHIL'S TOW - CITY","SNOW TOW - BIGELOW"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T22:25:00.000","MA","2004","TOYT","RUNNER","GRAY","--PHIL'S TOW - CITY","SNNOW TOW -- BIGELOW ST"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T22:26:00.000","MA","2007","TOYT","HIGHLA","BLACK","--PHIL'S TOW - CITY","SNOW TOW -- BIGELOW ST"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T22:27:00.000","MA","2011","TOYT","COROLL","GRAY","--PHIL'S TOW - CITY","SNOW TOW -- BIGELOW"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T22:28:00.000","MA","2003","DODG","CARAVA","GREEN","--PHIL'S TOW - CITY","SNOW TOW -- MASS AVE"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T22:29:00.000","MA","2005","JEEP","LIBERT","BLUE","--PHIL'S TOW - CITY","SNOW TOW -- MASS AVE"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T22:32:00.000","MA","2007","HOND","ACCORD","WHITE","--PHIL'S TOW - CITY","SNOW TOW - MASS AVE"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T22:32:00.000","MA","2005","SAA","95","GREEN","--PHIL'S TOW - CITY","SNOW TOW - MASS AVE"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T22:36:00.000","MA","2004","TOYT","PRIUS","GRAY","--PAT'S TOW - CITY","SNOW TOW -- HAMPSHIRE ST"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T22:37:00.000","KS","2001","TOYOTA",,,"--PHIL'S TOW - CITY","SNOW TOW -- LAWRENCE ST"
"15006979","STATION ASSIGN","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-26T23:11:00.000","MA","2011","LEXS","IS250","BLUE","--B&B TOW - CITY","GARDEN/SNOW EMERGENCY"
"15007162","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-27T17:17:00.000","MA","1995","STRN","SL2","GREEN","--PHIL'S TOW - CITY","CC# 38188"
"15007260","MV OBSTRUCTING","DANA ST","2015-01-28T10:02:00.000","MA","1995","HOND","ACCORD","RED","--PAT'S TOW - CITY","DANA & HARVARD-BLOCK TRAFFIC"
"15007162","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-28T11:36:00.000","MA","2005","HOND","CRV","GRAY","-PAT'S TOW - PRIVATE","CC#38188"
"15007162","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-28T11:37:00.000","MA","2005","HOND","CRV","GRAY","-PAT'S TOW - PRIVATE","CC#38188"
"15007285","ARREST","0XX LEIGHTON ST","2015-01-28T11:55:00.000","MA","2014","LEXS","GS","GRAY","--B&B TOW - CITY","ARREST"
"15007319","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-28T14:17:00.000","MA","2011","CHEV","MALIBU","GRAY","-B&B TOW - PRIVATE","247 GARDEN ST CC:64864"
"15007359","MV OBSTRUCTING","GARDEN ST","2015-01-28T17:24:00.000","MA","2011","MERZ","GLK350","BLACK","--PHIL'S TOW - CITY","GARDEN & HAZEL"
"15007319","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-28T23:10:00.000","MA","2006","BMW","325I","GRAY","-PAT'S TOW - PRIVATE","25 GLASSWORKS/TRESPASS"
"15007469","MV ACC NO PI","HURLEY ST","2015-01-29T07:51:00.000","MA","2010","TOYT","RAV4NEW","GRAY","--PAT'S TOW - CITY","THIRD & HURLEY"
"15007469","MV ACC NO PI","HURLEY ST","2015-01-29T07:53:00.000","MA","2009","TOYT","COROLL","BROWN","--B&B TOW - CITY","THIRD & HURLEY"
"15007475","MV OBSTRUCTING","BLAKESLEE ST","2015-01-29T08:03:00.000","MA","2001","LEXS","RX300","GREEN","--B&B TOW - CITY","HURON & BLAKESLEE"
"15007471","MV ACC NO PI","GARDEN ST","2015-01-29T08:25:00.000","MA","2008","PONT","VIBE","BLUE","--PHIL'S TOW - CITY","GARDEN & MASS"
"15007481","DIRECT PATROL C","MASSACHUSETTS AVE","2015-01-29T08:47:00.000","MA","2004","JEEP","GRACHE","BLUE","--PAT'S TOW - CITY","OWNER OPERATOR/SUS LIC"
"15007513","BLOCKED DRIVE","0XX BATES ST","2015-01-29T10:00:00.000","MA","1997","TOYT","CAMRY","BLACK","--B&B TOW - CITY","34 BATES"
"15007515","MV OBSTRUCTING","FLORENCE ST","2015-01-29T10:16:00.000","MA","2010","HOND","CIVIC","RED","--PAT'S TOW - CITY","FLORENCE & MAGAZINE"
"15007538","MV STOP","0XX BISHOP ALLEN DR","2015-01-29T11:31:00.000","MA","2003","CHEVY","ASTRO","WHITE","--PHIL'S TOW - CITY","70 BAD"
"15007605","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-29T15:29:00.000","MA","2004","CHRY","PTCRUI","RED","-B&B TOW - PRIVATE","AUBURN CT - TRESPASS"
"15007619","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-29T16:22:00.000","MA","2007","HOND","ACCORD","GRAY","-PAT'S TOW - PRIVATE","345 HARVARD ST"
"15007619","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-29T16:54:00.000","MA","2013","HOND","ACCORD","GRAY","-PHIL'S TOW - PRIVATE","40 NORRIS ST"
"15007619","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-29T19:27:00.000","MA","2003","ACUR","MDX","GRAY","-PAT'S TOW - PRIVATE","16 TROWBRIDGE ST"
"15007619","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-29T19:46:00.000","MA","2000","HOND","CIVIC","GRAY","-B&B TOW - PRIVATE","TRESPASS-650 CONCORD AVE"
"15007619","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-29T20:55:00.000","NY","2014","PORSCHE","CAYENNE","GRAY","-PAT'S TOW - PRIVATE","25 GLASSWORKS"
"15007800","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-30T08:18:00.000","MA","2012","HOND","CIVIC","BLACK","-PHIL'S TOW - PRIVATE","WALKER ST/GRAHAM & PARKS SCHOOL"
