"city","company","type","rate","rate_measure","revenue_14_15"
"Creswell","NWNG","Natural Gas","5.00","FF","40382"
"Westfir","Oakridge Sanihaul","Solid Waste","5.00","FF","502.38"
"Portland","Olympic Pipeline ","Other","5.00","FF","49472.09"
"Portland","OnFiber fka Portland Genl Distribution, dba PGB (Ptld Genl Broadband)","Cable","5.00","FF","21349.19"
"Dayton","Online Northwest","Cable",,,
"Coos Bay","ORCA","Telecom","7.00","FF","47246"
"Florence","Oregon Fast","Cable",,,
"Portland","Oregon Health and Science University","Other","3.71","PFF","12711"
"Salem","OREGON TELECOM, INC.","Cable","7.00","PT","32248.449999999997"
"Springfield","Oregon Telecom, Inc.","Cable","5.00","FF","2102.8000000000002"
"Mt. Vernon","Oregon Telephone Co.","Telecom","3.00","FF",
"Haines","Oregon Trail Electric","Electric","5.00","FF","14798.33"
"John Day","Oregon Trail Electric","Electric","5.00","FF","80257"
"Roseburg","Origin Networks","Cable","5.00","FF","5664.53"
"North Powder","OTEC","Electric","3.00","FF",
"Seneca","OTEC","Electric","5.00","FF","6540.48"
"Baker City","OTECC","Electric","5.00","FF","365000"
"Albany","Other","Telecom","2.00","PFF","22067"
"Redmond","Others","Telecom","7.00","FF","5506"
"Harrisburg","Pacific Corp","Electric","6.00","FF","172631"
"Adams","Pacific Power","Electric","7.00","FF","18518.84"
"Astoria","Pacific Power","Electric","3.50","FF","346144"
"Aumsville","Pacific Power","Electric",,"FF","151711.96"
"Bend","Pacific Power","Electric","5.00","FF","3365184.08"
"Coquille","Pacific Power","Electric","5.00","FF","159950"
"Corvallis","Pacific Power","Electric","5.00","FF","2337600"
"West Linn","PGE","Electric","3.50","FF","628338"
"Eagle Point","Pacific Power","Electric","5.00","FF","262224.11"
"Falls City","Pacific Power","Electric","6.00","FF","37855.15"
"Grants Pass","Pacific Power","Electric","5.00","PT","1723657"
"Halsey","Pacific Power","Electric","3.50","FF","25054"
"Helix","Pacific Power","Electric","7.00","FF","14318.73"
"Independence","Pacific Power","Electric","7.00","FF",
"Jefferson","Pacific Power","Electric","7.00","FF","119240.1"
"Joseph","Pacific Power","Electric",,"FF",
"Madras","Pacific Power","Electric","7.00","FF","576983.68999999994"
"Mosier","Pacific Power","Electric","7.00","FF","25476.62"
"Myrtle Point","Pacific Power","Electric","5.00","FF","87677"
"Redmond","Pacific Power","Electric","7.00","FF","1490379"
"Scio","Pacific Power","Electric",,"PT","26070"
"Sweet Home","Pacific Power","Electric","5.00","FF","417795.39"
"Waterloo","Pacific Power","Electric","7.00","FF","8624.42"
"Albany","Pacific Power and Light","Electric","5.00","FF","2241598"
"Detroit","Pacific Sanitation","Solid Waste","5.00","FF","3349"
"Jefferson","Pacific Sanitation","Solid Waste","2.00","FF","7282.41"
"Lyons","Pacific Sanitation","Solid Waste","3.00","FF","4575.03"
"Salem","Pacific Sanitation","Solid Waste","7.00","FF","94851.49"
"Creswell","PacificCorp","Electric","5.00","FF","116369"
"Rogue River","PacificCorp","Electric","7.00","FF","186009"
"Roseburg","PacificCorp","Electric","7.00","FF","1693553.52"
"Athena","PacifiCorp","Electric","3.50","FF","33075.08"
"Klamath Falls","Pacificorp","Electric","7.00","FF",
"Lyons","Pacificorp","Electric","3.50","FF","123542.37"
"Malin","PacifiCorp","Electric","5.00","FF","19997.3"
"Tangent","Pacificorp","Electric","5.00","FF","67336"
"Salem","PAETEC Communications, Inc","Cable","7.00","PT","1474.37"
"Lyons","People's Telephone","Cable","4.00","FF","2143.23"
"Beaverton","PGE","Electric","3.50","FF","2795991"
"Estacada","PGE","Electric","3.50","FF","112366.86"
"Hillsboro","PGE","Natural Gas","3.00","FF","713929.47"
"Hillsboro","PGE","Electric","3.50","FF","6034283.46"
"Lafayette","PGE","Electric","3.50","FF","72392"
"Lake Oswego","PGE","Electric","3.50","FF","1150688"
"Milwaukie","PGE","Electric","1.50","PT","314819"
"Milwaukie","PGE","Electric","3.50","FF","736181"
"Newberg","PGE","Electric","1.50","PT","257033.14"
"Newberg","PGE","Electric","3.50","FF","601377.55000000005"
"Oregon City","PGE","Electric","5.00","FF","1143866.1299999999"
"Salem","PGE","Electric","5.00","FF","5660098.6799999997"
"Sandy","PGE","Electric","5.00","PT","346240"
"Scotts Mills","PGE","Electric","3.10","FF","8917.75"
"Sheridan","PGE","Electric","3.00","FF","131697"
"Sherwood","PGE","Electric","5.00","PT","305854"
"Silverton","PGE","Electric","1.50","PT","74524.28"
"Silverton","PGE","Electric","3.50","FF","253191.46"
"West Linn","PGE","Electric","1.50","PT","100281"
"Waldport","Pioneer Telephone","Telecom","4.00","FF","8467"
"Corvallis","Pioneet Coop","Telecom","7.00","FF","1400"
"Salem","PNG Telecommunications, Inc","Cable","7.00","PT","107.31"
"Dayton","Portland General Electric","Electric","3.50","FF","63193"
"Tigard","Portland General Electric","Electric","1.50","PT","716158"
"Tigard","Portland General Electric","Electric","3.50","FF","1698157"
"Troutdale","Portland General Electric","Electric","1.50","PT","191485"
"Troutdale","Portland General Electric","Electric","3.50","FF","447999"
"Wood Village","Portland General Electric","Electric","1.50","PT","58196.15"
"Wood Village","Portland General Electric","Electric","3.50","FF","135767.67000000001"
"Portland","Portland LFG (Ash Grove Cement Company)","Other",,"PFF",
"Portland","Portland State University","Other",,"Other","20000"
"Dallas","PP & L","Electric","7.00","FF","690000"
"Oakland","PP & L","Electric","3.50","FF","23574"
"Bonanza","PP&L","Electric","3.50","FF","12538.66"
"Hermiston","PP&L","Electric",,"PFF","2500"
"Coos Bay","PPL","Electric","7.00","PT","559790"
"Coos Bay","PPL","Electric","7.00","FF","560517"
"Roseburg","PREFERRED LONG DISTANCE, INC","Cable","5.00","FF","399.3"
"Salem","PREFERRED LONG DISTANCE, INC","Cable","7.00","PT","535.4799999999999"
"Sherwood","Pride Disposal","Solid Waste","5.00","FF","138981"
"Tigard","Pride Disposal","Solid Waste","5.00","FF","393915"
"Bend","Quantum","Cable",,"FF","36830.080000000002"
"Madras","Quantum Communications","Telecom","3.00","FF","4951.87"
"Newberg","Quantum Shift Communications","Cable","7.00","PT","18.100000000000001"
"Roseburg","Quantum Shift Communications","Cable","5.00","FF","498.2"
"Springfield","QuantumShift (V-Com Solutions)","Cable","5.00","FF","213.51"
"Salem","QUANTUMSHIFT Communications, Inc","Cable","7.00","PT","3243.2"
"Adams","Qwest","Cable",,,
"Astoria","Qwest","Telecom","7.00","FF","39542"
"Baker City","Qwest","Telecom","7.00","FF","51000"
"Harrisburg","Qwest","Telecom","7.00","FF","4924"
"Independence","Qwest","Telecom","7.00","FF",
"Madras","Qwest","Telecom","7.00","FF","23923.43"
"Redmond","Qwest","Telecom","7.00","FF","59698"
"Tangent","Qwest","Telecom","5.50","FF","3063"
"West Linn","Qwest","Telecom","7.00","FF","36519"
"Portland","Qwest Comm Corp (LD)","Telecom","3.12","PFF","46561.29"
"Falls City","Qwest Communications","Telecom","5.00","FF","1878.85"
"Portland","Qwest Corp dba CenturyLink QC ","Cable",,"FF","6741738.0700000003"
"Athena","Qwest/CenturyLink","Telecom","7.00","FF","4010.79"
"Columbia City","Qwest/CenturyLink","Telecom","4.00","FF","1479.82"
"Jefferson","Qwest/CenturyLink","Telecom","7.00","FF","6996.55"
"Roseburg","Qwest/CenturyLink","Cable","7.00","FF","71255.100000000006"
"Salem","Qwest/CenturyLink","Cable","7.00","FF","307331.46999999997"
"Tigard","Qwest/CenturyLink","Cable","5.00","FF","55409"
"Astoria","Recology","Solid Waste","10.00","FF","272398"
"Nehalem","RECOLOGY","Solid Waste","5.00","FF","2592"
"Lafayette","Recology Oregon","Solid Waste","3.00","FF","9766"
"McMinnville","Recology Western OR","Solid Waste","3.00","FF","147617.01"
"Dayton","Recology Western Oregon","Solid Waste","3.00","FF","5646"
"Manzanita","Recology Western Oregon","Solid Waste","5.00","FF","10896"
"Sheridan","Recology Western Oregon","Solid Waste","3.00","FF","13567"
"Roseburg","Reliance Communications","Cable","5.00","FF",
"Antelope","Reliance Connects","Cable",,,
"Estacada","Reliance Connects","Telecom","7.00","FF","22907.33"
"Haines","Reliance connects","Cable",,,
"Albany","Republic Services","Solid Waste","6.00","FF","420508"
"Aumsville","Republic Services","Solid Waste",,"FF","40277.53"
"Corvallis","Republic Services","Solid Waste","5.00","FF","455800"
"Dallas","Republic Services","Solid Waste","7.00","FF","130000"
"Falls City","Republic services","Solid Waste","5.00","FF",
"Grants Pass","Republic Services","Solid Waste","5.00","FF","226702"
"Harrisburg","Republic Services","Solid Waste","4.50","FF","21739"
"Lake Oswego","Republic Services","Solid Waste","5.00","FF","348395"
"Salem","Republic Services","Solid Waste","7.00","FF","800104.29"
"Scotts Mills","Republic Services","Solid Waste","3.00","FF","916.45"
"Silverton","Republic Services","Solid Waste","5.00","FF","85117.98"
"Tangent","Republic Services","Solid Waste","7.00","FF","18120"
"Bend","Ring Central","Cable","7.00","FF","22719.4"
"Newberg","Ring Central","Cable","7.00","PT","2143.6"
"Roseburg","Ring Central","Cable","5.00","FF","345.18"
"Salem","Ring Central","Cable","7.00","PT","11228.76"
"Sherwood","Ring Central","Telecom","7.00","PT","2039"
"Springfield","Ring Central","Cable","5.00","FF","453.79"
"Bend","Roats Water System","Water","3.00","FF","25386.05"
"Halsey","Roome Telecommunications","Telecom","5.00","FF","1878"
"Roseburg","Roseburg Disposal","Solid Waste",,"FF","30000"
"Manzanita","RTI","Telecom","3.00","FF","6662"
"Nehalem","RTI Telecom","Cable","5.00","FF","2000.15"
"Salem","Salem Electric","Electric","5.00","FF","920194.54"
"Salem","SALEM HOSPITAL/per foot (Accts Rec)","Cable",,"PFF","6200"
"Sandy","SandyNet","Cable",,,
"Creswell","Sanipac","Solid Waste","5.00","FF","23144"
"Hermiston","Sanitary Disposal Inc.","Solid Waste","13.00","FF","267605"
"Irrigon","Sanitary Disposal, Inc","Solid Waste","7.00","FF","9594.74"
"Salem","SBC Long Distance, LLC","Cable","7.00","PT","583.73"
"Aumsville","SCS Communications and Security, Inc.","Cable",,"FF","1835.15"
"Portland","SFPP","Other","3.70","PFF","7565.4"
"Sweet Home","SH Sanitation","Solid Waste","3.00","FF","66397.759999999995"
"Salem","SHARED COMMUNICATIONS SERVICES, INC.","Cable","7.00","PT","8877.44"
"Springfield","Shared Communications Services, Inc.","Cable","5.00","FF","593.03"
"Scio","SMTA","Cable",,"PT","1555"
"Eagle Point","Southern Oregon Sanitation","Solid Waste","7.00","FF","64027.73"
"Grants Pass","Southern Oregon Sanitation","Solid Waste","5.00","FF","94281"
"Rogue River","Southern Oregon Sanitation","Solid Waste",,"Other",
"Lafayette","Sprint","Telecom","1.78","PFF","10890"
"Oakland","Sprint","Telecom",,"FF","5000"
"Roseburg","Sprint","Cable",,"PFF","39994"
"Springfield","Sprint","Telecom","4.00","PFF","32366.31"
"Portland","Sprint Comm LD","Telecom","3.26","PFF","222033.05"
"Salem","Sprint Corporation acquired Clearwireless (14 Sites)","Cable",,"FF","89756.61000000003"
"Salem","SPRINT Nextel","Telecom","3.84","PFF","51471.42"
"Portland","Sprint Spectrum/Sprint-Nextel","Cable",,"PFF","97632.75"
"Salem","STAR 2 STAR Communications","Cable","7.00","PT","17.600000000000001"
"Springfield","Star2Star Communications","Cable","5.00","FF","1127.45"
"Salem","STATE of OREGON-MAN (Metropolitan Area Network)","Cable","7.00","FF","39462.480000000003"
"Oakland","Sutherlin Sanitary","Solid Waste","3.00","FF","1028"
"Halsey","Sweet Home Sanitation","Solid Waste",,,
"Hillsboro","TATA Communications","Cable",,"FF",
"Hillsboro","TCG Oregon","Cable",,"FF","4000"
"Salem","TCG Oregon (AT&T TCG)","Cable","7.00","PT",
"Bend","TDS Baja/Bend Cable","Cable","5.00","FF","958379.14"
"Salem","Teleport Communication America, LLC","Cable","7.00","PT","19559.349999999999"
"Roseburg","Teleport Communications","Cable","5.00","FF","410.52"
"Portland","Teleport Communications America fka TCG Oregon fka ATT Local Network Services (ATT LNS)","Cable","5.00","FF","182367.64"
"The Dalles","The Dalles Disposal","Solid Waste","3.00","FF","94128.76"
"Manzanita","Tillamook PUD","Electric","5.00","FF","57216"
"Nehalem","Tillamook PUD","Electric","5.00","FF","12674"
"Milwaukie","Time Warner Telecom of OR","Telecom","5.00","FF","11232"
"Portland","T-Mobile","Cable",,"PFF","179967.1"
"Salem","T-MOBILE/per antenna site (9 Sites)","Cable",,"FF","40945.03"
"Roseburg","TNCI","Cable","5.00","FF","62.43"
"Salem","TNCI Operating Company","Cable","7.00","PT","269.36"
"Salem","TRANS NATIONAL Communicaitons","Cable","7.00","PT",
"Roseburg","TRANS NATIONAL Communications","Cable","5.00","FF",
"Canby","TW Telecom","Cable",,,
"Hillsboro","TW Telecom","Cable",,"FF","32468.61"
"Lake Oswego","TW Telecom","Telecom","5.00","FF","12462"
"Oregon City","TW Telecom","Telecom","5.00","FF","4000"
"Tigard","TW Telecom","Cable","5.00","FF","80508"
"Portland","tw telecom of oregon llc fka TW Telecom, fka Time Warner Telecom, fka GST","Cable","5.00","FF","733788.72"
"Roseburg","UIDC dba Rio Networks","Cable","5.00","FF",
"Hermiston","Umatilla Electric Co-Op","Electric","4.50","FF","200000"
"Irrigon","Umatilla Electric Co-op","Electric","3.00","FF","46939.93"
"Springfield","United Communications","Cable","5.00","FF","225.85"
"Salem","UNITED COMMUNICATIONS, INC.","Cable","7.00","PT","972.68000000000006"
"Independence","US Sprint","Cable",,,
"Sutherlin","US Sprint","Cable",,,
"Portland","Utility licensees (cumulative)","Other","5.00","FF","3600866.02"
"Salem","Valley Recycling and Disposal","Solid Waste","7.00","FF","111459.82"
"Roseburg","Value-Added Communications Inc","Cable","5.00","FF","8.1999999999999993"
"Salem","Value-Added Communications Inc","Cable","7.00","PT","393.47"
"Portland","Veolia","Other","3.98","PFF","80099.62"
"Albany","Verizon","Cable",,,
"Clatskanie","Verizon","Telecom","7.00","FF","6086"
"Coburg","Verizon","Cable",,,
"Cove","Verizon","Telecom","7.00","FF",
"Lake Oswego","Verizon","Telecom","4.30","FF","21050"
"Wood Village","Verizon","Telecom","7.00","FF","6432.22"
"Portland","Verizon Wireless","Cable",,"PFF","2000"
"Myrtle Point","Verizon/Frontier Communications","Telecom","5.00","FF","2784"
"Beaverton","Verizon/MCI/World Comm","Telecom","4.03","FF","1978"
"Coos Bay","Vonage","Telecom","7.00","FF","1015"
"Newberg","Vonage","Cable",,,
"Roseburg","Vonage","Cable","5.00","FF","722.79"
"Salem","Vonage","Cable","7.00","PT",
"Portland","VSNL aka Tata Communications, fka Tyco, fka Tycom","Telecom","3.32","PFF","20480"
"Coquille","Wadsworth","Solid Waste",,"FF","1500"
"Estacada","Walkers Disposal","Water","5.00","FF","21365.41"
"Antelope","WASCO Electric","Electric",,"FF",
"Bend","Waste Connections","Solid Waste","4.00","FF","276425.2"
"Cascade Locks","Waste Connections","Solid Waste",,"FF","1000"
"Columbia City","Waste Connections","Solid Waste","5.00","FF","9549.32"
"Mosier","Waste Connections","Solid Waste","7.00","FF",
"Bonanza","Waste Management","Solid Waste","4.00","FF","2156.92"
"Columbia City","Waste Management","Solid Waste","5.00","FF","684.35"
"Klamath Falls","Waste Management","Solid Waste","5.00","FF",
"Malin","Waste Management","Solid Waste","4.00","FF","2879.01"
"Milwaukie","Waste Management","Solid Waste","5.00","FF","128832"
"Tigard","Waste Management","Solid Waste","5.00","FF","112314"
"Troutdale","Waste Management","Solid Waste","5.00","FF","122835"
"Troutdale","Waste Management","Solid Waste",,"Other","58114"
"Newberg","Waste Mgmt","Solid Waste","3.00","FF","93283.66"
"Canby","WAVE","Cable","5.00","FF","67685"
"Canby","WAVE","Telecom","7.00","FF","1775"
"Oregon City","Wave","Cable","5.00","FF","1104.8599999999999"
"Scotts Mills","Wave","Cable","5.00","FF","967.31"
"Dallas","Wave Broadband","Cable",,"FF","5566"
"Depoe Bay ","WAVE Broadband","Cable","4.00","FF","20283"
"Lyons","Wave Broadband","Cable","3.00","FF","4822.51"
"Sandy","Wave Broadband","Cable","5.00","FF","51268"
"Sandy","Wave Broadband","Telecom","5.00","FF","51271"
"Sheridan","WAVE Broadband","Cable","3.00","FF","25.103999999999999"
"Wood Village","Wave Broadband","Telecom","7.00","FF",
"Aumsville","WAVE Division Holdings","Cable",,"FF","30597.39"
"Silverton","Wave Division Holdings","Cable","5.00","FF","58895.38"
"Silverton","Wave Division Holdings LLC","Telecom","4.00","PT","2215.0500000000002"
"Hillsboro","Wave Holdings","Cable",,"FF","2473.11"
"Hillsboro","WCI Cable","Cable",,"FF","4000"
"Portland","WCI Cable, Inc. aka ACS Alaska Communication System ","Telecom","3.98","PFF","210210.26"
"West Linn","West Linn Refuge","Solid Waste","3.00","FF","115443"
"Milwaukie","Wichita","Solid Waste","5.00","FF","24054"
"Salem","WILLAMETTE UNIVERSITY (Accts Rec.)","Cable",,"PFF","6200"
"Baker City","Windwave/Inland","Telecom","7.00","FF","3000"
"Salem","WORKING ASSETS FUNDING SERVICE","Cable","7.00","PT","675.99"
"Salem","WORLD COMMUNICATION, INC.","Cable","7.00","PT","918.55"
"Portland","Worldcom Network Services aka MCI Communications Services","Telecom","2.63","PFF","21388.6"
"Beaverton","XO Communications","Telecom","4.03","FF","9500"
"Hillsboro","XO Communications","Cable",,"FF","5000"
"Salem","XO Communications Services, Inc.","Cable","7.00","PT","548.81999999999994"
"Portland","XO fka Nextlink","Cable","5.00","FF","223268.15"
"Sandy","yondoo","Telecom","5.00","FF",
"Hermiston","Zayo Group","Telecom","3.00","FF",
"Hillsboro","Zayo Group","Cable",,"FF","5023.22"
"Salem","Zayo Group","Cable","7.00","FF","11936.11"
"Portland","Zayo Group LLC fka 360networks ","Cable","5.00","FF","260648.6"
"Halsey","Zayo Telecommunication ","Cable","6.00","FF","3000"
"Coburg",,"Natural Gas","7.50","FF","9875"
"Cove",,"Natural Gas","3.00","FF",
"Estacada",,"Solid Waste","5.00","FF","3131.79"
"Hermiston",,"Natural Gas","3.00","FF","75000"
"Hillsboro",,"Solid Waste","3.00","FF","40265.19"
"Hillsboro",,"Solid Waste","3.00","FF","43725.03"
"Hillsboro",,"Solid Waste","3.00","FF","53295.95"
"Hillsboro",,"Solid Waste","3.00","FF","97898.98"
"Hillsboro",,"Solid Waste","3.00","FF","248712.45"
"Springfield",,"Electric","5.00","FF","583727.73"
"Springfield",,"Natural Gas","5.00","FF","347703.58"
"Springfield",,"Electric",,"FF","20128.009999999998"
"Maupin",,"Electric","3","FF","20365"
