"implementation_year","school_board","school_number","school_name","address_1","community","province","postal_code","telephone","fax","email","georeference"
"2020-21","Halifax Regional Centre for Education","313","Harry R Hamilton Elementary","40 Hamilton Drive","Middle Sackville","Nova Scotia","B4E 3A9","902-864-6815","902-864-6820","hrh@hrce.ca","POINT (-63.727358 44.797838)"
"2019-20","Halifax Regional Centre for Education","522","Hawthorn Elementary","10 Hawthorne Street","Dartmouth","Nova Scotia","B2Y 2Y3","902-464-2048","902-464-2799","hawthorn@hrce.ca","POINT (-63.559061 44.669574)"
"2017-18","Halifax Regional Centre for Education","310","Hillside Park Elementary","15 Hillside Avenue","Lower Sackville","Nova Scotia","B4C 1W6","902-864-6873","902-864-6878","hpes@hrce.ca","POINT (-63.663529 44.757373)"
"2020-21","Halifax Regional Centre for Education","747","Holland Road Elementary","181 Holland Road","Fletchers Lake","Nova Scotia","B2T 1A1","902-860-4170","902-860-4173","hres@hrce.ca","POINT (-63.602213 44.842164)"
"2018-19","Halifax Regional Centre for Education","327","Humber Park Elementary","5 Smallwood Avenue","Dartmouth","Nova Scotia","B2W 3R6","902-464-5177","902-464-5182","hps@hrce.ca","POINT (-63.495516 44.704762)"
"2019-20","Halifax Regional Centre for Education","523","Ian Forsyth Elementary","22 Glencoe Drive","Dartmouth","Nova Scotia","B2X 1J1","902-435-8435","902-435-8365","ifes@hrce.ca","POINT (-63.53827 44.694277)"
"2018-19","Halifax Regional Centre for Education","579","Inglis Street Elementary","5985 Inglis Street","Halifax","Nova Scotia","B3H 1K7","902-421-6767","902-421-3028","ises@hrce.ca","POINT (-63.582726 44.632733)"
"2019-20","Halifax Regional Centre for Education","539","John MacNeil Elementary","62 Leaman Drive","Dartmouth","Nova Scotia","B3A 2K9","902-464-2488","902-464-2616","jmes@hrce.ca","POINT (-63.58218 44.690044)"
"2020-21","Halifax Regional Centre for Education","607","John W MacLeod Fleming Tower Elementary","1511 Purcell's Cove Road","Halifax","Nova Scotia","B3P 1B7","902-479-4437","902-479-4442","jwm@hrce.ca","POINT (-63.60925 44.63029)"
"2020-21","Halifax Regional Centre for Education","354","Joseph Giles Elementary","54 Gregory Drive","Dartmouth","Nova Scotia","B2W 3M6","902-464-5192","902-464-5197","jges@hrce.ca","POINT (-63.49576 44.685408)"
"2017-18","Halifax Regional Centre for Education","569","Joseph Howe Elementary","2557 Maynard Street","Halifax","Nova Scotia","B3K 3V6","902-421-6785","902-421-8744","jhowe@hrce.ca","POINT (-63.591549 44.655512)"
"2020-21","Halifax Regional Centre for Education","1103","Kingswood Elementary","34 Vrege Court","Hammonds Plains","Nova Scotia","B4B 1K2","902-832-5522","902-832-5524","kwe@hrce.ca","POINT (-63.741165 44.720659)"
"2020-21","Halifax Regional Centre for Education","1200","LeMarchant St Thomas Elementary","6141 Watt Street","Halifax","Nova Scotia","B3H 2B7","902-421-6769","902-421-3036","lmsts@hrce.ca","POINT (-63.591934 44.640545)"
"2020-21","Halifax Regional Centre for Education","1201","Marine Drive Academy","429 Church Point Road","Sheet Harbour","Nova Scotia","B0J 3B0","902-885-2777","N/A","mda@hrce.ca","POINT (-62.516684 44.918244)"
"2020-21","Halifax Regional Centre for Education","526","Michael Wallace Elementary","24 Andover Street","Dartmouth","Nova Scotia","B2X 2L9","902-435-8357","902-435-8395","mwes@hrce.ca","POINT (-63.550476 44.702382)"
"2019-20","Halifax Regional Centre for Education","748","Millwood Elementary","190 Beaver Bank Cross Road","Lower Sackville","Nova Scotia","B4E 1K5","902-864-7510","902-864-7518","mes@hrce.ca","POINT (-63.704279 44.788507)"
"2019-20","Halifax Regional Centre for Education","527","Mount Edward Elementary","3 Windward Avenue","Dartmouth","Nova Scotia","B2W 2G9","902-435-8459","902-435-8414","mees@hrce.ca","POINT (-63.5143 44.683993)"
"2018-19","Halifax Regional Centre for Education","348","Musquodoboit Valley Education Centre","12046 Highway 224","Middle Musquodoboit","Nova Scotia","B0N 1X0","902-384-2555","902-384-2419","mvec@hrce.ca","POINT (-63.136694 45.050034)"
"2017-18","Halifax Regional Centre for Education","324","Nelson Whynder Elementary","979 North Preston Road","North Preston","Nova Scotia","B2Z 1A2","902-462-6030","902-462-6033","nwes@hrce.ca","POINT (-63.464702 44.742911)"
"2019-20","Halifax Regional Centre for Education","56","Ocean View Elementary","51 Oceanview School Road","Eastern Passage","Nova Scotia","B3G 1J3","902-465-8670","902-465-8673","oves@hrce.ca","POINT (-63.474072 44.609087)"
"2019-20","Halifax Regional Centre for Education","131","O'Connell Drive Elementary","40 OConnell Drive","Porters Lake","Nova Scotia","B3E 1E8","902-827-4112","902-827-3120","ocdes@hrce.ca","POINT (-63.322829 44.737417)"
"2019-20","Halifax Regional Centre for Education","315","Oldfield Consolidated","72 Halls Road","Enfield","Nova Scotia","B2T 1C4","902-883-3010","902-883-3011","ocs@hrce.ca","POINT (-63.540745 44.926834)"
"2020-21","Halifax Regional Centre for Education","572","Oxford","6364 North Street","Halifax","Nova Scotia","B3L 1P6","902-421-6763","902-421-3043","oxford@hrce.ca","POINT (-63.601576 44.649921)"
"2017-18","Halifax Regional Centre for Education","1141","Oyster Pond Academy","10583 Highway 7","Oyster Pond","Nova Scotia","B0J 1W0","902-889-4300","902-889-4310","opa@hrce.ca","POINT (-62.998495 44.779424)"
"2020-21","Halifax Regional Centre for Education","970","Park West","206 Langbrae Drive","Halifax","Nova Scotia","B3S 1L5","902-457-7800","902-457-7804","parkwest@hrce.ca","POINT (-63.669559 44.668106)"
"2020-21","Halifax Regional Centre for Education","1159","Porters Lake Elementary","40 Inspiration Drive","Porters Lake","Nova Scotia","B3E 0A6","902-827-2525","902-827-5410","ples@hrce.ca","POINT (-63.285459 44.735138)"
"2020-21","Halifax Regional Centre for Education","969","Portland Estates Elementary","45 Portland Hills Drive","Dartmouth","Nova Scotia","B2W 6L5","902-433-7100","902-433-7103","portland@hrce.ca","POINT (-63.514253 44.66576)"
"2020-21","Halifax Regional Centre for Education","282","Prospect Road Elementary","2199 Prospect Road","Hatchet Lake","Nova Scotia","B3T 1R8","902-852-2441","902-852-5542","pres@hrce.ca","POINT (-63.729339 44.564269)"
"2019-20","Halifax Regional Centre for Education","359","Robert K Turner Elementary","141 Circassion Drive","Dartmouth","Nova Scotia","B2W 4N7","902-464-5205","902-464-5208","rkt@hrce.ca","POINT (-63.496158 44.679494)"
"2019-20","Halifax Regional Centre for Education","603","Rockingham Elementary","31 Tremont Drive","Halifax","Nova Scotia","B3M 1X8","902-457-8986","902-457-8993","rockingham@hrce.ca","POINT (-63.653171 44.676667)"
"2017-18","Halifax Regional Centre for Education","609","Rockingstone Heights","1 Regan Drive","Halifax","Nova Scotia","B3R 2J1","902-479-4452","902-479-4459","rhes@hrce.ca","POINT (-63.615781 44.598313)"
"2018-19","Halifax Regional Centre for Education","321","Ross Road","336 Ross Road","Westphal","Nova Scotia","B2Z 1H2","902-462-8340","902-462-8398","rrs@hrce.ca","POINT (-63.45417 44.689209)"
"2020-21","Halifax Regional Centre for Education","311","Sackville Heights Elementary","1225 Old Sackville Road","Middle Sackville","Nova Scotia","B4E 3A6","902-869-4700","902-869-4703","shes@hrce.ca","POINT (-63.714885 44.782652)"
"2020-21","Halifax Regional Centre for Education","581","Saint Marys Elementary","5614 Morris Street","Halifax","Nova Scotia","B3J 1C2","902-421-6749","902-421-2655","stmarys@hrce.ca","POINT (-63.576414 44.640427)"
"2018-19","Halifax Regional Centre for Education","295","Sambro Elementary","3725 Old Sambro Road","Sambro","Nova Scotia","B3V 1G1","902-868-2717","902-868-1808","ses@hrce.ca","POINT (-63.604617 44.477036)"
"2020-21","Halifax Regional Centre for Education","534","Shannon Park Elementary","75 Iroquois Drive","Dartmouth","Nova Scotia","B3A 4M5","902-464-2084","902-464-2866","spes@hrce.ca","POINT (-63.603505 44.684202)"
"2020-21","Halifax Regional Centre for Education","287","Shatford Memorial Elementary","10089 St. Margarets Bay Road","Hubbards","Nova Scotia","B0J 1T0","902-857-4200","902-857-4204","smes@hrce.ca","POINT (-64.049268 44.644117)"
"2018-19","Halifax Regional Centre for Education","589","Sir Charles Tupper","1930 Cambridge Street","Halifax","Nova Scotia","B3H 4S5","902-421-6775","902-421-3049","tupper@hrce.ca","POINT (-63.600587 44.642808)"
"2020-21","Halifax Regional Centre for Education","355","Smokey Drive Elementary","241 Smokey Drive","Lower Sackville","Nova Scotia","B4C 3G1","902-864-6838","902-864-6844","sdes@hrce.ca","POINT (-63.686513 44.785292)"
"2017-18","Halifax Regional Centre for Education","535","South Woodside","5 Everette Street","Dartmouth","Nova Scotia","B2W 1G2","902-464-2090","902-464-2778","swes@hrce.ca","POINT (-63.540357 44.64497)"
"2018-19","Halifax Regional Centre for Education","593","Springvale Elementary","92 Downs Avenue","Halifax","Nova Scotia","B3N 1Y6","902-479-4606","902-479-4473","sprvale@hrce.ca","POINT (-63.635491 44.642223)"
"2019-20","Halifax Regional Centre for Education","577","St. Catherines Elementary","3299 Connolly Street","Halifax","Nova Scotia","B3L 3P7","902-493-5143","902-493-5163","stcath@hrce.ca","POINT (-63.614575 44.655856)"
"2018-19","Halifax Regional Centre for Education","580","St. Josephs Alexander McKay Elementary","5389 Russell Street","Halifax","Nova Scotia","B3K 1W8","902-493-5180","902-493-5186","sjam@hrce.ca","POINT (-63.596019 44.662287)"
"2020-21","Halifax Regional Centre for Education","940","St. Margarets Bay Elementary","24 Ridgewood Drive","Head of St Margarets Bay","Nova Scotia","B3Z 2H4","902-826-3300","902-826-3310","smbe@hrce.ca","POINT (-63.896727 44.690857)"
"2017-18","Halifax Regional Centre for Education","586","St. Stephens Elementary","3669 Highland Avenue","Halifax","Nova Scotia","B3K 4L9","902-493-5155","902-493-5158","sses@hrce.ca","POINT (-63.611982 44.668202)"
"2019-20","Halifax Regional Centre for Education","299","Sunnyside Elementary","210 Eaglewood Drive","Bedford","Nova Scotia","B4A 3E3","902-832-8983","902-832-8422","sunnyside@hrce.ca","POINT (-63.645418 44.725549)"
"2017-18","Halifax Regional Centre for Education","307","Sycamore Lane Elementary","69 Sycamore Lane","Lower Sackville","Nova Scotia","B4C 1E8","902-864-6730","902-864-6734","sles@hrce.ca","POINT (-63.682548 44.774984)"
"2019-20","Halifax Regional Centre for Education","85","Tallahassee Community","168 Redoubt Way","Eastern Passage","Nova Scotia","B3G 1E4","902-465-8651","902-465-8010","tcs@hrce.ca","POINT (-63.478916 44.608116)"
"2020-21","Halifax Regional Centre for Education","1186","Tantallon Junior Elementary","1 French Village Station Road","Upper Tantallon","Nova Scotia","B3Z 1E4","902-826-1204","902-826-1369","tantallonjr@hrce.ca","POINT (-63.874851 44.690562)"
"2018-19","Halifax Regional Centre for Education","349","Upper Musquodoboit Consolidated Elementary","8416 Highway 224","Upper Musquodoboit","Nova Scotia","B0N 2M0","902-568-2285","902-568-2573","umcs@hrce.ca","POINT (-62.950441 45.137135)"
"2020-21","Halifax Regional Centre for Education","1157","Waverley Memorial Elementary","2393 Rocky Lake Drive","Waverley","Nova Scotia","B2R 1S4","902-860-4150","902-860-4154","wmlcs@hrce.ca","POINT (-63.60169 44.781347)"
"2020-21","Halifax Regional Centre for Education","591","Westmount Elementary","6700 Edward Arab Avenue","Halifax","Nova Scotia","B3L 2E1","902-493-5164","902-493-5168","wmount@hrce.ca","POINT (-63.615304 44.650367)"
"2018-19","Halifax Regional Centre for Education","294","William King Elementary","91 St. Paul's Avenue","Herring Cove","Nova Scotia","B3V 1H6","902-479-4200","902-479-4208","wkes@hrce.ca","POINT (-63.562571 44.569474)"
"2018-19","Annapolis Valley Regional Centre for Education","63","Aldershot Elementary School","446 Aldershot Rd","Kentville","Nova Scotia","B4N 3A1","902-690-3820","902-690-3823","aes@avrce.ca","POINT (-64.499822 45.090757)"
"2020-21","Annapolis Valley Regional Centre for Education","746","Annapolis East Elementary School","325 Marshall St","Middleton","Nova Scotia","B0S 1P0","902-825-5330","902-825-5333","aees@avrce.ca","POINT (-65.066761 44.946525)"
"2019-20","Annapolis Valley Regional Centre for Education","75","Berwick and District School","249 Veterans Dr","Berwick","Nova Scotia","B0P 1E0","902-538-4720","902-538-4727","bads@avrce.ca","POINT (-64.743659 45.044283)"
"2018-19","Annapolis Valley Regional Centre for Education","1192","Bridgetown Regional Community School","25 Cromwell Court","Bridgetown","Nova Scotia","B0S 1C0","902-665-5400","902-665-5404","brcs@avrce.ca","POINT (-65.277002 44.839851)"
"2020-21","Annapolis Valley Regional Centre for Education","363","Brooklyn District Elementary School","8008 Hwy 14","Newport","Nova Scotia","B0N 2A0","902-757-4120","902-757-4125","bdes@avrce.ca","POINT (-64.009151 45.013585)"
"2018-19","Annapolis Valley Regional Centre for Education","58","Cambridge and District Elementary School","6113 Hwy 1","Cambridge","Nova Scotia","B0P 1G0","902-538-4680","902-538-4686","cads@avrce.ca","POINT (-64.632164 45.05759)"
"2018-19","Annapolis Valley Regional Centre for Education","965","Champlain Elementary School","109 North St","Granville Ferry","Nova Scotia","B0S 1K0","902-532-3270","902-532-3273","ces@avrce.ca","POINT (-65.522636 44.753028)"
"2017-18","Annapolis Valley Regional Centre for Education","141","Clark Rutherford Memorial School","234 Spinnaker Dr","Clementsport","Nova Scotia","B0S 1E0","902-638-4800","902-638-4804","crms@avrce.ca","POINT (-65.629228 44.650863)"
"2018-19","Annapolis Valley Regional Centre for Education","732","Coldbrook and District School","2305 English Mountain Rd","Coldbrook","Nova Scotia","B4R 1B6","902-690-3830","902-690-3833","cbds@avrce.ca","POINT (-64.586306 45.056966)"
"2017-18","Annapolis Valley Regional Centre for Education","366","Dr. Arthur Hines School","75 Musgrave Rd","Summerville","Nova Scotia","B0N 2K0","902-633-6300","902-633-6303","dahes@avrce.ca","POINT (-64.166283 45.098081)"
"2019-20","Annapolis Valley Regional Centre for Education","65","Dwight Ross School","949 Tremont Mountain Rd","Greenwood","Nova Scotia","B0P 1N0","902-765-7510","902-765-7520","dres@avrce.ca","POINT (-64.941056 44.964455)"
"2020-21","Annapolis Valley Regional Centre for Education","362","Falmouth District School","30 School St","Falmouth","Nova Scotia","B0P 1L0","902-792-6710","902-792-6717","fds@avrce.ca","POINT (-64.184501 45.066324)"
"2019-20","Annapolis Valley Regional Centre for Education","60","Gaspereau Valley Elementary School","2781 Greenfield Rd","Wolfville","Nova Scotia","B4P 2R1","902-542-6090","902-542-6096","gves@avrce.ca","POINT (-64.351705 45.063463)"
"2019-20","Annapolis Valley Regional Centre for Education","59","Glooscap Elementary School","1017 J Jordan Road","Canning","Nova Scotia","B0P 1H0","902-582-2010","902-582-2015","ges@avrce.ca","POINT (-64.435722 45.159724)"
"2019-20","Annapolis Valley Regional Centre for Education","24","Hantsport School","11 School St","Hantsport","Nova Scotia","B0P 1P0","902-684-4000","902-684-4004","hs@avrce.ca","POINT (-64.181677 45.066375)"
"2018-19","Annapolis Valley Regional Centre for Education","1158","Kings County Academy","35 Gary Pearl Dr","Kentville","Nova Scotia","B4N 0H4","902-690-3850","902-690-3864","kca@avrce.ca","POINT (-64.519657 45.077246)"
"2020-21","Annapolis Valley Regional Centre for Education","62","Kingston and District School","630 Pine Ridge Ave","Kingston","Nova Scotia","B0P 1R0","902-765-7530","902-765-7535","kingston@avrce.ca","POINT (-64.943106 44.993256)"
"2018-19","Annapolis Valley Regional Centre for Education","61","L. E. Shaw Elementary School","486 Oak Island Rd","Avonport","Nova Scotia","B0P 1B0","902-542-6900","902-542-6905","leses@avrce.ca","POINT (-64.257204 45.101367)"
"2018-19","Annapolis Valley Regional Centre for Education","129","Lawrencetown Consolidated School","10 Middle Rd","Lawrencetown","Nova Scotia","B0S 1M0","902-584-4500","902-584-4505","lcs@avrce.ca","POINT (-65.15545 44.878886)"
"2020-21","Annapolis Valley Regional Centre for Education","73","New Minas Elementary School","34 Jones Rd","New Minas","Nova Scotia","B4N 3N1","902-681-4900","902-681-4904","nmes@avrce.ca","POINT (-64.44999 45.068742)"
"2018-19","Annapolis Valley Regional Centre for Education","72","Port Williams Elementary School","1261 Belcher St","Port Williams","Nova Scotia","B0P 1T0","902-542-6074","902-542-6094","pwes@avrce.ca","POINT (-64.420335 45.09151)"
"2020-21","Annapolis Valley Regional Centre for Education","55","Somerset and District Elementary School","4339 Brooklyn St","Berwick","Nova Scotia","B0P 1E0","902-538-4670","902-538-4677","sdes@avrce.ca","POINT (-64.747148 45.074942)"
"2017-18","Annapolis Valley Regional Centre for Education","54","St. Mary's Elementary School","1276 Victoria Rd","Aylesford","Nova Scotia","B0P 1C0","902-847-4400","902-847-4404","smes@avrce.ca","POINT (-64.837405 45.029633)"
"2017-18","Annapolis Valley Regional Centre for Education","360","Three Mile Plains District School","4555 Hwy 1","Three Mile Plains","Nova Scotia","B0N 2T0","902-792-6720","902-792-6722","tmpds@avrce.ca","POINT (-64.094275 44.964332)"
"2019-20","Annapolis Valley Regional Centre for Education","699","Windsor Elementary School","100 Tremain Cr","Windsor","Nova Scotia","B0N 2T0","902-792-6770","902-792-6777","wes@avrce.ca","POINT (-64.128619 44.984038)"
"2019-20","Annapolis Valley Regional Centre for Education","361","Windsor Forks District School","120 Sangster Bridge Rd","Windsor Forks","Nova Scotia","B0N 2T0","902-792-6700","902-792-6707","wfds@avrce.ca","POINT (-64.191903 44.945214)"
"2020-21","Annapolis Valley Regional Centre for Education","81","Wolfville School","19 Acadia St","Wolfville","Nova Scotia","B4P 1K8","902-542-6050","902-542-6054","ws@avrce.ca","POINT (-64.361376 45.089673)"
"2018-19","Conseil scolaire acadien provincial","1155","Centre Scolaire de la Rive-Sud","20, chemin Petite Évangéline","Cookville","Nova Scotia","B4V 8Z9","902-527-5110","902-527-5102","ers@csap.ca","POINT (-64.541362 44.404344)"
"2018-19","Conseil scolaire acadien provincial","387","Centre scolaire Étoile de l'Acadie","15, rue Inglis","Sydney","Nova Scotia","B1P 7C6","902-563-3900","902-563-3902","csea@csap.ca","POINT (-60.183258 46.140887)"
"2018-19","Conseil scolaire acadien provincial","145","École acadienne de Pomquet","791, rue Taylor","Pomquet","Nova Scotia","B2G 2L4","902-386-5700","902-386-5702","eap@csap.ca","POINT (-61.856489 45.623194)"
"2018-19","Conseil scolaire acadien provincial","433","École acadienne de Truro","50, rue Aberdeen","Truro","Nova Scotia","B2N 4V3","902-896-4500","902-896-4501","eat@csap.ca","POINT (-63.26075 45.362163)"
"2018-19","Conseil scolaire acadien provincial","947","École Beaubassin","54, boulevard Larry Uteck","Halifax","Nova Scotia","B3M 4R9","902-457-6810","902-457-6809","ebb@csap.ca","POINT (-63.664224 44.698605)"
"2017-18","Conseil scolaire acadien provincial","982","École Beau-Port","2359, route 206","Arichat","Nova Scotia","B0E 2L0","902-226-5200","902-226-5204","ebp@csap.ca","POINT (-61.026507 45.510912)"
"2018-19","Conseil scolaire acadien provincial","744","École Belleville","84, chemin Belleville","Tusket","Nova Scotia","B0W 3M0","902-648-5920","902-648-5922","eblv@csap.ca","POINT (-65.931409 43.86384)"
"2018-19","Conseil scolaire acadien provincial","948","École Bois-Joli","211, avenue du Portage","Dartmouth","Nova Scotia","B2X 3T4","902-433-7070","902-433-7077","ebj@csap.ca","POINT (-63.53125 44.707058)"
"2018-19","Conseil scolaire acadien provincial","1173","École des Beaux-Marais","5261, autoroute 7","Porters Lake","Nova Scotia","B3E 1J7","902-827-4621","902-827-4623","ebm@csap.ca","POINT (-63.281936 44.744182)"
"2018-19","Conseil scolaire acadien provincial","1188","École du Grand-Portage","100, Stokil Drive","Lower Sackville","Nova Scotia","B4C 2G5","902-864-6242","902-864-6419","egp@csap.ca","POINT (-63.68267 44.783944)"
"2018-19","Conseil scolaire acadien provincial","217","École Joseph-Dugas","450, chemin Patrice","Pointe-de-l'Église","Nova Scotia","B0W 1M0","902-769-5430","902-769-5433","ejd@csap.ca","POINT (-66.103359 44.327101)"
"2018-19","Conseil scolaire acadien provincial","1197","École Mer et Monde","5750, rue Atlantic","Halifax","Nova Scotia","B3H 1G9","902-480-2180","902-480-2193","emm@csap.ca","POINT (-63.576234 44.632031)"
"2018-19","Conseil scolaire acadien provincial","378","École NDA","15118, Cabot Trail","Chéticamp","Nova Scotia","B0E 1H0","902-224-5300","902-224-5305","enda@csap.ca","POINT (-61.016143 46.625473)"
"2018-19","Conseil scolaire acadien provincial","156","École Pubnico-Ouest","811, route 335","Pubnico-Ouest","Nova Scotia","B0W 3S0","902-762-4400","902-762-4402","epo@csap.ca","POINT (-65.797785 43.669672)"
"2018-19","Conseil scolaire acadien provincial","57","École Rose-des-Vents","6, chemin Bedford","Greenwood","Nova Scotia","B0P 1N0","902-765-7100","902-765-7107","erdv@csap.ca","POINT (-64.943741 44.960865)"
"2018-19","Conseil scolaire acadien provincial","219","École Stella-Maris","288, chemin Peter Dugas","Meteghan","Nova Scotia","B0W 2J0","902-645-5500","902-645-5505","esm@csap.ca","POINT (-66.154454 44.182772)"
"2018-19","Conseil scolaire acadien provincial","160","École Wedgeport","44, chemin Ditcher","Wedgeport","Nova Scotia","B0W 3P0","902-663-5000","902-663-5002","ewdg@csap.ca","POINT (-65.982566 43.738529)"
"2018-19","South Shore Regional Centre for Education","925","Aspotogan Consolidated Elementary School","105 Parkwood Drive","Mill Cove","Nova Scotia","B0J 1T0","902-857-2600","902-857-2601","aces@ssrce.ca","POINT (-64.072092 44.589969)"
"2018-19","South Shore Regional Centre for Education","926","Bayview Community School","110 Clearway Street","Mahone Bay","Nova Scotia","B0J 2E0","902-624-2120","902-624-2124","bcs@ssrce.ca","POINT (-64.386491 44.454189)"
"2018-19","South Shore Regional Centre for Education","405","Big Tancook Elementary School","36 School Road","Big Tancook Island","Nova Scotia","B0J 3G0","902-228-8300","902-228-8301","btes@ssrce.ca","POINT (-64.170972 44.460437)"
"2019-20","South Shore Regional Centre for Education","1156","Bluenose Academy","18 Tannery Road","Lunenburg","Nova Scotia","B0J 2C0","902-634-2200","902-634-2210","ba@ssrce.ca","POINT (-64.31929 44.375095)"
"2019-20","South Shore Regional Centre for Education","509","Bridgewater Elementary School","130 York St.","Bridgewater","Nova Scotia","B4V 1R3","902-541-8240","902-541-8250","bes@ssrce.ca","POINT (-64.52372 44.376974)"
"2017-18","South Shore Regional Centre for Education","207","Chester District Elementary School","202 Duke Street","Chester","Nova Scotia","B0J 1J0","902-275-2750","902-275-2755","cdes@ssrce.ca","POINT (-64.238227 44.544582)"
"2018-19","South Shore Regional Centre for Education","386","Dr. John C. Wickwire Academy","311 Old Port Mouton Road","Liverpool","Nova Scotia","B0T 1K0","902-354-7660","902-354-7666","djcwa@ssrce.ca","POINT (-64.728373 44.028058)"
"2018-19","South Shore Regional Centre for Education","1150","Greenfield Elementary School","5060 Highway 210","Greenfield","Nova Scotia","B0T 1E0","902-685-5400","902-685-5401","ges@ssrce.ca","POINT (-64.841687 44.272282)"
"2018-19","South Shore Regional Centre for Education","917","Hebbville Academy","16147 Highway 3","Hebbville","Nova Scotia","B4V 6Y1","902-541-8280","902-541-8290","ha@ssrce.ca","POINT (-64.561557 44.320891)"
"2017-18","South Shore Regional Centre for Education","397","New Germany Elementary School","150 School Street","New Germany","Nova Scotia","B0R 1E0","902-644-5020","902-644-5022","nges@ssrce.ca","POINT (-64.727267 44.542335)"
"2018-19","South Shore Regional Centre for Education","214","New Ross Consolidated School","4689 Hwy 12","New Ross","Nova Scotia","B0J 2M0","902-689-6100","902-689-6110","nrcs@ssrce.ca","POINT (-64.456817 44.729949)"
"2018-19","South Shore Regional Centre for Education","404","Newcombville Elementary School","4220 Highway 325","Newcombville","Nova Scotia","B4V 7W2","902-541-8230","902-541-8231","nes@ssrce.ca","POINT (-64.626026 44.381526)"
"2018-19","South Shore Regional Centre for Education","459","North Queens Community School","40 West Caledonia Road","Caledonia","Nova Scotia","B0T 1B0","902-682-3500","902-682-3510","nqcs@ssrce.ca","POINT (-65.032724 44.372303)"
"2018-19","South Shore Regional Centre for Education","400","Pentz Elementary School","2680 Highway 331","LaHave","Nova Scotia","B0R 1C0","902-688-3210","902-688-3211","pes@ssrce.ca","POINT (-64.402481 44.305067)"
"2018-19","South Shore Regional Centre for Education","401","Petite Riviere Elementary School","123 Wentzell Road","Petite Riviere","Nova Scotia","B4V 5Y2","902-688-3200","902-688-3201","pres@ssrce.ca","POINT (-64.451342 44.238546)"
"2017-18","South Shore Regional Centre for Education","394","West Northfield Elementary School","6 Victoria Acres Drive","West Northfield","Nova Scotia","B4V 5C7","902-541-8220","902-541-8221","wnes@ssrce.ca","POINT (-64.603262 44.458701)"
"2017-18","Tri-County Regional Centre for Education","497","Carleton Consolidated Elementary School","4014 Hwy 340","Carleton","Nova Scotia","B5A 5P8","902-761-4200","902-761-4202","cces@tcrce.ca","POINT (-65.928126 44.006362)"
"2019-20","Tri-County Regional Centre for Education","511","Clark's Harbour Elementary School","29 School Street","Clark's Harbour","Nova Scotia","B0W 1P0","902-745-3710","902-745-3711","ches@tcrce.ca","POINT (-65.636207 43.448548)"
"2019-20","Tri-County Regional Centre for Education","541","Digby Elementary School","20 Shreve St","Digby","Nova Scotia","B0V 1A0","902-245-7550","902-245-7555","des@tcrce.ca","POINT (-65.767247 44.619201)"
"2018-19","Tri-County Regional Centre for Education","257","Digby Neck Consolidated Elementary School","6203 Highway 217","Digby Neck","Nova Scotia","B0V 1E0","902-834-6600","902-834-6602","dnces@tcrce.ca","POINT (-66.097927 44.480521)"
"2017-18","Tri-County Regional Centre for Education","981","Drumlin Heights Consolidated School","5428 Hwy 3","Glenwood","Nova Scotia","B0W 1W0","902-643-6000","902-643-6006","dhcs@tcrce.ca","POINT (-65.855421 43.795001)"
"2019-20","Tri-County Regional Centre for Education","733","Evelyn Richardson Memorial Elementary School","#5961 Hwy #3","Shag Harbour","Nova Scotia","B0W 3B0","902-723-3800","902-723-3801","ermes@tcrce.ca","POINT (-65.727309 43.496757)"
"2018-19","Tri-County Regional Centre for Education","927","Forest Ridge Academy","59 Forest View Dr","Barrington","Nova Scotia","B0W 1E0","902-637-4340","902-637-4342","fra@tcrce.ca","POINT (-65.564628 43.567272)"
"2017-18","Tri-County Regional Centre for Education","79","Hillcrest Academy","127 King St","Shelburne","Nova Scotia","B0T 1W0","902-875-5300","902-875-5301","hia@tcrce.ca","POINT (-65.309752 43.767482)"
"2018-19","Tri-County Regional Centre for Education","259","Islands Consolidated School","75 Overcove Rd","Freeport","Nova Scotia","B0V 1B0","902-839-6300","902-839-6303","ics@tcrce.ca","POINT (-66.319276 44.27757)"
"2018-19","Tri-County Regional Centre for Education","624","Lockeport Elementary School","73 Beach St","Lockeport","Nova Scotia","B0T 1L0","902-656-7100","902-656-7101","les@tcrce.ca","POINT (-65.115913 43.697895)"
"2018-19","Tri-County Regional Centre for Education","928","Meadowfields Community School","106 Prospect St","Yarmouth","Nova Scotia","B5A 4J2","902-749-2880","902-749-2888","mcs@tcrce.ca","POINT (-66.103042 43.857109)"
"2018-19","Tri-County Regional Centre for Education","199","Plymouth School","849 Highway 334","Yarmouth","Nova Scotia","B0W 1B0","902-663-2000","902-663-2005","ps@tcrce.ca","POINT (-66.017994 43.812988)"
"2017-18","Tri-County Regional Centre for Education","498","Port Maitland Consolidated Elementary School","3072 Highway 1","Port Maitland","Nova Scotia","B5A 5T3","902-649-4400","902-649-4404","pmces@tcrce.ca","POINT (-66.145765 43.976215)"
"2017-18","Tri-County Regional Centre for Education","256","Weymouth Consolidated School","4695 Highway 1","Weymouth","Nova Scotia","B0W 3T0","902-837-2310","902-837-2320","wcs@tcrce.ca","POINT (-65.995883 44.415504)"
"2017-18","Tri-County Regional Centre for Education","1199","Yarmouth Elementary School","5 Brunswick St","Yarmouth","Nova Scotia","B5A 3A9","902-749-2860","902-749-2866","yes@tcrce.ca","POINT (-66.115472 43.83769)"
