"account_name","nsbi_sector","deal_type","nsbi_financial_contribution","place_name","nsbi_county","postalcode","fiscal_year","longitude","latitude","geocoded_column"
"CacheFlo Inc.","Business Services","Export Growth Program","2900","Halifax","Halifax Regional Municipality","B3J3J8","2018 - 2019","-63.57894264","44.65095794","POINT (-63.57894264000001 44.65095794)"
"CarbonCure Technologies Inc","Energy","Export Growth Program","13500","Dartmouth","Halifax Regional Municipality","B3B1R6","2018 - 2019","-63.597081","44.704092","POINT (-63.597080999999996 44.704092)"
"Current Studios Inc","ICT (includes Digital Media)","Export Growth Program","3000","Halifax","Halifax Regional Municipality","B3J3X8","2018 - 2019","-63.576767","44.64669","POINT (-63.57676699999999 44.64669)"
"Giffin Technologies Inc.","Agri-food","Export Growth Program","901","Halifax","Halifax Regional Municipality","B3N1X9","2018 - 2019","-63.628608","44.645863","POINT (-63.62860800000001 44.645863)"
"Huminah Huminah Animation","ICT (includes Digital Media)","Export Growth Program","15000","Dartmouth","Halifax Regional Municipality","B2Y3P2","2018 - 2019","-63.562672","44.669345","POINT (-63.562672 44.669345)"
"Oyster Promo Inc","Business Services","Export Growth Program","2000","Halifax","Halifax Regional Municipality","B3H3X9","2018 - 2019","-63.587154","44.630259","POINT (-63.58715399999999 44.630259)"
"Basil Kings Farm Inc.","Agri-food","PIVP","15000","Salmon River","Digby","B5A 5B2","2019 - 2020","-66.161256","44.051386","POINT (-66.161256 44.051386)"
"Picture Plant Ltd.","Film Production","Export Growth Program","7787","Bridgewater","Lunenburg","B0J2C0","2018 - 2019","-64.309889","44.37635","POINT (-64.309889 44.37635)"
"Strongest Families Institute","Business Services","Export Growth Program","5588","Lower Sackville","Halifax Regional Municipality","B4C4E6","2018 - 2019","-63.65843038","44.7606098","POINT (-63.65843038 44.760609800000005)"
"The Instratify Group Inc.","Business Services","Export Growth Program","3250","Halifax","Halifax Regional Municipality","B3J4A2","2018 - 2019","-63.577842","44.642783","POINT (-63.57784199999999 44.642783)"
"Access Labels","Advanced Manufacturing","Export Growth Program","1879","Amherst","Cumberland","B4H4E2","2018 - 2019","-63.89274","45.777062","POINT (-63.89274 45.777062)"
"FoodByte Inc","ICT (includes Digital Media)","Export Growth Program","4320","Wolfville","Kings","B4P2R6","2018 - 2019","-64.36820119","45.0890494","POINT (-64.36820119 45.0890494)"
"Iron Apple","Transportation & Logistics","Export Growth Program","12100","Dartmouth","Halifax Regional Municipality","B3B1V2","2018 - 2019","-63.588236","44.692403","POINT (-63.588235999999995 44.692403)"
"SailTimer Inc.","ICT (includes Digital Media)","Export Growth Program","10343","Tantallon","Halifax Regional Municipality","B3Z2R9","2018 - 2019","-63.911447","44.644713","POINT (-63.911447 44.64471300000001)"
"Skyline (Refer to Orgrimmar Tech. Inc.)","ICT (includes Digital Media)","Export Growth Program","4847","Dartmouth","Halifax Regional Municipality","B2Y1E1","2018 - 2019","-63.564563","44.6699","POINT (-63.56456300000001 44.6699)"
"Survival Systems Training Limited","Oceans Technology","Export Growth Program","13425","Dartmouth","Halifax Regional Municipality","B2Y4K9","2018 - 2019","-63.542555","44.655836","POINT (-63.54255500000001 44.655836)"
"Ultra Electronics Maritime Systems","Advanced Manufacturing","Export Growth Program","14995","Dartmouth","Halifax Regional Municipality","B2Y4N2","2018 - 2019","-63.545652","44.649583","POINT (-63.545652 44.649583)"
"East Coast School of Languages (ECSL)","Business Services","Export Growth Program","4780","Halifax","Halifax Regional Municipality","B3J1V6","2018 - 2019","-63.571891","44.646015","POINT (-63.571891 44.646015000000006)"
"Nodalblock Canada Holdings Inc.","ICT (includes Digital Media)","Export Growth Program","5400","Halifax","Halifax Regional Municipality","B3J3N2","2018 - 2019","-63.57606155","44.65201157","POINT (-63.57606155 44.65201157)"
"Pictou Twist Pictures Inc","Film Production","Export Growth Program","5725","Halifax","Halifax Regional Municipality","B3J1J7","2018 - 2019","-63.573178","44.645217","POINT (-63.573178 44.645217)"
"Proven Marketing for Lawyers Inc.","Business Services","Export Growth Program","995","Halifax","Halifax Regional Municipality","B3H4K6","2018 - 2019","-63.578788","44.637258","POINT (-63.578788 44.637258)"
"Shift","Business Services","Export Growth Program","1633","Head Of St Margarets Bay","Halifax Regional Municipality","B3Z1X8","2018 - 2019","-63.919943","44.680846","POINT (-63.91994300000001 44.68084600000001)"
"SolutionInc Ltd","ICT (includes Digital Media)","Export Growth Program","1000","Halifax","Halifax Regional Municipality","B3K1T2","2018 - 2019","-63.595928","44.658385","POINT (-63.59592800000001 44.658385)"
"Victoria Co-Operative Fisheries Ltd","Fish & Seafood Processing","Export Growth Program","5675","Neils Harbour","Victoria","B0C1N0","2018 - 2019","-60.343878","46.762745","POINT (-60.343878000000004 46.762745)"
"Athletigen Technologies Inc","Life Sciences","Export Growth Program","11925","Halifax","Halifax Regional Municipality","B3J1G1","2018 - 2019","-63.57539255","44.64341829","POINT (-63.575392550000004 44.64341829)"
"Chocolate Hackers","Agri-food","Export Growth Program","2285","Halifax","Halifax Regional Municipality","B3K2H7","2018 - 2019","-63.604915","44.665088","POINT (-63.604915 44.665088)"
"Dugo Systems Inc","ICT (includes Digital Media)","Export Growth Program","7600","Halifax","Halifax Regional Municipality","B3J3K5","2018 - 2019","-63.572554","44.644489","POINT (-63.572554 44.644489)"
"Fit First Holdings Inc.","Business Services","Export Growth Program","6775","Dartmouth","Halifax Regional Municipality","B3B1X2","2018 - 2019","-63.595848","44.710189","POINT (-63.595848 44.710189)"
"Journeyman Film Company  Ltd.","ICT (includes Digital Media)","Export Growth Program","10375","Dartmouth","Halifax Regional Municipality","B2Y2S6","2018 - 2019","-63.566107","44.666248","POINT (-63.566107 44.666248)"
"Survival Systems Ltd","Oceans Technology","Export Growth Program","3808","Dartmouth","Halifax Regional Municipality","B2Y4W6","2018 - 2019","-63.539046","44.6562","POINT (-63.539046 44.6562)"
"TapRoot Fibre Lab Inc","Agri-food","Export Growth Program","2050","Port Williams","Kings","B0P1T0","2018 - 2019","-64.362715","45.159695","POINT (-64.36271500000001 45.159695)"
"Densitas Inc","ICT (includes Digital Media)","Export Growth Program","7499","Halifax","Halifax Regional Municipality","B3H3Z1","2018 - 2019","-63.59645","44.637136","POINT (-63.59645 44.637136)"
"Eel Lake Oyster Farm","Fish & Seafood Processing","Export Growth Program","2400","Ste-Anne-Du-Ruisseau","Yarmouth","B0W2X0","2018 - 2019","-65.951742","43.81874","POINT (-65.951742 43.818740000000005)"
"MacGregors Industrial Group","Advanced Manufacturing","Export Growth Program","2309","New Glasgow","Pictou","B2H5C7","2018 - 2019","-62.643478","45.586891","POINT (-62.64347800000001 45.586891)"
"Pivotal Coaching","Business Services","Export Growth Program","4845","Halifax","Halifax Regional Municipality","B3K1G7","2018 - 2019","-63.588554","44.653612","POINT (-63.58855400000001 44.653612)"
"Raised Performance Media Inc.","Business Services","Export Growth Program","11325","Halifax","Halifax Regional Municipality","B3J2A4","2018 - 2019","-63.574131","44.647278","POINT (-63.574131 44.647278)"
"Arcadia Entertainment Inc.","Film Production","Export Growth Program","7698","Halifax","Halifax Regional Municipality","B3L1A9","2018 - 2019","-63.601752","44.644087","POINT (-63.601752 44.644087)"
"Boondoc Technologies Inc (The Rounds)","ICT (includes Digital Media)","Export Growth Program","10687","Halifax","Halifax Regional Municipality","B3K4X5","2018 - 2019","-63.611268","44.662185","POINT (-63.611268 44.662185)"
"Burnt Out Solutions Inc","Advanced Manufacturing","Export Growth Program","17100","New Minas","Kings","B4N3N2","2018 - 2019","-64.453388","45.068558","POINT (-64.453388 45.068558)"
"Cove Kombucha","Agri-food","Export Growth Program","3350","Halifax","Halifax Regional Municipality","B3J2J9","2018 - 2019","-63.576924","44.640981","POINT (-63.576924 44.640981)"
"Dillon Consulting Ltd.","Business Services","EGP","3089","Halifax","Halifax","B3S 1B3","2019 - 2020","-63.665839","44.6423613","POINT (-63.66583899999999 44.6423613)"
"EcoAdvisors Inc","Business Services","Export Growth Program","17475","Halifax","Halifax Regional Municipality","B3H3K6","2018 - 2019","-63.590845","44.6435245","POINT (-63.59084500000001 44.643524500000005)"
"Stantec","Engineering & Professional","Export Growth Program","12784","Dartmouth","Halifax Regional Municipality","B3A0A4","2018 - 2019","-63.561484","44.689132","POINT (-63.56148400000001 44.689132)"
"The Instratify Group Inc.","Business Services","Export Growth Program","2500","Halifax","Halifax Regional Municipality","B3J4A2","2018 - 2019","-63.577842","44.642783","POINT (-63.57784199999999 44.642783)"
"Cartoon Conrad Productions Inc","ICT (includes Digital Media)","Export Growth Program","2855","Beaver Bank","Halifax Regional Municipality","B4G1C5","2018 - 2019","-63.691467","44.853799","POINT (-63.69146700000001 44.853799)"
"Cartoon Conrad Productions Inc","ICT (includes Digital Media)","Export Growth Program","1400","Beaver Bank","Halifax Regional Municipality","B4G1C5","2018 - 2019","-63.691467","44.853799","POINT (-63.69146700000001 44.853799)"
"Dillon Consulting Ltd","Business Services","Export Growth Program","4335","Halifax","Halifax Regional Municipality","B3S1B3","2018 - 2019","-63.663711","44.637971","POINT (-63.663711 44.637971)"
"McGlone Sales and Consulting","Fish & Seafood Processing","Export Growth Program","2275","Windsor","Hants","B0N2T0","2018 - 2019","-64.318054","44.819594","POINT (-64.318054 44.819594)"
"Novonix Battery Testing Services Inc","Energy","Export Growth Program","5475","Bedford","Halifax Regional Municipality","B4B1H1","2018 - 2019","-63.710231","44.722456","POINT (-63.710231 44.722456)"
"Sassy Solutions Consulting Limited","Business Services","Export Growth Program","1665","Halifax","Halifax Regional Municipality","B3M3C8","2018 - 2019","-63.652605","44.657547","POINT (-63.65260500000001 44.657547)"
"Stright-MacKay Ltd","Business Services","Export Growth Program","2265","New Glasgow","Pictou","B2H5E1","2018 - 2019","-62.638714","45.604452","POINT (-62.638714 45.604452)"
"AGL Group Holding Limited","Advanced Manufacturing","Export Growth Program","1609","Bridgewater","Lunenburg","B0J2C0","2018 - 2019","-64.309889","44.37635","POINT (-64.309889 44.37635)"
"Arrivals + Departures Communications Limited","Business Services","Export Growth Program","3445","Halifax","Halifax Regional Municipality","B3J1S9","2018 - 2019","-63.576866","44.652261","POINT (-63.576866 44.652261)"
"Breton SmarTek Inc","ICT (includes Digital Media)","Export Growth Program","3737","Sydney","Cape Breton","B1P6H1","2018 - 2019","-60.224927","46.083532","POINT (-60.224927 46.083532)"
"Chocolate Hackers","Agri-food","Export Growth Program","2430","Halifax","Halifax Regional Municipality","B3K2H7","2018 - 2019","-63.604915","44.665088","POINT (-63.604915 44.665088)"
"DynaGen Technologies Incorporated","Advanced Manufacturing","Export Growth Program","9050","Dartmouth","Halifax Regional Municipality","B3B1W8","2018 - 2019","-63.579683","44.70058","POINT (-63.57968300000001 44.70058)"
"Eosense Inc","Energy","Export Growth Program","6780","Dartmouth","Halifax Regional Municipality","B3B1E8","2018 - 2019","-63.613528","44.694128","POINT (-63.61352800000001 44.694128)"
"Fossil Power Systems Inc.","Advanced Manufacturing","Export Growth Program","6700","Beaver Bank","Halifax Regional Municipality","B4G1E2","2018 - 2019","-63.68541","44.870831","POINT (-63.68541 44.870831)"
"InterTalk Critical Information Systems Inc","ICT (includes Digital Media)","Export Growth Program","5284","Dartmouth","Halifax Regional Municipality","B3B1J4","2018 - 2019","-63.611144","44.704132","POINT (-63.61114400000001 44.704132)"
"LearnCorp International","ICT (includes Digital Media)","Export Growth Program","13500","Sydney","Cape Breton","B1P6L2","2018 - 2019","-60.19332","46.14367","POINT (-60.19332000000001 46.14367)"
"Sailing CBI Inc","Business Services","Export Growth Program","4618","Baddeck","Victoria","B0E1B0","2018 - 2019","-60.8321268","46.073988","POINT (-60.8321268 46.073988)"
"Bad Fem Productions Inc.","Film Production","Export Growth Program","3417","Truro","Colchester","B2N1C1","2018 - 2019","-63.29626","45.363579","POINT (-63.296260000000004 45.363579)"
"Colibri Software","ICT (includes Digital Media)","Export Growth Program","1483","Wolfville","Kings","B4P2R6","2018 - 2019","-64.36820119","45.0890494","POINT (-64.36820119 45.0890494)"
"Festina Lente Productions Inc.","Film Production","Export Growth Program","3285","Chester","Lunenburg","B0J1J0","2018 - 2019","-64.225079","44.560562","POINT (-64.225079 44.560562)"
"Halifax Glassworks Limited","Advanced Manufacturing","Export Growth Program","1800","Halifax","Halifax Regional Municipality","B3J1M4","2018 - 2019","-63.572203","44.648963","POINT (-63.572203 44.648963)"
"Modest Tree Media Inc","ICT (includes Digital Media)","Export Growth Program","7250","Halifax","Halifax Regional Municipality","B3K2R6","2018 - 2019","-63.613967","44.665253","POINT (-63.613967 44.665253)"
"SEG Consulting Inc.","Business Services","Export Growth Program","2312","Halifax","Halifax Regional Municipality","B3J3J8","2018 - 2019","-63.57894264","44.65095794","POINT (-63.57894264000001 44.65095794)"
"Shut Up & Colour Pictures Inc","Film Production","Export Growth Program","13796","Halifax","Halifax Regional Municipality","B3K1P6","2018 - 2019","-63.592883","44.658346","POINT (-63.592883 44.658346)"
"SolutionInc Ltd","ICT (includes Digital Media)","Export Growth Program","4750","Halifax","Halifax Regional Municipality","B3K1T2","2018 - 2019","-63.595928","44.658385","POINT (-63.59592800000001 44.658385)"
"Swept Technologies Inc.","ICT (includes Digital Media)","Export Growth Program","5800","Halifax","Halifax Regional Municipality","B3J0A7","2018 - 2019","-63.5746568","44.6450065","POINT (-63.5746568 44.6450065)"
"WoodChaCallIt Toy and Wood Crafters","Advanced Manufacturing","Export Growth Program","7177","Hatchet Lake","Halifax Regional Municipality","B3T1P7","2018 - 2019","-63.729792","44.56335","POINT (-63.72979200000001 44.56335)"
"EfficiencyOne Services Inc","Business Services","Export Growth Program","12701","Dartmouth","Halifax Regional Municipality","B3B1G5","2018 - 2019","-63.605171","44.69816","POINT (-63.605171 44.69816)"
"ProNova Marine Products Limited","Oceans Technology","Export Growth Program","2042","Lower Woods Harbour","Shelburne","B0W2E0","2018 - 2019","-65.718791","43.506113","POINT (-65.718791 43.506113)"
"QRA Corp","ICT (includes Digital Media)","Export Growth Program","9487","Halifax","Halifax Regional Municipality","B3K5L2","2018 - 2019","-63.602819","44.659309","POINT (-63.602819000000004 44.659309)"
"VitaMed Inc","Life Sciences","Export Growth Program","15000","Bedford","Halifax Regional Municipality","B4A1G5","2018 - 2019","-63.670275","44.709158","POINT (-63.670275000000004 44.709158)"
"Core Elements Advisors Inc.","Business Services","Export Growth Program","1575","Halifax","Halifax Regional Municipality","B3H3K1","2018 - 2019","-63.588845","44.639667","POINT (-63.588845 44.639667)"
"Keeping Roads Safe Technologies Inc","ICT (includes Digital Media)","Export Growth Program","12750","Bedford","Halifax Regional Municipality","B4B1H1","2018 - 2019","-63.710231","44.722456","POINT (-63.710231 44.722456)"
"Andrew MacCormack","Film Production","Export Growth Program","513","Dartmouth","Halifax Regional Municipality","B3A3R7","2018 - 2019","-63.563906","44.679054","POINT (-63.563906 44.679054)"
"Aqua Production Systems Incorporated","Advanced Manufacturing","Export Growth Program","14980","New Glasgow","Pictou","B2H5C4","2018 - 2019","-62.58817","45.576852","POINT (-62.588170000000005 45.576852)"
"InnovaSea Marine Systems Canada Inc DBA Vemco","ICT (includes Digital Media)","Export Growth Program","5725","Hammonds Plains","Halifax Regional Municipality","B4B1L9","2018 - 2019","-63.754376","44.700635","POINT (-63.75437600000001 44.700635)"
"Nexus Coastal Resource Management","Engineering & Professional","Export Growth Program","6700","Hubley","Halifax Regional Municipality","B3Z1B8","2018 - 2019","-63.795244","44.672015","POINT (-63.795244 44.672015)"
"NS Sports Media Pros Ltd","ICT (includes Digital Media)","Export Growth Program","17875","Halifax","Halifax Regional Municipality","B3S0B9","2018 - 2019","-63.6851302","44.658753","POINT (-63.68513020000001 44.658753000000004)"
"Over The Edge (Canada) Inc","Business Services","Export Growth Program","5000","Halifax","Halifax Regional Municipality","B3P1K9","2018 - 2019","-63.617374","44.624443","POINT (-63.617374 44.624443)"
"Pro-Oceanus Systems Inc","Oceans Technology","Export Growth Program","14925","Bridgewater","Lunenburg","B4V1N1","2018 - 2019","-64.52322","44.379736","POINT (-64.52322 44.379736)"
"Sales Beacon","ICT (includes Digital Media)","Export Growth Program","10352","Brooklyn","Lunenburg","B0J1H0","2018 - 2019","-64.710851","44.055473","POINT (-64.710851 44.055473)"
"Sober Island Oysters Limited","Fish & Seafood Processing","Export Growth Program","7800","Sheet Harbour","Halifax Regional Municipality","B0J3B0","2018 - 2019","-62.441121","44.883146","POINT (-62.441121 44.883146)"
"Survival Systems Ltd","Oceans Technology","Export Growth Program","6850","Dartmouth","Halifax Regional Municipality","B2Y4W6","2018 - 2019","-63.539046","44.6562","POINT (-63.539046 44.6562)"
"Victoria Co-Operative Fisheries Ltd","Fish & Seafood Processing","Export Growth Program","15304","Neils Harbour","Victoria","B0C1N0","2018 - 2019","-60.343878","46.762745","POINT (-60.343878000000004 46.762745)"
"The Soap Company of Nova Scotia Ltd","Advanced Manufacturing","Export Growth Program","1350","Sherbrooke","Guysborough","B0J3C0","2018 - 2019","-62.026841","45.193706","POINT (-62.026841 45.193706)"
"My Home Apparel","Advanced Manufacturing","Export Growth Program","7400","Truro","Colchester","B2N2K5","2018 - 2019","-63.27507","45.363155","POINT (-63.27507000000001 45.363155)"
"QRA Corp","ICT (includes Digital Media)","Export Growth Program","10438","Halifax","Halifax Regional Municipality","B3K5L2","2018 - 2019","-63.602819","44.659309","POINT (-63.602819000000004 44.659309)"
"RIMOT.IO Inc","ICT (includes Digital Media)","Export Growth Program","1547","Dartmouth","Halifax Regional Municipality","B2Y4M9","2018 - 2019","-63.542698","44.660305","POINT (-63.542698 44.660305)"
"Site 2020 Inc.","ICT (includes Digital Media)","Export Growth Program","23625","Dartmouth","Halifax Regional Municipality","B3B1L3","2018 - 2019","-63.595664","44.704755","POINT (-63.595664000000006 44.704755)"
"Social Navigator Inc","ICT (includes Digital Media)","Export Growth Program","25000","Halifax","Halifax Regional Municipality","B3S0B9","2018 - 2019","-63.6851302","44.658753","POINT (-63.68513020000001 44.658753000000004)"
"Benjamin Bridge Vineyards","Agri-food","Export Growth Program","14263","Wolfville","Kings","B4P2R1","2018 - 2019","-64.403589","45.013938","POINT (-64.403589 45.013938)"
"Eye Catch Signs Limited","Advanced Manufacturing","Export Growth Program","15000","Halifax","Halifax Regional Municipality","B3K3V4","2018 - 2019","-63.590323","44.654665","POINT (-63.59032299999999 44.654665)"
"Flo Digital Inc","ICT (includes Digital Media)","Export Growth Program","3232","Halifax","Halifax Regional Municipality","B3J2X2","2018 - 2019","-63.645986","44.648416","POINT (-63.645986 44.648416)"
"Focal Research Consultants Limited","Business Services","Export Growth Program","7300","Halifax","Halifax Regional Municipality","B3L2C2","2018 - 2019","-63.627898","44.653612","POINT (-63.62789800000001 44.653612)"
"Journeyman Film Company  Ltd.","ICT (includes Digital Media)","Export Growth Program","4565","Dartmouth","Halifax Regional Municipality","B2Y2S6","2018 - 2019","-63.566107","44.666248","POINT (-63.566107 44.666248)"
"Sea to Sea Productions Ltd.","Film Production","Export Growth Program","2700","Boutiliers Point","Halifax Regional Municipality","B3Z1R3","2018 - 2019","-63.95209554","44.6653421","POINT (-63.95209554 44.6653421)"
"Shift","Business Services","Export Growth Program","4700","Head Of St Margarets Bay","Halifax Regional Municipality","B3Z1X8","2018 - 2019","-63.919943","44.680846","POINT (-63.91994300000001 44.68084600000001)"
"Turbulent Research Inc","Oceans Technology","Export Growth Program","15000","Beechville","Halifax Regional Municipality","B3T1A2","2018 - 2019","-63.690551","44.636774","POINT (-63.690551 44.636774)"
"Ven-Rez Products Ltd","Advanced Manufacturing","Export Growth Program","4915","Shelburne","Shelburne","B0T1W0","2018 - 2019","-65.41816","43.66134","POINT (-65.41816 43.66134000000001)"
"Xeos Technologies Inc","Oceans Technology","Export Growth Program","15000","Dartmouth","Halifax Regional Municipality","B3B1L6","2018 - 2019","-63.604817","44.715039","POINT (-63.604817000000004 44.715039)"
"APPILI Therapeutics","Life Sciences","Export Growth Program","15000","Halifax","Halifax Regional Municipality","B3H1A8","2018 - 2019","-63.573789","44.624478","POINT (-63.573789 44.624478)"
"Bereda Training Inc.","ICT (includes Digital Media)","Export Growth Program","927","Halifax","Halifax Regional Municipality","B3J3K5","2018 - 2019","-63.572554","44.644489","POINT (-63.572554 44.644489)"
"Black Star Wealth Partners","Business Services","Export Growth Program","6125","Halifax","Halifax Regional Municipality","B3L1K9","2018 - 2019","-63.599571","44.649413","POINT (-63.599571 44.649413)"
"Cabbage Patch Kimchi","Agri-food","Export Growth Program","800","Halifax","Halifax Regional Municipality","B3H2S9","2018 - 2019","-63.573625","44.634901","POINT (-63.573625 44.634901)"
"Gorgeous Mistake Productions","Film Production","Export Growth Program","6962","Dartmouth","Halifax Regional Municipality","B3A2Y3","2018 - 2019","-63.574093","44.673505","POINT (-63.574093000000005 44.673505)"
"Graphite Innovation and Technologies Inc.","Advanced Manufacturing","Export Growth Program","7425","Dartmouth","Halifax Regional Municipality","B2Y4M9","2018 - 2019","-63.542698","44.660305","POINT (-63.542698 44.660305)"
"Nautics Group Inc.","Advanced Manufacturing","Export Growth Program","12925","Bedford","Halifax Regional Municipality","B4A1E2","2018 - 2019","-63.66463","44.728037","POINT (-63.66463000000001 44.728037)"
"Nu-Air Ventilation Systems Inc","Advanced Manufacturing","Export Growth Program","12415","Windsor","Hants","B0N2T0","2018 - 2019","-64.318054","44.819594","POINT (-64.318054 44.819594)"
"Ocean Sonics Ltd","Oceans Technology","Export Growth Program","15000","Great Village","Colchester","B0M1L0","2018 - 2019","-63.662186","45.369405","POINT (-63.662186 45.369405)"
"Retail Deep","ICT (includes Digital Media)","Export Growth Program","900","Halifax","Halifax Regional Municipality","B3J3K5","2018 - 2019","-63.572554","44.644489","POINT (-63.572554 44.644489)"
"Rebel Road Films","Film Production","Export Growth Program","500","Antigonish","Antigonish","B2G2L3","2018 - 2019","-62.100393","45.562152","POINT (-62.100393 45.562152)"
"Benjamin Bridge Vineyards","Agri-food","Export Growth Program","525","Wolfville","Kings","B4P2R1","2018 - 2019","-64.403589","45.013938","POINT (-64.403589 45.013938)"
"BlueLight Analytics Inc","Life Sciences","Export Growth Program","25000","Halifax","Halifax Regional Municipality","B3L4G4","2018 - 2019","-63.620539","44.642071","POINT (-63.62053900000001 44.64207100000001)"
"DGI Clinical Inc.","Life Sciences","Export Growth Program","12908","Halifax","Halifax Regional Municipality","B3J2E3","2018 - 2019","-63.576047","44.646813","POINT (-63.57604700000001 44.646813)"
"EcoPilot Canada Inc.","Engineering & Professional","Export Growth Program","8137","Halifax","Halifax Regional Municipality","B3J3L7","2018 - 2019","-63.575048","44.649083","POINT (-63.575048 44.649083)"
"Nodalblock Canada Holdings Inc.","ICT (includes Digital Media)","Export Growth Program","2500","Halifax","Halifax Regional Municipality","B3J3N2","2018 - 2019","-63.57606155","44.65201157","POINT (-63.57606155 44.65201157)"
"Novonix Battery Testing Services Inc","Energy","Export Growth Program","4550","Bedford","Halifax Regional Municipality","B4B1H1","2018 - 2019","-63.710231","44.722456","POINT (-63.710231 44.722456)"
"Precision BioLogic Incorporated","Life Sciences","Export Growth Program","15000","Dartmouth","Halifax Regional Municipality","B3B0A9","2018 - 2019","-63.573165","44.695212","POINT (-63.573164999999996 44.695212)"
"Tri-Star Industries Limited","Advanced Manufacturing","Export Growth Program","4675","Yarmouth","Yarmouth","B5A4B4","2018 - 2019","-66.118319","43.842674","POINT (-66.118319 43.842674)"
"World Link Food Distributors Inc","Fish & Seafood Processing","Export Growth Program","2450","Enfield","Halifax Regional Municipality","B2T1K3","2018 - 2019","-63.52380855","44.8796973","POINT (-63.52380855 44.8796973)"
"Climate Technical Gear","Advanced Manufacturing","Export Growth Program","12275","Dartmouth","Halifax Regional Municipality","B3B1S2","2018 - 2019","-63.592089","44.695586","POINT (-63.592089 44.695586)"
"DynaGen Technologies Incorporated","Advanced Manufacturing","Export Growth Program","5800","Dartmouth","Halifax Regional Municipality","B3B1W8","2018 - 2019","-63.579683","44.70058","POINT (-63.57968300000001 44.70058)"
"Freshify Inc","Advanced Manufacturing","Export Growth Program","7494","Wolfville","Kings","B4P1P8","2018 - 2019","-64.37466729","45.08579837","POINT (-64.37466729 45.08579837)"
"Midgard Insect Farm Inc","Agri-food","Export Growth Program","13555","Halifax","Halifax Regional Municipality","B3L1V1","2018 - 2019","-63.602803","44.654196","POINT (-63.602803 44.654196)"
"Ocean Pride Fisheries Limited (Atlantic Treasure Limited)","Fish & Seafood Processing","Export Growth Program","5927","Lower Wedgeport","Yarmouth","B0W2B0","2018 - 2019","-65.97528","43.717172","POINT (-65.97528 43.717172)"
"Proven Marketing for Lawyers Inc.","Business Services","Export Growth Program","3246","Halifax","Halifax Regional Municipality","B3H4K6","2018 - 2019","-63.578788","44.637258","POINT (-63.578788 44.637258)"
"Vesuvius Media Ltd.","ICT (includes Digital Media)","Export Growth Program","12808","Halifax","Halifax Regional Municipality","B3M1W8","2018 - 2019","-63.650445","44.676671","POINT (-63.650445000000005 44.676671)"
"EOceans Research and Consulting Inc.","Oceans Technology","Export Growth Program","2800","Dartmouth","Halifax Regional Municipality","B2Y1T7","2018 - 2019","-63.555147","44.674503","POINT (-63.555147 44.674503)"
"I Matheson & Company (IMC) Ltd","Advanced Manufacturing","Export Growth Program","2100","New Glasgow","Pictou","B2H5E5","2018 - 2019","-62.612365","45.601704","POINT (-62.612365 45.601704000000005)"
"JusNova Agriculture Ltd","Agri-food","Export Growth Program","12850","Halifax","Halifax Regional Municipality","B3M1N1","2018 - 2019","-63.641789","44.66397","POINT (-63.641788999999996 44.66397)"
"MindSea Development Incorporated","ICT (includes Digital Media)","Export Growth Program","25000","Halifax","Halifax Regional Municipality","B3J3M8","2018 - 2019","-63.5727","44.647395","POINT (-63.572700000000005 44.647395)"
"Blois Fish Processing Automation Limited","Fish & Seafood Processing","Export Growth Program","13825","Dartmouth","Halifax Regional Municipality","B2V2S7","2018 - 2019","-63.476576","44.653288","POINT (-63.47657600000001 44.653288)"
"Enginuity Inc.","Business Services","Export Growth Program","10315","Halifax","Halifax Regional Municipality","B3P1M1","2018 - 2019","-63.615546","44.619123","POINT (-63.61554600000001 44.619123)"
"Fourth Wave Strategy Inc","Business Services","Export Growth Program","14901","Dartmouth","Halifax Regional Municipality","B2X3G1","2018 - 2019","-63.5417345","44.69860475","POINT (-63.54173449999999 44.69860475)"
"Allendale Electronics Ltd","Advanced Manufacturing","Export Growth Program","14000","Lockeport","Shelburne","B0T1L0","2018 - 2019","-65.12347","43.71839","POINT (-65.12347 43.71839)"
"Dragon Veterinary Canada Limited","ICT (includes Digital Media)","Export Growth Program","15000","Bedford","Halifax Regional Municipality","B4A1H4","2018 - 2019","-63.674559","44.711731","POINT (-63.67455900000001 44.711731)"
"Duckish Natural Skin Care Limited","Advanced Manufacturing","Export Growth Program","5047","Halifax","Halifax Regional Municipality","B3L1K1","2018 - 2019","-63.595101","44.649822","POINT (-63.59510100000001 44.649822)"
"Romor Ocean Solutions","Oceans Technology","Export Growth Program","13697","Mount Uniacke","Hants","B0N1Z0","2018 - 2019","-63.870954","45.034086","POINT (-63.870954000000005 45.034086)"
"Schoolhouse Gluten Free Gourmet Ltd.","Agri-food","Export Growth Program","2185","Mahone Bay","Lunenburg","B0J2E0","2018 - 2019","-64.307402","44.308292","POINT (-64.307402 44.308292)"
"Spritely Technologies Inc","ICT (includes Digital Media)","Export Growth Program","7900","Halifax","Halifax Regional Municipality","B3S1E5","2018 - 2019","-63.665971","44.662523","POINT (-63.66597099999999 44.662523)"
"Green Power Labs Inc","Energy","Export Growth Program","15000","Dartmouth","Halifax Regional Municipality","B2Y4M9","2018 - 2019","-63.542698","44.660305","POINT (-63.542698 44.660305)"
