"producer","contact_name","street_address","city","province","postal_code","phone","fax","email","website","hours","brands"
"Fancy Lebanese Bakery","Mary Laba, President","2595 Agricola Street","Halifax",,"B3K 5M8","(902) 429-0400",,"fancylebanese@eastlink.ca",,,"Fancy Lebanese Bakery"
"Farmer John's Herbs","John Lohr, Stephen McCulley, Elaine Godin","44 North Medford Road","Canning","Nova Scotia","B0P 1H0","(902) 582-3252","(902) 582-7733","jellycupboard@ns.sympatico.ca","http://www.farmerjohnsherbs.com",,"Farmer Johns Herbs"
"Farmers Co-operative Dairy Limited","Alfred Jennings","745 Hammonds Plains Road","Bedford",,"B4B 1A8","(800) 590-6455","(902) 835-1583",,"http://www.farmersdairy.ca",,"Farmers, Farmers Twist & Go"
"Fiore Botanica Natural Skin Care®","Kathleen Quinlan and Phaedra Charlton-Huskins","255 Lincoln","Lunenburg","Nova Scotia","B0J 2C0","(844) 805-5444",,"sales@fiorebotanica.com","http://www.fiorebotanica.com","Fall Wednesday-Sunday 10-6 End of November to Christmas - everyday 10-6 Winter Wednesday - Sunday 12-6",
"FireHouse Ironworks Ltd.","Grant Haverstock","109 Main Street","Whycocomagh","Nova Scotia","B0E 3M0","1 (902) 756-4766",,"info@firehouseironworks.com","http://firehouseironworks.com","Monday to Friday, 9am - 4:30pm",
"Fireside Kitchen","Cindy Kingwell","3430 Prescott Street","Halifax",,"B3K 4Y4","1 (902) 454-7389","1 (902) 453-0275","ckingwell@eastlink.ca","http://www.prescottgroup.ca",,"Fireside Kitchen"
"Fisherman's Market International Inc.","MORGAN THORNHILL","607 Bedford Highway","Halifax",,"B3M 2L6","(902) 443-3474","(902) 446-3016","MORGAN@FMII.COM","http://www.fishermansmarket.com","9-6 M-S 11-6 SUNDAY",
"Flameworks Elixirs","Sue Belford or Ken Jones","35 Newcastle Street","Dartmouth","Nova Scotia","B2Y3M6","(902) 441-0676",,"flameworksbbq@gmail.com","http://www.flameworkselixirs.com","Halifax Brewery Market 8am to 1 pm Saturdays. Check retail hours for Pete's Halifax, Pete's Bedford, Chater Meat Market, 2 Boyz Smokehouse and Deli, Hooked Halifax and Nine Locks Brewery.",
"Folly Mountain Christmas Trees & Blueberries","Diane Robinson","10784 Hwy 2","Masstown",,"B0M 1G0","(902) 662-3003",,,,"Varies - 10:00 unitl sold out each day in Seasons",
"Foote Family Farm","George or Trina Foote","1972 Woodville Road","Woodville",,"B0P 1G0","1 (902) 678-4371","1 (902) 678-1375",,"http://www.footefamilyfarm.com","For all U-picks please call ahead for hours and season of operation.","Foote Family Farm"
"Foote's Farm Market","Kimberley or Brad Foote","1744 Highway 359","Centreville","Nova Scotia","B0P 1J0","1 (902) 678-5253",,"shop@footesfarmmarket.com","http://www.footesfarmmarket.com","Monday to Sunday 9am - 8pm",
"Forest Hill Farm",,"1008 Chebogue Rd.","Yarmouth",,"B5A 4A6","1 (902) 742-9895",,"foresthillfarm@eastlink.ca",,,
"Forest Hills Wild Blueberries","George Johnson","497 station Road","Great Village","Nova Scotia","B0M 1L0","(902) 897-3750",,,"http://www.foresthillswildblueberries",,
"Forever Green Farm and Gardens","Terrance Boyle","RR#1 Afton","Antigonish Co.","Nova Scotia","B0H 1A0","1 (902) 863-7845","1 (902) 232-3317","info@boylesforevergreenorganic.com",,"Available through Sea Spray Atlantic, Antigonish Farmers Market and on-farm store.",
"Forsyth's Farm Market",,"3759 Hwy 1","Berwick","Nova Scotia","B0P 1E0","(902) 538-9321",,,,"Open 9AM - 8PM seven days a week Open May to November",
"Fortress Rum",,"Guysborough","80 Main Street","Nova Scotia","B0H 1N0","(902) 533-2078",,"info@fortressrum.com","http://www.fortressrum.com/",,
"Four Seasons Farm","Owen Roberts and Sina Wagner","RR # 1 Maitland","Maitland","Nova Scotia","B0N 1T0","(902) 261-2345","(902) 261-2345","info@fourseasonsfarm.ca","http://www.fourseasonsfarm.ca","Regular deliveries to restaurants and hotels.   Farm is certified organic, established in 1992.  Washed, fresh salad mix is main product.  Available at Halifax Farmers Market and Planet Organic (Hfx).",
"Fox Hill Cheese House","Rick Rand","1678 Church Street","Port Williams","Nova Scotia","B0P 1T0","1 (902) 542-3599",,"foxhillfarm@ns.sympatico.ca","http://www.foxhillcheesehouse.com","On farm retail store in Port Williams: Open Year Round! Monday to Saturday 10 am - 6 pm, Sunday 1 - 6 pm  Halifax Seaport Farmers' Market Location (1209 Marginal Road) Monday: Closed Tuesday: 8 am - 5 pm Wednesday: 8 am - 5 pm Thursday: 8 am - 5 pm Friday: 8 am - 6 pm Saturday: 7 am - 4 pm Sunday: 8 am - 5 pm  Wolfville Farmers' Market Saturday Year Round: 8:30 am - 1 pm Wednesday (June - Dec): 4 - 7 pm  New in 2011 - Pasteurized, non-homogenized milk in glass one litre bottles available at Port Williams retail location and Seaport Farmers Market!  Check website for details on other locations where their products are available.","Fox Hill Cheese"
"Fox Hollow Dairy Ltd.","John Fox, General Manager, Ken Fox","RR # 3 Middle Musquodoboit","Middle Musquodoboit","Nova Scotia","B0N 1X0","1 (902) 384-2275",,,,,"Greta"
"Fralen Farms",,"769 Northfield Road","Upper Kennetcook",,"B0N 2L0","(902) 369-2586",,,,"Farm gate sales, open 6 days a week. Freezer orders of naturally raised pork (no antibiotics, no animal by products in feed). Call ahead. Also sells natural feed",
"Free Spirit Farm","Rodney Spencer and Susan Danko","8915 Hwy 311","Tatamagouche","Nova Scotia","B0K 1V0","1 (902) 897-5817",,"info@freespiritfarm.ca","http://www.freespiritfarm.ca",,
"Front Porch Farm","Peter LeBlanc",,"Margaree Forks","Nova Scotia",,,,"petermleblanc@gmail.com","http://www.frontporchfarm.ca/",,
"Fuller Brothers",,"224 Bluff Road","Avonport","Nova Scotia","B0P 1B0","1 (902) 542-1825",,,,"Pre-picked honeycrisp apples in season.",
"Full Steam Coffee Company","Susan Sangster","67 Main St","Guysborough","Nova Scotia","B0H 1N0","(902) 533-2078",,"info@fullsteamcoffee.com","http://www.fullsteamcoffee.com",,"Full Steam Coffee"
"Fundy Dulse","Wanda VanTassel","679 Gullivers Cove","Digby",,"B0V 1A0","(902) 245-4388",,"wanda@fundydulse.ca","http://www.fundydulse.com","Products available in Sobeys stores, Petes Frootique (Bedford and Dartmouth), Foodland,  Price choppers, convience stores, and numerous Farm markets.  Products also available as mail orders.   Also, we invite you to explore the beautiful scenic Fundy beaches and cliff-side trails, be amazed by the towering rock formations above you and humbled by the tides beneath. Check out www.fundyadventures.com for more info.",
"Funky Farmgate Farmers Market","Louise Parker","485 Hwy 2","Enfield","Nova Scotia","B2T 1M4","(902) 488-3937",,"funkyfarmgatemanager@gmail.com",,"9am to 1pm From second Saturday in June to last Saturday in October.",
"Galloping Cows Fine Food","Joanne Schimdt","59 Justin Road","Port Hood",,"B0E 2W0","1 (902) 787-3484","1 (902) 787-2370","info@gallopingcows.com","http://www.gallopingcows.com",,"Galloping Cows"
"Gamborganic Farms",,"1354 Fed Rd.","Bear River East","Nova Scotia","B0S 1B0","1 (902) 467-3358","1 (902) 467-0298","gamborg@eastlink.ca",,,
"Garrison Brewing Co.","Brian Titus, Todd Hoffman","1149 Marginal Road","Halifax",,"B3H 4P7","(902) 453-5343","(902) 453-4672","beer@garrisonbrewing.com","http://www.garrisonbrewing.com",,"Garrison"
"Gaspereau Valley Fibres","Brenda Gilmore, David sogorka","830 Gaspereau River Road","Wolfvile","Nova Scotia","B4P 2N5","(902) 542-2656",,"brenda@gaspereauvalleyfibres.ca","http://www.gaspereauvalleyfibres.ca","Open year round,  Tuesday 10am – 9pm Wednesday – Friday 10am – 5pm  Sat and Sun 11am – 4pm  We have sheep skins, yarn and fibre from Cotswold sheep. We also have two free knitting circles on Tuesday evenings from 6pm - 9pm and Thursday afternoon from 1pm - 5pm.",
"Gaspereau Vineyards","Hans Christian Jost","2239 White Rock Road","Gaspereau",,"B4P 2R1","(902) 542-1455","(902) 542-1455","info@gaspereauwine.com","http://www.gaspereauwine.com","Open mid-May till mid-December from 9am-6pm.",
"Gates U-Pick",,"1263 Starr's Point Road","Port Williams","Nova Scotia","B0P 1T0","(902) 542-9340",,"mlgates@eastlink.ca","http://www.gatesupick.com","Over 20 varieties of apples grown ensuring there is a ripe apple from early September to late October. Including MacIntosh, Cortlands, Red Delicious, and spys. All you can eat apples while picking!   We specialize in educational school tours. Free wagon rides offering an educational experience to get into the orchard and learn about apple growign. Group tours welcome.   Please call to make an appointment. Open September and October.",
"Getaway Farm","Chris de Waal","617 Gospel Road","Canning","Nova Scotia","B0P 1H0","1 (902) 582-7721",,"info@getawayfarm.ca","http://www.getawayfarm.ca","Available from our farm, and the Halifax Seaport Farmers' Markets 3 days a week - Sat, Sun and Wed.",
"Getaway Farm Butcher Shop",,"1209 Marginal Road","Halifax","Nova Scotia","B3H 4P8","(902) 266-6328",,,,,
"Getaway Farm (Hydrostone)",,"5544 Kaye St","Halifax","Nova Scotia","B3K 1Y5","1 (902) 266-6328",,"INFO@HIGHLANDDRIVE.CA","http://highlanddrive.ca/","MONDAY CLOSED Tuesday to Friday 10am - 6pm Saturday 9am - 6pm Sunday 11am - 5pm",
"G.G. Smeltzer and Son",,"39 Robinson Road, PO Box 325","Shubenacadie",,"B0N 2H0","(902) 758-2117",,,,,
"Glad Gardens","Daina Budde","5108 Highway 1","Waterville","Nova Scotia","B0P 1V0","(902) 538-8688",,"grow@gladgardens.ca","http://www.gladgardens.ca","Open May until end of October  Doors open 9 am, 7 days a week",
"Glass Whale Glassware","Ken MacDonald","63 Hummingbird Lane","Hammonds Plains","Nova Scotia","B3Z1N7","1 (902) 401-1897",,"info@glasswhale.com","http://www.glasswhale.com",,
"Glenhill Farm Ltd.","Sid Taylor","2146 Lochaber Road","Antigonish County","Nova Scotia","B2G 2L3","1 (902) 783-2787",,"staylor@stfx.ca",,"Also pre-picked fruit, roadside stand, fresh fruit desserts and home made jams.  For all U-picks please call ahead for hours and season of operation.",
"Glenora Distillery",,"13727 Route 19","Glenville",,"B0E 1X0","(902) 787-3484",,"info@glenora1.ca","http://www.glenoradistillery.com",,
"Glenryan Farms","Kimberly Tilsley","484 Coady Road, RR # 1 Margaree Harbour","Margaree Harbour","Nova Scotia","B0E 2B0","(902) 248-2572",,"glenryan.farm@gmail.com",,"Available direct from the farm, and at the Cape Breton Farmers Market",
"GLYNNEVAN Whisky","John Stapleton","80 Main Street","Guysborough","Nova Scotia","B0H 1N0","1 (902) 533-2078",,"info@glynnevan.com","http://glynnevan.com",,
"GoodLeaf Farms","Office Manager","90 Research Drive","Bible Hill","Nova Scotia","B6L 2R2","(902) 843-5160",,"wdelaney@goodleaffarms.com","http://www.GoodLeafFarms.com","Monday to Friday, 8AM - 4PM.","Market Garden"
"Goodness To Go Energy","Jessica Sollows, Owner","50 Aquatic Dr","Yarmouth","Nova Scotia","B5A5G1","(902) 815-6465",,"info@goodnesstogoenergy.com","http://www.goodnesstogoenergy.ca","0800-2100","Goodness to Go Energy"
"Good Thyme Farm","Rebecca Jones","22 Cold Spring Head Rd","Amherst Shore","Nova Scotia","B0L 1E0","(902) 297-1687",,"goodthymefarm@gmail.com","http://www.goodthymefarm.ca","Farm stand hours 12:00pm - 6:00pm June - end of September",
"Grand Pre Wines Ltd.","Amy Savoury","11611 Hwy #1","Grand Pre",,"B0P 1M0","(902) 542-1753","(902) 542-0060","mail@grandprewines.ns.ca","http://www.grandprewines.com",,"Domaine de Grand Pre, Stutz Hard Apple Cider"
"Grass Roots Farm","Bob Bottenbrite and Jane Smith","1502 South Rawdon Rd. Hwy 202","South Rawdon, Mt. Uniacke",,"B0N 1Z0","1 (902) 866-2273",,"lietash@lietash.com","http://www.grassrootsfarm.com","Farm is open anytime, just call ahead of time.  We also make deliveries regularly to Lower Sackville and Cole Harbour Place.",
"Graves ValuFoods",,"49 Queen Street","Bridgetown","Nova Scotia","B0S 1C0","1 (902) 665-4777",,,,,
"Green Dragon Organic Farm and B&B","Gerlinde Pilgrimm and Stephan Hederich","3082 Balmoral Rd","Tatamagouche","Nova Scotia","B0K 1V0","1 (902) 657-0081",,"greendragon@seasidehighspeed.com",,"Products available at the farm gate, Tatamagouche Farmers Market, or delivery available to Halifax, Truro and Pictou  Our entire farm is Certified biodynamic by Demeter Canada",
"Greens of Haligonia",,"6390 Cork St","Halifax","Nova Scotia","B3L 1Z2","1 (902) 403-3530",,"hello@greensofhali.ca","http://www.greensofhali.ca",,
"Greenwood Mall Farmers Market","Jennifer Chrisopherson","Greenwood Mall, 963 Central Avenue","Kingston",,"B0P 1R0","1 (902) 890-0890",,"greenwoodmallfarmersmarket@hotmail.com",,"Thursdays 12 - 4 pm Year-round  Summer market located outdoors near Home Hardware entrance",
"Gudi's Bavarian Sausage Station & Express","Gudi Loeffler","P.O. Box 306","Debert","Nova Scotia","B0M 1G0","1 (902) 662-2744",,"loeffler@ns.sympatico.ca","http://www.trurofarmersmarket.org/vendors/gudis-bavarian-sausage-station...","Truro Farmers' Market (Old Fire Hall, corner of Young and Prince Street) from April to December. At the Meat Shop in Debert by appointment.  Offering a Variety of 7 different Kinds of Fresh German Sausages, ranging from mild-spicy, incl. Breakfast, Bratwurst,Donair Sausages, Italian and more; Containing only quality lean meat and no Fillers nor Preservatives!  Home cooked Deli Style Sauerkraut & Sauerkraut Salad are also available.","Gudi's Bavarian Sausages"
"Guneden Place Ltd","Nahman Korem","2 Crown Lane","Baddeck","Nova Scotia","B0E 1B0",,,"info@guneden.com","http://www.guneden.com",,
"Guysborough Community Market Co-operative",,"Jost Building, Guysborough Waterfront, 72 Main Street Extension","Guysborough","Nova Scotia","B0H 1N0","(902) 800-0300",,,,"Saturdays, 9 am - 12 noon, July - Aug",
"Guysborough County Inshore Fisherman's Association",,"990 Union StreetPO Box 98","Canso",,"B0H 1H0","(902) 366-2266",,"gcifa@gcifa.ns.ca","http://www.gcifa.ns.ca","The trap - caught shrimp is available at several Halifax Locations including: Fishermen's Market, Pete's Frootoque, and Home Grown Organic Foods",
"Halifax Brewery Market","Alison Lynes","1496 Lower Water Street","Halifax","Nova Scotia","B3J 1R9","1 (902) 329-3276",,"hello@halifaxbrewerymarket.com","http://www.halifaxbrewerymarket.com","OPEN YEAR ROUND Wholesale Hour Saturdays 7am - 8am Farmers Market Saturdays 8am - 1pm",
"Halifax Forum Farmers' Market","John Sipos","2901 Windsor St","Halifax","Nova Scotia","B3K 5E5","(902) 830-2027",,,,"Every Saturday from 8:00am to 1:00 pm",
"Halifax Seaport Farmers' Market","Customer Service","1209 Marginal Road","Halifax","Nova Scotia","B3H 4P8","1 (902) 492-4043 x101",,"welcome@halifaxfarmersmarket.com","http://halifaxfarmersmarket.com/","Monday-Friday 10:00 a.m. - 5:00 p.m., Saturday 7:00 a.m. - 3:00 p.m. and Sunday 9:00 a.m. - 3:00 p.m.",
"Halifax Seed",,"5860 Kane Street","Halifax","Nova Scotia",,,,,,,
"Halliday's U-pick",,"4613 Granville Rd.","Granville",,"B0S 1K0","1 (902) 532-5379",,,,"Available in August and September. Pesticide free. Also pre-picked blueberries by pint, flat or larger quantities.  For all U-picks please call ahead for hours and season of operation.",
"Hampton Farms","Arthur Brown","8742 Highway 2","Southampton","Nova Scotia","B0M 1W0","1 (902) 877-9457",,"arthurbrown101@gmail.com",,"11 a.m. to 6 p.m. Friday, Saturday, Sunday, Monday from April 1 to September 30.",
"Hanks Farm Market",,"581 King Grove Rd","Bras d'Or",,"B1Y 2E8","1 (902) 674-2646","1 (902) 674-2895","conradniesten@gardener.com",,,
"HardyWares Preserves",,"RR#1","NecumTeuch","Nova Scotia","B0J2K0","1 (902) 347-2675",,"info@hardywares.com","http://www.hardywares.com",,
"Harmeny Woolen Mill","Ruth Mathewson","989 Upper Brookside Road","Central North River","Nova Scotia","B6L 6W6","(902) 897-7708",,"ruth@woolies.ca",,"By appointment or by chance.  We are a working sheep farm so please call/text/email before visiting. Thank you kindly.",
"Harry Morse's U-Pick",,"4127 Brooklyn Street","Somerset",,"B0P 1E0","(902) 538-9389",,,,"U-pick strawberries. Pre-picked berries also available (July). Canteloupe and peppers in season (August).  For all U-picks please call ahead for hours and season of operation.",
"Harvest Wines & Spirits",,"268 Baker Drive","Dartmouth","Nova Scotia","B2W 6L4",,,,,,
"haskapa Haskap Berry Products",,"605-607 Main St","Mahone Bay","Nova Scotia","B0J 2E0","1 (902) 624-8039",,"info@haskapa.com","http://www.haskapa.com","Summer: 7 days: 10-5 Mon-Sat 12-5 Sunday Winter: Nov-Dec 7 Days 10-5 Mon-Sat 12-5 Sunday / Jan-May Fri-Sat 10-5",
"Haveracres Farm",,"318 St. Joseph's Road","Antigonish","Nova Scotia","B2G 2K8","1 (902) 863-5763",,"jason.nicole@ns.sympatico.ca",,"For all U-picks please call ahead for hours and season of operation.",
"Hawthorn Hill Farm","Marilyn and Paul Cameron","409 Arnold Road","Grafton","Nova Scotia","B0P 1V0","(902) 538-1141",,"maricam@eastlink.ca",,"Anytime",
"Heart and Soil CSA Farm","Laura VanHattem-Contant","271 Burgess Mountain Road","Woodville",,"B0P 1G0","1 (902) 679-1496",,"laura@heartandsoil.ca","http://www.heartandsoil.ca","Community Shared Agriculture (CSA) program - weekly produce box for shareholders. Season from June to October. Drop-off locations in Cambridge, Kentville and Wolfville.",
"Hedgerow Flower Company","Eileen Rapsey","Annapolis Royal Market, St George St, Annapolis Royal, NS B0S 1A0","New Tusket","Nova Scotia","B0S 1A0","(902) 817-6765",,"eileen@hedgerowflowercompany.com","https://www.hedgerowflowercompany.com/","Open by appointment.  For all enquiries contact us by phone, email or through social media.",
"Hennigar's Farm Market","Heather Hennigar","10272 Hwy 1","Wolfville","Nova Scotia","B4P 2R2","1 (902) 542-3503","1 (902) 542-7915","heather@hennigars.com","http://www.hennigars.com","We are open from April to late December.  Farmers golf on our farm. U-Pick flowers.  For all U-Picks, please call ahead for hours and season of operation.",
"Hidden Meadow Farm",,"6708 Brookland Street","Lakeville","Nova Scotia","B4N 3V7","1 (902) 670-5365",,"stacycory@hotmail.com",,"Open 9-5 seven days a week  We raise Heritage and rare livestock, Berkshire pigs , Highland cattle, Cotswold sheep, Heritage chicken and turkey as well as heirloom vegetables.  We are also members of:  Rare Breeds Canada, ACORN (ATLANTIC CANADIAN ORGANIC REGIONAL NETWORK) &  COG (CANADIAN ORGANIC GROWERS)",
"Hidden Mountain Maple Farms","Matthew Harrison","1889 Lynn Road","Southampton","Nova Scotia","B0M 1W0","(902) 694-2787",,"Hiddenmtnmaple@gmail.com",,"Generally daily from 9am to 5pm during maple season. Please call ahead to ensure we are around",
"High Ridge Vineyards","Kevin Hudson","98 Shore Rd.","Lower Debert","NS","B0M 1G0","(902) 890-1537",,"khudson121@gmail.com",,,
"Highview Farm",,"1155 Grand Pre RoadRR 3","Wolfville","Nova Scotia","B4P 2R3","1 (902) 542-0214",,"hivu@msn.com","http://www.highviewhighlands.com/","Call to confirm  Product also available at the Halifax and Wolfville Farmers Market",
"Hilltop Designs","Andy Sherman","512 Victoria Rd","Aylesford","Nova Scotia","B0P1C0","1 (902) 680-6722",,"hilltopdesigns512@gmail.com","https://www.etsy.com/ca/shop/HilltopDesignsCanada?ref=seller-platform-mcnav","Always open",
"Hilly Acres Farm Ltd.","Theodore Eyking","289 Millville Hwy","Cape Breton",,"B1Y 2E3","1 (902) 674-2825","1 (902) 674-2858",,,,"Farmer John, Eyking Delite"
"Holdanca Farms Ltd.","John Duynisveld","12628 Hwy 6","Wallace","Nova Scotia","B0K 1Y0","1 (902) 257-1871",,"j.duynisveld@ns.sympatico.ca",,,
"Holmestead Cheese Sales Inc.","Susan Tziolas, Nick Tziolas","2439 Harmony Road","Aylesford","Nova Scotia","B0P 1C0","(902) 847-9034","(902) 847-1797","sales@holmesteadcheesesales.com","http://www.holmesteadcheesesales.com/",,"Holmestead Cheese"
"Honey Wind Farm","Jerry Draheim","7501 Route 321, RR # 2","Port Howe",,"B0K 1K0","1 (902) 447-2948",,,,,"Honey Wind Farm"
"Hope Seeds",,"324 St. George Street","Annapolis Royal","Nova Scotia","B0S 1A0","1 (902) 286-4673",,"hopeseed@eastlink.ca","http://www.hopeseed.com/","Call for seasonal hours.",
"Horse & Garden Farm","Charlotte Harper","1563 Wentworth Road, RR#1","Windsor","Nova Scotia","B0N 2T0","(902) 472-2498",,"horseandgardenfm@eastlink.ca","http://www.horseandgardenfarm.com","Community Shared Agriculture (CSA) program - weekly produce box for shareholders. Weekly share runs from mid-June to October. Deliveries to Halifax and local community.",
"Horyl's Superior Sausage Co. Ltd.","Frank Horyl","5247 Union HwyP.O. Box 128","New Waterford",,"B1H 4K4","1 (902) 862-7177","1 (902) 862-3168",,,"Mon - Sat 9AM - 5PM",
"Howard Dill Enterprises",,"400 College Road","Windsor",,"B0N 2T0","1 (902) 798-2728","1 (902) 798-0842",,"http://www.howarddill.com",,
"Hubbards Farmers Market","Ashley Marlin","Hubbards Barn and Community Park, # 57 Hwy 3","Hubbards",,"B0J 1T0","1 (902) 277-1697",,"market@hubbardsbarn.org","http://www.hubbardsbarn.org","Saturdays 8 am - 12 noon May to October    The Hubbards Farmers' Market is located in a beautiful old Barn in the middle of 6 acres of peaceful woodlands and fields.  Enjoy strolling along the woodland paths, visit with friends or make new ones on the south side patio. Have coffee and treats and watch the kids playing in the big sandbox or have a game of horseshoes.   Our vendors are from all points west and south of Halifax and Halifax too!  Their high quality wares include organic vegetables and herbs, berries, jams, jellies and pickles, beef, lamb, chicken and eggs, wine, fresh and smoked fish, cheese, yogurt and gelato, wonderfully aromatic breads, spice mixes, cookies, cakes, pies, organic cupcakes and amazing pizza, crepes, sausages and other treats for an impromptu picnic.  Coffee figures large for morning rituals, and lattes, espresso and capuccino are also on offer.  Flowers for a friend or just for you, perennials, herbs, dog treats, willow trellises and tables, baskets, quilts, bags, leather shoes and sandals, beautiful local photos, jewelry from beads and glass to silver and gold, soaps, hand-crafted furniture and inspired art cards.   Watch our revolving table for knitting, cranberries, and more.",
"Hubert and Belle's","Patti Durkee","3212 Highway 1","Port Maitlland","Nova Scotia","B5A5T3","1 (902) 746-3384",,"hubertandbelle@eastlink.ca","http://www.hubertandbelle.com","Open by chance or appointment during fall and winter. 10-5 Monday- Saturday during the summer",
"Hutten Family Farm","Ted and Debra Hutten","161 Thorpe Road","Lakeville, NS","Nova Scotia","B4N 3V7",,,"ted@hutten.org",,"Community Shared Agriculture (CSA) program - where consumers purchase shares (either 12, 26 or 52 weeks) and receive a weekly box of seasonal produce. Delivery to drop-offs in Halifax, Kentville and Wolfville. See Hutten Family Farm website for details.  CSA is full subscribed (as of Mar 2012) but some shares may be available in the summer.   Farm also sells at Historic Halifax Farmers Market.",
"I.M.O. Foods Ltd.",,"26 Water St.","Yarmouth",,"B5A 4B2","1 (902) 742-3519","1 (902) 742-0908","imofoods@ns.sympatico.ca","http://www.imofoods.com",,
"Indian Creek Farm","Adam Hankinson","4323 Highway 1","Weymouth","Nova Scotia","B0W 3T0","(902) 837-7265",,"ahankinson@hotmail.com",,,
"Indian Garden Farm Market",,"15401 Hwy 3","Hebbville","Nova Scotia","B4V 6X7","(902) 543-9899",,"indian.garden.farms@gmail.com",,"Open daily from 9 am to 6 pm in season. Fruit and vegetables sold in farm market are all grown on their farm. Annuals and Perennials available in Beulah's Bloomers Greenhouse.  To reach Beulah’s Bloomers Greenhouses and Indian Garden Farm Market, please  call (902)543 9899  For U-pick times and other inquiries please call (902) 543 1979.  Wagon rides and farm tours in late September.",
"Indian Point Marine Farms Ltd","Peter Darnell","82 Indian Point Road","Indian Point","Nova Scotia","B0J 2E0","1 (902) 521-1218",,"indianpointpeter@gmail.com",,,
"Inglis Farm",,"2611 Hwy 201","Tupperville","Nova Scotia","B0S 1C0","(902) 665-2427",,,,"For all U-picks please call ahead for hours and season of operation.",
"Inkwell Modern Handmade Boutique & Letterpress Studio",,"2011 Brunswick Street","Halifax","Nova Scotia","B3J 2G8","1 (902) 405-8309",,"hello@inkwellboutique.ca","http://inkwellboutique.ca",,
"In The Raw","Lenna","4888 #7 Hwy","Porters Lake","Nova Scotia","B3E 1J5","1 (902) 403-0303",,"intheraw@eastlink.ca","http://intherawsproutingcenter.com","Tues - 9-5 Wed - 11-5 Thurs - 11-5 Fri - 9-5 Sat - 11-3 Sun & Mon - Closed",
"Inverness Village Market","Claire Pothier","Inverness Cottage Workshop Building, 46 Lower Railway Street","Inverness",,"B0E 1N0","(902) 258-2832",,"inverness.cw@ns.sympatico.ca","http://farmersmarketsnovascotia.ca/find-a-market/inverness/","Saturdays 10 am - 2 pm June to October  Our local vocational agency for adults who have intellectual disabilities hosts an average of 10 vendors per week with a product range from baked goods, crafts, art, and produce. We boast a comfortable atmosphere and invite patrons to enjoy a complimentary cup of tea & an oatcake and possibly stay for soup & biscuit lunch.",
"Ironwood Farm","Rupert Jannasch/Heather Johnson","5184 Hwy 215 RR 1 Newport","Summerville","Nova Scotia","B0N 2A0","1 (902) 633-2358",,"rupertjannasch@hotmail.com","http://www.ironwoodfarm.wordpress.com","Sales through CSA and through retail. CSA operates from May - November with deliveries into Halifax.  Our certified organic vegetables can be found at retail locations including Sobey's,Planet Organic, Pete's Frootique and Local Source Catering. &#8194;&#8194;&#8194;&#8194;&#8194;",
"Ironworks Distillery","Lynne MacKay","2 Kempt St","Lunenburg","Nova Scotia","B0J 2C0","(902) 640-2424",,"crafted@ironworksdistillery.com","http://ironworksdistillery.com/","Visit website for store hours.","Ironworks"
"Janet A Tanner Visual Artist","Janet A Tanner","88 Front Centre Rd.","Lunenburg","Nova Scotia","B0J 2C0","1 (902) 634-9193",,"mijatyco@hotmail.com",,"Visit by appointment only.","The Port Grocer, Port Medway."
"Johnson's Stonehenge Farm","Dawn Chiasson","2399 Harmony Road","Aylesford","Nova Scotia","B0P 1C0","1 (902) 844-1451",,"dsj@chiassons.com",,"Unique apple ""Adopt-A-Tree"" program! $50 per tree for select varieties. We provide an ""Adoption"" certificate and sign under the tree. Makes a unique gift! Contact us for more information.  Also have raspberry upick - call ahead for times and field conditions.",
"Jordan Farms","Bob Jordan","399 Warwick Mountain Road, New Annan","Tatamagouche","Nova Scotia","B0K 1V0","(902) 657-2097",,"objordano@seasidehighspeed.com","http://www.jordanfarms.ca","end of June/July U-pick is open daily or phone orders for local delivey only, order and pickup your berries at the farm.  Weather permitting, berries are also sold at road side stand on Main Street  at the church parking lot.",
"Jost Vineyards Limited","Hans Christian Jost,","48 Vintage Lane","Malagash",,"B0K 1E0","1 (902) 257-2636","1 (902) 257-2248","info@jostwine.com","http://www.jostwine.com",,"Jost Vineyards, Jost Winery"
"Just Us! Coffee Roasters Co-op","sales@justuscoffee.com","11865 Hwy 1, RR#3 Wolfville","Wolfville","Nova Scotia","B4P 2R3","(902) 542-7474","(902) 542-4436","info@justuscoffee.com","http://www.justuscoffee.com",,"Just Us!"
"J.W. Mason and Son's Ltd.",,"836 Windsor Back Rd.","Windsor","Nova Scotia","B0N 2T0","(902) 798-3689","(902) 798-3933","roy.haley@jwmason.ns.ca","http://www.masonapples.com",,"Mason"
"KD Hunter Maple Products","Keagan Coolen","256 Rodney Road","Leamington","Nova Scotia","B0M 1X0","1 (902) 397-1008",,"drew@kdhuntermaple.ca","http://www.kdhuntermaple.ca",,
"Kennie's Strawberry Farm",,"1164 Upper Church Street","Kentville",,"B4N 3V7","1 (902) 679-1032",,"droberts@xcountry.tv","http://www.kenniesfarm.com/index.php","Our Retail truck can be found at 8896 Commercial Street, New Minas during Strawberry season, Monday to Sunday from 9:00 am to 5:00 pm",
"Kenny's Farm Market",,"121 Main Street","Wolfville","Nova Scotia","B4P 2L7","(902) 542-5598",,,,,
