"year","grade_level","assessment","program","board","sex","adaptation","exemption","eligible","reading_score","reading_level","writing_ideas","writing_organization","writing_language_use","writing_conventions"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","440.53","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","496.85","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","565.04","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","509.39","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","534.3","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","444.87","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","565.07","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","514.05","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","444.68","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","521.86","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","531.55","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","543.04","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","516.33","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M","Yes",,"Yes","525.95","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","357.52","Level 2","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","588.94","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","611.16","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","380.5","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","534.74","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","630.41","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","577.86","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","637.97","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","679.12","Level 4","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","518.54","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","482.07","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","360.61","Level 2","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","364.6","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","550.68","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","343.88","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","526.75","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","400.02","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","524.6","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","509.28","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","354.6","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M","Yes",,"Yes","442.52","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","562.2","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","438.33","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","408.73","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","489.22","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","598.42","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","F","Yes",,"Yes","456.07","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","479.35","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","496.35","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","384.16","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","TCRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","319.84","Level 1","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","439.03","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","M",,,"Yes","364.61","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","480.52","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","494.63","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M","Yes",,"Yes","429.52","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","451.47","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","522.23","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","605.34","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","440.83","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","368.4","Level 2","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","F","Yes",,"Yes","474","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","511.44","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","620.92","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","411.94","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","351.27","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","660.1","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","381.95","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","393.66","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","716.05","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M","Yes",,"Yes","558.43","Level 3","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","510.79","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","493.38","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","291.94","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","532.4","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SRCE","M",,,"Yes","582.35","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M","Yes",,"Yes","362.18","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","TCRCE","F","Yes",,"Yes","504.66","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","585","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","378.28","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","590.65","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","440.72","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M","Yes",,"Yes","401.29","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","600.08","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","376.96","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","490.49","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","498.98","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","428.12","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","538.46","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","568.12","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","M",,,"Yes","452.69","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","532.4","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","473.92","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","465.92","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","352.76","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","385.84","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","F","Yes",,"Yes","301.12","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","553.16","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","AVRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","551.69","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","398.22","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","513.72","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","505.59","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","626.5","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","374.19","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","447.24","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","F","Yes",,"Yes","446.84","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","304.89","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","503.3","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","586.09","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","467.73","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","435.89","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","593.33","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","573.01","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","F","Yes",,"Yes","510.77","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","554.33","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","493.73","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","353.54","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","594.03","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","557.73","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","587.8","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","463.39","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","TCRCE","M",,,"Yes","518.61","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","TCRCE","M",,,"Yes","461.45","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","349.19","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","427.94","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","502.02","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","631.35","Level 4","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","524.13","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","536.58","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","510.99","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","454.36","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","549.47","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","503.5","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","433.95","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","454.9","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","346.91","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","534.66","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","574.36","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","518.38","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","592.37","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","563.83","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","F","Yes",,"Yes","471.56","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","530.18","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","327.54","Level 1","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","519.97","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","460.59","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","TCRCE","M","Yes",,"Yes","457.35","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","539.08","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","485.19","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","572.35","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","M",,,"Yes","404.97","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","465.72","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","F",,,"Yes","441.58","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","TCRCE","M",,,"Yes","566.87","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","380.63","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","F",,,"Yes","572.43","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","428.02","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","644.23","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","404.1","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","594.74","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","597.85","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M","Yes",,"Yes","502.37","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","446.64","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","415.99","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","409.54","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","F","Yes",,"Yes","423.13","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","568.48","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","484.09","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","453.74","Level 3","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","430.24","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","446.69","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","535.54","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","TCRCE","M",,,"Yes","397.89","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","589.16","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","M","Yes",,"Yes","350.8","Level 2","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","515.37","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","520.6","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F","Yes",,"Yes","481.81","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","452.74","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","TCRCE","M",,,"Yes","407.23","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","578.83","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","555.17","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","M",,,"Yes","581.22","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","M",,,"Yes","491.96","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","407.55","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","583.04","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","M",,,"Yes","384.97","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SRCE","F","Yes",,"Yes","430","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","M",,,"Yes","547.07","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","M",,,"Yes","533.71","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","331","Level 1","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","448.43","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","406.67","Level 2","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","356.86","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","352.95","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","M","Yes",,"Yes","542.91","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CSAP","M","Yes",,"Yes","418.15","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","346.35","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","F",,,"Yes","442.62","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","565.99","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","F","Yes",,"Yes","379.6","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","499.15","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","648.48","Level 4","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","605.86","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","433.17","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","512.03","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","519.88","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","575.84","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","TCRCE","F","Yes",,"Yes","428.91","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","F","Yes",,"Yes","585.06","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","489.93","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","357.13","Level 2","Level 2","Level 2","Level 2","Level 2"
