"name","employer","client_name","status"
"Kinsella, Warren ","Daisy Consulting Group","Greg Monforton and Partners","Inactive"
"Kumpunen, Stephanie ","Canadian Cancer Society-Nova Scotia Division",,"Inactive"
"Kyle, Ken ","Canadian Cancer Society-Nova Scotia Division",,"Inactive"
"Laforet, John ","Broadview Strategy Group Inc. ","Gulf Shore Preservation Association","Inactive"
"Lague, David A","Canadian Family & Children's Advocates",,"Inactive"
"Lajoie, Lise ","Abbott Laboratories, Limited",,"Inactive"
"Lallemand, Guy ","Pfizer Canada Inc.",,"Inactive"
"Lane, Carolyn ","Real Property Association of Canada (REALpac)",,"Inactive"
"Langley, Nick J","The Arthritis Society",,"Inactive"
"Larkin, Raymond F","Pink Larkin","Dalhousie Faculty Association","Inactive"
"Laura, Mably ","AstraZeneca Canada Inc.",,"Inactive"
"Laver, Kenneth G","Lavinco Enterprises Limited","Safran ( Villaroche Conseil SA )","Inactive"
"Laver, Ross ","Canadian Council of Chief Executives",,"Inactive"
"Lawrie, McGill ","CAFII",,"Inactive"
"LeBlanc, Rick ","Civil Constables Association of Nova Scotia",,"Inactive"
"LeBrun Ruff, Anne L","ALR","FPInnovations","Inactive"
"Leclerc, Roger ","MEDEC",,"Inactive"
"LeMonds, Michael J","Lafarge North America",,"Inactive"
"L'Esperance, Ronald E.","CFN Consultants (Atlantic)","Fairmount Developments Inc.","Inactive"
"L'Esperance, Ronald E.","CFN Consultants (Atlantic) Inc.","CleanEarth Technologies","Inactive"
"Levine, Lois K","Life Sciences Development Association",,"Inactive"
"Levo, Aaron ","Canadian Cancer Society-Nova Scotia Division",,"Inactive"
"Lewis, Sean P","NATIONAL Public Relations","Pieridae Energy","Inactive"
"Linley, Richard ","Canadian Beverage Association",,"Inactive"
"Lisa, Marsden ","AstraZeneca Canada Inc.",,"Inactive"
"Liz, White ","Animal Alliance of Canada-Environment Voters",,"Inactive"
"Locklin, Jason J","Aventis Pasteur Limited",,"Inactive"
"Louis, Raphael ","FAAVM Canada",,"Inactive"
"Luke, Rosamond H","AWEDA(All Women's Empowerment & Dev. Assoc.)",,"Inactive"
"MacAdam, Kevin ",,"BDL Environmental Technologies, LLC","Inactive"
"MacCulloch, Carol ","Construction Association of Nova Scotia",,"Inactive"
"MacCulloch, Carol M","Construction Association of Nova Scotia",,"Inactive"
"MacDonald, Colin P.","Borden Ladner Gervais LLP","AltaGas Ltd.","Inactive"
"MacDonald, Finlay M",,"SAP Canada","Inactive"
"MacDonald, Finlay M",,"Santa Fe Resources LLC","Inactive"
"MacDonald, Finlay M",,"Provincial Energy Ventures Limited, LLC (PEV)","Inactive"
"MacDonald, Finlay M",,"The Halifax Film Company Limited","Inactive"
"MacDonald, Finlay M",,"North American Acquisitions","Inactive"
"MacGregor, Dave A",,"Labatt Breweries Canada","Inactive"
"Machum, D. Geoffrey ","Stewart McKelvey","Canadian Convenience Store Association","Inactive"
"MacInnes, Christopher D","Sampson MacDougall","Showbizz Promotions Ltd","Inactive"
"MacIntosh, QC, Charles W.","Bastionhost Ltd.",,"Inactive"
"MacIntyre, Michael ","Canadian Manufacturers & Exporters",,"Inactive"
"MacKenzie, David H","Northern Pulp Nova Scotia Corporation",,"Inactive"
"MacLachlan, Robin ","Summa Strategies Canada Inc","Provincial Energy Ventures LLC","Inactive"
"MacLean, Adele C.","MT&L Public Relations","Boehringer Ingelheim (Canada) Ltd.","Inactive"
"MacLean, Adele C.","MT&L Public Relations","Canadian Breast Cancer Foundation - Atlantic","Inactive"
"MacLean, Claire ","Heart and Stroke Foundation of Canada",,"Inactive"
"MacLellan, Allison M",,"Irving Oil Ltd.","Inactive"
"MacLellan, Allison M",,"Bilcon of Nova Scotia ","Inactive"
"MacLellan, Allison M",,"Moosehead","Inactive"
"Macleod, Greig ","Construction Management Bureau",,"Inactive"
"MacMillan, Janet E","MT&L Public Affairs ","Insurance Bureau of Canada ","Inactive"
"MacNeil, Jamie ","M5 Public Affairs","Esai Canada","Inactive"
"MacNeil, Jamie D","Cape Consulting Group","Open Ocean Systems","Inactive"
"MacNeil, Jamie D","Cape Consulting Group","Efficiency Nova Scotia","Inactive"
"MacNeil, Jamie D","Cape Consulting Group","IBEW Local 1928","Inactive"
"MacNeil, Jamie D","M5 Public Affairs","Sykes","Inactive"
"MacNeil, Jamie D","M5 Public Affairs","Nova Scotia Nurses Union","Inactive"
"MacNeil, Marli ","NS Biotechnology and Life Sciences Industry Assn.",,"Inactive"
"MacNeil, Paula ","Shoppers Drug Mart","Shoppers Drug Mart Inc.","Inactive"
"MacNeill, Mark C",,"Inverness South Fishermen's Association","Inactive"
"Mailman, Daniel L","Nova Scotia Harness Racing Industry Association","Nova Scotia Harness Racing Industry Association","Inactive"
"Maloney, Sharon E","Retail Council of Canada",,"Inactive"
"Marsden, Lisa ","AstraZeneca Canada Inc.",,"Inactive"
"Martel, Caroline ",,"Nicoventures Limited","Inactive"
"Martial, Luc R","Spike Marks Inc. / Casa Cubana",,"Inactive"
"Matt, Lisa In","Canadian Diabetes Association",,"Inactive"
"Mavromichalis, Carl ","Service Employees International Union",,"Inactive"
"McCallum, Meg ","Canadian Cancer Society-Nova Scotia Division",,"Inactive"
"McCarron, Gerald L","Pfizer Canada Inc.",,"Inactive"
"McCauley, Mark ","McCain Foods (canada)",,"Inactive"
"McCreath, Peter L.","PMC Communications Inc.","Canadian National Railways","Inactive"
"McEachern, Paul ","Offshore/Onshore Technologies Association of NS",,"Inactive"
"McLean, Michelle ","Canadian Cancer Society-Nova Scotia Division",,"Inactive"
"McLean, Sarah E",,"Fourth State Energy","Inactive"
"McMullin, Krista D","Coalition for a Smoke-Free Nova Scotia",,"Inactive"
"McNeil, Martin ","AstraZeneca Canada Inc.",,"Inactive"
"McNeil, Martin G","AstraZeneca Canada Inc",,"Inactive"
"Meade, Ken ","Emera Incorporated",,"Inactive"
"Megyery, Kathy ","sanofi-aventis Canada Inc.",,"Inactive"
"Meilleur, Paris ","Alliance of Nova Scotia Student Associations",,"Inactive"
"Mercer, Andrew ","Canadian Cancer Society-Nova Scotia Division",,"Inactive"
"Minnikin, Paula M","Bastionhost Ltd.",,"Inactive"
"Mitchelmore, Lorraine ","Shell Canada Ltd.",,"Inactive"
"Mitchener, James R",,"Labatt Breweries of Canada","Inactive"
"Mont, William (Bill) ","Bastionhost Ltd.",,"Inactive"
"Moody, Robert P","Aqsarniit Management Consulting Inc.","Dalhousie University","Inactive"
"Morley, Sean ","Fasken Martineau DuMoulin LLP","Parlay Entertainment Inc.","Inactive"
"Morrison, Dale F.","McCain Foods Limited",,"Inactive"
"Morrison, Ken J","Retail Council of Canada",,"Inactive"
"Munnoch, Bridget M","Hoffmann-La Roche Limited",,"Inactive"
"Murray, Kevin ","MEDEC",,"Inactive"
"Neville, Matthew ","Bastionhost Ltd.",,"Inactive"
"Nighbor, Derek ","Retail Council of Canada",,"Inactive"
"Noble, Leslie ","StrategyCorp Inc.","Siskind, Cromerty, Ivey and Dowler LLP","Inactive"
"Nurse, David H","David Hunt Nurse Law Inc.","CanAm Physician Recruiting Inc. ","Inactive"
"Oscar, Zimmerman ","CAFII",,"Inactive"
"Page, Denise ","Canadian Cancer Society-Nova Scotia Division",,"Inactive"
"Parks, Guy R","Campaign Research","Shelternet","Inactive"
"Patterson, Pam ","Bastionhost Ltd.",,"Inactive"
"Payn, Valerie A","Metropolitan Halifax Chamber of Commerce",,"Inactive"
"Penney, Dr. Brian K","Bastionhost Ltd.",,"Inactive"
"Perry, Ned ","MT&L Public Relations","Northern Pulp","Inactive"
"Pirie, Carman C","Colour","Skills Centre for Health Sciences","Inactive"
"Pottie, Lisa ","Canadian Cancer Society-Nova Scotia Division",,"Inactive"
"Powers, Tim A","Summa Strategies Canada Inc","Unisys Canada Inc.","Inactive"
"Preiss, Katherine ","Global Public Affairs","Enform","Inactive"
"Rancourt, Carol ","Servier Canada inc",,"Inactive"
"Rankin, Stephen J","Maritimes & Northeast Pipeline",,"Inactive"
"Reed, Jennifer ","MasterCard Canada, Inc.",,"Inactive"
"Reese, Richard A","Terra Firma Development Corporation",,"Inactive"
"Regan, David ","Bastionhost Ltd.",,"Inactive"
"Reid, Jake ","Canadian Diabetes Association",,"Inactive"
"Reid, Sarah ","Canadian Council of Chief Executives",,"Inactive"
"Richardson, Mark ","Retail Council of Canada",,"Inactive"
"Robert, Batherson K","Colour Creative Persuasion Incorporated","Weetabix of Canada Limited","Inactive"
"Roberts, Scott W","Canadian National Railway Company",,"Inactive"
"Robertson, Cynthia J","Parkridge Properties Inc","Technical Standards and Safety Authority","Inactive"
"Ross, Margaret A","Gowling Lafleur Henderson LLP","Canadian Medical Protective Association","Inactive"
"Ross, Margaret A","Gowlings","Canadian Medical Protective Association","Inactive"
"Rubin, Nancy G","Stewart McKelvey","The Industrial Group","Inactive"
"Rudderham, Michael ","Rian Comas Group Inc.","Protocase Inc.","Inactive"
"Rupp, Andy ","Bastionhost Ltd.",,"Inactive"
"Rutledge, Blair J","Eil Lilly Canada",,"Inactive"
"Ryter, Alanna ","Heart and Stroke Foundation of Canada",,"Inactive"
"Samuel, Andrew R","Schering Canada Inc",,"Inactive"
"Schumann, Steven H","Temple Scott Associates Inc.","MasterCard Canada Inc.","Inactive"
"Scotti, Susan ","Canadian Council of Chief Executives",,"Inactive"
"Selleck, Michael (Mike) ","Encana Corporation",,"Inactive"
"Seney, Ron ","Civil Constables Association of Nova Scotia",,"Inactive"
"Shelton, Elaine ","Heart and Stroke Foundation of Canada",,"Inactive"
"Shipp, Larry S","Hoffmann-La Roche Limited",,"Inactive"
"Siegwart, Andrew ","Retail Council of Canada",,"Inactive"
"Simon, Paula L","Colour","Department of Psychiatry, Dalhousie University","Inactive"
"Simon, Paula L","Colour","10 Nephrologists at the QEII","Inactive"
"Simon, Paula L","Colour","10 Nephrologists at the QE II","Inactive"
"Simon, Paula L","Colour","Motorola Canada","Inactive"
"Simon, Paula L","Simon Chisholm Consulting","Canadian International Capital Inc.","Inactive"
"Simpson, Hugh A","Construction Management Bureau",,"Inactive"
"Smith, Lois ","Emera Incorporated",,"Inactive"
"Smith, Murray ","Civil Constables Association of Nova Scotia",,"Inactive"
"Snook, Allan J.","Aventis Pharma",,"Inactive"
"Snook, Allan J.","sanofi aventis Canada Inc.",,"Inactive"
"Stanton, Kevin ","MasterCard Canada, Inc.",,"Inactive"
"Steffan, Randy R","Purdue Pharma",,"Inactive"
"Stewart, William H","Port Hawkesbury Paper LP",,"Inactive"
"Stewart-Patterson, David ","Canadian Council of Chief Executives",,"Inactive"
"Stirling, Roger C.","Seafood Producers Association of Nova Scotia",,"Inactive"
"Stitz, Klaus ","MEDEC",,"Inactive"
"Strelioff, Susan J","VON Canada",,"Inactive"
"Summers, Maureen ","Canadian Cancer Society-Nova Scotia Division",,"Inactive"
"Susan, Tilley-Russell ","The Arthritis Society",,"Inactive"
"Sutherland, George H","MICHELIN NORTH AMERICA (CANADA) INC.",,"Inactive"
"Swinamer, Timothy W","International Brotherhood of Electrical Workers ",,"Inactive"
"Taylor, Norman ","Animal Alliance of Canada-Environment Voters",,"Inactive"
"Thurlow, Scott ","Temple Scott Associates Inc.","BDL Environmental Technologies, LLC","Inactive"
"Toner, Patricia ","Global Public Affairs","JHT Holdings Inc.","Inactive"
"Torontali, Ilona ","HOFFMANN-LA ROCHE LIMITED",,"Inactive"
"Tracy, McMichael ","Corporate Communications Limited","Affiliated Computer Services ","Inactive"
"Trider, Janet E.","Seafood Producers Association of Nova Scotia",,"Inactive"
"Valente, David A","Valente & Associates","Valente & Associates - Consultants","Inactive"
"vanLingen, Cari R","Coalition for a Smoke-Free Nova Scotia",,"Inactive"
"Vinette, Paulette ","Retail Council of Canada",,"Inactive"
"Von Wuthenau, Martin ","Rothmans, Benson & Hedges",,"Inactive"
"Walker, Joelle ","Canadian Cancer Society-Nova Scotia Division",,"Inactive"
"Walker, Q.C., Graham D",,"Massage Therapists' Association of Nova Scotia","Inactive"
"Wallace, Ross ","AstraZeneca Canada Inc.",,"Inactive"
"Wark, Ed ","Colour Creative Persuasion Inc","Abbott Laboratories Ltd.","Inactive"
"Wark, Ed ","Colour","Cherubini Group of Companies","Inactive"
"Wark, Ed ","Colour","QEII Health Sciences Centre Foundation","Inactive"
"Wark, Ed ","Colour Creative Persuasion Inc","Farmers Cooperative Dairy Ltd.","Inactive"
"Wark, Ed ","Colour Creative Persuasion Inc","Atlantic Veterinary College","Inactive"
"Wark, Ed ","Colour Creative Persuasion Inc","Canadian Payday Loan Association","Inactive"
"Wark, Ed ","Ed Wark","Projex","Inactive"
"Wark, Ed J","Colour","Pfizer Canada Inc","Inactive"
"Wark, Ed J","Colour","Enterprise Holdings Inc","Inactive"
"Wark, Ed J","Colour","Great Northern Timber","Inactive"
"Watts, Regan ","Lafarge Canada Inc. (Eastern Canada)",,"Inactive"
"West, Kim S","MT&L Public Relations Ltd.","Labatt Breweries Canada of Canada","Inactive"
"Wigdor, Ted ","SAMCI","Becton Dickinson on behalf of the Alliance for Sha","Inactive"
"Williams, Kim ","Frontier College",,"Inactive"
"Williams, Lindsay ","The Canadian Bankers' Association",,"Inactive"
"Wilson, Christopher G","Civica Inc.","Co-operative Housing Federation of Canada","Inactive"
"Winchester, Tim P","Colour","Lawyers Insurance Association of Nova Scotia","Inactive"
"Woodward, Stephanie ","Association of Canadian Pension Management",,"Inactive"
"Woolford, Peter ","Retail Council of Canada",,"Inactive"
"Wright, Hugh ","McInnes Cooper","TrentonWorks Ltd.","Inactive"
"Wright, Hugh H.","McInnes Cooper","University of King's College","Inactive"
"Yetman, Bill ","Retail Council of Canada",,"Inactive"
"Zed, Paul ","Summa Strategies Canada Inc","Unisys Canada Inc.","Inactive"
"Aissa, Fakher ","Lundbeck Canada Inc.",,"Terminated"
"Allen, Kate T","Canadian Federation on Independent Business",,"Terminated"
"Atwell, Dana ","Emera Incorporated",,"Terminated"
"Ayotte, Jennifer ","Heart and Stroke Foundation of Nova Scotia",,"Terminated"
"Baiton, Lisa A","Environics Communications Inc.","ADP Canada","Terminated"
"Batherson, Rob ","CCL","Siskind, Cromerty, Ivey and Dowler LLP","Terminated"
"Batherson, Rob ","Colour Creative Persuasion Inc.","Bay Ferries Limited","Terminated"
"Batherson, Robert ",,"Medtronic of Canada Ltd.","Terminated"
"Batherson, Robert K","Colour Creative Persuasion Inc.","SOBEYS PHARMACY GROUP","Terminated"
"Baxter, Jessica L","Nova Scotia Power Inc.",,"Terminated"
"Bedard, Jean Paul ","Canadian Blood Services",,"Terminated"
"Bennett, Rob ","Nova Scotia Power Incorporated",,"Terminated"
"Black, Doug ","123294 Alberta Ltd.","Energy Policy Institute of Canada","Terminated"
"Blouin, Christian ","Merck Canada Inc.",,"Terminated"
"Blouin, Christian ","SCHERING-PLOUGH CANADA INC.",,"Terminated"
"Blumenthal, Adam ","Northern Pulp Nova Scotia Corporation(Board member",,"Terminated"
"Blunden, Greg ","Emera Incorporated",,"Terminated"
"Boag, Peter ","Canadian Petroleum Products Institute",,"Terminated"
"Boisvert, Alain ","Merck Frosst Canada Ltee/Merck Frosst Canada Ltd",,"Terminated"
"Bourbeau, Olivier ","Rothmans Benson & Hedges Inc.",,"Terminated"
"Boyle, Megan ","Global Public Affairs","Leo Pharma","Terminated"
"Brandvold, Rod ","Canadian Blood Services",,"Terminated"
"Breen, Don ","Northern Pulp Nova Scotia Corporation",,"Terminated"
"Brock, Daniel ","Fasken Martineau DuMoulin LLP","Parlay Entertainment Inc.","Terminated"
"Buckler, Sandra ","GPC Canada Inc.","Can. Assoc. of Community Financial Service Provide","Terminated"
"Burgess, Tracy ","Heart and Stroke Foundation of Nova Scotia",,"Terminated"
"Burke, Kimberly ","Coalition Against Medical Malpractice Nova Scotia",,"Terminated"
"Burnett, Bryan ","Information Services Corporation",,"Terminated"
"Casselman, Caroline J","Canadian Tire Corporation, Limited",,"Terminated"
"Chase, Stephen ","Canadian Blood Services",,"Terminated"
"Chiasson, Maurice P","Stewart McKelvey","NOVA FORGE CORP.","Terminated"
"Chipman, James L","Stewart McKelvey","Bowater Mersey Paper Company Limited","Terminated"
"Chisholm, Carolyn ","Global Public Affairs","Kinder Morgan","Terminated"
"Chisholm, Carolyn ","Global Public Affairs","Kinder Morgan Energy Partners L.P.","Terminated"
"Chisholm, Robert L","Colour","Cherubini Group of Companies","Terminated"
"Chisholm, Robert L","Colour","J.D. Irving, Ltd","Terminated"
"Chisholm, Robert L","Simon Chisholm Consulting Inc","The Bragg Group","Terminated"
"Chisholm, Robert L","Simon Chisholm Consulting Inc","Municipal Association of Police Personnel","Terminated"
"Chisholm, Robert L","Simon Chisholm Consulting Inc.","Canadian International Capital Incorporated","Terminated"
"Chisholm, Robert L","Simon Chisholm Consulting Inc.","DH Management Incorporated","Terminated"
"Choquet, Christian ","Canadian Blood Services",,"Terminated"
"Chown, David A","David Chown Consulting","Sanofi-Synthelabo Canada Inc.","Terminated"
"Chown, David A","David Chown Consulting","Thera Sense Canada","Terminated"
"Chown, David A","David Shown Consulting","Canadian Cosmetic, Toiletry & Fragrance Assoc.","Terminated"
"Chuddy, Barry ","Emera Energy Incorporated",,"Terminated"
"Ciavaglia, Jennifer ","Canadian Blood Services",,"Terminated"
"Clark, Richard A","Canadian Federation of Independent Business",,"Terminated"
"Coady, Moses ","Coady & Associates","Groupe Savoie Inc.","Terminated"
"Coady, Moses ","Coady & Associates","Marwood Limited","Terminated"
"Coady, Moses ","Coady & Associates","E & R Langille Contracting Limited","Terminated"
"Coady, Moses ","Coady & Associates","3 -D Auto Sales Limited","Terminated"
"Conrad, Vicki P.","Fourth Generation Capital Corporation Limited","Fourth Generation Capital Corporation Limited","Terminated"
"Cooper, George T.",,"Canadian Medical Imaging Limited","Terminated"
"Cooper, George TH","McInnes Cooper","Bowater Mersey Paper Company Limited","Terminated"
"Cooper, George TH","McInnes Cooper","NewPage Port Hawkesbury Corp.","Terminated"
"Costello, Thelma E","Costello Fitt Consulting","Life Sciences Development Association","Terminated"
"Cox, Kirk B","Granite Strategies ","Vida Cannabis (Canada) Ltd.","Terminated"
"Cox, Kirk B","Granite Strategies ","McKesson Canada","Terminated"
"Cox, Kirk B","Granite Strategies ","Information Services Corporation ","Terminated"
"Crawley, Wayne ","Emera Incorporated",,"Terminated"
"de Villers, Sophie ","Canadian Blood Services",,"Terminated"
"DeMarco, Amelia ","Canadian Federation of Independent Business",,"Terminated"
"Devine, Dana ","Canadian Blood Services",,"Terminated"
"Dimmock, Kyle J","Coalition Against Medical Malpractice Nova Scotia",,"Terminated"
"Doig, Peter ","Nova Scotia Power Incorporated",,"Terminated"
"Donoahue-Walker, Tama ","Merck Canada Inc.",,"Terminated"
"Doucet, Fred ","FDCI Inc.","PlanetSpace Inc.","Terminated"
"Doucet, Mark ","FDCI Inc.","PlanetSpace Inc.","Terminated"
"Droesbeck, Catherine ","Heart and Stroke Foundation of Nova Scotia",,"Terminated"
"Duggan, Mark G","Bell Aliant",,"Terminated"
"Dwyer, Peter ","William Alexander & Associates Ltd.","Assurant Soutions","Terminated"
"Dwyer, Peter ","William Alexander & Associates Ltd.","The College of Physicians and Surgeons of Nova Sco","Terminated"
"Dwyer, Peter ","William Alexander & Associates Ltd.","College of Registered Nurses of Nova Scotia ","Terminated"
"Dwyer, Peter ","William Alexander & Associates Ltd.","Provincial Dental Board of Nova Scotia","Terminated"
"Dwyer, Peter ","William Alexander & Associates Ltd.","Nova Scotia College of Pharmacists ","Terminated"
"Dwyer, Peter ","William Alexander & Associates Ltd.","Massage Therapy Association of NS","Terminated"
"Dwyer, Peter ","William Alexander & Associates Ltd.","Contact the College of Licensed Practical Nurses o","Terminated"
"Dwyer, Peter C","Public and Industrial Relations Limited","Nova Scotia Physiotherapy Association","Terminated"
"English, Jennifer ","Canadian Federation of Independent Business",,"Terminated"
"English, Jennifer ","Canadian Federation on Independent Business",,"Terminated"
"Ferguson, Sara R","Coalition Against Medical Malpractice Nova Scotia",,"Terminated"
"Fife, Richard W","MERCK FROSST CANADA LTEE/MERCK FROSST CANADA LTD.",,"Terminated"
"Fore, Allen ","Kinder Morgan Energy Partners",,"Terminated"
"Franchuk, Sydney F","Canadian Payday Loan Association",,"Terminated"
"Gagne, Danielle ","Merck Canada Inc.",,"Terminated"
"Gagne, Danielle ","SCHERING-PLOUGH CANADA INC.",,"Terminated"
"Gale, Watson ","Canadian Blood Services",,"Terminated"
"Gilbert, Dominique ","Lundbeck Canada Inc.",,"Terminated"
"Gorsky, Diane ","Diane Gorsky Management Consulting","Canada's Research-Based Pharmaceutical Companies","Terminated"
"Gosse, Wayne ","Northern Pulp Nova Scotia Corporation",,"Terminated"
"Grant, Don ","Nova Scotia Power Inc.",,"Terminated"
"Grant, Gregor ","Canadian Imperial Bank of Commerce - Insurance",,"Terminated"
"Hachey, Leanne ","Canadian Federation of Independent Business",,"Terminated"
"Hachey, Leanne H.","Canadian Federation of Independent Business",,"Terminated"
"Harper, Ronald F.","Canadian Petroleum Products Institute",,"Terminated"
"Howard, Michael M","Aliant Inc.",,"Terminated"
"Howard, Michael M","Bell Aliant Regional Communications",,"Terminated"
"Irving, Sasha ","Emera Incorporated",,"Terminated"
"James, Christine M",,"Retail Council of Canada","Terminated"
"Janega, Rick ","Nova Scotia Power Inc.",,"Terminated"
"Jefferson, Glen E",,"N. S. Harness Racing Industry Association","Terminated"
"Kindundu, Christian ","Lundbeck Canada Inc.",,"Terminated"
"Kinney, Sean ","Merck Canada Inc.",,"Terminated"
"Kirby, Sean ","Prospectus Associates","Pharmacy Association of Nova Scotia","Terminated"
"Kirby, Sean ","Prospectus Associates","Wal-Mart Canada","Terminated"
"Kirby, Sean ","Prospectus Associates","Scotts Canada","Terminated"
"Kirby, Sean ","Prospectus Associates","wal-mart","Terminated"
"Kirby, Sean ","Prospectus Associates","Canadian Beverage Association","Terminated"
"Kirby, Sean ","Prospectus Associates","Scotts Canada","Terminated"
"Kirby, Sean ","Prospectus Associates","WCG International","Terminated"
"Kirby, Sean ","prospectus assocaites","Hoffmann-La Roche Limited","Terminated"
"Kirby, Sean ","prospectus assocaites","Hoffmann-La Roche Limited","Terminated"
"Kopperson, David ","EnCana Corporation",,"Terminated"
"Lacey , Kevin ","Corporate Communications Limited ","Canadian Manufacturers and Exporters ","Terminated"
"Lacey , Kevin ","Corporate Communications Limited ","Anadarko Canada","Terminated"
"Lacey, Kevin W","Corporate Communications Limited","Affiliated Computer Services Inc. ","Terminated"
"Lafontaine, Manon ","Merck Canada Inc.",,"Terminated"
"Lambert, Dominique ","Lundbeck Canada Inc.",,"Terminated"
"LeBlanc, Jeff ","Temple Scott Associates Inc.","Salesforce.com","Terminated"
"Lydon, Chris P",,"Pharmasave Atlantic","Terminated"
"Lydon, Chris P",,"Medtronic of Canada Ltd.","Terminated"
"Lydon, Chris P","Colour","Enterprise Holdings Inc.","Terminated"
"Lydon, Chris P","Colour","Pfizer Canada Inc.","Terminated"
"MacDOUGALL, David S.","McInnes Cooper","Bowater Mersey Paper Company Limited","Terminated"
"MacDOUGALL, David S.","McInnes Cooper","NewPage Port Hawkesbury Corp.","Terminated"
"MacDuff, James ","McInnes Cooper","NewPage Port Hawkesbury Corp.","Terminated"
"MacDuff, James ","McInnes Cooper","Bowater Mersey Paper Company Limited","Terminated"
"MacDuff, James ","McInnes Cooper","Bowater Mersey Paper Company Limited","Terminated"
"Macerollo, Tony ","Canadian Petroleum Products Institute",,"Terminated"
"Machum, D. Geoffrey ","STEWART MCKELVEY","KILLAM PROPERTIES INC.","Terminated"
"MacInnes, Christopher D","KCM STRATEGY GROUP INC.","SODEPAR ","Terminated"
"MacInnes, Christopher D.","Group M5","ADT","Terminated"
"MacInnes, Christopher D.","Group M5","Louisbourg Seafoods Limited","Terminated"
"MacInnes, Christopher D.","Group M5","Merck","Terminated"
"MacInnes, Christopher D.","Group M5","Teranet Inc.","Terminated"
"MacInnes, Christopher D.","Group M5","E.C. Petroleum Inc.","Terminated"
"MacInnes, Christopher D.","Group M5","MacTech Distance Education","Terminated"
"MacInnes, Christopher D.","Group M5","Open Ocean Systems Inc. ","Terminated"
"MacInnes, Christopher D.","Group M5","Atlantic Convenience Store Association","Terminated"
"MacInnes, Christopher D.","Group M5","Lafarge Canada Inc.","Terminated"
"MacInnes, Christopher D.","Group M5","Takeda Canada Inc.","Terminated"
"MacInnes, Christopher D.","KCM Strategy Group Inc.","Fraser Milner Casgrain, LLP","Terminated"
"MacInnes, Christopher D.","KCM Strategy Group Inc.","Novartis Pharmaceuticals Inc.","Terminated"
"MacInnes, Christopher D.","KCM Strategy Group Inc.","Fraser Milner Casgrain, LLP ","Terminated"
"MacIsaac, Menna ","Heart and Stroke Foundation of Nova Scotia",,"Terminated"
"MacIsaac, Merle J","Nova Scotia Power Inc.",,"Terminated"
"MacKay, Robert A","RAMentor","Federal Gypsum Company ULC","Terminated"
"MacKay, Robert A","RAMentor","SAP Canada Inc.","Terminated"
"MacLean, Claire ","Heart and Stroke Foundation of Nova Scotia",,"Terminated"
"MacLeod, Christina D","Heart and Stroke Foundation of Nova Scotia",,"Terminated"
"MacMillan, Janet ","MT&L Public Relations Ltd.","Shear Wind Inc.","Terminated"
"MacMillan, Janet ","NATIONAL Public Relations","Carbon Capture and Storage Nova Scotia","Terminated"
"MacNeil, Jamie ","Nova Scotia Power Incorporated",,"Terminated"
"MacNeil, Jamie D","m5 Public Affairs","Teranet Inc.","Terminated"
"MacNeil, Laureen ","MERCK FROSST CANADA LTEE / MERCK FROSST CANADA LTD",,"Terminated"
"MacNeil, Pierre ","Merck Frosst Canada Ltee/Merck Frosst Canada Ltd",,"Terminated"
"MacNeil, Pierre ","Merck Frosst Schering Pharma G.P.",,"Terminated"
"Malawski, Jeffrey ","Merck Canada Inc.",,"Terminated"
"Mann, David ","Emera Incorporated",,"Terminated"
"Mantey, Fredrick D.","Western Frontier International Group Inc.","Elbit Systems Limited","Terminated"
"Massetti, Patricia ","Merck Canada Inc.",,"Terminated"
"Massetti, Patricia ","SCHERING-PLOUGH CANADA INC.",,"Terminated"
"McAdam, Robin ","Nova Scotia Power Incorporated",,"Terminated"
"McArthur, William F","Dynamic Brands","AstraZeneca Canada Inc","Terminated"
"McAvoy, Allen ","Heart and Stroke Foundation of Nova Scotia",,"Terminated"
"McCarron, Alice ","Colour","ALTON NATURAL GAS STORAGE L.P. ","Terminated"
"McCarron, Alice ","Colour","AltaGas Ltd.","Terminated"
"McCreath, Peter L.","PMC Communications Inc.","Atlantic Publishers Marketing Association","Terminated"
"McDonald, Bruce ","Merck Canada Inc.",,"Terminated"
"McGill, Lawrie ","Canadian Imperial Bank of Commerce - Insurance",,"Terminated"
"McGurran, Sean ","Fasken Martineau DuMoulin LLP","Community Life Insurance Workers and Educators","Terminated"
"McIntyre, Lindy ","Canadian Blood Services",,"Terminated"
"McLarty, Michael ","Northern Pulp Nova Scotia Corporation",,"Terminated"
"McOnie, Kenneth ","Emera Incorporated",,"Terminated"
"Meek, Jim D.","Public Affairs Atlantic Inc.","Liquefied Natural Gas Limited","Terminated"
"Meek, Jim D.","Public Affairs Atlantic Inc.","Seaside Wireless Communications Inc.","Terminated"
"Miller, Bernard F.","McInnes Cooper","Northern Pulp Nova Scotia Corporation","Terminated"
"Montreuil, Carol ","Canadian Petroleum Products Institute",,"Terminated"
"Moors, Don ","Temple Scott Associates Inc.","TransUnion of Canada Inc.","Terminated"
"Moors, Don ","Temple Scott Associates Inc.","MasterCard Canada, Inc.","Terminated"
"Moors, Don ","Temple Scott Associates Inc.","Amex Bank of Canada","Terminated"
"Morel, Gilles ","Canadian Petroleum Products Institute",,"Terminated"
"Mumford, Ian ","Canadian Blood Services",,"Terminated"
