"the_geom","well_id","well_name","company","spud_date","rig_releas","total_dept","total_de_1","total_de_2","northing_1","easting__1","latitude","longitude","geographic","nts","status_des","objectid"
"POINT (-64.05868632702276 45.65937626059749)","P-102","Shallow Springhill REI-B1-2","Resources Enterprises Inc. (REI)","21/09/1994","29/09/1994","183.0 m (600 ft.)","600","183","5056748","417522","45 39'33.483""N","64 03'33.544""W","Northeast of Springhill; Cumberland County","21H/09D","Plugged and Abandoned","94"
"POINT (-64.35078520431799 45.55369296366686)","P-103","Newville Lake REI-B3-3","Resources Enterprises Inc. (REI)","28/10/1994","21/11/1994","828.0 m (2,716 ft.)","2716","828","5045349","394568","45 33'13.009""N","64 21'5.061""W","Newville Lake; Cumberland County","21H/09B","Plugged and Abandoned","95"
"POINT (-64.0942835076218 45.638437665078804)","P-104","Springhill/Athol REI-B1-4","Resources Enterprises Inc. (REI)","05/10/1994","12/12/1994","1,220.0 m (4,002 ft.)","4002","1220","5054459","414717","45 38'18.4""N","64 05'39.407""W","Athol Road;  Springhill; Cumberland County","21H/09D","Plugged and Abandoned","96"
"POINT (-62.66302610927073 45.576529658607)","P-105","Lourdes REI-SB-P1","Resources Enterprises Inc. (REI)","01/09/1995","11/10/1995","1,050.0 m (3,445.1 ft.)","3445","1050","5047054","526291","45 35'33.6""N","64 9'49.2""W","Stellarton; Pictou County","11E/10A","Suspended","97"
"POINT (-62.664206077388414 45.569944384625906)","P-106","Heather REI-SB-P2","Resources Enterprises Inc. (REI)","14/08/1996","07/09/1996","1,200.0 m (3,937.2 ft.)","3937","1200","5046322","526202","45 35'7.9""N","64 9'53.4""W","Stellarton; Pictou County","11E/10A","Suspended","98"
"POINT (-62.66355895846993 45.579591574269244)","P-107","Highland Mall REI-SB-P3","Resources Enterprises Inc. (REI)","11/09/1996","29/09/1996","1,400.0 m (4,593.4 ft.)","4593","1400","5047394","526248","45 35'42.6""N","64 9'51.1""W","Stellarton; Pictou County","11E/10A","Suspended","99"
"POINT (-63.27145229828234 45.19205074121567)","P-108","Alton 99-1","Hunt Oil Company","22/07/1999","22/08/1999","1,282.0 m (4,206.2 ft.)","4206","1282","5004321","478677","45 11'31.1""N","63 16'19.61""W","Alton","11E/03C","Plugged and Abandoned","100"
"POINT (-64.11877492562942 45.015373698975914)","P-109","Avondale #1","Northstar Energy","15/12/1999","18/12/1999","298.0 m (977.7 ft.)","977","298","4985267","411847","45 00'55.08""N","64 07'09.84""W","Avondale; Hants County","21H/01A","Plugged and Abandoned","101"
"POINT (-64.124364605591 45.029271728600385)","P-110","Avondale #2","Northstar Energy","19/01/2000","22/01/2000","210.0 m (689.1 ft.)","689","210","4986817","411428","45 01'45.12""N","64 07'30.0""W","Avondale; Hants County","21H/01A","Plugged and Abandoned","102"
"POINT (-63.79039078647089 45.18967433992004)","P-111","Coolbrook","Northstar Energy","19/02/2001","14/04/2001","1,349.0 m (4,426.1 ft.)","4426","1349","5004325","437911","45 11'22.56""N","63 47'27.72""W","Hants County","11E/04C","Plugged and Abandoned","103"
"POINT (-63.59766419856381 45.27281377028925)","P-112","Creelman","Northstar Energy","22/04/2001","16/06/2001","1,407.0 m (4,616.4 ft.)","4616","1407","5013431","453119","45 16'21.85""N","63 35'53.93""W","Hants County","11E/05A","Plugged and Abandoned","104"
"POINT (-63.2382769184012 45.155497049522836)","P-113","EOG Cloverdale #1","EOG Resources","07/10/2001","26/10/2001","923.0 m (3,028.4 ft.)","3028","923","5000252","481271","45 09'19.5""N","63 14'20.200""W","Cloverdale; Hants County","11E/03D","Plugged and Abandoned","105"
"POINT (-62.61592557025792 45.57431977765172)","P-115","ECA 400-2","EnCana Corporation","05/11/2002","18/11/2002","912.0 m (2,992.0 ft.)","2992","912","5046825","529967","45 34'27.3""N","62 36'59.8""W","Stellarton; Pictou County","11E/10A","Suspended","106"
"POINT (-61.97283281837013 45.57330861997183)","P-116","UPCI Beech Hill #1","Vintage Petroleum","21/07/2003","13/08/2003","1044.5 m (3,535.0 ft.)","3535","1044.5","5047154","580145","45 34'23.9""N","61 58'22.167""W","Antigonish County","11F/13D","Plugged and Abandoned","107"
"POINT (-64.04256493348319 45.08253756246009)","P-117","Cogmagun #1","Oiltec Resources Ltd.","18/09/2003","26/09/2003","495.74 m (1,626.3 ft.)","1626","495.74","4992648","417948","45 4'56.9""""N","64 02'35.5"" W","Hants County","21H/01A","Plugged and Abandoned","108"
"POINT (-63.4690917932303 45.04912852618491)","P-119","Barney's Brook #1","EOG Resources Inc.","21/09/2005","31/10/2005","749.0 m (2,457.1 ft.)","2457","749","4988515","463060","45 02'56.8""N","63 28'08.694""W","Hardwoodlands; Hants County","11E/03B","Plugged and Abandoned","109"
"POINT (-63.51384218440475 45.04061823284386)","P-120","Hardwoodlands #1","EOG Resources Inc.","03/11/2005","15/11/2005","835.0 m (2,739.2 ft.)","2739","835","4987591","459530","45 02'26.2""N","63 30'49.801""W","Hardwoodlands; Hants County","11E/04A","Plugged and Abandoned","110"
"POINT (-63.459242747070554 45.02279307678003)","P-121","Milford Station #1","EOG Resources Inc.","02/12/2005","16/12/2005","870.0 m (2, 854.0 ft.)","2854","870","4985585","463819","45 01'22.0""N","63 27'33.271""W","Hardwoodlands; Hants County","11E/03B","Plugged and Abandoned","111"
"POINT (-63.71606863543076 45.19742883552607)","P-126","Kennetcook #1","Elmworth Energy","26/08/2007","15/09/2007","1385 m (4455 ft)","4455","1385","5005132","443757","45 11'50.743""N","63 42'57.830""W","Hants County","11E/4D","Plugged and Abandoned","112"
"POINT (-63.46884920137191 45.04896748907168)","P-127","William","Forent Energy Ltd.","14/09/2007","16/09/2007","390 m (1279 ft)","1279","390","4988497","463079","45 02'56.272""N","63 28'7.845""W","Hants County","11E/3B","Plugged and Abandoned","113"
"POINT (-63.46929364141779 45.04896566363339)","P-128","Morgan","Forent Energy Ltd.","16/09/2007","18/09/2007","655 m (2149 ft)","2149","655","4988497","463044","45 02'56.272""N","63 28'9.452""W","Hants County","11E/3B","Plugged and Abandoned","114"
"POINT (-63.756791957166534 45.20950744692625)","P-129","Kennetcook #2","Elmworth Energy Corporation","18/09/2007","13/10/2007","1935 m (6348 ft)","6348","1935","5006503","440571","45 12'34.237""N","63 45'24.460""W","Hants County","11E/4C","Suspended","115"
"POINT (-63.72621741552532 45.27557028443217)","P-130","N-14-A/11-E-5","Elmworth Energy Corporation","07/07/2008","20/08/2008","2618 m (8589 ft)","8589","6348","5013820","443038","45 16'32.053""N","63 43'34.358""W","Hants County","11E/5A","Suspended","116"
"POINT (-63.17178310693038 45.29703107006103)","P-131","Camden 100/G-40-A/11-E-6","Forent Energy Ltd.","23/08/2008","30/10/2008","1464 m (4803 ft)","4803","1464","5015962","486531","45 17'49.309""N","63 10'18.437""W","Hants County","11E/6A","Plugged and Abandoned","117"
"POINT (-63.991681223227786 45.20750231398508)","P-132","O-61-C/11-E-4","Elmworth Energy Corporation","24/08/2008","09/10/2008","2955 m (9694 ft)","9694","2955","5006480","422123","45 12'27.000""N","63 59'30.034""W","Hants County","11E/4C","Suspended","118"
"POINT (-63.72693541708085 45.29485589192455)","P-133","E-38-A/11-E-5","Elmworth Energy Corporation","22/10/2008","11/11/2008","1726 m (5662 ft)","5662","1726","5015963","443001","45 17'41.463""N","63 43'36.961""W","Hants County","11E/5A","Suspended","119"
"POINT (-62.61586912964736 45.56567860042263)","P-134","ECE-11-01","East Coast Energy","21/01/2011","14/02/2011","678 m","2224","678","5045865","529976","45 33'56.44""N","62 36'57.13""W","Pictou County","11E/10A","Plugged and Abandoned","120"
"POINT (-63.01426025161342 45.65736824970352)","P-135","Eastrock Lauren #1 F-25-D/11-E-2","Eastrock Resources","02/12/2010","31/12/2011","946 m","3103","946","5055980","498889","45 39'26.52""N","63 0'51.35""W","Cumberland County","21H/9D","Plugged and Abandoned","121"
"POINT (-63.266837278775355 45.185193373842274)","P-136","Forent Alton #1 E-49-C/11-E-03","Forent Energy Ltd.","14/02/2012","01/03/2012","996 m","3267","996","5003558","479037","45 11'6.682""N","63 16'0.6001""W","Hants County","11E/3C","Plugged and Abandoned","122"
"POINT (-63.04787410562005 45.18575610016171)","P-137","Forent South Branch #1 K-70-D/11-E-03","Forent Energy Ltd.","19/04/2012","28/04/2012","784 m","2572","784","5003587","496239","45 11'8.708""N","63 02'52.342""W","Hants County","11E/3D","Plugged and Abandoned","123"
"POINT (-62.61452936061571 45.566709206383685)","P-138","ECE-13-P1","East Coast Energy","16/11/2013","16/11/2013","700 m","2296","700","5045980","530080","45 34'0.145""N","62 36'52.320""W","Pictou County","11E/10A","Suspended","124"
"POINT (-62.62126706293481 45.561421130847)","P-139","ECE-13-P2 Hz","East Coast Energy","21/11/2013","03/12/2013","854 m (MD) & 622 m (TVD)","2801","854","5045390","529557","45 33'41.110""N","62 37'16.565""W","Pictou County","11E/10A","Suspended","125"
"POINT (-67.48874388248936 0)",,,,,,,"0","0","0","0",,,,,,"126"
"POINT (-67.48874388248936 0)",,,,,,,"0","0","0","0",,,,,,"127"
"POINT (-67.48874388248936 0)",,,,,,,"0","0","0","0",,,,,,"128"
"POINT (-67.48874388248936 0)",,,,,,,"0","0","0","0",,,,,,"129"
"POINT (-67.48874388248936 0)",,,,,,,"0","0","0","0",,,,,,"130"
"POINT (-67.48874388248936 0)",,,,,,,"0","0","0","0",,,,,,"131"
