"facility_identifier","facility_name","facility_type","county","phone","email","annual_inspection","annual_unannounced_inspection","probationary_expiry_date","age_range","prog_full_day","prog_part_day","prog_school_age","family_home","age_infant","age_toddler","age_preschool","age_school_age","address","city","postal","total_licence_capacity","location1"
"4101003","Circle Time Friends Preschool","Day Care Facility","Halifax County","902-455-6520","sforbes72@hotmail.com","September 16, 2021","January 25, 2022",,"18 months - 6 years","Yes","No","No","No","No","Yes","Yes","No","2990 OXFORD ST.","HALIFAX","B3L 2W4","35","POINT (-63.608835 44.653675)"
"4101497","Wee Folk Centre School Age Program","Day Care Facility","Kings County","902-824-1324","weefolkcentre@gmail.com","September 29, 2021","July 6, 2021",,"Pre-primary - 12 years","No","No","Yes","No","No","No","No","Yes","963 CENTRAL AVE.","GREENWOOD","B0P 1N0","30","POINT (-64.926384 44.967806)"
"4101521","St. Peter's Early Childhood Education Centre","Day Care Facility","Richmond County","902-535-3446","rceceadaycare@hotmail.com","September 9, 2021","March 1, 2022",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","9359 PEPPERELL ST.","ST. PETER'S","B0E 3B0","40","POINT (-60.875891 45.657387)"
"4101537","Love Your Child Infant & Children's Centre","Day Care Facility","Kings County","902-538-8700","wendycarty@xcountry.tv","June 21, 2021","January 26, 2021",,"3 months - 12 years","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","6146 HIGHWAY 1 HWY.","CAMBRIDGE","B0P 1G0","48","POINT (-64.62996 45.057788)"
"4101855","Building Blocks PreSchool","Day Care Facility","Kings County","902-542-1128","building.blocks@ns.sympatico.ca","August 24, 2021","March 10, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","14 HURON AVE.","WOLFVILLE","B4P 2J6","22","POINT (-64.3464 45.083873)"
"4101871","New Minas Children's Centre","Day Care Facility","Kings County","902-681-4236","childrenscentre@nmbc.ca","July 7, 2021","February 17, 2021",,"18 months - 12 years","Yes","Yes","Yes","No","No","Yes","Yes","Yes","9453 COMMERCIAL ST.","NEW MINAS","B4N 3G3","74","POINT (-64.433208 45.073214)"
"4101885","Mount Pleasant Nursery School","Day Care Facility","Colchester County","902-895-6521","mountpleasant1977.pat@gmail.com","September 20, 2021","February 3, 2022",,"4 months - 10 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","39 HARRIS AVE.","TRURO","B2N 3N3","70","POINT (-63.282749 45.350388)"
"4101894","Tiny Town Daycare & Preschool","Day Care Facility","Cape Breton County","902-562-2127",,"September 15, 2021","January 29, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","54 MOUNT FLORENCE ST.","COXHEATH","B1R 1T8","34","POINT (-60.235294 46.112503)"
"4101938","Orchards Away Day Care Centre","Day Care Facility","Kings County","902-538-7790","acallen@hotmail.com","July 5, 2021","March 11, 2022",,"18 months - 12 years","Yes","Yes","Yes","No","No","Yes","Yes","Yes","243 COMMERCIAL ST.","BERWICK","B0P 1E0","42","POINT (-64.736835 45.047386)"
"4102056","Jewels & Gems Day Care Centre","Day Care Facility","Cape Breton County","902-849-1989","jewelsngemsdaycare@gmail.com","June 30, 2021","January 25, 2022",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","12 MARION ST.","GLACE BAY","B1K 1E3","68","POINT (-59.966678 46.187644)"
"4105275","Shipyard Elementary School","Day Care Facility","Cape Breton County","902-577-2698","hpelc@live.ca","September 17, 2021","April 9, 2021",,"Pre-primary to 12 years","No","No","Yes","No","No","No","No","Yes","30 MT KEMMEL ST.","SYDNEY","B1S 3V6","44","POINT (-60.193626 46.126132)"
"4105864","Halifax Independent Elementary School ""Littles Program""","Day Care Facility","Halifax County","902-423-9777","admin@halifaxindependentschool.ns.ca","October 27, 2021","August 7, 2020",,"3 years - 5 years","Yes","No","No","No","No","No","Yes","No","3331 CONNAUGHT AVE.","HALIFAX","B3L 3B4","32","POINT (-63.617403 44.655701)"
"4106911","Edward Jost Children's Centre","Day Care Facility","Halifax County","902-477-9324","kellya@edwardjostchildrenscentre.ca","August 19, 2021","February 24, 2022",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","7 MONT ST.","HALIFAX","B3P 1N3","54","POINT (-63.619115 44.623097)"
"4106929","Mrs. Dee's Afterschool Program","Day Care Facility","Kings County","902-678-5607","lornedenney2@hotmail.com","September 20, 2021","June 21, 2021",,"4 years - 12 years","No","No","Yes","No","No","No","No","Yes","34 JONES RD.","NEW MINAS","B4N 3N1","30","POINT (-64.44999 45.068742)"
"4106938","Bright Beginnings Child Care Centre","Day Care Facility","Cumberland County","902-667-7857","25parkchildcare@bellaliant.net","July 22, 2021","June 9, 2021",,"6 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","25 PARK ST.","AMHERST","B4H 2R6","86","POINT (-64.210347 45.823546)"
"4106952","La garderie des petites étoiles","Day Care Facility","Richmond County","902-226-0058, 902-226-2481","rceceadaycare@hotmail.com","November 10, 2021","August 7, 2020",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","2359 HIGHWAY 206 HWY.","ARICHAT","B0E 1A0","60","POINT (-61.026507 45.510912)"
"4107018","Duck Duck Goose Children's Centre Limited (Mount Edward)","Day Care Facility","Halifax County","902-462-2824","kristamkchapman@hotmail.com","August 31, 2021","June 18, 2021",,"18 months - 6 years","Yes","No","No","No","No","Yes","Yes","No","49 MOUNT EDWARD RD.","DARTMOUTH","B2W 3K5","18","POINT (-63.521713 44.68166)"
"4107102","Cunard Street Children's Centre (The)","Day Care Facility","Halifax County","902-423-6799","cscc@ns.aliantzinc.ca","October 15, 2021","April 27, 2021",,"18 months - 10 years","Yes","No","Yes","No","No","Yes","Yes","Yes","5557 CUNARD ST.","HALIFAX","B3K 1C5","56","POINT (-63.586433 44.652624)"
"4108332","Maritime Muslim Academy Preschool","Day Care Facility","Halifax County","902-429-9067 ext: 204","preschooldirector@maritimemuslimacademy.ca","October 27, 2021","August 7, 2020",,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","6225 CHEBUCTO RD.","HALIFAX","B3L 1K7","84","POINT (-63.598466 44.649697)"
"4108341","Bible Hill Village Pre-School Society","Day Care Facility","Colchester County","902-893-8062","nikihoyle@eastlink.ca","September 28, 2021","January 22, 2020",,"3 years - 5 years","No","Yes","No","No","No","No","Yes","No","151 PICTOU RD.","BIBLE HILL","B2N 2S7","17","POINT (-63.254692 45.376996)"
"4108354","Ponderosa Play and Learn Children's Centre Ltd","Day Care Facility","Antigonish County","902-863-4975","effievincent@hotmail.com","September 1, 2021","February 3, 2022",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","15 PONDEROSA DR.","ANTIGONISH","B2G 2R4","39","POINT (-61.998283 45.609605)"
"4108361","Dr. Jane Norman Child Study Centre","Day Care Facility","Colchester County","902-893-3342","kim.elliott@janenorman.ca","September 22, 2021","June 10, 2021",,"2 years - 12 years","Yes","No","No","No","No","Yes","Yes","No","60 LORNE ST.","TRURO","B2N 3K3","22","POINT (-63.279615 45.367908)"
"4108379","Leeds Street Child Care Centre","Day Care Facility","Halifax County","902-491-4622","jessicalandry@nscece.ca","June 17, 2021","November 22, 2021",,"3 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","5685 LEEDS ST.","HALIFAX","B3J 3C4","43","POINT (-63.612922 44.668857)"
"4109265","Mini Miners - Site 2 - Greenfield Elementary","Day Care Facility","Cape Breton County","902-862-9400","miniminers@ns.aliantzinc.ca","November 9, 2021","April 22, 2021",,"4 years - 12 years","No","No","Yes","No","No","No","No","Yes","25 JAMES ST.","RIVER RYAN","B1H 1B8","24","POINT (-60.093769 46.235622)"
"4109465","Needham Pre-School & Day Care","Day Care Facility","Halifax County","902-490-4638","needhamdaycare@ns.aliantzinc.ca","October 28, 2021","March 18, 2021",,"18 months - 12 years","Yes","Yes","Yes","No","No","Yes","Yes","Yes","3372 DEVONSHIRE AVE.","HALIFAX","B3K 3M2","61","POINT (-63.60241 44.667332)"
"4109469","Wee Care Developmental Centre - Veith House Location","Day Care Facility","Halifax County","902-455-1081","beth@weecareforkids.ca","September 23, 2021","March 15, 2022",,"3 years - 5 years","Yes","No","No","No","No","No","Yes","No","3115 VEITH ST.","HALIFAX","B3K 3G9","14","POINT (-63.595763 44.664695)"
"4109474","Wee Care Developmental Centre","Day Care Facility","Halifax County","902-455-1081","Beth@weecareforkids.ca","September 27, 2021","March 15, 2022",,"4 months - 6 years","Yes","No","No","No","Yes","Yes","Yes","No","5217 YOUNG ST.","HALIFAX","B3K 6A6","58","POINT (-63.595075 44.664733)"
"4110127","Horton High Child Care Centre","Day Care Facility","Kings County","902-542-4388","hortonhighdaycare@gmail.com","June 23, 2021","February 4, 2021",,"3 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","75 GREENWICH RD. S","WOLFVILLE RIDGE","B4P 2R2","10","POINT (-64.401148 45.071491)"
"4110389","Tallahassee Preschool / After School","Day Care Facility","Halifax County","902-222-7554","tallahasseedaycare@outlook.com","October 7, 2021","August 16, 2021",,"6 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","168 REDOUBT WAY","EASTERN PASSAGE","B3G 1E4","170","POINT (-63.478916 44.608116)"
"4111182","Ready Set Learn Preschool","Day Care Facility","Shelburne County","902-635-1719 - cell, 902-637-1689 - center","rosellagoreham2377@gmail.com","October 13, 2021","June 16, 2021",,"2 years - 5 years","No","Yes","No","No","No","Yes","Yes","No","3437 HIGHWAY 3 HWY.","BARRINGTON PASSAGE","B0W 1G0","12","POINT (-65.733749 43.534332)"
"4111199","Wolfville Children's Centre School Age Program","Day Care Facility","Kings County","902-542-5087","wolfville.childrencentre@ns.aliantzinc.ca","September 28, 2021","June 25, 2021",,"4 years - 12 years","No","No","Yes","No","No","No","No","Yes","30 HIGHLAND AVE.","WOLFVILLE","B4P 1Y7","21","POINT (-64.363715 45.088663)"
"4111204","Berwick & District Nursery School","Day Care Facility","Kings County","902-538-9680","berwickpreschool@eastlink.ca","June 24, 2021","November 15, 2021",,"30 months - 5 years","No","Yes","No","No","No","Yes","Yes","No","155 ORCHARD ST.","BERWICK","B0P 1E0","24","POINT (-64.741455 45.036178)"
"4111605","Happy Tots Preschool & Nursery","Day Care Facility","Halifax County","902-443-4831","happytots@eastlink.ca","November 18, 2021","August 16, 2021",,"3 months - 10 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","89 GORDON AVE.","HALIFAX","B3M 2X5","63","POINT (-63.642184 44.657901)"
"4111635","Wee Bairn Preschool","Day Care Facility","Halifax County","902-477-2117",,"November 9, 2021","April 15, 2021",,"30 months - 12 years","No","Yes","Yes","No","No","Yes","Yes","Yes","18 COLINDALE ST.","HALIFAX","B3P 2A2","15","POINT (-63.611478 44.628561)"
"4113157","Strait Area Educational Recreational Centre","Day Care Facility","Inverness County","902-625-3637",,"November 29, 2021","April 21, 2021",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","304 PITT ST.","PORT HAWKESBURY","B9A 2T9","42","POINT (-61.354965 45.617771)"
"4113170","ABC Nursery School","Day Care Facility","Kings County","902-678-6901","abcnurseryschool@eastlink.ca","September 22, 2021","June 22, 2021",,"30 months - 6 years","No","Yes","No","No","No","Yes","Yes","Yes","990 SCOTT DR.","KENTVILLE","B4N 4B1","18","POINT (-64.485032 45.092721)"
"4113188","Playschool Day Care Centre","Day Care Facility","Cape Breton County","902-862-6672","playschool@ns.aliantzinc.ca","December 2, 2021","February 8, 2021",,"18 Months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","3736 CONNORS AVE.","NEW WATERFORD","B1H 4W6","74","POINT (-60.099296 46.253456)"
"4113905","First Lake Early Learning Centre Society","Day Care Facility","Halifax County","902-864-3105","sbdc@bellaliant.com","December 14, 2021","September 27, 2021",,"18 months - 6 years","Yes","No","No","No","No","Yes","Yes","No","71 FIRST LAKE DR.","LOWER SACKVILLE","B4C 3J1","36","POINT (-63.672368 44.777385)"
"4113932","Creative Kids Education Centre Inc. (Preschool & After-School)","Day Care Facility","Halifax County","902-832-5437","creativekids@accesswave.ca","October 27, 2021","August 7, 2020",,"30 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","109 WHITE HILLS RUN","HAMMONDS PLAINS","B4B 1W6","100","POINT (-63.805549 44.747564)"
"4113938","Love, Laughter and Learning Centre (The)","Day Care Facility","Colchester County","902-662-3210","pjweatherbee@hotmail.com","October 26, 2021","July 15, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","11265 HIGHWAY 2 HWY. 1","MASSTOWN","B0M 1G0","40","POINT (-63.459947 45.381667)"
"4117261","Day Dreams Childcare Centre Inc.","Day Care Facility","Halifax County","902-835-5437","daydreams@ns.sympatico.ca","August 30, 2021","April 27, 2021",,"8 months - 11 years","Yes","No","No","No","Yes","Yes","Yes","No","34 BLUEWATER RD.","BEDFORD","B4B 1G7","104","POINT (-63.707735 44.725541)"
"4118264","Mi'kmaq Child Developmental Centre","Day Care Facility","Halifax County","902-422-7850","dbmjfrizzell@ns.aliantzinc.ca","June 22, 2021","April 27, 2021",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","2151 GOTTINGEN ST.","HALIFAX","B3K 3B5","26","POINT (-63.584008 44.652434)"
"4118273","My World of Learning Child Care Association","Day Care Facility","Colchester County","902-897-0486","myworldoflearningcc@gmail.com","October 14, 2021","July 9, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","36 ARTHUR ST.","TRURO","B2N 1X5","40","POINT (-63.28791 45.360527)"
"4118293","It Takes A Village Inc. Preschool","Day Care Facility","Halifax County","902-292-5517","ittakesavillage@live.ca","November 30, 2021","June 18, 2021",,"2.5 years - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","480 PARKLAND DR. UNIT 14","HALIFAX","B3S 1P9","51","POINT (-63.675992 44.671066)"
"4118306","Happy Hollow PreSchool","Day Care Facility","Halifax County","902-455-8268","barb@happyhollowpreschool.com","November 1, 2021","August 7, 2020",,"3 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","5508 HENNESSEY PL.","HALIFAX","B3K 2A8","34","POINT (-63.599471 44.662734)"
"4165052","Wiggles & Giggles Daycare/Preschool","Day Care Facility","Cape Breton County","902-539-6717 - cell, 902-577-7668","wiggles-gigglesdaycare@hotmail.com","December 1, 2021","April 15, 2021",,"3 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","42 GLENDA CRES.","SYDNEY","B1S 2M5","28","POINT (-60.196277 46.114206)"
"4165064","Nova Scotia Community College - Cumberland Campus","Day Care Facility","Cumberland County","902-597-4512","connie.fisher@nscc.ca","October 4, 2021","August 7, 2020",,"3 months - 12 years","Yes","No","No","No","Yes","Yes","Yes","No","1 MAIN ST.","SPRINGHILL","B0M 1X0","49","POINT (-64.061718 45.647319)"
"4165317","Prospect Bay Children's Centre","Day Care Facility","Halifax County","902-852-2954","prospectbaychildrenscentre@gmail.com","December 3, 2021","August 7, 2020",,"4 months - 12 years","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","31 PINEDALE DR.","PROSPECT BAY","B3T 1Z6","66","POINT (-63.780096 44.513761)"
"4165929","Small World Learning Centre (York St.)","Day Care Facility","Lunenburg County","902-543-7343","smallworld@ns.aliantzinc.ca; swad@ns.aliantzinc.ca","August 19, 2021","August 9, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","352 YORK ST.","BRIDGEWATER","B4V 0B4","90","POINT (-64.532785 44.382132)"
"4165935","Kinsmen Day Care Centre","Day Care Facility","Cape Breton County","902-736-3345","john.higgins@princesscreditunion.com","November 11, 2021","August 7, 2020",,"18 months - 6 years","Yes","No","No","No","No","Yes","Yes","No","629 VILLA DR.","LITTLE BRAS D'OR","B1Y 2Z3","50","POINT (-60.26521 46.236547)"
"4167246","New Ross Preschool","Day Care Facility","Lunenburg County","902-277-2533","arussell@ssrsb.ca","November 30, 2021","September 1, 2021",,"18 months - 12 years","Yes","No","No","No","No","Yes","Yes","No","4691 HIGHWAY 12 HWY.","NEW ROSS","B0J 2M0","12","POINT (-64.456833 44.729803)"
"4167259","St. Joseph's Children's Centre (Monastery)","Day Care Facility","Halifax County","902-422-8441 ext: 155","sjollimore@stjcc.ca","October 29, 2021","August 5, 2021",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","2155 MONASTERY LANE","HALIFAX","B3L 4P9","42","POINT (-63.59726 44.646275)"
"4168688","Garderie Le Petit Voilier (Centre du Grand-Portage)","Day Care Facility","Halifax County","902-865-6263",,"January 6, 2022","August 7, 2020",,"18 months - 12 years","Yes","No","Yes","No","No","No","Yes","Yes","100 STOKIL DR.","LOWER SACKVILLE","B4C 2G5","62","POINT (-63.6827 44.783943)"
"4168725","Wee Folk Centre Inc.","Day Care Facility","Kings County","902-765-8993
902-824-1324 (cell)","weefolkcentre@gmail.com","October 5, 2021","August 12, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","904 CENTRAL AVE.","GREENWOOD","B0P 1N0","63","POINT (-64.931039 44.969422)"
"4169233","Children's Corner Day Care Centre (2 Circassion)","Day Care Facility","Halifax County","902-462-7200, 902-462-1185 - Circassion","childrenscorner@eastlink.ca","October 15, 2021","June 9, 2021",,"2 years - 12 years","No","Yes","Yes","No","No","Yes","Yes","Yes","2 CIRCASSION DR.","COLE HARBOUR","B2W 5C2","41","POINT (-63.492481 44.676616)"
"4169254","Shearwater Children's Centre","Day Care Facility","Halifax County","902-720-2004","stefanie.hazelden@forces.gc.ca","October 22, 2021","September 1, 2021",,"3 months - 12 years,","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","30 PROVIDER RD.","SHEARWATER","B0J 3A0","161","POINT (-63.5159 44.629212)"
"4170250","Forest Hills Child's Place","Day Care Facility","Halifax County","902-434-2463","wendykerr@accesswave.ca","October 1, 2021","June 15, 2021",,"30 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","177 POPLAR DR.","DARTMOUTH","B2W 4K6","14","POINT (-63.500094 44.678815)"
"4170266","Sunnybrae After School Program #2","Day Care Facility","Halifax County","902-445-2270","jodismagicbeings@hotmail.com","November 30, 2021","August 7, 2020",,"Pre-primary - 12 years","No","No","Yes","No","No","No","No","Yes","69 SUNNYBRAE AVE.","HALIFAX","B3N 2G6","14","POINT (-63.638638 44.650793)"
"4170374","Microtots Preschool","Day Care Facility","Pictou County","902-759-8020","rehilljanice@gmail.com","October 15, 2021","August 7, 2020",,"2 years - 5 years","No","Yes","No","No","No","Yes","Yes","No","539 MARTIN AVE.","NEW GLASGOW","B2H 1R8","12","POINT (-62.66076 45.59836)"
"4171771","JR After School Program (2014) LTD. Jubilee","Day Care Facility","Cape Breton County","902-371-8164","jrafterschoolprogram@yahoo.ca","December 15, 2020","February 25, 2022",,"Pre-primary - 12 years","No","No","Yes","No","No","No","No","Yes","755 MAIN ST.","SYDNEY MINES","B1V 2L4","44","POINT (-60.228903 46.242176)"
"4172981","The Growing Place:  Early Education Centre Ltd.","Day Care Facility","Halifax County","902-464-9358","thegrowingplace@outlook.com","December 13, 2021","August 26, 2021",,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","230 PLEASANT ST.","DARTMOUTH","B2Y 3R8","117","POINT (-63.550799 44.658327)"
"4172996","North End Community Day Care Centre","Day Care Facility","Halifax County","902-455-5494","nedc@bellaliant.com","October 14, 2021","August 7, 2020",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","5540 RUSSELL ST.","HALIFAX","B3K 1X2","78","POINT (-63.598013 44.660899)"
"4173018","Windsor Nursery School","Day Care Facility","Hants County","902-798-3280","windsornurseryschool16@gmail.com","December 8, 2021","September 16, 2021",,"30 months - 6 years","No","Yes","No","No","No","No","Yes","No","122 COTTAGE ST.","WINDSOR","B0N 2T0","20","POINT (-64.126525 44.980281)"
"4173090","Just Right Child Care","Day Care Facility","Annapolis County","902-242-2482","jrcc@justrightchildcare.com","August 24, 2021","March 11, 2022",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","15143 HIGHWAY 1 HWY.","WILMOT","B0P 1R0","36","POINT (-64.966166 44.979182)"
"4173264","Cormier's Play and Learn","Day Care Facility","Antigonish County","902-867-3872 - cell, 902-867-7581","kacormie@stfx.ca","November 2, 2021","August 19, 2021",,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","2402 CAMDEN LOOP","ANTIGONISH","B2G 2W5","55","POINT (-61.991466 45.619948)"
"4174174","Stepping Stone Preschool and Childcare Centre","Day Care Facility","Kings County","902-847-0310","m.j.thomas26@icloud.com","October 28, 2021","August 4, 2021",,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","1733 HIGHWAY 1 HWY.","AUBURN","B0P 1R0","36","POINT (-64.167733 45.004652)"
"4174190","East Preston Day Care Centre","Day Care Facility","Halifax County","902-462-0054","eastprestondaycare@bellaliant.com","October 5, 2021","August 20, 2021",,"3 months - 10 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","1799 HIGHWAY 7 HWY.","EAST PRESTON","B2Z 1E9","85","POINT (-63.439331 44.710012)"
"4174198","Montessori Children's House","Day Care Facility","Halifax County","902-497-5616","marystephen@live.ca","November 24, 2021","August 7, 2020",,"2.5 years - 5 years","Yes","No","No","No","No","Yes","Yes","No","2130 ARMCRESCENT WEST AVE.","HALIFAX","B3L 3E3","18","POINT (-63.60928 44.642654)"
"4174213","Kids & Company Ltd","Day Care Facility","Halifax County","902-455-5236 ext: 0","dmorphy@kidsandcompany.com","December 17, 2021","August 7, 2020",,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","3260 BARRINGTON ST.","HALIFAX","B3K 2X7","132","POINT (-63.597765 44.667378)"
"4174232","Brins de Soleil Centre Prescolaire","Day Care Facility","Cape Breton County","902-539-8854","adminetoile@eastlink.ca","December 1, 2021","August 7, 2020",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","15 INGLIS ST.","SYDNEY","B1P 7C6","30","POINT (-60.183258 46.140887)"
"4175767","Allegro Child Care Centre Limited","Day Care Facility","Halifax County","902-423-6989","allegro@eastlink.ca","November 15, 2021","August 4, 2021",,"3 months - 8 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","5415 VICTORIA RD.","HALIFAX","B3H 4K5","112","POINT (-63.571724 44.63615)"
"4175773","Chester and Area Family Resource Centre- Kidz Zone Afterschool Program","Day Care Facility","Lunenburg County","902-275-4347","info@chesterfamilycentre.ca","October 15, 2021","June 23, 2021",,"Pre-primary - 12 years","No","No","Yes","No","No","No","No","Yes","110 CLEARWAY ST.","MAHONE BAY","B0J 2E0","27","POINT (-64.386491 44.454189)"
"4175925","Colby Village Pre-School","Day Care Facility","Halifax County","902-434-7396",,"October 29, 2021","June 23, 2021",,"30 months - 5 years","No","Yes","No","No","No","Yes","Yes","No","144 AVONDALE RD.","DARTMOUTH","B2V 1H6","40","POINT (-63.488875 44.667806)"
"4176580","Sydney Day Care","Day Care Facility","Cape Breton County","902-539-5965","sydneydaycare@ns.aliantzinc.ca","July 28, 2021","December 16, 2020",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","62 COTTAGE RD.","SYDNEY","B1P 2C7","115","POINT (-60.185482 46.130699)"
"4176590","First Friends Day Care Society","Day Care Facility","Halifax County","902-865-4493","annstewart@bellaliant.com","November 3, 2021","August 10, 2021",,"18 months - 12 years","Yes","Yes","Yes","No","No","Yes","Yes","Yes","4 JUDY AVE.","LOWER SACKVILLE","B4E 1A7","51","POINT (-63.695758 44.778245)"
"4176603","Becky's Day Care Ltd.","Day Care Facility","Halifax County","902-860-2203","naomi_amirault@hotmail.com","October 14, 2021","March 18, 2021",,"5 months - 10 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","1 LAKEWOOD DR.","WAVERLEY","B2R 1E3","246","POINT (-63.598476 44.783225)"
"4176608","Kids & Company Ltd - Dartmouth","Day Care Facility","Halifax County","902-407-8802","dartmouth@kidsandcompany.com","August 24, 2021","August 7, 2020",,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","639 PORTLAND HILLS DR.","DARTMOUTH","B2W 0J7","136","POINT (-63.50761 44.669324)"
"4177603","Duck Duck Goose Children's Centre Limited (Lantana)","Day Care Facility","Halifax County","902-433-0320","kristamkchapman@hotmail.com","November 1, 2021","June 18, 2021",,"30 months - 12 years","Yes","Yes","Yes","No","No","Yes","Yes","Yes","17 LANTANA TERR.","DARTMOUTH","B2X 3L2","14","POINT (-63.54041 44.696297)"
"4177623","Kingstec Campus Learning Centre","Day Care Facility","Kings County","902-679-7384","executive.director@thekclc.ca 
denise.ward@thekclc.ca","August 31, 2021","March 22, 2021",,"0 months - 6 years","Yes","No","No","No","Yes","Yes","Yes","No","236 BELCHER ST.","KENTVILLE","B4N 0A6","44","POINT (-64.48196 45.084772)"
"4177638","Lower South River Preschool","Day Care Facility","Antigonish County","902-863-0514","lsrps@eastlink.ca","November 29, 2021","August 19, 2021",,"6 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","4 HARBOUR LANE","LOWER SOUTH RIVER","B2G 2L4","45","POINT (-61.913319 45.600709)"
"4178638","Kids 'R' Kids Day Care Inc.","Day Care Facility","Halifax County","902-450-5437","sayhello@kidsrkids.ca","December 3, 2021","August 7, 2020",,"3 months - 9 years","Yes","No","No","No","Yes","Yes","Yes","No","18 OLAND CRES.","HALIFAX","B3S 1C6","106","POINT (-63.6764 44.647356)"
"4178650","Papillons & Pissenlits","Day Care Facility","Yarmouth County","902-902-749-6609","papillonspissenlits@gmail.com","November 12, 2021","August 7, 2020",,"30 months - 5 years","No","Yes","No","No","No","Yes","Yes","No","811 HIGHWAY 335 HWY.","WEST PUBNICO","B0W 3S0","16","POINT (-65.797785 43.669672)"
"4178657","Colchester Early Learning Centre Association","Day Care Facility","Colchester County","902-895-1317","c.atkinson2@belliant.net","September 8, 2021","March 2, 2021",,"18months -  11 years","Yes","No","Yes","No","No","Yes","Yes","Yes","60 LORNE ST.","TRURO","B2N 3K3","56","POINT (-63.279615 45.367908)"
"4179262","Explore & Discover Early Learning Centre","Day Care Facility","Cape Breton County","902-270-3988","exploreanddiscov@eastlink.ca","April 9, 2021","October 20, 2020",,"18 months - 12years","Yes","No","Yes","No","No","Yes","Yes","Yes","1488 GEORGE ST.","SYDNEY","B1P 1P3","18","POINT (-60.169798 46.11658)"
"4179271","Halifax Early Childhood School","Day Care Facility","Halifax County","902-422-4562","grll@eastlink.ca","December 6, 2021","August 7, 2020",,"18 months - 5 years","Yes","Yes","No","No","No","Yes","Yes","No","5498 INGLIS ST.","HALIFAX","B3H 1J8","36","POINT (-63.573102 44.635141)"
"4182135","Hands On Learning Centre","Day Care Facility","Pictou County","902-396-3880","paq77@rogers.com","October 7, 2021","June 28, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","1875 MAIN ST.","WESTVILLE","B0K 2A0","40","POINT (-62.713069 45.559197)"
"4182173","Magic Beings Child Care Centre","Day Care Facility","Halifax County","902-445-2270","jodismagicbeings@hotmail.com","November 30, 2021","August 7, 2020",,"5 years - 12 years","No","No","Yes","No","No","No","No","Yes","67 SUNNYBRAE AVE.","HALIFAX","B3N 2G6","50","POINT (-63.638426 44.650885)"
