"board_code","school_board","school_code","school_name","mail_address_line_1","mail_address_line_2","mail_postal_code","civic_address_line_1","civic_address_line_2","civic_postal_code","telephone","fax","email","grade_level","early_immersion","middle_immersion","late_immersion","intensive_french","integrated_french","location"
"53","CHIGNECTO-CENTRAL REGIONAL    ","44","COBEQUID EDUCATIONAL CENTRE                                 ","                              ","                              ","       ","34 LORNE ST                   ","TRURO NS              ","B2N 3K3","9028965700  ","9028965707  ","KAULBACHW@CCRSB.CA                                ","SENIOR HIGH                   ","Early Immersion",,"Late Immersion",,"Integrated French","34 LORNE ST
TRURO NS, NS B2N 3K3
(45.368799, -63.279431)"
"58","SOUTH SHORE REGIONAL          ","1185","SOUTH QUEENS MIDDLE SCHOOL                                  ","PO BOX 1288                   ","LIVERPOOL NS                  ","B0T 1K0","157 OLD BRIDGE ST             ","LIVERPOOL NS          ","B0T 1K0","9023547640  ","9023547650  ","SQMS@SSRSB.CA                                     ","ELEMENTARY/JUNIOR             ",,,"Late Immersion  ",,,"157 OLD BRIDGE ST
LIVERPOOL NS, NS B0T 1K0
(44.03597, -64.713823)"
"54","HALIFAX REGIONAL              ","356","GAETZ BROOK JUNIOR HIGH SCHOOL                              ","                              ","                              ","       ","6856 HWY 7                    ","HEAD OF CHEZZETCOOK NS","B0J 1N0","9028274666  ","9028275430  ","GBJHS@HRSB.CA                                  ","JUNIOR HIGH                   ",,,"Late Immersion",,,"6856 HWY 7
HEAD OF CHEZZETCOOK NS, NS B0J 1N0
(44.777307, -63.206527)"
"54","HALIFAX REGIONAL              ","534","SHANNON PARK ELEMENTARY SCHOOL                              ","                              ","                              ","       ","75 IROQUOIS DR                ","DARTMOUTH NS          ","B3A 4M5","9024642084  ","9024642866  ","SPES@HRSB.CA                                   ","ELEMENTARY                    ","Early Immersion",,,,,"75 IROQUOIS DR
DARTMOUTH NS, NS B3A 4M5
(44.684408, -63.603365)"
"54","HALIFAX REGIONAL              ","595","BURTON ETTINGER ELEMENTARY SCHOOL                           ","                              ","                              ","       ","52 ALEX ST                    ","HALIFAX NS            ","B3N 2W4","9024578922  ","9024578928  ","BEES@HRSB.CA                                   ","ELEMENTARY                    ","Early Immersion",,,,,"52 ALEX ST
HALIFAX NS, NS B3N 2W4
(44.652472, -63.636393)"
"54","HALIFAX REGIONAL              ","592","HALIFAX WEST HIGH SCHOOL                                    ","                              ","                              ","       ","283 THOMAS RADDALL DR         ","HALIFAX NS            ","B3S 1R1","9024578900  ","9024578980  ","HWHS@HRSB.CA                                   ","SENIOR HIGH                   ","Early Immersion",,"Late Immersion",,,"283 THOMAS RADDALL DR
HALIFAX NS, NS B3S 1R1
(44.655661, -63.663958)"
"53","CHIGNECTO-CENTRAL REGIONAL    ","750","E. B. CHANDLER JUNIOR HIGH SCHOOL                           ","PO BOX 790                    ","AMHERST NS                    ","B4H 4B9","28 DICKEY ST                  ","AMHERST NS            ","B4H 4B9","9026612450  ","9026612455  ","BEEDS@CCRSB.CA                                    ","JUNIOR HIGH                   ","Early Immersion",,,,"Integrated French","28 DICKEY ST
AMHERST NS, NS B4H 4B9
(45.83282, -64.197212)"
"55","ANNAPOLIS VALLEY REGIONAL     ","708","BRIDGETOWN REGIONAL HIGH SCHOOL                             ","PO BOX 40                     ","BRIDGETOWN NS                 ","B0S 1C0","456 GRANVILLE ST              ","BRIDGETOWN NS         ","B0S 1C0","9026655400  ","9026655404  ","BRHS@AVRSB.CA                                     ","ELEMENTARY/JUNIOR/SENIOR      ",,,,,"Integrated French","456 GRANVILLE ST
BRIDGETOWN NS, NS B0S 1C0
(44.842374, -65.279355)"
"51","CAPE BRETON-VICTORIA REGIONAL ","1154","OCEANVIEW EDUCATION CENTRE                                  ",,"                              ","       ","60 WALLACES RD                ","GLACE BAY NS          ","B1A 4N5","9028424488  ","9028495541  ","PMCNEIL@GNSPES.CA                                 ","ELEMENTARY/JUNIOR             ",,,,"Intensive French","Integrated French","60 WALLACES RD
GLACE BAY NS, NS B1A 4N5
(46.203724, -59.975193)"
"54","HALIFAX REGIONAL              ","580","ST. JOSEPH'S-ALEXANDER MCKAY ELEMENTARY SCHOOL              ","                              ","                              ","       ","5389 RUSSELL ST               ","HALIFAX NS            ","B3K 1W8","9024935180  ","9024935186  ","SJAM@HRSB.CA                                   ","ELEMENTARY                    ","Early Immersion",,,,,"5389 RUSSELL ST
HALIFAX NS, NS B3K 1W8
(44.662243, -63.596085)"
"53","CHIGNECTO-CENTRAL REGIONAL    ","407","WEST PICTOU CONSOLIDATED SCHOOL                             ","                              ","                              ","       ","1999 HWY 376                  ","PICTOU NS             ","B0K 1H0","9024857960  ","9024857966  ","TURNERCA@CCRSB.CA                                 ","ELEMENTARY/JUNIOR             ",,"Middle Immersion",,,,"1999 HWY 376
PICTOU NS, NS B0K 1H0
(45.657141, -62.795304)"
"51","CAPE BRETON-VICTORIA REGIONAL ","96","BADDECK ACADEMY                                             ","PO BOX 310                    ","BADDECK NS                    ","B0E 1B0","320 SHORE RD                  ","BADDECK NS            ","B0E 1B0","9022952359  ","9022951263  ","BARBMAC@GNSPES.CA                                 ","ELEMENTARY/JUNIOR/SENIOR      ",,,,,,"320 SHORE RD
BADDECK NS, NS B0E 1B0
(46.095721, -60.758813)"
"54","HALIFAX REGIONAL              ","321","ROSS ROAD SCHOOL                                            ","                              ","                              ","       ","336 ROSS RD                   ","WESTPHAL NS           ","B2Z 1H2","9024628340  ","9024628398  ","RRS@HRSB.CA                                    ","ELEMENTARY/JUNIOR             ",,,"Late Immersion",,,"336 ROSS RD
WESTPHAL NS, NS B2Z 1H2
(44.688987, -63.454101)"
"54","HALIFAX REGIONAL              ","519","BROOKHOUSE ELEMENTARY SCHOOL                                ","                              ","                              ","       ","15 CHRISTOPHER AVE            ","DARTMOUTH NS          ","B2W 3G2","9024358318  ","9024358323  ","BES@HRSB.CA                                    ","ELEMENTARY                    ",,,,"Intensive French",,"15 CHRISTOPHER AVE
DARTMOUTH NS, NS B2W 3G2
(44.67988, -63.521852)"
"54","HALIFAX REGIONAL              ","228","A. J. SMELTZER JUNIOR HIGH SCHOOL                           ","                              ","                              ","       ","46 PRINCE ST                  ","LOWER SACKVILLE NS    ","B4C 1L1","9028646846  ","9028646852  ","AJS@HRSB.CA                                    ","ELEMENTARY/JUNIOR             ",,,"Late Immersion",,,"46 PRINCE ST
LOWER SACKVILLE NS, NS B4C 1L1
(44.76538, -63.670946)"
"53","CHIGNECTO-CENTRAL REGIONAL    ","1105","SPRING STREET ACADEMY                                       ","                              ","                              ","       ","59 SPRING ST                  ","AMHERST NS            ","B4H 1S4","9026612499  ","9026612431  ","JANESH@CCRSB.CA                                   ","ELEMENTARY                    ","Early Immersion",,,,,"59 SPRING ST
AMHERST NS, NS B4H 1S4
(45.831796, -64.202526)"
"54","HALIFAX REGIONAL              ","351","EASTERN PASSAGE EDUCATION CENTRE                            ","                              ","                              ","       ","93 SAMUEL DANIAL DR           ","EASTERN PASSAGE NS    ","B3G 1P7","9024628401  ","9024628403  ","EPEC@HRSB.CA                                   ","JUNIOR HIGH                   ","Early Immersion",,"Late Immersion",,,"93 SAMUEL DANIAL DR
EASTERN PASSAGE NS, NS B3G 1P7
(44.614513, -63.461002)"
"59","SOUTH SHORE REGIONAL          ","80","FOREST HEIGHTS COMMUNITY SCHOOL","PO BOX 295                    ","CHESTER GRANT NS         ","B0J 1K0","847 HWY 12","CHESTER BASIN NS","B0J 1K0","902 275 2700","902 275 2710","FHCS@SSRSB.CA",,,,,,"Integrated French","847 HWY 12
CHESTER BASIN NS, NS B0J 1K0
(44.600149, -64.320125)"
"54","HALIFAX REGIONAL              ","609","ROCKINGHAM ELEMENTARY                             ","                              ","                              ","       ","31 TREMONT DRIVE","HALIFAX NS            ","B3M 1X8","902 457 8986","902 457 8993 ","ROCKINGHAM@HRSB.CA                                 ","ELEMENTARY/JUNIOR             ","Early Immersion",,,,,"31 TREMONT DRIVE
HALIFAX NS, NS B3M 1X8
(44.676667, -63.653171)"
"59","TRI-COUNTY REGIONAL           ","716","SHELBURNE REGIONAL HIGH SCHOOL                              ","PO BOX 10                     ","SHELBURNE NS                  ","B0T 1W0","415 WOODLAWN DR               ","SHELBURNE NS          ","B0T 1W0","9028754900  ","9028754909  ","SRHS@TCRSB.CA                                     ","JUNIOR/SENIOR                 ",,,"Late Immersion",,,"415 WOODLAWN DR
SHELBURNE NS, NS B0T 1W0
(43.770192, -65.301156)"
"54","HALIFAX REGIONAL              ","572","OXFORD SCHOOL                                               ","                              ","                              ","       ","6364 NORTH ST                 ","HALIFAX NS            ","B3L 1P6","9024216763  ","9024213043  ","OXFORD@HRSB.CA                                 ","ELEMENTARY/JUNIOR             ","Early Immersion",,,,,"6364 NORTH ST
HALIFAX NS, NS B3L 1P6
(44.649978, -63.601495)"
"53","CHIGNECTO-CENTRAL REGIONAL    ","989","NORTHUMBERLAND REGIONAL HIGH SCHOOL                         ","                              ","                              ","       ","104 ALMA RD                   ","ALMA NS               ","B0K 2A0","9023962750  ","9023962755  ","OTOOLEM@CCRSB.CA                                  ","JUNIOR/SENIOR                 ",,"Middle Immersion",,,"Integrated French","104 ALMA RD
ALMA NS, NS B0K 2A0
(45.582437, -62.76111)"
"54","HALIFAX REGIONAL              ","291","BEECHVILLE LAKESIDE TIMBERLEA JUNIOR ELEMENTARY SCHOOL      ","                              ","                              ","       ","22 JAMES ST                   ","TIMBERLEA NS          ","B3T 1G9","9028763236  ","9028763238  ","BLTJR@HRSB.CA                                     ","ELEMENTARY                    ","Early Immersion",,,,,"22 JAMES ST
TIMBERLEA NS, NS B3T 1G9
(44.6591, -63.742101)"
"52","STRAIT REGIONAL               ","936","TAMARAC EDUCATION CENTRE                                    ",,"                              ","       ","57 TAMARAC DR                 ","PORT HAWKESBURY NS    ","B9A 3G2","9026256650  ","9026256654  ","SUZANNE.DELANEY@SRSB.CA ","ELEMENTARY/JUNIOR             ","Early Immersion",,,,,"57 TAMARAC DR
PORT HAWKESBURY NS, NS B9A 3G2
(45.622416, -61.339503)"
"54","HALIFAX REGIONAL              ","587","LEMARCHANT-ST. THOMAS ELEMENTARY SCHOOL                     ","                              ","                              ","       ","1589 WALNUT ST                ","HALIFAX NS            ","B3H 3S1","9024216769  ","9024213036  ","LMSTS@HRSB.CA                                  ","ELEMENTARY                    ","Early Immersion",,,,,"1589 WALNUT ST
HALIFAX NS, NS B3H 3S1
(44.63984, -63.592926)"
"53","CHIGNECTO-CENTRAL REGIONAL    ","1151","OXFORD REGIONAL EDUCATION CENTRE                            ","                              ","                              ","       ","249 LOWER MAIN ST             ","OXFORD NS             ","B0M 1P0","9024474513  ","9024474517  ","STARRATTD@CCRSB.CA                                ","ELEMENTARY/JUNIOR/SENIOR      ",,,,"Intensive French",,"249 LOWER MAIN ST
OXFORD NS, NS B0M 1P0
(45.738797, -63.8633)"
"54","HALIFAX REGIONAL              ","518","DARTMOUTH HIGH SCHOOL                                       ","                              ","                              ","       ","95 VICTORIA RD                ","DARTMOUTH NS          ","B3A 1V2","9024642457  ","9024642384  ","DHS@HRSB.CA                                    ","JUNIOR/SENIOR                 ","Early Immersion"," ",,,,"95 VICTORIA RD
DARTMOUTH NS, NS B3A 1V2
(44.672134, -63.572323)"
"55","ANNAPOLIS VALLEY REGIONAL     ","70","HORTON HIGH SCHOOL                                          ",,"                              ","       ","75 GREENWICH RD S             ","WOLFVILLE NS          ","B4P 2R2","9025426060  ","9025426066  ","HHS@AVRSB.CA                                      ","JUNIOR/SENIOR                 ","Early Immersion",,,,,"75 GREENWICH RD S
WOLFVILLE NS, NS B4P 2R2
(45.071491, -64.401148)"
"54","HALIFAX REGIONAL              ","602","GROSVENOR-WENTWORTH PARK ELEMENTARY SCHOOL                  ","                              ","                              ","       ","4 DOWNING ST                  ","HALIFAX NS            ","B3M 2G4","9024578422  ","9024578430  ","GWP@HRSB.CA                                    ","ELEMENTARY                    ","Early Immersion",,,,,"4 DOWNING ST
HALIFAX NS, NS B3M 2G4
(44.685366, -63.668908)"
"55","ANNAPOLIS VALLEY REGIONAL     ","62","KINGSTON & DISTRICT SCHOOL                                  ","PO BOX 295                    ","KINGSTON NS                   ","B0P 1R0","630 PINE RIDGE AVE            ","KINGSTON NS           ","B0P 1R0","9027657530  ","9027657535  ","KINGSTON@AVRSB.CA                                 ","ELEMENTARY                    ","Early Immersion",,,,,"630 PINE RIDGE AVE
KINGSTON NS, NS B0P 1R0
(44.993366, -64.942854)"
"54","HALIFAX REGIONAL              ","1141","OYSTER POND ACADEMY                                         ","                              ","                              ","       ","10583 HWY 7                   ","OYSTER POND NS        ","B0J 1W0","9028894300  ","9028894310  ","OPA@HRSB.CA                                    ","ELEMENTARY/JUNIOR             ",,,"Late Immersion",,,"10583 HWY 7
OYSTER POND NS, NS B0J 1W0
(44.779421, -62.998429)"
"51","CAPE BRETON-VICTORIA REGIONAL ","93","BOULARDERIE ELEMENTARY SCHOOL                               ","                              ","                              ","       ","12065 KEMPT RD                ","BOULARDERIE NS        ","B1X 1J9","9026742716  ","9026740117  ","ANGELACURRIE@GNSPES.CA                            ","ELEMENTARY                    ",,,,,,"12065 KEMPT RD
BOULARDERIE NS, NS B1X 1J9"
"54","HALIFAX REGIONAL              ","578","FAIRVIEW JUNIOR HIGH SCHOOL                                 ","                              ","                              ","       ","155 ROSEDALE AVE              ","HALIFAX NS            ","B3N 2K2","9024578960  ","9024578963  ","FVJH@HRSB.CA                                   ","JUNIOR HIGH                   ","Early Immersion",,,,,"155 ROSEDALE AVE
HALIFAX NS, NS B3N 2K2
(44.6487, -63.647552)"
"53","CHIGNECTO-CENTRAL REGIONAL    ","408","DR. W. A. MACLEOD CONSOLIDATED SCHOOL                       ","RR 1                          ","STELLARTON NS                 ","B0K 1S0","6193 TRAFALGAR RD             ","STELLARTON NS         ","B0K 1S0","9027558450  ","9027558455  ","STACEYRL@CCRSB.CA                                 ","ELEMENTARY/JUNIOR             ",,,,,"Integrated French","6193 TRAFALGAR RD
STELLARTON NS, NS B0K 1S0"
"51","CAPE BRETON-VICTORIA REGIONAL ","98","DR. T. L. SULLIVAN MIDDLE SCHOOL                            ",,,"       ","256 PARK RD                   ","FLORENCE NS           ","B1Y 1N2","9027366273  ","9027368844  ","YORKEC1@GNSPES.CA                                 ","ELEMENTARY/JUNIOR             ",,,"Late Immersion","Intensive French",,"256 PARK RD
FLORENCE NS, NS B1Y 1N2
(46.248812, -60.271441)"
"54","HALIFAX REGIONAL              ","1103","KINGSWOOD ELEMENTARY SCHOOL                                 ","                              ","                              ","       ","34 VREGE CRT                  ","HAMMONDS PLAINS NS    ","B4B 1K2","9028325522  ","9028325524  ","KWE@HRSB.CA                                    ","ELEMENTARY                    ","Early Immersion",,,,,"34 VREGE CRT
HAMMONDS PLAINS NS, NS B4B 1K2
(44.720643, -63.741283)"
"55","ANNAPOLIS VALLEY REGIONAL     ","75","BERWICK DISTRICT SCHOOL","PO BOX 40","BERWICK NS","B0P 1E0 ","220 VETERANS DR","BERWICK NS","B0P 1E0","902 538 4720","902 538 4727","BADS@AVRSB.CA",,,,"Late Immersion",,,"220 VETERANS DR
BERWICK NS, NS B0P 1E0
(45.044441, -64.742588)"
"53","CHIGNECTO-CENTRAL REGIONAL    ","1189","NEW GLASGOW ACADEMY                                         ","                              ","                              ","       ","93 ALBERT ST                  ","NEW GLASGOW NS        ","B2H 5W8","9027558400  ","9027558438  ","MCNEILAP@CCRSB.CA                                 ","ELEMENTARY/JUNIOR             ",,"Middle Immersion",,,,"93 ALBERT ST
NEW GLASGOW NS, NS B2H 5W8
(45.587126, -62.637875)"
"54","HALIFAX REGIONAL              ","938","RIDGECLIFF MIDDLE SCHOOL                                    ","                              ","                              ","       ","35 BEECH TREE RUN             ","BEECHVILLE NS         ","B3T 2E5","9028764381  ","9028764385  ","RMS@HRSB.CA                                    ","ELEMENTARY/JUNIOR             ","Early Immersion",,"Late Immersion",,,"35 BEECH TREE RUN
BEECHVILLE NS, NS B3T 2E5
(44.635144, -63.682181)"
"54","HALIFAX REGIONAL              ","538","ELLENVALE JUNIOR HIGH SCHOOL                                ","                              ","                              ","       ","88 BELLE VISTA DR             ","DARTMOUTH NS          ","B2W 2X7","9024358420  ","9024358469  ","EJHS@HRSB.CA                                   ","JUNIOR HIGH                   ",,,"Late Immersion",,,"88 BELLE VISTA DR
DARTMOUTH NS, NS B2W 2X7
(44.678309, -63.519934)"
"58","SOUTH SHORE REGIONAL          ","710","LIVERPOOL REGIONAL HIGH SCHOOL                              ","PO BOX 1266                   ","LIVERPOOL NS                  ","B0T 1K0","104 COLLEGE ST                ","LIVERPOOL NS          ","B0T 1K0","9023547600  ","9023547610  ","LRHS@SSRSB.CA                                     ","JUNIOR/SENIOR                 ",,,"Late Immersion",,,"104 COLLEGE ST
LIVERPOOL NS, NS B0T 1K0"
"54","HALIFAX REGIONAL              ","540","SOUTHDALE-NORTH WOODSIDE SCHOOL (DARTMOUTH SOUTH ACADEMY)                            ","                              ","                              ","       ","36 HASTINGS DR                ","DARTMOUTH NS          ","B2Y 2C5","9024642081  ","9024610199  ","SNWS@HRSB.CA                                   ","ELEMENTARY/JUNIOR             ","Early Immersion",,,,,"36 HASTINGS DR
DARTMOUTH NS, NS B2Y 2C5
(44.666425, -63.547822)"
"54","HALIFAX REGIONAL              ","286","BROOKSIDE JUNIOR HIGH SCHOOL                                ","                              ","                              ","       ","2239 PROSPECT RD              ","HATCHET LAKE NS       ","B3T 1R8","9028522062  ","9028525530  ","BJHS@HRSB.CA                                   ","ELEMENTARY/JUNIOR             ",,,"Late Immersion",,,"2239 PROSPECT RD
HATCHET LAKE NS, NS B3T 1R8
(44.561685, -63.730536)"
"59","TRI-COUNTY REGIONAL           ","709","DIGBY REGIONAL HIGH SCHOOL                                  ","PO BOX 1660                   ","DIGBY NS                      ","B0V 1A0","107 KING ST                   ","DIGBY NS              ","B0V 1A0","9022457500  ","9022457518  ","DRHS@TCRSB.CA                                     ","JUNIOR/SENIOR                 ","Early Immersion",,,,,"107 KING ST
DIGBY NS, NS B0V 1A0
(44.620461, -65.759304)"
"54","HALIFAX REGIONAL              ","328","DUNCAN MACMILLAN HIGH SCHOOL                                ","                              ","                              ","       ","481 CHURCH POINT RD           ","SHEET HARBOUR NS      ","B0J 3B0","9028852777  ","9028852790  ","DMHS@HRSB.CA                                   ","JUNIOR/SENIOR                 ",,,,"Intensive French","Intergrated French","481 CHURCH POINT RD
SHEET HARBOUR NS, NS B0J 3B0
(44.91953, -62.518816)"
"53","CHIGNECTO-CENTRAL REGIONAL    ","916","REDCLIFF MIDDLE SCHOOL                                      ","84 CHURCH ST                  ","                              ","       ","33 SUNSET LANE                ","VALLEY NS             ","B6L 4K1","9028965520  ","9028965514  ","KENNEDYAJ@CCRSB.CA                                ","ELEMENTARY/JUNIOR             ",,,"Late Immersion",,"Integrated French","33 SUNSET LANE
VALLEY NS, NS B6L 4K1
(45.382025, -63.218564)"
"54","HALIFAX REGIONAL              ","743","CAVALIER DRIVE SCHOOL                                       ","                              ","                              ","       ","116 CAVALIER DR               ","LOWER SACKVILLE NS    ","B4C 3L9","9028647524  ","9028647554  ","CDS@HRSB.CA                                    ","ELEMENTARY                    ","Early Immersion",,,,,"116 CAVALIER DR
LOWER SACKVILLE NS, NS B4C 3L9
(44.778578, -63.662231)"
"58","SOUTH SHORE REGIONAL          ","508","BRIDGEWATER JUNIOR HIGH SCHOOL                       ","                              ","                              ","       ","100 YORK ST                   ","BRIDGEWATER NS        ","B4V 1R3","9025418260  ","9025418270  ","BJHS@SSRSB.CA                                    ","JUNIOR              ",,"Middle Immersion",,,,"100 YORK ST
BRIDGEWATER NS, NS B4V 1R3
(44.376533, -64.522791)"
"52","STRAIT REGIONAL               ","471","FELIX MARCHAND EDUCATION CENTRE                             ","PO BOX 767                    ","LOUISDALE NS                  ","B0E 1V0","380 MAIN ST                   ","LOUISDALE NS          ","B0E 1V0","9023452560  ","9023452868  ","TANYA.SAMPSON@SRSB.CA                             ","ELEMENTARY                    ","Early Immersion",,,,,"380 MAIN ST
LOUISDALE NS, NS B0E 1V0
(46.022375, -61.53561)"
"54","HALIFAX REGIONAL              ","568","GORSEBROOK JUNIOR HIGH SCHOOL                               ","                              ","                              ","       ","5966 SOUTH ST                 ","HALIFAX NS            ","B3H 1S6","9024216758  ","9024212709  ","GJH@HRSB.CA                                    ","JUNIOR HIGH                   ","Early Immersion",,,,,"5966 SOUTH ST
HALIFAX NS, NS B3H 1S6
(44.636625, -63.584342)"
"55","ANNAPOLIS VALLEY REGIONAL     ","967","NORTHEAST KINGS EDUCATION CENTRE                            ","                              ","                              ","       ","1816 BAINS RD                 ","CANNING NS            ","B0P 1H0","9025822040  ","9025822044  ","NKEC@AVRSB.CA                                     ","ELEMENTARY/JUNIOR/SENIOR      ","Early Immersion",,,,,"1816 BAINS RD
CANNING NS, NS B0P 1H0
(45.162418, -64.441836)"
"54","HALIFAX REGIONAL              ","607","JOHN W. MACLEOD-FLEMING TOWER ELEMENTARY SCHOOL  (2 SITES)         ","                              ","                              ","       ","159 PURCELL'S COVE RD/ 25 RANDOLPH ST         ","HALIFAX NS            ","B3P 1B7","9024794437  ","9024794442  ","JWM@HRSB.CA                                    ","ELEMENTARY                    ","Early Immersion",,,,,"159 PURCELL'S COVE RD/ 25 RANDOLPH ST
HALIFAX NS, NS B3P 1B7"
"58","SOUTH SHORE REGIONAL          ","917","HEBBVILLE ACADEMY                                           ","                              ","                              ","       ","16147 HWY 3                   ","HEBBVILLE NS          ","B4V 6Y1","9025418280  ","9025418290  ","HA@SSRSB.CA                                       ","ELEMENTARY/JUNIOR             ",,,"Late Immersion","Intensive French",,"16147 HWY 3
HEBBVILLE NS, NS B4V 6Y1
(44.321029, -64.561443)"
"59","TRI-COUNTY REGIONAL           ","977","ST. MARY'S BAY ACADEMY                                      ","RR 1                          ","ST BERNARD NS                 ","B0W 3T0","4079 HWY 1                    ","WEYMOUTH NS           ","B0W 3T0","9028372340  ","9028372345  ","SMBA@TCRSB.CA                                     ","JUNIOR/SENIOR                 ",,,,,"Intergrated French","4079 HWY 1
WEYMOUTH NS, NS B0W 3T0
(44.405536, -66.017179)"
"55","ANNAPOLIS VALLEY REGIONAL     ","71","WEST KINGS DISTRICT HIGH SCHOOL                             ","                              ","                              ","       ","1941 HWY 1                    ","AUBURN NS             ","B0P 1A0","9028474440  ","9028474444  ","WKDHS@AVRSB.CA                                    ","JUNIOR/SENIOR                 ","Early Immersion",,"Late Immersion",,,"1941 HWY 1
AUBURN NS, NS B0P 1A0
(45.017765, -64.877766)"
"54","HALIFAX REGIONAL              ","739","ASTRAL DRIVE ELEMENTARY SCHOOL                              ","                              ","                              ","       ","236 ASTRAL DR                 ","DARTMOUTH NS          ","B2V 1B8","9024628500  ","9024628600  ","ADE@HRSB.CA                                    ","ELEMENTARY                    ","Early Immersion",,,,,"236 ASTRAL DR
DARTMOUTH NS, NS B2V 1B8
(44.654202, -63.48013)"
"53","CHIGNECTO-CENTRAL REGIONAL    ","45","TRURO JUNIOR HIGH SCHOOL                                    ","                              ","                              ","       ","445 YOUNG ST                  ","TRURO NS              ","B2N 7H9","9028965550  ","9028965559  ","MACLEANAM@CCRSB.CA                                ","ELEMENTARY/JUNIOR             ","Early Immersion",,,,"Integrated French","445 YOUNG ST
TRURO NS, NS B2N 7H9
(45.347252, -63.273508)"
"54","HALIFAX REGIONAL              ","277","SIR JOHN A. MACDONALD HIGH SCHOOL                           ","                              ","                              ","       ","31 SCHOLARS RD                ","UPPER TANTALLON NS    ","B3Z 0C3","9028263222  ","9028263220  ","SJA@HRSB.CA                                    ","SENIOR HIGH                   ","Early Immersion",,"Late Immersion",,,"31 SCHOLARS RD
UPPER TANTALLON NS, NS B3Z 0C3
(44.696881, -63.865259)"
"54","HALIFAX REGIONAL              ","1149","MUSQUODOBOIT RURAL HIGH SCHOOL                              ","                              ","                              ","       ","11980 HWY 224                 ","MIDDLE MUSQUODOBOIT NS","B0N 1X0","9023842320  ","9023842321  ","MRHS@HRSB.CA                                   ","JUNIOR/SENIOR                 ",,,,,"Integrated French","11980 HWY 224
MIDDLE MUSQUODOBOIT NS, NS B0N 1X0
(45.051842, -63.133102)"
"54","HALIFAX REGIONAL              ","97","AUBURN DRIVE HIGH SCHOOL                                    ","                              ","                              ","       ","300 AUBURN DR                 ","DARTMOUTH NS          ","B2W 6E9","9024626900  ","9024626950  ","ADHS@HRSB.CA                                   ","SENIOR HIGH                   ","Early Immersion",,"Late Immersion",,,"300 AUBURN DR
DARTMOUTH NS, NS B2W 6E9
(44.688337, -63.483561)"
"55","ANNAPOLIS VALLEY REGIONAL     ","712","MIDDLETON REGIONAL HIGH SCHOOL                              ","                              ","                              ","       ","18 GATES AVE                  ","MIDDLETON NS          ","B0S 1P0","9028255350  ","9028255355  ","MRHS@AVRSB.CA                                     ","ELEMENTARY/JUNIOR/SENIOR      ",,,,,"Integrated French","18 GATES AVE
MIDDLETON NS, NS B0S 1P0
(44.942004, -65.071906)"
"54","HALIFAX REGIONAL              ","941","SEASIDE ELEMENTARY SCHOOL                                   ","                              ","                              ","       ","1881 CALDWELL RD              ","EASTERN PASSAGE NS    ","B3G 1J3","9024657600  ","9024658662  ","SEASIDE@HRSB.CA                                ","ELEMENTARY                    ","Early Immersion",,,,,"1881 CALDWELL RD
EASTERN PASSAGE NS, NS B3G 1J3
(44.608198, -63.470701)"
"55","ANNAPOLIS VALLEY REGIONAL     ","753","EVANGELINE MIDDLE SCHOOL                                    ","                              ","                              ","       ","9387 COMMERCIAL ST            ","NEW MINAS NS          ","B4N 3G3","9026814910  ","9026814909  ","EMS@AVRSB.CA                                      ","ELEMENTARY/JUNIOR             ","Early Immersion",,,,,"9387 COMMERCIAL ST
NEW MINAS NS, NS B4N 3G3
(45.071826, -64.436645)"
"59","TRI-COUNTY REGIONAL           ","410","MAPLE GROVE EDUCATION CENTRE                                ","                              ","                              ","       ","52 GROVE MEMORIAL DR          ","HEBRON NS             ","B0W 1X0","9027495160  ","9027495170  ","MGEC@TCRSB.CA                                     ","JUNIOR HIGH                   ","Early Immersion",,"Late Immersion",,,"52 GROVE MEMORIAL DR
HEBRON NS, NS B0W 1X0
(43.892313, -66.089921)"
"54","HALIFAX REGIONAL              ","516","CALEDONIA JUNIOR HIGH SCHOOL                                ","                              ","                              ","       ","38 CALEDONIA RD               ","DARTMOUTH NS          ","B2X 1K8","9024358413  ","9024358425  ","CJHS@HRSB.CA                                   ","JUNIOR HIGH                   ",,,"Late Immersion",,,"38 CALEDONIA RD
DARTMOUTH NS, NS B2X 1K8
(44.686931, -63.530489)"
"54","HALIFAX REGIONAL              ","306","HAMMONDS PLAINS CONSOLIDATED SCHOOL                         ","                              ","                              ","       ","2180 HAMMONDS PLAINS RD       ","HAMMONDS PLAINS NS    ","B4B 1M5","9028328412  ","9028328420  ","HPCS@HRSB.CA                                   ","ELEMENTARY                    ","Early Immersion",,,,,"2180 HAMMONDS PLAINS RD
HAMMONDS PLAINS NS, NS B4B 1M5
(44.734642, -63.790379)"
"55","ANNAPOLIS VALLEY REGIONAL     ","993","AVON VIEW HIGH SCHOOL                                       ","PO BOX 700                    ","WINDSOR NS                    ","B0N 2T0","225 PAYZANT DR                ","WINDSOR NS            ","B0N 2T0","9027926740  ","9027926762  ","AVHS@AVRSB.CA                                     ","JUNIOR/SENIOR                 ",,,,"Late Immersion","Integrated French","225 PAYZANT DR
WINDSOR NS, NS B0N 2T0
(44.980126, -64.118877)"
