"year","board_code","board_name","school_code","school_name","mail_address_line_1","mail_address_line_2","mailing_postal_code","civic_address_line_1","civic_address_line_2","civic_postal_code","telephone","fax","email","georeference"
"2021-2022","54","Halifax Regional Centre for Education","1193","Dartmouth South Academy","111 Prince Arthur Avenue","Dartmouth","B2Y 0C5","111 Prince Arthur Avenue","Dartmouth","B2Y 0C5","902-464-2081","902-461-0199","dsa@hrce.ca","POINT (-63.548716 44.664764)"
"2021-2022","54","Halifax Regional Centre for Education","518","Dartmouth High","95 Victoria Rd","Dartmouth","B3A 1V2","95 Victoria Rd","Dartmouth","B3A 1V2","902-464-2457","902-464-2384","dhs@hrce.ca","POINT (-63.572268 44.672093)"
"2021-2022","54","Halifax Regional Centre for Education","605","Cunard Junior High","121 Williams Lake Road","Halifax","B3P 1T6","121 Williams Lake Road","Halifax","B3P 1T6","902-479-4418","902-479-4425","cunard@hrce.ca","POINT (-63.603372 44.620934)"
"2021-2022","54","Halifax Regional Centre for Education","517","Crichton Park Elementary","49 Lyngby Avenue","Dartmouth","B3A 3V1","49 Lyngby Avenue","Dartmouth","B3A 3V1","902-464-2503","902-464-2770","crichton@hrce.ca","POINT (-63.564166 44.682806)"
"2021-2022","54","Halifax Regional Centre for Education","339","Colonel John Stuart Elementary","5 John Stewart Drive","Cole Harbour","B2W 4J7","5 John Stewart Drive","Cole Harbour","B2W 4J7","902-464-5200","902-464-5247","cjses@hrce.ca","POINT (-63.478997 44.6739)"
"2021-2022","54","Halifax Regional Centre for Education","357","Cole Harbour District High","2 Chameau Cres","Cole Harbour","B2W 4X4","2 Chameau Cres","Cole Harbour","B2W 4X4","902-464-5220","902-464-5241","chdhs@hrce.ca","POINT (-63.49061 44.681363)"
"2021-2022","54","Halifax Regional Centre for Education","352","Colby Village Elementary","92 Colby Drive","Dartmouth","B2V 1J7","92 Colby Drive","Dartmouth","B2V 1J7","902-464-5152","902-464-5154","cves@hrce.ca","POINT (-63.484835 44.666148)"
"2021-2022","54","Halifax Regional Centre for Education","600","Clayton Park Junior High","45 Plateau Crescent","Halifax","B3M 2V7","45 Plateau Crescent","Halifax","B3M 2V7","902-457-8930","902-457-1646","cpjh@hrce.ca","POINT (-63.64246 44.661353)"
"2021-2022","54","Halifax Regional Centre for Education","1109","Citadel High","1855 Trollope St","Halifax","B3H 0A4","1855 Trollope St","Halifax","B3H 0A4","902-491-4444","902-491-1700","chs@hrce.ca","POINT (-63.585692 44.647545)"
"2021-2022","54","Halifax Regional Centre for Education","596","Chebucto Heights Elementary","230 Cowie Hill Road","Halifax","B3P 2M3","230 Cowie Hill Road","Halifax","B3P 2M3","902-479-4298","902-479-4408","ches@hrce.ca","POINT (-63.623847 44.629746)"
"2021-2022","54","Halifax Regional Centre for Education","1183","Charles P Allen High","200 Innovation Drive","Bedford","B4B 0G4","200 Innovation Drive","Bedford","B4B 0G4","902-832-8964","902-832-8981","cpah@hrce.ca","POINT (-63.699226 44.721958)"
"2021-2022","54","Halifax Regional Centre for Education","611","Central Spryfield","364 Herring Cove Road","Halifax","B3R 1V8","364 Herring Cove Road","Halifax","B3R 1V8","902-479-4286","902-479-4295","cses@hrce.ca","POINT (-63.617664 44.611614)"
"2021-2022","54","Halifax Regional Centre for Education","743","Cavalier Drive","116 Cavalier Drive","Lower Sackville","B4C 3L9","116 Cavalier Drive","Lower Sackville","B4C 3L9","902-864-7524","902-864-7554","cds@hrce.ca","POINT (-63.662085 44.778328)"
"2021-2022","54","Halifax Regional Centre for Education","312","Caudle Park Elementary","35 McGee Drive","Lower Sackville","B4C 2J1","35 McGee Drive","Lower Sackville","B4C 2J1","902-864-6864","902-864-6896","cpes@hrce.ca","POINT (-63.663046 44.765805)"
"2021-2022","54","Halifax Regional Centre for Education","516","Caledonia Junior High","38 Caledonia Road","Dartmouth","B2X 1K8","38 Caledonia Road","Dartmouth","B2X 1K8","902-435-8413","902-435-8425","cjhs@hrce.ca","POINT (-63.530451 44.686843)"
"2021-2022","54","Halifax Regional Centre for Education","319","Caldwell Road Elementary","280 Caldwell Road","Dartmouth","B2V 1A3","280 Caldwell Road","Dartmouth","B2V 1A3","902-462-6010","902-462-6017","cres@hrce.ca","POINT (-63.492711 44.660536)"
"2021-2022","54","Halifax Regional Centre for Education","595","Burton Ettinger Elementary","52 Alex Street","Halifax","B3N 2W4","52 Alex Street","Halifax","B3N 2W4","902-457-8922","902-457-8928","bees@hrce.ca","POINT (-63.6363 44.652363)"
"2021-2022","54","Halifax Regional Centre for Education","286","Brookside Junior High","2239 Prospect Road","Hatchet Lake","B3T 1R8","2239 Prospect Road","Hatchet Lake","B3T 1R8","902-852-2062","902-852-5530","bjhs@hrce.ca","POINT (-63.730419 44.561941)"
"2021-2022","54","Halifax Regional Centre for Education","519","Brookhouse Elementary","15 Christopher Avenue","Dartmouth","B2W 3G2","15 Christopher Avenue","Dartmouth","B2W 3G2","902-435-8318","902-435-8323","bes@hrce.ca","POINT (-63.52195 44.679748)"
"2021-2022","54","Halifax Regional Centre for Education","515","Bicentennial","85 Victoria Road","Dartmouth","B3A 1T9","85 Victoria Road","Dartmouth","B3A 1T9","902-464-2094","902-464-2098","bicent@hrce.ca","POINT (-63.570855 44.671206)"
"2021-2022","54","Halifax Regional Centre for Education","322","Bell Park Academic Centre","4 Thomas Street","Lake Echo","B3E 1M6","4 Thomas Street","Lake Echo","B3E 1M6","902-829-2388","902-829-2402","bpac@hrce.ca","POINT (-63.403502 44.732214)"
"2021-2022","54","Halifax Regional Centre for Education","514","Bel Ayr Elementary","4 Bell Street","Dartmouth","B2W 2P3","4 Bell Street","Dartmouth","B2W 2P3","902-435-8353","902-435-8373","belayr@hrce.ca","POINT (-63.50735 44.675983)"
"2021-2022","54","Halifax Regional Centre for Education","290","Beechville Lakeside Timberlea Senior Elementary","24 James Street","Timberlea","B3T 1G9","24 James Street","Timberlea","B3T 1G9","902-876-3230","902-876-7909","blt@hrce.ca","POINT (-63.743321 44.658511)"
"2021-2022","54","Halifax Regional Centre for Education","291","Beechville Lakeside Timberlea Junior Elementary","22 James Street","Timberlea","B3T 1G9","22 James Street","Timberlea","B3T 1G9","902-876-3236","902-876-3238","bltjr@hrce.ca","POINT (-63.742294 44.659033)"
"2021-2022","54","Halifax Regional Centre for Education","937","Bedford South","2 Oceanview Drive","Bedford","B4A 4J6","2 Oceanview Drive","Bedford","B4A 4J6","902-832-5800","902-832-5805","bedfords@hrce.ca","POINT (-63.679919 44.708968)"
"2021-2022","54","Halifax Regional Centre for Education","268","Bedford and Forsyth Education Centres","1658 Bedford Highway Suite 0070","Bedford","B4A 2X9","1658 Bedford Highway Suite 0070","Bedford","B4A 2X9","902-832-8630","902-832-2424","bfec@hrce.ca","POINT (-63.654777 44.735967)"
"2021-2022","54","Halifax Regional Centre for Education","752","Beaver Bank Monarch Drive Elementary","38 Monarch Drive","Beaver Bank","B4E 3A5","38 Monarch Drive","Beaver Bank","B4E 3A5","902-864-7540","902-864-7543","bbmon@hrce.ca","POINT (-63.682138 44.810983)"
"2021-2022","54","Halifax Regional Centre for Education","304","Beaver Bank Kinsac Elementary","28 Kinsac Road","Beaver Bank","B4G 1C5","28 Kinsac Road","Beaver Bank","B4G 1C5","902-864-6805","902-864-6809","bbks@hrce.ca","POINT (-63.683952 44.84851)"
"2021-2022","54","Halifax Regional Centre for Education","277","Bay View High","31 Scholars Rd","Upper Tantallon","B3Z 0C3","31 Scholars Rd","Upper Tantallon","B3Z 0C3","902-826-3222","902-826-3220","bvh@hrce.ca","POINT (-63.865531 44.696994)"
"2021-2022","54","Halifax Regional Centre for Education","104","Basinview Drive Community","273 Basinview Drive","Bedford","B4A 3X8","273 Basinview Drive","Bedford","B4A 3X8","902-832-8450","902-832-8461","bdcs@hrce.ca","POINT (-63.67882 44.723357)"
"2021-2022","54","Halifax Regional Centre for Education","97","Auburn Drive High","300 Auburn Drive","Dartmouth","B2W 6E9","300 Auburn Drive","Dartmouth","B2W 6E9","902-462-6900","902-462-6950","adhs@hrce.ca","POINT (-63.483528 44.688369)"
"2021-2022","54","Halifax Regional Centre for Education","326","Atlantic View Elementary","3391 Lawrencetown Road","Lawrencetown","B2Z 1R5","3391 Lawrencetown Road","Lawrencetown","B2Z 1R5","902-464-5245","902-464-5246","atvs@hrce.ca","POINT (-63.376188 44.668432)"
"2021-2022","54","Halifax Regional Centre for Education","425","Atlantic Memorial Terence Bay Elementary","3591 Prospect Road","Shad Bay","B3T 1Z3","3591 Prospect Road","Shad Bay","B3T 1Z3","902-852-2166","902-852-5514","amtb@hrce.ca","POINT (-63.77577 44.522842)"
"2021-2022","54","Halifax Regional Centre for Education","749","Astral Drive Junior High","238 Astral Drive","Dartmouth","B2V 1B8","238 Astral Drive","Dartmouth","B2V 1B8","902-462-8700","902-462-6047","adjh@hrce.ca","POINT (-63.47953 44.653643)"
"2021-2022","54","Halifax Regional Centre for Education","739","Astral Drive Elementary","236 Astral Drive","Dartmouth","B2V 1B8","236 Astral Drive","Dartmouth","B2V 1B8","902-462-8500","902-462-8600","ade@hrce.ca","POINT (-63.480598 44.654699)"
"2021-2022","54","Halifax Regional Centre for Education","317","Ash Lee Jefferson Elementary","10 Lockview Road","Fall River","B2T 1J1","10 Lockview Road","Fall River","B2T 1J1","902-860-4163","902-860-4191","aljs@hrce.ca","POINT (-63.615865 44.817675)"
"2021-2022","54","Halifax Regional Centre for Education","513","Alderney Elementary","2 Penhorn Drive","Dartmouth","B2Y 3K1","2 Penhorn Drive","Dartmouth","B2Y 3K1","902-464-2040","902-464-2686","alderney@hrce.ca","POINT (-63.546122 44.679479)"
"2021-2022","54","Halifax Regional Centre for Education","512","Admiral Westphal Elementary","6 Fourth Street","Dartmouth","B2X 3A5","6 Fourth Street","Dartmouth","B2X 3A5","902-435-8305","902-435-1749","awes@hrce.ca","POINT (-63.54535 44.686077)"
"2021-2022","54","Halifax Regional Centre for Education","228","A J Smeltzer Junior High","46 Prince Street","Lower Sackville","B4C 1L1","46 Prince Street","Lower Sackville","B4C 1L1","902-864-6846","902-864-6852","ajs@hrce.ca","POINT (-63.670823 44.765331)"
"2021-2022","53","Chignecto Central Regional Centre for Education","1148","Winding River Consolidated","PO Box 249","Stewiacke","B0N 2J0","272 Kitchener Street","Stewiacke","B0N 2J0","902-639-3199","902-639-3196","OakleyC@ccrce.ca","POINT (-63.329959 45.134379)"
"2021-2022","53","Chignecto Central Regional Centre for Education","407","West Pictou Consolidated School","1999 Highway 376","Pictou","B0K 1H0","1999 Highway 376","Pictou","B0K 1H0","902-485-7960","902-485-7966","TurnerCA@ccrce.ca","POINT (-62.795265 45.657267)"
"2021-2022","53","Chignecto Central Regional Centre for Education","1190","West Highlands Elementary School","18 Maltby Court","Amherst","B4H 2L6","18 Maltby Court","Amherst","B4H 2L6","902-661-2420","902-661-2440","RiouxK@ccrce.ca","POINT (-64.212492 45.819242)"
"2021-2022","53","Chignecto Central Regional Centre for Education","662","West End Memorial School","77 McGee Street","Springhill","B0M 1X0","77 McGee Street","Springhill","B0M 1X0","902-597-4242","902-597-4248","hoarp@ccrce.ca","POINT (-64.065205 45.641025)"
"2021-2022","53","Chignecto Central Regional Centre for Education","29","West Colchester Consolidated School","27 Maple Ave.","Bass River","B0M 1B0","27 Maple Ave.","Bass River","B0M 1B0","902-647-3500","902-647-3505","boertjess@ccrce.ca","POINT (-63.780168 45.415014)"
"2021-2022","53","Chignecto Central Regional Centre for Education","3","Walter Duggan Consolidated School","2370 Spring Garden Road","Westville","B0K 2A0","2370 Spring Garden Road","Westville","B0K 2A0","902-396-2700","902-396-2707","SlaterA@ccrce.ca","POINT (-62.718884 45.569044)"
"2021-2022","53","Chignecto Central Regional Centre for Education","227","Wallace Consolidated Elementary School","3853 Highway 307","Wallace","B0K 1Y0","3853 Highway 307","Wallace","B0K 1Y0","902-257-6100","902-257-6102","DornDG@ccrce.ca","POINT (-63.472817 45.812171)"
"2021-2022","53","Chignecto Central Regional Centre for Education","12","Valley Elementary School","96 Salmon River Road","Valley","B6L 2S5","96 Salmon River Road","Valley","B6L 2S5","902-896-5540","902-896-5544","WallK@ccrce.ca","POINT (-63.204264 45.393131)"
"2021-2022","53","Chignecto Central Regional Centre for Education","18","Upper Stewiacke Elementary School","5327 Highway 289","Upper Stewiacke","B0N 2P0","5327 Highway 289","Upper Stewiacke","B0N 2P0","902-671-3000","902-671-3002","dalrymplesa@ccrce.ca","POINT (-62.994956 45.219582)"
"2021-2022","53","Chignecto Central Regional Centre for Education","40","Uniacke District School","551 Highway 1","Mount Uniacke","B0N 1Z0","551 Highway 1","Mount Uniacke","B0N 1Z0","902-866-5100","902-866-5105","KingJL2@ccrce.ca","POINT (-63.823825 44.887241)"
"2021-2022","53","Chignecto Central Regional Centre for Education","45","Truro Middle School","445 Young Street","Truro","B2N 7H9","445 Young Street","Truro","B2N 7H9","902-896-5550","902-896-5559","FoxT@ccrce.ca","POINT (-63.273647 45.347624)"
"2021-2022","53","Chignecto Central Regional Centre for Education","1146","Truro Elementary School","125 Curtis Drive","Truro","B2N 0C5","125 Curtis Drive","Truro","B2N 0C5","902-896-5755","902-896-5786","weatherbeekl@ccrce.ca","POINT (-63.284127 45.34726)"
"2021-2022","53","Chignecto Central Regional Centre for Education","690","Trenton Middle School","P.O. Box 10","Trenton","B0K 1X0","37 Dickie Street","Trenton","B0K 1X0","902-755-8440","902-755-8444","ClarkeM@ccrce.ca","POINT (-62.633424 45.613514)"
"2021-2022","53","Chignecto Central Regional Centre for Education","692","Trenton Elementary School","1 Sixth Street","Trenton","B0K 1X0","1 Sixth Street","Trenton","B0K 1X0","902-755-8460","902-755-8466","FortuneM@ccrce.ca","POINT (-62.633541 45.616165)"
"2021-2022","53","Chignecto Central Regional Centre for Education","428","Thorburn Consolidated School","13 New Row","Thorburn","B0K 1W0","13 New Row","Thorburn","B0K 1W0","902-922-3840","902-922-3844","barkersp@ccrce.ca","POINT (-62.563033 45.561594)"
"2021-2022","53","Chignecto Central Regional Centre for Education","1195","Tatamagouche Regional Academy","92 Blair Ave","Tatamagouche","B0K 1V0","92 Blair Ave","Tatamagouche","B0K 1V0","902-657-6235","902-657-6210","HolmesB@ccrce.ca","POINT (-63.298645 45.713455)"
"2021-2022","53","Chignecto Central Regional Centre for Education","658","Springhill Junior-Senior High School","84 Church Street","Springhill","B0M 1X0","84 Church Street","Springhill","B0M 1X0","902-597-4250","902-597-4251","conronb@ccrce.ca","POINT (-64.057157 45.64527)"
"2021-2022","53","Chignecto Central Regional Centre for Education","1105","Spring Street Academy","59 Spring Street","Amherst","B4H 1S4","59 Spring Street","Amherst","B4H 1S4","902-661-2499","902-661-2431","JanesH@ccrce.ca","POINT (-64.202732 45.831667)"
"2021-2022","53","Chignecto Central Regional Centre for Education","992","South Colchester Academy","207 Highway 289","Brookfield","B0N 1C0","207 Highway 289","Brookfield","B0N 1C0","902-673-5000","902-673-5005","ArmstrongS@ccrce.ca","POINT (-63.267158 45.256601)"
"2021-2022","53","Chignecto Central Regional Centre for Education","34","Shubenacadie District Elementary School","54 Mill Village Rd","Shubenacadie","B0N 2H0","54 Mill Village Rd","Shubenacadie","B0N 2H0","902-758-4600","902-758-4608","HarveyC@ccrce.ca","POINT (-63.413287 45.087378)"
"2021-2022","53","Chignecto Central Regional Centre for Education","4","Scotsburn Elementary School","4100 Scotsburn Road","Scotsburn","B0K 1R0","4100 Scotsburn Road","Scotsburn","B0K 1R0","902-485-7980","902-485-7981","McCarronG@ccrce.ca","POINT (-62.856434 45.653811)"
"2021-2022","53","Chignecto Central Regional Centre for Education","441","Salt Springs Elementary School","2080 West River Station Road","Pictou Co","B0K 1P0","2080 West River Station Road","Pictou Co","B0K 1P0","902-925-6000","902-925-6006","NelsonRD@ccrce.ca","POINT (-62.892456 45.532369)"
"2021-2022","53","Chignecto Central Regional Centre for Education","923","Riverside Education Centre","6 Riverside Drive","Milford","B0N 1Y0","6 Riverside Drive","Milford","B0N 1Y0","902-758-4660","902-758-4666","GattoSC@ccrce.ca","POINT (-63.439276 45.045216)"
"2021-2022","53","Chignecto Central Regional Centre for Education","251","River Hebert District School","2843 Barronsfield Rd.","River Hebert","B0L 1G0","2843 Barronsfield Rd.","River Hebert","B0L 1G0","902-251-3200","902-251-3210","SpenceD@ccrce.ca","POINT (-64.377985 45.692545)"
"2021-2022","53","Chignecto Central Regional Centre for Education","916","Redcliff Middle School","33 Sunset Lane","Valley","B6L 4K1","33 Sunset Lane","Valley","B6L 4K1","902-896-5520","902-896-5514","hazeltond@ccrce.ca","POINT (-63.218564 45.382025)"
"2021-2022","53","Chignecto Central Regional Centre for Education","39","Rawdon District Elementary School","3713 Highway 354","Upper Rawdon","B0N 2N0","3713 Highway 354","Upper Rawdon","B0N 2N0","902-632-6660","902-632-6662","ReadA@ccrce.ca","POINT (-63.710987 45.070033)"
"2021-2022","53","Chignecto Central Regional Centre for Education","252","Pugwash District High School","PO Box 100","Pugwash","B0K 1L0","192 Church Street","Pugwash","B0K 1L0","902-243-3930","902-243-3940","BruntSE@ccrce.ca","POINT (-63.659347 45.855019)"
"2021-2022","53","Chignecto Central Regional Centre for Education","650","Pictou Academy","200 Louise St","Pictou","B0K 1H0","200 Louise St","Pictou","B0K 1H0","902-485-7200","N/A","pettipassa@ccrce.ca","POINT (-62.710049 45.68032)"
"2021-2022","53","Chignecto Central Regional Centre for Education","715","Parrsboro Regional High","P. O. Box 370","Parrsboro","B0M 1S0","109 King St.","Parrsboro","B0M 1S0","902-254-5600","902-254-5660","RochonP@ccrce.ca","POINT (-64.329584 45.405771)"
"2021-2022","53","Chignecto Central Regional Centre for Education","649","Parrsboro Regional Elementary School","PO Box 631","Parrsboro","B0M 1S0","43 School Street","Parrsboro","B0M 1S0","902-254-5605","902-254-5609","collinsonn@ccrce.ca","POINT (-64.327969 45.405355)"
"2021-2022","53","Chignecto Central Regional Centre for Education","1151","Oxford Regional Education Centre","249 Lower Main St","Oxford","B0M 1P0","249 Lower Main St","Oxford","B0M 1P0","902-447-4513","902-447-4517","StarrattD@ccrce.ca","POINT (-63.863141 45.738851)"
"2021-2022","53","Chignecto Central Regional Centre for Education","989","Northumberland Regional High School","104 Alma Road","Alma","B0K 2A0","104 Alma Road","Alma","B0K 2A0","902-396-2750","902-396-2755","otoolem@ccrce.ca","POINT (-62.761131 45.582556)"
"2021-2022","53","Chignecto Central Regional Centre for Education","231","Northport Consolidated Elementary School","7110 Highway 366","Northport","B0L 1E0","7110 Highway 366","Northport","B0L 1E0","902-661-2490","902-661-2491","TrenholmA@ccrce.ca","POINT (-63.871803 45.941223)"
"2021-2022","53","Chignecto Central Regional Centre for Education","9","North River Elementary School","80 Mountain Lee Road","North River","B6L 6M2","80 Mountain Lee Road","North River","B6L 6M2","902-896-5530","902-896-5532","bishopameroha@ccrce.ca","POINT (-63.263064 45.400818)"
"2021-2022","53","Chignecto Central Regional Centre for Education","988","North Nova Education Centre","343 Park Street","New Glasgow","B2H 6B2","343 Park Street","New Glasgow","B2H 6B2","902-755-8180","902-755-8185","FindlayAL@ccrce.ca","POINT (-62.633321 45.567459)"
"2021-2022","53","Chignecto Central Regional Centre for Education","1189","New Glasgow Academy","93 Albert Street","New Glasgow","B2H 5W8","93 Albert Street","New Glasgow","B2H 5W8","902-755-8400","902-755-8438","FrancisA@ccrce.ca","POINT (-62.637792 45.587241)"
"2021-2022","53","Chignecto Central Regional Centre for Education","971","McCulloch Education Centre","350 Wellington St PO Box 1120","Pictou","B0K 1H0","350 Wellington St","Pictou","B0K 1H0","902-485-7991","902-485-7992","macdonaldos@ccrce.ca","POINT (-62.709857 45.687404)"
"2021-2022","53","Chignecto Central Regional Centre for Education","949","Maple Ridge Elementary School","1066 Hwy 2","Lantz","B2S 1M8","1066 Hwy 2","Lantz","B2S 1M8","902-883-5361","902-883-5360","IsenorR@ccrce.ca","POINT (-63.488336 44.983268)"
"2021-2022","53","Chignecto Central Regional Centre for Education","38","Kennetcook District Elementary School","4369 Highway 236","Kennetcook","B0N 1P0","4369 Highway 236","Kennetcook","B0N 1P0","902-362-3300","902-362-3303","PeverilMF@ccrce.ca","POINT (-63.716456 45.181195)"
"2021-2022","53","Chignecto Central Regional Centre for Education","661","Junction Road Elementary School","PO Box 2139","Springhill","B0M 1X0","19 Junction Road","Springhill","B0M 1X0","902-597-4240","902-597-4247","MaddisonAlickS@ccrce.ca","POINT (-64.057753 45.652616)"
"2021-2022","53","Chignecto Central Regional Centre for Education","15","Hilden Elementary School","1737 Truro Road","Hilden","B0N 1C0","1737 Truro Road","Hilden","B0N 1C0","902-896-5750","902-896-5751","ClarkeJE@ccrce.ca","POINT (-63.289032 45.307892)"
"2021-2022","53","Chignecto Central Regional Centre for Education","1145","Harmony Heights Elementary","25 Cedar Drive","Truro","B2N 5W3","25 Cedar Drive","Truro","B2N 5W3","902-896-5798","902-897-8922","fitzgeraldd@ccrce.ca","POINT (-63.248374 45.363002)"
"2021-2022","53","Chignecto Central Regional Centre for Education","41","Hants North Rural High School","4369 Highway 236","Kennetcook","B0N 1P0","4369 Highway 236","Kennetcook","B0N 1P0","902-362-3300","902-362-3303","PeverilMF@ccrce.ca","POINT (-63.716456 45.181195)"
"2021-2022","53","Chignecto Central Regional Centre for Education","42","Hants East Rural High School","2331 Highway 2","Milford","B0N 1Y0","2331 Highway 2","Milford","B0N 1Y0","902-758-4620","902-758-4626","SearleLM@ccrce.ca","POINT (-63.430081 45.05659)"
"2021-2022","53","Chignecto Central Regional Centre for Education","26","Great Village Elementary School","8849 Highway 2","Great Village","B0M 1L0","8849 Highway 2","Great Village","B0M 1L0","902-668-6500","902-668-6506","kennedyka@ccrce.ca","POINT (-63.596285 45.412331)"
"2021-2022","53","Chignecto Central Regional Centre for Education","665","G.R. Saunders Elementary School","PO Box 1030","Stellarton","B0K 1S0","71 Bridge Avenue","Stellarton","B0K 1S0","902-755-8230","902-755-8238","cormierel@ccrce.ca","POINT (-62.665161 45.562129)"
"2021-2022","53","Chignecto Central Regional Centre for Education","414","F.H. MacDonald Academy","123 School Rd","Thorburn","B0K 1W0","123 School Rd","Thorburn","B0K 1W0","902-922-3805","902-922-3830","DoyleNM@ccrce.ca","POINT (-62.50841 45.59257)"
"2021-2022","53","Chignecto Central Regional Centre for Education","30","Enfield District School","29 Catherine Street","Enfield","B2T 1L4","29 Catherine Street","Enfield","B2T 1L4","902-883-5300","902-883-5302","knolt@ccrce.ca","POINT (-63.528931 44.952963)"
"2021-2022","53","Chignecto Central Regional Centre for Education","31","Elmsdale District Elementary School","75 MacMillan Drive","Elmsdale","B2S 1A5","75 MacMillan Drive","Elmsdale","B2S 1A5","902-883-5350","902-883-5353","LangilleLD@ccrce.ca","POINT (-63.523525 44.960086)"
"2021-2022","53","Chignecto Central Regional Centre for Education","750","E. B. Chandler Junior High School","PO Box 790","Amherst","B4H 4B9","28 Dickey Street","Amherst","B4H 4B9","902-661-2450","902-661-2455","beeds@ccrce.ca","POINT (-64.197212 45.83282)"
"2021-2022","53","Chignecto Central Regional Centre for Education","408","Dr. W.A. MacLeod Consolidated","6193 Trafalgar Road","Stellarton","B0K 1S0","6193 Trafalgar Road","Stellarton","B0K 1S0","902-755-8450","902-755-8455","StaceyRL@ccrce.ca","POINT (-62.665093 45.541829)"
"2021-2022","53","Chignecto Central Regional Centre for Education","28","Debert Elementary School","PO Box 279","Debert","B0M 1G0","1320 Masstown Road","Debert","B0M 1G0","902-662-4400","902-662-4404","fultzs@ccrce.ca","POINT (-63.460125 45.437532)"
"2021-2022","53","Chignecto Central Regional Centre for Education","230","Cyrus Eaton Elementary School","PO box 129","Pugwash","B0K 1L0","171 Queen Street","Pugwash","B0K 1L0","902-243-3900","902-243-3903","WellsSE@ccrce.ca","POINT (-63.660195 45.853112)"
"2021-2022","53","Chignecto Central Regional Centre for Education","1104","Cumberland North Academy","RR3","Brookdale","B4H 3Y1","879 Highway 204","Brookdale","B4H 3Y1","902-661-2464","902-661-2438","WellsK@ccrce.ca","POINT (-64.157401 45.801407)"
"2021-2022","53","Chignecto Central Regional Centre for Education","44","Cobequid Educational Centre","34 Lorne Street","Truro","B2N 3K3","34 Lorne Street","Truro","B2N 3K3","902-896-5700","902-896-5707","KaulbachW@ccrce.ca","POINT (-63.279399 45.368955)"
"2021-2022","53","Chignecto Central Regional Centre for Education","36","Cobequid District Elementary School","8993 Highway 354","Noel","B0N 2C0","8993 Highway 354","Noel","B0N 2C0","902-369-2960","902-369-2961","EikelenboomN@ccrce.ca","POINT (-63.746788 45.292051)"
"2021-2022","53","Chignecto Central Regional Centre for Education","14","Cobequid Consolidated Elementary School","2998 Highway 236","Old Barns","B6L 1K3","2998 Highway 236","Old Barns","B6L 1K3","902-896-5560","902-896-5565","McInnisND@ccrce.ca","POINT (-63.385396 45.35036)"
"2021-2022","53","Chignecto Central Regional Centre for Education","27","Chiganois Elementary School","11145 Hwy 2","Masstown","B0M 1G0","11145 Hwy 2","Masstown","B0M 1G0","902-662-4420","902-662-4422","HarnishK@ccrce.ca","POINT (-63.466347 45.384338)"
"2021-2022","53","Chignecto Central Regional Centre for Education","20","Central Colchester Junior High","61 Onslow Road","Central Onslow","B6L 5K4","61 Onslow Road","Central Onslow","B6L 5K4","902-896-5570","902-896-5575","macphersonc@ccrce.ca","POINT (-63.323358 45.379119)"
"2021-2022","53","Chignecto Central Regional Centre for Education","1198","CCRCE Alternate High School","37 Dickie Street","Trenton","B0K 1X0","37 Dickie Street","Trenton","B0K 1X0","902-755-8165","902-755-8155","CallaghanK@ccrce.ca","POINT (-62.633424 45.613514)"
"2021-2022","53","Chignecto Central Regional Centre for Education","16","Brookfield Elementary School","233 Highway 289","Brookfield","B0N 1C0","233 Highway 289","Brookfield","B0N 1C0","902-673-5050","902-673-5052","OLearyK@ccrce.ca","POINT (-63.265069 45.257079)"
"2021-2022","53","Chignecto Central Regional Centre for Education","7","Bible Hill Junior High School","741 College Rd","Truro","B2N 5Y9","741 College Rd","Truro","B2N 5Y9","902-896-5500","902-896-5504","TaitKA@ccrce.ca","POINT (-63.23311 45.377973)"
"2021-2022","53","Chignecto Central Regional Centre for Education","1194","Bible Hill Consolidated School","103 Pictou Road","Truro","B2N 2S2","103 Pictou Road","Truro","B2N 2S2","902-896-5511","902-896-5516","FougereKJ@ccrce.ca","POINT (-63.259464 45.375883)"
"2021-2022","53","Chignecto Central Regional Centre for Education","705","Amherst Regional High","190 Willow Street","Amherst","B4H 3W5","190 Willow Street","Amherst","B4H 3W5","902-661-2540","902-661-2535","stubberta@ccrce.ca","POINT (-64.188628 45.829855)"
"2021-2022","53","Chignecto Central Regional Centre for Education","248","Advocate District School","PO Box 62","Advocate Harbour","B0M 1A0","3521 Highway 209","Advocate","B0M 1A0","902-392-3400","902-392-3401","JewersW@ccrce.ca","POINT (-64.788232 45.34086)"
"2021-2022","53","Chignecto Central Regional Centre for Education","639","A. G. Baillie Memorial School","477 Victoria Ave Ext.","New Glasgow","B2H 1X1","477 Victoria Ave Ext.","New Glasgow","B2H 1X1","902-755-8240","902-755-8255","mcneilap@ccrce.ca","POINT (-62.657203 45.595085)"
"2021-2022","52","Strait Regional Centre for Education","388","Whycocomagh Education Centre","PO Box 160","Whycocomagh","B0E 3M0","50 Norman McLeod Rd","Whycocomagh","B0E 3M0","902-756-2441","902-756-3882","melaniem.macdonald@srce.ca","POINT (-61.124852 45.971959)"
"2021-2022","52","Strait Regional Centre for Education","936","Tamarac Education Centre","57 Tamarac Dr","Port Hawkesbury","B9A 3G2","57 Tamarac Dr","Port Hawkesbury","B9A 3G2","902-625-6650","902-625-6654","Rick.Welton@srce.ca","POINT (-61.339502 45.622392)"
