"year","grade_level","assessment","program","board","sex","adaptation","ipp","exemption","eligible","reading_score","reading_level","writing_ideas","writing_organization","writing_language_use","writing_conventions"
"2019-20","6","RW","English","CBVRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","575.89","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","619.72","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","557.51","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","489.76","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","687.76","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","440.28","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","455.7","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","649.04","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","448.69","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","556.42","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","573.4","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","482.55","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","AVRCE","F",,,,"Yes","452.2","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","AVRCE","M","Yes",,,"Yes","328.35","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","AVRCE","F","Yes",,,"Yes","322.2","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","AVRCE","F",,,,"Yes","578.42","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","380.53","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","F",,,,"Yes","605.25","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","653.58","Level 4","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","578.5","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","580.56","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","553.6","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M","Yes",,,"Yes","354.55","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","675.29","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","574.55","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M",,,,"Yes","382.68","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","French Imm","HRCE","F","Yes",,,"Yes","433.66","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","377.68","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","393.53","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CCRCE","M",,,,"Yes","604.28","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CCRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","HRCE","F",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CCRCE","M",,,,"Yes","648.23","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","CSAP","CSAP","M","Yes",,,"Yes","455.44","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","316.22","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","316.04","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","448.46","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","507.03","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","478.75","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","327.87","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","373.81","Level 2","Level 1","Level 1","Level 1","Level 1"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","528.5","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","388.7","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","584.71","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","600.11","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","TCRCE","F",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","HRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","TCRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","SRCE","M",,,,"Yes","505.73","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SRCE","M",,,,"Yes","591.12","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M","Yes",,,"Yes","620.67","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","414.04","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SRCE","M",,,,"Yes","526.52","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","378.86","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","M","Yes",,,"Yes","406.34","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","396.25","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","415.48","Level 2","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","French Imm","SRCE","M",,,,"Yes","328.03","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","448.36","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","632.59","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","553.71","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","701.82","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","304.93","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","570.08","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","345.1","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M","Yes",,,"Yes","414.09","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","721.21","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","629.01","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","383.74","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F","Yes",,,"Yes","415.21","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes",,"Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2019-20","6","RW","CSAP","CSAP","M","Yes",,,"Yes","373.1","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","633.81","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","276.37","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","545","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CCRCE","M","Yes",,,"Yes","392.38","Level 2","Level 1","Level 1","Level 1","Level 1"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes",,"Not enough evidence","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","472.49","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","403.65","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","389.29","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","523.74","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","520.26","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","517.83","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M","Yes",,,"Yes","498.33","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","470.23","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","361.68","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","434.66","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","465.49","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","388.53","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","TCRCE","M",,,,"Yes","319.18","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SRCE","M",,,,"Yes","384.57","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","380.41","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","447.83","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","504.85","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","474.75","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","378.78","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","354.79","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","590.21","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","396.79","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","578.76","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","497.71","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","429.4","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","443.28","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","616.84","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","659.1","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","510.56","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","412.05","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","605.15","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","560.49","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","364.28","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","576.96","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","509.35","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","246.28","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","401.27","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","610.76","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","F",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","F",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","548.8","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","538.22","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","540.04","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","517.71","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","470.19","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","405.65","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","538.1","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","429.48","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","417.7","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","521.91","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","468.12","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CCRCE","M",,,,"Yes","465.76","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M",,,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","549.88","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","F",,,,"Yes","488.75","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","F",,,,"Yes","652.9","Level 4","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M",,,,"Yes","615.41","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CCRCE","F",,,,"Yes","516.78","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","364.41","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","269.74","Level 1","Level 1","Level 1","Level 1","Level 1"
"2019-20","6","RW","English","SSRCE","M","Yes",,,"Yes","454.92","Level 3","Level 1","Level 1","Level 1","Level 1"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","329.21","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","507.81","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","350.35","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","525.76","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","599.31","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","624.25","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","507.8","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","343.54","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","400.05","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","537.58","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","459.63","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","TCRCE","F",,,,"Yes","404.53","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","TCRCE","F",,,,"Yes","635.08","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","411.13","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","462.25","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","581.65","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","French Imm","TCRCE","M",,,,"Yes","548.42","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","French Imm","TCRCE","F",,,,"Yes","435.11","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","TCRCE","M",,,,"Yes","666.57","Level 4","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","TCRCE","F",,,,"Yes","570.72","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","TCRCE","F",,,,"Yes","551.67","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","580.87","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","427.47","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","463.27","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","388.26","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","409.87","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","414.9","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","623.09","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","508.9","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","490.07","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","433.09","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","491.73","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","452.06","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","505.4","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","474.91","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","622.45","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","555.77","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","432.33","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","332.26","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","514.09","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","606.35","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","627.22","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","482.13","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","553.94","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","673.09","Level 4","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","514.67","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","467.58","Level 3","Level 1","Level 1","Level 1","Level 1"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","493.97","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","AVRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","AVRCE","M",,,,"Yes","394.78","Level 2","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2019-20","6","RW","English","AVRCE","M",,,,"Yes","461.95","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","487.18","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SRCE","M","Yes",,,"Yes","507.56","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CCRCE","M",,,,"Yes","586.67","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","SRCE","M",,,,"Yes","401.52","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","477.52","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","French Imm","SSRCE","F",,,,"Yes","565.8","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","SSRCE","F",,,,"Yes","638.66","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","French Imm","SSRCE","M",,,,"Yes","452.94","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","590.5","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","353.75","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","French Imm","SSRCE","F",,,,"Yes","530.96","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","379.41","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","French Imm","HRCE","M",,,,"Yes","398.87","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","453.22","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","412.62","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","427.04","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","604.32","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","653.13","Level 4","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","580.55","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","425.79","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","467.53","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","626.66","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","610.81","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","347.26","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","French Imm","HRCE","M",,,,"Yes","646.7","Level 4","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","615.37","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","665.63","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","HRCE","F",,,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","536.27","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","486.4","Level 3","Level 2","Level 2","Level 2","Level 2"
