"fiscal_year","file","id","location","location_address","quantity","description","condition"
"2014-2015","RC14","74","NATURAL RESOURCES","Shubenacadie, NS","2","Laptop","Unserviceable"
"2014-2015","RC14","75","COMMUNITIES, CULTURE AND HERITAGE","Fisheries Museum, Halifax, NS","1","Docking Station","Broken"
"2014-2015","RC14","76","CHIEF INFORMATION OFFICE","Workers Comp. Appeals Tribune","1","Monitor","Obsolete"
"2014-2015","RC14","77","ENVIRONMENT","Halifax, NS","1","Laptop","Unserviceable"
"2014-2015","RC14","77","ENVIRONMENT","Halifax, NS","1","Computer CPU","Unserviceable"
"2014-2015","RC14","78","SERVICE NOVA SCOTIA","Access NS, Antigonish, NS","2","Monitor","Obsolete"
"2014-2015","RC14","79","PUBLIC SERVICE COMMISSION","Founders Square, Halifax, NS","5","Printer","Unserviceable"
"2014-2015","RC14","79","PUBLIC SERVICE COMMISSION","Founders Square, Halifax, NS","3","Computer CPU","Unserviceable"
"2014-2015","RC14","79","PUBLIC SERVICE COMMISSION","Founders Square, Halifax, NS","3","Laptop","Unserviceable"
"2014-2015","RC14","79","PUBLIC SERVICE COMMISSION","Founders Square, Halifax, NS","1","Projector","Unserviceable"
"2014-2015","RC14","80","PUBLIC SERVICE COMMISSION","Communications NS, Halifax, NS","3","Monitor","Unserviceable"
"2014-2015","RC14","80","PUBLIC SERVICE COMMISSION","Communications NS, Halifax, NS","5","Computer CPU","Unserviceable"
"2014-2015","RC14","80","PUBLIC SERVICE COMMISSION","Communications NS, Halifax, NS","2","Printer","Unserviceable"
"2014-2015","RC14","80","PUBLIC SERVICE COMMISSION","Communications NS, Halifax, NS","2","Laptop","Unserviceable"
"2014-2015","RC14","81","NATURAL RESOURCES","Founders Square, Halifax, NS","1","Server","Broken"
"2014-2015","RC14","81","NATURAL RESOURCES","Founders Square, Halifax, NS","1","Computer CPU","Unserviceable"
"2014-2015","RC14","82","NATURAL RESOURCES","Founders Square, Halifax, NS","7","Monitor","Obsolete"
"2014-2015","RC14","82","NATURAL RESOURCES","Founders Square, Halifax, NS","7","Computer CPU","Unserviceable"
"2014-2015","RC14","82","NATURAL RESOURCES","Founders Square, Halifax, NS","1","Printer","Unserviceable"
"2014-2015","RC14","82","NATURAL RESOURCES","Founders Square, Halifax, NS","2","Laptop","Unserviceable"
"2014-2015","RC14","82","NATURAL RESOURCES","Founders Square, Halifax, NS","1","Backup System, UPS","Broken"
"2014-2015","RC14","83","JUSTICE","Kentville, NS","2","Printer","Unserviceable"
"2014-2015","RC14","84","SERVICE NOVA SCOTIA","LRO, Dartmouth, NS","3","Printer","Unserviceable"
"2014-2015","RC14","85","JUSTICE","Truro, NS","5","Computer CPU","Unserviceable"
"2014-2015","RC14","86","LABOUR AND ADVANCED EDUCATION","Bridgewater, NS","4","Monitor","Obsolete"
"2014-2015","RC14","87","JUSTICE","Terminal Road, Halifax, NS","4","Computer CPU","Unserviceable"
"2014-2015","RC14","87","JUSTICE","Terminal Road, Halifax, NS","2","Monitor","Obsolete"
"2014-2015","RC14","87","JUSTICE","Terminal Road, Halifax, NS","3","Laptop","Unserviceable"
"2014-2015","RC14","87","JUSTICE","Terminal Road, Halifax, NS","6","Backup System, UPS","Broken"
"2014-2015","RC14","88","HEALTH AND WELLNESS","360 Prince Street, Sydney, NS","1","Printer","Unserviceable"
"2014-2015","RC14","89","LAW REFORM COMMISSION","Halifax, NS","1","Printer","Unserviceable"
"2014-2015","RC14","90","AGRICULTURE","Kentville, NS","1","Printer","Unserviceable"
"2014-2015","RC14","90","AGRICULTURE","Kentville, NS","6","Monitor","Obsolete"
"2014-2015","RC14","91","SERVICE NOVA SCOTIA","Access NS, Sydney, NS","20","Printer","Unserviceable"
"2014-2015","RC14","91","SERVICE NOVA SCOTIA","Access NS, Sydney, NS","13","Print Card","Broken"
"2014-2015","RC14","91","SERVICE NOVA SCOTIA","Access NS, Sydney, NS","1","Docking Station","Broken"
"2014-2015","RC14","92","ENVIRONMENT","Sydney, NS","2","Printer","Unserviceable"
"2014-2015","RC14","93","PUBLIC SERVICE COMMISSION","PSC, Halifax, NS","1","Docking Station","Broken"
"2014-2015","RC14","94","SERVICE NOVA SCOTIA","Access NS, Sheet Harbour, NS","1","Print Card","Broken"
"2014-2015","RC14","94","SERVICE NOVA SCOTIA","Access NS, Sheet Harbour, NS","1","Printer","Unserviceable"
"2014-2015","RC14","95","FISHERIES & AQUACULTURE","Cornwallis Office, Digby, NS","1","Printer","Unserviceable"
"2014-2015","RC14","96","SERVICE NOVA SCOTIA","Access NS, Kentville, NS","1","Printer","Unserviceable"
"2019-2020","RC19","1","HEALTH AND WELLNESS","DARTMOUTH, NS","1","LOT OF SUCTION UNITS","BROKEN"
"2019-2020","RC19","1","HEALTH AND WELLNESS","DARTMOUTH, NS","8","RECYCLED LP500","UNSAFE"
"2019-2020","RC19","2","JUSTICE","HALIFAX, NS","5","MONITOR","BROKEN"
"2019-2020","RC19","3","INTERNAL SERVICES","HALIFAX, NS","1","MONITOR","OBSOLETE"
"2019-2020","RC19","4","LANDS AND FORESTRY","HALIFAX, NS","1","CAMERA","OBSOLETE"
"2019-2020","RC19","4","LANDS AND FORESTRY","HALIFAX, NS","1","SPEAKER","BROKEN"
"2019-2020","RC19","4","LANDS AND FORESTRY","HALIFAX, NS","2","CALCULATOR","BROKEN"
"2019-2020","RC19","4","LANDS AND FORESTRY","HALIFAX, NS","2","DOCKING STATION","BROKEN"
"2019-2020","RC19","4","LANDS AND FORESTRY","HALIFAX, NS","29","COMPUTER, CPU","OBSOLETE"
"2019-2020","RC19","4","LANDS AND FORESTRY","HALIFAX, NS","1","SCANNER","BROKEN"
"2019-2020","RC19","4","LANDS AND FORESTRY","HALIFAX, NS","3","MONITOR","BROKEN"
"2019-2020","RC19","4","LANDS AND FORESTRY","HALIFAX, NS","5","CPU STAND","BROKEN"
"2019-2020","RC19","4","LANDS AND FORESTRY","HALIFAX, NS","1","VIDEO RECORDER","BROKEN"
"2019-2020","RC19","4","LANDS AND FORESTRY","HALIFAX, NS","1","CHARGER","BROKEN"
"2019-2020","RC19","4","LANDS AND FORESTRY","HALIFAX, NS","1","LAPTOP","OBSOLETE"
"2019-2020","RC19","5","LABOUR AND ADVANCED EDUCATION","HALIFAX, NS","4","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","6","ELECTION NOVA SCOTIA","HALIFAX, NS","1","FAX MACHINE","BROKEN"
"2019-2020","RC19","6","ELECTION NOVA SCOTIA","HALIFAX, NS","2","PROJECTOR","BROKEN"
"2019-2020","RC19","6","ELECTION NOVA SCOTIA","HALIFAX, NS","5","MONITOR","BROKEN"
"2019-2020","RC19","6","ELECTION NOVA SCOTIA","HALIFAX, NS","2","PRINTER","BROKEN"
"2019-2020","RC19","7","EDUCATION AND EARLY CHILHOOD DEVELOPMENT","HALIFAX, NS","2","LAPTOP","BROKEN"
"2019-2020","RC19","8","COMMUNITY SERVICES","GUYSBOROUGH, NS","7","PRINTER","BROKEN"
"2019-2020","RC19","8","COMMUNITY SERVICES","GUYSBOROUGH, NS","1","LAPTOP","OBSOLETE"
"2019-2020","RC19","8","COMMUNITY SERVICES","GUYSBOROUGH, NS","8","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","9","SERVICE NOVA SCOTIA AND INTERNAL SERVICES","DARTMOUTH, NS","58","BLACKBERRY","OBSOLETE"
"2019-2020","RC19","10","ELECTION NOVA SCOTIA","HALIFAX, NS","1","FAX MACHINE","OBSOLSTE"
"2019-2020","RC19","10","ELECTION NOVA SCOTIA","HALIFAX, NS","1","PRINTER","OBSOLETE"
"2019-2020","RC19","10","ELECTION NOVA SCOTIA","HALIFAX, NS","2","PROJECTOR","BROKEN"
"2019-2020","RC19","10","ELECTION NOVA SCOTIA","HALIFAX, NS","2","SWITCH BOX","BROKEN"
"2019-2020","RC19","10","ELECTION NOVA SCOTIA","HALIFAX, NS","1","BELL ROCKET STICK","BROKEN"
"2019-2020","RC19","10","ELECTION NOVA SCOTIA","HALIFAX, NS","1","COMPUTER, CPU","OBSOLETE"
"2019-2020","RC19","11","ENVIRONMENT","HALIFAX, NS","1","FAX MACHINE","OBSOLETE"
"2019-2020","RC19","11","ENVIRONMENT","HALIFAX, NS","10","LAPTOP","BROKEN"
"2019-2020","RC19","11","ENVIRONMENT","HALIFAX, NS","8","MONITOR","BROKEN"
"2019-2020","RC19","12","INTERNAL SERVICES","HALIFAX, NS","2","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","13","RESEARCH NOVA SCOTIA","HALIFAX, NS","1","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","13","RESEARCH NOVA SCOTIA","HALIFAX, NS","1","CELL PHONE","OBSOLETE"
"2019-2020","RC19","13","RESEARCH NOVA SCOTIA","HALIFAX, NS","9","MONITOR","BROKEN"
"2019-2020","RC19","13","RESEARCH NOVA SCOTIA","HALIFAX, NS","2","KEYBOARD","BROKEN"
"2019-2020","RC19","13","RESEARCH NOVA SCOTIA","HALIFAX, NS","1","TABLET","BROKEN"
"2019-2020","RC19","13","RESEARCH NOVA SCOTIA","HALIFAX, NS","1","FLOPPY DISK DRIVE","OBSOLETE"
"2019-2020","RC19","14","LABOUR AND ADVANCED EDUCATION","HALIFAX, NS","2","KEYBOARD","BROKEN"
"2019-2020","RC19","14","LABOUR AND ADVANCED EDUCATION","HALIFAX, NS","1","MOUSE","BROKEN"
"2019-2020","RC19","15","COMMUNITY SERVICES","HALIFAX, NS","4","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","15","COMMUNITY SERVICES","HALIFAX, NS","1","MONITOR","BROKEN"
"2019-2020","RC19","16","COMMUNITY SERVICES","HALIFAX, NS","1","BLACKBERRY","BROKEN"
"2019-2020","RC19","17","SERVICE NOVA SCOTIA","HALIFAX, NS","7","PRINTER","BROKEN"
"2019-2020","RC19","17","SERVICE NOVA SCOTIA","HALIFAX, NS","1","SCANNER","BROKEN"
"2019-2020","RC19","17","SERVICE NOVA SCOTIA","HALIFAX, NS","1","NETWORK PRINT CARD","OBSOLETE"
"2019-2020","RC19","17","SERVICE NOVA SCOTIA","HALIFAX, NS","1","CAMERA","BROKEN"
"2019-2020","RC19","18","TRANSPORTATION AND INFRASTRUCTURE RENEWAL","BIBLE HILL, NS","1","COMPUTER, CPU","OBSOLETE"
"2019-2020","RC19","19","INTERNAL SERVICES","DARTMOUTH, NS","5","PRINTER","BROKEN"
"2019-2020","RC19","19","INTERNAL SERVICES","DARTMOUTH, NS","10","MONITOR","BROKEN"
"2019-2020","RC19","19","INTERNAL SERVICES","DARTMOUTH, NS","2","BLACKBERRY","OBSOLETE"
"2019-2020","RC19","19","INTERNAL SERVICES","DARTMOUTH, NS","4","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","19","INTERNAL SERVICES","DARTMOUTH, NS","1","TRANSCRIBER","OBSOLETE"
"2019-2020","RC19","19","INTERNAL SERVICES","DARTMOUTH, NS","1","CAMERA","BROKEN"
"2019-2020","RC19","19","INTERNAL SERVICES","DARTMOUTH, NS","1","FAX MACHINE","BROKEN"
"2019-2020","RC19","19","INTERNAL SERVICES","DARTMOUTH, NS","1","IPHONE","BROKEN"
"2019-2020","RC19","19","INTERNAL SERVICES","DARTMOUTH, NS","1","ANSWERING MACHINE","OBSOLETE"
"2019-2020","RC19","20","JUSTICE","DARTMOUTH, NS","1","SCANNER","BROKEN"
"2019-2020","RC19","20","JUSTICE","DARTMOUTH, NS","5","PRINTER","BROKEN"
"2019-2020","RC19","20","JUSTICE","DARTMOUTH, NS","2","FAX MACHINE","BROKEN"
"2019-2020","RC19","20","JUSTICE","DARTMOUTH, NS","1","PROJECTOR","BROKEN"
"2019-2020","RC19","20","JUSTICE","DARTMOUTH, NS","1","MONITOR","BROKEN"
"2019-2020","RC19","20","JUSTICE","DARTMOUTH, NS","2","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","21","NOVA SCOTIA PUBLIS SERVICE LONG TERM DISABILITY TRUST FUND","HALIFAX, NS","2","DOCKING STATION","BROKEN"
"2019-2020","RC19","21","NOVA SCOTIA PUBLIS SERVICE LONG TERM DISABILITY TRUST FUND","HALIFAX, NS","2","PORT SWITCH","PRINTER"
"2019-2020","RC19","21","NOVA SCOTIA PUBLIS SERVICE LONG TERM DISABILITY TRUST FUND","HALIFAX, NS","4","PRINTER","BROKEN"
"2019-2020","RC19","21","NOVA SCOTIA PUBLIS SERVICE LONG TERM DISABILITY TRUST FUND","HALIFAX, NS","1","TABLET","BROKEN"
"2019-2020","RC19","21","NOVA SCOTIA PUBLIS SERVICE LONG TERM DISABILITY TRUST FUND","HALIFAX, NS","2","LAPTOP","BROKEN"
"2019-2020","RC19","21","NOVA SCOTIA PUBLIS SERVICE LONG TERM DISABILITY TRUST FUND","HALIFAX, NS","1","KEYBOARD","BROKEN"
"2019-2020","RC19","21","NOVA SCOTIA PUBLIS SERVICE LONG TERM DISABILITY TRUST FUND","HALIFAX, NS","1","MOUSE","BROKEN"
"2019-2020","RC19","21","NOVA SCOTIA PUBLIS SERVICE LONG TERM DISABILITY TRUST FUND","HALIFAX, NS","1","BOX VARIOUS CABLES","UNUSABLE"
"2019-2020","RC19","22","TRANSPORTATION AND INFRASTRUCTURE RENEWAL","HALIFAX, NS","10","BLACKBERRY","OBSOLETE"
"2019-2020","RC19","22","TRANSPORTATION AND INFRASTRUCTURE RENEWAL","HALIFAX, NS","4","CELL PHONE","OBSOLETE"
"2019-2020","RC19","22","TRANSPORTATION AND INFRASTRUCTURE RENEWAL","HALIFAX, NS","3","LABEL MAKER","BROKEN"
"2019-2020","RC19","22","TRANSPORTATION AND INFRASTRUCTURE RENEWAL","HALIFAX, NS","1","CALCULATOR","BROKEN"
"2019-2020","RC19","22","TRANSPORTATION AND INFRASTRUCTURE RENEWAL","HALIFAX, NS","1","FAN","BROKEN"
"2019-2020","RC19","22","TRANSPORTATION AND INFRASTRUCTURE RENEWAL","HALIFAX, NS","2","PRINTER","BROKEN"
"2019-2020","RC19","22","TRANSPORTATION AND INFRASTRUCTURE RENEWAL","HALIFAX, NS","2","MONITOR STAND","BROKEN"
"2019-2020","RC19","22","TRANSPORTATION AND INFRASTRUCTURE RENEWAL","HALIFAX, NS","2","UNDER DESK","UNSAFE"
"2019-2020","RC19","22","TRANSPORTATION AND INFRASTRUCTURE RENEWAL","HALIFAX, NS",,"KEYBOARD TRAY",
"2019-2020","RC19","23","LABOUR AND ADVANCED EDUCATION","HALIFAX, NS","1","LAPTOP","BROKEN"
"2019-2020","RC19","24","OFFICE OF THE AUDITOR GENERAL","HALIFAX, NS","1","CHAIR","BROKEN"
"2019-2020","RC19","24","OFFICE OF THE AUDITOR GENERAL","HALIFAX, NS","12","LAPTOP","BROKEN"
"2019-2020","RC19","25","COMMUNITY SERVICES","ANNAPOLIS ROYAL, NS","1","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","26","SERVICE NOVA SCOTIA","DARTMOUTH, NS","20","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","26","SERVICE NOVA SCOTIA","DARTMOUTH, NS","1","MONITOR","BROKEN"
"2019-2020","RC19","26","SERVICE NOVA SCOTIA","DARTMOUTH, NS","1","FAX MACHINE","OBSOLETE"
"2019-2020","RC19","27","COMMUNITY SERVICES","HALIFAX, NS","1","IPHONE","BROKEN"
"2019-2020","RC19","28","INTERNAL SERVICES","DARTMOUTH, NS","2","LAPTOP","BROKEN"
"2019-2020","RC19","29","JUSTICE","HALIFAX, NS","1","LAPTOP","BROKEN"
"2019-2020","RC19","29","JUSTICE","HALIFAX, NS","1","MONITOR","BROKEN"
"2019-2020","RC19","29","JUSTICE","HALIFAX, NS","2","DICTAPHONE","BROKEN"
"2019-2020","RC19","29","JUSTICE","HALIFAX, NS","1","LABEL MAKER","BROKEN"
"2019-2020","RC19","30","FISHERIES & AQUACULTURE","CORNWALLIS, NS","3","MONITOR","BROKEN"
"2019-2020","RC19","30","FISHERIES & AQUACULTURE","CORNWALLIS, NS","1","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","31","JUSTICE","HALIFAX, NS","1","MONITOR","BROKEN"
"2019-2020","RC19","32","JUSTICE","HALIFAX, NS","1","MONITOR","BROKEN"
"2019-2020","RC19","32","JUSTICE","HALIFAX, NS","1","MOUSE","BROKEN"
"2019-2020","RC19","32","JUSTICE","HALIFAX, NS","1","KEYBOARD","BROKEN"
"2019-2020","RC19","33","COMMUNITY SERVICES","YARMOUTH, NS","9","BLACKBERRY","BROKEN"
"2019-2020","RC19","34","LABOUR AND ADVANCED EDUCATION","HALIFAX, NS","1","CELL PHONE","OBSOLETE"
"2019-2020","RC19","34","LABOUR AND ADVANCED EDUCATION","HALIFAX, NS","3","MONITOR","BROKEN"
"2019-2020","RC19","35","ENERGY AND MINES","HALIFAX, NS","10","MONITOR","BROKEN"
"2019-2020","RC19","35","ENERGY AND MINES","HALIFAX, NS","2","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","35","ENERGY AND MINES","HALIFAX, NS","1","LAPTOP","BROKEN"
"2019-2020","RC19","35","ENERGY AND MINES","HALIFAX, NS","2","WALKIE TALKIE","BROKEN"
"2019-2020","RC19","35","ENERGY AND MINES","HALIFAX, NS","1","SPEAKER","BROKEN"
"2019-2020","RC19","35","ENERGY AND MINES","HALIFAX, NS","9","BLACKBERRY","OBSOLETE"
"2019-2020","RC19","35","ENERGY AND MINES","HALIFAX, NS","1","CELL PHONE","OBSOLETE"
"2019-2020","RC19","35","ENERGY AND MINES","HALIFAX, NS","1","IPHONE","BROKEN"
"2019-2020","RC19","36","ENERGY AND MINES","HALIFAX, NS","4","MONITOR","BROKEN"
"2019-2020","RC19","36","ENERGY AND MINES","HALIFAX, NS","5","BLACKBERRY","BROKEN"
"2019-2020","RC19","36","ENERGY AND MINES","HALIFAX, NS","2","PROJECTOR","BROKEN"
"2019-2020","RC19","36","ENERGY AND MINES","HALIFAX, NS","1","LABEL MAKER","BROKEN"
"2019-2020","RC19","37","COMMUNITY SERVICES","HALIFAX, NS","1","LAPTOP","BROKEN"
"2019-2020","RC19","38","JUSTICE","PORT HAWKESBURY, NS","2","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","39","JUSTICE","TRURO, NS","1","MULTIPURPOSE PRINTER","BROKEN"
"2019-2020","RC19","39","JUSTICE","TRURO, NS","1","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","40","LANDS AND FORESTRY","LUNENBURG, NS","1","PHOTOCOPIER","BROKEN"
"2019-2020","RC19","40","LANDS AND FORESTRY","LUNENBURG, NS","1","SCANNER","BROKEN"
"2019-2020","RC19","40","LANDS AND FORESTRY","LUNENBURG, NS","2","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","40","LANDS AND FORESTRY","LUNENBURG, NS","3","BLACKBERRY","BROKEN"
"2019-2020","RC19","40","LANDS AND FORESTRY","LUNENBURG, NS","3","CELL PHONE","OBSOLETE"
"2019-2020","RC19","41","COMMUNITY SERVICES","INDIAN BROOK, NS","13","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","41","COMMUNITY SERVICES","INDIAN BROOK, NS","1","MONITOR","BROKEN"
"2019-2020","RC19","41","COMMUNITY SERVICES","INDIAN BROOK, NS","1","LAPTOP","BROKEN"
"2019-2020","RC19","42","COMMUNITY SERVICES","HALIFAX, NS","4","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","42","COMMUNITY SERVICES","HALIFAX, NS","1","SCANNER","BROKEN"
"2019-2020","RC19","42","COMMUNITY SERVICES","HALIFAX, NS","1","PRINTER","BROKEN"
"2019-2020","RC19","43","EDUCATION AND EARLY CHILHOOD DEVELOPMENT","HALIFAX, NS","2","LAPTOP","BROKEN"
"2019-2020","RC19","44","AGRICULTURE","KENTVILLE, NS","1","COMPUTER, CPU","OBSOLETE"
"2019-2020","RC19","45","ENVIRONMENT","ANTIGONISH, NS","1","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","45","ENVIRONMENT","ANTIGONISH, NS","7","DOCKING STATION","BROKEN"
"2019-2020","RC19","45","ENVIRONMENT","ANTIGONISH, NS","9","BLACKBERRY","BROKEN"
"2019-2020","RC19","45","ENVIRONMENT","ANTIGONISH, NS","5","CELL PHONE","OBSOLETE"
"2019-2020","RC19","45","ENVIRONMENT","ANTIGONISH, NS","1","MONITOR","BROKEN"
"2019-2020","RC19","45","ENVIRONMENT","ANTIGONISH, NS","1","SCANNER","BROKEN"
"2019-2020","RC19","46","OFFICE OF IMMIGRATION","HALIFAX, NS","6","MONITOR","BROKEN"
"2019-2020","RC19","46","OFFICE OF IMMIGRATION","HALIFAX, NS","6","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","46","OFFICE OF IMMIGRATION","HALIFAX, NS","11","KEYBOARD","BROKEN"
"2019-2020","RC19","46","OFFICE OF IMMIGRATION","HALIFAX, NS","11","MOUSE","BROKEN"
"2019-2020","RC19","46","OFFICE OF IMMIGRATION","HALIFAX, NS","1","HEADSET","BROKEN"
"2019-2020","RC19","46","OFFICE OF IMMIGRATION","HALIFAX, NS","1","LABEL MAKER","BROKEN"
"2019-2020","RC19","47","INTERNAL SERVICES","HALIFAX, NS","1","TELEPHONE","OBSOLETE"
"2019-2020","RC19","48","ENVIRONMENT","KENTVILLE, NS","1","PRINTER","BROKEN"
"2019-2020","RC19","48","ENVIRONMENT","KENTVILLE, NS","1","MULTIFUNCTION MACHINE","BROKEN"
"2019-2020","RC19","48","ENVIRONMENT","KENTVILLE, NS","1","MONITOR","BROKEN"
"2019-2020","RC19","48","ENVIRONMENT","KENTVILLE, NS","2","BATTERY BACKUP","BROKEN"
"2019-2020","RC19","48","ENVIRONMENT","KENTVILLE, NS","1","CELL PHONE","OBSOLETE"
"2019-2020","RC19","48","ENVIRONMENT","KENTVILLE, NS","1","GPS","BROKEN"
"2019-2020","RC19","48","ENVIRONMENT","KENTVILLE, NS","2","DISC DRIVE","OBSOLETE"
"2019-2020","RC19","48","ENVIRONMENT","KENTVILLE, NS","1","HUB","BROKEN"
"2019-2020","RC19","49","MUNICIPAL AFFAIRS","HALIFAX, NS","6","LAPTOP","BROKEN"
"2019-2020","RC19","49","MUNICIPAL AFFAIRS","HALIFAX, NS","1","DOCKING STATION","BROKEN"
"2019-2020","RC19","49","MUNICIPAL AFFAIRS","HALIFAX, NS","1","MULTIFUNCTION PRINTER/FAX MACHINE","BROKEN"
"2019-2020","RC19","50","TOURISM NOVA SCOTIA","PORT HASTINGS, NS","2","LAPTOP","BROKEN"
"2019-2020","RC19","50","TOURISM NOVA SCOTIA","PORT HASTINGS, NS","2","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","51","SERVICE NOVA SCOTIA","HALIFAX, NS","1","PROJECTOR","BROKEN"
"2019-2020","RC19","51","SERVICE NOVA SCOTIA","HALIFAX, NS","3","SCANNER","BROKEN"
"2019-2020","RC19","51","SERVICE NOVA SCOTIA","HALIFAX, NS","1","MONITOR","BROKEN"
"2019-2020","RC19","51","SERVICE NOVA SCOTIA","HALIFAX, NS","1","MOBILE PHONE","OBSOLETE"
"2019-2020","RC19","51","SERVICE NOVA SCOTIA","HALIFAX, NS","1","TELEPHONE","BROKEN"
"2019-2020","RC19","51","SERVICE NOVA SCOTIA","HALIFAX, NS","1","PRINTER","BROKEN"
"2019-2020","RC19","51","SERVICE NOVA SCOTIA","HALIFAX, NS","1","CAMERA","OBSOLETE"
"2019-2020","RC19","51","SERVICE NOVA SCOTIA","HALIFAX, NS","1","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","51","SERVICE NOVA SCOTIA","HALIFAX, NS","1","BLACKBERRY","BROKEN"
"2019-2020","RC19","52","JUSTICE","DARTMOUTH, NS","1","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","53","TOURISM NOVA SCOTIA","WINDSOR, NS","1","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","53","TOURISM NOVA SCOTIA","WINDSOR, NS","5","LAPTOP","BROKEN"
"2019-2020","RC19","53","TOURISM NOVA SCOTIA","WINDSOR, NS","3","KEYBOARD","BROKEN"
"2019-2020","RC19","54","SERVICE NOVA SCOTIA","BAYERS LAKE, NS","7","PRINTER","BROKEN"
"2019-2020","RC19","54","SERVICE NOVA SCOTIA","BAYERS LAKE, NS","1","SCANNER","BROKEN"
"2019-2020","RC19","54","SERVICE NOVA SCOTIA","BAYERS LAKE, NS","1","CAMERA","BROKEN"
"2019-2020","RC19","54","SERVICE NOVA SCOTIA","BAYERS LAKE, NS","1","NETWORK PRINT CARD","BROKEN"
"2019-2020","RC19","55","JUSTICE","HALIFAX, NS","4","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","56","BUSINESS","HALIFAX, NS","23","BLACKBERRY","BROKEN"
"2019-2020","RC19","56","BUSINESS","HALIFAX, NS","1","IPHONE","BROKEN"
"2019-2020","RC19","57","LABOUR AND ADVANCED EDUCATION","SYDNEY, NS","3","LAPTOP","BROKEN"
"2019-2020","RC19","58","COMMUNITY SERVICES","HALIFAX, NS","1","LAPTOP","BROKEN"
"2019-2020","RC19","58","COMMUNITY SERVICES","HALIFAX, NS","2","MONITOR","BROKEN"
"2019-2020","RC19","58","COMMUNITY SERVICES","HALIFAX, NS","2","KEYBOARD","BROKEN"
"2019-2020","RC19","58","COMMUNITY SERVICES","HALIFAX, NS","2","CELL PHONE","OBSOLETE"
"2019-2020","RC19","58","COMMUNITY SERVICES","HALIFAX, NS","1","SPEAKER","BROKEN"
"2019-2020","RC19","58","COMMUNITY SERVICES","HALIFAX, NS","1","DOCKING STATION","BROKEN"
"2019-2020","RC19","59","EDUCATION AND EARLY CHILHOOD DEVELOPMENT","HALIFAX, NS","1","MONITOR","BROKEN"
"2019-2020","RC19","59","EDUCATION AND EARLY CHILHOOD DEVELOPMENT","HALIFAX, NS","1","PRINTER","BROKEN"
"2019-2020","RC19","60","JUSTICE","MIDDLETON, NS","3","COMPUTER, CPU","BROKEN"
"2019-2020","RC19","60","JUSTICE","MIDDLETON, NS","1","MINI FRIDGE","BROKEN"
"2019-2020","RC19","61","COMMUNITIES CULTURE AND HERITAGE","HALIFAX, NS","1","PRINTER","BROKEN"
"2019-2020","RC19","61","COMMUNITIES CULTURE AND HERITAGE","HALIFAX, NS","1","FAX MACHINE","BROKEN"
"2019-2020","RC19","61","COMMUNITIES CULTURE AND HERITAGE","HALIFAX, NS","1","CAMERA","BROKEN"
"2019-2020","RC19","61","COMMUNITIES CULTURE AND HERITAGE","HALIFAX, NS","1","MICROGRAPHIC READER","UNSERVICEABLE"
"2019-2020","RC19","61","COMMUNITIES CULTURE AND HERITAGE","HALIFAX, NS","2","VCR","BROKEN"
"2019-2020","RC19","61","COMMUNITIES CULTURE AND HERITAGE","HALIFAX, NS","1","TELEVISION","UNSERVICEABLE"
"2019-2020","RC19","61","COMMUNITIES CULTURE AND HERITAGE","HALIFAX, NS","3","CASSETTE RECORDER","BROKEN"
"2019-2020","RC19","62","HEALTH AND WELLNESS","HALIFAX, NS","16","LAERDAL SUCTION UNIT","BROKEN"
"2019-2020","RC19","63","LANDS AND FORESTRY","SHUBENACADIE, NS","200","FIRE HOSE","FAILED TO MEET RECERTIFICATION"
"2019-2020","RC19","63","LANDS AND FORESTRY","SHUBENACADIE, NS","40","BACK TANK","FAILED TO MEET RECERTIFICATION"
"2019-2020","RC19","63","LANDS AND FORESTRY","SHUBENACADIE, NS","28","GAS CAN","FAILED TO MEET RECERTIFICATION"
"2019-2020","RC19","63","LANDS AND FORESTRY","SHUBENACADIE, NS","5","HOSE REEL","FAILED TO MEET RECERTIFICATION"
"2019-2020","RC19","63","LANDS AND FORESTRY","SHUBENACADIE, NS","1","500 GALLON PORTA TANK","FAILED TO MEET RECERTIFICATION"
