"id","q27","q22","q28","q25","q25_other","q30","q26","q21","survey_source","q29","q23","city_employee_1_yes_2_no","q1a","q1b","q1c","q1d","q1e","q1f","q1g","q1h","q1i","q1j","q1k","q1l","q1m","q1n","q1o","q1p","q1q","q1r","q1s","q1t","q1a2","q1b2","q1c2","q1d2","q1e2","q1f2","q1g2","q1h2","q1i2","q1j2","q1k2","q1l2","q1m2","q1n2","q1o2","q1p2","q1q2","q1r2","q1s2","q1t2","no_first_choice","no_second_choice","no_third_choice","q2a","q2b","q2c","q2d","q2e","q2f","q2g","q2h","q2i","q2j","q2k","q2l","q2m","q2n","q2o","q2p","q2q","q2r","q2s","q2t","q2u","q2v","q2w","q3","q4a","q4b","q4c","q4d","q4e","q4f","q4g","q4h","q4i","q5","q6","q7","q8","q9","q10","q11q","q12b","q11a","q11b","q11c","q11d","q11e","q11f","q11g","q11h","q11i","q11j","q11k","q11l","q11m","q11n","q11o","q11p","q11r","q11s","q11t","q11a2","q11b2","q11c2","q11d2","q11e2","q11f2","q11g2","q11h2","q11i2","q11j2","q11k2","q11l2","q11m2","q11n2","q11o2","q11p2","q11q2","q11r2","q11s2","q11t2","q11_no_first_choice","q11_no_second_choice","q11_no_third_choice","q12","q12a","q13","q14","q15_first_answer","q15_second_answer","q15_third_answer","q15_fourth_answer","q15_fifth_answer","q15_sixth_answer","q15_seventh_answer","q15_eighth_answer","q15_other_answers","q15a","q15b","q15c","q15d","q15e","q15f","q15g","q15_no_first_choice","q15_no_second_choice","q15_no_third_choice","q16","q17","q18a","q18b","q18c","q18d","q19a","q19b","q19c","q19d","q20","q24_first_answer","q24_second_answer","q24_third_answer","q24_fourth_answer","location"
"1325","Female","55-64","Rent","Single-family unit",,,"Some college or technical school","11 to 20 years","Online","Neither","Two","No","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important",,,,"2",,,,,,"1",,,,,,,,"3",,,,,,"Fair","Excellent","Good","Fair","Fair","Good","Good","Fair","Good","Poor","Fair","Good","Fair","Good","Good","Fair","Good","Fair","Good","Good","Good","Good","Fair",,"Good","Fair","Good","Good","Good","Fair","Good","Fair","Good","TAMU Events","The traffic congestion.","Better access over RR tracks, too few roads out of some neighborhoods.  Turn lanes should allow for more than 2-3 cars.   Traffic congestion on some roads should be studied and problems rectified in a timely manner.","More restaurants!  More retail stores comparable to other cities with similar population.","2","3","2",,"Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Unimportant","Somewhat Important","Very Important","3",,,,,,,,,"1","2",,,,,,,,,,,,,"No",,"Somewhat Safe","Increasing","City website (cstx.gov)",,,,,,,,,"1",,"3",,,"2",,,,,"Yes",,"Good","No Opinion","Fair","Good","Very Important","Somewhat Important","Somewhat Important","Somewhat Important",,"None under 19 in household",,,,
"1326","Female","55-64","Own","Single-family unit",,"Area B - North of Bird Pond Rd and East of Texas Ave.",,"3 to  years","Online","Texas A&M","One","No","Not Important At All","Not Important At All","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important",,,,,,,,,"1","2",,,,,,,,"3",,,,,,"No Opinion","No Opinion","No Opinion","Good","No Opinion","No Opinion","Good","Good","Fair","Fair","Good","Good","No Opinion","Excellent","No Opinion","Good","Good","Good","Good","Good","Good","Good","Good","Changing electric meters to remote monitoring and control would be nice. (like Bryan)We could benefit from another hiking park like Lick Creek, which becomes crowded often.","Good","Good","Good","Good","Good","Fair","Good","Fair","Good","Safety","Require developers to incorporate more green space, including trees, into housing developments.","Become an environmentally friendly city","Whole Foods, Trader Joes, venues for recreational activities for adults","2","2","1","no comment","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important",,,,,"2",,,,,"3",,,"1",,,,,,,,,,,"Yes","Good","Very Safe","Don't Know","Utility bill newsletter","Local TV stations","Social media (Facebook, Twitter, etc.)",,,,,,,,,,,"3","2","1",,,,"No","Offer a city newsletter sent by email","No Opinion","No Opinion","No Opinion","No Opinion","Not Important At All","Not Important At All","Not Important At All","Not Important At All","no","None under 19 in household",,,,"(30.639968, -96.2746347)"
"1327","Female","55-64","Own","Single-family unit",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.",,"11 to 20 years","Online","Neither","Two","No","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important",,,,,,,,"2",,,,,,,,,"3",,"1",,,,,"No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","Excellent","No Opinion","Fair","Fair","Fair","Good","No Opinion","Poor","No Opinion","Poor","No Opinion","No Opinion","No Opinion","Good","Good","No Opinion","No Opinion","No Opinion","NA","Good","Good","Good","Good","Fair","Good","Good","Good","Good","Aggie attitudes.","More activities for retirees.","Providing top of the line equipment for the police department.","A Whole Foods type of grocery store.","1","2","1","Charge college students a fee that supports the CSPD.","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important",,"1",,"2",,,,,,"3",,,,,,,,,,,,,,"Yes","Good","Very Safe","Don't Know","City website (cstx.gov)","Local newspapers","City cable channel (Ch. 1)","Local radio stations","Utility bill newsletter","Local TV stations","Social media (Facebook, Twitter, etc.)",,,,,,,"1","2","3",,,,"No","Mail fliers that direct folks to web sites or to locations where hard copies are available for distribution.","No Opinion","Fair","No Opinion","No Opinion","Very Important","Very Important","Very Important","Very Important","No","None under 19 in household",,,,"(30.595071, -96.329426)"
"1328","Female","65 or older","Own","Single-family unit",,"Area C - South of Rock Prairie Rd. and West of Hwy. 6","Graduated college","Less than 3 years","Online","Neither","One","No","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important",,,"1",,,,,,,,,,,,,,,,"2","3",,,,"Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","No Opinion","No Opinion","No Opinion","Good","Good","Excellent","Good","Good","Good","Good","Good","Good",,"Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","I feel safe in my home","More recreation for adults and seniors","Keep businesses moving in",,"1","1","1",,"Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important",,"1",,"2",,,,,,,"3",,,,,,,,,,,,,"No",,"Very Safe","Increasing","Utility bill newsletter","Local TV stations","Social media (Facebook, Twitter, etc.)",,,,,,,,,,,"3","2","1",,,,"No",,"Good","Good","Good","Good","Very Important","Somewhat Important","Somewhat Important","Somewhat Important",,"None under 19 in household",,,,"(30.5319423, -96.2972832)"
"1329","Female","55-64","Rent","Apartment",,"Area C - South of Rock Prairie Rd. and West of Hwy. 6","Graduated high school","3 to  years","Online","Neither","Two","No","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","1",,,,,,,"2",,,,,,,,,,"3",,,,,,"Fair","Fair","Good","Excellent","Good","Good","Good","Poor","Poor","Poor","Fair","Poor","Poor","Excellent","Fair","Excellent","Poor","Poor","Fair","Fair","Poor","Poor","Fair","Yes the public transportation bus schedule for people getting to work on time is poor, some have been suspended for 3 or 5 days due to buses NOT being on time. Mainly the routes to Sanderson.Farm .People that have no car or car pool rely on the bus.","Good","Poor","Fair","Fair","Fair","Poor","Fair","Good","Poor","Plenty of restaurant choses","The electric rates are too expensive for seniors, a set income does not allow for high bills, so in winter they only use heat on 1 or 2 days...same for summer heat, only if 90 or 100 degree days to keep electric in a price range to keep electric from being shut off","More about all people not just college students","Senior citizen housing that is affordable and safe neighborhood","3","2","2",,"Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Not Important At All","Very Important","Very Important",,,,"1",,,,,,"2",,,,,,,,"3",,,,,,"No",,"Somewhat Unsafe","Increasing","City cable channel (Ch. 1)","Local TV stations","Social media (Facebook, Twitter, etc.)",,,,,,,,,"1",,"3",,"2",,,,"Yes","Provide cable for all apartments, tv news local and world","No Opinion","Poor","Excellent","Good","Very Important","Somewhat Important","Somewhat Important","Very Important","No","Under  years old"," to 12 years old",,,"(30.5319423, -96.2972832)"
"133","Female","45-54","Own","Single-family unit",,"Area B - North of Bird Pond Rd and East of Texas Ave.",,"11 to 20 years","Online","Neither","Two","No","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important",,,,,,,,,"1","2",,,,,,,,,"3",,,,,"Fair","Good","No Opinion","Good","Excellent","Good","Good","Good","Poor","Fair","Good","Good","Fair","Good","Good","Excellent","Excellent","Good","Excellent","Excellent","Excellent","Excellent","Excellent",,"Good","Good","Good","Good","Good","Good","Good","Good","Good","Despite the traffic, it's easy to get somewhere quickly without having to go on the freeway, unlike Houston, Austin, San Antonio or D/FW.  I appreciate that.","For the love of god, please get the traffic signals synced!!!","Crime.  Keep us safe.","Better women's clothing (not meant strictly for college students).  Why haven't you been able to lure the Loft into the old Coldwater Creek location?  Seems like a perfect location, and we need a Loft store!Also, I'd love to see a Penzy's Spices, Crate and Barrel, and more diversity so I don't have to always order everything online.","2","2","1",,"Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","1",,,,,,,,,"2",,,,,"3",,,,,,,,,"No",,"Very Safe","Increasing","City website (cstx.gov)","Utility bill newsletter","Social media (Facebook, Twitter, etc.)",,,,,,,"1",,,,"2",,"3",,,,"Yes",,"No Opinion","No Opinion","Good","Good","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Not willing to pay increased taxes for a new city hall.","None under 19 in household",,,,"(30.639968, -96.2746347)"
"1330","Female","65 or older","Own","Single-family unit",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.","Graduated high school","Less than 3 years","Online","Neither","Two","No","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","1",,,,,,,"3",,,,,,,,,,,"2",,,,,"Good","Good","Fair","Good","Good","Fair","Good","Good","Good","Fair","Good","Good","Fair","Good","Fair","Fair","Good","Good","Good","Good","Excellent","Excellent","Excellent",,"Fair","Fair","Fair","Fair","Good","Poor","Fair","Good","Good","Being near my daughter's family and Grandchildren","The fact that college kids can rent homes in family designed neighborhoods. ","Managing the growth of the town.","Cracker Barrel in south College Station.","3","3","1",,"Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","3","2",,"1",,,,,,,,,,,,,,,,,,,,"No",,"Somewhat Safe","Don't Know","Local newspapers","Local TV stations",,,,,,,,,"3","1",,,"2",,,,,"Yes",,"Good","Fair","Good","Good","Somewhat Important","Very Important","Very Important","Very Important","No","None under 19 in household",,,,"(30.595071, -96.329426)"
"1331","Female","55-64","Own","Other","One of our owned apts, while we build a house.","Area B - North of Bird Pond Rd and East of Texas Ave.","Some college or technical school","11 to 20 years","Online","Neither","Two","No","Somewhat Important","Not Important At All","Very Important","Very Important","Somewhat Unimportant","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Not Important At All","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important",,,,,,,,"1",,,,,,,,,,,"2","3",,,,"Good","No Opinion","No Opinion","Good","Fair","No Opinion","Good","Good","Good","Good","Excellent","Excellent","No Opinion","Good","No Opinion","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","We have owned property in College Station for 11 years, after leaving the Houston Metro area.All of my dealings with the CS City services have always been excellent!  Speedy return of calls with utility issues (water leaks and trash pick up).   The Police respond quickly and efficiently to traffic accidents, and always very polite and helpful.We are very blessed to be a part of this commun","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","The people and atmosphere.The people drawn to live and work here in CS are generally kind, respectful and caring toward those around them, which provides a wonderful atmosphere of community.  The people here are solid, trustworthy and decent.","I can't think of anything.  There is no other city in Texas we would prefer over this thriving, beautiful, gem of a place!Keep up the great work, College Station employees, we love and appreciate every one of you!","Safety of all.","More organic food stores!","1","1","1","Keep up the great work, you are all very appreciated!","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important",,,,,,,,,,"1",,,,,,,,,"3","2",,,,"Yes","Excellent","Very Safe","Don't Know","City website (cstx.gov)",,,,,,,,,"1",,,,,,,,"2","3","Yes",,"No Opinion","No Opinion","No Opinion","No Opinion","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important",,"None under 19 in household",,,,"(30.639968, -96.2746347)"
"1332","Female","55-64","Own","Single-family unit",,"Area C - South of Rock Prairie Rd. and West of Hwy. 6","Some college or technical school","More than 20 years","Online","Neither","One","No","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important",,,,"2",,,,"1",,,,,,,,,"3",,,,,,,"No Opinion","No Opinion","Fair","Fair","Fair","Good","Good","Fair","No Opinion","Poor","Fair","Fair","No Opinion","Good","No Opinion","Good","Good","No Opinion","Excellent","Excellent","Good","No Opinion","Fair","no","Good","Good","Good","Good","Good","Fair","Good","Fair","Good","safety",,"safety","a new shopping area--the mall is awful and over run with thugs","2","2","2",,"Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Important","2","3",,,,"1",,,,,,,,,,,,,,,,,,"Yes","Excellent","Very Safe","Increasing","City website (cstx.gov)",,,,,,,,,"1","3",,,,"2",,,,,"Yes",,"No Opinion","No Opinion","Poor","No Opinion","Somewhat Important","Very Important","Somewhat Important","Somewhat Important",,"None under 19 in household",,,,"(30.5319423, -96.2972832)"
"1333","Female","65 or older","Own","Single-family unit",,"Area B - North of Bird Pond Rd and East of Texas Ave.",,"More than 20 years","Online","Neither","Two","No","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important",,,,"3",,,,"1",,"2",,,,,,,,,,,,,,"No Opinion","Good","No Opinion","Fair","No Opinion","No Opinion","Fair","Good","Poor","Fair","Fair","Good","Good","Good","Fair","No Opinion","Excellent","Fair","Excellent","Excellent","Excellent","Excellent","Excellent",,"Good","Good","Good","Good","Good","Good","Good","Good","Good","I like that CS is a university centered town even though that brings its own set of problems (see below)","The city should make neighborhood integrity a priority rather than allowing the gradual degradation of our established neighborhoods by not restricting the number of unrelated individuals living in single family homes.","Growth management; the intersection of permanent residents and the ever-increasing student population.",,"2","2","2",,"Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important",,,"3","2",,,,,,,,,,,,"1",,,,,,,,"No",,"Very Safe","Increasing","Utility bill newsletter",,,,,,,,,"1","2",,,"3",,,,,,"Yes",,"Fair","No Opinion","Fair","No Opinion","Very Important","Very Important","Very Important","Very Important",,"None under 19 in household",,,,"(30.639968, -96.2746347)"
"1334","Male","65 or older","Own","Single-family unit",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.",,"More than 20 years","Online","Neither","One","No","Not Important At All","Somewhat Unimportant","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Not Important At All","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important",,,,,,,,"1",,,,,,,,,,,"2","3",,,,"No Opinion","Fair","Fair","Poor","Poor","No Opinion","Good","Fair","Fair","Poor","No Opinion","No Opinion","No Opinion","Fair","No Opinion","No Opinion","Fair","No Opinion","Good","Excellent","Fair","Fair","Fair",,"Excellent","Good","Good","Good","Good","Excellent","Excellent","Fair","Good","The youth, activism and variety of activities","Construction of an overpass over the railroad on George Bush Drive","Planning for the future as the population increases."," No opinion","2","3","3","Better follow-up on issues of concern","Somewhat Unimportant","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Not Important At All","Not Important At All","Not Important At All","Somewhat Important","Somewhat Important","Somewhat Unimportant","Not Important At All","Somewhat Important","Somewhat Unimportant",,,,"2",,,,,,,"1",,,,,,,,"3",,,,,"Yes",,"Very Safe","Staying the Same","Local newspapers",,,,,,,,,,"1",,,"3","2",,,,,"Yes","Don't know","No Opinion","No Opinion","No Opinion","No Opinion","Not Important At All","Somewhat Important","Not Important At All","Not Important At All","I am afraid that the last part of this survey would increase space for city workers and am inclined to think that increased space would increase the 'empire building' of city supervisors.","None under 19 in household",,,,"(30.595071, -96.329426)"
"1335","Male","55-64","Own","Single-family unit",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.","Some college or technical school","More than 20 years","Online","Neither","Two","No","Very Important","Very Important","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important",,,,,,,,"1",,"3",,,,,,,,,"2",,,,,"Good","Good","Fair","Excellent","Good","Good","Good","Good","Good","Fair","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Excellent","Excellent","Excellent",,"Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Good","Good","The people are reasonable, God fearing.","Help foreign students to know more of the American experience and not be friendless.","Protection of it's people and their freedom.","Allow small business to flourish and stay away from hot political nonsense, such as transgender bathroom rights.","1","1","2","It's easy, treat the person you're dealing with the way you'd like to be treated...be positive...smile....trust God.  He will honor your attempt.","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Unimportant","Very Important","Very Important","Very Important","Somewhat Unimportant","Very Important","Somewhat Important",,"3",,,,,,,,"2",,"1",,,,,,,,,,,,"Yes","Excellent","Very Safe","Staying the Same","City website (cstx.gov)","Local radio stations","Utility bill newsletter","Local TV stations","Social media (Facebook, Twitter, etc.)",,,,,,,,"1","3","2",,,,,"Yes","Doing a good job.  Be available to people when their interest occurs.","No Opinion","No Opinion","Fair","Poor","Somewhat Unimportant","Somewhat Important","Somewhat Important","Very Important",,"None under 19 in household",,,,"(30.595071, -96.329426)"
"1336","Female","55-64","Own","Single-family unit",,"Area D - South of Bird Pond Rd. and East of Hwy. 6","Graduated high school","More than 20 years","Online","Neither","Two","No","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","1",,"2",,,,"3",,,,,,,,,,,,,,,,,"Fair","Good","Fair","Good","Fair","Fair","Fair","Good","Good","Good","Good","Fair","Fair","Fair","Poor","Fair","Fair","Fair","Good","Good","Good","Good","Good","Even though TAMU is an important part of College Station, I would like to see more business or tourism that is not so dependant to the university.   Not that many years ago TAMU did a large number of layoffs and the pay rates are not that great,  which leads me to the idea that instead of being so dependant on one we need to diversify and not keep all of our eggs in one basket(so to speak)","Good","Good","Good","Good","Good","Good","Good","Good","Good","safety","Not to be so dependant to/on the University","New business coming into the area and not just low paying jobs",,"1","2","2",,"Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important",,,,"3",,,,,,,"2",,,,,,,,,"1",,,,"No",,"Somewhat Safe","Increasing","City website (cstx.gov)","Local newspapers","City cable channel (Ch. 1)","Local radio stations","Utility bill newsletter","Local TV stations","Social media (Facebook, Twitter, etc.)",,,"1","2","3",,,,,,,,"Yes","Sending out a paper or notification referencing trash pick up holidays and city holidays.","Good","Good","Excellent","Excellent","Very Important","Somewhat Important","Very Important","Very Important",,"None under 19 in household",,,,"(30.6256267, -96.253038)"
"1337","Female","65 or older","Own","Single-family unit",,"Area B - North of Bird Pond Rd and East of Texas Ave.","Graduated high school","More than 20 years","Online","Neither","One","No","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important",,,,,,,,"2",,"1",,,,,,,,,"3",,,,,"No Opinion","No Opinion","No Opinion","Good","Good","Good","No Opinion","Fair","Good","Fair","Good","No Opinion","No Opinion","Good","Good","Fair","Excellent","Good","Excellent","Excellent","Excellent","Excellent","Excellent",,"Good","Excellent","Excellent","Good","Good","Excellent","Excellent","Excellent","Excellent","I feel safe in College Station.","Less traffic..","Safety.","A Costco would be nice.  Home improvement store variety;  larger gardening stores - not one tacked onto another store.  If we don't have the store in College Station, I drive to Houston or wherever.","1","2","1",,"Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Very Important",,,,"1",,,,,,"3",,,,,"2",,,,,,,,,"No",,"Very Safe","Don't Know","City website (cstx.gov)","Local newspapers","Local TV stations","Social media (Facebook, Twitter, etc.)",,,,,,"3","1",,,,"2",,,,,"Yes","Not sure.  I get my utility bill via email so I don't see a newsletter.  It would be nice if the newsletter would be sent to me by email separately - if possible.","Good","No Opinion","No Opinion","No Opinion","Very Important","Very Important","Very Important","Very Important","No comments at this time.","None under 19 in household",,,,"(30.639968, -96.2746347)"
"1338","Female","65 or older","Own","Single-family unit",,"Area B - North of Bird Pond Rd and East of Texas Ave.","Graduated high school","More than 20 years","Online","Neither","Two","No","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important",,,,,"2",,"3",,,"1",,,,,,,,,,,,,,"Excellent","Good","No Opinion","Good","Poor","Good","Good","Fair","No Opinion","Poor","Good","No Opinion","No Opinion","Good","No Opinion","Excellent","Good","Poor","Excellent","Excellent","Good","Good","Good","Taking the older neighborhoods and allowing Ag Shacks to be built in them is shameful.  There are very few of the older neighborhoods left in tact.  If the older homes that need work were made affordable maybe more young couples would purchase them and fix them up.  CShas no character.  It is mainly made up of apartment buildings or Ag Shacks.  Shame on the City Council & Zoning Com.","Fair","Excellent","Good","Good","Good","Fair","Poor","Good","Good","Not sure I value living in College Station any longer.","No more apartment buildings/condos,  Enough is enough.","Trying to maintain what is left of the integrity of the city, which isn't much.",,"2","4","1",,"Not Important At All","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important",,,"1",,,,,,,"2",,,,,,,,,,"3",,,,"Yes","Excellent","Somewhat Safe","Increasing","City website (cstx.gov)",,,,,,,,,"1",,,,,"2",,,,"3","Yes","Think they do OK,","No Opinion","No Opinion","No Opinion","No Opinion","Somewhat Important","Very Important","Somewhat Important","Somewhat Important",,"None under 19 in household",,,,"(30.639968, -96.2746347)"
"1339","Female","65 or older","Own","Single-family unit",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.","Some college or technical school","More than 20 years","Online","Neither","Two","No","Somewhat Unimportant","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important",,,,,"1",,,,,"3",,,,,,,,,,"2",,,,"No Opinion","No Opinion","No Opinion","Fair","Fair","No Opinion","Good","Poor","Poor","Fair","Fair","No Opinion","No Opinion","Good","No Opinion","Good","Excellent","Fair","Good","Good","Good","Good","Good"," enforce rental code of only 4 unrelated renters to houses or apartments!do something about congested on street parking.on both sides of the street.  this could be dangerous in an emergency.  STOP BUILDING STUDENT 'DORMS' IN RESIDENTIAL NEIGHBORHOODS!","Good","Fair","Good","Good","Fair","Good","Excellent","Good","Good","it's a small city with big city amenities","Stop encouraging growth -- bigger is not always better","protect our older neighborhoods and maintain the quality of life in the city","good restaurantsgrocery stores (not HEB) and not all  on Texas Avenuequality department stores and botiquesTrader Joe's","2","3","1",,"Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important",,,"1",,,,,,,,,,"2",,,"3",,,,,,,,"No",,"Very Safe","Staying the Same","Local newspapers","Local radio stations","Local TV stations",,,,,,,,"1",,"3",,"2",,,,,"No","send out newsletter apart from the utility bill","No Opinion","No Opinion","Fair","No Opinion","Very Important","Very Important","Very Important","Very Important",,,,,,"(30.595071, -96.329426)"
