"gender","race","city_residency","job_category","type","department"
"M","Black or African American","Oakland","OFFICIAL/ADM","FTE","City Attorney"
"F","Black or African American","Antioch","ADMIN SUPPORT","FTE","Finance"
"M","Black or African American","Oakland","PROTECT/SERVCS","FTE","Fire "
"M","Black or African American","Oakland","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Oakland","OFFICIAL/ADM","FTE","PWA"
"M","White","Oakland","TECHNICIANS","FTE","OPD "
"F","White","Oakland","PARA-PROF","FTE","Library"
"M","White","Clayton","OFFICIAL/ADM","FTE","Fire "
"F","Black or African American","Albany","ADMIN SUPPORT","FTE","OPR"
"F","White","Oakland","OFFICIAL/ADM","FTE","CAO"
"M","White","Oakland","SERV/MAINT","FTE","PWA"
"F","White","San Leandro","PARA-PROF","FTE","OPD "
"F","White","San Leandro","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Vallejo","PROTECT/SERVCS","FTE","Fire "
"M","Black or African American","Oakland","PROFESSIONAL","PTS","OPR"
"M","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"M","Black or African American","Oakland","SERV/MAINT","PTS","PWA"
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"M","Black or African American","Antioch","SERV/MAINT","FTE","PWA"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","Black or African American","Oakland","SERV/MAINT","PTS","OPR"
"M","Black or African American","Berkeley","PROFESSIONAL","FTE","Bldg/Engr"
"F","Hispanic or Latino","San Leandro","ADMIN SUPPORT","PTS","OPR"
"M","Hispanic or Latino","Fremont","ADMIN SUPPORT","PTS","DHS "
"M","White","Oakland","TECHNICIANS","FTE","Bldg/Engr"
"M","Black or African American","Pittsburgh","PROFESSIONAL","FTE","Fire "
"F","Native Hawaiian/Other Pacific Islander","Live Oak","PROTECT/SERVCS","FTE","OPD "
"M","White","Dublin","PROFESSIONAL","FTE","OPD "
"F","White","Oakland","ADMIN SUPPORT","PTS","DHS "
"M","Black or African American","Oakland","PROFESSIONAL","FTE","IT"
"M","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"M","White","Brentwood","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","Pleasant Hill","PROTECT/SERVCS","FTE","Fire "
"M","Black or African American","Bay Point","PROFESSIONAL","FTE","Bldg/Engr"
"F","Black or African American","Gardena","PROTECT/SERVCS","PTS","OPR"
"F","White","Oakland","PROFESSIONAL","PPT","OPR"
"M","Black or African American","Oakland","PROTECT/SERVCS","FTE","Fire "
"M","Black or African American","Vallejo","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Castro Valley","PROFESSIONAL","FTE","DHS"
"F","White","Oakland","PROFESSIONAL","PTS","Library"
"M","White","Redwood City","PROTECT/SERVCS","FTE","OPD "
"F","Native Hawaiian/Other Pacific Islander","Antioch","PROFESSIONAL","FTE","DHS"
"M","White","Manteca","PROTECT/SERVCS","FTE","Fire "
"F","White","Oakland","SERV/MAINT","FTE","PWA"
"M","Two or More Races","Oakland","PARA-PROF","PTS","OPR"
"M","White","Oakland","SERV/MAINT","FTE","PWA"
"F","Black or African American","Richmond","TECHNICIANS","FTE","Fire "
"F","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"M","White","Pleasanton","PROTECT/SERVCS","FTE","Fire "
"M","White","Oakland","ADMIN SUPPORT","PTS","Library"
"M","Black or African American","Oakland","SERV/MAINT","PTS","PWA"
"F","Black or African American","Oakland","OFFICIAL/ADM","FTE","Council"
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","DHS "
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"F","Black or African American","Oakland","PROFESSIONAL","PTS","OPR"
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"M","Black or African American","Vacaville","SKILLED CRAFT","FTE","PWA"
"M","Black or African American","Oakland","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","Black or African American","Alameda","PROTECT/SERVCS","PTS","OPR"
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"M","Black or African American","Oakland","PROFESSIONAL","PTS","OPR"
"M","Black or African American","Castro Valley","PROTECT/SERVCS","FTE","Fire "
"F","White","Oakland","ADMIN SUPPORT","PTS","DHS "
"M","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"F","Black or African American","Oakland","PROFESSIONAL","PTS","OPR"
"M","Black or African American","Antioch","PROTECT/SERVCS","PTS","OPD "
"M","Black or African American","Oakland","PROFESSIONAL","FTE","CAO"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","Library"
"F","Black or African American","Oakland","PROFESSIONAL","FTE","DHS "
"M","Black or African American","Oakland","SKILLED CRAFT","FTE","PWA"
"M","Black or African American","Vallejo","SERV/MAINT","FTE","PWA"
"F","Black or African American","San Pablo","ADMIN SUPPORT","FTE","OPD "
"F","Black or African American","Oakland","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","ADMIN SUPPORT","FTE","Bldg/Engr"
"M","Black or African American","Emeryville","SKILLED CRAFT","FTE","PWA"
"M","Black or African American","Oakland","ADMIN SUPPORT","PPT","Council"
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"M","White","Santa Rosa","PROTECT/SERVCS","FTE","Fire "
"M","Black or African American","Antioch","SERV/MAINT","FTE","PWA"
"M","Black or African American","Richmond","SERV/MAINT","FTE","PWA"
"F","Black or African American","Berkeley","SERV/MAINT","PTS","PWA"
"F","Black or African American","Vallejo","TECHNICIANS","FTE","Fire "
"F","Black or African American","Oakland","ADMIN SUPPORT","FTE","PWA"
"F","Black or African American","Oakland","PARA-PROF","FTE","DHS"
"M","White","Dublin","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Antioch","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","ADMIN SUPPORT","FTE","OPD "
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"M","White","San Leandro","PROTECT/SERVCS","FTE","Fire "
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","Library"
"F","Black or African American","Suisun City","PROFESSIONAL","PTS","Bldg/Engr"
"F","Black or African American","Union City","PROFESSIONAL","PTS","OPR"
"F","Black or African American","Union City","PARA-PROF","PTS","OPR"
"F","Black or African American","San Francisco","SERV/MAINT","PTS","OPD "
"M","Asian","Hayward","ADMIN SUPPORT","FTE","Finance"
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","Black or African American","Oakland","PROFESSIONAL","PTS","OPR"
"F","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"M","White","Berkeley","PROTECT/SERVCS","FTE","Fire "
"F","Black or African American","Hayward","ADMIN SUPPORT","FTE","Council"
"M","White","Pleasant Hill","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"M","Black or African American","Oakland","PROFESSIONAL","PTS","OPR"
"M","Black or African American","Hayward","PROFESSIONAL","FTE","Fire "
"M","Asian","San Mateo","PROTECT/SERVCS","FTE","OPD "
"F","White","Oakland","PROTECT/SERVCS","FTE","Fire "
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","Black or African American","Pinole","PROFESSIONAL","PTS","OPR"
"F","Black or African American","San Leandro","PROTECT/SERVCS","FTE","Fire "
"M","Black or African American","Morgan Hill","SERV/MAINT","FTE","PWA"
"M","Black or African American","Berkeley","PROFESSIONAL","PTS","DHS"
"F","Black or African American","Berkeley","ADMIN SUPPORT","PTS","DHS "
"F","White","Oakland","PROFESSIONAL","PTS","Library"
"F","Black or African American","Oakland","PROTECT/SERVCS","PTS","OPD "
"M","White","Walnut Creek","PROTECT/SERVCS","FTE","OPD "
"F","Asian","San Leandro","PROFESSIONAL","FTE","Fire "
"F","Native Hawaiian/Other Pacific Islander","El Cerrito","PROFESSIONAL","FTE","IT"
"F","Native Hawaiian/Other Pacific Islander","Vallejo","PROFESSIONAL","FTE","CAO"
"M","Black or African American","Lathrop","PROTECT/SERVCS","FTE","OPD "
"M","Asian","Pittsburg","PROTECT/SERVCS","FTE","OPD "
"F","Native Hawaiian/Other Pacific Islander","Oakland","ADMIN SUPPORT","PTS","OPR"
"F","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","DHS"
"M","Black or African American","Oakland","ADMIN SUPPORT","FTE","IT"
"M",,"Oakland","ADMIN SUPPORT","PTS","DHS "
"M","White","Walnut Creek","PROFESSIONAL","FTE","Fire "
"M","White","Tracy","PROTECT/SERVCS","FTE","OPD "
"M","White","Dublin","TECHNICIANS","FTE","OPD "
"M","White","Oakland","ADMIN SUPPORT","PTS","Library"
"M","Hispanic or Latino","Oakland","SERV/MAINT","FTE","PWA"
"F","White","Vallejo","PROFESSIONAL","FTE","OPD "
"M","Hispanic or Latino","Dublin","PROTECT/SERVCS","FTE","Fire "
"M","Black or African American","Fairfield","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Oakland","PROFESSIONAL","PTS","OPR"
"F","Black or African American","Oakland","PROFESSIONAL","FTE","DHS"
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","Library"
"F","Black or African American","Alameda","SERV/MAINT","PTS","OPD "
"F","White","Alameda","TECHNICIANS","FTE","Bldg/Engr"
"F","Black or African American","Vallejo","OFFICIAL/ADM","FTE","DHS"
"F","White","San Pablo","OFFICIAL/ADM","FTE","OPR"
"M","Asian","El Cerrito","PARA-PROF","FTE","OPD "
"F","Black or African American","Oakland","PROFESSIONAL","FTE","Library"
"M","White","Oakland","PROTECT/SERVCS","PPT","CAO"
"M","Black or African American","Tujunga","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","PROTECT/SERVCS","PTS","OPR"
"M","Black or African American","Antioch","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","White","Napa","PROTECT/SERVCS","FTE","Fire "
"F","White","Vallejo","PROFESSIONAL","FTE","PWA"
"F","Black or African American","Castro Valley","OFFICIAL/ADM","FTE","Housing/Comm"
"F","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"F","Black or African American","South San Francisco","SERV/MAINT","FTE","Finance"
"M","Black or African American","Oakland","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Oakland","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Emeryville","PROFESSIONAL","PTS","OPR"
"M","Hispanic or Latino","San Ramon","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","Turlock","ADMIN SUPPORT","PTS","OPR"
"M","White","Brentwood","PROTECT/SERVCS","FTE","OPD "
"M","Native Hawaiian/Other Pacific Islander","Daly City","PROFESSIONAL","FTE","IT"
"F","Asian","Tracy","TECHNICIANS","FTE","Finance"
"F","Native Hawaiian/Other Pacific Islander","San Lorenzo","ADMIN SUPPORT","FTE","HR"
"M","Hispanic or Latino","San Francisco","PROTECT/SERVCS","FTE","OPD "
"F","White","Oakland","OFFICIAL/ADM","FTE","PWA"
"F","Two or More Races","Belmont","OFFICIAL/ADM","FTE","OPR"
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","DHS "
"F","Hispanic or Latino","San Leandro","ADMIN SUPPORT","PTS","Library"
"M","Hispanic or Latino","Oakland","PROFESSIONAL","PTS","OPR"
"M","Hispanic or Latino","Hayward","SERV/MAINT","PTS","CAO"
"F","Black or African American","Oakland","PROTECT/SERVCS","PTS","OPR"
"M","Hispanic or Latino","San Francisco","PROTECT/SERVCS","FTE","Fire "
"M","Native Hawaiian/Other Pacific Islander","San Leandro","SERV/MAINT","FTE","PWA"
"M","Native Hawaiian/Other Pacific Islander","American Canyon","PROTECT/SERVCS","FTE","OPD "
"F","Hispanic or Latino","Oakland","PARA-PROF","PTS","Library"
"M","White","Orinda","TECHNICIANS","FTE","OPD "
"F","Black or African American","Antelope","PARA-PROF","FTE","OPD "
"M","Black or African American","Oakland","PROTECT/SERVCS","PTS","OPR"
"M","Asian","Hayward","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Hayward","SERV/MAINT","FTE","PWA"
"M","White","Rohnert Park","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Vallejo","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Oakland","SERV/MAINT","PPT","PWA"
"M","Black or African American","Oakland","PARA-PROF","PPT","OPR"
"F","Black or African American","Suisun City","ADMIN SUPPORT","FTE","Bldg/Engr"
"M","Black or African American","Oakland","PROTECT/SERVCS","PTS","OPD "
"F","White","Oakland","OFFICIAL/ADM","FTE","Council"
"F","Hispanic or Latino","Oakland","ADMIN SUPPORT","FTE","Finance"
"M","Hispanic or Latino","Pinole","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","San Lorenzo","PROTECT/SERVCS","PTS","OPD "
"M","Hispanic or Latino","Hayward","SERV/MAINT","FTE","PWA"
"F","Native Hawaiian/Other Pacific Islander","Oakland","ADMIN SUPPORT","FTE","DHS "
"M","White","Oakland","PROFESSIONAL","FTE","Bldg/Engr"
"M","White","San Ramon","OFFICIAL/ADM","FTE","PWA"
"M","Native Hawaiian/Other Pacific Islander","San Francisco","PROTECT/SERVCS","FTE","OPD "
"F","Asian","Daly City","ADMIN SUPPORT","FTE","OPD "
"F","Asian","Oakland","ADMIN SUPPORT","PTS","Library"
"M","Asian","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","White","Antioch","SKILLED CRAFT","FTE","PWA"
"F","White","Oakland","OFFICIAL/ADM","FTE","CAO"
"M","Native Hawaiian/Other Pacific Islander","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","Hispanic or Latino","Denair","PROTECT/SERVCS","FTE","Fire "
"M","White","San Lorenzo","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","ADMIN SUPPORT","FTE","City Attorney"
"F","Black or African American","Oakland","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","San Leandro","ADMIN SUPPORT","PTS","DHS "
"F","Black or African American","Alameda","ADMIN SUPPORT","FTE","Finance"
"M","Hispanic or Latino","Vacaville","PROTECT/SERVCS","FTE","OPD "
"M","White","Brentwood","TECHNICIANS","FTE","OPD "
"F","Black or African American","Oakland","ADMIN SUPPORT","FTE","OPD "
"M","White","Castro Valley","PROTECT/SERVCS","FTE","OPD "
"F","Hispanic or Latino","Antioch","PROFESSIONAL","FTE","DHS"
"M","Black or African American","Oakland","PARA-PROF","PTS","Library"
"M","Black or African American","San Leandro","PARA-PROF","PTS","OPR"
"M","White","Dublin","TECHNICIANS","FTE","OPD "
"F","Black or African American","Stockton","SERV/MAINT","FTE","Finance"
"F","Hispanic or Latino","Pleasanton","ADMIN SUPPORT","FTE","OPD "
"M","White","Oakland","PROFESSIONAL","PTS","City Auditor"
"M","Hispanic or Latino","Oakland","SERV/MAINT","FTE","PWA"
"F","Hispanic or Latino","Oakland","PROFESSIONAL","FTE","DHS"
"M","Hispanic or Latino","Oakland","TECHNICIANS","FTE","Bldg/Engr"
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","White","Walnut Creek","PARA-PROF","FTE","OPD "
"M","Hispanic or Latino","Oakland","PROFESSIONAL","FTE","PWA"
"M","White","Dublin","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Oakland","ADMIN SUPPORT","FTE","Library"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"F","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"F","Black or African American","San Francisco","SERV/MAINT","PTS","OPD "
"F","Black or African American","Richmond","TECHNICIANS","FTE","HR"
"M","Black or African American","Tracy","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","San Leandro","ADMIN SUPPORT","PTS","DHS "
"F","Black or African American","Oakland","ADMIN SUPPORT","FTE","PWA"
"F",,"Oakland","PROFESSIONAL","PTS","DHS"
"F","White","Oakland","ADMIN SUPPORT","FTE","Finance"
"M","Black or African American","Oakland","SKILLED CRAFT","FTE","IT"
"M","Black or African American","San Leandro","OFFICIAL/ADM","FTE","PWA"
"F","Asian","Oakland","PROFESSIONAL","PTS","OPR"
"M","Hispanic or Latino","Moraga","ADMIN SUPPORT","PTS","OPR"
"F","White","Benicia","PROFESSIONAL","FTE","City Attorney"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"F","White","Oakland","PROFESSIONAL","FTE","Bldg/Engr"
"M","White","Berkeley","SKILLED CRAFT","FTE","PWA"
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"F","Hispanic or Latino","Richmond","TECHNICIANS","FTE","OPD "
"M","Hispanic or Latino","Oakland","SERV/MAINT","FTE","PWA"
"M","Hispanic or Latino","Castro Valley","SKILLED CRAFT","FTE","PWA"
"M","Asian","Dublin","ADMIN SUPPORT","FTE","OPR"
"M","White","Vallejo","PARA-PROF","FTE","OPD "
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","Hispanic or Latino","Antioch","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","Oakland","SERV/MAINT","FTE","PWA"
"F",,"Oakland","ADMIN SUPPORT","PTS","DHS "
"F","Hispanic or Latino","San Lorenzo","PROFESSIONAL","FTE","DHS"
"M","Hispanic or Latino","San Leandro","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","Alamo","PROTECT/SERVCS","FTE","Fire "
"M","Hispanic or Latino","Jackson","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"M","Hispanic or Latino","Concord","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","Santa Rosa","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","Manteca","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","Novato","PROFESSIONAL","FTE","IT"
"F","American Indian or Alaska Native","Oakland","ADMIN SUPPORT","PTS","OPR"
"F","American Indian or Alaska Native","Oakland","PROFESSIONAL","PTS","OPR"
"M","Asian","Pittsburg","PROFESSIONAL","FTE","PWA"
"M","Black or African American","Oakland","TECHNICIANS","PTS","OPR"
"M","Black or African American","Alameda","ADMIN SUPPORT","PTS","OPR"
"M","White","Lafayette","PROTECT/SERVCS","FTE","Fire "
"F","Asian","Dublin","PROFESSIONAL","FTE","OPD "
"F","Asian","Dublin","PROFESSIONAL","PTS","OPD "
"F","White","Oakland","PARA-PROF","PTS","OPR"
"M","White","Oakland","PROTECT/SERVCS","FTE","OPD "
"F","White","Oakland","PROFESSIONAL","FTE","OPD "
"M","White","Alamo","PROTECT/SERVCS","FTE","Fire "
"M","Black or African American","Fairfield","PROTECT/SERVCS","FTE","OPD "
"F","Hispanic or Latino","East Richmond Height","TECHNICIANS","FTE","OPD "
"M","Asian","Oakland","PARA-PROF","PPT","Library"
"M","Asian","San Ramon","PARA-PROF","FTE","Library"
"F","Black or African American","Vallejo","ADMIN SUPPORT","FTE","Finance"
"F","Hispanic or Latino","Lafayette","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","Oakland","ADMIN SUPPORT","FTE","Finance"
"F","White","Berkeley","ADMIN SUPPORT","PTS","OPR"
"M","Hispanic or Latino","Oakland","SERV/MAINT","FTE","PWA"
"F","Hispanic or Latino","Stockton","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","PROFESSIONAL","PTS","OPR"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","DHS "
"F","Hispanic or Latino","Modesto","PROTECT/SERVCS","FTE","OPD "
"F","Hispanic or Latino","Fremont","PROTECT/SERVCS","FTE","OPD "
"F","Hispanic or Latino","Hayward","PARA-PROF","FTE","Library"
"F","White","Emeryville","PROFESSIONAL","PTS","Council"
"F","White","Oakland","ADMIN SUPPORT","PTS","DHS "
"F","Asian","Oakland","PROTECT/SERVCS","PTS","OPR"
"F","Asian","Dublin","ADMIN SUPPORT","FTE","HR"
"M","Black or African American","Orinda","PROTECT/SERVCS","FTE","Fire "
"M","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"M","Black or African American","Oakland","PROFESSIONAL","PTS","OPR"
"F","White","Oakland","ADMIN SUPPORT","PTS","DHS "
"F","Black or African American","Berkeley","PARA-PROF","PTS","OPR"
"M","Asian","San Francisco","PROFESSIONAL","FTE","PWA"
"M","Asian","Fremont","PROTECT/SERVCS","FTE","Fire "
"F","Asian","Castro Valley","OFFICIAL/ADM","FTE","Economic Dev"
"M","Asian","Oakland","OFFICIAL/ADM","FTE","OPD "
"F","Asian","San Lorenzo","ADMIN SUPPORT","FTE","Finance"
"F","Asian","San Francisco","PROFESSIONAL","FTE","PWA"
"M","Asian","Oakland","PROTECT/SERVCS","FTE","OPD "
"F","Asian","Fremont","ADMIN SUPPORT","FTE","PWA"
"F","Asian","Oakland","PROFESSIONAL","FTE","CAO"
"M","Asian","San Leandro","ADMIN SUPPORT","PTS","OPR"
"F","White","Alamo","PROTECT/SERVCS","FTE","OPD "
"M","Asian","San Jose","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","San Leandro","ADMIN SUPPORT","FTE","PWA"
"M","Asian","Fremont","PROFESSIONAL","FTE","PWA"
"F","Asian","Moraga","ADMIN SUPPORT","PTS","OPR"
"M","Asian","Fremont","OFFICIAL/ADM","FTE","PWA"
"M","Asian","Fremont","TECHNICIANS","FTE","OPD "
"F","Asian","Oakland","SERV/MAINT","FTE","PWA"
"F","Asian","Hayward","ADMIN SUPPORT","PTS","Library"
"M","Asian","Oakland","PROTECT/SERVCS","FTE","OPD "
"F","Asian","Hayward","ADMIN SUPPORT","PTS","Library"
"M","Black or African American","Walnut Creek","PROTECT/SERVCS","FTE","Fire "
"F","White","Oakland","PROFESSIONAL","FTE","DHS"
"F","Black or African American","San Leandro","ADMIN SUPPORT","PTS","OPR"
"F","Black or African American","Oakland","ADMIN SUPPORT","FTE","DHS"
"F","Black or African American","Oakland","ADMIN SUPPORT","FTE","Bldg/Engr"
"F","Asian","San Pablo","PARA-PROF","PTS","OPR"
"F","Two or More Races","Oakland","PROFESSIONAL","FTE","DHS"
"F","Hispanic or Latino","Tracy","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","Lathrop","PROTECT/SERVCS","FTE","OPD "
"F","Hispanic or Latino","Oakland","ADMIN SUPPORT","PTS","OPR"
"F","Hispanic or Latino","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","Hispanic or Latino","Santa Rosa","PROTECT/SERVCS","FTE","Fire "
"F","Asian","San Francisco","PROFESSIONAL","PTS","Library"
"M","White","Oakland","PROFESSIONAL","PTS","OPR"
"F","Asian","Fremont","PROFESSIONAL","FTE","IT"
"M","Asian","Castro Valley","PROFESSIONAL","FTE","IT"
"F","Asian","Oakland","PROFESSIONAL","FTE","City Attorney"
"F","Asian","Milpitas","ADMIN SUPPORT","FTE","Council"
"M","Asian","Oakland","PROTECT/SERVCS","PTS","OPR"
"F","Asian","Oakland","PARA-PROF","FTE","OPD "
"F","Asian","Oakland","PARA-PROF","PTS","Library"
"M","Asian","San Leandro","ADMIN SUPPORT","PTS","Library"
"F","Asian","Oakland","SERV/MAINT","PTS","PWA"
"F","Asian","Oakland","PARA-PROF","PTS","OPR"
"F","Asian","Oakland","OFFICIAL/ADM","FTE","DHS"
"F","Asian","Oakland","PROFESSIONAL","FTE","Library"
"F","Asian","Oakland","ADMIN SUPPORT","PTS","DHS"
"F","Asian","San Leandro","SERV/MAINT","PTS","OPD "
"M","Asian","San Francisco","TECHNICIANS","FTE","PWA"
"F","Asian","San Francisco","PROFESSIONAL","FTE","OPD "
"M","Asian","Alameda","PROTECT/SERVCS","FTE","OPD "
"F","Asian","Fremont","OFFICIAL/ADM","FTE","Finance"
"F","Asian","San Leandro","ADMIN SUPPORT","FTE","PWA"
"M","Asian","Pinole","SERV/MAINT","FTE","PWA"
"F","Asian","Dublin","ADMIN SUPPORT","FTE","Bldg/Engr"
"M","Asian","Oakland","PROTECT/SERVCS","PTS","OPR"
"M","Asian","San Jose","PROFESSIONAL","FTE","PWA"
"M","White","Sacramento","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","PROFESSIONAL","FTE","DHS"
"F","Asian","Alameda","PROFESSIONAL","FTE","Library"
"M","Asian","San Francisco","PROTECT/SERVCS","FTE","Fire "
"M","Asian","Walnut Creek","PROFESSIONAL","FTE","Fire "
"M","Asian","Pinole","PROTECT/SERVCS","FTE","Fire "
"M","Asian","San Jose","PROFESSIONAL","PTS","OPD "
"F","Native Hawaiian/Other Pacific Islander","Hayward","OFFICIAL/ADM","FTE","OPR"
"M","Asian","San Ramon","PROFESSIONAL","FTE","PWA"
"F","Asian","Alameda","PARA-PROF","FTE","Library"
"F","Asian","San Jose","ADMIN SUPPORT","FTE","OPD "
"M","Black or African American","Alameda","TECHNICIANS","FTE","PWA"
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","DHS "
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","DHS "
"M","Hispanic or Latino","Oakland","TECHNICIANS","FTE","Fire "
"F","Black or African American","Richmond","PROFESSIONAL","FTE","DHS"
"F","Black or African American","Fairfield","PROFESSIONAL","FTE","Fire "
"F","White","Oakland","PROFESSIONAL","FTE","HR"
"M","Asian","Concord","PROFESSIONAL","FTE","PWA"
"F","Asian","Castro Valley","PROFESSIONAL","FTE","Finance"
"M","Asian","Oakland","PROFESSIONAL","FTE","PWA"
"F","Asian","Oakland","PROFESSIONAL","FTE","Housing/Comm"
"F","Asian","Alameda","ADMIN SUPPORT","FTE","OPD "
"F","Asian","Martinez","PROFESSIONAL","FTE","Fire "
"F","Asian","Pleasant Hill","PROFESSIONAL","FTE","IT"
"F","Two or More Races","Oakland","PROFESSIONAL","FTE","Housing/Comm"
"F","Asian","Hayward","ADMIN SUPPORT","FTE","OPD "
"F","Asian","San Leandro","PARA-PROF","PPT","OPR"
"M","Asian","Oakland","PROTECT/SERVCS","FTE","Fire "
"F","Asian","El Cerrito","PROTECT/SERVCS","PTS","OPR"
"F","Asian","Albany","PARA-PROF","PTS","OPR"
"M","Asian","Alameda","PROFESSIONAL","FTE","PWA"
"M","Asian","San Jose","PROTECT/SERVCS","FTE","Fire "
"M","Asian","Castro Valley","PROTECT/SERVCS","FTE","OPD "
"M","Asian","Castro Valley","PROTECT/SERVCS","FTE","OPD "
"M","Asian","San Bruno","PROTECT/SERVCS","FTE","Fire "
"F","Black or African American","Oakland","PROFESSIONAL","FTE","City Attorney"
"M","White","Vallejo","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"F","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"M","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"F","Black or African American","Oakland","OFFICIAL/ADM","FTE","OPD "
"M","Black or African American","Union City","PROFESSIONAL","PTS","OPD "
"F","Asian","Concord","PROFESSIONAL","FTE","Finance"
"F","Asian","San Leandro","PROFESSIONAL","FTE","DHS"
"F","Asian","Oakland","PROFESSIONAL","FTE","Finance"
"F","Asian","Piedmont","TECHNICIANS","FTE","Fire "
"F","Asian","Oakland","PARA-PROF","FTE","OPD "
"M","Asian","Hillsborough","PROTECT/SERVCS","FTE","OPD "
"M","Asian","Oakland","PARA-PROF","PTS","OPR"
"M","Asian","El Cerrito","PROFESSIONAL","FTE","PWA"
"F","Asian","Hayward","ADMIN SUPPORT","PTS","DHS "
"F","Asian","Oakland","PARA-PROF","PTS","OPR"
"F","Asian","Oakland","ADMIN SUPPORT","PTS","OPR"
